date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
2024-12-31,HWM,USD,0000004281,2025-02-14,2025-02-13 17:35:08,2024,FY,7430000000,5378000000,2052000000,0.2761776581,33000000,362000000,0,362000000,-15000000,380000000,5758000000,20000000,182000000,277000000,1842000000,0.2479138627,1672000000,0.2250336474,-289000000,1383000000,0.1861372813,228000000,1155000000,0.1554508748,2.83,2.81,408000000,410000000,https://www.sec.gov/Archives/edgar/data/4281/000000428125000011/0000004281-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000000428125000011/hwm-20241231.htm
2023-12-31,HWM,USD,0000004281,2024-02-13,2024-02-13 17:05:19,2023,FY,6640000000,5026000000,1614000000,0.2430722892,36000000,0,0,333000000,0,369000000,5395000000,23000000,218000000,272000000,1465000000,0.2206325301,1245000000,0.1875,-270000000,975000000,0.1468373494,210000000,765000000,0.1152108434,1.85,1.83,412173414,416000000,https://www.sec.gov/Archives/edgar/data/4281/000000428124000007/0000004281-24-000007-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000000428124000007/hwm-20231231.htm
2022-12-31,HWM,USD,0000004281,2023-02-14,2023-02-14 17:10:40,2022,FY,5663000000,4309000000,1354000000,0.2390958856,32000000,0,0,288000000,0,320000000,4629000000,6000000,229000000,265000000,1100000000,0.1942433339,1034000000,0.1825887339,-428000000,606000000,0.1070104185,137000000,469000000,0.0828182942,1.12,1.11,416043332,421000000,https://www.sec.gov/Archives/edgar/data/4281/000000428123000004/0000004281-23-000004-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000000428123000004/hwm-20221231.htm
2021-12-31,HWM,USD,0000004281,2022-02-14,2022-02-14 16:36:50,2021,FY,4972000000,3838000000,1134000000,0.2280772325,17000000,0,0,251000000,0,268000000,4106000000,2000000,259000000,270000000,853000000,0.1715607401,866000000,0.1741753821,-542000000,324000000,0.0651649236,66000000,258000000,0.0518905873,0.6,0.59,429834301,435000000,https://www.sec.gov/Archives/edgar/data/4281/000000428122000004/0000004281-22-000004-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000000428122000004/hwm-20211231.htm
2020-12-31,HWM,USD,0000004281,2021-02-16,2021-02-16 16:44:06,2020,FY,5259000000,4116000000,1143000000,0.2173416999,17000000,0,0,277000000,0,294000000,4410000000,5000000,381000000,279000000,831000000,0.1580148317,849000000,0.1614375357,-678000000,171000000,0.0325156874,-40000000,211000000,0.0401216961,0.48,0.48,435134173,439000000,https://www.sec.gov/Archives/edgar/data/4281/000000428121000049/0000004281-21-000049-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000000428121000049/arnc-20201231.htm
2019-12-31,HWM,USD,0000004281,2020-02-27,2020-02-26 17:48:56,2019,FY,7098000000,5483000000,1615000000,0.2275288814,28000000,0,0,400000000,0,428000000,5911000000,24000000,338000000,295000000,843000000,0.1187658495,1187000000,0.1672302057,-977000000,210000000,0.0295857988,84000000,470000000,0.0662158354,1.08,1.02,434401223,463000000,https://www.sec.gov/Archives/edgar/data/4281/000000428120000038/0000004281-20-000038-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000000428120000038/form10k4q19.htm
2018-12-31,HWM,USD,0000004281,2019-02-21,2019-02-21 17:24:56,2018,FY,14022000000,11969000000,2053000000,0.1464127799,103000000,0,0,604000000,0,707000000,12676000000,23000000,376000000,576000000,1820000000,0.1297960348,1346000000,0.0959920126,-478000000,868000000,0.0619027243,226000000,642000000,0.0457851947,1.35,1.28,477119644,503000000,https://www.sec.gov/Archives/edgar/data/4281/000000428119000031/0000004281-19-000031-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000000428119000031/form10k_4q18.htm
2017-12-31,HWM,USD,0000004281,2018-02-26,2018-02-23 17:34:24,2017,FY,12962000000,10771000000,2191000000,0.1690325567,109000000,0,0,715000000,0,824000000,11595000000,19000000,496000000,551000000,1517000000,0.1170344083,1367000000,0.10546212,-897000000,470000000,0.0362598364,544000000,-74000000,-0.0057089955,-0.15,-0.16,481669545,451000000,https://www.sec.gov/Archives/edgar/data/4281/000000428118000042/0000004281-18-000042-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000000428118000042/form10k.htm
2016-12-31,HWM,USD,0000004281,2017-02-28,2017-02-28 17:15:08,2016,FY,12393000000,10298000000,2095000000,0.1690470427,132000000,0,0,749000000,0,881000000,11179000000,16000000,508000000,535000000,1457000000,0.1175663681,1214000000,0.097958525,-800000000,414000000,0.033405955,1476000000,-941000000,-0.0759299605,-2.55,-2.13,364419208,438000000,https://www.sec.gov/Archives/edgar/data/4281/000119312517062657/0001193125-17-062657-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000119312517062657/d293282d10k.htm
2015-12-31,HWM,USD,0000004281,2016-02-19,2016-02-19 17:27:57,2015,FY,12392000000,10620000000,1772000000,0.142995481,169000000,0,0,741000000,0,910000000,11530000000,16000000,474000000,508000000,1165000000,0.094012266,862000000,0.0695610071,-679000000,183000000,0.014767592,339000000,-322000000,-0.0259845061,-0.73,-0.73,438519780,438519780,https://www.sec.gov/Archives/edgar/data/4281/000119312516470162/0001193125-16-470162-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000119312516470162/d216801d10k.htm
2014-12-31,HWM,USD,0000004281,2015-02-19,2015-02-19 17:17:46,2014,FY,12542000000,10349000000,2193000000,0.1748524956,123000000,770000000,0,770000000,-47000000,1329000000,11678000000,19000000,442000000,1372000000,1927000000,0.153643757,864000000,0.0688885345,-751000000,113000000,0.0090097273,174000000,268000000,0.0213682028,0.56,0.56,438519780,438519780,https://www.sec.gov/Archives/edgar/data/4281/000119312515054376/0001193125-15-054376-index.htm,https://www.sec.gov/Archives/edgar/data/4281/000119312515054376/d836461d10k.htm
