symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
SBAC,2024-12-31,203.8,108002305,22010869759,189841000,15756194000,37577222759
SBAC,2023-12-31,253.69,108852928,27614899304,208547000,14463465000,41869817304
SBAC,2022-12-31,280.31,109343364,30650038362,143708000,15171155000,45677485362
SBAC,2021-12-31,389.02,111039252,43196489813,367278000,14522544000,57351755813
SBAC,2020-12-31,282.13,114780952,32383149987,308560000,13426196000,45500785987
SBAC,2019-12-31,240.99,114836718,27674500670,108309000,12860840000,40427031670
SBAC,2018-12-31,161.89,115734146,18736200895,143444000,9938553000,28531309895
SBAC,2017-12-31,163.36,120527906,19689438724,68783000,9310686000,28931341724
SBAC,2016-12-31,103.26,124980327,12905468566,146109000,8775583000,21534942566
SBAC,2015-12-31,105.07,127794058,13427321674,118039000,8452070000,21761352674
SBAC,2014-12-31,110.76,127868421,14162706309,39443000,7860799000,21984062309
SBAC,2013-12-31,89.84,127769220,11478786724,122112000,5876607000,17233281724
SBAC,2012-12-31,70.98,120280038,8537477097,233099000,5356103000,13660481097
SBAC,2011-12-31,42.96,111595000,4794121200,47316000,3354485000,8101290200
SBAC,2010-12-31,40.94,115591000,4732295540,64254000,2827450000,7495491540
SBAC,2009-12-31,34.16,117165000,4002356399,161317000,2489050000,6330089399
SBAC,2008-12-31,16.32,109882000,1793274240,78856000,2392230000,4106648240
SBAC,2007-12-31,33.84,104743000,3544503120,70272000,1905000000,5379231120
SBAC,2006-12-31,27.5,98193000,2700307500,46148000,1555000000,4209159500
SBAC,2005-12-31,17.9,73823000,1321431700,45934000,784392000,2059889700
SBAC,2004-12-31,9.28,58420000,542137600,69627000,927706000,1400216600
SBAC,2003-12-31,3.76,52204000,196287040,8338000,870758000,1058707040
SBAC,2002-12-31,0.41,50491000,20701310,61141000,1024282000,983842310
SBAC,2001-12-31,13.02,47321000,616119420,13904000,845453000,1447668420
SBAC,2000-12-31,41.06,41156312,1689878170,14980046,284273214,1959171338
SBAC,1999-12-31,18.75,17248322,323406037,3100000,318300000,638606037
SBAC,1998-12-31,8.88,8526052,75711341,26700000,182600000,231611341
