date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2025-01-03,TRMB,USD,0000864749,2025-04-25,2025-04-25 15:04:22,2024,FY,1504400000,232000000,27000000,158600000,203400000,-135100000,11000000,5700000,321800000,-1594000000,531400000,-33600000,-22000000,0,0,1916700000,1861100000,-1678200000,0,-181500000,0,-4500000,-1864200000,-19400000,508900000,747800000,238900000,531400000,-33600000,497800000,https://www.sec.gov/Archives/edgar/data/864749/000086474925000090/0000864749-25-000090-index.htm,https://www.sec.gov/Archives/edgar/data/864749/000086474925000090/trmb-20250103.htm
2023-12-31,TRMB,USD,0000864749,2024-02-26,2024-02-26 16:35:46,2023,FY,311300000,250600000,-104600000,145400000,-8000000,-36400000,67600000,-12400000,-26800000,2400000,597100000,-42000000,-2071900000,0,0,45800000,-2068100000,1554200000,6700000,-100000000,0,-29400000,1431500000,7400000,-32100000,238900000,271000000,597100000,-42000000,555100000,https://www.sec.gov/Archives/edgar/data/864749/000086474924000047/0000864749-24-000047-index.htm,https://www.sec.gov/Archives/edgar/data/864749/000086474924000047/trmb-20231229.htm
2022-12-31,TRMB,USD,0000864749,2023-02-17,2023-02-17 16:55:04,2022,FY,449700000,171800000,-40000000,120400000,-253400000,-55400000,-113500000,-24800000,-59700000,-57300000,391200000,-43200000,-158100000,0,0,-25000000,-226300000,224600000,0,-408300000,0,-15300000,-199000000,-20600000,-54700000,271000000,325700000,391200000,-43200000,348000000,https://www.sec.gov/Archives/edgar/data/864749/000086474923000012/0000864749-23-000012-index.htm,https://www.sec.gov/Archives/edgar/data/864749/000086474923000012/trmb-20221230.htm
2021-12-31,TRMB,USD,0000864749,2022-02-23,2022-02-22 20:13:12,2021,FY,492800000,179900000,-26900000,122600000,6800000,-9000000,-72900000,60300000,28400000,-24700000,750500000,-46100000,-168800000,0,0,11400000,-203500000,-251000000,0,-195100000,0,-1600000,-447700000,-11300000,88000000,325700000,237700000,750500000,-46100000,704400000,https://www.sec.gov/Archives/edgar/data/864749/000086474922000044/0000864749-22-000044-index.htm,https://www.sec.gov/Archives/edgar/data/864749/000086474922000044/trmb-20211231.htm
2020-12-31,TRMB,USD,0000864749,2021-02-26,2021-02-26 16:47:39,2020,FY,390600000,197500000,-52900000,83000000,23600000,-14000000,-5000000,-15700000,58300000,30200000,672000000,-56800000,-201900000,0,0,26900000,-231800000,-312200000,10000000,-81600000,0,-16500000,-400300000,8600000,48500000,237700000,189200000,672000000,-56800000,615200000,https://www.sec.gov/Archives/edgar/data/864749/000086474921000029/0000864749-21-000029-index.htm,https://www.sec.gov/Archives/edgar/data/864749/000086474921000029/trmb-20210101.htm
2019-12-31,TRMB,USD,0000864749,2020-02-28,2020-02-28 15:46:26,2019,FY,514500000,207200000,-220200000,75000000,10800000,-96000000,-21300000,14500000,113600000,-2300000,585000000,-69000000,-220800000,0,0,14500000,-275300000,-127500000,29100000,-179800000,0,-14400000,-292600000,-400000,16700000,189200000,172500000,585000000,-69000000,516000000,https://www.sec.gov/Archives/edgar/data/864749/000086474920000029/0000864749-20-000029-index.htm,https://www.sec.gov/Archives/edgar/data/864749/000086474920000029/trmb201910k.htm
2018-12-31,TRMB,USD,0000864749,2019-02-22,2019-02-21 20:05:10,2018,FY,283300000,215200000,1900000,76900000,-105300000,-51000000,-45000000,-2000000,-7300000,14700000,486700000,-67600000,-1763500000,-24000000,203000000,2500000,-1649600000,1051300000,40200000,-93000000,0,-9100000,989400000,-12500000,-186000000,172500000,358500000,486700000,-67600000,419100000,https://www.sec.gov/Archives/edgar/data/864749/000086474919000006/0000864749-19-000006-index.htm,https://www.sec.gov/Archives/edgar/data/864749/000086474919000006/trmb201810k.htm
2017-12-31,TRMB,USD,0000864749,2018-02-27,2018-02-26 18:52:15,2017,FY,121200000,183400000,1400000,64800000,65100000,-41600000,-38700000,25900000,119500000,-24000000,411900000,-43700000,-273000000,-288000000,219800000,18900000,-366000000,290600000,73800000,-285300000,0,-12600000,79100000,17400000,142400000,358500000,216100000,411900000,-43700000,368200000,https://www.sec.gov/Archives/edgar/data/864749/000086474918000010/0000864749-18-000010-index.htm,https://www.sec.gov/Archives/edgar/data/864749/000086474918000010/trmb201710k.htm
2016-12-31,TRMB,USD,0000864749,2017-02-24,2017-02-24 17:27:06,2016,FY,132200000,187800000,400000,52600000,39600000,1200000,24000000,10900000,3500000,-5500000,407100000,-26300000,-25900000,-113300000,2400000,18700000,-144400000,-110300000,67500000,-119500000,0,241400000,-155800000,-6800000,100100000,216100000,116000000,407100000,-26300000,380800000,https://www.sec.gov/Archives/edgar/data/864749/000086474917000007/0000864749-17-000007-index.htm,https://www.sec.gov/Archives/edgar/data/864749/000086474917000007/trmb201610k.htm
2015-12-31,TRMB,USD,0000864749,2016-02-24,2016-02-24 16:56:02,2015,FY,120700000,199100000,900000,50100000,-16200000,300000,-2900000,-6400000,-7200000,300000,354900000,-44000000,-149700000,-5500000,0,21300000,-172400000,-200000,29700000,-234400000,0,2100000,-202800000,-11700000,-32000000,116000000,148000000,354900000,-44000000,310900000,https://www.sec.gov/Archives/edgar/data/864749/000086474916000092/0000864749-16-000092-index.htm,https://www.sec.gov/Archives/edgar/data/864749/000086474916000092/trmb201510k.htm
