date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,adjDividend,paymentDate,declarationDate,recordDate
2025-12-01,394.85,395.42,385.1,386.08,385.34,23252000,23252000,-8.77,-2.22,390.3625,"December 01, 25",-0.0222,,,,,
2025-11-28,399.35,403,397.16,402.96,402.19,13365500,13365500,3.61,0.90397,400.6175,"November 28, 25",0.0090397,,,,,
2025-11-26,385.55,399.87,383.26,397.57,396.81,28693013,28693013,12.02,3.12,391.5625,"November 26, 25",0.0312,,,,,
2025-11-25,384.93,388.13,371.75,385.03,384.29,33507600,33507600,0.1,0.02597875,382.46,"November 25, 25",0.0002597875,,,,,
2025-11-24,347.73,382,347.66,377.96,377.24,47262426,47262426,30.23,8.69,363.8375,"November 24, 25",0.0869,,,,,
2025-11-21,345.16,348.6,331.8,340.2,339.55,30280339,30280339,-4.95,-1.44,341.44,"November 21, 25",-0.0144,,,,,
2025-11-20,366,376.08,345.18,346.82,346.16,28867000,28867000,-19.18,-5.24,358.52,"November 20, 25",-0.0524,,,,,
2025-11-19,340.71,359.69,337.8,354.42,353.74,21851900,21851900,13.72,4.02,348.155,"November 19, 25",0.0402,,,,,
2025-11-18,343.2,347.97,335.51,340.5,339.85,21726806,21726806,-2.7,-0.78671,341.795,"November 18, 25",-0.0078671,,,,,
2025-11-17,339.82,352.2,337.52,342.65,342,14799600,14799600,2.83,0.83279,343.0475,"November 17, 25",0.0083279,,,,,
2025-11-14,331.47,344.74,329.06,342.46,341.81,18500849,18500849,10.99,3.32,336.9325,"November 14, 25",0.0332,,,,,
2025-11-13,351.58,353.55,334.16,339.98,339.33,22616621,22616621,-11.6,-3.3,344.8175,"November 13, 25",-0.033,,,,,
2025-11-12,358.04,358.87,351.68,355.22,354.54,12190500,12190500,-2.81,-0.78762,355.9525,"November 12, 25",-0.0078762,,,,,
2025-11-11,358.97,361.89,349.67,351.96,351.29,16446800,16446800,-7.01,-1.95,355.6225,"November 11, 25",-0.0195,,,,,
2025-11-10,357.9,360,354.61,358.39,357.71,16409000,16409000,0.49,0.13691,357.725,"November 10, 25",0.0013691,,,,,
2025-11-07,354.19,354.5,337.27,349.43,348.76,21903223,21903223,-4.75,-1.34,348.8475,"November 07, 25",-0.0134,,,,,
2025-11-06,360.11,363.5,352.71,355.59,354.91,19896900,19896900,-4.52,-1.26,357.9775,"November 06, 25",-0.0126,,,,,
2025-11-05,350.89,364.87,350.09,358.98,358.29,17087644,17087644,8.09,2.31,356.2075,"November 05, 25",0.0231,,,,,
2025-11-04,358.52,368.95,351,351.94,351.27,24047500,24047500,-6.58,-1.84,357.6025,"November 04, 25",-0.0184,,,,,
2025-11-03,372,374.85,361.98,362.55,361.86,17198917,17198917,-9.45,-2.54,367.845,"November 03, 25",-0.0254,,,,,
2025-10-31,378.27,378.82,365.1,369.63,368.92,21598441,21598441,-8.64,-2.28,372.955,"October 31, 25",-0.0228,,,,,
2025-10-30,386.4,386.4,370.06,376.47,375.75,24295300,24295300,-9.93,-2.57,379.8325,"October 30, 25",-0.0257,,,,,
2025-10-29,373.19,386.48,373.19,385.98,385.24,24975209,24975209,12.79,3.43,379.71,"October 29, 25",0.0343,,,,,
2025-10-28,362.62,374.06,362.53,372.97,372.26,21056048,21056048,10.35,2.85,368.045,"October 28, 25",0.0285,,,,,
2025-10-27,361.54,362.75,355.08,362.05,361.36,20065800,20065800,0.51,0.14106,360.355,"October 27, 25",0.0014106,,,,,
2025-10-24,352.51,358.3,350.88,354.13,353.45,16143739,16143739,1.62,0.45956,353.955,"October 24, 25",0.0045956,,,,,
2025-10-23,340.4,346.57,340.4,344.29,343.63,12859200,12859200,3.89,1.14,342.915,"October 23, 25",0.0114,,,,,
2025-10-22,347.3,348.01,335.51,340.3,339.65,19268825,19268825,-7,-2.02,342.78,"October 22, 25",-0.0202,,,,,
2025-10-21,350,351.1,341.31,342.66,342.01,16092600,16092600,-7.34,-2.1,346.2675,"October 21, 25",-0.021,,,,,
2025-10-20,353.8,356.59,347.84,349.24,348.57,15640229,15640229,-4.56,-1.29,351.8675,"October 20, 25",-0.0129,,,,,
2025-10-17,349.61,350.97,340.78,349.33,348.66,20937936,20937936,-0.28,-0.08008924,347.6725,"October 17, 25",-0.0008008924,,,,,
2025-10-16,356.8,363.24,349.49,354.15,353.47,20317222,20317222,-2.65,-0.74271,355.92,"October 16, 25",-0.0074271,,,,,
2025-10-15,354.47,359.4,347.5,351.33,350.66,23918539,23918539,-3.14,-0.88583,353.175,"October 15, 25",-0.0088583,,,,,
2025-10-14,350.13,350.67,339.65,344.13,343.47,22078000,22078000,-6,-1.71,346.145,"October 14, 25",-0.0171,,,,,
2025-10-13,352.77,359.38,343.52,356.7,356.02,45984300,45984300,3.93,1.11,353.0925,"October 13, 25",0.0111,,,,,
2025-10-10,345.39,350.6,324.05,324.63,324.01,28941011,28941011,-20.76,-6.01,336.1675,"October 10, 25",-0.0601,,,,,
2025-10-09,345.75,347.31,340.4,345.02,344.36,17643744,17643744,-0.73,-0.21114,344.62,"October 09, 25",-0.0021114,,,,,
2025-10-08,333.82,346.54,332.62,345.5,344.84,21478344,21478344,11.68,3.5,339.62,"October 08, 25",0.035,,,,,
2025-10-07,337.03,338.11,326.58,336.41,335.77,18086705,18086705,-0.615,-0.18396,334.5325,"October 07, 25",-0.0018396,,,,,
2025-10-06,335.92,344.13,334.56,335.49,334.85,18465729,18465729,-0.43,-0.12801,337.525,"October 06, 25",-0.0012801,,,,,
2025-10-03,341.5,344.4,335.74,338.37,337.72,14749100,14749100,-3.13,-0.91654,340.0025,"October 03, 25",-0.0091654,,,,,
2025-10-02,347.61,347.61,335.25,338.18,337.53,19917622,19917622,-9.43,-2.71,342.1625,"October 02, 25",-0.0271,,,,,
2025-10-01,328.15,337.95,324.5,333.39,332.75,21122700,21122700,5.25,1.6,330.9975,"October 01, 25",0.016,,,,,
2025-09-30,330.12,331.05,324.61,329.91,329.28,20109500,20109500,-0.21,-0.06361323,328.9225,"September 30, 25",-0.0006361323,,,,,
2025-09-29,336,341.05,327.55,327.9,327.27,21336001,21336001,-8.1,-2.41,333.125,"September 29, 25",-0.0241,,,,,
2025-09-26,337.43,339.08,330.58,334.53,333.89,15464700,15464700,-2.9,-0.85944,335.405,"September 26, 25",-0.0085944,,,,,
2025-09-25,332.99,338.06,327.3,336.1,335.46,21678200,21678200,3.11,0.93396,333.6125,"September 25, 25",0.0093396,,,,,
2025-09-24,339.76,340.08,333.81,339.31,338.66,19677304,19677304,-0.445,-0.13245,338.24,"September 24, 25",-0.0013245,,,,,
2025-09-23,340.24,345.22,337.02,338.94,338.29,21944100,21944100,-1.3,-0.38208,340.355,"September 23, 25",-0.0038208,,,,,
2025-09-22,342.43,346.67,337.94,338.79,338.14,28660030,28660030,-3.63,-1.06,341.4575,"September 22, 25",-0.0106,0.59,0.59,2025-09-30,2025-09-03,2025-09-22
2025-09-19,344.65,346.27,336.43,344.94,343.69,41240100,41240100,0.29,0.08414333,343.0725,"September 19, 25",0.0008414333,,,,,
2025-09-18,350,350.7,343.79,345.35,344.1,24663900,24663900,-4.65,-1.33,347.46,"September 18, 25",-0.0133,,,,,
2025-09-17,358.85,359.93,341.5,346.17,344.92,45197133,45197133,-12.68,-3.53,351.6125,"September 17, 25",-0.0353,,,,,
2025-09-16,365.43,365.69,356.99,360,358.7,21306508,21306508,-5.43,-1.49,362.0275,"September 16, 25",-0.0149,,,,,
2025-09-15,359.87,365.5,356.34,364.09,362.77,21792200,21792200,4.22,1.17,361.45,"September 15, 25",0.0117,,,,,
2025-09-12,362.91,364.39,357.16,359.87,358.57,31949800,31949800,-3.04,-0.83767,361.0825,"September 12, 25",-0.0083767,,,,,
2025-09-11,371.18,374.23,358.76,359.63,358.33,29430947,29430947,-11.55,-3.11,365.95,"September 11, 25",-0.0311,,,,,
2025-09-10,351.52,372.97,350.55,369.57,368.23,51086826,51086826,18.05,5.13,361.1525,"September 10, 25",0.0513,,,,,
2025-09-09,349.55,350.98,335.83,336.67,335.45,26972315,26972315,-12.87,-3.68,343.2575,"September 09, 25",-0.0368,,,,,
2025-09-08,342.75,354.17,341.25,345.65,344.4,43535639,43535639,2.9,0.8461,345.955,"September 08, 25",0.008461,,,,,
2025-09-05,355.78,356.34,331.42,334.89,333.68,78401600,78401600,-20.89,-5.87,344.6075,"September 05, 25",-0.0587,,,,,
2025-09-04,305.06,308.78,302.25,306.1,304.99,31220803,31220803,1.04,0.34092,305.5475,"September 04, 25",0.0034092,,,,,
2025-09-03,302.29,304.45,296.4,302.39,301.3,18529400,18529400,0.1,0.03308082,301.3825,"September 03, 25",0.0003308082,,,,,
2025-09-02,289.34,298.71,287.17,298.24,297.16,19693016,19693016,8.9,3.08,293.365,"September 02, 25",0.0308,,,,,
2025-08-29,307.01,307.01,293.66,297.39,296.31,21610700,21610700,-9.62,-3.13,301.2675,"August 29, 25",-0.0313,,,,,
2025-08-28,302.93,311,302.33,308.65,307.53,18907100,18907100,5.72,1.89,306.2275,"August 28, 25",0.0189,,,,,
2025-08-27,297.53,301.18,293.78,300.25,299.16,13830302,13830302,2.72,0.91419,298.185,"August 27, 25",0.0091419,,,,,
2025-08-26,294.35,300.25,293.99,298.01,296.93,25689111,25689111,3.66,1.24,296.65,"August 26, 25",0.0124,,,,,
2025-08-25,292.81,298.4,291.71,294.23,293.16,15124746,15124746,1.42,0.48496,294.2875,"August 25, 25",0.0048496,,,,,
2025-08-22,291.75,300.09,289.01,294,292.94,16301330,16301330,2.25,0.77121,293.7125,"August 22, 25",0.0077121,,,,,
2025-08-21,290.06,292.39,286.17,289.6,288.55,14946309,14946309,-0.46,-0.15859,289.555,"August 21, 25",-0.0015859,,,,,
2025-08-20,295.46,295.49,281.87,291.17,290.12,23600512,23600512,-4.29,-1.45,290.9975,"August 20, 25",-0.0145,,,,,
2025-08-19,302.42,302.9,292.39,294.91,293.84,20149600,20149600,-7.5,-2.48,298.155,"August 19, 25",-0.0248,,,,,
2025-08-18,302.7,306.17,299,305.76,304.65,14724700,14724700,3.06,1.01,303.4075,"August 18, 25",0.0101,,,,,
2025-08-15,311.03,311.5,299.76,306.34,305.23,22806938,22806938,-4.69,-1.51,307.1575,"August 15, 25",-0.0151,,,,,
2025-08-14,307.01,314.17,307,311.23,310.1,15717631,15717631,4.22,1.37,309.8525,"August 14, 25",0.0137,,,,,
2025-08-13,316.75,317.35,304.75,309.09,307.97,17371200,17371200,-7.66,-2.42,311.985,"August 13, 25",-0.0242,,,,,
2025-08-12,306.63,313.44,304.67,312.83,311.7,17624009,17624009,6.2,2.02,309.3925,"August 12, 25",0.0202,,,,,
2025-08-11,305.05,308.31,301.29,303.9,302.8,12396400,12396400,-1.15,-0.37699,304.6375,"August 11, 25",-0.0037699,,,,,
2025-08-08,304.05,307.87,302.55,304.97,303.87,12458746,12458746,0.92,0.30258,304.86,"August 08, 25",0.0030258,,,,,
2025-08-07,306.17,310.34,299.88,303.76,302.66,16319444,16319444,-2.41,-0.78714,305.0375,"August 07, 25",-0.0078714,,,,,
2025-08-06,292.9,302.81,291.9,301.67,300.58,17392100,17392100,8.77,2.99,297.32,"August 06, 25",0.0299,,,,,
2025-08-05,297.81,301.2,291.45,292.93,291.87,18477500,18477500,-4.88,-1.64,295.8475,"August 05, 25",-0.0164,,,,,
2025-08-04,292.2,298.48,291.4,297.72,296.64,17164629,17164629,5.52,1.89,294.95,"August 04, 25",0.0189,,,,,
2025-08-01,286.54,292.64,281.61,288.64,287.6,21428128,21428128,2.1,0.73288,287.3575,"August 01, 25",0.0073288,,,,,
2025-07-31,302.8,306.95,290.23,293.7,292.64,25488500,25488500,-9.1,-3.01,298.42,"July 31, 25",-0.0301,,,,,
2025-07-30,297.15,303.26,295.8,302.62,301.52,16738929,16738929,5.47,1.84,299.7075,"July 30, 25",0.0184,,,,,
2025-07-29,297.5,302.19,294.87,297.42,296.34,19210800,19210800,-0.08,-0.02689076,297.995,"July 29, 25",-0.0002689076,,,,,
2025-07-28,292.46,295.45,290.59,294.3,293.23,13683400,13683400,1.84,0.62915,293.2,"July 28, 25",0.0062915,,,,,
2025-07-25,288.07,292.59,287.27,290.18,289.13,12476248,12476248,2.11,0.73246,289.5275,"July 25, 25",0.0073246,,,,,
2025-07-24,289.79,291.2,283.5,288.71,287.66,16413800,16413800,-1.08,-0.37268,288.3,"July 24, 25",-0.0037268,,,,,
2025-07-23,276.78,284,273,283.69,282.66,20556237,20556237,6.91,2.5,279.3675,"July 23, 25",0.025,,,,,
2025-07-22,287.65,288,276.43,278.59,277.58,16564831,16564831,-9.06,-3.15,282.6675,"July 22, 25",-0.0315,,,,,
2025-07-21,283.96,290.54,283.63,288.21,287.17,17726804,17726804,4.25,1.5,286.585,"July 21, 25",0.015,,,,,
2025-07-18,287.11,287.53,281,283.34,282.31,15012409,15012409,-3.77,-1.31,284.745,"July 18, 25",-0.0131,,,,,
2025-07-17,281.14,288.28,279.91,286.45,285.41,17231100,17231100,5.31,1.89,283.945,"July 17, 25",0.0189,,,,,
2025-07-16,280.11,281.51,275.67,280.81,279.79,15031022,15031022,0.705,0.2499,279.525,"July 16, 25",0.002499,,,,,
2025-07-15,279.81,283.36,277.85,280.94,279.92,17918400,17918400,1.13,0.40385,280.49,"July 15, 25",0.0040385,,,,,
2025-07-14,274.13,278.36,269.58,275.6,274.6,11934236,11934236,1.47,0.53624,274.4175,"July 14, 25",0.0053624,,,,,
2025-07-11,274.14,276.47,271.89,274.38,273.39,14274700,14274700,0.24,0.08754651,274.22,"July 11, 25",0.0008754651,,,,,
2025-07-10,279.79,281.18,272.7,275.4,274.4,17891600,17891600,-4.39,-1.57,277.2675,"July 10, 25",-0.0157,,,,,
2025-07-09,272.96,279.45,272.72,277.9,276.89,20133002,20133002,4.94,1.81,275.7575,"July 09, 25",0.0181,,,,,
2025-07-08,276.35,276.35,271.15,271.8,270.82,14869407,14869407,-4.55,-1.65,273.9125,"July 08, 25",-0.0165,,,,,
2025-07-07,275.13,277.56,272.66,274.18,273.19,16760617,16760617,-0.95,-0.34529,274.8825,"July 07, 25",-0.0034529,,,,,
2025-07-03,270.73,275.8,270.12,275.18,274.18,10592700,10592700,4.45,1.64,272.9575,"July 03, 25",0.0164,,,,,
2025-07-02,263.99,272,262.73,269.9,268.92,17582100,17582100,5.91,2.24,267.155,"July 02, 25",0.0224,,,,,
2025-07-01,274.4,274.5,262.66,264.74,263.78,28847626,28847626,-9.66,-3.52,269.075,"July 01, 25",-0.0352,,,,,
2025-06-30,274.73,277.71,272.13,275.65,274.65,24708432,24708432,0.92,0.33487,275.055,"June 30, 25",0.0033487,,,,,
2025-06-27,270.3,271.85,266.88,269.35,268.37,27477600,27477600,-0.95,-0.35146,269.595,"June 27, 25",-0.0035146,,,,,
2025-06-26,265.08,271.67,264.13,270.17,269.19,23569600,23569600,5.1,1.92,267.7625,"June 26, 25",0.0192,,,,,
2025-06-25,266,269.87,263.43,264.65,263.69,18894200,18894200,-1.35,-0.50752,265.9875,"June 25, 25",-0.0050752,,,,,
2025-06-24,258.77,265.87,258.77,263.77,262.82,32764900,32764900,5,1.93,261.795,"June 24, 25",0.0193,,,,,
2025-06-23,249.11,254.21,246.46,253.77,252.85,19747034,19747034,4.67,1.87,250.8875,"June 23, 25",0.0187,,,,,
2025-06-20,253.21,253.52,244.17,249.99,249.09,42134900,42134900,-3.22,-1.27,250.2225,"June 20, 25",-0.0127,0.59,0.59,2025-06-30,2025-06-04,2025-06-20
2025-06-18,250.89,255.64,249.41,251.26,249.76,30435500,30435500,0.37,0.14747,251.8,"June 18, 25",0.0014747,,,,,
2025-06-17,250.95,253.96,247.92,249.37,247.88,22014312,22014312,-1.58,-0.62961,250.55,"June 17, 25",-0.0062961,,,,,
2025-06-16,250.35,255.19,249.57,252.1,250.59,20363010,20363010,1.75,0.69902,251.8025,"June 16, 25",0.0069902,,,,,
2025-06-13,250.66,254,248.35,248.7,247.22,19028440,19028440,-1.96,-0.78194,250.4275,"June 13, 25",-0.0078194,,,,,
2025-06-12,250.19,257.89,249.5,256.07,254.54,20410901,20410901,5.88,2.35,253.4125,"June 12, 25",0.0235,,,,,
2025-06-11,246.36,254.77,243.8,252.91,251.4,24599000,24599000,6.56,2.66,249.46,"June 11, 25",0.0266,,,,,
2025-06-10,244.22,246.28,241.4,244.63,243.17,25491300,25491300,0.415,0.16788,244.1325,"June 10, 25",0.0016788,,,,,
2025-06-09,245.05,248.17,241.11,244.28,242.82,25334100,25334100,-0.765,-0.31422,244.6525,"June 09, 25",-0.0031422,,,,,
2025-06-06,251.14,255.32,246.13,246.93,245.46,41146700,41146700,-4.21,-1.68,249.88,"June 06, 25",-0.0168,,,,,
2025-06-05,262.95,264.89,259.06,259.93,258.38,42334079,42334079,-3.02,-1.15,261.7075,"June 05, 25",-0.0115,,,,,
2025-06-04,258.06,265.43,257.59,261.08,259.52,31536047,31536047,3.02,1.17,260.54,"June 04, 25",0.0117,,,,,
2025-06-03,250.08,257.88,249.4,256.85,255.32,30380248,30380248,6.78,2.71,253.5525,"June 03, 25",0.0271,,,,,
2025-06-02,243.25,250,243.19,248.71,247.23,19197009,19197009,5.46,2.24,246.2875,"June 02, 25",0.0224,,,,,
2025-05-30,241.22,243.17,234.9,242.07,240.62,27088600,27088600,0.855,0.35238,240.34,"May 30, 25",0.0035238,,,,,
2025-05-29,245.91,246.07,237.4,241.97,240.53,20768031,20768031,-3.94,-1.6,242.8375,"May 29, 25",-0.016,,,,,
2025-05-28,237.15,240.99,234.43,239.43,238,20443004,20443004,2.28,0.96142,238,"May 28, 25",0.0096142,,,,,
2025-05-27,232.87,236.48,231.13,235.65,234.24,17941700,17941700,2.78,1.19,234.0325,"May 27, 25",0.0119,,,,,
2025-05-23,226.94,230.65,226.18,228.72,227.35,15385632,15385632,1.78,0.78435,228.1225,"May 23, 25",0.0078435,,,,,
2025-05-22,228.34,233.69,227.43,230.53,229.15,14340230,14340230,2.19,0.9591,229.9975,"May 22, 25",0.009591,,,,,
2025-05-21,228.39,236.5,227.83,229.73,228.36,17642941,17642941,1.34,0.58672,230.6125,"May 21, 25",0.0058672,,,,,
2025-05-20,226.49,231.77,226.34,231.68,230.3,11787200,11787200,5.19,2.29,229.07,"May 20, 25",0.0229,,,,,
2025-05-19,221.85,231.25,221.6,230.63,229.25,15355500,15355500,8.78,3.96,226.3325,"May 19, 25",0.0396,,,,,
2025-05-16,232.32,232.64,226.39,228.61,227.25,23094606,23094606,-3.71,-1.6,229.99,"May 16, 25",-0.016,,,,,
2025-05-15,230.16,234.46,228.07,232.64,231.25,18803700,18803700,2.48,1.08,231.3325,"May 15, 25",0.0108,,,,,
2025-05-14,230.23,233.5,228.35,232.12,230.73,19751445,19751445,1.89,0.82092,231.05,"May 14, 25",0.0082092,,,,,
2025-05-13,222,235.28,222,232.42,231.03,28790536,28790536,10.42,4.69,227.925,"May 13, 25",0.0469,,,,,
2025-05-12,219.49,221.8,215.88,221.58,220.26,25437700,25437700,2.09,0.95221,219.6875,"May 12, 25",0.0095221,,,,,
2025-05-09,209.33,209.96,206.52,208.2,206.96,13289200,13289200,-1.13,-0.53982,208.5025,"May 09, 25",-0.0053982,,,,,
2025-05-08,208,211.16,203.69,207.77,206.53,18460929,18460929,-0.23,-0.11058,207.655,"May 08, 25",-0.0011058,,,,,
2025-05-07,199.29,206.23,198.43,204.81,203.59,20277825,20277825,5.53,2.77,202.19,"May 07, 25",0.0277,,,,,
2025-05-06,196.44,201.91,195.94,200.09,198.9,16348806,16348806,3.65,1.86,198.595,"May 06, 25",0.0186,,,,,
2025-05-05,200.25,203.23,200,200.72,199.52,14025425,14025425,0.47,0.23471,201.05,"May 05, 25",0.0023471,,,,,
2025-05-02,203.9,205.68,201.08,203.64,202.42,17766800,17766800,-0.26,-0.12751,203.575,"May 02, 25",-0.0012751,,,,,
2025-05-01,198.14,201.4,196.24,197.33,196.15,24939700,24939700,-0.81,-0.4088,198.2775,"May 01, 25",-0.004088,,,,,
2025-04-30,185.9,193.2,184.02,192.47,191.32,22768900,22768900,6.57,3.53,188.8975,"April 30, 25",0.0353,,,,,
2025-04-29,191.72,193.25,190.1,191.17,190.03,14630015,14630015,-0.55,-0.28688,191.56,"April 29, 25",-0.0028688,,,,,
2025-04-28,190.53,193.1,187.68,192.47,191.32,16385846,16385846,1.94,1.02,190.945,"April 28, 25",0.0102,,,,,
2025-04-25,186.92,193.37,186.89,192.31,191.16,21242342,21242342,5.39,2.88,189.8725,"April 25, 25",0.0288,,,,,
2025-04-24,179.69,188.57,178.3,188.15,187.03,27576900,27576900,8.46,4.71,183.6775,"April 24, 25",0.0471,,,,,
2025-04-23,177.78,180.45,175.82,176.91,175.85,24380500,24380500,-0.87,-0.48937,177.74,"April 23, 25",-0.0048937,,,,,
2025-04-22,167.43,170.52,165.22,169.58,168.57,18504900,18504900,2.15,1.28,168.1875,"April 22, 25",0.0128,,,,,
2025-04-21,166.99,168,161.61,166.21,165.22,23469800,23469800,-0.78,-0.46709,165.7025,"April 21, 25",-0.0046709,,,,,
2025-04-17,176.25,176.25,169.92,170.99,169.97,22501800,22501800,-5.26,-2.98,173.3525,"April 17, 25",-0.0298,,,,,
2025-04-16,170.43,176.08,166.92,174.61,173.57,34638639,34638639,4.18,2.45,172.01,"April 16, 25",0.0245,,,,,
2025-04-15,179.73,182.26,178.08,178.95,177.88,17242400,17242400,-0.775,-0.43398,179.755,"April 15, 25",-0.0043398,,,,,
2025-04-14,185.08,186,175.82,178.36,177.3,25748301,25748301,-6.71,-3.63,181.315,"April 14, 25",-0.0363,,,,,
2025-04-11,173.62,182.66,173.31,181.94,180.85,33964143,33964143,8.32,4.79,177.8825,"April 11, 25",0.0479,,,,,
2025-04-10,175.3,176.95,166.4,172.3,171.27,51212217,51212217,-3,-1.71,172.7375,"April 10, 25",-0.0171,,,,,
2025-04-09,160.5,187.33,157.51,185.15,184.04,72708307,72708307,24.65,15.36,172.6225,"April 09, 25",0.1536,,,,,
2025-04-08,167.62,169.78,153.09,156.03,155.1,58888228,58888228,-11.59,-6.91,161.63,"April 08, 25",-0.0691,,,,,
2025-04-07,144.49,160.43,138.1,154.14,153.22,68503505,68503505,9.65,6.68,149.29,"April 07, 25",0.0668,,,,,
2025-04-04,148.17,152.8,139.17,146.29,145.42,72302229,72302229,-1.88,-1.27,146.6075,"April 04, 25",-0.0127,,,,,
2025-04-03,160.54,163.43,153.7,154.01,153.09,44354900,44354900,-6.53,-4.07,157.92,"April 03, 25",-0.0407,,,,,
2025-04-02,166.08,173.43,165.5,172.09,171.06,19523700,19523700,6.01,3.62,169.275,"April 02, 25",0.0362,,,,,
2025-04-01,166.37,168.71,163.42,168.52,167.51,20472443,20472443,2.15,1.29,166.755,"April 01, 25",0.0129,,,,,
2025-03-31,164.49,167.94,160.62,167.43,166.43,35656449,35656449,2.94,1.79,165.12,"March 31, 25",0.0179,,,,,
2025-03-28,171.93,173.3,166.47,169.12,168.11,30391500,30391500,-2.81,-1.63,170.205,"March 28, 25",-0.0163,,,,,
2025-03-27,177.66,178.38,170.46,171.99,170.96,32151700,32151700,-5.66,-3.19,174.6225,"March 27, 25",-0.0319,,,,,
2025-03-26,186.66,188.06,177.58,179.27,178.2,30670536,30670536,-7.39,-3.96,182.8925,"March 26, 25",-0.0396,,,,,
2025-03-25,190.89,191.6,187.68,188.26,187.14,23417300,23417300,-2.62,-1.38,189.6075,"March 25, 25",-0.0138,,,,,
2025-03-24,194.3,196.69,190.67,191.25,190.11,33180300,33180300,-3.04,-1.57,193.2275,"March 24, 25",-0.0157,,,,,
2025-03-21,188.21,192.07,187.37,191.66,190.52,43086517,43086517,3.45,1.83,189.8275,"March 21, 25",0.0183,,,,,
2025-03-20,191.52,193.84,188.94,190.54,189.4,31430022,31430022,-0.98,-0.5117,191.21,"March 20, 25",-0.005117,0.59,0.59,2025-03-31,2025-03-05,2025-03-20
2025-03-19,189.34,198.27,186.9,195.57,193.82,37962700,37962700,6.23,3.29,192.52,"March 19, 25",0.0329,,,,,
2025-03-18,190.44,192.89,186.9,188.67,186.98,24951025,24951025,-1.77,-0.92943,189.725,"March 18, 25",-0.0092943,,,,,
2025-03-17,188.05,196.72,187.5,194.5,192.76,26830624,26830624,6.45,3.43,191.6925,"March 17, 25",0.0343,,,,,
2025-03-14,196.2,197.5,193.2,195.54,193.79,25900939,25900939,-0.66,-0.33639,195.61,"March 14, 25",-0.0033639,,,,,
