date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,adjDividend,paymentDate,declarationDate,recordDate
2025-03-13,193.15,196.32,189.47,191.36,189.65,27236137,27236137,-1.79,-0.92674,192.575,"March 13, 25",-0.0092674,,,,,
2025-03-12,196.22,199.98,192.45,194.23,192.49,30409728,30409728,-1.99,-1.01,195.72,"March 12, 25",-0.0101,,,,,
2025-03-11,188.05,195.62,185.35,190.09,188.39,42153248,42153248,2.04,1.08,189.7775,"March 11, 25",0.0108,,,,,
2025-03-10,189.6,191.98,180.43,184.45,182.8,44217115,44217115,-5.15,-2.72,186.615,"March 10, 25",-0.0272,,,,,
2025-03-07,187.73,195.48,181.56,194.96,193.22,74528900,74528900,7.23,3.85,189.9325,"March 07, 25",0.0385,,,,,
2025-03-06,181.04,186.83,177.61,179.45,177.84,56864100,56864100,-1.59,-0.87826,181.2325,"March 06, 25",-0.0087826,,,,,
2025-03-05,191.86,194.08,187.1,191.58,189.87,25644540,25644540,-0.28,-0.14594,191.155,"March 05, 25",-0.0014594,,,,,
2025-03-04,189.22,193.95,180.48,187.48,185.8,37910500,37910500,-1.74,-0.91956,187.7825,"March 04, 25",-0.0091956,,,,,
2025-03-03,204,204.06,184.53,187.37,185.69,37435603,37435603,-16.63,-8.15,194.99,"March 03, 25",-0.0815,,,,,
2025-02-28,195.76,201.19,193.15,199.43,197.65,39747248,39747248,3.67,1.87,197.3825,"February 28, 25",0.0187,,,,,
2025-02-27,217.28,219.25,197.4,197.8,196.03,27572900,27572900,-19.48,-8.97,207.9325,"February 27, 25",-0.0897,,,,,
2025-02-26,206.91,213.54,206,212.94,211.03,21368302,21368302,6.03,2.91,209.8475,"February 26, 25",0.0291,,,,,
2025-02-25,207,208.64,200.92,202.54,200.73,33100814,33100814,-4.46,-2.15,204.775,"February 25, 25",-0.0215,,,,,
2025-02-24,218.6,219.48,207.54,207.93,206.07,33050425,33050425,-10.67,-4.88,213.3875,"February 24, 25",-0.0488,,,,,
2025-02-21,225.65,227.75,215.63,218.66,216.7,24883600,24883600,-6.99,-3.1,221.9225,"February 21, 25",-0.031,,,,,
2025-02-20,228.65,228.98,222.75,226.74,224.71,16104000,16104000,-1.91,-0.83534,226.78,"February 20, 25",-0.0083534,,,,,
2025-02-19,227.85,229.07,224.4,228.73,226.68,16375500,16375500,0.88,0.38622,227.5125,"February 19, 25",0.0038622,,,,,
2025-02-18,230.1,232.2,224.3,228.53,226.48,26080547,26080547,-1.57,-0.68231,228.7825,"February 18, 25",-0.0068231,,,,,
2025-02-14,234.53,235.74,228.9,233.04,230.95,16988800,16988800,-1.49,-0.63531,233.0525,"February 14, 25",-0.0063531,,,,,
2025-02-13,236.06,236.95,230.73,235.8,233.69,20962031,20962031,-0.26,-0.11014,234.885,"February 13, 25",-0.0011014,,,,,
2025-02-12,230.36,236.48,230,236.35,234.23,16397336,16397336,6,2.6,233.2975,"February 12, 25",0.026,,,,,
2025-02-11,232.48,237.89,229.97,235.04,232.94,18476200,18476200,2.56,1.1,233.845,"February 11, 25",0.011,,,,,
2025-02-10,227.43,235.82,227.12,235.04,232.94,23901643,23901643,7.61,3.35,231.3525,"February 10, 25",0.0335,,,,,
2025-02-07,235,235.65,224.11,224.87,222.86,22117500,22117500,-10.13,-4.31,229.9075,"February 07, 25",-0.0431,,,,,
2025-02-06,234.5,234.8,228.56,231.36,229.29,21169529,21169529,-3.14,-1.34,232.305,"February 06, 25",-0.0134,,,,,
2025-02-05,233.94,237.93,227.5,232,229.92,29250582,29250582,-1.94,-0.82927,232.8425,"February 05, 25",-0.0082927,,,,,
2025-02-04,219.35,223.03,215.3,222.43,220.44,23768517,23768517,3.08,1.4,220.0275,"February 04, 25",0.014,,,,,
2025-02-03,215.46,220.94,213.51,217.73,215.78,24507300,24507300,2.27,1.05,216.91,"February 03, 25",0.0105,,,,,
2025-01-31,219.66,226.8,216.3,221.27,219.29,41151000,41151000,1.61,0.73295,221.0075,"January 31, 25",0.0073295,,,,,
2025-01-30,218.57,221.96,213.7,215.66,213.73,42449500,42449500,-2.91,-1.33,217.4725,"January 30, 25",-0.0133,,,,,
2025-01-29,208.84,211.45,202.77,206.35,204.5,32533735,32533735,-2.49,-1.19,207.3525,"January 29, 25",-0.0119,,,,,
2025-01-28,208.01,209.95,198.89,207.36,205.5,50316000,50316000,-0.65,-0.31248,206.0525,"January 28, 25",-0.0031248,,,,,
2025-01-27,213.4,218.43,196.23,202.13,200.32,90569400,90569400,-11.27,-5.28,207.5475,"January 27, 25",-0.0528,,,,,
2025-01-24,244.7,249.59,241.91,244.7,242.51,25387825,25387825,0,0,245.225,"January 24, 25",0,,,,,
2025-01-23,238.41,240.4,236.12,240.28,238.13,17653942,17653942,1.87,0.78436,238.8025,"January 23, 25",0.0078436,,,,,
2025-01-22,246.75,246.99,240.69,240.91,238.75,29610501,29610501,-5.84,-2.37,243.835,"January 22, 25",-0.0237,,,,,
2025-01-21,241.5,242.75,237.4,240.31,238.16,30903200,30903200,-1.19,-0.49275,240.49,"January 21, 25",-0.0049275,,,,,
2025-01-17,237.08,238.1,232.66,237.44,235.31,31196642,31196642,0.36,0.15185,236.32,"January 17, 25",0.0015185,,,,,
2025-01-16,235.22,238.6,229.21,229.41,227.36,23471900,23471900,-5.81,-2.47,233.11,"January 16, 25",-0.0247,,,,,
2025-01-15,228.55,230.34,225.58,228,225.96,21745616,21745616,-0.55,-0.24065,228.1175,"January 15, 25",-0.0024065,,,,,
2025-01-14,226.57,230.26,223.1,224.7,222.69,18143124,18143124,-1.87,-0.82535,226.1575,"January 14, 25",-0.0082535,,,,,
2025-01-13,219.99,229.26,219.51,225.29,223.27,23772100,23772100,5.3,2.41,223.5125,"January 13, 25",0.0241,,,,,
2025-01-10,227.3,227.83,221.25,224.31,222.3,23864005,23864005,-2.99,-1.32,225.1725,"January 10, 25",-0.0132,,,,,
2025-01-08,229.7,232.47,226.06,229.31,227.26,18756500,18756500,-0.39,-0.16979,229.385,"January 08, 25",-0.0016979,,,,,
2025-01-07,239.5,239.5,227.6,228.64,226.59,25928606,25928606,-10.86,-4.53,233.81,"January 07, 25",-0.0453,,,,,
2025-01-06,236.5,241.75,233.3,236.41,234.29,34028400,34028400,-0.09,-0.03805497,236.99,"January 06, 25",-0.0003805497,,,,,
2025-01-03,233.59,236.49,229,232.55,230.47,24973200,24973200,-1.04,-0.44522,232.9075,"January 03, 25",-0.0044522,,,,,
2025-01-02,236.16,239.5,230.24,231.98,229.9,31525830,31525830,-4.18,-1.77,234.47,"January 02, 25",-0.0177,,,,,
2024-12-31,235.88,237.46,231.31,231.84,229.77,17927719,17927719,-4.04,-1.71,234.1225,"December 31, 24",-0.0171,,,,,
2024-12-30,234.7,238.77,231.62,235.58,233.47,27316800,27316800,0.885,0.37495,235.1675,"December 30, 24",0.0037495,,,,,
2024-12-27,245.64,245.78,236.35,241.75,239.59,29282230,29282230,-3.89,-1.58,242.38,"December 27, 24",-0.0158,,,,,
2024-12-26,240,247.28,237.6,245.36,243.16,28537540,28537540,5.36,2.23,242.56,"December 26, 24",0.0223,,,,,
2024-12-24,240.12,240.23,234.8,239.68,237.53,22827200,22827200,-0.435,-0.18324,238.7075,"December 24, 24",-0.0018324,,,,,
2024-12-23,226.69,233.4,225.13,232.35,230.27,40643800,40643800,5.66,2.5,229.3925,"December 23, 24",0.025,0.59,0.59,2024-12-31,2024-12-12,2024-12-23
2024-12-20,220.36,230.29,218.91,220.79,218.23,131910400,131910400,0.43,0.19514,222.5875,"December 20, 24",0.0019514,,,,,
2024-12-19,227.91,228.05,217.58,218.32,215.79,40845200,40845200,-9.59,-4.21,222.965,"December 19, 24",-0.0421,,,,,
2024-12-18,239.41,239.85,219.22,223.62,221.03,53960103,53960103,-15.79,-6.6,230.525,"December 18, 24",-0.066,,,,,
2024-12-17,240.65,242.47,233.8,240.23,237.45,70382134,70382134,-0.42,-0.17453,239.2875,"December 17, 24",-0.0017453,,,,,
2024-12-16,231.79,251.88,230.81,250,247.1,111623200,111623200,18.21,7.86,241.12,"December 16, 24",0.0786,,,,,
2024-12-13,213.9,228.7,211.11,224.8,222.19,121336628,121336628,10.9,5.1,219.6275,"December 13, 24",0.051,,,,,
2024-12-12,180.93,182,175.99,180.66,178.57,46967200,46967200,-0.27,-0.14923,179.895,"December 12, 24",-0.0014923,,,,,
2024-12-11,180.01,184.87,176.43,183.2,181.08,41295200,41295200,3.19,1.77,181.1275,"December 11, 24",0.0177,,,,,
2024-12-10,177.81,178.5,169.73,171.81,169.82,27762632,27762632,-6,-3.37,174.4625,"December 10, 24",-0.0337,,,,,
2024-12-09,178.95,180.79,176.02,178.94,176.87,20886305,20886305,-0.01,-0.00558815,178.675,"December 09, 24",-5.58815e-05,,,,,
2024-12-06,170.1,180.68,169.33,179.53,177.45,27830828,27830828,9.43,5.54,174.91,"December 06, 24",0.0554,,,,,
2024-12-05,170.75,172.4,169.2,170.47,168.49,18490000,18490000,-0.28,-0.16398,170.705,"December 05, 24",-0.0016398,,,,,
2024-12-04,173.44,175.39,168.56,170.56,168.58,32748246,32748246,-2.88,-1.66,171.9875,"December 04, 24",-0.0166,,,,,
2024-12-03,164.48,168.27,164.03,168.15,166.2,17024434,17024434,3.67,2.23,166.2325,"December 03, 24",0.0223,,,,,
2024-12-02,162.95,168.38,162.75,166.51,164.58,21472442,21472442,3.56,2.18,165.1475,"December 02, 24",0.0218,,,,,
2024-11-29,159.57,162.69,159.08,162.08,160.2,11024005,11024005,2.51,1.57,160.855,"November 29, 24",0.0157,,,,,
2024-11-27,163.2,163.2,157.54,159.67,157.82,19722723,19722723,-3.53,-2.16,160.9025,"November 27, 24",-0.0216,,,,,
2024-11-26,164.6,166.37,162.69,164.74,162.83,16308800,16308800,0.14,0.08505468,164.6,"November 26, 24",0.0008505468,,,,,
2024-11-25,165.4,167.23,162.89,164.82,162.91,26850600,26850600,-0.575,-0.35067,165.085,"November 25, 24",-0.0035067,,,,,
2024-11-22,164.3,164.91,162.4,164.23,162.33,17332500,17332500,-0.07,-0.04260499,163.96,"November 22, 24",-0.0004260499,,,,,
2024-11-21,166.25,166.34,160.6,163.94,162.04,24835300,24835300,-2.31,-1.39,164.2825,"November 21, 24",-0.0139,,,,,
2024-11-20,165.54,165.54,160.86,163.25,161.36,17196728,17196728,-2.29,-1.38,163.7975,"November 20, 24",-0.0138,,,,,
2024-11-19,166.66,166.8,164.31,165.35,163.43,18003401,18003401,-1.31,-0.78603,165.78,"November 19, 24",-0.0078603,,,,,
2024-11-18,165.66,166.35,162.22,165.67,163.75,17870329,17870329,0.01,0.00603646,164.975,"November 18, 24",6.03646e-05,,,,,
2024-11-15,168.47,169.14,163.43,164.84,162.93,20836200,20836200,-3.63,-2.15,166.47,"November 15, 24",-0.0215,,,,,
2024-11-14,174.77,175.57,169.87,170.38,168.41,20638900,20638900,-4.39,-2.51,172.6475,"November 14, 24",-0.0251,,,,,
2024-11-13,174.71,175.59,172.6,173.58,171.57,17472513,17472513,-1.12,-0.64679,174.12,"November 13, 24",-0.0064679,,,,,
2024-11-12,178.9,179.56,173.2,176.22,174.18,15862000,15862000,-2.68,-1.5,176.97,"November 12, 24",-0.015,,,,,
2024-11-11,183.4,183.63,176.82,178.91,176.84,17036700,17036700,-4.49,-2.45,180.69,"November 11, 24",-0.0245,,,,,
2024-11-08,182.99,185.05,181.83,183.64,181.51,13503200,13503200,0.65,0.35521,183.3775,"November 08, 24",0.0035521,,,,,
2024-11-07,181.99,184.87,181.79,183.81,181.68,18970600,18970600,1.82,1,183.115,"November 07, 24",0.01,,,,,
2024-11-06,179.63,180.21,175.96,179.55,177.47,24300800,24300800,-0.08,-0.04453599,178.8375,"November 06, 24",-0.0004453599,,,,,
2024-11-05,170.05,174.4,170.05,173.9,171.88,13441800,13441800,3.85,2.26,172.1,"November 05, 24",0.0226,,,,,
2024-11-04,169.28,172.45,168.42,168.55,166.6,13621310,13621310,-0.73,-0.43124,169.675,"November 04, 24",-0.0043124,,,,,
2024-11-01,168.26,171.33,167.5,168.92,166.96,17847038,17847038,0.66,0.39225,169.0025,"November 01, 24",0.0039225,,,,,
2024-10-31,174.45,174.45,167.38,169.77,167.8,26086600,26086600,-4.68,-2.68,171.5125,"October 31, 24",-0.0268,,,,,
2024-10-30,177.47,179.19,175.62,176.64,174.59,17911500,17911500,-0.83,-0.46768,177.23,"October 30, 24",-0.0046768,,,,,
2024-10-29,172.44,180.23,171.21,179.24,177.16,23702344,23702344,6.81,3.94,175.78,"October 29, 24",0.0394,,,,,
2024-10-28,173,173.97,171.35,172.02,170.03,13195829,13195829,-0.98,-0.56647,172.585,"October 28, 24",-0.0056647,,,,,
2024-10-25,174.19,176.8,172.72,173,170.99,19977700,19977700,-1.19,-0.68316,174.1775,"October 25, 24",-0.0068316,,,,,
2024-10-24,174.26,174.3,169.5,171.35,169.36,20485200,20485200,-2.91,-1.67,172.3525,"October 24, 24",-0.0167,,,,,
2024-10-23,177.59,178.98,172.57,173.51,171.5,19513713,19513713,-4.08,-2.3,175.6625,"October 23, 24",-0.023,,,,,
2024-10-22,178.66,180.69,177.41,179.38,177.3,12062648,12062648,0.72,0.403,179.035,"October 22, 24",0.00403,,,,,
2024-10-21,179.38,181.72,178.25,179.99,177.9,13695149,13695149,0.61,0.34006,179.835,"October 21, 24",0.0034006,,,,,
2024-10-18,182.32,182.71,178.68,179.89,177.81,17835247,17835247,-2.43,-1.33,180.9,"October 18, 24",-0.0133,,,,,
2024-10-17,181.37,185.51,180.69,181.53,179.43,25232427,25232427,0.16,0.08821746,182.275,"October 17, 24",0.0008821746,,,,,
2024-10-16,178.51,179.25,175.33,176.82,174.77,15285100,15285100,-1.69,-0.94673,177.4775,"October 16, 24",-0.0094673,,,,,
2024-10-15,180.79,181.7,173.37,175.98,173.94,27657529,27657529,-4.81,-2.66,177.96,"October 15, 24",-0.0266,,,,,
2024-10-14,183.3,184.95,180.13,182.31,180.2,17195824,17195824,-0.99,-0.5401,182.6725,"October 14, 24",-0.005401,,,,,
2024-10-11,181.14,182.59,177.4,181.48,179.38,23070023,23070023,0.34,0.1877,180.6525,"October 11, 24",0.001877,,,,,
2024-10-10,183.56,186.31,182.53,185.69,183.54,16318000,16318000,2.13,1.16,184.5225,"October 10, 24",0.0116,,,,,
2024-10-09,179.24,186.42,176.42,185.95,183.79,25504100,25504100,6.71,3.74,182.0075,"October 09, 24",0.0374,,,,,
2024-10-08,175.42,181.6,174.89,180.73,178.64,20774200,20774200,5.31,3.03,178.16,"October 08, 24",0.0303,,,,,
2024-10-07,174.82,178.31,173.86,175.08,173.05,15588333,15588333,0.26,0.14872,175.5175,"October 07, 24",0.0014872,,,,,
2024-10-04,176.3,176.9,172.6,176.64,174.59,17941387,17941387,0.34,0.19285,175.61,"October 04, 24",0.0019285,,,,,
2024-10-03,169.62,174.94,169.19,171.89,169.9,13072300,13072300,2.27,1.34,171.41,"October 03, 24",0.0134,,,,,
2024-10-02,167.55,172.84,167.02,170.66,168.68,14317834,14317834,3.11,1.86,169.5175,"October 02, 24",0.0186,,,,,
2024-10-01,172.16,172.25,165.8,167.47,165.53,23770416,23770416,-4.69,-2.72,169.42,"October 01, 24",-0.0272,,,,,
2024-09-30,171.87,172.92,169.63,172.5,170.5,16902000,16902000,0.63,0.36656,171.73,"September 30, 24",0.0036656,,,,,
2024-09-27,178.17,178.47,171.76,172.69,170.69,20580905,20580905,-5.48,-3.08,175.2725,"September 27, 24",-0.0308,,,,,
2024-09-26,178.5,180.25,175,178.09,176.03,24340000,24340000,-0.41,-0.22969,177.96,"September 26, 24",-0.0022969,,,,,
2024-09-25,174.65,177.14,173.76,175.52,173.49,16613800,16613800,0.87,0.49814,175.2675,"September 25, 24",0.0049814,,,,,
2024-09-24,172.81,175.99,171.68,174.84,172.81,34223405,34223405,2.03,1.17,173.83,"September 24, 24",0.0117,,,,,
2024-09-23,172,173.32,168.35,172.94,170.94,29431112,29431112,0.94,0.54651,171.6525,"September 23, 24",0.0054651,,,,,
2024-09-20,167.18,172.02,166.47,171.1,169.12,91758507,91758507,3.92,2.34,169.1925,"September 20, 24",0.0234,,,,,
2024-09-19,167.68,170,165.66,167.42,165.48,32453100,32453100,-0.26,-0.15506,167.69,"September 19, 24",-0.0015506,0.53,0.53,2024-09-30,2024-09-05,2024-09-19
2024-09-18,163.77,167.47,161.36,161.67,159.27,26557600,26557600,-2.1,-1.28,163.5675,"September 18, 24",-0.0128,,,,,
2024-09-17,165.49,166.02,160.7,162.47,160.06,19844343,19844343,-3.02,-1.82,163.67,"September 17, 24",-0.0182,,,,,
2024-09-16,165.19,165.5,160.41,164.02,161.58,26126934,26126934,-1.17,-0.70828,163.78,"September 16, 24",-0.0070828,,,,,
2024-09-13,166.74,168.08,164.04,167.69,165.2,29850048,29850048,0.955,0.56975,166.6375,"September 13, 24",0.0056975,,,,,
2024-09-12,158.1,166.32,156.83,164.56,162.12,43581917,43581917,6.46,4.09,161.4525,"September 12, 24",0.0409,,,,,
2024-09-11,148.39,158.87,145.04,158.27,155.92,39700800,39700800,9.88,6.66,152.6425,"September 11, 24",0.0666,,,,,
2024-09-10,141.22,149.86,141.04,148.21,146.01,36067500,36067500,6.99,4.95,145.0825,"September 10, 24",0.0495,,,,,
2024-09-09,139.11,141.59,134.9,140.82,138.73,39516700,39516700,1.71,1.23,139.105,"September 09, 24",0.0123,,,,,
2024-09-06,143.25,143.5,136.6,137,134.97,76634630,76634630,-6.25,-4.36,140.0875,"September 06, 24",-0.0436,,,,,
2024-09-05,150.57,156.36,150.11,152.82,150.55,31548537,31548537,2.25,1.49,152.465,"September 05, 24",0.0149,,,,,
2024-09-04,150.3,157.79,149.15,154.12,151.83,20324100,20324100,3.82,2.54,152.84,"September 04, 24",0.0254,,,,,
2024-09-03,160.38,160.74,151.38,152.79,150.52,37179100,37179100,-7.59,-4.73,156.3225,"September 03, 24",-0.0473,,,,,
2024-08-30,161.12,163.24,158.71,162.82,160.4,25158510,25158510,1.7,1.06,161.4725,"August 30, 24",0.0106,,,,,
2024-08-29,158.49,163.2,155.41,156.93,154.6,23519300,23519300,-1.56,-0.98429,158.5075,"August 29, 24",-0.0098429,,,,,
2024-08-28,160.08,162.28,156.25,158.18,155.83,18063622,18063622,-1.9,-1.19,159.1975,"August 28, 24",-0.0119,,,,,
2024-08-27,157.6,162.03,155.83,161.39,158.99,16683106,16683106,3.79,2.4,159.2125,"August 27, 24",0.024,,,,,
2024-08-26,164.96,165.7,158.66,159.62,157.25,18521200,18521200,-5.34,-3.24,162.235,"August 26, 24",-0.0324,,,,,
2024-08-23,165.03,168.28,163.46,166.36,163.89,18848022,18848022,1.34,0.80591,165.7825,"August 23, 24",0.0080591,,,,,
2024-08-22,170.84,172.42,161.49,162.34,159.93,30044532,30044532,-8.5,-4.98,166.7725,"August 22, 24",-0.0498,,,,,
2024-08-21,165.12,166.47,162.88,165.78,163.32,16097700,16097700,0.66,0.39971,165.0625,"August 21, 24",0.0039971,,,,,
2024-08-20,167.05,168.37,164.15,165.95,163.49,19417500,19417500,-1.1,-0.65849,166.38,"August 20, 24",-0.0065849,,,,,
2024-08-19,164.86,167.83,160.42,167.71,165.22,20441700,20441700,2.85,1.73,165.205,"August 19, 24",0.0173,,,,,
2024-08-16,164.47,166.09,162.68,165.72,163.26,19296900,19296900,1.25,0.76002,164.74,"August 16, 24",0.0076002,,,,,
2024-08-15,161.2,166.67,160.34,166.13,163.66,27945000,27945000,4.93,3.06,163.585,"August 15, 24",0.0306,,,,,
2024-08-14,158.02,160.25,154.72,157.69,155.35,20184200,20184200,-0.33,-0.20883,157.67,"August 14, 24",-0.0020883,,,,,
2024-08-13,151.55,156.38,149.81,156.16,153.84,22053604,22053604,4.61,3.04,153.475,"August 13, 24",0.0304,,,,,
2024-08-12,148.08,151.13,146.37,148.62,146.41,17778500,17778500,0.54,0.36467,148.55,"August 12, 24",0.0036467,,,,,
2024-08-09,144.2,149.55,144.11,148.26,146.06,18438700,18438700,4.06,2.82,146.53,"August 09, 24",0.0282,,,,,
2024-08-08,141.2,146.27,138.4,145.74,143.58,27583200,27583200,4.54,3.22,142.9025,"August 08, 24",0.0322,,,,,
2024-08-07,148.25,150.1,135.83,136.27,134.25,29749800,29749800,-11.98,-8.08,142.6125,"August 07, 24",-0.0808,,,,,
2024-08-06,141.73,148.91,140.25,143.92,141.78,24751300,24751300,2.19,1.55,143.7025,"August 06, 24",0.0155,,,,,
2024-08-05,129.61,145.42,128.5,142.08,139.97,41309300,41309300,12.47,9.62,136.4025,"August 05, 24",0.0962,,,,,
2024-08-02,141.93,145.35,139.6,143.82,141.68,33745843,33745843,1.89,1.33,142.675,"August 02, 24",0.0133,,,,,
2024-08-01,157.5,158.91,146.17,147.02,144.84,40320000,40320000,-10.48,-6.65,152.4,"August 01, 24",-0.0665,,,,,
2024-07-31,151.47,161.33,151,160.68,158.29,45827511,45827511,9.21,6.08,156.12,"July 31, 24",0.0608,,,,,
2024-07-30,153.28,153.47,143.35,143.52,141.39,31102341,31102341,-9.76,-6.37,148.405,"July 30, 24",-0.0637,,,,,
2024-07-29,152.02,155,149.15,150.22,147.99,16625800,16625800,-1.8,-1.18,151.5975,"July 29, 24",-0.0118,,,,,
2024-07-26,153.5,153.58,149.92,151.63,149.38,20839900,20839900,-1.87,-1.22,152.1575,"July 26, 24",-0.0122,,,,,
2024-07-25,151.26,153.55,145.52,149.26,147.04,30872127,30872127,-2,-1.32,149.8975,"July 25, 24",-0.0132,,,,,
2024-07-24,160.35,161.41,151.1,151.34,149.09,37162620,37162620,-9.01,-5.62,156.05,"July 24, 24",-0.0562,,,,,
2024-07-23,160.4,165.33,159.9,163.77,161.34,21570200,21570200,3.38,2.1,162.35,"July 23, 24",0.021,,,,,
2024-07-22,160.23,162.99,157.9,161.06,158.67,28813334,28813334,0.83,0.51801,160.545,"July 22, 24",0.0051801,,,,,
2024-07-19,161.84,163.95,157.12,157.35,155.01,26309545,26309545,-4.49,-2.77,160.065,"July 19, 24",-0.0277,,,,,
2024-07-18,158.89,161.51,153.9,160.52,158.14,37973500,37973500,1.63,1.03,158.705,"July 18, 24",0.0103,,,,,
2024-07-17,162.31,162.84,155.61,155.98,153.66,43343400,43343400,-6.33,-3.9,159.185,"July 17, 24",-0.039,,,,,
2024-07-16,172.4,172.81,166.4,169.38,166.86,22244943,22244943,-3.03,-1.75,170.2475,"July 16, 24",-0.0175,,,,,
2024-07-15,170,173.51,169.26,171.42,168.87,22999201,22999201,1.42,0.83529,171.0475,"July 15, 24",0.0083529,,,,,
2024-07-12,171.1,172.59,169.13,170.07,167.54,30453000,30453000,-1.04,-0.60199,170.7225,"July 12, 24",-0.0060199,,,,,
2024-07-11,176.47,176.49,166.85,170.6,168.07,51111680,51111680,-5.87,-3.33,172.6025,"July 11, 24",-0.0333,,,,,
2024-07-10,174.6,176.65,172.64,174.47,171.88,41074200,41074200,-0.131,-0.0744559,174.59,"July 10, 24",-0.000744559,,,,,
2024-07-09,175.66,177.1,170.56,173.33,170.76,37916210,37916210,-2.33,-1.33,174.1625,"July 09, 24",-0.0133,,,,,
2024-07-08,170.5,175.69,170.5,174.59,172,36398460,36398460,4.09,2.4,172.82,"July 08, 24",0.024,,,,,
2024-07-05,175.56,176.55,169.6,170.33,167.8,45240480,45240480,-5.23,-2.98,173.01,"July 05, 24",-0.0298,,,,,
2024-07-03,167,172.92,166.45,172.92,170.35,39954000,39954000,5.92,3.54,169.8225,"July 03, 24",0.0354,,,,,
2024-07-02,164.08,165.92,162.2,165.75,163.29,32539000,32539000,1.67,1.02,164.4875,"July 02, 24",0.0102,,,,,
2024-07-01,160.82,164.88,159.35,164.08,161.64,47623440,47623440,3.26,2.03,162.2825,"July 01, 24",0.0203,,,,,
2024-06-28,159.59,163.92,158.6,160.55,158.17,69377000,69377000,0.965,0.60154,160.665,"June 28, 24",0.0060154,,,,,
2024-06-27,159.2,160.56,157.1,158.67,156.31,31649060,31649060,-0.534,-0.33291,158.8825,"June 27, 24",-0.0033291,,,,,
2024-06-26,159.76,161.82,157.36,159.2,156.84,46479000,46479000,-0.562,-0.35053,159.535,"June 26, 24",-0.0035053,,,,,
2024-06-25,160.01,160.6,156.4,158.08,155.73,56810450,56810450,-1.93,-1.21,158.7725,"June 25, 24",-0.0121,,,,,
2024-06-24,164.21,166.1,159.07,159.22,156.86,58575380,58575380,-4.98,-3.04,162.15,"June 24, 24",-0.0304,5.25,0.525,2024-06-28,2024-06-12,2024-06-24
2024-06-21,169.57,171.4,165.14,165.86,162.88,99999000,99999000,-3.7,-2.19,167.9925,"June 21, 24",-0.0219,,,,,
2024-06-20,180.35,180.48,172.22,173.46,170.34,68157000,68157000,-6.89,-3.82,176.6275,"June 20, 24",-0.0382,,,,,
2024-06-18,183.96,185.16,178.5,180.25,177.01,86797000,86797000,-3.71,-2.02,181.9675,"June 18, 24",-0.0202,,,,,
2024-06-17,180,184.3,177.86,182.89,179.6,87528000,87528000,2.89,1.61,181.2625,"June 17, 24",0.0161,,,,,
2024-06-14,168.69,174.72,168.21,173.5,170.38,69705000,69705000,4.82,2.85,171.28,"June 14, 24",0.0285,,,,,
2024-06-13,171,173.59,165.25,167.9,164.88,89061000,89061000,-3.1,-1.81,169.435,"June 13, 24",-0.0181,,,,,
2024-06-12,150,150.58,147.64,149.55,146.86,56697370,56697370,-0.449,-0.3,149.4425,"June 12, 24",-0.003,,,,,
2024-06-11,143.82,146.5,141.62,146.1,143.47,34844320,34844320,2.28,1.59,144.51,"June 11, 24",0.0159,,,,,
2024-06-10,140.98,144.9,140.91,144.05,141.46,31082000,31082000,3.07,2.18,142.71,"June 10, 24",0.0218,,,,,
2024-06-07,140.78,142.5,139.7,140.66,138.13,17859030,17859030,-0.1135,-0.08523938,140.91,"June 07, 24",-0.0008523938,,,,,
2024-06-06,142.19,142.27,138.82,140.13,137.61,20172000,20172000,-2.06,-1.45,140.8525,"June 06, 24",-0.0145,,,,,
2024-06-05,134.6,141.44,134.05,141.31,138.77,32947000,32947000,6.71,4.99,137.85,"June 05, 24",0.0499,,,,,
2024-06-04,132.04,133.2,130.7,133.08,130.69,23048140,23048140,1.04,0.78764,132.255,"June 04, 24",0.0078764,,,,,
2024-06-03,135.27,135.3,130.25,132.19,129.81,26278470,26278470,-3.08,-2.28,133.2525,"June 03, 24",-0.0228,,,,,
2024-05-31,136.14,136.26,130.73,132.85,130.46,73091320,73091320,-3.28,-2.42,133.995,"May 31, 24",-0.0242,,,,,
2024-05-30,137.9,138.28,135.56,136.41,133.96,21728280,21728280,-1.49,-1.08,137.0375,"May 30, 24",-0.0108,,,,,
2024-05-29,139.91,139.91,138.3,139.07,136.57,26861000,26861000,-0.843,-0.60039,139.2975,"May 29, 24",-0.0060039,,,,,
2024-05-28,141,141.72,139.25,141.25,138.71,22919000,22919000,0.245,0.1773,140.805,"May 28, 24",0.001773,,,,,
2024-05-24,139.98,141.36,139.2,140.78,138.25,16730000,16730000,0.805,0.57151,140.33,"May 24, 24",0.0057151,,,,,
2024-05-23,142.84,142.9,137.8,139.33,136.83,31039000,31039000,-3.51,-2.46,140.7175,"May 23, 24",-0.0246,,,,,
2024-05-22,139.6,140.5,138.42,139.22,136.72,21002120,21002120,-0.377,-0.27221,139.435,"May 22, 24",-0.0027221,,,,,
2024-05-21,139.87,140.94,139.35,139.92,137.41,15333000,15333000,0.052,0.03574748,140.02,"May 21, 24",0.0003574748,,,,,
2024-05-20,139.6,141.69,139.32,141.4,138.86,27170000,27170000,1.8,1.29,140.5025,"May 20, 24",0.0129,,,,,
