holder,shares,dateReported,change
"Gotham Asset Management, LLC",97193,2025-09-30,45239
NEW YORK STATE COMMON RETIREMENT FUND,94567,2025-09-30,12024
MACKENZIE FINANCIAL CORP,94339,2025-09-30,-66492
GENEVA CAPITAL MANAGEMENT LLC,92998,2025-09-30,-4513
AVIVA PLC,92900,2025-09-30,5463
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,90108,2025-09-30,-40
"JANE STREET GROUP, LLC",88400,2025-09-30,88400
"Kovitz Investment Group Partners, LLC",87207,2025-09-30,18154
TRUIST FINANCIAL CORP,86038,2025-09-30,-612
"Toroso Investments, LLC",83524,2025-09-30,72079
"ADAGE CAPITAL PARTNERS GP, L.L.C.",82600,2025-09-30,30000
"NICHOLAS COMPANY, INC.",81509,2025-09-30,-15
CONGRESS ASSET MANAGEMENT CO /MA,80734,2025-09-30,-1138
TEACHER RETIREMENT SYSTEM OF TEXAS,79121,2025-09-30,-24269
NATIONAL BANK OF CANADA /FI/,78805,2025-09-30,-9624
FORSTA AP-FONDEN,77800,2025-09-30,4300
STATE OF WISCONSIN INVESTMENT BOARD,72449,2025-09-30,3006
TORONTO DOMINION BANK,71671,2025-09-30,24034
Korea Investment CORP,71015,2025-09-30,-38375
Pictet Asset Management Holding SA,70881,2025-09-30,1020
Walter Public Investments Inc.,70669,2025-09-30,-15471
Mitsubishi UFJ Trust & Banking Corp,70457,2025-09-30,-6147
SEI INVESTMENTS CO,70329,2025-09-30,17393
"Motley Fool Wealth Management, LLC",69748,2025-09-30,-18360
Running Oak Capital LLC,68587,2025-09-30,-1299
Addenda Capital Inc.,67152,2025-09-30,14942
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",67118,2025-09-30,734
CIBC Asset Management Inc,66539,2025-09-30,1911
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,64267,2025-09-30,487
"JACOBS LEVY EQUITY MANAGEMENT, INC",63908,2025-09-30,63908
PRUDENTIAL FINANCIAL INC,63567,2025-09-30,-2812
ING GROEP NV,62642,2025-09-30,38286
DANSKE BANK A/S,62067,2025-09-30,4000
KELLY LAWRENCE W & ASSOCIATES INC/CA,61542,2025-09-30,-9205
"Chevy Chase Trust Holdings, LLC",59776,2025-09-30,-2267
"Douglas Lane & Associates, LLC",59499,2025-09-30,-1236
"Advisors Asset Management, Inc.",59351,2025-09-30,812
MCRAE CAPITAL MANAGEMENT INC,57779,2025-09-30,-850
WASHINGTON TRUST Co,57772,2025-09-30,-295
"Asset Management One Co., Ltd.",57268,2025-09-30,2242
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC",57228,2025-09-30,-20
FineMark National Bank & Trust,57160,2025-09-30,-290
"GHP Investment Advisors, Inc.",56071,2025-09-30,1981
"Crossmark Global Holdings, Inc.",56036,2025-09-30,-11675
DekaBank Deutsche Girozentrale,55970,2025-09-30,0
COMMERCE BANK,54816,2025-09-30,280
VOYA INVESTMENT MANAGEMENT LLC,54341,2025-09-30,-12835
TWINBEECH CAPITAL LP,53346,2025-09-30,53346
RENAISSANCE TECHNOLOGIES LLC,52800,2025-09-30,52800
FIRST NATIONAL BANK OF OMAHA,52707,2025-09-30,52707
Treasurer of the State of North Carolina,52393,2025-09-30,-2046
"Alley Investment Management Company, LLC",51472,2025-09-30,120
"FEDERATED HERMES, INC.",51030,2025-09-30,-22347
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,50842,2025-09-30,12700
Y-Intercept (Hong Kong) Ltd,50317,2025-09-30,43494
Gillson Capital LP,49810,2025-09-30,49810
US BANCORP \DE\,49361,2025-09-30,-1210
CITADEL ADVISORS LLC,49173,2025-09-30,-620
"PNC FINANCIAL SERVICES GROUP, INC.",48851,2025-09-30,-1930
SCHRODER INVESTMENT MANAGEMENT GROUP,48278,2025-09-30,-666
ProShare Advisors LLC,47419,2025-09-30,4068
"Ensign Peak Advisors, Inc",47146,2025-09-30,405
Integrated Wealth Concepts LLC,47061,2025-09-30,3272
"HighTower Advisors, LLC",46797,2025-09-30,-3000
Handelsbanken Fonder AB,46370,2025-09-30,-743
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",45362,2025-09-30,5206
La Banque Postale Asset Management SA,44956,2025-09-30,362
Swedbank AB,44902,2025-09-30,2828
"SOUTHERNSUN ASSET MANAGEMENT, LLC",44798,2025-09-30,-1970
Mn Services Vermogensbeheer B.V.,44730,2025-09-30,0
"PineBridge Investments, L.P.",44080,2025-09-30,-27777
"NISA INVESTMENT ADVISORS, LLC",44020,2025-09-30,809
"MATTERN CAPITAL MANAGEMENT, LLC",41854,2025-09-30,-405
Cetera Investment Advisers,41771,2025-09-30,10932
"Apollon Wealth Management, LLC",41680,2025-09-30,1042
Zurcher Kantonalbank (Zurich Cantonalbank),41534,2025-09-30,-74517
KLP KAPITALFORVALTNING AS,41400,2025-09-30,0
COMERICA BANK,41184,2025-09-30,-2154
SANTA MONICA PARTNERS LP,40793,2025-09-30,0
"Empowered Funds, LLC",40004,2025-09-30,4371
"LYELL WEALTH MANAGEMENT, LP",39583,2025-09-30,1456
State of New Jersey Common Pension Fund D,39472,2025-09-30,3730
NOMURA ASSET MANAGEMENT CO LTD,38846,2025-09-30,-158
McCollum Christoferson Group LLC,38599,2025-09-30,-320
"Resona Asset Management Co.,Ltd.",38164,2025-09-30,-2685
"Crown Oak Advisors, LLC",38092,2025-09-30,0
"Vision Capital Management, Inc.",37916,2025-09-30,-714
"MML INVESTORS SERVICES, LLC",37487,2025-09-30,-3800
Lansforsakringar Fondforvaltning AB (publ),37263,2025-09-30,-99
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,37051,2025-09-30,853
Motley Fool Asset Management LLC,36885,2025-09-30,-1714
"Marks Group Wealth Management, Inc",36804,2025-09-30,-1702
"American Money Management, LLC",36143,2025-09-30,505
"SG Americas Securities, LLC",35579,2025-09-30,532
"Mariner, LLC",35518,2025-09-30,-1811
NORTHSTAR ASSET MANAGEMENT INC,35029,2025-09-30,7741
"Northstar Group, Inc.",35015,2025-09-30,1007
"Signal Advisors Wealth, LLC",34942,2025-09-30,11603
Arizona State Retirement System,34693,2025-09-30,490
"MetLife Investment Management, LLC",34064,2025-09-30,-669
Rockefeller Capital Management L.P.,33869,2025-09-30,-23
AdvisorShares Investments LLC,33678,2025-09-30,1644
"Connor, Clark & Lunn Investment Management Ltd.",33604,2025-09-30,-73855
Robeco Institutional Asset Management B.V.,33562,2025-09-30,-19871
BLAIR WILLIAM & CO/IL,33420,2025-09-30,-388
Allworth Financial LP,33076,2025-09-30,579
MAI Capital Management,33068,2025-09-30,-561
"ASSETMARK, INC",33048,2025-09-30,8272
Boston Trust Walden Corp,32819,2025-09-30,0
NATIXIS,31879,2025-09-30,12566
Engineers Gate Manager LP,31873,2025-09-30,20314
SVB WEALTH LLC,31845,2025-09-30,-4515
STRS OHIO,31786,2025-09-30,-8999
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",31782,2025-09-30,3300
STATE OF MICHIGAN RETIREMENT SYSTEM,31660,2025-09-30,-300
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,31432,2025-09-30,7536
Allianz Asset Management GmbH,31333,2025-09-30,-28530
O'Brien Greene & Co. Inc,31118,2025-09-30,100
"KESTRA PRIVATE WEALTH SERVICES, LLC",30995,2025-09-30,206
Federation des caisses Desjardins du Quebec,30743,2025-09-30,666
EULAV Asset Management,30000,2025-09-30,30000
Czech National Bank,29749,2025-09-30,1037
"Aureus Asset Management, LLC",29540,2025-09-30,-1873
Andra AP-fonden,29500,2025-09-30,-55900
Palmer Knight Co,29492,2025-09-30,-878
IFM Investors Pty Ltd,29435,2025-09-30,113
"Atria Investments, Inc",28972,2025-09-30,-797
"XPONANCE, INC.",28858,2025-09-30,-1867
Magnetar Financial LLC,28608,2025-09-30,24008
Creative Planning,28220,2025-09-30,2413
Suncoast Equity Management,28181,2025-09-30,65
Ethic Inc.,28179,2025-09-30,-1919
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,28127,2025-09-30,-681
BROWN ADVISORY INC,27791,2025-09-30,-192
Daiwa Securities Group Inc.,27482,2025-09-30,3073
DnB Asset Management AS,27420,2025-09-30,1109
"AXXCESS WEALTH MANAGEMENT, LLC",27414,2025-09-30,628
"NewEdge Advisors, LLC",26928,2025-09-30,3907
AMALGAMATED BANK,26806,2025-09-30,228
"COMMONWEALTH EQUITY SERVICES, LLC",26455,2025-09-30,-508
"Susquehanna Portfolio Strategies, LLC",26269,2025-09-30,26269
"Lido Advisors, LLC",26028,2025-09-30,10418
M&T BANK CORP,25822,2025-09-30,-964
"BRADY FAMILY WEALTH, LLC",25797,2025-09-30,-1443
"State of Tennessee, Treasury Department",25105,2025-09-30,0
Retirement Systems of Alabama,24987,2025-09-30,-217
Cerity Partners LLC,24518,2025-09-30,-1005
"New Age Alpha Advisors, LLC",24342,2025-09-30,-651
Skandinaviska Enskilda Banken AB (publ),24337,2025-09-30,-5158
"LEVEL FOUR ADVISORY SERVICES, LLC",24147,2025-09-30,417
"Bryn Mawr Capital Management, LLC",24014,2025-09-30,1156
PRUDENTIAL PLC,23933,2025-09-30,-15157
BANK OF NOVA SCOTIA,23881,2025-09-30,6789
ZEVENBERGEN CAPITAL INVESTMENTS LLC,23110,2025-09-30,65
EVEXIA WEALTH LLC,22965,2025-09-30,2981
"Hamilton Point Investment Advisors, LLC",22775,2025-09-30,68
FIFTH THIRD BANCORP,22698,2025-09-30,-161
Numerai GP LLC,22264,2025-09-30,-7556
"Pathstone Holdings, LLC",21970,2025-09-30,148
Core Alternative Capital,20882,2025-09-30,-3197
"Occidental Asset Management, LLC",20882,2025-09-30,230
"Bank Julius Baer & Co. Ltd, Zurich",20619,2025-09-30,2560
"CULLEN/FROST BANKERS, INC.",20564,2025-09-30,-2976
Erste Asset Management GmbH,20345,2025-09-30,-7185
USS Investment Management Ltd,20105,2025-09-30,0
"Kensington Investment Counsel, LLC",20091,2025-09-30,289
"GRIFFIN ASSET MANAGEMENT, INC.",20066,2025-09-30,158
Elo Mutual Pension Insurance Co,19818,2025-09-30,4619
"Sumitomo Mitsui DS Asset Management Company, Ltd",19769,2025-09-30,5346
"Stratos Wealth Partners, LTD.",19598,2025-09-30,191
Wealthfront Advisers LLC,19544,2025-09-30,9031
Ilmarinen Mutual Pension Insurance Co,19500,2025-09-30,19500
Utah Retirement Systems,19251,2025-09-30,0
"Allen Capital Group, LLC",19244,2025-09-30,1519
BURNEY CO/,19137,2025-09-30,-565
WOODLEY FARRA MANION PORTFOLIO MANAGEMENT INC,19000,2025-09-30,130
Police & Firemen's Retirement System of New Jersey,18870,2025-09-30,1040
BONTEMPO OHLY CAPITAL MGMT LLC,18833,2025-09-30,55
"Mirae Asset Global Investments Co., Ltd.",18425,2025-09-30,2431
Quest Partners LLC,18314,2025-09-30,15722
"Cambridge Investment Research Advisors, Inc.",18185,2025-09-30,4275
Lombard Odier Asset Management (Europe) Ltd,18118,2025-09-30,-2190
SHELL ASSET MANAGEMENT CO,17999,2025-09-30,-12070
"Steward Partners Investment Advisory, LLC",17878,2025-09-30,1214
Independent Advisor Alliance,17664,2025-09-30,271
Princeton Global Asset Management LLC,17504,2025-09-30,-203
"Nordwand Advisors, LLC",17420,2025-09-30,1150
"Long Road Investment Counsel, LLC",17225,2025-09-30,0
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,17105,2025-09-30,-492
PARSONS CAPITAL MANAGEMENT INC/RI,17053,2025-09-30,-435
Candriam S.C.A.,16997,2025-09-30,-7
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,16880,2025-09-30,-1536
Security National Bank,16852,2025-09-30,-376
"YOUSIF CAPITAL MANAGEMENT, LLC",16765,2025-09-30,-1676
"State of Alaska, Department of Revenue",16530,2025-09-30,-666
MIDDLETON & CO INC/MA,16365,2025-09-30,-575
BRYN MAWR TRUST Co,15602,2025-09-30,-50
Woodline Partners LP,15480,2025-09-30,2774
"First National Advisers, LLC",15209,2025-09-30,-1362
Campbell & CO Investment Adviser LLC,15163,2025-09-30,15163
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,15136,2025-09-30,175
INTRUST BANK NA,15085,2025-09-30,-537
HORIZON KINETICS ASSET MANAGEMENT LLC,15048,2025-09-30,7287
"Vanguard Personalized Indexing Management, LLC",14822,2025-09-30,-240
"Advisory Services Network, LLC",14510,2025-09-30,-9
"Second Line Capital, LLC",14487,2025-09-30,203
"DEAN INVESTMENT ASSOCIATES, LLC",14381,2025-09-30,881
PITTENGER & ANDERSON INC,14245,2025-09-30,14245
"GUARDIAN WEALTH ADVISORS, LLC / NC",14216,2025-09-30,219
"Modern Wealth Management, LLC",14175,2025-09-30,55
UniSuper Management Pty Ltd,13626,2025-09-30,1489
"WILEY BROS.-AINTREE CAPITAL, LLC",13478,2025-09-30,855
ICICI Prudential Asset Management Co Ltd,13450,2025-09-30,13450
OCCUDO QUANTITATIVE STRATEGIES LP,13426,2025-09-30,13426
MERCER GLOBAL ADVISORS INC /ADV,13408,2025-09-30,2079
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,13383,2025-09-30,3248
Generali Asset Management SPA SGR,13368,2025-09-30,1239
BDF-GESTION,13257,2025-09-30,-2758
HBK Sorce Advisory LLC,13196,2025-09-30,-104
REGIONS FINANCIAL CORP,13094,2025-09-30,86
"Strengthening Families & Communities, LLC",12913,2025-09-30,67
R.M.SINCERBEAUX CAPITAL MANAGEMENT LLC,12900,2025-09-30,0
"Brinker Capital Investments, LLC",12836,2025-09-30,-63
FLPUTNAM INVESTMENT MANAGEMENT CO,12797,2025-09-30,-651
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,12699,2025-09-30,-774
Siemens Fonds Invest GmbH,12684,2025-09-30,2151
NEOS Investment Management LLC,12592,2025-09-30,3924
AGF MANAGEMENT LTD,12412,2025-09-30,-570
LOS ANGELES CAPITAL MANAGEMENT LLC,12166,2025-09-30,-19358
PINNACLE ASSOCIATES LTD,12134,2025-09-30,11
Bell Asset Management Ltd,12030,2025-09-30,-6348
OPPENHEIMER ASSET MANAGEMENT INC.,11984,2025-09-30,-89
APPLETON PARTNERS INC/MA,11983,2025-09-30,-662
"TILIA FIDUCIARY PARTNERS, INC.",11893,2025-09-30,-183
"Horizon Investments, LLC",11714,2025-09-30,-181
Roundview Capital LLC,11669,2025-09-30,2
"Kestra Advisory Services, LLC",11626,2025-09-30,247
"Kinneret Advisory, LLC",11485,2025-09-30,-51
LECAP ASSET MANAGEMENT LTD,11357,2025-09-30,11357
"Concurrent Investment Advisors, LLC",11257,2025-09-30,-644
WESTPAC BANKING CORP,11175,2025-09-30,0
COLDSTREAM CAPITAL MANAGEMENT INC,11165,2025-09-30,224
"TWO SIGMA INVESTMENTS, LP",11112,2025-09-30,3522
"Merit Financial Group, LLC",11103,2025-09-30,-331
United Super Pty Ltd in its capacity as Trustee for the Construction & Building Unions Superannuation Fund,10700,2025-09-30,7500
INTECH INVESTMENT MANAGEMENT LLC,10571,2025-09-30,-12345
American Trust,10558,2025-09-30,-209
"Rafferty Asset Management, LLC",10545,2025-09-30,-62
"TRANSCEND CAPITAL ADVISORS, LLC",10323,2025-09-30,-845
MILLENNIUM MANAGEMENT LLC,10315,2025-09-30,-321828
FIDUCIARY TRUST CO,10286,2025-09-30,1023
"WIMMER ASSOCIATES 1, LLC",10135,2025-09-30,0
PUBLIC SECTOR PENSION INVESTMENT BOARD,10112,2025-09-30,1118
BI Asset Management Fondsmaeglerselskab A/S,10044,2025-09-30,-6662
"HANTZ FINANCIAL SERVICES, INC.",9960,2025-09-30,-406
"Mraz, Amerine & Associates, Inc.",9939,2025-09-30,-85
GREENLEAF TRUST,9796,2025-09-30,-36
TOWNSQUARE CAPITAL LLC,9688,2025-09-30,-1856
Janney Montgomery Scott LLC,9618,2025-09-30,-65
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",9600,2025-09-30,-3479
"Waterloo Capital, L.P.",9595,2025-09-30,138
"Pacer Advisors, Inc.",9502,2025-09-30,-5606
Lantz Financial LLC,9493,2025-09-30,-27
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,9172,2025-09-30,0
Oak Thistle LLC,9083,2025-09-30,-7394
"Holocene Advisors, LP",8984,2025-09-30,6405
Vinva Investment Management Ltd,8956,2025-09-30,4391
Avanza Fonder AB,8940,2025-09-30,0
Railway Pension Investments Ltd,8900,2025-09-30,0
"LEAVELL INVESTMENT MANAGEMENT, INC.",8883,2025-09-30,251
"Bridgewater Associates, LP",8809,2025-09-30,8809
Investment Management Corp of Ontario,8791,2025-09-30,-7267
VALLEY NATIONAL ADVISERS INC,8719,2025-09-30,8719
1832 Asset Management L.P.,8683,2025-09-30,829
Tredje AP-fonden,8623,2025-09-30,-12055
MIZUHO SECURITIES USA LLC,8531,2025-09-30,411
LOGAN CAPITAL MANAGEMENT INC,8514,2025-09-30,-352
Park Place Capital Corp,8426,2025-09-30,-112
"CWM, LLC",8407,2025-09-30,580
Adviser Investments LLC,8354,2025-09-30,0
Lee Financial Co,8342,2025-09-30,-64
"Envestnet Portfolio Solutions, Inc.",8298,2025-09-30,-556
OSSIAM,8230,2025-09-30,4766
"NAPLES GLOBAL ADVISORS, LLC",8181,2025-09-30,-70
"Ashton Thomas Private Wealth, LLC",8164,2025-09-30,2116
"Tributary Capital Management, LLC",8024,2025-09-30,2636
PARK AVENUE SECURITIES LLC,7987,2025-09-30,-1166
Sentry LLC,7948,2025-09-30,0
Illinois Municipal Retirement Fund,7929,2025-09-30,-1590
"Metis Global Partners, LLC",7829,2025-09-30,-318
ALPS ADVISORS INC,7809,2025-09-30,6233
WELLINGTON MANAGEMENT GROUP LLP,7795,2025-09-30,334
"Norinchukin Bank, The",7748,2025-09-30,286
WHITTIER TRUST CO,7411,2025-09-30,0
Dean Capital Management,7353,2025-09-30,0
"Knollwood Investment Advisory, LLC",7343,2025-09-30,-42
Kentucky Retirement Systems,7316,2025-09-30,-186
"Caprock Group, LLC",7301,2025-09-30,7301
"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",7243,2025-09-30,-5120
FIRST NATIONAL TRUST CO,7200,2025-09-30,0
Atlantic Union Bankshares Corp,7190,2025-09-30,7024
JOHNSON INVESTMENT COUNSEL INC,7189,2025-09-30,2365
BOYAR ASSET MANAGEMENT INC.,7182,2025-09-30,0
GROUPAMA ASSET MANAGMENT,7142,2025-09-30,5257
Verition Fund Management LLC,7124,2025-09-30,2204
"Nicholson Wealth Management Group, LLC",7036,2025-09-30,359
Birch Hill Investment Advisors LLC,7028,2025-09-30,3613
THRIVENT FINANCIAL FOR LUTHERANS,7005,2025-09-30,758
"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",7000,2025-09-30,0
"Trueblood Wealth Management, LLC",6933,2025-09-30,-96
HARTFORD INVESTMENT MANAGEMENT CO,6889,2025-09-30,-217
"Dai-Ichi Life Insurance Company, Ltd",6841,2025-09-30,0
"Koshinski Asset Management, Inc.",6830,2025-09-30,-163
"Copeland Capital Management, LLC",6740,2025-09-30,-536
"Kesler, Norman & Wride, LLC",6654,2025-09-30,-98
"Callan Family Office, LLC",6644,2025-09-30,-147
Machina Capital S.A.S.,6641,2025-09-30,-2046
BESSEMER GROUP INC,6640,2025-09-30,2992
Vontobel Holding Ltd.,6600,2025-09-30,-898
Impax Asset Management Group plc,6403,2025-09-30,2253
WETHERBY ASSET MANAGEMENT INC,6297,2025-09-30,-24
"Savant Capital, LLC",6273,2025-09-30,-179
JONES FINANCIAL COMPANIES LLLP,6221,2025-09-30,1060
"Simplicity Wealth,LLC",6211,2025-09-30,-2679
"Lord & Richards Wealth Management, LLC",6187,2025-09-30,683
Louisiana State Employees Retirement System,6100,2025-09-30,-100
Dakota Wealth Management,6085,2025-09-30,1374
CRAWFORD INVESTMENT COUNSEL INC,6081,2025-09-30,0
"TCTC Holdings, LLC",6047,2025-09-30,0
CORNERCAP INVESTMENT COUNSEL INC,6041,2025-09-30,-100
"NBC SECURITIES, INC.",6008,2025-09-30,42
"Atomi Financial Group, Inc.",5997,2025-09-30,153
FIRST CITIZENS BANK & TRUST CO,5959,2025-09-30,-2395
Spears Abacus Advisors LLC,5877,2025-09-30,6
Mirabaud Asset Management Ltd,5849,2025-09-30,0
"Summit Financial, LLC",5804,2025-09-30,13
Gulf International Bank (UK) Ltd,5719,2025-09-30,-156
Maryland State Retirement & Pension System,5664,2025-09-30,0
"SNS Financial Group, LLC",5659,2025-09-30,-79
"SECURIAN ASSET MANAGEMENT, INC",5641,2025-09-30,-515
DARK FOREST CAPITAL MANAGEMENT LP,5620,2025-09-30,-6263
"Farther Finance Advisors, LLC",5494,2025-09-30,-36
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,5494,2025-09-30,-21283
"QRG CAPITAL MANAGEMENT, INC.",5488,2025-09-30,-2542
"CENTAURUS FINANCIAL, INC.",5471,2025-09-30,-74
