date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,FTV,USD,0001659166,2025-02-25,2025-02-25 16:16:41,2024,FY,832900000,543900000,-65000000,109200000,103900000,-4500000,8800000,74300000,25300000,1900000,1526800000,-120400000,-1721800000,0,0,46200000,-1796000000,137000000,0,-889600000,-111200000,71100000,-792700000,-13600000,-1075500000,813300000,1888800000,1526800000,-120400000,1406400000,https://www.sec.gov/Archives/edgar/data/1659166/000165916625000024/0001659166-25-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1659166/000165916625000024/ftv-20241231.htm
2023-12-31,FTV,USD,0001659166,2024-02-27,2024-02-27 16:48:02,2023,FY,865800000,456800000,-104100000,113300000,21800000,9800000,-1700000,-16800000,30500000,0,1353600000,-107800000,-95800000,0,0,8200000,-195400000,389200000,0,-272900000,-102000000,18000000,32300000,-10900000,1179600000,1888800000,709200000,1353600000,-107800000,1245800000,https://www.sec.gov/Archives/edgar/data/1659166/000165916624000046/0001659166-24-000046-index.htm,https://www.sec.gov/Archives/edgar/data/1659166/000165916624000046/ftv-20231231.htm
2022-12-31,FTV,USD,0001659166,2023-02-28,2023-02-28 16:13:58,2022,FY,755200000,465600000,-62100000,93800000,-20600000,-52100000,-40300000,81300000,-9500000,71300000,1303200000,-95800000,-3200000,0,0,-3500000,-102500000,-723900000,0,-442900000,-99500000,-6700000,-1273000000,-37800000,-110100000,709200000,819300000,1303200000,-95800000,1207400000,https://www.sec.gov/Archives/edgar/data/1659166/000165916623000080/0001659166-23-000080-index.htm,https://www.sec.gov/Archives/edgar/data/1659166/000165916623000080/ftv-20221231.htm
2021-12-31,FTV,USD,0001659166,2022-03-01,2022-02-28 20:47:40,2021,FY,614200000,395500000,15400000,77400000,-111500000,-84100000,-53600000,73400000,-47200000,-29900000,961100000,-50000000,-2570100000,0,0,4500000,-2615600000,753600000,0,0,-132200000,30600000,652000000,-3000000,-1005500000,819300000,1824800000,961100000,-50000000,911100000,https://www.sec.gov/Archives/edgar/data/1659166/000165916622000054/0001659166-22-000054-index.htm,https://www.sec.gov/Archives/edgar/data/1659166/000165916622000054/ftv-20211231.htm
2020-12-31,FTV,USD,0001659166,2021-02-26,2021-02-26 16:03:08,2020,FY,1452200000,384000000,-97600000,62600000,203400000,82400000,-7300000,18100000,110200000,-567900000,1436700000,-75700000,-40400000,0,0,-32300000,-148400000,-2131000000,0,0,-163400000,1598300000,-696100000,27400000,619600000,1824800000,1205200000,1436700000,-75700000,1361000000,https://www.sec.gov/Archives/edgar/data/1659166/000165916621000062/0001659166-21-000062-index.htm,https://www.sec.gov/Archives/edgar/data/1659166/000165916621000062/ftv-20201231.htm
2019-12-31,FTV,USD,0001659166,2020-02-27,2020-02-27 17:09:00,2019,FY,725400000,426200000,-13500000,61400000,112700000,-166900000,118800000,53700000,107100000,-40800000,1271400000,-112500000,-3943900000,0,0,1800000,-4054600000,2952700000,0,0,-162800000,13000000,2802900000,7100000,26800000,1205200000,1178400000,1271400000,-112500000,1158900000,https://www.sec.gov/Archives/edgar/data/1659166/000165916620000071/0001659166-20-000071-index.htm,https://www.sec.gov/Archives/edgar/data/1659166/000165916620000071/a20191231-10k.htm
2018-12-31,FTV,USD,0001659166,2019-02-28,2019-02-27 18:18:23,2018,FY,918300000,260800000,7700000,50800000,-29700000,-105900000,-73400000,76200000,73400000,136500000,1344400000,-112300000,-2815100000,0,0,960800000,-1966600000,-108700000,1337400000,1483900000,-131500000,2456700000,879100000,-40600000,216300000,1178400000,962100000,1344400000,-112300000,1232100000,https://www.sec.gov/Archives/edgar/data/1659166/000165916619000085/0001659166-19-000085-index.htm,https://www.sec.gov/Archives/edgar/data/1659166/000165916619000085/a20181231-10k.htm
2017-12-31,FTV,USD,0001659166,2018-02-28,2018-02-27 20:44:26,2017,FY,1044500000,174100000,-78200000,48600000,-69800000,-65400000,14300000,24900000,-43600000,57200000,1176400000,-136100000,-1556600000,0,0,23000000,-1669700000,682100000,0,0,-97200000,14800000,599700000,52500000,158900000,962100000,803200000,1176400000,-136100000,1040300000,https://www.sec.gov/Archives/edgar/data/1659166/000165916618000100/0001659166-18-000100-index.htm,https://www.sec.gov/Archives/edgar/data/1659166/000165916618000100/a20171231-10k.htm
2016-12-31,FTV,USD,0001659166,2017-02-28,2017-02-27 20:25:43,2016,FY,872300000,176400000,-10000000,45300000,38100000,24800000,-28700000,17200000,24800000,14800000,1136900000,-129600000,-190100000,0,0,8900000,-310800000,3351900000,0,0,-3048400000,-299700000,3800000,-26700000,803200000,803200000,0,1136900000,-129600000,1007300000,https://www.sec.gov/Archives/edgar/data/1659166/000165916617000091/0001659166-17-000091-index.htm,https://www.sec.gov/Archives/edgar/data/1659166/000165916617000091/a20161231-10k.htm
2015-12-31,FTV,USD,0001659166,2015-12-31,2015-12-30 19:00:00,2015,FY,863800000,176900000,0,35200000,-78900000,-51800000,-27700000,53600000,-53000000,12000000,1009000000,-120100000,-37100000,0,0,-16900000,-174100000,0,0,0,0,-834900000,-834900000,0,0,0,0,1009000000,-120100000,888900000,,
