symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
FTV,2029-12-31,4782062329,4844478635,4811000000,1374574266,1392515447,1382892221,991398969,1004338880,997398217,1393164867,1416844804,1404144003,1646501310,1667991731,1656464776,3.98,4.016,3.94888,1,2
FTV,2028-12-31,4627750000,4631250000,4629500000,1330218140,1331224194,1330721167,959407524,960133131,959770328,1267148235,1288690203,1277919219,1593370373,1594575451,1593972912,3.62,3.65275,3.59169,1,3
FTV,2027-12-31,4412574256,4416221629,4414397943,1268367202,1269415617,1268891410,914798108,915554267,915176187,1054169930,1097095107,1075632518.5,1519283689,1520539508,1519911598,3.07072,3.10968,2.98801,9,4
FTV,2026-12-31,4231844550,4281866353,4251853272,1216417565,1230796023,1222168949,877329912,887700242,881478045,973699778,1048324034,1011011906,1457057043,1474279939,1463946202,2.85057,2.97144,2.75992,12,10
FTV,2025-12-31,4102934821,4137757474,4127762891,1179363260,1189372817,1186499936,850604838,857824138,855752099,928460234,935495066,931977650,1412672419,1424662130,1421220917,2.64166,2.65163,2.63169,11,10
FTV,2024-12-31,6230147574,6250148047,6240147811,1790817421,1796566434,1793691928,1291610493,1295756915,1293683704,1016759018,1027406522,1022082770,2145088340,2151974659,2148531500,2.89706,2.91215,2.88197,12,13
FTV,2023-12-31,6118077705,6197931915,6155100000,1758603630,1781557229,1769245460,1268376594,1284931665,1276051916,881770682,896761154,885700000,2106501811,2133996238,2119248876,2.51905,2.54184,2.49935,11,6
FTV,2022-12-30,5766845801,5824377201,5793056013,1068473567,1602710355,1335591961,714926803,1072390205,893658504,491746818,737620228,614683524,1928095243,2892142865,2410119054,2.34882,2.36533,2.335,4,8
FTV,2021-12-30,5291938543,5344732157,5315990310,1521135033,1536310231,1528048565,1097104566,1108049537,1102090887,722908370,732296378,727184306,1822055663,1840232915,1830336873,2.06118,2.07567,2.04906,5,6
FTV,2020-12-30,5748837992,5806189741,5774966358,1522094522,2283141786,1902618154,361109114,612821735,486965425,1131277082,1696915624,1414096353,1326200235,1989300353,1657750294,2.01047,2.0246,1.99864,5,5
FTV,2019-12-30,7274949105,7347525694,7308013619,1032862680,1549294020,1291078350,788672163,1183008247,985840206,581579381,872369072,726974227,1711489484,2567234226,2139361855,2.16277,2.17797,2.15005,4,5
FTV,2018-12-30,6686882239,6753592137,6717274000,2735505987,4103258981,3419382484,1054122896,1581184346,1317653621,2303413637,3455120456,2879267047,1402693545,2104040318,1753366932,1.88887,1.90215,1.87776,5,4
FTV,2017-12-30,6595440507,6661238161,6625416667,1177445388,1766168083,1471806736,1033228615,1549842924,1291535770,796063323,1194094987,995079155,1160357032,1740535548,1450446290,1.80083,1.81349,1.79024,5,4
FTV,2016-12-30,6174804196,6236405483,6202868571,1774909309,1792616218,1782976240,1280136915,1292907859,1285955114,551186497,558344809,554446369,2126033184,2147242987,2135695967,1.57156,1.58261,1.56232,4,5
