symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
CNC,2024-12-31,60.58,521790000,31610038200,14063000000,19429000000,36976038200
CNC,2023-12-31,74.21,543319000,40319702990,17193000000,18877000000,42003702990
CNC,2022-12-31,82.01,575191000,47171413910,12074000000,21333000000,56430413910
CNC,2021-12-31,82.4,582832000,48025356800,13118000000,22661000000,57568356800
CNC,2020-12-31,60.03,570722000,34260441660,10800000000,18317000000,41777441660
CNC,2019-12-31,62.87,413487000,25995927690,12123000000,14509000000,28381927690
CNC,2018-12-31,57.65,390248000,22497797200,5342000000,6686000000,23841797200
CNC,2017-12-31,50.44,345000000,17401800000,4072000000,4699000000,18028800000
CNC,2016-12-31,28.26,319135214,9017165471,3930000000,4655000000,9742165471
CNC,2015-12-31,32.91,238201488,7838019962,1760000000,1221000000,7299019962
CNC,2014-12-31,25.96,232691528,6041253795,1610000000,879000000,5310253795
CNC,2013-12-31,14.74,216506180,3190759827,1038073000,669000000,2821686827
CNC,2012-12-31,10.25,206037464,2111884006,843952000,538854000,1806786006
CNC,2011-12-31,9.9,200795816,1987376588,573698000,351578000,1765256588
CNC,2010-12-31,6.34,195019788,1235450356,434166000,330641000,1131925356
CNC,2009-12-31,5.29,172139164,911046525,403752000,307731000,815025525
CNC,2008-12-31,4.93,173100748,852953935,379099000,264892000,738746935
CNC,2007-12-31,6.86,174159800,1194736228,268584000,207377000,1133529228
CNC,2006-12-31,6.14,172643440,1060462330,271047000,175617000,965032330
CNC,2005-12-31,6.57,169250088,1112396203,147358000,92448000,1057486203
CNC,2004-12-31,7.09,163283636,1157272770,84105000,47459000,1120626770
CNC,2003-12-31,3.5,142817704,500047627,64346000,8195000,443896627
CNC,2002-12-31,2.8,125728320,351934564,59656000,0,292278564
CNC,2001-12-31,1.83,16624788,30409513,88867000,0,-58457487
CNC,2000-12-31,1.43,10818312,15506243,19023000,4000000,483243
CNC,1999-12-31,1.43,10811328,15496233,0,4000000,19496233
CNC,1998-12-31,1.43,0,0,0,4000000,4000000
