date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,URI,USD,0001067701,2025-01-29,2025-01-29 16:20:35,2024,FY,2575000000,2903000000,-19000000,112000000,-266000000,-20000000,15000000,-203000000,-58000000,-759000000,4546000000,-4127000000,-1655000000,-5000000,0,1639000000,-4148000000,1748000000,0,-1571000000,-434000000,-17000000,-274000000,-30000000,94000000,457000000,363000000,4546000000,-4127000000,419000000,https://www.sec.gov/Archives/edgar/data/1067701/000106770125000008/0001067701-25-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1047166/000106770125000008/uri-20241231.htm
2023-12-31,URI,USD,0001067701,2024-01-24,2024-01-24 16:27:28,2023,FY,2424000000,2781000000,35000000,94000000,173000000,-167000000,19000000,-45000000,366000000,-803000000,4704000000,-4070000000,-574000000,-4000000,0,1672000000,-2976000000,2000000,0,-1070000000,-406000000,0,-1474000000,3000000,257000000,363000000,106000000,4704000000,-4070000000,634000000,https://www.sec.gov/Archives/edgar/data/1067701/000106770124000007/0001067701-24-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1047166/000106770124000007/uri-20231231.htm
2022-12-31,URI,USD,0001067701,2023-01-25,2023-01-25 16:21:53,2022,FY,2105000000,2217000000,537000000,127000000,24000000,-329000000,-25000000,304000000,74000000,-577000000,4433000000,-3690000000,-2340000000,-7000000,0,1021000000,-5016000000,1644000000,0,-1068000000,0,-24000000,552000000,-7000000,-38000000,106000000,144000000,4433000000,-3690000000,743000000,https://www.sec.gov/Archives/edgar/data/1067701/000106770123000010/0001067701-23-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1047166/000106770123000010/uri-20221231.htm
2021-12-31,URI,USD,0001067701,2022-01-26,2022-01-26 16:21:38,2021,FY,1386000000,1983000000,268000000,119000000,351000000,-300000000,9000000,307000000,335000000,-418000000,3689000000,-3198000000,-1436000000,30000000,-30000000,1023000000,-3611000000,-106000000,0,-34000000,0,0,-140000000,4000000,-58000000,144000000,202000000,3689000000,-3198000000,491000000,https://www.sec.gov/Archives/edgar/data/1067701/000106770122000008/0001067701-22-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1047166/000106770122000008/uri-20211231.htm
2020-12-31,URI,USD,0001067701,2021-01-27,2021-01-27 16:24:35,2020,FY,890000000,1988000000,-121000000,70000000,-3000000,218000000,-5000000,10000000,-226000000,-166000000,2658000000,-1158000000,-2000000,-3000000,900000000,40000000,-223000000,-1985000000,0,-286000000,0,-22000000,-2293000000,8000000,150000000,202000000,52000000,2658000000,-1158000000,1500000000,https://www.sec.gov/Archives/edgar/data/1067701/000106770121000008/0001067701-21-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1047166/000106770121000008/uri-20201231.htm
2019-12-31,URI,USD,0001067701,2020-01-29,2020-01-29 16:35:59,2019,FY,1174000000,2038000000,204000000,61000000,-205000000,39000000,-8000000,-86000000,-150000000,-248000000,3024000000,-2350000000,-249000000,-3000000,868000000,24000000,-1710000000,-446000000,0,-870000000,0,11000000,-1305000000,0,9000000,52000000,43000000,3024000000,-2350000000,674000000,https://www.sec.gov/Archives/edgar/data/1067701/000106770120000008/0001067701-20-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1047166/000106770120000008/uri-2019123110k.htm
2018-12-31,URI,USD,0001067701,2019-01-23,2019-01-23 16:40:59,2018,FY,1096000000,1671000000,257000000,102000000,-46000000,-115000000,-20000000,49000000,40000000,-227000000,2853000000,-2291000000,-2966000000,-3000000,0,709000000,-4551000000,2236000000,0,-817000000,0,-22000000,1397000000,-8000000,-309000000,43000000,352000000,2853000000,-2291000000,562000000,https://www.sec.gov/Archives/edgar/data/1067701/000106770119000007/0001067701-19-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1047166/000106770119000007/uri-2018123110k.htm
2017-12-31,URI,USD,0001067701,2018-01-24,2018-01-24 16:30:00,2017,FY,1346000000,1383000000,-533000000,87000000,8000000,-184000000,1000000,141000000,50000000,-61000000,2230000000,-1889000000,-2377000000,-5000000,0,566000000,-3705000000,1594000000,0,-56000000,0,-41000000,1497000000,18000000,40000000,352000000,312000000,2230000000,-1889000000,341000000,https://www.sec.gov/Archives/edgar/data/1067701/000106770118000006/0001067701-18-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1047166/000106770118000006/uri-2017123110k.htm
2016-12-31,URI,USD,0001067701,2017-01-25,2017-01-25 16:40:38,2016,FY,566000000,1245000000,123000000,45000000,116000000,15000000,1000000,-29000000,129000000,-142000000,1953000000,-1339000000,-28000000,-2000000,0,510000000,-859000000,-471000000,0,-528000000,0,35000000,-964000000,3000000,133000000,312000000,179000000,1953000000,-1339000000,614000000,https://www.sec.gov/Archives/edgar/data/1067701/000106770117000006/0001067701-17-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1047166/000106770117000006/uri-2016123110k.htm
2015-12-31,URI,USD,0001067701,2016-01-27,2016-01-27 16:36:44,2015,FY,585000000,1244000000,336000000,49000000,-92000000,-11000000,8000000,-8000000,-81000000,-127000000,1995000000,-1636000000,-86000000,-3000000,0,555000000,-1170000000,84000000,0,-789000000,0,-70000000,-775000000,-29000000,21000000,179000000,158000000,1995000000,-1636000000,359000000,https://www.sec.gov/Archives/edgar/data/1067701/000106770116000039/0001067701-16-000039-index.htm,https://www.sec.gov/Archives/edgar/data/1047166/000106770116000039/uri-2015123110k.htm
