holder,shares,dateReported,change
VANGUARD GROUP INC,56875852,2025-09-30,12321000
STATE STREET CORP,36354274,2025-09-30,26559005
"BlackRock, Inc.",35956367,2025-09-30,9297927
BAILLIE GIFFORD & CO,29115119,2025-09-30,-1587519
"GEODE CAPITAL MANAGEMENT, LLC",15088379,2025-09-30,2773562
MORGAN STANLEY,10988813,2025-09-30,-1646227
BROWN ADVISORY INC,8774279,2025-09-30,450757
Invesco Ltd.,6807971,2025-09-30,3421074
JPMORGAN CHASE & CO,6324851,2025-09-30,-2301607
"T. Rowe Price Investment Management, Inc.",5281861,2025-09-30,-2635796
Jericho Capital Asset Management L.P.,4067000,2025-09-30,1884000
NORTHERN TRUST CORP,3893963,2025-09-30,993739
BANK OF AMERICA CORP /DE/,3747716,2025-09-30,-326580
UBS Group AG,3544492,2025-09-30,2034485
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,3213755,2025-09-30,1142052
CITIGROUP INC,3078910,2025-09-30,1861417
BARCLAYS PLC,3048438,2025-09-30,2333744
"BNP PARIBAS ARBITRAGE, SNC",3041460,2025-09-30,2204634
GOLDMAN SACHS GROUP INC,2630048,2025-09-30,591424
Bank of New York Mellon Corp,2601636,2025-09-30,754278
Legal & General Group Plc,2442510,2025-09-30,294402
FMR LLC,2340147,2025-09-30,178865
ARK Investment Management LLC,2306691,2025-09-30,830373
"Sumitomo Mitsui Trust Holdings, Inc.",2290927,2025-09-30,283593
PRICE T ROWE ASSOCIATES INC /MD/,2276927,2025-09-30,1000077
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",2253453,2025-09-30,775230
ROYAL BANK OF CANADA,2251459,2025-09-30,454314
"Nuveen, LLC",2240414,2025-09-30,-70015
"TWO SIGMA INVESTMENTS, LP",2223557,2025-09-30,2155894
ZEVENBERGEN CAPITAL INVESTMENTS LLC,2055616,2025-09-30,-113078
UBS ASSET MANAGEMENT AMERICAS INC,1919562,2025-09-30,-491946
BAMCO INC /NY/,1798634,2025-09-30,-289716
"Champlain Investment Partners, LLC",1671640,2025-09-30,341340
FIRST TRUST ADVISORS LP,1655376,2025-09-30,352411
NOMURA ASSET MANAGEMENT CO LTD,1622955,2025-09-30,501519
DEUTSCHE BANK AG\,1588870,2025-09-30,535250
Squarepoint Ops LLC,1486311,2025-09-30,1445215
Walleye Trading LLC,1428717,2025-09-30,202673
LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA,1426437,2025-09-30,120322
"JACOBS LEVY EQUITY MANAGEMENT, INC",1416472,2025-09-30,-454426
TCW GROUP INC,1396941,2025-09-30,-31180
RAYMOND JAMES FINANCIAL INC,1388316,2025-09-30,-133939
COATUE MANAGEMENT LLC,1387089,2025-09-30,388100
"JANE STREET GROUP, LLC",1383318,2025-09-30,-942252
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,1322414,2025-09-30,51489
WELLS FARGO & COMPANY/MN,1314869,2025-09-30,-264949
HARDING LOEVNER LP,1289848,2025-09-30,-501447
Swiss National Bank,1287400,2025-09-30,-82200
