symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
LNT,2024-12-31,59.14,256500000,15169410000,81000000,10406000000,25494410000
LNT,2023-12-31,51.3,253000000,12978900000,62000000,9509000000,22425900000
LNT,2022-12-31,55.21,250900000,13852189000,20000000,8718000000,22550189000
LNT,2021-12-31,61.47,250200000,15379794000,39000000,7883000000,23223794000
LNT,2020-12-31,51.53,248400000,12800052000,54000000,7166000000,19912052000
LNT,2019-12-31,54.72,238500000,13050720000,16000000,6527000000,19561720000
LNT,2018-12-31,42.25,233600000,9869600000,20900000,5944000000,15792700000
LNT,2017-12-31,42.61,229700000,9787517000,27900000,5281500000,15041117000
LNT,2016-12-31,37.89,227100000,8604819000,8200000,4564300000,13160919000
LNT,2015-12-31,31.23,225400000,7039242000,5800000,3995400000,11028842000
LNT,2014-12-31,33.21,221600000,7359336000,56900000,3908600000,11211036000
LNT,2013-12-31,25.8,221600000,5717280000,9800000,3615700000,9323180000
LNT,2012-12-31,21.96,221506000,4864271760,21200000,3355600000,8198671760
LNT,2011-12-31,22.06,221400000,4884084000,11400000,2807300000,7679984000
LNT,2010-12-31,18.39,220884000,4062056760,159300000,2752100000,6654856760
LNT,2009-12-31,15.13,220536000,3336709680,175300000,2696000000,5857409680
LNT,2008-12-31,14.59,220340000,3214760600,346900000,1970800000,4838660600
LNT,2007-12-31,20.35,224568000,4569958800,745600000,1655900000,5480258800
LNT,2006-12-31,18.89,233652000,4413686280,265200000,1696700000,5845186280
LNT,2005-12-31,14.02,232952000,3265987040,205300000,2368600000,5429287040
LNT,2004-12-31,14.3,227343750,3251015625,202400000,2508000000,5556615625
LNT,2003-12-31,12.45,202762431,2524392265,240800000,2376700000,4660292265
LNT,2002-12-31,8.28,181186441,1500223731,62859000,3020715000,4458079731
LNT,2001-12-31,15.18,161085981,2445285191,102821000,2676254000,5018718191
LNT,2000-12-31,15.94,157885941,2516701899,148415000,2502428000,4870714899
LNT,1999-12-31,13.75,156638247,2153775896,113669000,2060741000,4100847896
LNT,1998-12-31,16.13,153824000,2481181120,31800000,1805600000,4254981120
LNT,1997-12-31,16.56,61793103,1023293785,27300000,1736500000,2732493785
LNT,1996-12-31,14.06,61515152,864903037,11100000,590000000,1443803037
LNT,1995-12-31,15.31,61548000,942299880,11400000,600300000,1531199880
LNT,1994-12-31,13.69,61220657,838110794,7300000,572400000,1403210794
LNT,1993-12-31,16.44,59241706,973933646,0,0,973933646
LNT,1992-12-31,16.94,54028436,915241705,0,0,915241705
LNT,1991-12-31,16.38,53415638,874948150,0,0,874948150
LNT,1990-12-31,12.25,53363229,653699555,0,0,653699555
LNT,1989-12-31,12.13,53367876,647352335,0,0,647352335
LNT,1988-12-31,11.5,53119266,610871559,0,0,610871559
LNT,1987-12-31,10.88,52884615,575384611,0,0,575384611
LNT,1986-12-31,12.5,52990654,662383175,0,0,662383175
LNT,1985-12-31,10.09,52863850,533396246,0,0,533396246
