date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,MLM,USD,0000916076,2025-02-21,2025-02-21 14:57:38,2024,FY,1996000000,573000000,-45000000,58000000,211000000,81000000,-52000000,17000000,165000000,-1334000000,1459000000,-855000000,-1599000000,0,0,10000000,-2444000000,1048000000,0,-450000000,-189000000,-36000000,373000000,0,-612000000,670000000,1282000000,1459000000,-855000000,604000000,https://www.sec.gov/Archives/edgar/data/916076/000095017025024770/0000950170-25-024770-index.htm,https://www.sec.gov/Archives/edgar/data/916076/000095017025024770/mlm-20241231.htm
2023-12-31,MLM,USD,0000916076,2024-02-23,2024-02-23 14:36:46,2023,FY,1170000000,507300000,-36000000,50000000,-151000000,31000000,-189000000,-17000000,24000000,-12300000,1528000000,-650000000,400000000,0,7400000,701600000,459000000,-717000000,0,-150000000,-174000000,-23000000,-1064000000,0,923000000,1282000000,359000000,1528000000,-650000000,878000000,https://www.sec.gov/Archives/edgar/data/916076/000095017024019275/0000950170-24-019275-index.htm,https://www.sec.gov/Archives/edgar/data/916076/000095017024019275/mlm-20231231.htm
2022-12-31,MLM,USD,0000916076,2023-02-24,2023-02-24 15:29:47,2022,FY,867000000,499400000,-1000000,43000000,-216000000,-12000000,-132000000,-31000000,-41000000,-201400000,991000000,-482000000,698000000,0,7500000,-707500000,-484000000,-69000000,0,-150000000,-160000000,-28000000,-407000000,0,100000000,359000000,259000000,991000000,-482000000,509000000,https://www.sec.gov/Archives/edgar/data/916076/000095017023004361/0000950170-23-004361-index.htm,https://www.sec.gov/Archives/edgar/data/916076/000095017023004361/mlm-20221231.htm
2021-12-31,MLM,USD,0000916076,2022-02-22,2022-02-22 17:25:16,2021,FY,702800000,446400000,92200000,43000000,-115400000,-194400000,73200000,109800000,-104000000,-31300000,1137700000,-423100000,-3066400000,0,14900000,0,-3474600000,2465500000,0,0,-147800000,-26300000,2291400000,0,-45500000,258900000,304400000,1137700000,-423100000,714600000,https://www.sec.gov/Archives/edgar/data/916076/000156459022005965/0001564590-22-005965-index.htm,https://www.sec.gov/Archives/edgar/data/916076/000156459022005965/mlm-10k_20211231.htm
2020-12-31,MLM,USD,0000916076,2021-02-19,2021-02-19 16:36:13,2020,FY,721100000,0,43800000,30000000,-67400000,6100000,-19300000,-34000000,-20200000,322600000,1050100000,-359700000,77200000,-111200000,0,-16000000,-409700000,-152500000,0,-64500000,-140300000,300000,-357000000,0,283400000,304400000,21000000,1050100000,-359700000,690400000,https://www.sec.gov/Archives/edgar/data/916076/000156459021006959/0001564590-21-006959-index.htm,https://www.sec.gov/Archives/edgar/data/916076/000156459021006959/mlm-10k_20201231.htm
2019-12-31,MLM,USD,0000916076,2020-02-21,2020-02-21 16:57:43,2019,FY,612000000,0,29400000,34100000,-86400000,-50400000,-27700000,25900000,-34200000,377000000,966100000,-393500000,8400000,0,600000,-1400000,-385900000,-361100000,0,-126300000,-129800000,13100000,-604100000,0,-23900000,21000000,44900000,966100000,-393500000,572600000,https://www.sec.gov/Archives/edgar/data/916076/000156459020005784/0001564590-20-005784-index.htm,https://www.sec.gov/Archives/edgar/data/916076/000156459020005784/mlm-10k_20191231.htm
2018-12-31,MLM,USD,0000916076,2019-03-18,2019-03-18 17:25:44,2018,FY,470400000,0,85100000,29300000,-192400000,-10600000,-22000000,20100000,-179900000,312700000,705100000,-376000000,-1573000000,0,800000,0,-1948200000,86400000,0,-112300000,-116400000,-16100000,-158400000,0,-1401500000,44900000,1446400000,705100000,-376000000,329100000,https://www.sec.gov/Archives/edgar/data/916076/000095015719000284/0000950157-19-000284-index.htm,https://www.sec.gov/Archives/edgar/data/916076/000095015719000284/form10-ka.htm
2017-12-31,MLM,USD,0000916076,2018-02-23,2018-02-23 15:41:37,2017,FY,713400000,0,-239100000,30500000,-111600000,-29300000,-79000000,-17900000,14600000,264400000,657600000,-410300000,23900000,0,300000,0,-386100000,1340300000,0,-111800000,-108900000,5300000,1124900000,0,1396400000,1446400000,50000000,657600000,-410300000,247300000,https://www.sec.gov/Archives/edgar/data/916076/000119312518055887/0001193125-18-055887-index.htm,https://www.sec.gov/Archives/edgar/data/916076/000119312518055887/d529448d10k.htm
2016-12-31,MLM,USD,0000916076,2017-02-24,2017-02-24 16:02:10,2016,FY,425444000,0,67050000,20481000,-91675000,-25072000,-47381000,-8116000,-11106000,267640000,688940000,-387267000,-168046000,0,293000,0,-555020000,97095000,0,-268951000,-105036000,24601000,-252291000,0,-118371000,50038000,168409000,688940000,-387267000,301673000,https://www.sec.gov/Archives/edgar/data/916076/000119312517056282/0001193125-17-056282-index.htm,https://www.sec.gov/Archives/edgar/data/916076/000119312517056282/d344578d10k.htm
2015-12-31,MLM,USD,0000916076,2016-02-23,2016-02-23 17:09:11,2015,FY,288938000,0,85225000,13589000,-78860000,12309000,-21525000,-40053000,-29591000,271708000,580600000,-318232000,406778000,0,0,0,88546000,-11268000,0,-527563000,-107462000,36905000,-609388000,0,59758000,168409000,108651000,580600000,-318232000,262368000,https://www.sec.gov/Archives/edgar/data/916076/000119312516473754/0001193125-16-473754-index.htm,https://www.sec.gov/Archives/edgar/data/916076/000119312516473754/d147147d10k.htm
