holder,shares,dateReported,change
VANGUARD GROUP INC,13104740,2025-09-30,-9319
"BlackRock, Inc.",9657315,2025-09-30,200107
Texas Yale Capital Corp.,6381323,2025-09-30,-7121
STATE STREET CORP,5199646,2025-09-30,36646
WELLINGTON MANAGEMENT GROUP LLP,4362166,2025-09-30,-1929869
PRIMECAP MANAGEMENT CO/CA/,3331070,2025-09-30,-79340
"GEODE CAPITAL MANAGEMENT, LLC",2870735,2025-09-30,-22750
FMR LLC,2268046,2025-09-30,-1062912
UBS Group AG,2126953,2025-09-30,930933
GOLDMAN SACHS GROUP INC,2121193,2025-09-30,19818
Invesco Ltd.,1985055,2025-09-30,-108815
MORGAN STANLEY,1702174,2025-09-30,77833
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",1454915,2025-09-30,1339247
DIMENSIONAL FUND ADVISORS LP,1374681,2025-09-30,-75168
LSV ASSET MANAGEMENT,1349340,2025-09-30,-534830
Robeco Institutional Asset Management B.V.,1319675,2025-09-30,682899
NORTHERN TRUST CORP,1318218,2025-09-30,-1035
JPMORGAN CHASE & CO,1293181,2025-09-30,-1009126
Boston Partners,1253068,2025-09-30,-645613
BANK OF AMERICA CORP /DE/,1168804,2025-09-30,282279
"JACOBS LEVY EQUITY MANAGEMENT, INC",1027932,2025-09-30,-80296
Bank of New York Mellon Corp,925753,2025-09-30,-32461
UBS ASSET MANAGEMENT AMERICAS INC,911564,2025-09-30,-69969
Qube Research & Technologies Ltd,908341,2025-09-30,635555
Allianz Asset Management GmbH,758326,2025-09-30,487595
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,729257,2025-09-30,-300425
Amundi,704246,2025-09-30,250626
Squarepoint Ops LLC,659380,2025-09-30,334649
BARCLAYS PLC,588155,2025-09-30,327238
DEUTSCHE BANK AG\,568678,2025-09-30,-12505
PARADIGM CAPITAL MANAGEMENT INC/NY,557900,2025-09-30,0
WORLDQUANT MILLENNIUM ADVISORS LLC,502442,2025-09-30,201296
JANUS HENDERSON GROUP PLC,501486,2025-09-30,29412
RAYMOND JAMES FINANCIAL INC,452947,2025-09-30,60079
"LORD, ABBETT & CO. LLC",452572,2025-09-30,-140216
AMERICAN CENTURY COMPANIES INC,444564,2025-09-30,75211
AQR CAPITAL MANAGEMENT LLC,431099,2025-09-30,-100431
PRICE T ROWE ASSOCIATES INC /MD/,410506,2025-09-30,32002
Legal & General Group Plc,404224,2025-09-30,-9678
"Russell Investments Group, Ltd.",384782,2025-09-30,32025
"Pacer Advisors, Inc.",380076,2025-09-30,-141750
"GW&K Investment Management, LLC",370907,2025-09-30,90921
"Praesidium Investment Management Company, LLC",348833,2025-09-30,-14655
"BNP PARIBAS ARBITRAGE, SNC",348261,2025-09-30,-754121
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",336647,2025-09-30,123900
TODD ASSET MANAGEMENT LLC,330177,2025-09-30,-100744
"Nuveen, LLC",322407,2025-09-30,366
ENVESTNET ASSET MANAGEMENT INC,311883,2025-09-30,25932
Swiss National Bank,309300,2025-09-30,-15600
WEDGE CAPITAL MANAGEMENT L L P/NC,300327,2025-09-30,-16159
Quantinno Capital Management LP,294515,2025-09-30,85734
CITIGROUP INC,292688,2025-09-30,20148
"Bridgewater Associates, LP",288182,2025-09-30,222587
SEI INVESTMENTS CO,286599,2025-09-30,77748
"FULLER & THALER ASSET MANAGEMENT, INC.",285085,2025-09-30,13951
Handelsbanken Fonder AB,269748,2025-09-30,33200
HSBC HOLDINGS PLC,267821,2025-09-30,99927
WESTFIELD CAPITAL MANAGEMENT CO LP,266147,2025-09-30,266147
RHUMBLINE ADVISERS,264485,2025-09-30,104
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,263124,2025-09-30,-92780
VICTORY CAPITAL MANAGEMENT INC,255973,2025-09-30,-433163
ROYAL BANK OF CANADA,253514,2025-09-30,51883
"Sumitomo Mitsui Trust Holdings, Inc.",243092,2025-09-30,-1227
PANAGORA ASSET MANAGEMENT INC,216639,2025-09-30,146467
"D. E. Shaw & Co., Inc.",213526,2025-09-30,39007
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",212379,2025-09-30,4029
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,212301,2025-09-30,9876
Ceredex Value Advisors LLC,211212,2025-09-30,95462
"Gotham Asset Management, LLC",209485,2025-09-30,42703
North Growth Management Ltd.,202000,2025-09-30,-7000
Mitsubishi UFJ Trust & Banking Corp,196387,2025-09-30,7771
"ADAGE CAPITAL PARTNERS GP, L.L.C.",193991,2025-09-30,24400
BANK OF NOVA SCOTIA,193205,2025-09-30,146558
FRONTIER CAPITAL MANAGEMENT CO LLC,192000,2025-09-30,-110314
Aware Super Pty Ltd as trustee of Aware Super,185890,2025-09-30,0
Talos Eurisko Asset Management LP,179700,2025-09-30,71900
Perpetual Ltd,176950,2025-09-30,-73819
Man Group plc,175736,2025-09-30,133804
WELLS FARGO & COMPANY/MN,172228,2025-09-30,-6037
"Allspring Global Investments Holdings, LLC",169065,2025-09-30,6221
"Brandywine Global Investment Management, LLC",164368,2025-09-30,-28026
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,163028,2025-09-30,34677
VOYA INVESTMENT MANAGEMENT LLC,160686,2025-09-30,244
"Point72 Asset Management, L.P.",159644,2025-09-30,-39256
RENAISSANCE GROUP LLC,158993,2025-09-30,-17749
"TWO SIGMA INVESTMENTS, LP",156418,2025-09-30,53602
LOS ANGELES CAPITAL MANAGEMENT LLC,156279,2025-09-30,156279
"Glenmede Investment Management, LP",153456,2025-09-30,-95991
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,153400,2025-09-30,-130089
FIRST TRUST ADVISORS LP,149853,2025-09-30,47096
Vinva Investment Management Ltd,145465,2025-09-30,70619
TD ASSET MANAGEMENT INC,143694,2025-09-30,48219
AMERIPRISE FINANCIAL INC,143306,2025-09-30,44667
