holder,shares,dateReported,change
BOWEN HANES & CO INC,183524,2025-09-30,-1432
DEUTSCHE BANK AG\,170509,2025-09-30,18164
GOLDMAN SACHS GROUP INC,169872,2025-09-30,-252368
MACQUARIE GROUP LTD,157693,2025-09-30,-127801
ENVESTNET ASSET MANAGEMENT INC,156271,2025-09-30,-7942
FAYEZ SAROFIM & CO,154584,2025-09-30,1912
UBS Group AG,152629,2025-09-30,-22607
"Sumitomo Mitsui Trust Holdings, Inc.",141225,2025-09-30,2750
Swiss National Bank,135118,2025-09-30,-6600
Neuberger Berman Group LLC,134852,2025-09-30,1897
Greenhouse Funds LLLP,132514,2025-09-30,6749
RAYMOND JAMES FINANCIAL INC,126411,2025-09-30,-3380
HSBC HOLDINGS PLC,118890,2025-09-30,17763
"MARSHALL WACE, LLP",118466,2025-09-30,35817
1832 Asset Management L.P.,114960,2025-09-30,36585
EULAV Asset Management,106500,2025-09-30,13500
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",103113,2025-09-30,6078
"PNC FINANCIAL SERVICES GROUP, INC.",102981,2025-09-30,-452
BARCLAYS PLC,100309,2025-09-30,-86109
CITIGROUP INC,98340,2025-09-30,29796
"Nuveen, LLC",96126,2025-09-30,-3588
Amundi,94764,2025-09-30,-20404
RHUMBLINE ADVISERS,89729,2025-09-30,-16
Freestone Grove Partners LP,89182,2025-09-30,-34370
"BNP PARIBAS ARBITRAGE, SNC",84962,2025-09-30,6311
KEYBANK NATIONAL ASSOCIATION/OH,84310,2025-09-30,6205
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,83992,2025-09-30,5045
EDMOND DE ROTHSCHILD HOLDING S.A.,83739,2025-09-30,-22261
Waratah Capital Advisors Ltd.,82596,2025-09-30,73312
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,80793,2025-09-30,3391
"Ensign Peak Advisors, Inc",77462,2025-09-30,-3135
National Pension Service,77232,2025-09-30,538
CENTRAL SECURITIES CORP,70000,2025-09-30,0
"Alyeska Investment Group, L.P.",68576,2025-09-30,-127658
"LORD, ABBETT & CO. LLC",65530,2025-09-30,32130
Rockefeller Capital Management L.P.,63936,2025-09-30,-5291
STIFEL FINANCIAL CORP,61947,2025-09-30,9714
PRINCIPAL FINANCIAL GROUP INC,61758,2025-09-30,-990
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,58454,2025-09-30,3480
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,57848,2025-09-30,-91
NEW YORK STATE COMMON RETIREMENT FUND,57465,2025-09-30,28065
SCHRODER INVESTMENT MANAGEMENT GROUP,56644,2025-09-30,-3193
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,56383,2025-09-30,382
CLOUGH CAPITAL PARTNERS L P,54950,2025-09-30,54950
ALLIANCEBERNSTEIN L.P.,54290,2025-09-30,121
Assenagon Asset Management S.A.,51307,2025-09-30,-106188
HEARTLAND ADVISORS INC,51214,2025-09-30,-5989
"Russell Investments Group, Ltd.",50853,2025-09-30,7999
CRAMER ROSENTHAL MCGLYNN LLC,50559,2025-09-30,-3598
Covea Finance,48234,2025-09-30,2924
DIAMOND HILL CAPITAL MANAGEMENT INC,47461,2025-09-30,-6258
KLP KAPITALFORVALTNING AS,47240,2025-09-30,-2800
DRIEHAUS CAPITAL MANAGEMENT LLC,46427,2025-09-30,22452
"Gotham Asset Management, LLC",46021,2025-09-30,3119
FIRST TRUST ADVISORS LP,45614,2025-09-30,20913
BROWN ADVISORY INC,45152,2025-09-30,-88
Mitsubishi UFJ Trust & Banking Corp,45091,2025-09-30,-1823
"NICHOLAS COMPANY, INC.",44219,2025-09-30,-20
JENNISON ASSOCIATES LLC,43583,2025-09-30,5329
STATE OF WISCONSIN INVESTMENT BOARD,43437,2025-09-30,-3782
"Synergy Asset Management, LLC",42920,2025-09-30,42920
"ADAGE CAPITAL PARTNERS GP, L.L.C.",42642,2025-09-30,12688
abrdn plc,41324,2025-09-30,169
"GRANDFIELD & DODD, LLC",41032,2025-09-30,648
"Connor, Clark & Lunn Investment Management Ltd.",40979,2025-09-30,31815
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,40701,2025-09-30,-110
MERCER GLOBAL ADVISORS INC /ADV,40316,2025-09-30,-307
"Asset Management One Co., Ltd.",40027,2025-09-30,1665
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,39864,2025-09-30,-980
KENNEDY CAPITAL MANAGEMENT LLC,39042,2025-09-30,-5952
AVIVA PLC,37185,2025-09-30,2169
"PALISADE CAPITAL MANAGEMENT, LP",36983,2025-09-30,3910
CANADA PENSION PLAN INVESTMENT BOARD,36561,2025-09-30,-4300
ARK Investment Management LLC,35539,2025-09-30,3660
"GHP Investment Advisors, Inc.",35365,2025-09-30,941
WHITTIER TRUST CO,35319,2025-09-30,512
"TWO SIGMA INVESTMENTS, LP",35122,2025-09-30,-165787
Walter Public Investments Inc.,35120,2025-09-30,8827
STRS OHIO,35112,2025-09-30,-17629
Korea Investment CORP,34571,2025-09-30,702
DANSKE BANK A/S,32848,2025-09-30,7056
VOYA INVESTMENT MANAGEMENT LLC,31961,2025-09-30,-4969
LPL Financial LLC,31714,2025-09-30,2165
Running Oak Capital LLC,30617,2025-09-30,-2041
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,29753,2025-09-30,-1800
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",29170,2025-09-30,18258
GREAT WEST LIFE ASSURANCE CO /CAN/,29096,2025-09-30,1293
AMERIPRISE FINANCIAL INC,28200,2025-09-30,-315
La Banque Postale Asset Management SA,28022,2025-09-30,4908
APG Asset Management N.V.,27558,2025-09-30,0
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",26767,2025-09-30,-47
Walleye Capital LLC,26660,2025-09-30,20385
PRUDENTIAL FINANCIAL INC,26530,2025-09-30,-760
Man Group plc,26483,2025-09-30,-1630
Universal- Beteiligungs- und Servicegesellschaft mbH,26323,2025-09-30,-862
AQR CAPITAL MANAGEMENT LLC,25984,2025-09-30,13312
BANK OF MONTREAL /CAN/,25220,2025-09-30,5423
ROYAL LONDON ASSET MANAGEMENT LTD,25046,2025-09-30,0
NATIONAL BANK OF CANADA /FI/,24586,2025-09-30,-8180
MARTINGALE ASSET MANAGEMENT L P,24012,2025-09-30,-2702
"Chevy Chase Trust Holdings, LLC",23952,2025-09-30,-821
VICTORY CAPITAL MANAGEMENT INC,23183,2025-09-30,-1267
"Resona Asset Management Co.,Ltd.",23098,2025-09-30,-610
Allianz Asset Management GmbH,23001,2025-09-30,20562
"Sumitomo Mitsui DS Asset Management Company, Ltd",22522,2025-09-30,10321
BANK OF NOVA SCOTIA,22012,2025-09-30,-3979
"State of Tennessee, Treasury Department",21762,2025-09-30,5259
Quantinno Capital Management LP,21444,2025-09-30,1349
TD ASSET MANAGEMENT INC,21225,2025-09-30,-365
Schonfeld Strategic Advisors LLC,20970,2025-09-30,-51355
Treasurer of the State of North Carolina,20903,2025-09-30,-812
Pictet Asset Management Holding SA,20865,2025-09-30,-485
"Bank Julius Baer & Co. Ltd, Zurich",20579,2025-09-30,12089
DnB Asset Management AS,20035,2025-09-30,6352
Verition Fund Management LLC,19903,2025-09-30,7924
MILLENNIUM MANAGEMENT LLC,19545,2025-09-30,-98
ROYCE & ASSOCIATES LP,19140,2025-09-30,0
Janney Montgomery Scott LLC,19065,2025-09-30,-96
SIGNATURE ESTATE & INVESTMENT ADVISORS LLC,18601,2025-09-30,225
"Dai-Ichi Life Insurance Company, Ltd",18265,2025-09-30,15388
TORONTO DOMINION BANK,18042,2025-09-30,-11020
TCW GROUP INC,17716,2025-09-30,-769
Mn Services Vermogensbeheer B.V.,17700,2025-09-30,400
Swedbank AB,17496,2025-09-30,0
"Marks Group Wealth Management, Inc",16284,2025-09-30,-883
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,16215,2025-09-30,569
TRUIST FINANCIAL CORP,16203,2025-09-30,-477
Cerity Partners LLC,16200,2025-09-30,521
WHITTIER TRUST CO OF NEVADA INC,16160,2025-09-30,64
"Concentric Capital Strategies, LP",15978,2025-09-30,15978
NOMURA ASSET MANAGEMENT CO LTD,15976,2025-09-30,922
State of New Jersey Common Pension Fund D,15820,2025-09-30,797
"Rafferty Asset Management, LLC",15817,2025-09-30,519
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,15607,2025-09-30,90
Candelo Capital Management LP,15401,2025-09-30,3295
"KINGDON CAPITAL MANAGEMENT, L.L.C.",15000,2025-09-30,15000
Compass Wealth Management LLC,14989,2025-09-30,14989
CHILTON INVESTMENT CO INC.,14617,2025-09-30,1585
Illinois Municipal Retirement Fund,14066,2025-09-30,-136
Arizona State Retirement System,13835,2025-09-30,146
STATE OF MICHIGAN RETIREMENT SYSTEM,13469,2025-09-30,-100
M&T BANK CORP,13417,2025-09-30,-2342
Cetera Investment Advisers,13393,2025-09-30,4238
Zurcher Kantonalbank (Zurich Cantonalbank),13330,2025-09-30,2639
"D. E. Shaw & Co., Inc.",13257,2025-09-30,-1023
"Atria Investments, Inc",12833,2025-09-30,-134
MACKENZIE FINANCIAL CORP,12673,2025-09-30,-7600
ABN AMRO INVESTMENT SOLUTIONS,12600,2025-09-30,0
"SG Americas Securities, LLC",12006,2025-09-30,-32971
"Cohen Capital Management, Inc.",11952,2025-09-30,0
Czech National Bank,11909,2025-09-30,455
"MetLife Investment Management, LLC",11629,2025-09-30,-308
"Vestmark Advisory Solutions, Inc.",11517,2025-09-30,-1111
"Mirae Asset Global Investments Co., Ltd.",11345,2025-09-30,5825
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,11260,2025-09-30,-232
"Benson Investment Management Company, Inc.",10953,2025-09-30,15
COMERICA BANK,10811,2025-09-30,739
"Nikko Asset Management Americas, Inc.",10759,2025-09-30,-23
Daiwa Securities Group Inc.,10650,2025-09-30,299
"NewEdge Wealth, LLC",10238,2025-09-30,-151
Phraction Management LLC,10161,2025-09-30,0
ProShare Advisors LLC,10070,2025-09-30,-1123
NATIXIS,10010,2025-09-30,1168
Retirement Systems of Alabama,10003,2025-09-30,-53
"WILEY BROS.-AINTREE CAPITAL, LLC",9746,2025-09-30,663
CITADEL ADVISORS LLC,9690,2025-09-30,-94597
WELLINGTON MANAGEMENT GROUP LLP,9463,2025-09-30,580
AMALGAMATED BANK,9233,2025-09-30,-170
PANAGORA ASSET MANAGEMENT INC,9207,2025-09-30,7738
Creative Planning,9070,2025-09-30,2897
Spears Abacus Advisors LLC,8929,2025-09-30,2469
FORSTA AP-FONDEN,8900,2025-09-30,200
CAXTON ASSOCIATES LLP,8697,2025-09-30,8697
IFM Investors Pty Ltd,8642,2025-09-30,0
Jefferies Financial Group Inc.,8400,2025-09-30,8400
"Ambassador Advisors, LLC",8392,2025-09-30,-187
"State of Alaska, Department of Revenue",8016,2025-09-30,2746
"NISA INVESTMENT ADVISORS, LLC",7998,2025-09-30,-3547
"Advisors Asset Management, Inc.",7912,2025-09-30,563
"Hilton Capital Management, LLC",7886,2025-09-30,414
THRIVENT FINANCIAL FOR LUTHERANS,7869,2025-09-30,-3392
INTECH INVESTMENT MANAGEMENT LLC,7820,2025-09-30,5742
Utah Retirement Systems,7625,2025-09-30,0
"COMMONWEALTH EQUITY SERVICES, LLC",7595,2025-09-30,320
Cardinal Capital Management,7551,2025-09-30,-41
"Fogel Capital Management, Inc.",7525,2025-09-30,203
Police & Firemen's Retirement System of New Jersey,7492,2025-09-30,479
CAPTRUST FINANCIAL ADVISORS,7275,2025-09-30,-877
AXA Investment Managers S.A.,7097,2025-09-30,7097
"Aristotle Capital Boston, LLC",7067,2025-09-30,-486
"ADVISOR GROUP HOLDINGS, INC.",7027,2025-09-30,3725
"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",7000,2025-09-30,7000
VALICENTI ADVISORY SERVICES INC,6946,2025-09-30,-162
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,6736,2025-09-30,-634
"XPONANCE, INC.",6711,2025-09-30,364
CIBC Asset Management Inc,6670,2025-09-30,178
"Toroso Investments, LLC",6577,2025-09-30,175
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,6428,2025-09-30,-8
Weiss Asset Management LP,6391,2025-09-30,6391
"GPM Growth Investors, Inc.",6353,2025-09-30,78
"YOUSIF CAPITAL MANAGEMENT, LLC",6216,2025-09-30,845
AGF MANAGEMENT LTD,6206,2025-09-30,214
"HighTower Advisors, LLC",6173,2025-09-30,-243
"BEESE FULMER INVESTMENT MANAGEMENT, INC.",6143,2025-09-30,45
TEACHER RETIREMENT SYSTEM OF TEXAS,6138,2025-09-30,-975
"Moran Wealth Management, LLC",6104,2025-09-30,-37
"Clear Harbor Asset Management, LLC",6093,2025-09-30,-40
Federation des caisses Desjardins du Quebec,5908,2025-09-30,-345
UniSuper Management Pty Ltd,5879,2025-09-30,673
"Edgestream Partners, L.P.",5711,2025-09-30,-10157
CONDOR CAPITAL MANAGEMENT,5484,2025-09-30,5484
WESTPAC BANKING CORP,5465,2025-09-30,5465
"Bridgewater Associates, LP",5399,2025-09-30,-2532
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,5366,2025-09-30,1357
SANDLER CAPITAL MANAGEMENT,5300,2025-09-30,-1946
BRADLEY FOSTER & SARGENT INC/CT,5257,2025-09-30,1122
US BANCORP \DE\,5241,2025-09-30,-28
"Callan Family Office, LLC",5053,2025-09-30,28
WOLVERINE ASSET MANAGEMENT LLC,5000,2025-09-30,5000
"Pathstone Holdings, LLC",4994,2025-09-30,547
FIRST MANHATTAN CO. LLC.,4991,2025-09-30,287
BI Asset Management Fondsmaeglerselskab A/S,4983,2025-09-30,3004
FIFTH THIRD BANCORP,4966,2025-09-30,-181
"WCM INVESTMENT MANAGEMENT, LLC",4917,2025-09-30,214
Ethic Inc.,4914,2025-09-30,156
SHELTON CAPITAL MANAGEMENT,4785,2025-09-30,-1000
WEIK CAPITAL MANAGEMENT,4700,2025-09-30,-155
Delta Global Management LP,4422,2025-09-30,4422
"Pacer Advisors, Inc.",4415,2025-09-30,16
Wealthfront Advisers LLC,4362,2025-09-30,1847
OSSIAM,4343,2025-09-30,-426
"CI Private Wealth, LLC",4330,2025-09-30,893
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",4310,2025-09-30,-2149
Achmea Investment Management B.V.,4298,2025-09-30,382
"Vanguard Personalized Indexing Management, LLC",4159,2025-09-30,376
"Jump Financial, LLC",4128,2025-09-30,-1380
"Summit Trail Advisors, LLC",4095,2025-09-30,3402
"AIMZ Investment Advisors, LLC",4027,2025-09-30,0
Codex Capital Asset Management L.L.C.,4000,2025-09-30,0
"Kestra Advisory Services, LLC",3959,2025-09-30,159
CONGRESS ASSET MANAGEMENT CO /MA,3944,2025-09-30,1027
PARSONS CAPITAL MANAGEMENT INC/RI,3904,2025-09-30,0
TD PRIVATE CLIENT WEALTH LLC,3709,2025-09-30,-465
Tredje AP-fonden,3663,2025-09-30,-6
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,3661,2025-09-30,0
ALLIANZ SE,3626,2025-09-30,24
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,3599,2025-09-30,-256
"Foundations Investment Advisors, LLC",3497,2025-09-30,-14
MIZUHO SECURITIES USA LLC,3415,2025-09-30,183
SUMITOMO LIFE INSURANCE CO,3391,2025-09-30,1116
"Waverly Advisors, LLC",3383,2025-09-30,-2
Vinva Investment Management Ltd,3360,2025-09-30,794
"JANE STREET GROUP, LLC",3340,2025-09-30,-60259
"DIVERSIFY WEALTH MANAGEMENT, LLC",3224,2025-09-30,27
"Vident Advisory, LLC",3220,2025-09-30,1532
SVB WEALTH LLC,3088,2025-09-30,-720
"MML INVESTORS SERVICES, LLC",3045,2025-09-30,-511
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",2997,2025-09-30,534
"REUTER JAMES WEALTH MANAGEMENT, LLC",2961,2025-09-30,2247
FRANKLIN RESOURCES INC,2935,2025-09-30,159
Southeast Asset Advisors Inc.,2934,2025-09-30,-96
Kentucky Retirement Systems,2919,2025-09-30,-46
IRONWOOD INVESTMENT MANAGEMENT LLC,2892,2025-09-30,-10
Sterling Capital Management LLC,2874,2025-09-30,-279
AMERICAN CENTURY COMPANIES INC,2833,2025-09-30,25
Squarepoint Ops LLC,2804,2025-09-30,1542
HARTFORD INVESTMENT MANAGEMENT CO,2751,2025-09-30,-77
Krane Funds Advisors LLC,2748,2025-09-30,2340
DekaBank Deutsche Girozentrale,2706,2025-09-30,0
LOS ANGELES CAPITAL MANAGEMENT LLC,2681,2025-09-30,2681
NORDEA INVESTMENT MANAGEMENT AB,2672,2025-09-30,323
Candriam S.C.A.,2664,2025-09-30,-16
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",2637,2025-09-30,878
ZACKS INVESTMENT MANAGEMENT,2554,2025-09-30,1659
"Empowered Funds, LLC",2528,2025-09-30,757
Optimize Financial Inc,2517,2025-09-30,2517
"Norinchukin Bank, The",2515,2025-09-30,56
"Promus Capital, LLC",2515,2025-09-30,52
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",2504,2025-09-30,161
Louisiana State Employees Retirement System,2500,2025-09-30,0
BESSEMER GROUP INC,2481,2025-09-30,1157
YACKTMAN ASSET MANAGEMENT LP,2400,2025-09-30,-1100
"Mengis Capital Management, Inc.",2397,2025-09-30,0
Farmers & Merchants Trust Co of Long Beach,2379,2025-09-30,0
Vontobel Holding Ltd.,2358,2025-09-30,719
AG2R LA MONDIALE GESTION D'ACTIFS,2355,2025-09-30,0
"SECURIAN ASSET MANAGEMENT, INC",2318,2025-09-30,-200
Gulf International Bank (UK) Ltd,2282,2025-09-30,-7
"17 CAPITAL PARTNERS, LLC",2260,2025-09-30,0
Maryland State Retirement & Pension System,2259,2025-09-30,0
GREENLEAF TRUST,2254,2025-09-30,2
"Lido Advisors, LLC",2245,2025-09-30,-79
"CIBC Private Wealth Group, LLC",2225,2025-09-30,-1962
PARK AVENUE SECURITIES LLC,2168,2025-09-30,41
"QRG CAPITAL MANAGEMENT, INC.",2162,2025-09-30,1572
Investment Management Corp of Ontario,2131,2025-09-30,1003
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,2129,2025-09-30,0
SUMMIT WEALTH GROUP LLC / CO,2124,2025-09-30,2124
"HANTZ FINANCIAL SERVICES, INC.",2115,2025-09-30,-75
"Crossmark Global Holdings, Inc.",2088,2025-09-30,1116
BloombergSen Inc.,2045,2025-09-30,749
Campbell & CO Investment Adviser LLC,2044,2025-09-30,-11351
Gibbs Wealth Management,2044,2025-09-30,-412
"Envestnet Portfolio Solutions, Inc.",1971,2025-09-30,-364
VAN ECK ASSOCIATES CORP,1882,2025-09-30,180
TOKIO MARINE ASSET MANAGEMENT CO LTD,1870,2025-09-30,89
"MITCHELL & PAHL PRIVATE WEALTH, LLC",1857,2025-09-30,25
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,1856,2025-09-30,-13
ASR Vermogensbeheer N.V.,1846,2025-09-30,7
Integrated Wealth Concepts LLC,1801,2025-09-30,-850
BNP Paribas Asset Management Holding S.A.,1795,2025-09-30,-6115
"Physician Wealth Advisors, Inc.",1790,2025-09-30,10
Wealth Alliance,1767,2025-09-30,-94
"RICE HALL JAMES & ASSOCIATES, LLC",1753,2025-09-30,-56
"1248 Management, LLC",1744,2025-09-30,1744
AIA Group Ltd,1738,2025-09-30,986
"Old West Investment Management, LLC",1735,2025-09-30,1735
"Pier Capital, LLC",1730,2025-09-30,1730
"Quantum Private Wealth, LLC",1730,2025-09-30,0
"Ronald Blue Trust, Inc.",1722,2025-09-30,122
"Glenmede Investment Management, LP",1717,2025-09-30,-39
WEDGE CAPITAL MANAGEMENT L L P/NC,1715,2025-09-30,-1093
COMMERCE BANK,1696,2025-09-30,553
OMERS ADMINISTRATION Corp,1694,2025-09-30,0
Steel Peak Wealth Management LLC,1639,2025-09-30,-95
ALLSTATE CORP,1633,2025-09-30,1633
Vestcor Inc,1630,2025-09-30,-689
"Empirical Finance, LLC",1599,2025-09-30,17
"Portside Wealth Group, LLC",1597,2025-09-30,-35
"Horizon Investments, LLC",1583,2025-09-30,-3279
"Metis Global Partners, LLC",1574,2025-09-30,-95
"CONTRAVISORY INVESTMENT MANAGEMENT, INC.",1559,2025-09-30,967
Net Worth Advisory Group,1543,2025-09-30,-297
Brookwood Investment Group LLC,1511,2025-09-30,1511
NOMURA HOLDINGS INC,1504,2025-09-30,1504
"Modera Wealth Management, LLC",1501,2025-09-30,0
"DDFG, Inc",1500,2025-09-30,0
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",1494,2025-09-30,0
"HARBOR INVESTMENT ADVISORY, LLC",1491,2025-09-30,2
"FULTON BANK, N.A.",1489,2025-09-30,-108
"Catalytic Wealth RIA, LLC",1487,2025-09-30,767
DAVENPORT & Co LLC,1484,2025-09-30,68
Impact Capital Partners LLC,1482,2025-09-30,-11
COLDSTREAM CAPITAL MANAGEMENT INC,1478,2025-09-30,437
APG Asset Management US Inc.,1473,2025-09-30,0
CREDIT AGRICOLE S A,1463,2025-09-30,1463
"Fisher Asset Management, LLC",1444,2025-09-30,-258
"CHOREO, LLC",1439,2025-09-30,-4
EVERPAR ADVISORS LLC,1435,2025-09-30,-46
NEOS Investment Management LLC,1428,2025-09-30,776
"Nvest Financial, LLC",1414,2025-09-30,-220
"TWO SIGMA SECURITIES, LLC",1372,2025-09-30,1372
"Sequoia Financial Advisors, LLC",1362,2025-09-30,159
"LVW Advisors, LLC",1324,2025-09-30,-202
SHELL ASSET MANAGEMENT CO,1302,2025-09-30,0
GAMMA Investing LLC,1273,2025-09-30,211
"Mutual Advisors, LLC",1273,2025-09-30,-84
"CWM, LLC",1272,2025-09-30,595
Rodgers Brothers Inc.,1271,2025-09-30,0
"Baird Financial Group, Inc.",1270,2025-09-30,17
NORDEN GROUP LLC,1268,2025-09-30,375
MUFG SECURITIES AMERICAS INC.,1265,2025-09-30,227
JT Stratford LLC,1264,2025-09-30,-820
QUADRANT CAPITAL GROUP LLC,1257,2025-09-30,3
"Empirical Financial Services, LLC d.b.a. Empirical Wealth Management",1252,2025-09-30,-221
"Brinker Capital Investments, LLC",1240,2025-09-30,-1891
Raiffeisen Bank International AG,1236,2025-09-30,118
STRATEGY ASSET MANAGERS LLC,1236,2025-09-30,1236
Mendel Money Management,1233,2025-09-30,0
SCHAPER BENZ & WISE INVESTMENT COUNSEL INC/WI,1228,2025-09-30,1228
Kentucky Retirement Systems Insurance Trust Fund,1223,2025-09-30,-36
BENJAMIN EDWARDS INC,1182,2025-09-30,213
"LOCUST WOOD CAPITAL ADVISERS, LLC",1175,2025-09-30,-355
"EMERALD ADVISERS, LLC",1171,2025-09-30,-171
AE Wealth Management LLC,1164,2025-09-30,1164
NWF Advisory Services Inc.,1160,2025-09-30,0
PEAPACK GLADSTONE FINANCIAL CORP,1124,2025-09-30,-89
"Forum Financial Management, LP",1116,2025-09-30,-194
"Heritage Family Offices, LLP",1108,2025-09-30,235
Arkadios Wealth Advisors,1105,2025-09-30,626
"Venturi Wealth Management, LLC",1098,2025-09-30,-136
"Frank, Rimerman Advisors LLC",1093,2025-09-30,322
"PKS Advisory Services, LLC",1092,2025-09-30,42
REGIONS FINANCIAL CORP,1084,2025-09-30,38
Snowden Capital Advisors LLC,1064,2025-09-30,-35
"CAPSTONE INVESTMENT ADVISORS, LLC",1056,2025-09-30,1056
"Cresset Asset Management, LLC",1014,2025-09-30,184
Corient IA LLC,1000,2025-09-30,0
B. Metzler seel. Sohn & Co. AG,995,2025-09-30,0
"EntryPoint Capital, LLC",992,2025-09-30,-265
"SILVER OAK SECURITIES, INCORPORATED",982,2025-09-30,-236
Fiduciary Alliance LLC,975,2025-09-30,975
Fifth Third Wealth Advisors LLC,969,2025-09-30,23
"Charter Capital Management, LLC\DE",946,2025-09-30,0
"Beverly Hills Private Wealth, LLC",928,2025-09-30,-8
"Skopos Labs, Inc.",927,2025-09-30,3
Canada Post Corp Registered Pension Plan,901,2025-09-30,200
Yorktown Management & Research Co Inc,900,2025-09-30,0
MUFG Securities EMEA plc,897,2025-09-30,760
MOODY ALDRICH PARTNERS LLC,882,2025-09-30,-4
"Colony Group, LLC",876,2025-09-30,-269
Crumly & Associates Inc.,862,2025-09-30,143
NORTHSTAR ASSET MANAGEMENT INC,851,2025-09-30,-9
Texas Bank & Trust Co,850,2025-09-30,0
LEE DANNER & BASS INC,847,2025-09-30,0
"FLAGSHIP HARBOR ADVISORS, LLC",827,2025-09-30,24
"Advisory Alpha, LLC",824,2025-09-30,407
"PineBridge Investments, L.P.",822,2025-09-30,-18828
"Keel Point, LLC",822,2025-09-30,-70
"HB Wealth Management, LLC",817,2025-09-30,72
"Cambridge Investment Research Advisors, Inc.",815,2025-09-30,186
PROFUND ADVISORS LLC,801,2025-09-30,83
OPPENHEIMER ASSET MANAGEMENT INC.,793,2025-09-30,-75
"PERSONAL CFO SOLUTIONS, LLC",792,2025-09-30,6
"SIGNATUREFD, LLC",791,2025-09-30,5
TRANSATLANTIQUE PRIVATE WEALTH LLC,786,2025-09-30,-12
