holder,shares,dateReported,change
CITIGROUP INC,3136663,2025-09-30,1691653
CANADA PENSION PLAN INVESTMENT BOARD,3075200,2025-09-30,1762960
Swiss National Bank,3046104,2025-09-30,-152700
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",2916049,2025-09-30,140079
ALLIANCEBERNSTEIN L.P.,2836582,2025-09-30,24655
"Gates Capital Management, Inc.",2669160,2025-09-30,0
AMERIPRISE FINANCIAL INC,2611439,2025-09-30,211625
Robeco Institutional Asset Management B.V.,2582239,2025-09-30,478459
JANUS HENDERSON GROUP PLC,2378597,2025-09-30,1976763
FIRST TRUST ADVISORS LP,2341715,2025-09-30,837348
"ASSETMARK, INC",2282899,2025-09-30,32833
FRANKLIN RESOURCES INC,2277331,2025-09-30,111064
WELLS FARGO & COMPANY/MN,2253067,2025-09-30,530215
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",2240408,2025-09-30,440833
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",2220360,2025-09-30,-161169
DANSKE BANK A/S,2214787,2025-09-30,-399086
LASALLE INVESTMENT MANAGEMENT SECURITIES LLC,2214477,2025-09-30,-140173
National Pension Service,2210177,2025-09-30,174547
"Asset Management One Co., Ltd.",2089805,2025-09-30,-10265
RHUMBLINE ADVISERS,2046768,2025-09-30,-40726
MILLER HOWARD INVESTMENTS INC /NY,2023105,2025-09-30,2454
"Epoch Investment Partners, Inc.",2009638,2025-09-30,-271257
GREAT WEST LIFE ASSURANCE CO /CAN/,1977573,2025-09-30,41731
NOMURA ASSET MANAGEMENT CO LTD,1909182,2025-09-30,53481
"Baird Financial Group, Inc.",1890410,2025-09-30,96348
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,1786027,2025-09-30,-4957
"BNP PARIBAS ARBITRAGE, SNC",1637229,2025-09-30,-173349
BANK OF MONTREAL /CAN/,1575059,2025-09-30,834128
AQR CAPITAL MANAGEMENT LLC,1540462,2025-09-30,158556
Adelante Capital Management LLC,1521457,2025-09-30,-110455
"MARSHALL WACE, LLP",1515778,2025-09-30,1257100
"NewEdge Wealth, LLC",1457184,2025-09-30,481078
"Sequoia Financial Advisors, LLC",1454150,2025-09-30,19205
"Clearbridge Investments, LLC",1452884,2025-09-30,-37173
Jefferies Financial Group Inc.,1377903,2025-09-30,-346297
abrdn plc,1373751,2025-09-30,207178
"FEDERATED HERMES, INC.",1373651,2025-09-30,393089
SEI INVESTMENTS CO,1359985,2025-09-30,-249331
"JANE STREET GROUP, LLC",1274615,2025-09-30,1274615
"PineBridge Investments, L.P.",1215130,2025-09-30,1215130
Universal- Beteiligungs- und Servicegesellschaft mbH,1211706,2025-09-30,-15603
LPL Financial LLC,1204863,2025-09-30,-23538
NATIXIS,1190379,2025-09-30,1190379
Zurcher Kantonalbank (Zurich Cantonalbank),1188198,2025-09-30,307427
STIFEL FINANCIAL CORP,1066432,2025-09-30,-1879
"Colony Group, LLC",1054313,2025-09-30,386924
RENAISSANCE TECHNOLOGIES LLC,1048829,2025-09-30,902300
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,1025186,2025-09-30,98069
Neuberger Berman Group LLC,1024817,2025-09-30,34919
"Fidelity National Financial, Inc.",1000000,2025-09-30,0
Skandinaviska Enskilda Banken AB (publ),995021,2025-09-30,204372
WILSEY ASSET MANAGEMENT INC,972482,2025-09-30,14839
STRS OHIO,972228,2025-09-30,-311523
Treasurer of the State of North Carolina,957868,2025-09-30,-18910
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,939819,2025-09-30,-47804
State of New Jersey Common Pension Fund D,935832,2025-09-30,16159
Korea Investment CORP,904119,2025-09-30,108574
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",889043,2025-09-30,-15538
CIBC Asset Management Inc,843951,2025-09-30,14778
AVIVA PLC,839910,2025-09-30,49913
PRUDENTIAL FINANCIAL INC,838202,2025-09-30,-869848
1832 Asset Management L.P.,835358,2025-09-30,-48348
Retirement Systems of Alabama,828944,2025-09-30,730
VICTORY CAPITAL MANAGEMENT INC,789338,2025-09-30,-18343
Quantinno Capital Management LP,767641,2025-09-30,306651
LOS ANGELES CAPITAL MANAGEMENT LLC,744318,2025-09-30,317821
"Allspring Global Investments Holdings, LLC",739514,2025-09-30,68179
STATE OF WISCONSIN INVESTMENT BOARD,726911,2025-09-30,118487
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",718175,2025-09-30,-568635
PRUDENTIAL PLC,717943,2025-09-30,219388
Achmea Investment Management B.V.,712056,2025-09-30,0
"Blue Chip Partners, LLC",700463,2025-09-30,352649
"Uniplan Investment Counsel, Inc.",696419,2025-09-30,-2539
"ADAGE CAPITAL PARTNERS GP, L.L.C.",695800,2025-09-30,-387000
BROOKFIELD Corp /ON/,676853,2025-09-30,-82733
"Resona Asset Management Co.,Ltd.",675630,2025-09-30,38966
MERCER GLOBAL ADVISORS INC /ADV,674894,2025-09-30,48146
Handelsbanken Fonder AB,672051,2025-09-30,-2923
M&T BANK CORP,670495,2025-09-30,-147224
Jain Global LLC,669678,2025-09-30,283104
NEW YORK STATE COMMON RETIREMENT FUND,667517,2025-09-30,82600
TD ASSET MANAGEMENT INC,661321,2025-09-30,-5158
DekaBank Deutsche Girozentrale,652154,2025-09-30,0
Janney Montgomery Scott LLC,647103,2025-09-30,49107
VAN ECK ASSOCIATES CORP,640286,2025-09-30,50424
HEITMAN REAL ESTATE SECURITIES LLC,631907,2025-09-30,-647500
TORONTO DOMINION BANK,631712,2025-09-30,-918
"State of Alaska, Department of Revenue",631355,2025-09-30,-4363
CITADEL ADVISORS LLC,630077,2025-09-30,623690
Rockefeller Capital Management L.P.,619966,2025-09-30,37101
Mitsubishi UFJ Trust & Banking Corp,614164,2025-09-30,113663
"STANSBERRY ASSET MANAGEMENT, LLC",611029,2025-09-30,100750
Illinois Municipal Retirement Fund,610411,2025-09-30,81854
OPPENHEIMER ASSET MANAGEMENT INC.,605406,2025-09-30,-2225
CIBC WORLD MARKET INC.,604296,2025-09-30,129744
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,602549,2025-09-30,1225
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,596334,2025-09-30,45834
"Sound Income Strategies, LLC",589674,2025-09-30,20615
LMR Partners LLP,585354,2025-09-30,585354
BRAUN STACEY ASSOCIATES INC,582260,2025-09-30,2323
"Gotham Asset Management, LLC",580568,2025-09-30,281794
"Verity & Verity, LLC",578166,2025-09-30,11220
Border to Coast Pensions Partnership Ltd,575000,2025-09-30,75000
Mediolanum International Funds Ltd,550548,2025-09-30,37071
Andra AP-fonden,546600,2025-09-30,-47300
"Chevy Chase Trust Holdings, LLC",544480,2025-09-30,-13989
FORSTA AP-FONDEN,528800,2025-09-30,41400
ROYAL LONDON ASSET MANAGEMENT LTD,516864,2025-09-30,2475
MILLENNIUM MANAGEMENT LLC,494297,2025-09-30,-25299
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC",457395,2025-09-30,0
BNP Paribas Asset Management Holding S.A.,451592,2025-09-30,-987210
Pictet Asset Management Holding SA,449483,2025-09-30,-4658
"ExodusPoint Capital Management, LP",445503,2025-09-30,445503
IFM Investors Pty Ltd,441187,2025-09-30,8811
South Street Advisors LLC,437602,2025-09-30,22755
"CSM Advisors, LLC",435771,2025-09-30,435771
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,427001,2025-09-30,354695
"ADAMS DIVERSIFIED EQUITY FUND, INC.",421600,2025-09-30,0
UniSuper Management Pty Ltd,413512,2025-09-30,15486
Vestcor Inc,407057,2025-09-30,214087
Cerity Partners LLC,400694,2025-09-30,-27629
Gerber Kawasaki Wealth & Investment Management,399150,2025-09-30,4963
"Capital Investment Advisors, LLC",397090,2025-09-30,18696
EASTERLY INVESTMENT PARTNERS LLC,390000,2025-09-30,390000
"CI Private Wealth, LLC",387894,2025-09-30,19361
"Sumitomo Mitsui DS Asset Management Company, Ltd",380739,2025-09-30,32204
Qube Research & Technologies Ltd,375865,2025-09-30,375865
DUFF & PHELPS INVESTMENT MANAGEMENT CO,369133,2025-09-30,-388150
EVERGREEN CAPITAL MANAGEMENT LLC,368669,2025-09-30,-9197
"ADVISOR GROUP HOLDINGS, INC.",367823,2025-09-30,-9237
BANK OF NOVA SCOTIA,364699,2025-09-30,116890
"Sonora Investment Management Group, LLC",353586,2025-09-30,-17266
Lansforsakringar Fondforvaltning AB (publ),351917,2025-09-30,35789
CREDIT AGRICOLE S A,348210,2025-09-30,348210
AXA Investment Managers S.A.,347472,2025-09-30,347472
Cetera Investment Advisers,346881,2025-09-30,100873
Nemes Rush Group LLC,338484,2025-09-30,27175
"State of Tennessee, Treasury Department",337029,2025-09-30,61558
ACADIAN ASSET MANAGEMENT LLC,335782,2025-09-30,323283
TECTONIC ADVISORS LLC,323718,2025-09-30,31923
"Empowered Funds, LLC",322245,2025-09-30,65761
Hosking Partners LLP,320654,2025-09-30,-106
BALYASNY ASSET MANAGEMENT L.P.,319064,2025-09-30,297435
BI Asset Management Fondsmaeglerselskab A/S,318159,2025-09-30,-571151
Weiss Asset Management LP,317573,2025-09-30,317573
SKBA CAPITAL MANAGEMENT LLC,317450,2025-09-30,200
"QRG CAPITAL MANAGEMENT, INC.",316748,2025-09-30,-381652
Varma Mutual Pension Insurance Co,313688,2025-09-30,24900
NATIONAL BANK OF CANADA /FI/,312377,2025-09-30,-426458
Arizona State Retirement System,311884,2025-09-30,3029
THRIVENT FINANCIAL FOR LUTHERANS,307509,2025-09-30,37616
STATE OF MICHIGAN RETIREMENT SYSTEM,303900,2025-09-30,1100
WESTPAC BANKING CORP,301787,2025-09-30,0
SHELTON CAPITAL MANAGEMENT,301568,2025-09-30,-51407
"MetLife Investment Management, LLC",294261,2025-09-30,-4955
"NATIXIS ADVISORS, L.P.",292801,2025-09-30,63458
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,291275,2025-09-30,547
"FIRST AMERICAN TRUST, FSB",287747,2025-09-30,198
"Grantham, Mayo, Van Otterloo & Co. LLC",280062,2025-09-30,-517696
US BANCORP \DE\,276517,2025-09-30,16103
"Gilman Hill Asset Management, LLC",273087,2025-09-30,8402
"NISA INVESTMENT ADVISORS, LLC",271382,2025-09-30,-1033
Czech National Bank,270835,2025-09-30,12539
ProShare Advisors LLC,268896,2025-09-30,50904
ArrowMark Colorado Holdings LLC,268000,2025-09-30,0
"Horizon Investments, LLC",266937,2025-09-30,203610
"D. E. Shaw & Co., Inc.",264144,2025-09-30,208200
"Cambridge Investment Research Advisors, Inc.",263647,2025-09-30,7869
JUPITER ASSET MANAGEMENT LTD,252509,2025-09-30,252509
GSI Capital Advisors LLC,251160,2025-09-30,-20731
Wealthfront Advisers LLC,247777,2025-09-30,593
VOYA INVESTMENT MANAGEMENT LLC,246492,2025-09-30,-61210
Squarepoint Ops LLC,242082,2025-09-30,212566
WELLINGTON MANAGEMENT GROUP LLP,240108,2025-09-30,96461
Greenland Capital Management LP,239507,2025-09-30,0
NEOS Investment Management LLC,239287,2025-09-30,92972
BAMCO INC /NY/,239048,2025-09-30,-3300
"New Age Alpha Advisors, LLC",235466,2025-09-30,2508
PUBLIC SECTOR PENSION INVESTMENT BOARD,229974,2025-09-30,12556
USS Investment Management Ltd,224368,2025-09-30,0
"Bogart Wealth, LLC",224329,2025-09-30,-5190
Investment Management Corp of Ontario,222290,2025-09-30,179676
DAVIS SELECTED ADVISERS,221610,2025-09-30,51870
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,221342,2025-09-30,10496
"Beacon Pointe Advisors, LLC",215141,2025-09-30,42150
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",214311,2025-09-30,28829
GABELLI FUNDS LLC,213837,2025-09-30,5250
WESTWOOD HOLDINGS GROUP INC,213644,2025-09-30,55380
GUGGENHEIM CAPITAL LLC,211298,2025-09-30,-24135
AIA Group Ltd,209413,2025-09-30,78991
AMALGAMATED BANK,207922,2025-09-30,-2456
Empire Life Investments Inc.,202748,2025-09-30,-983
ASHFORD CAPITAL MANAGEMENT INC,200460,2025-09-30,-5300
DnB Asset Management AS,200191,2025-09-30,8239
"Glenmede Investment Management, LP",200078,2025-09-30,159827
Groupe la Francaise,193648,2025-09-30,-1760
Elo Mutual Pension Insurance Co,193027,2025-09-30,59375
"Mirae Asset Global Investments Co., Ltd.",192919,2025-09-30,20818
CHILTON CAPITAL MANAGEMENT LLC,192174,2025-09-30,-5105
"Kestra Advisory Services, LLC",191818,2025-09-30,76861
"Berger Financial Group, Inc",189868,2025-09-30,1092
Creative Planning,187691,2025-09-30,58428
"Linden Thomas Advisory Services, LLC",187586,2025-09-30,4868
"YOUSIF CAPITAL MANAGEMENT, LLC",183631,2025-09-30,-4619
IBEX WEALTH ADVISORS,182010,2025-09-30,3085
Quantbot Technologies LP,180604,2025-09-30,180604
Genus Capital Management Inc.,180290,2025-09-30,-64600
"Cubist Systematic Strategies, LLC",178149,2025-09-30,178149
"HOURGLASS CAPITAL, LLC",175177,2025-09-30,-747
Utah Retirement Systems,173709,2025-09-30,0
Police & Firemen's Retirement System of New Jersey,170769,2025-09-30,9492
"Cutler Capital Management, LLC",166835,2025-09-30,702
Family Management Corp,164234,2025-09-30,164234
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",161931,2025-09-30,9747
Sterling Capital Management LLC,160942,2025-09-30,-12150
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",158396,2025-09-30,-117543
LDR Capital Management LLC,157704,2025-09-30,-32234
"Columbus Macro, LLC",157424,2025-09-30,18401
"XPONANCE, INC.",156591,2025-09-30,-18722
TRUIST FINANCIAL CORP,156086,2025-09-30,32026
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,153614,2025-09-30,60
"COMMONWEALTH EQUITY SERVICES, LLC",153186,2025-09-30,-6328
PEAPACK GLADSTONE FINANCIAL CORP,152219,2025-09-30,-28162
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,151869,2025-09-30,-14419
TT Capital Management LLC,148236,2025-09-30,-8671
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,144574,2025-09-30,1039
"Rafferty Asset Management, LLC",143411,2025-09-30,5839
COMMERZBANK AKTIENGESELLSCHAFT /FI,141935,2025-09-30,79441
Woodline Partners LP,140932,2025-09-30,26629
"Global Wealth Management Investment Advisory, Inc.",140436,2025-09-30,116325
AGF MANAGEMENT LTD,140179,2025-09-30,-887
Sophron Capital Management L.P.,139339,2025-09-30,139339
TEACHER RETIREMENT SYSTEM OF TEXAS,138406,2025-09-30,-51336
OSSIAM,137936,2025-09-30,87055
"Vanguard Personalized Indexing Management, LLC",137050,2025-09-30,3343
WASATCH ADVISORS LP,135354,2025-09-30,484
Truvestments Capital LLC,135354,2025-09-30,-19109
"Oxbow Advisors, LLC",135248,2025-09-30,401
"MML INVESTORS SERVICES, LLC",132014,2025-09-30,12594
"Ashton Thomas Private Wealth, LLC",131798,2025-09-30,91476
"HOHIMER WEALTH MANAGEMENT, LLC",129629,2025-09-30,-14314
"EXCHANGE TRADED CONCEPTS, LLC",127778,2025-09-30,-7923
HALLMARK CAPITAL MANAGEMENT INC,124721,2025-09-30,1450
"Thrive Capital Management, LLC",123292,2025-09-30,21800
"NewEdge Advisors, LLC",122904,2025-09-30,77315
Harvest Portfolios Group Inc.,122374,2025-09-30,-5942
MOTCO,122249,2025-09-30,-673
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,121893,2025-09-30,30580
"PNC FINANCIAL SERVICES GROUP, INC.",120306,2025-09-30,6802
BURNEY CO/,117660,2025-09-30,-1177
TD PRIVATE CLIENT WEALTH LLC,117067,2025-09-30,-7183
Brevan Howard Capital Management LP,116817,2025-09-30,106821
CAXTON ASSOCIATES LLP,115696,2025-09-30,40721
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,115394,2025-09-30,-5609
"Norinchukin Bank, The",111830,2025-09-30,1375
"Pacer Advisors, Inc.",109602,2025-09-30,-20040
"CreativeOne Wealth, LLC",108636,2025-09-30,-1383
"Pathway Financial Advisers, LLC",107221,2025-09-30,5282
Federation des caisses Desjardins du Quebec,104350,2025-09-30,-26529
AR ASSET MANAGEMENT INC,101850,2025-09-30,-1000
Ghisallo Capital Management LLC,100000,2025-09-30,0
"Atria Investments, Inc",98422,2025-09-30,15419
"Caprock Group, LLC",98017,2025-09-30,98017
ONTARIO TEACHERS PENSION PLAN BOARD,97918,2025-09-30,40157
"Edgestream Partners, L.P.",97767,2025-09-30,-209689
Presima Securities ULC,97703,2025-09-30,3651
"Mariner, LLC",97459,2025-09-30,-23367
"Berkeley Capital Partners, LLC",97081,2025-09-30,1207
Machina Capital S.A.S.,96715,2025-09-30,96715
Atom Investors LP,96684,2025-09-30,96684
"CWM, LLC",96436,2025-09-30,1594
COMMUNITY TRUST & INVESTMENT CO,96306,2025-09-30,-2011
"Pathstone Holdings, LLC",95626,2025-09-30,9690
OSTRUM ASSET MANAGEMENT,93344,2025-09-30,23818
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,92228,2025-09-30,0
Larson Financial Group LLC,90417,2025-09-30,3068
BLAIR WILLIAM & CO/IL,90261,2025-09-30,-55264
"Riverview Capital Advisers, LLC",88385,2025-09-30,-272
Vanderbilt University,87852,2025-09-30,12995
Richard Bernstein Advisors LLC,86681,2025-09-30,-109222
Vinva Investment Management Ltd,86373,2025-09-30,19861
FIFTH THIRD BANCORP,86130,2025-09-30,8018
ALLSTATE CORP,85509,2025-09-30,33082
Core Alternative Capital,84925,2025-09-30,-10260
"Modus Advisors, LLC",84393,2025-09-30,4028
SPIRIT OF AMERICA MANAGEMENT CORP/NY,84370,2025-09-30,-1000
"Black Swift Group, LLC",84005,2025-09-30,660
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,82590,2025-09-30,0
"Masterton Capital Management, LP",80817,2025-09-30,80817
"Barnett & Company, Inc.",79080,2025-09-30,0
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,78701,2025-09-30,22796
MIZUHO SECURITIES USA LLC,77667,2025-09-30,4636
Quest Partners LLC,77553,2025-09-30,77287
"Merit Financial Group, LLC",76469,2025-09-30,722
ZACKS INVESTMENT MANAGEMENT,76173,2025-09-30,920
"Accurate Wealth Management, LLC",75775,2025-09-30,-3424
"Johnson Financial Group, Inc.",75717,2025-09-30,-2367
Keeler THomas Management LLC,75559,2025-09-30,3932
"Naviter Wealth, LLC",74558,2025-09-30,3458
"GeoWealth Management, LLC",74351,2025-09-30,-1237
"CARRET ASSET MANAGEMENT, LLC",74318,2025-09-30,500
"CWA Asset Management Group, LLC",73686,2025-09-30,5396
Csenge Advisory Group,73574,2025-09-30,73574
"Icon Wealth Advisors, LLC",73416,2025-09-30,31930
"SIGNET FINANCIAL MANAGEMENT, LLC",72156,2025-09-30,-201
OPPENHEIMER & CO INC,71826,2025-09-30,-157
Y-Intercept (Hong Kong) Ltd,71498,2025-09-30,-134059
"Synergy Asset Management, LLC",71382,2025-09-30,35691
Tredje AP-fonden,71063,2025-09-30,-10264
"Beech Hill Advisors, Inc.",70379,2025-09-30,-465
"Smith Group Asset Management, LLC",70000,2025-09-30,0
iA Global Asset Management Inc.,68446,2025-09-30,68446
"SIMON QUICK ADVISORS, LLC",68336,2025-09-30,-670
Kentucky Retirement Systems,66306,2025-09-30,-1197
DoubleLine ETF Adviser LP,66023,2025-09-30,3741
BROWN BROTHERS HARRIMAN & CO,65319,2025-09-30,43960
PARK AVENUE SECURITIES LLC,65184,2025-09-30,65184
"Plan Group Financial, LLC",64362,2025-09-30,11754
INTACT INVESTMENT MANAGEMENT INC.,64300,2025-09-30,-105000
SHELL ASSET MANAGEMENT CO,63480,2025-09-30,-28329
ING GROEP NV,63294,2025-09-30,55403
HARTFORD INVESTMENT MANAGEMENT CO,62977,2025-09-30,-1233
"RBA Wealth Management, LLC",62617,2025-09-30,-460
"Virtus Investment Advisers, Inc.",61885,2025-09-30,13558
SCHRODER INVESTMENT MANAGEMENT GROUP,61335,2025-09-30,17675
"Convergence Investment Partners, LLC",60996,2025-09-30,8956
"OBERMEYER WOOD INVESTMENT COUNSEL, LLLP",60612,2025-09-30,647
"Clarkston Capital Partners, LLC",60000,2025-09-30,0
CORRECT CAPITAL WEALTH MANAGEMENT,58691,2025-09-30,288
Morningstar Investment Management LLC,57943,2025-09-30,57943
"Delta Investment Management, LLC",57568,2025-09-30,25646
Curated Wealth Partners LLC,57410,2025-09-30,-15000
WRIGHT INVESTORS SERVICE INC,57047,2025-09-30,-17470
Banque Cantonale Vaudoise,56891,2025-09-30,26280
Meiji Yasuda Life Insurance Co,56395,2025-09-30,5332
Louisiana State Employees Retirement System,56000,2025-09-30,200
PICTON MAHONEY ASSET MANAGEMENT,55936,2025-09-30,-3338
Erste Asset Management GmbH,55600,2025-09-30,-5135
"RB Capital Management, LLC",55002,2025-09-30,-751
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,54954,2025-09-30,-7460
"Secure Asset Management, LLC",54794,2025-09-30,14889
"Vestmark Advisory Solutions, Inc.",54719,2025-09-30,12626
AG2R LA MONDIALE GESTION D'ACTIFS,54638,2025-09-30,0
D.A. DAVIDSON & CO.,54070,2025-09-30,33536
Tower Research Capital LLC (TRC),53752,2025-09-30,29746
CAPTRUST FINANCIAL ADVISORS,53298,2025-09-30,6840
Maryland State Retirement & Pension System,53064,2025-09-30,1734
INGALLS & SNYDER LLC,52917,2025-09-30,2810
Candriam S.C.A.,52769,2025-09-30,5181
"Peak Retirement Planning, Inc.",52416,2025-09-30,12563
NORDEA INVESTMENT MANAGEMENT AB,52084,2025-09-30,-713
MAINSTAY CAPITAL MANAGEMENT LLC /ADV,52051,2025-09-30,52051
NOMURA HOLDINGS INC,51781,2025-09-30,51781
Paralel Advisors LLC,51763,2025-09-30,0
"SECURIAN ASSET MANAGEMENT, INC",51450,2025-09-30,-3776
Alaethes Wealth LLC,51202,2025-09-30,2533
INTECH INVESTMENT MANAGEMENT LLC,50709,2025-09-30,28367
"KESTRA PRIVATE WEALTH SERVICES, LLC",50249,2025-09-30,-595
J. Safra Sarasin Holding AG,49730,2025-09-30,10059
Point72 (DIFC) Ltd,49431,2025-09-30,49431
B&I Capital AG,47960,2025-09-30,-6980
"PREVAIL INNOVATIVE WEALTH ADVISORS, LLC",47747,2025-09-30,18642
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,47700,2025-09-30,-1600
"Envestnet Portfolio Solutions, Inc.",47361,2025-09-30,-1984
"HGI Capital Management, LLC",46931,2025-09-30,-35381
"Brinker Capital Investments, LLC",46672,2025-09-30,-1920
"Leo Wealth, LLC",46416,2025-09-30,39145
Strategic Investment Advisors / MI,46358,2025-09-30,-1174
"Entropy Technologies, LP",46181,2025-09-30,46181
Generali Asset Management SPA SGR,45585,2025-09-30,-3205
"Toroso Investments, LLC",45585,2025-09-30,-6812
"Dai-Ichi Life Insurance Company, Ltd",45519,2025-09-30,-2771
"GAMCO INVESTORS, INC. ET AL",44901,2025-09-30,-678
Donoghue Forlines LLC,44871,2025-09-30,-482
Steel Peak Wealth Management LLC,44528,2025-09-30,19474
SMH CAPITAL ADVISORS INC,44111,2025-09-30,3041
"Palogic Value Management, L.P.",43900,2025-09-30,0
"Cresset Asset Management, LLC",43599,2025-09-30,21855
"CORRADO ADVISORS, LLC",43083,2025-09-30,-289
Ethic Inc.,43052,2025-09-30,6202
"LVW Advisors, LLC",42299,2025-09-30,-254
BARD ASSOCIATES INC,41767,2025-09-30,-35244
"Beck Bode, LLC",41576,2025-09-30,-11373
"SG Americas Securities, LLC",41339,2025-09-30,-22419
GoalVest Advisory LLC,41241,2025-09-30,2432
GROUPAMA ASSET MANAGMENT,41226,2025-09-30,41226
"Summit Trail Advisors, LLC",41107,2025-09-30,18406
Plato Investment Management Ltd,38575,2025-09-30,-2409
LECAP ASSET MANAGEMENT LTD,38184,2025-09-30,38184
"BURLING WEALTH PARTNERS, LLC",38127,2025-09-30,-16546
"Bleakley Financial Group, LLC",38029,2025-09-30,-4334
"DRW Securities, LLC",37494,2025-09-30,27758
"PRINCIPAL SECURITIES, INC.",37295,2025-09-30,2236
OMERS ADMINISTRATION Corp,37204,2025-09-30,0
"Private Advisor Group, LLC",36954,2025-09-30,5924
Gordian Capital Singapore Pte Ltd,36900,2025-09-30,-13100
StoneX Group Inc.,36475,2025-09-30,3397
