symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
ULTA,2025-01-31,412.15,47207000,19456365050,703201000,1923234000,20676398050
ULTA,2024-01-31,502.05,49304000,24753073200,766594000,1911092000,25897571200
ULTA,2023-01-31,513.96,51403000,26419085880,737877000,1903176000,27584384880
ULTA,2022-01-31,363.74,54482000,19817282680,431560000,1846756000,21232478680
ULTA,2021-01-31,282.21,56351000,15902815709,1046051000,1896801000,16753565709
ULTA,2020-01-31,267.91,57840000,15495914400,392325000,1938347000,17041936400
ULTA,2019-01-31,291.92,59864000,17475498880,409251000,0,17066247880
ULTA,2018-01-31,222.1,61556000,13671587600,277445000,0,13394142600
ULTA,2017-01-31,272.28,62519000,17022673319,385010000,0,16637663319
ULTA,2016-01-31,180.57,63949000,11547270930,345840000,0,11201430930
ULTA,2015-01-31,131.94,64335000,8488359900,389149000,0,8099210900
ULTA,2014-01-31,85.71,63992000,5484754320,419476000,0,5065278320
ULTA,2013-01-31,97.82,63250000,6187115000,320475000,0,5866640000
ULTA,2012-01-31,76.15,61259000,4664872850,253738000,0,4411134850
ULTA,2011-01-31,37.04,58959000,2183841360,111185000,0,2072656360
ULTA,2010-01-31,19.79,57915000,1146137850,4017000,0,1142120850
ULTA,2009-01-31,5.83,57425000,334787750,3638000,106047000,437196750
ULTA,2008-01-31,15.24,20383000,310636920,3789000,74770000,381617920
ULTA,2007-01-31,29.82,5771000,172091220,3645000,50737000,219183220
ULTA,2006-01-31,29.82,4094233,122090028,2839000,45381000,164632028
ULTA,2005-01-31,29.82,3180611,94845820,0,0,94845820
ULTA,2004-01-31,29.82,2331000,69510420,3178000,0,66332420
ULTA,2003-01-31,29.82,1936416,57743925,2628000,0,55115925
