symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
BR,2030-06-30,8677522243,8762508899,8718000000,1941992390,1961012040,1951051139,1309976044,1322805798,1316086646,1528617011,1548106937,1537900013,1238190920,1250317620,1243966670,13,13.08628,12.92153,2,1
BR,2029-06-30,8298291230,8379563741,8337000000,1857122110,1875310551,1865784967,1252726574,1264995635,1258570127,1416911052,1434976646,1425515012,1184078654,1195675384,1189601987,12.05,12.12998,11.97727,2,1
BR,2028-06-30,8029271010,8056130823,8042700917,1796916535,1802927646,1799922090,1212114746,1216169557,1214142152,1283065248,1393765657,1338415452.5,1145692305,1149524917,1147608611,11.29473,11.78162,10.84586,5,4
BR,2027-06-30,7586366242,7636607078,7616510744,1697796340,1709040025,1704542551,1145252960,1152837417,1149803634,1209295734,1215229662,1212262698,1082494465,1089663303,1086795768,10.24234,10.27244,10.22228,7,7
BR,2026-06-30,7250792873,7280837595,7270822688,1622696455,1629420335,1627179042,1094594136,1099129747,1097617877,1104329326,1132920070,1118624698,1034611684,1038898749,1037469727,9.45583,9.57667,9.33499,7,7
BR,2025-06-30,6831264308,6910697614,6880910125,1528807755,1546584589,1539918277,1031261268,1043252678,1038755899,996399503,1014066425,1005232964,974749382,986083677,981833316,8.49234,8.57199,8.42265,6,6
BR,2024-06-30,6516641864,6536631563,6526636714,1458396597,1462870206,1460633401,983765237,986782922,985274079,908740385,918206751,913473568,929856077,932708396,931282236,7.72167,7.76168,7.68166,5,5
BR,2023-06-29,6048086688,6155162229,6101624459,940403181,1410604772,1175503977,587894839,881842259,734868549,536879999,805320000,671100000,715119778,1072679666,893899722,6.91143,6.9573,6.86971,2,1
BR,2022-06-29,5647157885,5702465501,5673500000,827341063,1241011596,1034176330,541076638,811614957,676345798,422918990,634378486,528648738,634919551,952379327,793649439,6.436,6.47872,6.39715,1,2
BR,2021-06-29,4916838748,4964993702,4939774167,660414702,990622053,825518378,511030180,766545272,638787727,385310040,577965060,481637550,454128348,681192523,567660436,5.652,5.68951,5.61789,2,1
BR,2020-06-29,4464986074,4508715635,4485813750,620228006,930342010,775285008,455007127,682510692,568758910,332014883,498022326,415018605,519366213,779049320,649207767,4.97125,5.00424,4.94124,2,1
BR,2019-06-29,4354845966,4397496827,4375159875,565283535,847925303,706604419,432712614,649068921,540890768,330191611,495287419,412739515,456716487,685074733,570895611,4.65,4.68086,4.62193,3,4
BR,2018-06-29,4304670144,4346829589,4324750000,511850373,767775561,639812968,412008143,618012216,515010180,257382924,386074386,321728655,320380973,480571460,400476217,4.19833,4.22619,4.17299,4,3
BR,2017-06-29,4082078460,4122057868,4101120000,468283920,702425880,585354901,387134777,580702166,483918472,231870752,347806129,289838441,356386624,534579936,445483280,3.13667,3.15749,3.11774,4,3
BR,2016-06-29,2897185592,2925560295,2910700000,431722223,647583335,539652779,373918911,560878368,467398640,228541122,342811684,285676403,306339884,459509825,382924855,2.72833,2.74644,2.71186,3,4
BR,2015-06-29,2681830153,2708095690,2694340000,365390185,548085279,456737732,314688551,472032825,393360689,196666836,295000255,245833546,304874264,457311398,381092831,2.47042,2.48682,2.45551,8,7
BR,2014-06-29,1860667979,2791001968,2325834974,341384721,512077081,426730901,294875305,442312958,368594132,183358200,275037303,229197752,245485360,368228041,306856701,1.695,2.03,1.36,9,9
BR,2013-06-29,1782085384,2673128078,2227606731,232522425,348783638,290653032,225933590,338900385,282416988,102565516,153848274,128206895,236549490,354824234,295686862,1.49,1.79,1.19,16,16
BR,2012-06-29,1564157333,2346236000,1955196667,245129818,367694727,306412273,209392363,314088544,261740454,123073454,184610181,153841818,181822545,272733818,227278182,1.215,1.46,0.97,13,13
BR,2011-06-29,1954726726,2932090090,2443408409,271198387,406797580,338997984,227310328,340965493,284137911,126984761,190477141,158730951,233058899,349588350,291323625,1.36,1.64,1.08,12,12
BR,2010-06-29,1626310517,2439465777,2032888147,307723891,461585837,384654864,277327008,415990512,346658760,163083081,244624621,203853851,163103020,244654531,203878776,1.285,1.55,1.02,16,16
BR,2009-06-29,1746200579,2619300868,2182750724,312062285,468093428,390077857,279920571,419880857,349900714,152897047,229345571,191121309,184999142,277498714,231248928,1.32,1.58,1.06,8,8
BR,2008-06-29,1496830245,2245245370,1871037808,268473865,402710798,335592332,227065408,340598113,283831761,138693842,208040764,173367303,155295929,232943894,194119912,1.165,1.4,0.93,12,12
