date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,recordDate,paymentDate,adjDividend,declarationDate
2024-05-13,53.23,54.68,53.2,54.4,54.4,7633969,7633969,1.17,2.2,53.8775,"May 13, 24",0.022,,,,,
2024-05-10,52.98,53.37,52.46,52.72,52.72,3534129,3534129,-0.26,-0.49075,52.8825,"May 10, 24",-0.0049075,,,,,
2024-05-09,52.96,53.17,52.58,52.63,52.63,3540683,3540683,-0.33,-0.62311,52.835,"May 09, 24",-0.0062311,,,,,
2024-05-08,53.12,53.5,52.63,53.02,53.02,4853210,4853210,-0.1,-0.18825,53.0675,"May 08, 24",-0.0018825,,,,,
2024-05-07,53.3,53.35,52.57,52.69,52.69,6193528,6193528,-0.61,-1.14,52.9775,"May 07, 24",-0.0114,,,,,
2024-05-06,51.93,54.06,51.7,53.97,53.97,8713619,8713619,2.04,3.93,52.915,"May 06, 24",0.0393,,,,,
2024-05-03,52,52.75,51.23,51.65,51.65,7315511,7315511,-0.35,-0.67308,51.9075,"May 03, 24",-0.0067308,,,,,
2024-05-02,51.39,51.82,50.92,51.68,51.68,7455861,7455861,0.29,0.56431,51.4525,"May 02, 24",0.0056431,,,,,
2024-05-01,51.4,51.51,49.73,50.67,50.67,9732295,9732295,-0.73,-1.42,50.8275,"May 01, 24",-0.0142,,,,,
2024-04-30,52.42,52.68,51.41,51.46,51.46,7313209,7313209,-0.96,-1.83,51.9925,"April 30, 24",-0.0183,,,,,
2024-04-29,52.8,53.13,52.16,52.97,52.97,5509088,5509088,0.17,0.32197,52.765,"April 29, 24",0.0032197,,,,,
2024-04-26,53.07,53.51,52.29,52.84,52.84,6905764,6905764,-0.23,-0.43339,52.9275,"April 26, 24",-0.0043339,,,,,
2024-04-25,52.28,53.84,51.32,53.51,53.51,8895526,8895526,1.23,2.35,52.7375,"April 25, 24",0.0235,,,,,
2024-04-24,53.69,53.95,52.11,52.67,52.67,10034253,10034253,-1.02,-1.9,53.105,"April 24, 24",-0.019,,,,,
2024-04-23,53.1,54.67,52.81,54.03,54.03,12733073,12733073,0.93,1.75,53.6525,"April 23, 24",0.0175,,,,,
2024-04-22,51.86,54.15,51.53,53.94,53.94,16424904,16424904,2.08,4.01,52.87,"April 22, 24",0.0401,,,,,
2024-04-19,51.19,53.1,50.9,51.38,51.38,17004809,17004809,0.19,0.37117,51.6425,"April 19, 24",0.0037117,,,,,
2024-04-18,49.22,51.88,49.2,51.42,51.42,38675982,38675982,2.2,4.47,50.43,"April 18, 24",0.0447,,,,,
2024-04-17,44.45,49.14,44.11,48.74,48.74,67541270,67541270,4.29,9.65,46.61,"April 17, 24",0.0965,,,,,
2024-04-16,40.8,41.72,40.1,41.5,41.5,18510943,18510943,0.7,1.72,41.03,"April 16, 24",0.0172,,,,,
2024-04-15,42.15,42.83,40.84,41.04,41.04,10452069,10452069,-1.11,-2.63,41.715,"April 15, 24",-0.0263,,,,,
2024-04-12,42.1,42.13,41.08,41.8,41.8,11114635,11114635,-0.3,-0.71259,41.7775,"April 12, 24",-0.0071259,,,,,
2024-04-11,42.3,43.11,42.04,43.04,43.04,8288415,8288415,0.74,1.75,42.6225,"April 11, 24",0.0175,,,,,
2024-04-10,44.26,44.75,41.76,42.37,42.37,13796489,13796489,-1.89,-4.27,43.285,"April 10, 24",-0.0427,,,,,
2024-04-09,43.43,43.73,42.97,43.44,43.44,6344793,6344793,0.01,0.02302556,43.3925,"April 09, 24",0.0002302556,,,,,
2024-04-08,42.72,43.88,42.6,43.31,43.31,7893053,7893053,0.59,1.38,43.1275,"April 08, 24",0.0138,,,,,
2024-04-05,43.22,43.5,42.76,43.19,43.19,7514026,7514026,-0.03,-0.06941231,43.1675,"April 05, 24",-0.0006941231,,,,,
2024-04-04,44.98,45.75,43.18,43.22,43.22,9353722,9353722,-1.76,-3.91,44.2825,"April 04, 24",-0.0391,,,,,
2024-04-03,45.5,46.24,44.37,44.62,44.62,8664467,8664467,-0.88,-1.93,45.1825,"April 03, 24",-0.0193,,,,,
2024-04-02,46.55,46.55,45.29,45.65,45.65,8149920,8149920,-0.9,-1.93,46.01,"April 02, 24",-0.0193,,,,,
2024-04-01,48,48.73,47.32,47.35,47.35,8572523,8572523,-0.65,-1.35,47.85,"April 01, 24",-0.0135,,,,,
2024-03-28,47.18,48,47.11,47.88,47.88,7587826,7587826,0.7,1.48,47.5425,"March 28, 24",0.0148,,,,,
2024-03-27,45.69,47.48,45.62,47.24,47.24,10931173,10931173,1.55,3.39,46.5075,"March 27, 24",0.0339,,,,,
2024-03-26,45.03,45.9,44.85,45.42,45.42,8598605,8598605,0.39,0.86609,45.3,"March 26, 24",0.0086609,,,,,
2024-03-25,45.05,45.11,43.54,44.89,44.89,13422379,13422379,-0.16,-0.35516,44.6475,"March 25, 24",-0.0035516,,,,,
2024-03-22,46.51,46.79,46.14,46.47,46.47,4994423,4994423,-0.04,-0.08600301,46.4775,"March 22, 24",-0.0008600301,,,,,
2024-03-21,46.11,46.69,45.93,46.63,46.63,5582809,5582809,0.52,1.13,46.34,"March 21, 24",0.0113,,,,,
2024-03-20,43.64,45.99,43.41,45.98,45.98,8628300,8628300,2.34,5.36,44.755,"March 20, 24",0.0536,,,,,
2024-03-19,43.63,44.06,43.33,43.91,43.91,5175525,5175525,0.28,0.64176,43.7325,"March 19, 24",0.0064176,,,,,
2024-03-18,43.62,43.71,42.5,43.55,43.55,5685381,5685381,-0.07,-0.16048,43.345,"March 18, 24",-0.0016048,,,,,
2024-03-15,42.8,43.69,42.78,43.62,43.62,9156519,9156519,0.825,1.92,43.2225,"March 15, 24",0.0192,,,,,
2024-03-14,42.91,43,41.99,42.85,42.85,7293490,7293490,-0.06,-0.13983,42.6875,"March 14, 24",-0.0013983,,,,,
2024-03-13,41.91,43.33,41.86,43.04,43.04,7885380,7885380,1.13,2.7,42.535,"March 13, 24",0.027,,,,,
2024-03-12,42.67,42.8,40.83,42.17,42.17,12149764,12149764,-0.5,-1.17,42.1175,"March 12, 24",-0.0117,,,,,
2024-03-11,42.83,43.07,42.53,42.89,42.89,7371000,7371000,0.06,0.14009,42.83,"March 11, 24",0.0014009,,,,,
2024-03-08,44.11,44.51,43.23,43.3,43.3,7734113,7734113,-0.81,-1.84,43.7875,"March 08, 24",-0.0184,,,,,
2024-03-07,44.09,44.72,44.02,44.12,44.12,5597183,5597183,0.03,0.06804264,44.2375,"March 07, 24",0.0006804264,,,,,
2024-03-06,44.1,44.83,43.82,44.07,44.07,5927695,5927695,-0.03,-0.06802721,44.205,"March 06, 24",-0.0006802721,,,,,
2024-03-05,43.73,44.03,43.41,43.74,43.74,6078318,6078318,0.01,0.0228676,43.7275,"March 05, 24",0.000228676,,,,,
2024-03-04,44.59,45.18,43.63,44.14,44.14,10628809,10628809,-0.45,-1.01,44.385,"March 04, 24",-0.0101,,,,,
2024-03-01,45.61,45.73,44.38,44.84,44.84,7289437,7289437,-0.77,-1.69,45.14,"March 01, 24",-0.0169,,,,,
2024-02-29,45,45.67,44.93,45.49,45.49,6997020,6997020,0.49,1.09,45.2725,"February 29, 24",0.0109,,,,,
2024-02-28,44.43,45.13,44.4,44.76,44.76,6146208,6146208,0.33,0.74274,44.68,"February 28, 24",0.0074274,,,,,
2024-02-27,45.39,45.52,44.55,44.9,44.9,6902909,6902909,-0.49,-1.08,45.09,"February 27, 24",-0.0108,,,,,
2024-02-26,45.47,46.25,44.97,44.97,44.97,6694530,6694530,-0.5,-1.1,45.415,"February 26, 24",-0.011,,,,,
2024-02-23,45.11,45.78,44.96,45.51,45.51,6576111,6576111,0.4,0.88672,45.34,"February 23, 24",0.0088672,,,,,
2024-02-22,44.45,45.88,44.39,45.26,45.26,9335800,9335800,0.81,1.82,44.995,"February 22, 24",0.0182,,,,,
2024-02-21,43.11,44.11,42.89,44.05,44.05,9333271,9333271,0.94,2.18,43.54,"February 21, 24",0.0218,,,,,
2024-02-20,41.68,43.72,41.68,43.46,43.46,12298960,12298960,1.78,4.27,42.635,"February 20, 24",0.0427,,,,,
2024-02-16,42.26,42.54,41.61,41.99,41.99,6985446,6985446,-0.27,-0.6389,42.1,"February 16, 24",-0.006389,,,,,
2024-02-15,43.33,43.69,42.57,42.83,42.83,6694584,6694584,-0.5,-1.15,43.105,"February 15, 24",-0.0115,,,,,
2024-02-14,41.87,43.01,41.7,42.83,42.83,7489308,7489308,0.96,2.29,42.3525,"February 14, 24",0.0229,,,,,
2024-02-13,41.87,42.38,41.14,41.62,41.62,9501041,9501041,-0.25,-0.59709,41.7525,"February 13, 24",-0.0059709,,,,,
2024-02-12,42.15,43.29,42.09,43.02,43.02,7376567,7376567,0.87,2.06,42.6375,"February 12, 24",0.0206,,,,,
2024-02-09,42.86,43.04,41.6,42.33,42.33,9216150,9216150,-0.53,-1.24,42.4575,"February 09, 24",-0.0124,,,,,
2024-02-08,41.21,41.66,40.44,41.62,41.62,7406130,7406130,0.41,0.9949,41.2325,"February 08, 24",0.009949,,,,,
2024-02-07,41.23,41.64,40.82,41.28,41.28,6535025,6535025,0.05,0.12127,41.2425,"February 07, 24",0.0012127,,,,,
2024-02-06,39.86,41.3,39.71,41.23,41.23,6553596,6553596,1.37,3.44,40.525,"February 06, 24",0.0344,,,,,
2024-02-05,40.76,40.83,39.98,40.01,40.01,8629109,8629109,-0.75,-1.84,40.395,"February 05, 24",-0.0184,,,,,
2024-02-02,41.32,41.54,40.9,41.37,41.37,5737761,5737761,0.05,0.12101,41.2825,"February 02, 24",0.0012101,,,,,
2024-02-01,41.69,42.08,40.37,41.5,41.5,7493166,7493166,-0.19,-0.45574,41.41,"February 01, 24",-0.0045574,,,,,
2024-01-31,41.4,42.46,40.86,41.38,41.38,7855875,7855875,-0.02,-0.04830918,41.525,"January 31, 24",-0.0004830918,,,,,
2024-01-30,41.76,42.18,41.57,41.66,41.66,5264197,5264197,-0.1,-0.23946,41.7925,"January 30, 24",-0.0023946,,,,,
2024-01-29,42.5,42.87,42.01,42.09,42.09,7935230,7935230,-0.41,-0.96471,42.3675,"January 29, 24",-0.0096471,,,,,
2024-01-26,43,43.56,42.32,42.55,42.55,6921386,6921386,-0.45,-1.05,42.8575,"January 26, 24",-0.0105,,,,,
2024-01-25,42.09,43.1,41.78,42.96,42.96,14659328,14659328,0.87,2.07,42.4825,"January 25, 24",0.0207,,,,,
2024-01-24,41.06,41.35,40.48,40.84,40.84,8524229,8524229,-0.22,-0.5358,40.9325,"January 24, 24",-0.005358,,,,,
2024-01-23,41.02,42.32,39.77,40.49,40.49,30849057,30849057,-0.525,-1.29,40.9,"January 23, 24",-0.0129,,,,,
2024-01-22,39.26,39.49,38.23,38.45,38.45,17254371,17254371,-0.81,-2.06,38.8575,"January 22, 24",-0.0206,,,,,
2024-01-19,39.72,39.75,38.56,38.82,38.82,9734201,9734201,-0.9,-2.27,39.2125,"January 19, 24",-0.0227,,,,,
2024-01-18,38.05,39.83,37.88,39.77,39.77,11183788,11183788,1.72,4.52,38.8825,"January 18, 24",0.0452,,,,,
2024-01-17,38.46,38.83,37.68,37.88,37.88,9483430,9483430,-0.58,-1.51,38.2125,"January 17, 24",-0.0151,,,,,
2024-01-16,39.29,39.38,38.1,38.93,38.93,13383450,13383450,-0.36,-0.91626,38.925,"January 16, 24",-0.0091626,,,,,
2024-01-12,42.57,42.64,39.76,39.78,39.78,26572445,26572445,-2.79,-6.55,41.1875,"January 12, 24",-0.0655,,,,,
2024-01-11,44.06,44.54,43.41,44.51,44.51,6750274,6750274,0.45,1.02,44.13,"January 11, 24",0.0102,,,,,
2024-01-10,43.68,44.5,43.43,44.26,44.26,8337510,8337510,0.58,1.33,43.9675,"January 10, 24",0.0133,,,,,
2024-01-09,43.53,44.16,43.06,43.54,43.54,9334293,9334293,0.01,0.02297266,43.5725,"January 09, 24",0.0002297266,,,,,
2024-01-08,41.48,43.52,41.44,42.92,42.92,13003760,13003760,1.44,3.47,42.34,"January 08, 24",0.0347,,,,,
2024-01-05,40.41,42.01,40.28,41.76,41.76,7198673,7198673,1.35,3.34,41.115,"January 05, 24",0.0334,,,,,
2024-01-04,39.71,40.89,39.6,40.47,40.47,6913849,6913849,0.76,1.91,40.1675,"January 04, 24",0.0191,,,,,
2024-01-03,40.06,40.56,39.4,39.53,39.53,9730262,9730262,-0.53,-1.32,39.8875,"January 03, 24",-0.0132,,,,,
2024-01-02,41.13,41.69,40.56,40.72,40.72,6331256,6331256,-0.41,-0.99684,41.025,"January 02, 24",-0.0099684,,,,,
2023-12-29,41.84,41.9,41.18,41.26,41.26,5593172,5593172,-0.58,-1.39,41.545,"December 29, 23",-0.0139,,,,,
2023-12-28,41.56,42.03,41.48,41.97,41.97,3813693,3813693,0.41,0.98653,41.76,"December 28, 23",0.0098653,,,,,
2023-12-27,42.12,42.22,41.53,41.73,41.73,4863106,4863106,-0.39,-0.92593,41.9,"December 27, 23",-0.0092593,,,,,
2023-12-26,42.46,42.55,41.97,42.08,42.08,5260449,5260449,-0.38,-0.89496,42.265,"December 26, 23",-0.0089496,,,,,
2023-12-22,42.58,42.98,42.26,42.55,42.55,4964191,4964191,-0.03,-0.07045561,42.5925,"December 22, 23",-0.0007045561,,,,,
2023-12-21,41.8,42.63,41.8,42.58,42.58,7572997,7572997,0.78,1.87,42.2025,"December 21, 23",0.0187,,,,,
2023-12-20,42,42.73,41.13,41.18,41.18,7778943,7778943,-0.82,-1.95,41.76,"December 20, 23",-0.0195,,,,,
2023-12-19,42.6,42.94,42.22,42.42,42.42,7220747,7220747,-0.18,-0.42254,42.545,"December 19, 23",-0.0042254,,,,,
2023-12-18,43.19,43.36,42.15,42.33,42.33,9030207,9030207,-0.86,-1.99,42.7575,"December 18, 23",-0.0199,,,,,
2023-12-15,43.51,43.87,43.22,43.58,43.58,8679614,8679614,0.07,0.16088,43.545,"December 15, 23",0.0016088,,,,,
2023-12-14,42.22,43.79,42.14,43.59,43.59,12180892,12180892,1.37,3.24,42.935,"December 14, 23",0.0324,,,,,
2023-12-13,40.84,41.72,39.81,41.58,41.58,8726313,8726313,0.74,1.81,40.9875,"December 13, 23",0.0181,,,,,
2023-12-12,40.67,41.28,40.49,41.1,41.1,7963082,7963082,0.43,1.06,40.885,"December 12, 23",0.0106,,,,,
2023-12-11,40.9,41.22,40.44,40.56,40.56,6018752,6018752,-0.34,-0.8313,40.78,"December 11, 23",-0.008313,,,,,
2023-12-08,41.3,41.58,40.7,40.97,40.97,8115561,8115561,-0.33,-0.79903,41.1375,"December 08, 23",-0.0079903,,,,,
2023-12-07,41.4,42.06,41.15,41.26,41.26,10392603,10392603,-0.14,-0.33816,41.4675,"December 07, 23",-0.0033816,,,,,
2023-12-06,40.24,41.84,40.23,40.93,40.93,9696100,9696100,0.69,1.71,40.81,"December 06, 23",0.0171,,,,,
2023-12-05,40.11,40.26,39.11,39.59,39.59,7790043,7790043,-0.52,-1.3,39.7675,"December 05, 23",-0.013,,,,,
2023-12-04,40.16,40.8,39.66,40.52,40.52,7435105,7435105,0.36,0.89641,40.285,"December 04, 23",0.0089641,,,,,
2023-12-01,39.48,40.365,39.175,40.24,40.24,10633758,10622500,0.76,1.93,40.03,"December 01, 23",0.0193,,,,,
2023-11-30,39.59,39.67,38.68,39.4,39.4,7059677,7059700,-0.19,-0.47992,39.3,"November 30, 23",-0.0047992,,,,,
2023-11-29,39.28,40.22,39.19,39.25,39.25,5970644,5970600,-0.03,-0.07637475,39.6,"November 29, 23",-0.0007637475,,,,,
2023-11-28,39.3,39.41,38.32,38.96,38.96,6732044,6732000,-0.34,-0.86514,38.78,"November 28, 23",-0.0086514,,,,,
2023-11-27,39.52,39.6,38.883,39.21,39.21,5153436,5153400,-0.31,-0.78441,39.2,"November 27, 23",-0.0078441,,,,,
2023-11-24,40.07,40.28,39.51,39.71,39.71,3151263,3151300,-0.36,-0.89843,39.78,"November 24, 23",-0.0089843,,,,,
2023-11-22,40.48,41.375,39.61,39.8,39.8,8771916,8768100,-0.68,-1.68,40.47,"November 22, 23",-0.0168,,,,,
2023-11-21,39.69,39.75,39.18,39.44,39.44,4950372,4950400,-0.25,-0.62988,39.37,"November 21, 23",-0.0062988,,,,,
2023-11-20,39.53,40.14,39.37,40.02,40.02,4857939,4844200,0.49,1.24,39.82,"November 20, 23",0.0124,,,,,
2023-11-17,39.7,39.82,39.33,39.76,39.76,4948559,4941600,0.06,0.15113,39.58,"November 17, 23",0.0015113,,,,,
2023-11-16,39.85,40.32,39.13,39.28,39.28,5829609,5829600,-0.57,-1.43,39.51,"November 16, 23",-0.0143,,,,,
2023-11-15,39.71,41.05,39.62,39.94,39.94,10065930,10065900,0.23,0.5792,40.19,"November 15, 23",0.005792,,,,,
2023-11-14,39.2,39.5914,38.8623,39.38,39.38,6980135,6980100,0.18,0.45918,39.33,"November 14, 23",0.0045918,,,,,
2023-11-13,37.78,38.305,37.5,38.11,38.11,6552395,6552400,0.33,0.87348,38.05,"November 13, 23",0.0087348,,,,,
2023-11-10,37.25,38.15,37.225,37.99,37.99,6414812,6412900,0.74,1.99,37.71,"November 10, 23",0.0199,,,,,
2023-11-09,38.76,38.88,37.06,37.32,37.32,7876108,7876100,-1.44,-3.72,37.9,"November 09, 23",-0.0372,,,,,
2023-11-08,37.39,38.5,37.3436,38.04,38.04,9896360,9896400,0.65,1.74,38.07,"November 08, 23",0.0174,,,,,
2023-11-07,37.02,37.125,36.23,37.03,37.03,6793261,6793300,0.01,0.02701243,36.81,"November 07, 23",0.0002701243,,,,,
2023-11-06,37.88,37.98,36.25,36.76,36.76,7315365,7315400,-1.12,-2.96,36.86,"November 06, 23",-0.0296,,,,,
2023-11-03,36.46,37.84,36.29,37.51,37.51,13069775,13062100,1.05,2.88,37.32,"November 03, 23",0.0288,,,,,
2023-11-02,35.56,35.855,35.24,35.82,35.82,6849959,6850000,0.26,0.73116,35.58,"November 02, 23",0.0073116,,,,,
2023-11-01,35.01,35.36,34.49,34.81,34.81,8360965,8361000,-0.2,-0.57127,34.86,"November 01, 23",-0.0057127,,,,,
2023-10-31,34.58,35.03,34.24,35.01,35.01,6830529,6842400,0.43,1.24,34.73,"October 31, 23",0.0124,,,,,
2023-10-30,34.27,35.07,34.135,34.8,34.8,8389984,8390000,0.53,1.55,34.58,"October 30, 23",0.0155,,,,,
2023-10-27,35.06,35.13,33.68,33.9,33.9,7817927,7817900,-1.16,-3.31,34.16,"October 27, 23",-0.0331,,,,,
2023-10-26,34.84,35.54,34.64,34.92,34.92,8741616,8741600,0.08,0.22962,35.07,"October 26, 23",0.0022962,,,,,
2023-10-25,35,35.345,34.81,34.85,34.85,8362483,8362500,-0.15,-0.42857,34.98,"October 25, 23",-0.0042857,,,,,
2023-10-24,35.56,35.64,35.025,35.14,35.14,7842388,7842400,-0.42,-1.18,35.23,"October 24, 23",-0.0118,,,,,
2023-10-23,35,35.93,34.685,35.38,35.38,9656027,9656000,0.38,1.09,35.45,"October 23, 23",0.0109,,,,,
2023-10-20,35.77,35.9776,35.07,35.09,35.09,11967023,11953000,-0.68,-1.9,35.37,"October 20, 23",-0.019,,,,,
2023-10-19,36.09,37.1625,35.9101,36.03,36.03,14628590,14628600,-0.06,-0.16625,36.52,"October 19, 23",-0.0016625,,,,,
2023-10-18,38.08,38.63,36.14,36.24,36.24,34214050,34214100,-1.84,-4.83,36.84,"October 18, 23",-0.0483,,,,,
2023-10-17,39.45,40.44,39.38,40.12,40.12,11983168,11983200,0.67,1.7,39.68,"October 17, 23",0.017,,,,,
2023-10-16,39.12,39.835,38.75,39.53,39.53,6678648,6678600,0.41,1.05,39.42,"October 16, 23",0.0105,,,,,
2023-10-13,39.47,39.833,38.55,38.72,38.72,8262214,8257900,-0.75,-1.9,39,"October 13, 23",-0.019,,,,,
2023-10-12,41.67,41.67,39.52,39.82,39.82,9377086,9377100,-1.85,-4.44,40.18,"October 12, 23",-0.0444,,,,,
2023-10-11,40.4,41.14,40.27,41,41,6218556,6218600,0.6,1.49,40.8,"October 11, 23",0.0149,,,,,
2023-10-10,40.4,41.3536,40.29,40.39,40.39,6497610,6497600,-0.01,-0.02475248,40.67,"October 10, 23",-0.0002475248,,,,,
2023-10-09,40.73,40.78,39.04,39.78,39.78,11089390,11089400,-0.95,-2.33,39.63,"October 09, 23",-0.0233,,,,,
2023-10-06,41.27,42.48,40.96,41.82,41.82,6348743,6346100,0.55,1.33,41.86,"October 06, 23",0.0133,,,,,
2023-10-05,41.88,42.13,41.125,41.32,41.32,6480467,6480500,-0.56,-1.34,41.42,"October 05, 23",-0.0134,,,,,
2023-10-04,40.9,41.71,40.4,41.41,41.41,7731085,7731100,0.51,1.25,41.24,"October 04, 23",0.0125,,,,,
2023-10-03,41.48,41.55,40.35,40.53,40.53,7045864,7045900,-0.95,-2.29,40.75,"October 03, 23",-0.0229,,,,,
2023-10-02,42.32,42.6,41.44,41.62,41.62,6398867,6398900,-0.7,-1.65,41.83,"October 02, 23",-0.0165,,,,,
2023-09-29,42.57,42.985,41.845,42.3,42.3,6662702,6659900,-0.27,-0.63425,42.42,"September 29, 23",-0.0063425,,,,,
2023-09-28,42,43.075,41.74,42.31,42.31,6091895,6091900,0.31,0.7381,42.53,"September 28, 23",0.007381,,,,,
2023-09-27,42.8,42.87,41.62,42.03,42.03,5258048,5258000,-0.77,-1.8,42.19,"September 27, 23",-0.018,,,,,
2023-09-26,42.7,43.38,42.51,42.65,42.65,5139203,5139200,-0.05,-0.1171,42.76,"September 26, 23",-0.001171,,,,,
2023-09-25,42.75,43.075,42.1413,42.93,42.93,5129362,5129400,0.18,0.42105,42.77,"September 25, 23",0.0042105,,,,,
2023-09-22,43.39,43.7143,42.9,43.07,43.07,5096794,5091800,-0.32,-0.7375,43.15,"September 22, 23",-0.007375,,,,,
2023-09-21,44.01,44.5,43.57,43.69,43.69,6045128,6039500,-0.32,-0.72711,43.89,"September 21, 23",-0.0072711,,,,,
2023-09-20,45.5,45.75,44.315,44.36,44.36,4419035,4419000,-1.14,-2.51,44.93,"September 20, 23",-0.0251,,,,,
2023-09-19,44.45,45.3,44.39,45.24,45.24,4192925,4191900,0.79,1.78,45.01,"September 19, 23",0.0178,,,,,
2023-09-18,45.35,45.42,44.49,44.63,44.63,5493166,5493200,-0.72,-1.59,44.87,"September 18, 23",-0.0159,,,,,
2023-09-15,45.31,46.45,45.19,45.7,45.7,5875064,5869600,0.39,0.86074,45.76,"September 15, 23",0.0086074,,,,,
2023-09-14,46.29,46.3659,45.31,45.42,45.42,7128889,7128900,-0.87,-1.88,45.61,"September 14, 23",-0.0188,,,,,
2023-09-13,46.12,46.77,45.39,45.79,45.79,9290927,9290900,-0.33,-0.71552,46.04,"September 13, 23",-0.0071552,,,,,
2023-09-12,47.91,48.195,47.33,47.6,47.6,3416361,3416200,-0.31,-0.64705,47.74,"September 12, 23",-0.0064705,,,,,
2023-09-11,47.6,47.96,46.99,47.69,47.69,4113497,4113500,0.09,0.18908,47.57,"September 11, 23",0.0018908,,,,,
2023-09-08,47.6,47.98,47.05,47.44,47.44,4866936,4862200,-0.16,-0.33613,47.43,"September 08, 23",-0.0033613,,,,,
2023-09-07,48.15,48.25,47.49,47.68,47.68,5505317,5505300,-0.47,-0.97612,47.79,"September 07, 23",-0.0097612,,,,,
2023-09-06,47.9,49.705,47.9,48.34,48.34,6623788,6623800,0.44,0.91858,48.78,"September 06, 23",0.0091858,,,,,
2023-09-05,48.98,49.33,47.38,48.47,48.47,12327595,12327600,-0.51,-1.04,48.28,"September 05, 23",-0.0104,,,,,
2023-09-01,50.13,50.16,49.12,49.72,49.72,3266655,3266000,-0.41,-0.81787,49.55,"September 01, 23",-0.0081787,,,,,
2023-08-31,50.52,50.54,49.4801,49.81,49.81,4160018,4160000,-0.71,-1.41,49.93,"August 31, 23",-0.0141,,,,,
2023-08-30,50.18,50.577,49.93,50.1,50.1,3075006,3075000,-0.08,-0.15943,50.22,"August 30, 23",-0.0015943,,,,,
2023-08-29,49.305,50.66,49.08,50.28,50.28,4165250,4165300,0.975,1.98,50.14,"August 29, 23",0.0198,,,,,
2023-08-28,49.06,49.84,48.909,49.19,49.19,4459400,4458000,0.13,0.26498,49.35,"August 28, 23",0.0026498,,,,,
2023-08-25,49.47,49.54,48.515,48.94,48.94,4235921,4234200,-0.53,-1.07,48.97,"August 25, 23",-0.0107,,,,,
2023-08-24,50.04,50.4,48.94,49.4,49.4,4674219,4674200,-0.64,-1.28,49.66,"August 24, 23",-0.0128,,,,,
2023-08-23,49.29,50.63,48.66,50.39,50.39,4779529,4779500,1.1,2.23,49.97,"August 23, 23",0.0223,,,,,
2023-08-22,49.84,50.1356,49,49.43,49.43,2867988,2870700,-0.41,-0.82263,49.43,"August 22, 23",-0.0082263,,,,,
2023-08-21,49.405,49.73,48.93,49.63,49.63,3512155,3512200,0.225,0.45542,49.36,"August 21, 23",0.0045542,,,,,
2023-08-18,48.79,49.41,48.55,49.1,49.1,4903325,4901800,0.31,0.63538,49.02,"August 18, 23",0.0063538,,,,,
2023-08-17,50.63,50.7097,49.5,49.53,49.53,5527124,5527100,-1.1,-2.17,49.88,"August 17, 23",-0.0217,,,,,
2023-08-16,51.36,52.065,50.61,50.72,50.72,4356847,4356800,-0.64,-1.25,51.12,"August 16, 23",-0.0125,,,,,
2023-08-15,51.8,51.93,51.22,51.34,51.34,4262144,4262100,-0.46,-0.88803,51.53,"August 15, 23",-0.0088803,,,,,
2023-08-14,52.085,52.54,51.72,52.31,52.31,3273083,3273100,0.225,0.43199,52.17,"August 14, 23",0.0043199,,,,,
2023-08-11,52.59,52.685,51.82,52.26,52.26,4063298,4062800,-0.33,-0.6275,52.29,"August 11, 23",-0.006275,,,,,
2023-08-10,53.47,53.78,52.49,52.95,52.95,4642479,4642500,-0.52,-0.97251,53.07,"August 10, 23",-0.0097251,,,,,
2023-08-09,54.77,54.91,52.94,53.13,53.13,5550592,5550600,-1.64,-2.99,53.6,"August 09, 23",-0.0299,,,,,
2023-08-08,53.02,54.91,52.95,54.86,54.86,6648852,6648900,1.84,3.47,54.21,"August 08, 23",0.0347,,,,,
2023-08-07,52.98,53.8,52.43,53.68,53.68,5672469,5672500,0.7,1.32,53.21,"August 07, 23",0.0132,,,,,
2023-08-04,52.45,52.59,51.82,52.37,52.37,4409746,4407000,-0.08,-0.15253,52.28,"August 04, 23",-0.0015253,,,,,
2023-08-03,52.05,52.4807,51.56,52.16,52.16,5986729,5985000,0.11,0.21134,51.96,"August 03, 23",0.0021134,,,,,
2023-08-02,52.5,52.935,52.21,52.67,52.67,4779965,4778200,0.17,0.32381,52.61,"August 02, 23",0.0032381,,,,,
2023-08-01,53.55,53.62,52.26,53.26,53.26,6176941,6147900,-0.29,-0.54155,53,"August 01, 23",-0.0054155,,,,,
2023-07-31,54.24,54.44,53.98,54.31,54.31,3808247,3804200,0.07,0.12906,54.2,"July 31, 23",0.0012906,,,,,
2023-07-28,53.87,54.69,53.71,54.17,54.169998,6038282,6036100,0.3,0.5569,54.21,"July 28, 23",0.005569,,,,,
2023-07-27,53.94,54.28,52.82,53.26,53.259998,7709997,7710000,-0.68,-1.26,53.47,"July 27, 23",-0.0126,,,,,
2023-07-26,54.3,54.89,53.59,54.57,54.57,5907029,5921400,0.27,0.49724,54.22,"July 26, 23",0.0049724,,,,,
2023-07-25,55.13,55.16,53.32,54.22,54.22,12123357,12127000,-0.91,-1.65,54.06,"July 25, 23",-0.0165,,,,,
2023-07-24,57.07,57.27,55.69,56.06,56.06,8125175,8119000,-1.01,-1.77,56.32,"July 24, 23",-0.0177,,,,,
2023-07-21,57.24,58.23,56.4,57.61,57.61,11419692,11414200,0.37,0.6464,57.58,"July 21, 23",0.006464,,,,,
