symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
POOL,2024-12-31,340.94,38007000,12958106580,77862000,1271923000,14152167580
POOL,2023-12-31,398.71,38704000,15431671840,66540000,1364484000,16729615840
POOL,2022-12-31,302.33,39409000,11914522970,45591000,1660825000,13529756970
POOL,2021-12-31,566,39876000,22569816000,24321000,1427779000,23973274000
POOL,2020-12-31,372.5,40106000,14939485000,34128000,623839000,15529196000
POOL,2019-12-31,212.38,39833000,8459732540,28583000,689742000,9120891540
POOL,2018-12-31,148.65,40311000,5992230150,16358000,666761000,6642633150
POOL,2017-12-31,129.65,40838000,5294646700,29940000,519650000,5784356700
POOL,2016-12-31,104.34,41872000,4368924480,21956000,438042000,4785010480
POOL,2015-12-31,80.78,43105000,3482021900,13237000,328045000,3796829900
POOL,2014-12-31,63.44,44281000,2809186640,14830000,320838000,3115194640
POOL,2013-12-31,58.14,46282000,2690835480,8006000,246427000,2929256480
POOL,2012-12-31,42.32,46937000,1986373840,12463000,230905000,2204815840
POOL,2011-12-31,30.1,48158000,1449555800,17487000,247322000,1679390800
POOL,2010-12-31,22.54,49469000,1115031260,9721000,198834000,1304144260
POOL,2009-12-31,19.08,48649000,928222919,15843000,248936000,1161315919
POOL,2008-12-31,17.97,47861000,860062170,15762000,327903000,1172203170
POOL,2007-12-31,19.83,48887000,969429209,15825000,351291000,1304895209
POOL,2006-12-31,39.17,51866000,2031591220,16734000,266793000,2281650220
POOL,2005-12-31,37.22,52445000,1952002900,26866000,198241000,2123377900
POOL,2004-12-31,31.9,52838333,1685542822,21762000,97505000,1761285822
POOL,2003-12-31,21.79,55876923,1217558152,12812000,86275000,1291021152
POOL,2002-12-31,12.98,54346053,705411767,5132000,126060000,826339767
POOL,2001-12-31,12.2,57206250,697916250,3524000,85091000,779483250
POOL,2000-12-31,8.91,57297959,510524814,3431000,40991000,548084814
POOL,1999-12-31,5.12,58272750,298356480,4000000,27800000,322156480
POOL,1998-12-31,2.99,58856625,175981308,4900000,33700000,204781308
POOL,1997-12-31,2.54,48736687,123791184,22300000,39800000,141291184
POOL,1996-12-31,1.82,48102609,87546748,4600000,51300000,134246748
POOL,1995-12-31,0.91771,29202039,26799003,2000000,26500000,51299003
POOL,1994-12-31,0.92184,29202039,26919607,800000,38000000,64119607
POOL,1993-12-31,0.92184,24700000,22769448,900000,36100000,57969448
POOL,1992-12-31,0.92184,24700000,22769448,0,0,22769448
POOL,1991-12-31,0.92184,24700000,22769448,0,0,22769448
POOL,1990-12-31,0.92184,23800000,21939792,0,0,21939792
