holder,shares,dateReported,change
VANGUARD GROUP INC,11227652,2025-09-30,23345
"BlackRock, Inc.",7614531,2025-09-30,-1119582
STATE STREET CORP,4130877,2025-09-30,33624
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,3394527,2025-09-30,43204
JPMORGAN CHASE & CO,3085196,2025-09-30,370573
PRICE T ROWE ASSOCIATES INC /MD/,2743689,2025-09-30,-47216
"GEODE CAPITAL MANAGEMENT, LLC",2403481,2025-09-30,14367
FIL Ltd,2339617,2025-09-30,63617
AMERIPRISE FINANCIAL INC,1954605,2025-09-30,55784
AMERICAN CENTURY COMPANIES INC,1924050,2025-09-30,63937
Bank of New York Mellon Corp,1863359,2025-09-30,1015894
VICTORY CAPITAL MANAGEMENT INC,1788060,2025-09-30,312226
Boston Partners,1664470,2025-09-30,353095
ROYAL BANK OF CANADA,1572532,2025-09-30,299233
MILLENNIUM MANAGEMENT LLC,1516562,2025-09-30,1047902
MORGAN STANLEY,1443491,2025-09-30,90451
BANK OF AMERICA CORP /DE/,1441082,2025-09-30,-8412
DIMENSIONAL FUND ADVISORS LP,1267049,2025-09-30,7917
Capital World Investors,1229648,2025-09-30,0
AQR CAPITAL MANAGEMENT LLC,1143015,2025-09-30,254653
NORTHERN TRUST CORP,1136567,2025-09-30,142291
FMR LLC,1114671,2025-09-30,-1599
Invesco Ltd.,1008159,2025-09-30,-123748
"Select Equity Group, L.P.",997334,2025-09-30,575088
Qube Research & Technologies Ltd,925312,2025-09-30,-249271
Atlas FRM LLC,685000,2025-09-30,150000
STIFEL FINANCIAL CORP,550873,2025-09-30,684
UBS Group AG,546435,2025-09-30,-145565
Legal & General Group Plc,534990,2025-09-30,11179
FIRST TRUST ADVISORS LP,503822,2025-09-30,-52327
BALYASNY ASSET MANAGEMENT L.P.,490806,2025-09-30,33284
WESTWOOD HOLDINGS GROUP INC,485976,2025-09-30,485976
PRINCIPAL FINANCIAL GROUP INC,462975,2025-09-30,-7315
GOLDMAN SACHS GROUP INC,455805,2025-09-30,-69286
WELLS FARGO & COMPANY/MN,409411,2025-09-30,5301
BARCLAYS PLC,391304,2025-09-30,34466
Pictet Asset Management Holding SA,388500,2025-09-30,-5190
"SCOPUS ASSET MANAGEMENT, L.P.",377700,2025-09-30,230000
UBS ASSET MANAGEMENT AMERICAS INC,353314,2025-09-30,-100577
REGIONS FINANCIAL CORP,346500,2025-09-30,-314
"Cartenna Capital, LP",345000,2025-09-30,345000
WELLINGTON MANAGEMENT GROUP LLP,335310,2025-09-30,293959
BAHL & GAYNOR INC,293645,2025-09-30,5387
DEUTSCHE BANK AG\,291198,2025-09-30,-155144
"Nuveen, LLC",281277,2025-09-30,-95609
"Point72 Asset Management, L.P.",280311,2025-09-30,280311
Amundi,279044,2025-09-30,5469
EARNEST PARTNERS LLC,268309,2025-09-30,-6712
Swiss National Bank,259300,2025-09-30,-12900
"Sumitomo Mitsui Trust Holdings, Inc.",246301,2025-09-30,-7462
"Summit Financial Strategies, Inc.",243148,2025-09-30,0
"Gotham Asset Management, LLC",239642,2025-09-30,67919
RAYMOND JAMES FINANCIAL INC,237400,2025-09-30,14874
"HighTower Advisors, LLC",233263,2025-09-30,945
DekaBank Deutsche Girozentrale,221172,2025-09-30,0
ENVESTNET ASSET MANAGEMENT INC,220499,2025-09-30,20016
Retirement Systems of Alabama,212607,2025-09-30,-109
Spears Abacus Advisors LLC,202844,2025-09-30,159588
"BNP PARIBAS ARBITRAGE, SNC",198678,2025-09-30,29896
Universal- Beteiligungs- und Servicegesellschaft mbH,189982,2025-09-30,-1844
RHUMBLINE ADVISERS,188830,2025-09-30,-3534
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",185879,2025-09-30,12505
Schonfeld Strategic Advisors LLC,185514,2025-09-30,159898
HSBC HOLDINGS PLC,184222,2025-09-30,-164330
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,158413,2025-09-30,6198
"D. E. Shaw & Co., Inc.",155860,2025-09-30,26007
CONNING INC.,151245,2025-09-30,-21626
Albar Capital Partners LLP,146884,2025-09-30,61021
Allianz Asset Management GmbH,146789,2025-09-30,-7247
"Concentric Capital Strategies, LP",144700,2025-09-30,12561
LPL Financial LLC,140606,2025-09-30,14374
MACQUARIE GROUP LTD,138700,2025-09-30,-16318
"Russell Investments Group, Ltd.",124279,2025-09-30,-10796
LOOMIS SAYLES & CO L P,120902,2025-09-30,-22929
Walleye Capital LLC,120020,2025-09-30,120020
Woodline Partners LP,114121,2025-09-30,-53176
PEAPACK GLADSTONE FINANCIAL CORP,109332,2025-09-30,-4620
"Mirae Asset Global Investments Co., Ltd.",108259,2025-09-30,4139
GREAT WEST LIFE ASSURANCE CO /CAN/,107575,2025-09-30,-343
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,107496,2025-09-30,-46
Quantinno Capital Management LP,105192,2025-09-30,38796
"NATIXIS ADVISORS, L.P.",104782,2025-09-30,24945
UniSuper Management Pty Ltd,103069,2025-09-30,13171
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,101393,2025-09-30,-51887
ALLIANCEBERNSTEIN L.P.,97120,2025-09-30,683
SEI INVESTMENTS CO,94803,2025-09-30,62355
FRANKLIN RESOURCES INC,93248,2025-09-30,6387
"CI Private Wealth, LLC",83673,2025-09-30,-3398
CITIGROUP INC,81171,2025-09-30,-9237
JLB & ASSOCIATES INC,79452,2025-09-30,609
Handelsbanken Fonder AB,78118,2025-09-30,928
FIFTH THIRD BANCORP,75833,2025-09-30,-2381
UBS OCONNOR LLC,75740,2025-09-30,75740
SCHRODER INVESTMENT MANAGEMENT GROUP,75374,2025-09-30,7983
"IEQ CAPITAL, LLC",75084,2025-09-30,37088
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC",74391,2025-09-30,0
MERCER GLOBAL ADVISORS INC /ADV,72194,2025-09-30,9877
COMMERCE BANK,71689,2025-09-30,-3570
"Alyeska Investment Group, L.P.",71068,2025-09-30,71068
"Susquehanna Portfolio Strategies, LLC",71053,2025-09-30,-805
STEADFAST CAPITAL MANAGEMENT LP,70200,2025-09-30,70200
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,70046,2025-09-30,-19
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,68095,2025-09-30,-1383
"T. Rowe Price Investment Management, Inc.",67236,2025-09-30,67236
STATE OF WISCONSIN INVESTMENT BOARD,65349,2025-09-30,-7376
Neuberger Berman Group LLC,64984,2025-09-30,-49367
"PNC FINANCIAL SERVICES GROUP, INC.",62057,2025-09-30,1043
Andra AP-fonden,61900,2025-09-30,-31900
Distillate Capital Partners LLC,61551,2025-09-30,-840
STEPHENS INC /AR/,59552,2025-09-30,-7363
