holder,shares,dateReported,change
VANGUARD GROUP INC,38295288,2025-09-30,649323
"BlackRock, Inc.",32135089,2025-09-30,2511786
STATE STREET CORP,17977956,2025-09-30,-70303
HARRIS ASSOCIATES L P,15453931,2025-09-30,1216600
MORGAN STANLEY,12514060,2025-09-30,-327996
FMR LLC,10224992,2025-09-30,-3913927
"GEODE CAPITAL MANAGEMENT, LLC",10028499,2025-09-30,86076
EDGEWOOD MANAGEMENT LLC,9698300,2025-09-30,-918241
"Clearbridge Investments, LLC",5857492,2025-09-30,134669
Invesco Ltd.,5490855,2025-09-30,323368
WELLINGTON MANAGEMENT GROUP LLP,4343124,2025-09-30,-2212886
AQR CAPITAL MANAGEMENT LLC,4269937,2025-09-30,1577338
Independent Franchise Partners LLP,4164648,2025-09-30,4164648
ROYAL BANK OF CANADA,4038001,2025-09-30,980244
POLEN CAPITAL MANAGEMENT LLC,3974571,2025-09-30,-3379657
NORTHERN TRUST CORP,3932563,2025-09-30,-283015
"TWO SIGMA ADVISERS, LP",3720900,2025-09-30,922300
BROWN ADVISORY INC,3640511,2025-09-30,-437433
"Point72 Asset Management, L.P.",3501039,2025-09-30,2772129
AKRE CAPITAL MANAGEMENT LLC,3473243,2025-09-30,0
Amundi,3424623,2025-09-30,754372
UBS ASSET MANAGEMENT AMERICAS INC,3325498,2025-09-30,2724682
"D. E. Shaw & Co., Inc.",3254191,2025-09-30,2960791
ACADIAN ASSET MANAGEMENT LLC,3198516,2025-09-30,559217
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,3015175,2025-09-30,89486
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",2787379,2025-09-30,914879
Legal & General Group Plc,2664350,2025-09-30,79669
"Pacer Advisors, Inc.",2503666,2025-09-30,75516
RENAISSANCE TECHNOLOGIES LLC,2500672,2025-09-30,203630
Bank of New York Mellon Corp,2453811,2025-09-30,4494
BANK OF AMERICA CORP /DE/,2410377,2025-09-30,71950
JPMORGAN CHASE & CO,2302291,2025-09-30,-510856
GOLDMAN SACHS GROUP INC,2263502,2025-09-30,-2032634
Temasek Holdings (Private) Ltd,2222194,2025-09-30,-80317
FIRST TRUST ADVISORS LP,2021348,2025-09-30,11917
PRINCIPAL FINANCIAL GROUP INC,2013544,2025-09-30,-1199623
"BNP PARIBAS ARBITRAGE, SNC",1980426,2025-09-30,900955
"Sumitomo Mitsui Trust Holdings, Inc.",1917794,2025-09-30,88063
MKA Charitable Fund,1905463,2025-09-30,-25350
"TWO SIGMA INVESTMENTS, LP",1900674,2025-09-30,432993
DEUTSCHE BANK AG\,1779813,2025-09-30,401739
BARCLAYS PLC,1740208,2025-09-30,126701
UBS Group AG,1706994,2025-09-30,980404
MILLENNIUM MANAGEMENT LLC,1668008,2025-09-30,393265
AMERIPRISE FINANCIAL INC,1630586,2025-09-30,524204
BALYASNY ASSET MANAGEMENT L.P.,1555316,2025-09-30,953992
VICTORY CAPITAL MANAGEMENT INC,1529652,2025-09-30,195055
Consulta Ltd,1500000,2025-09-30,0
Assenagon Asset Management S.A.,1414566,2025-09-30,511970
VAN ECK ASSOCIATES CORP,1394109,2025-09-30,1373375
Swiss National Bank,1244100,2025-09-30,-74800
"Russell Investments Group, Ltd.",1207195,2025-09-30,105678
LOOMIS SAYLES & CO L P,1203145,2025-09-30,-414047
ENVESTNET ASSET MANAGEMENT INC,1154000,2025-09-30,-107231
WORLDQUANT MILLENNIUM ADVISORS LLC,1123013,2025-09-30,608585
"Nuveen, LLC",1104569,2025-09-30,-29495
National Pension Service,1096411,2025-09-30,12453
