holder,shares,dateReported,change
"Resona Asset Management Co.,Ltd.",70729,2025-09-30,-10064
GREAT WEST LIFE ASSURANCE CO /CAN/,67650,2025-09-30,741
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,66754,2025-09-30,808
HRT FINANCIAL LP,65877,2025-09-30,65877
Zurcher Kantonalbank (Zurich Cantonalbank),65413,2025-09-30,-5270
"Grandeur Peak Global Advisors, LLC",65175,2025-09-30,-3111
TORONTO DOMINION BANK,65057,2025-09-30,40728
PANAGORA ASSET MANAGEMENT INC,62607,2025-09-30,224
"CIBC Private Wealth Group, LLC",62363,2025-09-30,-1277
"Mirae Asset Global Investments Co., Ltd.",58354,2025-09-30,-19409
LPL Financial LLC,58083,2025-09-30,-1172
"Pacer Advisors, Inc.",57643,2025-09-30,3968
Quantinno Capital Management LP,54614,2025-09-30,11645
BANK OF MONTREAL /CAN/,53991,2025-09-30,2802
JENNISON ASSOCIATES LLC,53955,2025-09-30,3271
"Pembroke Management, LTD",53936,2025-09-30,-1033
"CI Private Wealth, LLC",53597,2025-09-30,-56685
"Holocene Advisors, LP",51171,2025-09-30,51171
"CBOE Vest Financial, LLC",49277,2025-09-30,16892
BAMCO INC /NY/,48196,2025-09-30,-2824
Andra AP-fonden,48119,2025-09-30,-5000
"Vantage Investment Partners, LLC",44584,2025-09-30,-2952
WHITTIER TRUST CO,44201,2025-09-30,678
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,43849,2025-09-30,-4501
GENEVA CAPITAL MANAGEMENT LLC,42484,2025-09-30,-977
OSTRUM ASSET MANAGEMENT,41304,2025-09-30,-512
"EVENTIDE ASSET MANAGEMENT, LLC",41242,2025-09-30,-1057
"Russell Investments Group, Ltd.",40127,2025-09-30,13035
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,40001,2025-09-30,296
FACTORY MUTUAL INSURANCE CO,39972,2025-09-30,0
PARK NATIONAL CORP /OH/,39843,2025-09-30,-1270
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,39589,2025-09-30,6871
Swedbank AB,39444,2025-09-30,0
"RMB Capital Management, LLC",38775,2025-09-30,-148
abrdn plc,37931,2025-09-30,42
AVIVA PLC,37806,2025-09-30,2104
AQR CAPITAL MANAGEMENT LLC,37705,2025-09-30,-3739
NATIXIS,37693,2025-09-30,5154
Handelsbanken Fonder AB,36773,2025-09-30,6810
Vontobel Holding Ltd.,36039,2025-09-30,-2621
SAPIENT CAPITAL LLC,36031,2025-09-30,-893
"SEGALL BRYANT & HAMILL, LLC",35808,2025-09-30,-3519
PUBLIC SECTOR PENSION INVESTMENT BOARD,34587,2025-09-30,556
DANSKE BANK A/S,34058,2025-09-30,12226
Azimuth Capital Investment Management LLC,33554,2025-09-30,-243
Universal- Beteiligungs- und Servicegesellschaft mbH,32355,2025-09-30,1108
ROYAL LONDON ASSET MANAGEMENT LTD,29186,2025-09-30,-205
APG Asset Management N.V.,28494,2025-09-30,0
STATE OF WISCONSIN INVESTMENT BOARD,28142,2025-09-30,2633
FORSTA AP-FONDEN,27600,2025-09-30,700
"PARNASSUS INVESTMENTS, LLC",27411,2025-09-30,-301
Mitsubishi UFJ Trust & Banking Corp,27355,2025-09-30,-1447
DnB Asset Management AS,27147,2025-09-30,2081
Mediolanum International Funds Ltd,26961,2025-09-30,11
NEW YORK STATE COMMON RETIREMENT FUND,26706,2025-09-30,3300
PRUDENTIAL FINANCIAL INC,26173,2025-09-30,-1719
"NZS Capital, LLC",26000,2025-09-30,26000
JUPITER ASSET MANAGEMENT LTD,25496,2025-09-30,-44860
ProShare Advisors LLC,25379,2025-09-30,-3052
Korea Investment CORP,25025,2025-09-30,1
PINNACLE FINANCIAL PARTNERS INC,24589,2025-09-30,-1365
"Chevy Chase Trust Holdings, LLC",24579,2025-09-30,-725
SCHRODER INVESTMENT MANAGEMENT GROUP,24433,2025-09-30,1083
NATIONAL BANK OF CANADA /FI/,24174,2025-09-30,-14188
"LORD, ABBETT & CO. LLC",23500,2025-09-30,23500
LOS ANGELES CAPITAL MANAGEMENT LLC,23245,2025-09-30,-3168
CANADA PENSION PLAN INVESTMENT BOARD,22652,2025-09-30,-34123
WHITTIER TRUST CO OF NEVADA INC,22604,2025-09-30,126
Avalon Global Asset Management LLC,22500,2025-09-30,2500
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,22472,2025-09-30,-1472
"Glenmede Investment Management, LP",22288,2025-09-30,8
"ASSETMARK, INC",21191,2025-09-30,610
Treasurer of the State of North Carolina,20807,2025-09-30,-14982
"Asset Management One Co., Ltd.",20790,2025-09-30,-678
"ADVISOR GROUP HOLDINGS, INC.",20748,2025-09-30,13515
Janney Montgomery Scott LLC,20483,2025-09-30,-1863
ARCADIA INVESTMENT MANAGEMENT CORP/MI,20343,2025-09-30,96
"Vident Advisory, LLC",20326,2025-09-30,-1740
"Copeland Capital Management, LLC",20305,2025-09-30,-1198
1832 Asset Management L.P.,20160,2025-09-30,16356
WESTWOOD HOLDINGS GROUP INC,19815,2025-09-30,9257
"Gotham Asset Management, LLC",19610,2025-09-30,-525
LAZARD ASSET MANAGEMENT LLC,19029,2025-09-30,4658
SILVERCREST ASSET MANAGEMENT GROUP LLC,18108,2025-09-30,787
Mn Services Vermogensbeheer B.V.,18100,2025-09-30,-200
GDS Wealth Management,18054,2025-09-30,1169
Polar Capital Holdings Plc,18030,2025-09-30,5980
ACADIAN ASSET MANAGEMENT LLC,17723,2025-09-30,8852
KLP KAPITALFORVALTNING AS,17200,2025-09-30,100
"NewEdge Wealth, LLC",16932,2025-09-30,15937
State of New Jersey Common Pension Fund D,16676,2025-09-30,660
SIT INVESTMENT ASSOCIATES INC,16171,2025-09-30,-420
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,16075,2025-09-30,-2854
CREDIT AGRICOLE S A,16059,2025-09-30,16059
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",15959,2025-09-30,13810
Creative Planning,15856,2025-09-30,1266
"NISA INVESTMENT ADVISORS, LLC",15806,2025-09-30,4364
"Moran Wealth Management, LLC",15550,2025-09-30,-198
THRIVENT FINANCIAL FOR LUTHERANS,15280,2025-09-30,12317
"FRED ALGER MANAGEMENT, LLC",15174,2025-09-30,-3028
FIFTH THIRD BANCORP,14935,2025-09-30,2314
BURNEY CO/,14732,2025-09-30,13516
Skandinaviska Enskilda Banken AB (publ),14695,2025-09-30,-3799
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,14659,2025-09-30,-7569
MEEDER ASSET MANAGEMENT INC,14583,2025-09-30,7
"JANE STREET GROUP, LLC",14388,2025-09-30,9316
Arizona State Retirement System,14117,2025-09-30,158
STATE OF MICHIGAN RETIREMENT SYSTEM,14070,2025-09-30,-100
"MetLife Investment Management, LLC",14050,2025-09-30,-232
TEACHER RETIREMENT SYSTEM OF TEXAS,13617,2025-09-30,-600
"PNC FINANCIAL SERVICES GROUP, INC.",13188,2025-09-30,-142
"MOORE CAPITAL MANAGEMENT, LP",12894,2025-09-30,-7106
Achmea Investment Management B.V.,12808,2025-09-30,0
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,12798,2025-09-30,-1200
"CULLEN/FROST BANKERS, INC.",12762,2025-09-30,9713
"HANTZ FINANCIAL SERVICES, INC.",12645,2025-09-30,-1653
"BOKF, NA",12630,2025-09-30,6480
Cetera Investment Advisers,12565,2025-09-30,3627
"Pathstone Holdings, LLC",12428,2025-09-30,354
Czech National Bank,12164,2025-09-30,461
"Nicholas Investment Partners, LP",11912,2025-09-30,0
Silvant Capital Management LLC,11892,2025-09-30,-1124
"Colony Group, LLC",11873,2025-09-30,10433
US BANCORP \DE\,11752,2025-09-30,-326
QUEST INVESTMENT MANAGEMENT LLC,11745,2025-09-30,-1425
"NewEdge Advisors, LLC",11727,2025-09-30,2344
Lansforsakringar Fondforvaltning AB (publ),11544,2025-09-30,927
"State of Tennessee, Treasury Department",11540,2025-09-30,-4763
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,11501,2025-09-30,-242
"XPONANCE, INC.",11222,2025-09-30,-128
COMERICA BANK,10906,2025-09-30,1000
"Mariner, LLC",10861,2025-09-30,-379
"Bank Julius Baer & Co. Ltd, Zurich",10488,2025-09-30,4501
AMALGAMATED BANK,10454,2025-09-30,148
UniSuper Management Pty Ltd,10374,2025-09-30,-247
"NorthCrest Asset Manangement, LLC",10267,2025-09-30,25
Daiwa Securities Group Inc.,10229,2025-09-30,693
Retirement Systems of Alabama,10217,2025-09-30,-59
BLAIR WILLIAM & CO/IL,10182,2025-09-30,1195
Larson Financial Group LLC,9854,2025-09-30,63
Man Group plc,9739,2025-09-30,-17022
USS Investment Management Ltd,9663,2025-09-30,0
"BLB&B Advisors, LLC",9581,2025-09-30,376
"Toroso Investments, LLC",9507,2025-09-30,1554
"Stratos Wealth Partners, LTD.",9395,2025-09-30,217
"LEVEL FOUR ADVISORY SERVICES, LLC",9386,2025-09-30,-1229
"Vanguard Personalized Indexing Management, LLC",9244,2025-09-30,242
"Stanley-Laman Group, Ltd.",9235,2025-09-30,9235
"Clearbridge Investments, LLC",9211,2025-09-30,259
IFM Investors Pty Ltd,9175,2025-09-30,35
BALYASNY ASSET MANAGEMENT L.P.,9159,2025-09-30,9159
"Harvest Fund Management Co., Ltd",8946,2025-09-30,1008
CARDEROCK CAPITAL MANAGEMENT INC,8523,2025-09-30,2856
"Inspire Investing, LLC",8361,2025-09-30,271
MERCER GLOBAL ADVISORS INC /ADV,8341,2025-09-30,2649
RENAISSANCE TECHNOLOGIES LLC,8086,2025-09-30,8086
Peterson Wealth Services,8075,2025-09-30,6836
"NFJ INVESTMENT GROUP, LLC",7973,2025-09-30,-133
"Empowered Funds, LLC",7936,2025-09-30,2332
Utah Retirement Systems,7639,2025-09-30,-50
Police & Firemen's Retirement System of New Jersey,7443,2025-09-30,419
Atlantic Union Bankshares Corp,7339,2025-09-30,7322
"COMMONWEALTH EQUITY SERVICES, LLC",7249,2025-09-30,253
Midwest Trust Co,7131,2025-09-30,-121
OPPENHEIMER & CO INC,7005,2025-09-30,-233
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,6976,2025-09-30,-168
Verition Fund Management LLC,6939,2025-09-30,-3356
MACKENZIE FINANCIAL CORP,6904,2025-09-30,-100
FIRST FOUNDATION ADVISORS,6899,2025-09-30,-715
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,6881,2025-09-30,-653
Saturna Capital CORP,6781,2025-09-30,1007
CIBC Asset Management Inc,6618,2025-09-30,13
AMERICAN CAPITAL MANAGEMENT INC,6610,2025-09-30,-405
"4D Advisors, LLC",6500,2025-09-30,-4500
Federation des caisses Desjardins du Quebec,6466,2025-09-30,92
Aware Super Pty Ltd as trustee of Aware Super,6426,2025-09-30,-5079
PFG Advisors,6423,2025-09-30,449
SYNOVUS FINANCIAL CORP,6347,2025-09-30,204
"FIRST AMERICAN TRUST, FSB",6334,2025-09-30,-3
Robeco Institutional Asset Management B.V.,6293,2025-09-30,-541
"QRG CAPITAL MANAGEMENT, INC.",6193,2025-09-30,-766
"Sumitomo Mitsui DS Asset Management Company, Ltd",6082,2025-09-30,75
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,6074,2025-09-30,46
BNP Paribas Asset Management Holding S.A.,6037,2025-09-30,540
"HB Wealth Management, LLC",5983,2025-09-30,-84
Ethic Inc.,5862,2025-09-30,-990
"MML INVESTORS SERVICES, LLC",5858,2025-09-30,-676
TRUIST FINANCIAL CORP,5781,2025-09-30,1050
PIER 88 INVESTMENT PARTNERS LLC,5780,2025-09-30,4770
"Knollwood Investment Advisory, LLC",5685,2025-09-30,0
Rathbones Group PLC,5675,2025-09-30,-25
"Concentric Capital Strategies, LP",5559,2025-09-30,5559
Wealthfront Advisers LLC,5554,2025-09-30,-374
MITCHELL CAPITAL MANAGEMENT CO,5549,2025-09-30,5549
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,5475,2025-09-30,1293
"Private Advisor Group, LLC",5457,2025-09-30,-512
WASATCH ADVISORS LP,5413,2025-09-30,-388
"YOUSIF CAPITAL MANAGEMENT, LLC",5262,2025-09-30,-265
KORNITZER CAPITAL MANAGEMENT INC /KS,5227,2025-09-30,0
"WILEY BROS.-AINTREE CAPITAL, LLC",5182,2025-09-30,351
"State of Alaska, Department of Revenue",5162,2025-09-30,-222
BAHL & GAYNOR INC,5157,2025-09-30,0
COLDSTREAM CAPITAL MANAGEMENT INC,5155,2025-09-30,-2
Walleye Capital LLC,5130,2025-09-30,4197
Parcion Private Wealth LLC,4989,2025-09-30,-64
AZZAD ASSET MANAGEMENT INC /ADV,4959,2025-09-30,-73
CCM INVESTMENT ADVISERS LLC,4912,2025-09-30,4912
"Advisors Asset Management, Inc.",4760,2025-09-30,-1558
NORDEA INVESTMENT MANAGEMENT AB,4720,2025-09-30,484
VIRGINIA RETIREMENT SYSTEMS ET AL,4700,2025-09-30,-2300
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",4682,2025-09-30,877
Tredje AP-fonden,4543,2025-09-30,-1806
Davidson Capital Management Inc.,4540,2025-09-30,-58
"Envestnet Portfolio Solutions, Inc.",4520,2025-09-30,-411
KP Management LLC,4500,2025-09-30,0
ASR Vermogensbeheer N.V.,4430,2025-09-30,-24
Avanza Fonder AB,4413,2025-09-30,600
Trilogy Capital Inc.,4398,2025-09-30,423
PARK AVENUE SECURITIES LLC,4374,2025-09-30,264
Quantessence Capital LLC,4344,2025-09-30,4344
"Crossmark Global Holdings, Inc.",4298,2025-09-30,-883
"Linden Thomas Advisory Services, LLC",4204,2025-09-30,30
"Empirical Financial Services, LLC d.b.a. Empirical Wealth Management",4177,2025-09-30,4177
Taylor Frigon Capital Management LLC,4142,2025-09-30,-678
Cerity Partners LLC,4101,2025-09-30,-201
"Steward Partners Investment Advisory, LLC",4087,2025-09-30,-618
Groupe la Francaise,4009,2025-09-30,4009
ARGENT CAPITAL MANAGEMENT LLC,4003,2025-09-30,4003
Dakota Wealth Management,3998,2025-09-30,1823
TORRAY INVESTMENT PARTNERS LLC,3957,2025-09-30,903
"Pensionmark Financial Group, LLC",3924,2025-09-30,-132
RATIONAL ADVISORS LLC,3900,2025-09-30,3900
BI Asset Management Fondsmaeglerselskab A/S,3874,2025-09-30,1795
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,3806,2025-09-30,0
"HighTower Advisors, LLC",3778,2025-09-30,-597
BANK OF NOVA SCOTIA,3776,2025-09-30,-23589
Motley Fool Asset Management LLC,3757,2025-09-30,2449
Meiji Yasuda Asset Management Co Ltd.,3736,2025-09-30,-352
"Summit Trail Advisors, LLC",3727,2025-09-30,723
Coppell Advisory Solutions LLC,3706,2025-09-30,3706
"Redhawk Wealth Advisors, Inc.",3676,2025-09-30,-44
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",3506,2025-09-30,94
PEAPACK GLADSTONE FINANCIAL CORP,3505,2025-09-30,-206
MIZUHO SECURITIES USA LLC,3488,2025-09-30,176
"Brinker Capital Investments, LLC",3462,2025-09-30,-291
"Harfst & Associates, Inc.",3439,2025-09-30,3
"Hennion & Walsh Asset Management, Inc.",3435,2025-09-30,786
INTRUST BANK NA,3414,2025-09-30,-78
"Leelyn Smith, LLC",3413,2025-09-30,89
Investors Towarzystwo Funduszy Inwestycyjnych Spolka Akcyjna,3387,2025-09-30,-198
GUGGENHEIM CAPITAL LLC,3382,2025-09-30,78
"Values First Advisors, Inc.",3357,2025-09-30,-54
Hudson Bay Capital Management LP,3338,2025-09-30,3338
Oak Harvest Investment Services,3267,2025-09-30,848
BOSTON FAMILY OFFICE LLC,3247,2025-09-30,733
PROFUND ADVISORS LLC,3242,2025-09-30,117
Catalyst Funds Management Pty Ltd,3175,2025-09-30,1000
Calamos Advisors LLC,3116,2025-09-30,343
"Modern Wealth Management, LLC",3111,2025-09-30,5
"Paragon Advisors, LLC",3103,2025-09-30,-1504
"First National Advisers, LLC",3063,2025-09-30,3063
MIROVA,3055,2025-09-30,288
OMERS ADMINISTRATION Corp,3015,2025-09-30,0
"GROUP ONE TRADING, L.P.",3006,2025-09-30,1343
PRUDENTIAL PLC,3001,2025-09-30,740
Banque Cantonale Vaudoise,2974,2025-09-30,1200
"GUIDANCE CAPITAL, INC",2946,2025-09-30,-16
Triasima Portfolio Management inc.,2930,2025-09-30,2930
"GKV Capital Management Co., Inc.",2920,2025-09-30,45
Kentucky Retirement Systems,2906,2025-09-30,-102
"Thrive Capital Management, LLC",2859,2025-09-30,-6
"Atria Investments, Inc",2805,2025-09-30,-161
HARTFORD INVESTMENT MANAGEMENT CO,2803,2025-09-30,-83
"RFG Advisory, LLC",2790,2025-09-30,-2426
FIRST NATIONAL BANK OF OMAHA,2787,2025-09-30,2787
La Banque Postale Asset Management SA,2775,2025-09-30,410
"Global X Japan Co., Ltd.",2747,2025-09-30,-1326
Stiles Financial Services Inc,2687,2025-09-30,482
COMMERCE BANK,2666,2025-09-30,38
"Sunpointe, LLC",2662,2025-09-30,2662
"SRS Capital Advisors, Inc.",2651,2025-09-30,1228
SIRIOS CAPITAL MANAGEMENT L P,2645,2025-09-30,-673
"LANDSCAPE CAPITAL MANAGEMENT, L.L.C.",2591,2025-09-30,1386
"Peak Retirement Planning, Inc.",2577,2025-09-30,371
Tower Research Capital LLC (TRC),2576,2025-09-30,2134
NOMURA HOLDINGS INC,2563,2025-09-30,2060
"Norinchukin Bank, The",2549,2025-09-30,60
Louisiana State Employees Retirement System,2500,2025-09-30,0
GREENUP STREET WEALTH MANAGEMENT LLC,2477,2025-09-30,-50
Gulf International Bank (UK) Ltd,2449,2025-09-30,-23
"Sequoia Financial Advisors, LLC",2410,2025-09-30,22
"Cambridge Investment Research Advisors, Inc.",2400,2025-09-30,195
INTECH INVESTMENT MANAGEMENT LLC,2336,2025-09-30,-464
Rockefeller Capital Management L.P.,2319,2025-09-30,2319
Raiffeisen Bank International AG,2318,2025-09-30,1160
"SECURIAN ASSET MANAGEMENT, INC",2311,2025-09-30,-186
Maryland State Retirement & Pension System,2308,2025-09-30,113
VALLEY NATIONAL ADVISERS INC,2295,2025-09-30,-17
Investment Management Corp of Ontario,2282,2025-09-30,563
Boston Partners,2251,2025-09-30,-2408
OSSIAM,2250,2025-09-30,244
Jefferies Financial Group Inc.,2246,2025-09-30,2246
"CreativeOne Wealth, LLC",2240,2025-09-30,-1108
JONES FINANCIAL COMPANIES LLLP,2231,2025-09-30,269
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",2225,2025-09-30,991
M&T BANK CORP,2225,2025-09-30,-439
Liontrust Investment Partners LLP,2209,2025-09-30,-68
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,2200,2025-09-30,-100
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,2194,2025-09-30,1079
Penserra Capital Management LLC,2191,2025-09-30,1031
"Savant Capital, LLC",2174,2025-09-30,80
"Generali Investments, Management Co LLC",2174,2025-09-30,1313
REGIONS FINANCIAL CORP,2144,2025-09-30,-85
GTS SECURITIES LLC,2134,2025-09-30,1683
"Metis Global Partners, LLC",2121,2025-09-30,-106
"Confluence Wealth Services, Inc.",2097,2025-09-30,30
RDA Financial Network,2090,2025-09-30,2090
"PineBridge Investments, L.P.",2083,2025-09-30,-2419
E. Ohman J:or Asset Management AB,2050,2025-09-30,0
OPPENHEIMER ASSET MANAGEMENT INC.,2036,2025-09-30,-93
MOODY NATIONAL BANK TRUST DIVISION,2036,2025-09-30,124
"Caprock Group, LLC",2013,2025-09-30,2013
AG2R LA MONDIALE GESTION D'ACTIFS,1975,2025-09-30,0
Perpetual Ltd,1967,2025-09-30,-3594
Marshall Financial Group LLC,1964,2025-09-30,27
"Kestra Advisory Services, LLC",1960,2025-09-30,-607
NEOS Investment Management LLC,1942,2025-09-30,1282
"Lido Advisors, LLC",1933,2025-09-30,649
"Lifestyle Asset Management, Inc.",1917,2025-09-30,231
"CIM, LLC",1910,2025-09-30,9
Integrated Wealth Concepts LLC,1905,2025-09-30,323
GAMMA Investing LLC,1869,2025-09-30,134
"CWM, LLC",1793,2025-09-30,61
"VestGen Advisors, LLC",1789,2025-09-30,-270
GLOBALT Investments LLC / GA,1755,2025-09-30,-8
"DSG Capital Advisors, LLC",1749,2025-09-30,-191
KEYBANK NATIONAL ASSOCIATION/OH,1749,2025-09-30,-96
ALLSTATE CORP,1726,2025-09-30,1726
GROUPAMA ASSET MANAGMENT,1716,2025-09-30,-1662
"Horizon Investments, LLC",1706,2025-09-30,171
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",1705,2025-09-30,281
"Empirical Asset Management, LLC",1692,2025-09-30,1692
EVERENCE CAPITAL MANAGEMENT INC,1690,2025-09-30,0
TOKIO MARINE ASSET MANAGEMENT CO LTD,1683,2025-09-30,25
B. Metzler seel. Sohn & Co. AG,1678,2025-09-30,0
Meiji Yasuda Life Insurance Co,1661,2025-09-30,291
"Kovitz Investment Group Partners, LLC",1636,2025-09-30,-3
"EXCHANGE TRADED CONCEPTS, LLC",1628,2025-09-30,486
"Dai-Ichi Life Insurance Company, Ltd",1625,2025-09-30,0
Westerkirk Capital Inc.,1608,2025-09-30,0
Assenagon Asset Management S.A.,1606,2025-09-30,667
Optimize Financial Inc,1595,2025-09-30,1595
AIA Group Ltd,1585,2025-09-30,1585
NORDEN GROUP LLC,1585,2025-09-30,83
"Jacksonville Wealth Management, LLC",1580,2025-09-30,-26
WINTON GROUP Ltd,1575,2025-09-30,1575
"WBI INVESTMENTS, INC.",1567,2025-09-30,1567
Snowden Capital Advisors LLC,1558,2025-09-30,6
"Bouvel Investment Partners, LLC",1556,2025-09-30,33
"Diversify Advisory Services, LLC",1529,2025-09-30,513
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",1526,2025-09-30,-1
TD PRIVATE CLIENT WEALTH LLC,1523,2025-09-30,-238
"FourThought Financial Partners, LLC",1479,2025-09-30,-25
