date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,paymentDate,adjDividend,declarationDate,dividend
2025-09-18,325.28,326.84,320.87,325.81,323.71,1608587,1608587,0.53,0.16294,324.7,"September 18, 25",0.0016294,,,,,
2025-09-17,323.36,324.5,316.34,323.07,320.99,2042700,2042700,-0.29,-0.08968333,321.8175,"September 17, 25",-0.0008968333,,,,,
2025-09-16,328.87,329.5,317.52,321.7,319.63,3128129,3128129,-7.17,-2.18,324.3975,"September 16, 25",-0.0218,,,,,
2025-09-15,338.03,339.15,327.66,329.79,327.66,2558794,2558794,-8.24,-2.44,333.6575,"September 15, 25",-0.0244,,,,,
2025-09-12,347.74,348.8,336.37,336.42,334.25,2073032,2073032,-11.32,-3.26,342.3325,"September 12, 25",-0.0326,,,,,
2025-09-11,343.56,355.55,342.58,350.23,347.97,2333941,2333941,6.67,1.94,347.98,"September 11, 25",0.0194,,,,,
2025-09-10,346.81,347.1,331.22,341.5,339.3,2288927,2288927,-5.31,-1.53,341.6575,"September 10, 25",-0.0153,,,,,
2025-09-09,349.95,353.72,345.21,345.31,343.08,1418600,1418600,-4.64,-1.33,348.5475,"September 09, 25",-0.0133,,,,,
2025-09-08,354,360.09,349.41,351.06,348.8,1587604,1587604,-2.94,-0.83051,353.64,"September 08, 25",-0.0083051,,,,,
2025-09-05,361.2,362.79,349.34,352.27,350,1455905,1455905,-8.93,-2.47,356.4,"September 05, 25",-0.0247,,,,,
2025-09-04,354.45,362.66,353.55,360.06,357.74,1085167,1085167,5.61,1.58,357.68,"September 04, 25",0.0158,,,,,
2025-09-03,354.72,358.76,352.37,355,352.71,1175110,1175110,0.28,0.0789355,355.2125,"September 03, 25",0.000789355,,,,,
2025-09-02,355.5,358.31,348.27,354.08,351.8,1712757,1712757,-1.42,-0.39944,354.04,"September 02, 25",-0.0039944,,,,,
2025-08-29,364.9,366.5,357.15,363.22,360.88,1962474,1962474,-1.68,-0.4604,362.9425,"August 29, 25",-0.004604,,,,,
2025-08-28,359.63,366.18,358.95,365.84,363.48,1578339,1578339,6.21,1.73,362.65,"August 28, 25",0.0173,,,,,
2025-08-27,352,360.72,352,359.07,356.75,2164444,2164444,7.07,2.01,355.9475,"August 27, 25",0.0201,,,,,
2025-08-26,345.8,354.06,345.6,353.74,351.46,2324100,2324100,7.94,2.3,349.8,"August 26, 25",0.023,,,,,
2025-08-25,344.67,347.97,341.61,344.97,342.74,2286600,2286600,0.3,0.08703978,344.805,"August 25, 25",0.0008703978,,,,,
2025-08-22,326.79,345.14,325.7,344.67,342.45,2268612,2268612,17.88,5.47,335.575,"August 22, 25",0.0547,,,,,
2025-08-21,326.21,328,322.46,325.03,322.93,1473116,1473116,-1.19,-0.36173,325.425,"August 21, 25",-0.0036173,,,,,
2025-08-20,327.03,329.33,317.5,329.12,327,1883891,1883891,2.09,0.63909,325.745,"August 20, 25",0.0063909,,,,,
2025-08-19,324.5,331.94,319.25,330.07,327.94,3354300,3354300,5.57,1.72,326.44,"August 19, 25",0.0172,,,,,
2025-08-18,314,329.81,313.05,326.8,324.69,3284000,3284000,12.8,4.08,320.915,"August 18, 25",0.0408,,,,,
2025-08-15,312.29,314.37,309,313.95,311.93,1407599,1407599,1.66,0.53156,312.4025,"August 15, 25",0.0053156,,,,,
2025-08-14,312.91,314,310.7,312.3,310.29,1287831,1287831,-0.61,-0.19494,312.4775,"August 14, 25",-0.0019494,,,,,
2025-08-13,314.05,318.23,308.52,313.42,311.4,1900887,1900887,-0.63,-0.2006,313.555,"August 13, 25",-0.002006,,,,,
2025-08-12,305.67,313.61,305.4,313.08,311.06,2203302,2203302,7.41,2.42,309.44,"August 12, 25",0.0242,,,,,
2025-08-11,300,305.88,297.84,302.86,300.91,1446300,1446300,2.86,0.95333,301.645,"August 11, 25",0.0095333,,,,,
2025-08-08,311.25,311.25,300.9,301.44,299.5,1905606,1905606,-9.81,-3.15,306.21,"August 08, 25",-0.0315,,,,,
2025-08-07,315.63,316.5,306.26,309.78,307.78,1295800,1295800,-5.85,-1.85,312.0425,"August 07, 25",-0.0185,,,,,
2025-08-06,313.77,314.04,309.11,314.02,311.99,1384700,1384700,0.25,0.0796762,312.735,"August 06, 25",0.000796762,,,,,
2025-08-05,316.55,317.02,309.42,311.36,309.35,1711737,1711737,-5.19,-1.64,313.5875,"August 05, 25",-0.0164,,,,,
2025-08-04,317.99,319.31,312.77,315.7,313.66,2017600,2017600,-2.29,-0.72015,316.4425,"August 04, 25",-0.0072015,,,,,
2025-08-01,309.46,315.75,303.99,314.25,312.22,2827869,2827869,4.79,1.55,310.8625,"August 01, 25",0.0155,,,,,
2025-07-31,333.92,337.1,315.86,317.87,315.82,3496100,3496100,-16.05,-4.81,326.1875,"July 31, 25",-0.0481,,,,,
2025-07-30,334.8,337.77,327.97,331.15,329.01,2436900,2436900,-3.65,-1.09,332.9225,"July 30, 25",-0.0109,,,,,
2025-07-29,325.35,342.16,321.11,334.37,332.21,5513500,5513500,9.02,2.77,330.7475,"July 29, 25",0.0277,,,,,
2025-07-28,351.63,354.34,348.68,352,349.73,2427736,2427736,0.37,0.10522,351.6625,"July 28, 25",0.0010522,,,,,
2025-07-25,350.3,352.92,348.43,352.8,350.52,1653045,1653045,2.5,0.71367,351.1125,"July 25, 25",0.0071367,,,,,
2025-07-24,350.96,355.17,348.87,349.36,347.11,1523188,1523188,-1.6,-0.45589,351.09,"July 24, 25",-0.0045589,,,,,
2025-07-23,350.48,355.91,350.47,352.84,350.56,2087600,2087600,2.36,0.67336,352.425,"July 23, 25",0.0067336,,,,,
2025-07-22,350.33,350.33,338.67,348.54,346.29,1727718,1727718,-1.79,-0.51095,346.9675,"July 22, 25",-0.0051095,,,,,
2025-07-21,347.85,351.78,346.22,346.47,344.24,1631100,1631100,-1.38,-0.39672,348.08,"July 21, 25",-0.0039672,,,,,
2025-07-18,350.01,352.68,349.46,350.1,347.84,1464802,1464802,0.09,0.02571355,350.5625,"July 18, 25",0.0002571355,,,,,
2025-07-17,340.71,348.77,339.5,348.51,346.26,1945334,1945334,7.8,2.29,344.3725,"July 17, 25",0.0229,,,,,
2025-07-16,341.14,347.08,339,339.23,337.04,2206557,2206557,-1.9,-0.55989,341.6125,"July 16, 25",-0.0055989,,,,,
2025-07-15,340.58,341.96,333.74,341.29,339.09,1546500,1546500,0.71,0.20847,339.3925,"July 15, 25",0.0020847,,,,,
2025-07-14,338.17,344.62,337.29,342.03,339.82,1669202,1669202,3.86,1.14,340.5275,"July 14, 25",0.0114,,,,,
2025-07-11,338.53,340.16,335.36,338.51,336.33,2286008,2286008,-0.02,-0.0059079,338.14,"July 11, 25",-5.9079e-05,,,,,
2025-07-10,336.51,342.56,334.15,341.36,339.16,2004736,2004736,4.85,1.44,338.645,"July 10, 25",0.0144,,,,,
2025-07-09,333.87,335.08,328.94,333.57,331.42,1936034,1936034,-0.3,-0.08985533,332.865,"July 09, 25",-0.0008985533,,,,,
2025-07-08,333.55,335.74,325.6,330.2,328.07,2329136,2329136,-3.35,-1,331.2725,"July 08, 25",-0.01,,,,,
2025-07-07,335,336.63,327.52,328.85,326.73,3426118,3426118,-6.15,-1.84,332,"July 07, 25",-0.0184,,,,,
2025-07-03,328,334.48,327.16,334.48,332.32,1440500,1440500,6.48,1.98,331.03,"July 03, 25",0.0198,,,,,
2025-07-02,316.61,326.84,315.01,326.1,324,2940700,2940700,9.49,3,321.14,"July 02, 25",0.03,,,,,
2025-07-01,310,318,309.13,315.1,313.07,2820700,2820700,5.1,1.65,313.0575,"July 01, 25",0.0165,,,,,
2025-06-30,309,314.17,306.75,313.14,311.12,3292800,3292800,4.14,1.34,310.765,"June 30, 25",0.0134,,,,,
2025-06-27,296.1,310.88,295.55,309.51,307.51,12060600,12060600,13.41,4.53,303.01,"June 27, 25",0.0453,,,,,
2025-06-26,285.51,296.14,285.45,295.89,293.98,3838600,3838600,10.38,3.64,290.7475,"June 26, 25",0.0364,,,,,
2025-06-25,281.45,284.43,279.57,284.34,282.51,2785800,2785800,2.89,1.03,282.4475,"June 25, 25",0.0103,,,,,
2025-06-24,280.26,285.75,278.72,280.47,278.66,2397000,2397000,0.21,0.07493042,281.3,"June 24, 25",0.0007493042,,,,,
2025-06-23,268.08,274.11,260.33,273.68,271.91,3017833,3017833,5.6,2.09,269.05,"June 23, 25",0.0209,,,,,
2025-06-20,269.52,273.66,268.77,272.39,270.63,3508107,3508107,2.87,1.06,271.085,"June 20, 25",0.0106,,,,,
2025-06-18,262.97,269.77,262,267.78,266.05,1767949,1767949,4.81,1.83,265.63,"June 18, 25",0.0183,,,,,
2025-06-17,262.52,266.8,261.01,262.37,260.68,1366843,1366843,-0.15,-0.0571385,263.175,"June 17, 25",-0.000571385,,,,,
2025-06-16,262.92,266.61,261.19,264.71,263,1969134,1969134,1.79,0.68082,263.8575,"June 16, 25",0.0068082,,,,,
2025-06-13,255.9,261.85,255.6,258.08,256.42,2791651,2791651,2.18,0.8519,257.8575,"June 13, 25",0.008519,,,,,
2025-06-12,265.31,268.98,264.1,265.73,264.02,1524668,1524668,0.42,0.15831,266.03,"June 12, 25",0.0015831,,,,,
2025-06-11,269.99,271.25,265.49,267.96,266.23,1981436,1981436,-2.03,-0.75188,268.6725,"June 11, 25",-0.0075188,,,,,
2025-06-10,273,273.59,266.56,269.7,267.96,2025319,2025319,-3.3,-1.21,270.7125,"June 10, 25",-0.0121,,,,,
2025-06-09,277.81,279.89,273.27,273.99,272.22,2113300,2113300,-3.82,-1.38,276.24,"June 09, 25",-0.0138,,,,,
2025-06-06,275,276.68,272.71,276.34,274.56,1949432,1949432,1.34,0.48727,275.1825,"June 06, 25",0.0048727,,,,,
2025-06-05,266.55,272.94,265.51,271.4,269.65,2207873,2207873,4.85,1.82,269.1,"June 05, 25",0.0182,,,,,
2025-06-04,267.67,268.79,263.22,265.64,263.93,1136507,1136507,-2.03,-0.7584,266.33,"June 04, 25",-0.007584,2025-06-04,2025-07-03,0.75,2025-05-06,0.75
2025-06-03,262.05,267.62,261.89,266.76,264.29,2024712,2024712,4.71,1.8,264.58,"June 03, 25",0.018,,,,,
2025-06-02,254.76,262.31,253.6,261.93,259.5,1959528,1959528,7.17,2.81,258.15,"June 02, 25",0.0281,,,,,
2025-05-30,254,258.82,252.85,256.97,254.59,3481946,3481946,2.97,1.17,255.66,"May 30, 25",0.0117,,,,,
2025-05-29,251.3,254.65,251.06,254.44,252.08,1426562,1426562,3.14,1.25,252.8625,"May 29, 25",0.0125,,,,,
2025-05-28,254.78,254.87,250.75,250.8,248.48,1983700,1983700,-3.98,-1.56,252.8,"May 28, 25",-0.0156,,,,,
2025-05-27,245.83,256.72,245.83,255.54,253.17,2728400,2728400,9.71,3.95,250.98,"May 27, 25",0.0395,,,,,
2025-05-23,233,241.36,232.6,240.12,237.9,1201067,1201067,7.12,3.06,236.77,"May 23, 25",0.0306,,,,,
2025-05-22,237.53,239.84,235.85,238.4,236.19,1141413,1141413,0.87,0.36627,237.905,"May 22, 25",0.0036627,,,,,
2025-05-21,246.65,247.15,236.47,237.75,235.55,2013256,2013256,-8.9,-3.61,242.005,"May 21, 25",-0.0361,,,,,
2025-05-20,248.35,251.26,246.3,249.2,246.89,1370400,1370400,0.85,0.34226,248.7775,"May 20, 25",0.0034226,,,,,
2025-05-19,250.93,255.21,249.02,254.03,251.68,1367261,1367261,3.1,1.24,252.2975,"May 19, 25",0.0124,,,,,
2025-05-16,251.67,255.8,249.47,255.42,253.05,2437146,2437146,3.75,1.49,253.09,"May 16, 25",0.0149,,,,,
2025-05-15,250,251.61,247.88,250.11,247.79,1434091,1434091,0.11,0.044,249.9,"May 15, 25",0.00044,,,,,
2025-05-14,247.8,252.77,247.78,251.37,249.04,1509197,1509197,3.57,1.44,249.93,"May 14, 25",0.0144,,,,,
2025-05-13,243.45,248.81,241.57,247.78,245.49,1859773,1859773,4.33,1.78,245.4025,"May 13, 25",0.0178,,,,,
2025-05-12,245.78,247.85,239.51,242.18,239.94,2562600,2562600,-3.59,-1.46,243.83,"May 12, 25",-0.0146,,,,,
2025-05-09,233.3,234.5,230.45,233.26,231.1,1140369,1140369,-0.04,-0.01714531,232.8775,"May 09, 25",-0.0001714531,,,,,
2025-05-08,230.68,235.36,229.2,232.84,230.68,1610714,1610714,2.16,0.93636,232.02,"May 08, 25",0.0093636,,,,,
2025-05-07,227.4,230.32,225.95,228.01,225.9,2151425,2151425,0.61,0.26825,227.92,"May 07, 25",0.0026825,,,,,
2025-05-06,224.55,227.24,223,225.59,223.5,1448100,1448100,1.04,0.46315,225.095,"May 06, 25",0.0046315,,,,,
2025-05-05,226.63,231.5,226.11,228.75,226.63,1735150,1735150,2.12,0.93545,228.2475,"May 05, 25",0.0093545,,,,,
2025-05-02,225.29,230.22,223.8,229.95,227.82,2209157,2209157,4.66,2.07,227.315,"May 02, 25",0.0207,,,,,
2025-05-01,219.04,224.26,217.42,220.77,218.73,2207200,2207200,1.73,0.78981,220.3725,"May 01, 25",0.0078981,,,,,
2025-04-30,209.78,215.67,203.85,214.91,212.92,2719218,2719218,5.13,2.45,211.0525,"April 30, 25",0.0245,,,,,
2025-04-29,221.71,225.19,208.78,216.58,214.57,4247551,4247551,-5.13,-2.31,218.065,"April 29, 25",-0.0231,,,,,
2025-04-28,215,218.4,212.93,216.31,214.31,2673518,2673518,1.31,0.6093,215.66,"April 28, 25",0.006093,,,,,
2025-04-25,212.18,213.62,209.19,211.97,210.01,1493078,1493078,-0.21,-0.09897257,211.74,"April 25, 25",-0.0009897257,,,,,
2025-04-24,205.67,212.4,205.23,211.31,209.35,1516949,1516949,5.64,2.74,208.6525,"April 24, 25",0.0274,,,,,
2025-04-23,209.36,218.06,206.73,207.55,205.63,2849422,2849422,-1.81,-0.86454,210.425,"April 23, 25",-0.0086454,,,,,
2025-04-22,192.79,200.28,192.34,199.67,197.82,1945337,1945337,6.88,3.57,196.27,"April 22, 25",0.0357,,,,,
2025-04-21,189.52,193,185.5,189.51,187.76,1684900,1684900,-0.01,-0.00527649,189.3825,"April 21, 25",-5.27649e-05,,,,,
2025-04-17,191.79,195.01,189.81,192.69,190.91,1303302,1303302,0.9,0.46926,192.325,"April 17, 25",0.0046926,,,,,
2025-04-16,192,194.33,187.58,191.7,189.92,1744811,1744811,-0.3,-0.15625,191.4025,"April 16, 25",-0.0015625,,,,,
2025-04-15,194.01,195.82,192.02,193.37,191.58,2119433,2119433,-0.64,-0.32988,193.805,"April 15, 25",-0.0032988,,,,,
2025-04-14,196.84,197.74,188.89,191.82,190.04,1830578,1830578,-5.02,-2.55,193.8225,"April 14, 25",-0.0255,,,,,
2025-04-11,190,194.02,185.14,192.01,190.23,2889508,2889508,2.01,1.06,190.2925,"April 11, 25",0.0106,,,,,
2025-04-10,200.82,205,187.95,192.51,190.73,3660200,3660200,-8.31,-4.14,196.57,"April 10, 25",-0.0414,,,,,
2025-04-09,180.2,211.25,177.33,209.51,207.57,5736600,5736600,29.31,16.27,194.5725,"April 09, 25",0.1627,,,,,
2025-04-08,190.32,192.84,176,180.19,178.52,3897900,3897900,-10.13,-5.32,184.8375,"April 08, 25",-0.0532,,,,,
2025-04-07,166.7,189.63,164.01,179.55,177.89,4617724,4617724,12.85,7.71,174.9725,"April 07, 25",0.0771,,,,,
2025-04-04,179.5,184.59,172,177.93,176.28,5322100,5322100,-1.57,-0.87465,178.505,"April 04, 25",-0.0087465,,,,,
2025-04-03,195.99,195.99,187.57,188.65,186.9,5152546,5152546,-7.34,-3.75,192.05,"April 03, 25",-0.0375,,,,,
2025-04-02,204.11,213.14,204.09,212.05,210.09,2137500,2137500,7.94,3.89,208.3475,"April 02, 25",0.0389,,,,,
2025-04-01,204.52,208.46,199.4,208.12,206.19,2078449,2078449,3.6,1.76,205.125,"April 01, 25",0.0176,,,,,
2025-03-31,200.01,206.84,194.31,205.44,203.54,3889131,3889131,5.43,2.71,201.65,"March 31, 25",0.0271,,,,,
2025-03-28,214.79,215.91,205.87,207.58,205.66,2548600,2548600,-7.21,-3.36,211.0375,"March 28, 25",-0.0336,,,,,
2025-03-27,218.24,219.37,213.45,217.24,215.23,1684905,1684905,-1,-0.45821,217.075,"March 27, 25",-0.0045821,,,,,
2025-03-26,224.86,227.16,218.52,219.86,217.82,1754765,1754765,-5,-2.22,222.6,"March 26, 25",-0.0222,,,,,
2025-03-25,225.74,227.56,223.17,225.02,222.94,1677700,1677700,-0.72,-0.31895,225.3725,"March 25, 25",-0.0031895,,,,,
2025-03-24,218.94,226.69,218.15,225.4,223.31,2513900,2513900,6.46,2.95,222.295,"March 24, 25",0.0295,,,,,
2025-03-21,212.77,216.53,206.4,215.49,213.49,3608773,3608773,2.72,1.28,212.7975,"March 21, 25",0.0128,,,,,
2025-03-20,212.11,218.88,212,214.72,212.73,2271322,2271322,2.61,1.23,214.4275,"March 20, 25",0.0123,,,,,
2025-03-19,207.49,216.61,204.2,215.12,213.13,2614800,2614800,7.63,3.68,210.855,"March 19, 25",0.0368,,,,,
2025-03-18,217.17,217.99,203.07,203.38,201.5,3367836,3367836,-13.79,-6.35,210.4025,"March 18, 25",-0.0635,,,,,
2025-03-17,215.5,222.13,214.14,219.41,217.38,2660067,2660067,3.91,1.81,217.795,"March 17, 25",0.0181,,,,,
2025-03-14,211.46,214.43,207.34,212.02,210.06,2382505,2382505,0.56,0.26483,211.3125,"March 14, 25",0.0026483,,,,,
2025-03-13,214.91,217.1,206,207.9,205.97,4963047,4963047,-7.01,-3.26,211.4775,"March 13, 25",-0.0326,,,,,
