symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
SMCI,2025-06-30,49.01,593665000,29095521650,5169911000,4778842000,28704452650
SMCI,2024-06-30,81.23,575830000,46774670900,1669766000,2183393000,47288297900
SMCI,2023-06-30,24.93,529250000,13194202500,440459000,290302000,13044045500
SMCI,2022-06-30,4.04,514780000,2079711200,267397000,620564000,2432878200
SMCI,2021-06-30,3.52,511570000,1800726400,232266000,119051000,1687511400
SMCI,2020-06-30,2.84,509870000,1448030800,210533000,53813000,1291310800
SMCI,2019-06-30,1.93,499170000,963398100,248164000,23647000,738881100
SMCI,2018-06-30,2.37,493450000,1169476500,115377000,116181000,1170280500
SMCI,2017-06-30,2.47,483830000,1195060100,113196000,161447000,1243311100
SMCI,2016-06-30,2.49,479170000,1193133300,180964000,93589000,1105758300
SMCI,2015-06-30,2.96,464340000,1374446400,95442000,94412000,1373416400
SMCI,2014-06-30,2.53,435990000,1103054700,96872000,46287000,1052469700
SMCI,2013-06-30,1.08,419920000,453513600,93038000,35171000,395646600
SMCI,2012-06-30,1.59,408900000,650151000,80826000,32757000,602082000
SMCI,2011-06-30,1.61,381321140,613927035,69943000,28237000,572221035
SMCI,2010-06-30,1.35,358836400,484429140,72644000,18661000,430446140
SMCI,2009-06-30,0.766,342175710,262106593,70295000,10102000,201913593
SMCI,2008-06-30,0.738,313549560,231399575,51481000,10466000,190384575
SMCI,2007-06-30,1,241527690,241527690,50864000,11713000,202376690
SMCI,2006-06-30,0.876,220105860,192812733,16509000,19466000,195769733
SMCI,2005-06-30,0.876,219146920,191972701,11170000,13076000,193878701
SMCI,2004-06-30,0.876,218972360,191819787,0,0,191819787
SMCI,2003-06-30,0.876,217140000,190214640,6357000,9108000,192965640
SMCI,2002-06-30,0.876,213240000,186798240,3970000,9506000,192334240
