date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,paymentDate,dividend,declarationDate,recordDate
2024-05-15,183.87,185.75,182.37,183.92,181.87,2406741,2406741,0.05,0.02719313,183.9775,"May 15, 24",0.0002719313,,,,,
2024-05-14,184.35,185.96,180.42,181.94,179.91,2206342,2206342,-2.41,-1.31,183.1675,"May 14, 24",-0.0131,,,,,
2024-05-13,185.3,185.91,181.87,182.02,179.99,1522500,1522500,-3.28,-1.77,183.775,"May 13, 24",-0.0177,,,,,
2024-05-10,183.41,186.65,183.41,185.04,182.98,1112400,1112400,1.63,0.88872,184.6275,"May 10, 24",0.0088872,,,,,
2024-05-09,182,187.37,181.92,183.16,181.12,1643900,1643900,1.16,0.63736,183.6125,"May 09, 24",0.0063736,,,,,
2024-05-08,186,186.79,181.68,181.7,179.67,1208397,1208397,-4.3,-2.31,184.0425,"May 08, 24",-0.0231,,,,,
2024-05-07,181.57,185.6,181.19,184.79,182.73,1749307,1749307,3.22,1.77,183.2875,"May 07, 24",0.0177,,,,,
2024-05-06,185.32,185.77,179.77,180.18,178.17,2069445,2069445,-5.14,-2.77,182.76,"May 06, 24",-0.0277,,,,,
2024-05-03,185.05,189.6,184.33,185.06,183,1640300,1640300,0.01,0.00540394,186.01,"May 03, 24",5.40394e-05,,,,,
2024-05-02,184.25,185.26,181.79,183.4,181.36,1452360,1452360,-0.85,-0.46133,183.675,"May 02, 24",-0.0046133,,,,,
2024-05-01,180.25,186.19,179.2,182.49,180.46,2267900,2267900,2.24,1.24,182.0325,"May 01, 24",0.0124,,,,,
2024-04-30,183.48,184.7,180.81,181.71,179.68,1822700,1822700,-1.77,-0.96468,182.675,"April 30, 24",-0.0096468,,,,,
2024-04-29,183.37,186.98,180.72,184.24,182.19,2372632,2372632,0.87,0.47445,183.8275,"April 29, 24",0.0047445,,,,,
2024-04-26,184.26,191.49,181.3,182.42,180.39,3473800,3473800,-1.84,-0.99859,184.8675,"April 26, 24",-0.0099859,,,,,
2024-04-25,196.76,198.78,192.3,196.66,194.47,2605065,2605065,-0.1,-0.05082334,196.125,"April 25, 24",-0.0005082334,,,,,
2024-04-24,208,216.94,188.99,195.06,192.89,4479524,4479524,-12.94,-6.22,202.2475,"April 24, 24",-0.0622,,,,,
2024-04-23,210.99,220.32,210.99,219.28,216.84,1437966,1437966,8.29,3.93,215.395,"April 23, 24",0.0393,,,,,
2024-04-22,213.75,215.05,208.61,211.59,209.23,1052806,1052806,-2.16,-1.01,212.25,"April 22, 24",-0.0101,,,,,
2024-04-19,209.87,212.86,208.82,211.82,209.46,1540011,1540011,1.95,0.92915,210.8425,"April 19, 24",0.0092915,,,,,
2024-04-18,213.29,213.63,207.67,207.82,205.5,1071936,1071936,-5.47,-2.56,210.6025,"April 18, 24",-0.0256,,,,,
2024-04-17,212.32,217.94,207.12,210.81,208.46,2480838,2480838,-1.51,-0.71119,212.0475,"April 17, 24",-0.0071119,,,,,
2024-04-16,219.95,221.47,218.18,220.48,218.02,1481000,1481000,0.53,0.24096,220.02,"April 16, 24",0.0024096,,,,,
2024-04-15,224.76,225.78,218.79,219.95,217.5,1102702,1102702,-4.81,-2.14,222.32,"April 15, 24",-0.0214,,,,,
2024-04-12,216.71,221.63,216.71,221.13,218.66,1612740,1612740,4.42,2.04,219.045,"April 12, 24",0.0204,,,,,
2024-04-11,214.75,220.94,213.54,219.79,217.34,856300,856300,5.04,2.35,217.255,"April 11, 24",0.0235,,,,,
2024-04-10,218.5,219.2,214.02,215.04,212.64,974110,974110,-3.46,-1.58,216.69,"April 10, 24",-0.0158,,,,,
2024-04-09,224.69,224.71,216.21,222.52,220.04,886133,886133,-2.17,-0.96578,222.0325,"April 09, 24",-0.0096578,,,,,
2024-04-08,225.77,227.8,224.5,224.69,222.18,749714,749714,-1.08,-0.47836,225.69,"April 08, 24",-0.0047836,,,,,
2024-04-05,220.47,224.99,219.64,224.57,222.07,740740,740740,4.1,1.86,222.4175,"April 05, 24",0.0186,,,,,
2024-04-04,221.38,224.8,216.58,218.06,215.63,894345,894345,-3.32,-1.5,220.205,"April 04, 24",-0.015,,,,,
2024-04-03,216.58,222.13,216.58,219.84,217.39,1017400,1017400,3.26,1.51,218.7825,"April 03, 24",0.0151,,,,,
2024-04-02,216.63,217.48,213.9,216.57,214.16,932900,932900,-0.06,-0.02769699,216.145,"April 02, 24",-0.0002769699,,,,,
2024-04-01,219.58,221,216.58,218.12,215.69,1071938,1071938,-1.46,-0.66491,218.82,"April 01, 24",-0.0066491,,,,,
2024-03-28,216.05,220.71,213.21,219.31,216.86,1213490,1213490,3.26,1.51,217.32,"March 28, 24",0.0151,,,,,
2024-03-27,219.14,219.66,211.88,213.98,211.59,1017752,1017752,-5.16,-2.35,216.165,"March 27, 24",-0.0235,,,,,
2024-03-26,218.32,219.74,216.14,216.66,214.24,701416,701416,-1.66,-0.76035,217.715,"March 26, 24",-0.0076035,,,,,
2024-03-25,219.99,220.32,216.3,217.52,215.09,801428,801428,-2.47,-1.12,218.5325,"March 25, 24",-0.0112,,,,,
2024-03-22,222.41,222.44,218.83,220.54,218.08,860280,860280,-1.87,-0.84079,221.055,"March 22, 24",-0.0084079,,,,,
2024-03-21,219.34,223.61,219.34,222.41,219.93,926150,926150,3.07,1.4,221.175,"March 21, 24",0.014,,,,,
2024-03-20,211.16,217.22,210.95,217.13,214.71,883422,883422,5.97,2.83,214.115,"March 20, 24",0.0283,,,,,
2024-03-19,208.38,212.48,208.33,212.04,209.68,1066098,1066098,3.66,1.76,210.3075,"March 19, 24",0.0176,,,,,
2024-03-18,213.02,213.56,209.16,209.37,207.04,1057752,1057752,-3.64,-1.71,211.2775,"March 18, 24",-0.0171,,,,,
2024-03-15,212.45,214.34,210.14,210.56,208.21,3263624,3263624,-1.89,-0.88962,211.8725,"March 15, 24",-0.0088962,,,,,
2024-03-14,218.55,218.68,210.01,213.29,210.91,1946720,1946720,-5.27,-2.41,215.1325,"March 14, 24",-0.0241,,,,,
2024-03-13,220.92,221.67,216.49,216.91,214.49,858662,858662,-4.01,-1.82,218.9975,"March 13, 24",-0.0182,,,,,
2024-03-12,215.7,221.45,215.5,220.52,218.06,855988,855988,4.82,2.23,218.2925,"March 12, 24",0.0223,,,,,
2024-03-11,215.48,217.18,213.84,216.44,214.03,1128800,1128800,0.965,0.44552,215.735,"March 11, 24",0.0044552,,,,,
2024-03-08,221.66,222.44,214.02,214.15,211.76,990600,990600,-7.51,-3.39,218.0675,"March 08, 24",-0.0339,,,,,
2024-03-07,219.99,223.29,219.79,221.54,219.07,1078630,1078630,1.55,0.70458,221.1525,"March 07, 24",0.0070458,,,,,
2024-03-06,214.51,219.89,214.09,217.73,215.3,1293286,1293286,3.22,1.5,216.555,"March 06, 24",0.015,,,,,
2024-03-05,221,222.97,212.29,215.04,212.64,2101906,2101906,-5.96,-2.7,217.825,"March 05, 24",-0.027,0.26,2024-03-20,0.52,2024-01-31,2024-03-06
2024-03-04,223.72,226.17,222.57,223.12,220.38,1386258,1386258,-0.6,-0.26819,223.895,"March 04, 24",-0.0026819,,,,,
2024-03-01,221.78,223.69,219.49,222.14,219.41,2127616,2127616,0.36,0.16232,221.775,"March 01, 24",0.0016232,,,,,
2024-02-29,218.69,221.96,217.08,221.24,218.52,1938482,1938482,2.56,1.17,219.7425,"February 29, 24",0.0117,,,,,
2024-02-28,217.73,219.26,215.79,216.45,213.79,1037000,1037000,-1.28,-0.58788,217.3075,"February 28, 24",-0.0058788,,,,,
2024-02-27,222.5,223.43,218.39,220.53,217.82,1787400,1787400,-1.97,-0.88539,221.2125,"February 27, 24",-0.0088539,,,,,
2024-02-26,219.33,223.65,219.02,222.95,220.21,1776600,1776600,3.62,1.65,221.2375,"February 26, 24",0.0165,,,,,
2024-02-23,220.1,222.7,218.89,220.11,217.41,1027400,1027400,0.01,0.00454339,220.45,"February 23, 24",4.54339e-05,,,,,
2024-02-22,214.95,218.73,214.39,218.47,215.79,1030056,1030056,3.52,1.64,216.635,"February 22, 24",0.0164,,,,,
2024-02-21,210.69,212.76,208.76,212.21,209.6,1000522,1000522,1.52,0.72144,211.105,"February 21, 24",0.0072144,,,,,
2024-02-20,211.19,211.93,206.13,209.71,207.13,1258800,1258800,-1.48,-0.70079,209.74,"February 20, 24",-0.0070079,,,,,
2024-02-16,215.27,217.23,211.59,211.73,209.13,1150958,1150958,-3.55,-1.64,213.955,"February 16, 24",-0.0164,,,,,
2024-02-15,217.06,217.46,212.52,216.17,213.52,1015886,1015886,-0.89,-0.41002,215.8025,"February 15, 24",-0.0041002,,,,,
2024-02-14,212.5,216.37,211.98,215.57,212.92,1422890,1422890,3.06,1.44,214.105,"February 14, 24",0.0144,,,,,
2024-02-13,210.22,214.4,209.42,211.97,209.37,1883800,1883800,1.75,0.83246,211.5025,"February 13, 24",0.0083246,,,,,
2024-02-12,217.23,218.55,213.83,214.55,211.92,1296600,1296600,-2.68,-1.23,216.04,"February 12, 24",-0.0123,,,,,
2024-02-09,218.94,218.94,214.34,217.67,215,1610200,1610200,-1.28,-0.58007,217.4725,"February 09, 24",-0.0058007,,,,,
2024-02-08,215.67,218.66,214.3,217.58,214.91,1351662,1351662,1.91,0.88561,216.5525,"February 08, 24",0.0088561,,,,,
2024-02-07,215.5,224.23,215.29,216.23,213.57,2334254,2334254,0.725,0.33875,217.8125,"February 07, 24",0.0033875,,,,,
2024-02-06,208.5,213.82,207.5,212.78,210.17,1645600,1645600,4.28,2.05,210.65,"February 06, 24",0.0205,,,,,
2024-02-05,204.3,207.78,201.39,207.22,204.68,1772954,1772954,2.92,1.43,205.1725,"February 05, 24",0.0143,,,,,
2024-02-02,195.73,205.48,192.83,204.35,201.84,2262412,2262412,8.62,4.4,199.5975,"February 02, 24",0.044,,,,,
2024-02-01,192.79,196.8,188.09,196.1,193.69,2317222,2317222,3.31,1.72,193.445,"February 01, 24",0.0172,,,,,
2024-01-31,202.86,206.28,190.02,195.51,193.11,2933188,2933188,-7.35,-3.62,198.6675,"January 31, 24",-0.0362,,,,,
2024-01-30,196.4,199.81,196.38,197.94,195.51,1463806,1463806,1.54,0.78411,197.6325,"January 30, 24",0.0078411,,,,,
2024-01-29,194.96,198.73,194.13,198.62,196.18,1169974,1169974,3.66,1.88,196.61,"January 29, 24",0.0188,,,,,
2024-01-26,198.81,199.5,194.46,196.34,193.93,901000,901000,-2.47,-1.24,197.2775,"January 26, 24",-0.0124,,,,,
2024-01-25,197.84,199.71,195.71,197.72,195.29,1043644,1043644,-0.12,-0.06065507,197.745,"January 25, 24",-0.0006065507,,,,,
2024-01-24,199.1,199.21,195.67,195.84,193.44,1101800,1101800,-3.25,-1.64,197.455,"January 24, 24",-0.0164,,,,,
2024-01-23,201.07,202.65,196.61,197.12,194.7,1311304,1311304,-3.95,-1.96,199.3625,"January 23, 24",-0.0196,,,,,
2024-01-22,195.23,200.98,194.98,200.86,198.39,1730298,1730298,5.63,2.88,198.0125,"January 22, 24",0.0288,,,,,
2024-01-19,191.66,194.37,190.41,193.62,191.24,1675244,1675244,1.96,1.02,192.515,"January 19, 24",0.0102,,,,,
2024-01-18,189.5,191.96,188.75,191.2,188.85,1294800,1294800,1.7,0.8971,190.3525,"January 18, 24",0.008971,,,,,
2024-01-17,189.38,189.54,187.19,188.93,186.61,957108,957108,-0.45,-0.23762,188.76,"January 17, 24",-0.0023762,,,,,
2024-01-16,193.64,194.04,190.13,191.4,189.05,934600,934600,-2.24,-1.16,192.3025,"January 16, 24",-0.0116,,,,,
2024-01-12,195.68,195.68,191.55,194.44,192.05,1116046,1116046,-1.24,-0.63369,194.3375,"January 12, 24",-0.0063369,,,,,
2024-01-11,196.07,196.41,191.84,194.42,192.03,1334944,1334944,-1.65,-0.84154,194.685,"January 11, 24",-0.0084154,,,,,
2024-01-10,194.3,195.6,191.46,195.51,193.11,1195484,1195484,1.22,0.62275,194.2175,"January 10, 24",0.0062275,,,,,
2024-01-09,194.46,197.36,193.02,195.38,192.98,1060896,1060896,0.925,0.47311,195.055,"January 09, 24",0.0047311,,,,,
2024-01-08,193.72,196.77,192.41,196.36,193.95,1090400,1090400,2.64,1.36,194.815,"January 08, 24",0.0136,,,,,
2024-01-05,194.59,194.66,191.23,191.89,189.53,1093852,1093852,-2.71,-1.39,193.0925,"January 05, 24",-0.0139,,,,,
2024-01-04,192.44,195.09,190.02,194.63,192.24,1423200,1423200,2.19,1.14,193.045,"January 04, 24",0.0114,,,,,
2024-01-03,196.71,197,192.11,192.56,190.2,1776200,1776200,-4.15,-2.11,194.595,"January 03, 24",-0.0211,,,,,
2024-01-02,201.66,203.53,197.11,198.87,196.43,1171312,1171312,-2.78,-1.38,200.2925,"January 02, 24",-0.0138,,,,,
2023-12-29,205,206.55,201.81,202.67,200.18,775002,775002,-2.34,-1.14,204.0075,"December 29, 23",-0.0114,,,,,
2023-12-28,207.94,208.05,204.22,205.53,203.01,639490,639490,-2.41,-1.16,206.435,"December 28, 23",-0.0116,,,,,
2023-12-27,208.41,209.47,205.61,206.8,204.26,682064,682064,-1.6,-0.77252,207.5725,"December 27, 23",-0.0077252,,,,,
2023-12-26,207.09,208.98,206.67,208,205.45,625508,625508,0.91,0.43942,207.685,"December 26, 23",0.0043942,,,,,
2023-12-22,206.35,207.69,204.3,206.49,203.95,811028,811028,0.135,0.06784589,206.2075,"December 22, 23",0.0006784589,,,,,
2023-12-21,202.7,205.45,201.5,204.61,202.1,1031616,1031616,1.91,0.94228,203.565,"December 21, 23",0.0094228,,,,,
2023-12-20,198.3,207.98,197.57,201.02,198.55,1627000,1627000,2.72,1.37,201.2175,"December 20, 23",0.0137,,,,,
2023-12-19,197.34,202.11,197.34,200.54,198.08,933038,933038,3.2,1.62,199.3325,"December 19, 23",0.0162,,,,,
2023-12-18,198.54,200.01,194.59,196.54,194.13,1079294,1079294,-2,-1.01,197.42,"December 18, 23",-0.0101,,,,,
2023-12-15,191.99,199.03,191.99,196.53,194.12,2914492,2914492,4.54,2.36,194.885,"December 15, 23",0.0236,,,,,
2023-12-14,193.31,194.87,190.13,191.26,188.91,2194494,2194494,-2.05,-1.06,192.3925,"December 14, 23",-0.0106,,,,,
2023-12-13,191.18,192.04,187.42,192.03,189.67,1621200,1621200,0.855,0.44461,190.6675,"December 13, 23",0.0044461,,,,,
2023-12-12,190.07,192.34,189,191.12,188.77,2082498,2082498,1.05,0.55243,190.6325,"December 12, 23",0.0055243,,,,,
2023-12-11,188.43,191.52,185.87,189.44,187.11,2280364,2280364,1.01,0.53601,188.815,"December 11, 23",0.0053601,,,,,
2023-12-08,186.9,190.27,184.51,184.73,182.46,2066000,2066000,-2.18,-1.16,186.6025,"December 08, 23",-0.0116,,,,,
2023-12-07,186.56,187.81,183.53,187.5,185.2,2211686,2211686,0.94,0.50386,186.35,"December 07, 23",0.0050386,,,,,
2023-12-06,197.46,198.24,185.26,186.45,184.16,2349000,2349000,-11.01,-5.58,191.8525,"December 06, 23",-0.0558,,,,,
2023-12-05,200.12,201.66,197.14,197.4,194.98,1554216,1554216,-2.72,-1.36,199.08,"December 05, 23",-0.0136,0.2,2023-12-20,0.4,2023-10-19,2023-12-06
2023-12-04,201.48,203.61,199.2,201.95,199.27,1077448,1077448,0.475,0.23327,201.56,"December 04, 23",0.0023327,,,,,
2023-12-01,194.03,203.93,193.11,202.87,200.18,1637866,1637866,8.84,4.56,198.485,"December 01, 23",0.0456,,,,,
2023-11-30,192.14,194.89,188.45,194.53,191.95,2585230,2585230,2.4,1.24,192.5025,"November 30, 23",0.0124,,,,,
2023-11-29,194.36,196.5,191.07,191.96,189.41,1395208,1395208,-2.4,-1.23,193.4725,"November 29, 23",-0.0123,,,,,
2023-11-28,198.97,198.97,190.01,193.69,191.12,1559200,1559200,-5.28,-2.65,195.41,"November 28, 23",-0.0265,,,,,
2023-11-27,199.2,200.35,196.06,199.33,196.68,840232,840232,0.125,0.06526104,198.735,"November 27, 23",0.0006526104,,,,,
2023-11-24,202.47,203.23,201.44,202.16,199.48,299000,299000,-0.31,-0.15311,202.325,"November 24, 23",-0.0015311,,,,,
2023-11-22,204.05,205.71,201.58,201.88,199.2,800200,800200,-2.18,-1.06,203.305,"November 22, 23",-0.0106,,,,,
2023-11-21,201.15,202.97,200.21,202.44,199.75,590600,590600,1.29,0.64131,201.6925,"November 21, 23",0.0064131,,,,,
2023-11-20,200.09,201.88,198.94,201.14,198.47,691678,691678,1.04,0.52476,200.5125,"November 20, 23",0.0052476,,,,,
2023-11-17,200.71,201.31,198.94,199.95,197.3,1047870,1047870,-0.76,-0.37866,200.2275,"November 17, 23",-0.0037866,,,,,
2023-11-16,202.03,202.97,197.31,198.9,196.26,1086800,1086800,-3.13,-1.55,200.3025,"November 16, 23",-0.0155,,,,,
2023-11-15,203.2,205.66,201.08,201.37,198.7,1240488,1240488,-1.83,-0.90059,202.8275,"November 15, 23",-0.0090059,,,,,
2023-11-14,198.87,203.62,198.41,202.42,199.73,1411200,1411200,3.54,1.79,200.83,"November 14, 23",0.0179,,,,,
2023-11-13,195.5,196.22,193.37,195.51,192.92,926400,926400,0.005,0.00511509,195.15,"November 13, 23",5.11509e-05,,,,,
2023-11-10,194.26,196.64,192.69,196.32,193.71,1167000,1167000,2.06,1.06,194.9775,"November 10, 23",0.0106,,,,,
2023-11-09,196.77,197.62,190.12,192.8,190.24,1435000,1435000,-3.96,-2.02,194.3275,"November 09, 23",-0.0202,,,,,
2023-11-08,198.15,199.96,194.72,195.08,192.49,1940800,1940800,-3.08,-1.55,196.9775,"November 08, 23",-0.0155,,,,,
2023-11-07,195.74,200.59,195.21,198.18,195.55,1286218,1286218,2.44,1.25,197.43,"November 07, 23",0.0125,,,,,
2023-11-06,195.92,197.07,192.41,197.02,194.41,981522,981522,1.11,0.56145,195.605,"November 06, 23",0.0056145,,,,,
2023-11-03,196.36,197.64,194.4,196.17,193.57,1029020,1029020,-0.185,-0.09676105,196.1425,"November 03, 23",-0.0009676105,,,,,
2023-11-02,197.63,198.89,193.17,194.42,191.84,1630452,1630452,-3.22,-1.62,196.0275,"November 02, 23",-0.0162,,,,,
2023-11-01,189.03,195.9,188.47,195.33,192.74,1903022,1903022,6.29,3.33,192.1825,"November 01, 23",0.0333,,,,,
2023-10-31,190.19,191.45,187.03,188.33,185.83,1175800,1175800,-1.85,-0.97797,189.25,"October 31, 23",-0.0097797,,,,,
2023-10-30,187.63,189.94,183.04,189.57,187.05,1600470,1600470,1.94,1.03,187.545,"October 30, 23",0.0103,,,,,
2023-10-27,187.52,192.13,181.81,184.23,181.79,1871658,1871658,-3.28,-1.75,186.4225,"October 27, 23",-0.0175,,,,,
2023-10-26,184.64,187.42,180.66,184.9,182.45,2460068,2460068,0.255,0.14081,184.405,"October 26, 23",0.0014081,,,,,
2023-10-25,195.25,198.71,178.5,185.51,183.05,3089618,3089618,-9.75,-4.99,189.4925,"October 25, 23",-0.0499,,,,,
2023-10-24,194.37,196.09,190.04,192.95,190.39,1934436,1934436,-1.42,-0.73057,193.3625,"October 24, 23",-0.0073057,,,,,
2023-10-23,196.31,197.75,193.63,193.83,191.26,1291656,1291656,-2.47,-1.26,195.38,"October 23, 23",-0.0126,,,,,
2023-10-20,199.69,202.13,193.34,196.52,193.91,1404456,1404456,-3.17,-1.59,197.92,"October 20, 23",-0.0159,,,,,
2023-10-19,203.03,203.73,197.25,198.23,195.6,1374200,1374200,-4.8,-2.36,200.56,"October 19, 23",-0.0236,,,,,
2023-10-18,206.61,207.66,200.74,200.93,198.26,1401200,1401200,-5.68,-2.75,203.985,"October 18, 23",-0.0275,,,,,
2023-10-17,207.23,210.35,205.69,208.57,205.8,820072,820072,1.34,0.64662,207.96,"October 17, 23",0.0064662,,,,,
2023-10-16,204.8,212.04,203.99,206.21,203.47,1283252,1283252,1.41,0.68848,206.76,"October 16, 23",0.0068848,,,,,
2023-10-13,213.09,214,201.22,202.54,199.85,1187756,1187756,-10.55,-4.95,207.7125,"October 13, 23",-0.0495,,,,,
2023-10-12,214.02,214.1,209.91,212.04,209.23,664278,664278,-1.99,-0.92515,212.5175,"October 12, 23",-0.0092515,,,,,
2023-10-11,212.26,213.49,210.87,212.88,210.06,757600,757600,0.625,0.29209,212.375,"October 11, 23",0.0029209,,,,,
2023-10-10,211.09,214.85,210.59,212.56,209.74,823884,823884,1.47,0.69639,212.2725,"October 10, 23",0.0069639,,,,,
2023-10-09,204.42,211.72,203.76,211.09,208.29,908402,908402,6.67,3.26,207.7475,"October 09, 23",0.0326,,,,,
2023-10-06,200.67,207.73,200.61,206.71,203.97,1202600,1202600,6.05,3.01,203.93,"October 06, 23",0.0301,,,,,
2023-10-05,202.58,203.96,199.44,201.64,198.96,1001240,1001240,-0.94,-0.46401,201.905,"October 05, 23",-0.0046401,,,,,
2023-10-04,201.5,202.48,199.5,201.58,198.91,1298614,1298614,0.085,0.03970223,201.265,"October 04, 23",0.0003970223,,,,,
2023-10-03,200.06,204.47,198.47,199.94,197.29,1045292,1045292,-0.12,-0.05998201,200.735,"October 03, 23",-0.0005998201,,,,,
2023-10-02,203.2,203.94,198.93,201.6,198.92,1200296,1200296,-1.6,-0.7874,201.9175,"October 02, 23",-0.007874,,,,,
2023-09-29,205,207.37,203.61,204.57,201.86,1517910,1517910,-0.43,-0.20976,205.1375,"September 29, 23",-0.0020976,,,,,
2023-09-28,199.61,204.54,198.33,203.03,200.34,1501224,1501224,3.42,1.71,201.3775,"September 28, 23",0.0171,,,,,
2023-09-27,201.58,202.52,198.46,199.95,197.3,1242200,1242200,-1.63,-0.80861,200.6275,"September 27, 23",-0.0080861,,,,,
2023-09-26,203.07,203.07,198.9,199.51,196.86,675892,675892,-3.56,-1.75,201.1375,"September 26, 23",-0.0175,,,,,
2023-09-25,200.33,205.68,200.16,204.26,201.55,678800,678800,3.92,1.96,202.6075,"September 25, 23",0.0196,,,,,
2023-09-22,200.07,203.94,199.7,200.33,197.67,840000,840000,0.265,0.12995,201.01,"September 22, 23",0.0012995,,,,,
2023-09-21,202.8,203.33,198.59,200.07,197.42,1109610,1109610,-2.73,-1.35,201.1975,"September 21, 23",-0.0135,,,,,
2023-09-20,204.79,206.54,203.78,203.94,201.23,880400,880400,-0.85,-0.41506,204.7625,"September 20, 23",-0.0041506,,,,,
2023-09-19,204.09,204.9,200.64,203.14,200.44,1045600,1045600,-0.945,-0.46548,203.1925,"September 19, 23",-0.0046548,,,,,
2023-09-18,203.99,206.49,203.5,204.92,202.2,1041644,1041644,0.93,0.4559,204.725,"September 18, 23",0.004559,,,,,
2023-09-15,203.7,204.98,200.03,204.8,202.08,3254634,3254634,1.11,0.54001,203.3775,"September 15, 23",0.0054001,,,,,
2023-09-14,209.66,210.73,201.86,203.49,200.79,1856656,1856656,-6.16,-2.94,206.435,"September 14, 23",-0.0294,,,,,
2023-09-13,210.96,213.22,207.41,207.87,205.11,1567000,1567000,-3.09,-1.46,209.865,"September 13, 23",-0.0146,,,,,
2023-09-12,211.11,214.25,210.37,210.93,208.13,1042800,1042800,-0.185,-0.08526361,211.665,"September 12, 23",-0.0008526361,,,,,
2023-09-11,212.14,213.69,210.27,213.02,210.19,971400,971400,0.88,0.41482,212.28,"September 11, 23",0.0041482,,,,,
2023-09-08,215.36,216.4,210.36,210.63,207.83,1134824,1134824,-4.74,-2.2,213.1875,"September 08, 23",-0.022,,,,,
2023-09-07,213.49,218.54,210.98,216.38,213.51,1904600,1904600,2.89,1.35,214.8475,"September 07, 23",0.0135,,,,,
2023-09-06,211.7,215.73,210.17,211.93,209.12,1036482,1036482,0.235,0.10864,212.3825,"September 06, 23",0.0010864,,,,,
2023-09-05,216.19,216.76,209.17,211.72,208.91,1383530,1383530,-4.47,-2.07,213.46,"September 05, 23",-0.0207,0.2,2023-09-20,0.4,2023-07-20,2023-09-06
2023-09-01,216.8,219.03,214.29,217.94,214.85,1022200,1022200,1.14,0.52583,217.015,"September 01, 23",0.0052583,,,,,
2023-08-31,213.11,215,211.34,213.69,210.66,1694086,1694086,0.575,0.27216,213.285,"August 31, 23",0.0027216,,,,,
2023-08-30,213.9,216.2,213.3,215.16,212.11,1040000,1040000,1.25,0.58906,214.64,"August 30, 23",0.0058906,,,,,
2023-08-29,207.39,214.7,206.89,213.9,210.87,1253826,1253826,6.52,3.14,210.72,"August 29, 23",0.0314,,,,,
2023-08-28,206.48,210.1,205.47,208.2,205.25,1053600,1053600,1.72,0.83301,207.5625,"August 28, 23",0.0083301,,,,,
2023-08-25,205.36,206.26,201.27,204.52,201.62,778556,778556,-0.835,-0.40904,204.3525,"August 25, 23",-0.0040904,,,,,
2023-08-24,206.16,207.67,204.25,204.35,201.45,1139626,1139626,-1.81,-0.87796,205.6075,"August 24, 23",-0.0087796,,,,,
2023-08-23,202.87,206.71,200.74,206.33,203.4,1177000,1177000,3.45,1.71,204.1625,"August 23, 23",0.0171,,,,,
2023-08-22,201.28,203.07,199.92,202.5,199.63,1425298,1425298,1.22,0.60612,201.6925,"August 22, 23",0.0060612,,,,,
2023-08-21,198.48,204.79,198.47,201.56,198.7,1448854,1448854,3.08,1.55,200.825,"August 21, 23",0.0155,,,,,
2023-08-18,195.31,197.81,194.13,196.75,193.96,1740216,1740216,1.44,0.73729,196,"August 18, 23",0.0073729,,,,,
2023-08-17,201.52,205.02,196.81,197.09,194.3,1463454,1463454,-4.44,-2.2,200.11,"August 17, 23",-0.022,,,,,
2023-08-16,206.05,212.17,202.65,203.55,200.66,1433600,1433600,-2.49,-1.21,206.105,"August 16, 23",-0.0121,,,,,
2023-08-15,207.5,208.99,204.36,204.82,201.92,1116678,1116678,-2.68,-1.29,206.4175,"August 15, 23",-0.0129,,,,,
2023-08-14,205.23,209.3,203.48,208,205.05,1180028,1180028,2.77,1.35,206.5025,"August 14, 23",0.0135,,,,,
2023-08-11,201.81,206.23,201.81,205.39,202.48,1155850,1155850,3.58,1.77,203.81,"August 11, 23",0.0177,,,,,
2023-08-10,201.54,204.83,200.31,202.98,200.1,935600,935600,1.44,0.7145,202.415,"August 10, 23",0.007145,,,,,
2023-08-09,203.23,204.3,200.03,200.72,197.87,1362818,1362818,-2.51,-1.24,202.07,"August 09, 23",-0.0124,,,,,
2023-08-08,203.02,204.84,201.34,204.55,201.65,1002246,1002246,1.54,0.75362,203.4375,"August 08, 23",0.0075362,,,,,
2023-08-07,205.3,208.7,200.94,204.68,201.78,1254838,1254838,-0.615,-0.302,204.905,"August 07, 23",-0.00302,,,,,
2023-08-04,204.43,208.89,201.75,203.56,200.67,1595000,1595000,-0.875,-0.42557,204.6575,"August 04, 23",-0.0042557,,,,,
2023-08-03,203.47,208.71,203.11,206.52,203.59,1756298,1756298,3.05,1.5,205.4525,"August 03, 23",0.015,,,,,
2023-08-02,203.75,206.99,203.22,204.29,201.39,1409000,1409000,0.545,0.26503,204.5625,"August 02, 23",0.0026503,,,,,
2023-08-01,209.75,210.33,199.67,206.32,203.39,2181622,2181622,-3.43,-1.64,206.5175,"August 01, 23",-0.0164,,,,,
2023-07-31,213.5,214.62,207.55,209.75,206.78,1483944,1483944,-3.75,-1.76,211.355,"July 31, 23",-0.0176,,,,,
2023-07-28,210.02,214.4,207.15,213.79,210.76,2082200,2082200,3.77,1.8,211.34,"July 28, 23",0.018,,,,,
2023-07-27,212.23,212.23,204.45,206.07,203.15,1983600,1983600,-6.16,-2.9,208.745,"July 27, 23",-0.029,,,,,
2023-07-26,203,211.67,200.6,210.38,207.4,2648238,2648238,7.38,3.64,206.4125,"July 26, 23",0.0364,,,,,
2023-07-25,195.34,199.59,194.72,197.69,194.89,1749702,1749702,2.34,1.2,196.835,"July 25, 23",0.012,,,,,
