date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,adjDividend,paymentDate,dividend
2025-03-04,605.27,621.92,597.23,617.3,617.3,396900,396900,12.03,1.99,610.43,"March 04, 25",0.0199,,,,,
2025-03-03,612.16,619.24,603.61,606.39,606.39,313036,313036,-5.77,-0.94256,610.35,"March 03, 25",-0.0094256,,,,,
2025-02-28,606.79,611.01,601.02,608.43,608.43,325548,325548,1.64,0.27027,606.8125,"February 28, 25",0.0027027,,,,,
2025-02-27,615.87,617.08,603.8,605.41,605.41,228288,228288,-10.46,-1.7,610.54,"February 27, 25",-0.017,,,,,
2025-02-26,616.9,624.75,613.31,616.47,616.47,178800,178800,-0.43,-0.06970336,617.8575,"February 26, 25",-0.0006970336,,,,,
2025-02-25,612.5,621.76,609.25,615.83,615.83,185500,185500,3.33,0.54367,614.835,"February 25, 25",0.0054367,,,,,
2025-02-24,615.82,616.54,609.59,613.57,613.57,244700,244700,-2.25,-0.36537,613.88,"February 24, 25",-0.0036537,,,,,
2025-02-21,628.12,629.01,613.57,615.21,615.21,297446,297446,-12.91,-2.06,621.4775,"February 21, 25",-0.0206,,,,,
2025-02-20,640.61,641.77,626.11,630.09,630.09,249200,249200,-10.52,-1.64,634.645,"February 20, 25",-0.0164,,,,,
2025-02-19,639.23,647.11,631.59,644.68,644.68,172059,172059,5.45,0.85259,640.6525,"February 19, 25",0.0085259,,,,,
2025-02-18,641.67,641.67,631.03,639.99,639.99,355700,355700,-1.68,-0.26182,638.59,"February 18, 25",-0.0026182,,,,,
2025-02-14,648.91,650.98,636.74,641.7,641.7,314107,314107,-7.21,-1.11,644.5825,"February 14, 25",-0.0111,,,,,
2025-02-13,620.92,661.31,618.75,646.74,646.74,632974,632974,25.82,4.16,636.93,"February 13, 25",0.0416,,,,,
2025-02-12,600,614.5,600,610.27,610.27,398700,398700,10.27,1.71,606.1925,"February 12, 25",0.0171,,,,,
2025-02-11,609.45,612.01,602.95,609.47,609.47,187900,187900,0.02,0.00328165,608.47,"February 11, 25",3.28165e-05,,,,,
2025-02-10,609.83,614.97,601.42,611.83,611.83,200239,200239,2,0.32796,609.5125,"February 10, 25",0.0032796,,,,,
2025-02-07,614.1,619.03,602.56,606.24,606.24,224317,224317,-7.86,-1.28,610.4825,"February 07, 25",-0.0128,,,,,
2025-02-06,613.47,616.62,611.52,615.85,615.85,181234,181234,2.38,0.38796,614.365,"February 06, 25",0.0038796,,,,,
2025-02-05,611.12,616.79,606.58,616,616,204403,204403,4.88,0.79853,612.6225,"February 05, 25",0.0079853,,,,,
2025-02-04,606.08,614.4,604.57,608.08,608.08,198500,198500,2,0.32999,608.2825,"February 04, 25",0.0032999,,,,,
2025-02-03,596.54,607.32,587.49,603.01,603.01,187354,187354,6.47,1.08,598.59,"February 03, 25",0.0108,,,,,
2025-01-31,598.72,606.15,593.9,601.64,601.64,272429,272429,2.92,0.48771,600.1025,"January 31, 25",0.0048771,,,,,
2025-01-30,605.48,613.63,594.07,598.89,598.89,260044,260044,-6.59,-1.09,603.0175,"January 30, 25",-0.0109,,,,,
2025-01-29,614.97,616.17,605.92,607.41,607.41,235500,235500,-7.56,-1.23,611.1175,"January 29, 25",-0.0123,,,,,
2025-01-28,605.04,626.08,600.76,619.85,619.85,304100,304100,14.81,2.45,612.9325,"January 28, 25",0.0245,,,,,
2025-01-27,588.5,608.45,583.61,607.38,607.38,313537,313537,18.88,3.21,596.985,"January 27, 25",0.0321,,,,,
2025-01-24,591.4,594.97,590.21,591.93,591.93,155300,155300,0.53,0.08961786,592.1275,"January 24, 25",0.0008961786,,,,,
2025-01-23,586.43,593.7,582.4,593.47,593.47,214004,214004,7.04,1.2,589,"January 23, 25",0.012,,,,,
2025-01-22,586.51,590.36,581.55,586.03,586.03,177331,177331,-0.48,-0.08184004,586.1125,"January 22, 25",-0.0008184004,,,,,
2025-01-21,573.05,586.52,572.97,584.55,584.55,235565,235565,11.5,2.01,579.2725,"January 21, 25",0.0201,,,,,
2025-01-17,578.66,581.16,568.59,569.33,569.33,308096,308096,-9.33,-1.61,574.435,"January 17, 25",-0.0161,,,,,
2025-01-16,573.93,583.17,572.7,575.43,575.43,197614,197614,1.5,0.26136,576.3075,"January 16, 25",0.0026136,,,,,
2025-01-15,577.51,580.59,569.31,571.88,571.88,186900,186900,-5.63,-0.97487,574.8225,"January 15, 25",-0.0097487,,,,,
2025-01-14,564.52,571.5,561.35,570.27,570.27,156100,156100,5.75,1.02,566.91,"January 14, 25",0.0102,,,,,
2025-01-13,558.37,565.16,558.37,562.01,562.01,211100,211100,3.64,0.6519,560.9775,"January 13, 25",0.006519,,,,,
2025-01-10,569.46,570.75,559.29,559.7,559.7,229600,229600,-9.76,-1.71,564.8,"January 10, 25",-0.0171,,,,,
2025-01-08,564,575.49,564,575.22,575.22,205600,205600,11.22,1.99,569.6775,"January 08, 25",0.0199,,,,,
2025-01-07,574.41,577.85,560.97,563.54,563.54,350600,350600,-10.87,-1.89,569.1925,"January 07, 25",-0.0189,,,,,
2025-01-06,582.06,582.06,568.49,575.84,575.84,215100,215100,-6.22,-1.07,577.1125,"January 06, 25",-0.0107,,,,,
2025-01-03,574.84,585.25,574.84,584.17,584.17,168832,168832,9.33,1.62,579.775,"January 03, 25",0.0162,,,,,
2025-01-02,581.69,583.77,573.82,574.67,574.67,184600,184600,-7.02,-1.21,578.4875,"January 02, 25",-0.0121,,,,,
2024-12-31,579.31,580.47,573.59,576.64,576.64,140468,140468,-2.67,-0.46089,577.5025,"December 31, 24",-0.0046089,,,,,
2024-12-30,582,582.39,574.92,579.04,579.04,121014,121014,-2.96,-0.50859,579.5875,"December 30, 24",-0.0050859,,,,,
2024-12-27,590,593.36,583.17,587.1,587.1,130700,130700,-2.9,-0.49153,588.4075,"December 27, 24",-0.0049153,,,,,
2024-12-26,594.38,598.2,592.66,592.84,592.84,83600,83600,-1.54,-0.25909,594.52,"December 26, 24",-0.0025909,,,,,
2024-12-24,593.51,599.26,592.56,599.26,599.26,58900,58900,5.75,0.96881,596.1475,"December 24, 24",0.0096881,,,,,
2024-12-23,600.5,603.1,589.36,594.4,594.4,218801,218801,-6.1,-1.02,596.84,"December 23, 24",-0.0102,,,,,
2024-12-20,594.62,607.83,592.13,605.42,605.42,516531,516531,10.8,1.82,600,"December 20, 24",0.0182,,,,,
2024-12-19,593.95,598.01,587.03,593.6,593.6,280100,280100,-0.35,-0.05892752,593.1475,"December 19, 24",-0.0005892752,,,,,
2024-12-18,609.1,609.18,587.04,591.18,591.18,371837,371837,-17.92,-2.94,599.125,"December 18, 24",-0.0294,,,,,
2024-12-17,613.51,614.19,607.28,607.94,607.94,305000,305000,-5.57,-0.90789,610.73,"December 17, 24",-0.0090789,,,,,
2024-12-16,611,617.79,610.33,614.36,614.36,215400,215400,3.36,0.54992,613.37,"December 16, 24",0.0054992,,,,,
2024-12-13,627.17,628.58,608.04,611.65,611.65,200000,200000,-15.52,-2.47,618.86,"December 13, 24",-0.0247,,,,,
2024-12-12,626,632.73,625.11,628.24,628.24,192672,192672,2.24,0.35783,628.02,"December 12, 24",0.0035783,,,,,
2024-12-11,618.64,635.48,618.64,625.02,625.02,364929,364929,6.38,1.03,624.445,"December 11, 24",0.0103,,,,,
2024-12-10,618.87,623.47,613.3,617.44,617.44,294000,294000,-1.43,-0.23107,618.27,"December 10, 24",-0.0023107,,,,,
2024-12-09,623.76,623.76,612.92,621.77,621.77,278200,278200,-1.99,-0.31903,620.5525,"December 09, 24",-0.0031903,,,,,
2024-12-06,630.99,637.71,620.76,623.15,623.15,197165,197165,-7.84,-1.24,628.1525,"December 06, 24",-0.0124,,,,,
2024-12-05,635.43,638.56,626.17,630.73,630.73,245800,245800,-4.7,-0.73966,632.7225,"December 05, 24",-0.0073966,,,,,
2024-12-04,624.99,636.56,621.32,635.69,635.69,188212,188212,10.7,1.71,629.64,"December 04, 24",0.0171,,,,,
2024-12-03,623.27,624.45,616.04,622.85,622.85,184854,184854,-0.42,-0.06738653,621.6525,"December 03, 24",-0.0006738653,,,,,
2024-12-02,625.46,626.28,617.12,625.58,625.58,295000,295000,0.12,0.01918588,623.61,"December 02, 24",0.0001918588,,,,,
2024-11-29,632.01,635.65,626.63,629.17,629.17,140419,140419,-2.84,-0.44936,630.865,"November 29, 24",-0.0044936,,,,,
2024-11-27,636.77,637.53,629.39,630.44,630.44,262600,262600,-6.33,-0.99408,633.5325,"November 27, 24",-0.0099408,,,,,
2024-11-26,624.4,635.4,618.55,635.19,635.19,249500,249500,10.79,1.73,628.385,"November 26, 24",0.0173,,,,,
2024-11-25,612.18,625.86,609.98,624.19,624.19,1187800,1187800,12.01,1.96,618.0525,"November 25, 24",0.0196,,,,,
2024-11-22,602.08,610.75,602.08,609.09,609.09,270400,270400,7.01,1.16,606,"November 22, 24",0.0116,,,,,
2024-11-21,605.57,605.72,596.77,597.21,597.21,322700,322700,-8.36,-1.38,601.3175,"November 21, 24",-0.0138,,,,,
2024-11-20,599.68,602.33,596.04,601.14,601.14,236621,236621,1.46,0.24346,599.7975,"November 20, 24",0.0024346,,,,,
2024-11-19,599.12,603.77,597.6,599.68,599.68,269400,269400,0.56,0.09347042,600.0425,"November 19, 24",0.0009347042,,,,,
2024-11-18,597.1,603.53,596.04,601.19,601.19,225405,225405,4.09,0.68498,599.465,"November 18, 24",0.0068498,,,,,
2024-11-15,611.67,611.67,595.5,597.1,597.1,252742,252742,-14.57,-2.38,603.985,"November 15, 24",-0.0238,,,,,
2024-11-14,619.12,624.18,612.55,614.28,614.28,281830,281830,-4.84,-0.78175,617.5325,"November 14, 24",-0.0078175,,,,,
2024-11-13,621.4,628,614.22,616.87,616.87,243900,243900,-4.53,-0.729,620.1225,"November 13, 24",-0.00729,,,,,
2024-11-12,613.35,620.04,609.34,619.12,619.12,234661,234661,5.77,0.94074,615.4625,"November 12, 24",0.0094074,,,,,
2024-11-11,624.87,629.96,612.91,613.23,613.23,307400,307400,-11.64,-1.86,620.2425,"November 11, 24",-0.0186,,,,,
2024-11-08,617,627.52,611.33,623.22,623.22,307200,307200,6.22,1.01,619.7675,"November 08, 24",0.0101,,,,,
2024-11-07,604.23,619.76,604.23,615.35,615.35,271100,271100,11.12,1.84,610.8925,"November 07, 24",0.0184,,,,,
2024-11-06,621.66,625,595.31,603.2,603.2,356400,356400,-18.46,-2.97,611.2925,"November 06, 24",-0.0297,,,,,
2024-11-05,600.75,607,597.05,606.35,606.35,191652,191652,5.6,0.93217,602.7875,"November 05, 24",0.0093217,,,,,
2024-11-04,604.61,605.11,596.54,600.61,600.61,150037,150037,-4,-0.66158,601.7175,"November 04, 24",-0.0066158,,,,,
2024-11-01,605.63,610.35,602.26,602.75,602.75,239000,239000,-2.88,-0.47554,605.2475,"November 01, 24",-0.0047554,,,,,
2024-10-31,612.88,616.26,603.56,605.59,605.59,250771,250771,-7.29,-1.19,609.5725,"October 31, 24",-0.0119,,,,,
2024-10-30,613.53,616.62,609.21,614.8,614.8,233421,233421,1.27,0.207,613.54,"October 30, 24",0.00207,,,,,
2024-10-29,605,616.81,605,613.48,613.48,317400,317400,8.48,1.4,610.0725,"October 29, 24",0.014,,,,,
2024-10-28,608.51,609.78,604.6,605.39,605.39,195230,195230,-3.12,-0.51273,607.07,"October 28, 24",-0.0051273,,,,,
2024-10-25,613.5,617.17,604.71,605.86,605.86,238251,238251,-7.64,-1.25,610.31,"October 25, 24",-0.0125,,,,,
2024-10-24,593.86,631.43,587.13,611.67,611.67,598000,598000,17.81,3,606.0225,"October 24, 24",0.03,,,,,
2024-10-23,585,589.52,582.04,582.22,582.22,304800,304800,-2.78,-0.47521,584.695,"October 23, 24",-0.0047521,,,,,
2024-10-22,587,588.29,584.05,585.86,585.86,205048,205048,-1.14,-0.19421,586.3,"October 22, 24",-0.0019421,,,,,
2024-10-21,588,590.48,583.69,586.77,586.77,267635,267635,-1.23,-0.20918,587.235,"October 21, 24",-0.0020918,,,,,
2024-10-18,588.57,590.51,585,588.43,588.43,179731,179731,-0.14,-0.02378647,588.1275,"October 18, 24",-0.0002378647,,,,,
2024-10-17,589,589.7,586.64,588.23,588.23,187645,187645,-0.77,-0.13073,588.3925,"October 17, 24",-0.0013073,,,,,
2024-10-16,594.83,595.06,585.01,589.97,589.97,184612,184612,-4.86,-0.81704,591.2175,"October 16, 24",-0.0081704,,,,,
2024-10-15,602.45,606.93,600.04,601.05,601.05,253113,253113,-1.4,-0.23238,602.6175,"October 15, 24",-0.0023238,,,,,
2024-10-14,596.02,601.51,594.7,599.69,599.69,183404,183404,3.67,0.61575,597.98,"October 14, 24",0.0061575,,,,,
2024-10-11,588.82,597.42,588.82,594.41,594.41,222600,222600,5.59,0.94936,592.3675,"October 11, 24",0.0094936,,,,,
2024-10-10,590.47,590.47,582.63,586.47,586.47,206933,206933,-4,-0.67743,587.51,"October 10, 24",-0.0067743,,,,,
2024-10-09,594.65,597.98,587.6,591.56,591.56,223900,223900,-3.09,-0.51963,592.9475,"October 09, 24",-0.0051963,,,,,
2024-10-08,586.49,596,584.48,593.9,593.9,301569,301569,7.41,1.26,590.2175,"October 08, 24",0.0126,,,,,
2024-10-07,583.22,586.2,578.76,581.57,581.57,235900,235900,-1.65,-0.28291,582.4375,"October 07, 24",-0.0028291,,,,,
2024-10-04,584.87,584.87,577.85,579.45,579.45,172400,172400,-5.42,-0.9267,581.76,"October 04, 24",-0.009267,,,,,
2024-10-03,585,585,579.81,581.55,581.55,94000,94000,-3.45,-0.58974,582.84,"October 03, 24",-0.0058974,,,,,
2024-10-02,578.12,584.45,573.55,584.11,584.11,126000,126000,5.99,1.04,580.0575,"October 02, 24",0.0104,,,,,
2024-10-01,582.66,584.61,576.44,578.64,578.64,192322,192322,-4.02,-0.68994,580.5875,"October 01, 24",-0.0068994,,,,,
2024-09-30,577.17,584.41,575.95,583.72,583.72,188152,188152,6.55,1.13,580.3125,"September 30, 24",0.0113,,,,,
2024-09-27,578.02,582.04,574.74,577.52,577.52,141733,141733,-0.5,-0.0865022,578.08,"September 27, 24",-0.000865022,,,,,
2024-09-26,583.53,585.73,577.02,579.07,579.07,158600,158600,-4.46,-0.76431,581.3375,"September 26, 24",-0.0076431,,,,,
2024-09-25,586.36,588.81,579.04,580.04,580.04,171545,171545,-6.32,-1.08,583.5625,"September 25, 24",-0.0108,,,,,
2024-09-24,582.56,585.61,578.87,585.15,585.15,179906,179906,2.59,0.44459,583.0475,"September 24, 24",0.0044459,,,,,
2024-09-23,580.39,585.03,573.23,583.74,583.74,285236,285236,3.35,0.5772,580.5975,"September 23, 24",0.005772,,,,,
2024-09-20,576.89,579.69,570.17,577.8,577.8,1471127,1471127,0.91,0.15774,576.1375,"September 20, 24",0.0015774,,,,,
2024-09-19,586.11,586.11,576.32,580.25,580.25,369600,369600,-5.86,-0.99981,582.1975,"September 19, 24",-0.0099981,,,,,
2024-09-18,577.79,583.01,570.63,579.49,579.49,275400,275400,1.7,0.29422,577.73,"September 18, 24",0.0029422,,,,,
2024-09-17,586.19,591.18,576.07,579.39,579.39,248800,248800,-6.8,-1.16,583.2075,"September 17, 24",-0.0116,,,,,
2024-09-16,584.56,590.49,582.04,585.73,585.73,230600,230600,1.17,0.20015,585.705,"September 16, 24",0.0020015,,,,,
2024-09-13,583.18,584.67,579.43,581.96,581.96,140010,140010,-1.22,-0.2092,582.31,"September 13, 24",-0.002092,,,,,
2024-09-12,587,590.31,569.66,583.17,583.17,183746,183746,-3.83,-0.65247,582.535,"September 12, 24",-0.0065247,,,,,
2024-09-11,592.93,592.93,578.75,586.41,586.41,170900,170900,-6.52,-1.1,587.755,"September 11, 24",-0.011,,,,,
2024-09-10,592.08,598.93,586.1,595.46,595.46,216800,216800,3.38,0.57087,593.1425,"September 10, 24",0.0057087,,,,,
2024-09-09,586.97,590.8,583.57,588.99,588.99,316400,316400,2.02,0.34414,587.5825,"September 09, 24",0.0034414,,,,,
2024-09-06,586.84,590,579.84,581.16,581.16,215837,215837,-5.68,-0.9679,584.46,"September 06, 24",-0.009679,,,,,
2024-09-05,581.93,586.42,579.74,583.86,583.86,138228,138228,1.93,0.33166,582.9875,"September 05, 24",0.0033166,,,,,
2024-09-04,576.5,587.14,576.5,586.66,586.66,188300,188300,10.16,1.76,581.7,"September 04, 24",0.0176,,,,,
2024-09-03,587.12,587.77,574.76,578.72,578.72,180741,180741,-8.4,-1.43,582.0925,"September 03, 24",-0.0143,,,,,
2024-08-30,589.9,592.23,583.07,587.87,587.87,294709,294709,-2.03,-0.34413,588.2675,"August 30, 24",-0.0034413,,,,,
2024-08-29,583.16,592.45,583.16,587.63,587.63,176618,176618,4.47,0.76651,586.6,"August 29, 24",0.0076651,,,,,
2024-08-28,577.93,581.88,577.09,581.05,581.05,111626,111626,3.12,0.53986,579.4875,"August 28, 24",0.0053986,,,,,
2024-08-27,571.75,581.86,571.75,578.59,578.59,141298,141298,6.84,1.2,575.9875,"August 27, 24",0.012,,,,,
2024-08-26,571.92,575.27,570.8,571.68,571.68,208483,208483,-0.24,-0.04196391,572.4175,"August 26, 24",-0.0004196391,,,,,
2024-08-23,576.14,576.32,567.02,571.73,571.73,203128,203128,-4.41,-0.76544,572.8025,"August 23, 24",-0.0076544,,,,,
2024-08-22,581.14,581.37,570.89,572.68,572.68,145516,145516,-8.46,-1.46,576.52,"August 22, 24",-0.0146,,,,,
2024-08-21,576.34,581.24,576.34,581.19,581.19,180500,180500,4.85,0.84152,578.7775,"August 21, 24",0.0084152,,,,,
2024-08-20,580.88,584.58,575.91,576.63,576.63,199200,199200,-4.25,-0.73165,579.5,"August 20, 24",-0.0073165,,,,,
2024-08-19,584,585.75,579.04,579.58,579.58,165248,165248,-4.42,-0.75685,582.0925,"August 19, 24",-0.0075685,,,,,
2024-08-16,580.54,584.24,578.83,584.17,584.17,177600,177600,3.63,0.62528,581.945,"August 16, 24",0.0062528,,,,,
2024-08-15,581.59,582.3,578.24,582.01,582.01,175512,175512,0.42,0.07221582,581.035,"August 15, 24",0.0007221582,,,,,
2024-08-14,578.32,584.89,577.84,581.18,581.18,130400,130400,2.86,0.49454,580.5575,"August 14, 24",0.0049454,,,,,
2024-08-13,581.42,581.88,576.56,579.28,579.28,158002,158002,-2.14,-0.36806,579.785,"August 13, 24",-0.0036806,,,,,
2024-08-12,575.99,580.34,570.84,579.76,579.76,200915,200915,3.77,0.65453,576.7325,"August 12, 24",0.0065453,,,,,
2024-08-09,577.96,578.34,572.22,575.23,575.23,132439,132439,-2.73,-0.47235,575.9375,"August 09, 24",-0.0047235,,,,,
2024-08-08,571.27,580.41,567.74,579.52,579.52,186100,186100,8.25,1.44,574.735,"August 08, 24",0.0144,,,,,
2024-08-07,569.21,578.94,565.21,568.48,568.48,224000,224000,-0.73,-0.12825,570.46,"August 07, 24",-0.0012825,,,,,
2024-08-06,566.17,579.56,566.17,570.63,570.63,212111,212111,4.46,0.78775,570.6325,"August 06, 24",0.0078775,,,,,
2024-08-05,560.57,575.76,555.34,569.01,569.01,297200,297200,8.44,1.51,565.17,"August 05, 24",0.0151,,,,,
2024-08-02,563.5,575.86,557.16,575.81,575.81,271500,271500,12.31,2.18,568.0825,"August 02, 24",0.0218,,,,,
2024-08-01,566.64,572.23,560.15,569.71,569.71,236128,236128,3.07,0.54179,567.1825,"August 01, 24",0.0054179,,,,,
2024-07-31,574.79,574.79,565.01,568.11,568.11,342449,342449,-6.68,-1.16,570.675,"July 31, 24",-0.0116,,,,,
2024-07-30,579.68,580.6,568.56,574.55,574.55,300600,300600,-5.13,-0.88497,575.8475,"July 30, 24",-0.0088497,,,,,
2024-07-29,584.35,588.04,575.37,576.99,576.99,487121,487121,-7.36,-1.26,581.1875,"July 29, 24",-0.0126,,,,,
2024-07-26,570.91,593.5,569.25,590.65,590.65,584307,584307,19.74,3.46,581.0775,"July 26, 24",0.0346,,,,,
2024-07-25,528.06,572.8,526.79,564.34,564.34,622700,622700,36.28,6.87,547.9975,"July 25, 24",0.0687,,,,,
2024-07-24,525.45,525.57,515.79,515.8,515.8,294349,294349,-9.65,-1.84,520.6525,"July 24, 24",-0.0184,,,,,
2024-07-23,529.19,533.46,526.26,526.37,526.37,200611,200611,-2.82,-0.53289,528.82,"July 23, 24",-0.0053289,,,,,
2024-07-22,526.65,531.07,524.5,529.09,529.09,184846,184846,2.44,0.46331,527.8275,"July 22, 24",0.0046331,,,,,
2024-07-19,528.88,528.88,520.71,524.33,524.33,153624,153624,-4.55,-0.86031,525.7,"July 19, 24",-0.0086031,,,,,
2024-07-18,528.64,533.81,525.4,525.91,525.91,211337,211337,-2.73,-0.51642,528.44,"July 18, 24",-0.0051642,,,,,
2024-07-17,526.9,531.57,525.82,528.03,528.03,259968,259968,1.13,0.21446,528.08,"July 17, 24",0.0021446,,,,,
2024-07-16,521.65,528.95,517.9,528.92,528.92,154148,154148,7.27,1.39,524.355,"July 16, 24",0.0139,,,,,
2024-07-15,525,527.71,520.18,520.91,520.91,186680,186680,-4.09,-0.77905,523.45,"July 15, 24",-0.0077905,,,,,
2024-07-12,515.46,525.56,514.5,523.08,523.08,265327,265327,7.62,1.48,519.65,"July 12, 24",0.0148,,,,,
2024-07-11,515,521.14,509.19,514.31,514.31,197753,197753,-0.69,-0.13398,514.91,"July 11, 24",-0.0013398,,,,,
2024-07-10,509.37,512.16,503.54,511.88,511.88,173270,173270,2.51,0.49277,509.2375,"July 10, 24",0.0049277,,,,,
2024-07-09,512.75,512.75,504.91,508.86,508.86,149922,149922,-3.89,-0.75865,509.8175,"July 09, 24",-0.0075865,,,,,
2024-07-08,513,514.43,507.31,511.48,511.48,144439,144439,-1.52,-0.2963,511.555,"July 08, 24",-0.002963,,,,,
2024-07-05,509.03,513.46,506.95,513.42,513.42,178005,178005,4.39,0.86242,510.715,"July 05, 24",0.0086242,,,,,
2024-07-03,507.28,514.38,504.95,508.56,508.56,111288,111288,1.28,0.25233,508.7925,"July 03, 24",0.0025233,,,,,
2024-07-02,501.98,519.44,501.98,509,509,192760,192760,7.02,1.4,508.1,"July 02, 24",0.014,,,,,
2024-07-01,502.79,502.79,495.21,499.52,499.52,258679,258679,-3.27,-0.65037,500.0775,"July 01, 24",-0.0065037,,,,,
2024-06-28,498.93,506.07,497.12,502.78,502.78,665137,665137,3.85,0.77165,501.225,"June 28, 24",0.0077165,,,,,
2024-06-27,488.63,497.43,485,493.81,493.81,257755,257755,5.18,1.06,491.2175,"June 27, 24",0.0106,,,,,
2024-06-26,486.02,491.26,484.05,488.63,488.63,149770,149770,2.61,0.53701,487.49,"June 26, 24",0.0053701,,,,,
2024-06-25,492.95,494.6,485.17,488.24,488.24,194662,194662,-4.71,-0.95547,490.24,"June 25, 24",-0.0095547,,,,,
2024-06-24,488.51,495.24,486.41,491.57,491.57,265680,265680,3.06,0.62639,490.4325,"June 24, 24",0.0062639,,,,,
2024-06-21,479.96,489.64,476.42,489.14,489.14,1027445,1027445,9.18,1.91,483.79,"June 21, 24",0.0191,,,,,
2024-06-20,474.16,479.22,469.66,479.04,479.04,259613,259613,4.88,1.03,475.52,"June 20, 24",0.0103,,,,,
2024-06-18,465.68,473.23,463.84,472.9,472.9,234747,234747,7.22,1.55,468.9125,"June 18, 24",0.0155,,,,,
2024-06-17,465.98,468.19,458.5,467.27,467.27,385492,385492,1.29,0.27684,464.985,"June 17, 24",0.0027684,,,,,
2024-06-14,472.57,475.05,470.41,471.79,471.79,170008,170008,-0.78,-0.16505,472.455,"June 14, 24",-0.0016505,,,,,
2024-06-13,477.59,480.16,471.05,474.49,474.49,224192,224192,-3.1,-0.64909,475.8225,"June 13, 24",-0.0064909,,,,,
2024-06-12,486.63,490.06,477.93,478.58,478.58,344874,344874,-8.05,-1.65,483.3,"June 12, 24",-0.0165,,,,,
2024-06-11,476,483.35,476,481.97,481.97,275032,275032,5.97,1.25,479.33,"June 11, 24",0.0125,,,,,
2024-06-10,480.9,483.14,476.86,477.02,477.02,204176,204176,-3.88,-0.80682,479.48,"June 10, 24",-0.0080682,,,,,
2024-06-07,481.5,484.24,480.22,481.84,481.84,148839,148839,0.34,0.07061267,481.95,"June 07, 24",0.0007061267,,,,,
2024-06-06,486.35,490.26,480.78,481.42,481.42,133229,133229,-4.93,-1.01,484.7025,"June 06, 24",-0.0101,,,,,
2024-06-05,480.6,484.27,478.52,483.83,483.83,133431,133431,3.23,0.67208,481.805,"June 05, 24",0.0067208,,,,,
2024-06-04,473.12,480.56,467.89,479.1,479.1,167495,167495,5.98,1.26,475.1675,"June 04, 24",0.0126,,,,,
2024-06-03,480.28,480.28,468.01,474.19,474.19,161616,161616,-6.09,-1.27,475.69,"June 03, 24",-0.0127,,,,,
2024-05-31,477.08,480.36,468.35,480.36,480.36,299343,299343,3.28,0.68752,476.5375,"May 31, 24",0.0068752,,,,,
2024-05-30,473.07,480.9,470,477.38,477.38,220316,220316,4.31,0.91107,475.3375,"May 30, 24",0.0091107,,,,,
2024-05-29,476.16,481.02,475.37,475.4,475.4,185998,185998,-0.76,-0.15961,476.9875,"May 29, 24",-0.0015961,,,,,
2024-05-28,490.71,492.49,476.11,479.13,479.13,311026,311026,-11.58,-2.36,484.61,"May 28, 24",-0.0236,,,,,
2024-05-24,491.3,494.84,486.89,492.05,492.05,92009,92009,0.75,0.15266,491.27,"May 24, 24",0.0015266,,,,,
2024-05-23,499.55,499.55,487.9,491.13,491.13,207029,207029,-8.42,-1.69,494.5325,"May 23, 24",-0.0169,,,,,
2024-05-22,497.26,500.49,495.64,497.51,497.51,147744,147744,0.25,0.05027551,497.725,"May 22, 24",0.0005027551,,,,,
2024-05-21,494.78,498.66,492.75,495.98,495.98,152696,152696,1.2,0.24253,495.5425,"May 21, 24",0.0024253,,,,,
2024-05-20,490,495,488.15,493.92,493.92,129885,129885,3.92,0.8,491.7675,"May 20, 24",0.008,,,,,
2024-05-17,489.94,489.94,485.86,489.14,489.14,110509,110509,-0.8,-0.16329,488.72,"May 17, 24",-0.0016329,,,,,
2024-05-16,488.99,490.86,485.32,487.97,487.97,188877,188877,-1.02,-0.20859,488.285,"May 16, 24",-0.0020859,,,,,
2024-05-15,487.23,492.57,483.94,489.14,489.14,211934,211934,1.91,0.39201,488.22,"May 15, 24",0.0039201,,,,,
2024-05-14,482.22,487.11,477.99,484.85,484.85,224000,224000,2.63,0.54539,483.0425,"May 14, 24",0.0054539,,,,,
2024-05-13,486.73,487.28,479.61,481.1,481.1,131957,131957,-5.63,-1.16,483.68,"May 13, 24",-0.0116,,,,,
2024-05-10,482.95,488.71,480.42,484.76,484.76,197162,197162,1.81,0.37478,484.21,"May 10, 24",0.0037478,,,,,
2024-05-09,481.69,483.86,475.61,481.84,481.84,176293,176293,0.15,0.03114036,480.75,"May 09, 24",0.0003114036,,,,,
2024-05-08,481.17,485.41,477.16,481.02,481.02,195985,195985,-0.15,-0.03117401,481.19,"May 08, 24",-0.0003117401,,,,,
2024-05-07,476.4,483.83,474.01,481.38,481.38,280929,280929,4.98,1.05,478.905,"May 07, 24",0.0105,,,,,
2024-05-06,472.08,477.86,471.31,476.02,476.02,198618,198618,3.94,0.8346,474.3175,"May 06, 24",0.008346,,,,,
2024-05-03,470,471.53,464.15,469,469,176465,176465,-1,-0.21277,468.67,"May 03, 24",-0.0021277,,,,,
2024-05-02,459.71,465.22,452.57,464.46,464.46,195318,195318,4.75,1.03,460.49,"May 02, 24",0.0103,,,,,
2024-05-01,460.64,464.2,455.07,458.53,458.53,266556,266556,-2.11,-0.45806,459.61,"May 01, 24",-0.0045806,,,,,
2024-04-30,463.91,466.1,461.4,461.55,461.55,322975,322975,-2.36,-0.50872,463.24,"April 30, 24",-0.0050872,,,,,
