date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,adjDividend,paymentDate,dividend
2025-12-11,455.77,461.31,451.75,453.73,453.73,406223,406223,-2.04,-0.44759,455.64,"December 11, 25",-0.0044759,,,,,
2025-12-10,453.36,456.76,450.56,455.78,455.78,414044,414044,2.42,0.53379,454.115,"December 10, 25",0.0053379,,,,,
2025-12-09,461.18,464.58,451.23,453.36,453.36,352050,352050,-7.82,-1.7,457.5875,"December 09, 25",-0.017,,,,,
2025-12-08,468.17,472,450.18,460.2,460.2,527137,527137,-7.97,-1.7,462.6375,"December 08, 25",-0.017,,,,,
2025-12-05,467.19,470.45,464.86,469.33,469.33,289300,289300,2.14,0.45806,467.9575,"December 05, 25",0.0045806,,,,,
2025-12-04,464.36,468.92,462.63,466.63,466.63,278910,278910,2.27,0.48884,465.635,"December 04, 25",0.0048884,,,,,
2025-12-03,460.71,469.29,460.6,461.84,461.84,269599,269599,1.13,0.24527,463.11,"December 03, 25",0.0024527,,,,,
2025-12-02,466.66,467.42,461.15,461.53,461.53,284426,284426,-5.13,-1.1,464.19,"December 02, 25",-0.011,,,,,
2025-12-01,465.5,470.69,463.74,465.55,465.55,384106,384106,0.05,0.01074114,466.37,"December 01, 25",0.0001074114,,,,,
2025-11-28,459.95,471.66,459.95,469.62,469.62,138846,138846,9.67,2.1,465.295,"November 28, 25",0.021,,,,,
2025-11-26,467.88,473.31,465.15,465.96,465.96,257433,257433,-1.92,-0.41036,468.075,"November 26, 25",-0.0041036,,,,,
2025-11-25,457.82,471.8,455.81,470.69,470.69,436500,436500,12.87,2.81,464.03,"November 25, 25",0.0281,,,,,
2025-11-24,471.08,473.72,452.55,453.04,453.04,841405,841405,-18.04,-3.83,462.5975,"November 24, 25",-0.0383,,,,,
2025-11-21,469.17,481.57,468.16,472.77,472.77,565500,565500,3.6,0.76731,472.9175,"November 21, 25",0.0076731,,,,,
2025-11-20,467.32,472.65,463.67,466,466,478910,478910,-1.32,-0.28246,467.41,"November 20, 25",-0.0028246,,,,,
2025-11-19,465.63,468.56,461.1,465.77,465.77,453813,453813,0.14,0.03006679,465.265,"November 19, 25",0.0003006679,,,,,
2025-11-18,463.24,469.13,461.77,466.25,466.25,437900,437900,3.01,0.64977,465.0975,"November 18, 25",0.0064977,,,,,
2025-11-17,468.73,469.42,458.34,463.05,463.05,419131,419131,-5.68,-1.21,464.885,"November 17, 25",-0.0121,,,,,
2025-11-14,464.83,471.94,461.02,467.64,467.64,304600,304600,2.81,0.60452,466.3575,"November 14, 25",0.0060452,,,,,
2025-11-13,465.05,469.12,462.88,466.37,466.37,386700,386700,1.32,0.28384,465.855,"November 13, 25",0.0028384,,,,,
2025-11-12,469.5,474,463,466.62,466.62,315670,315670,-2.88,-0.61342,468.28,"November 12, 25",-0.0061342,,,,,
2025-11-11,465.71,470.19,461.91,470,470,265104,265104,4.29,0.92117,466.9525,"November 11, 25",0.0092117,,,,,
2025-11-10,458.58,466.64,456,464.48,464.48,414407,414407,5.9,1.29,461.425,"November 10, 25",0.0129,,,,,
2025-11-07,463.41,471.28,456.38,463.43,463.43,345000,345000,0.02,0.00431583,463.625,"November 07, 25",4.31583e-05,,,,,
2025-11-06,465,467.2,457.43,465.01,465.01,514448,514448,0.01,0.00215054,463.66,"November 06, 25",2.15054e-05,,,,,
2025-11-05,469.71,472.53,452.62,460.81,460.81,715326,715326,-8.9,-1.89,463.9175,"November 05, 25",-0.0189,,,,,
2025-11-04,470.55,474.96,463.26,469.71,469.71,377838,377838,-0.84,-0.17851,469.62,"November 04, 25",-0.0017851,,,,,
2025-11-03,471.91,474.94,460,467.02,467.02,528430,528430,-4.89,-1.04,468.4675,"November 03, 25",-0.0104,,,,,
2025-10-31,477.45,483.5,472.44,476.26,476.26,404108,404108,-1.19,-0.24924,477.4125,"October 31, 25",-0.0024924,,,,,
2025-10-30,469.01,489.92,450,478.08,478.08,793340,793340,9.07,1.93,471.7525,"October 30, 25",0.0193,,,,,
2025-10-29,504.43,510.19,475.77,478,478,725942,725942,-26.43,-5.24,492.0975,"October 29, 25",-0.0524,,,,,
2025-10-28,505.89,513.32,504.68,510.68,510.68,211500,211500,4.79,0.94685,508.6425,"October 28, 25",0.0094685,,,,,
2025-10-27,511.9,517.51,501.45,509.06,509.06,348151,348151,-2.84,-0.5548,509.98,"October 27, 25",-0.005548,,,,,
2025-10-24,518.37,518.37,507.2,508.66,508.66,318800,318800,-9.71,-1.87,513.15,"October 24, 25",-0.0187,,,,,
2025-10-23,513.37,517.33,510.94,516.25,516.25,234600,234600,2.88,0.561,514.4725,"October 23, 25",0.00561,,,,,
2025-10-22,515.79,524.43,512.82,513.05,513.05,187900,187900,-2.74,-0.53122,516.5225,"October 22, 25",-0.0053122,,,,,
2025-10-21,509.49,521.99,509.49,518.69,518.69,188400,188400,9.2,1.81,514.915,"October 21, 25",0.0181,,,,,
2025-10-20,504.64,514.53,504.64,510.25,510.25,223000,223000,5.61,1.11,508.515,"October 20, 25",0.0111,,,,,
2025-10-17,496.06,506.55,496.06,505.6,505.6,252200,252200,9.54,1.92,501.0675,"October 17, 25",0.0192,,,,,
2025-10-16,498.94,505.69,495.53,496.54,496.54,227535,227535,-2.4,-0.48102,499.175,"October 16, 25",-0.0048102,,,,,
2025-10-15,505.09,507.25,499.92,502.05,502.05,274462,274462,-3.04,-0.60187,503.5775,"October 15, 25",-0.0060187,,,,,
2025-10-14,503.64,507.75,500.39,506.28,506.28,267033,267033,2.64,0.52418,504.515,"October 14, 25",0.0052418,,,,,
2025-10-13,502.09,511.95,496.94,506.53,506.53,395013,395013,4.44,0.8843,504.3775,"October 13, 25",0.008843,,,,,
2025-10-10,504.05,509.65,499.9,504.21,504.21,322400,322400,0.16,0.03174288,504.4525,"October 10, 25",0.0003174288,,,,,
2025-10-09,516.9,517.67,505.12,506.46,506.46,446144,446144,-10.44,-2.02,511.5375,"October 09, 25",-0.0202,,,,,
2025-10-08,497.13,519.79,489.44,517.57,517.57,714702,714702,20.44,4.11,505.9825,"October 08, 25",0.0411,,,,,
2025-10-07,496.03,496.72,483.56,485.73,485.73,375222,375222,-10.3,-2.08,490.51,"October 07, 25",-0.0208,,,,,
2025-10-06,500.46,504.4,495.3,496.23,496.23,311286,311286,-4.23,-0.84522,499.0975,"October 06, 25",-0.0084522,,,,,
2025-10-03,498.19,509.3,497.32,502.74,502.74,296709,296709,4.55,0.91331,501.8875,"October 03, 25",0.0091331,,,,,
2025-10-02,499.59,508.13,494.32,498.19,498.19,510615,510615,-1.4,-0.28023,500.0575,"October 02, 25",-0.0028023,,,,,
2025-10-01,525.06,525.06,498.58,500.74,500.74,639825,639825,-24.32,-4.63,512.36,"October 01, 25",-0.0463,,,,,
2025-09-30,524.91,526.48,517.65,523.16,523.16,254232,254232,-1.75,-0.33339,523.05,"September 30, 25",-0.0033339,,,,,
2025-09-29,530.59,531.94,527.37,529.23,529.23,239029,239029,-1.36,-0.25632,529.7825,"September 29, 25",-0.0025632,,,,,
2025-09-26,524.35,531.53,520.95,529.72,529.72,220000,220000,5.37,1.02,526.6375,"September 26, 25",0.0102,,,,,
2025-09-25,522,526.6,516.77,522.22,522.22,289243,289243,0.22,0.04214559,521.8975,"September 25, 25",0.0004214559,,,,,
2025-09-24,528.98,530.79,521.08,522.89,522.89,383931,383931,-6.09,-1.15,525.935,"September 24, 25",-0.0115,,,,,
2025-09-23,536.62,538.9,527.23,528.39,528.39,323500,323500,-8.23,-1.53,532.785,"September 23, 25",-0.0153,,,,,
2025-09-22,531.8,538.79,530.51,536.16,536.16,277721,277721,4.36,0.81986,534.315,"September 22, 25",0.0081986,,,,,
2025-09-19,530.78,537.64,529.51,534.32,534.32,995800,995800,3.54,0.66694,533.0625,"September 19, 25",0.0066694,,,,,
2025-09-18,535.27,540.62,528.09,530.05,530.05,364800,364800,-5.22,-0.97521,533.5075,"September 18, 25",-0.0097521,,,,,
2025-09-17,537.32,543.3,532.19,536.38,536.38,296000,296000,-0.94,-0.17494,537.2975,"September 17, 25",-0.0017494,,,,,
2025-09-16,540.11,541.29,532.9,534.67,534.67,246900,246900,-5.44,-1.01,537.2425,"September 16, 25",-0.0101,,,,,
2025-09-15,544.99,547.93,532.47,539.46,539.46,400300,400300,-5.53,-1.01,541.2125,"September 15, 25",-0.0101,,,,,
2025-09-12,553.19,553.19,544.5,544.99,544.99,277800,277800,-8.2,-1.48,548.9675,"September 12, 25",-0.0148,,,,,
2025-09-11,552.4,555.52,548.25,553.99,553.99,301601,301601,1.59,0.28783,552.54,"September 11, 25",0.0028783,,,,,
2025-09-10,557.01,558.49,543.68,545.91,545.91,279618,279618,-11.1,-1.99,551.2725,"September 10, 25",-0.0199,,,,,
2025-09-09,566.34,566.34,554.47,558.41,558.41,250852,250852,-7.93,-1.4,561.39,"September 09, 25",-0.014,,,,,
2025-09-08,559.96,566.58,558.24,566.1,566.1,233922,233922,6.14,1.1,562.72,"September 08, 25",0.011,,,,,
2025-09-05,557.72,561.02,553.08,559.96,559.96,174404,174404,2.24,0.40164,557.945,"September 05, 25",0.0040164,,,,,
2025-09-04,553.09,554.53,546.41,554.23,554.23,403900,403900,1.14,0.20611,552.065,"September 04, 25",0.0020611,,,,,
2025-09-03,551.7,554.14,549.29,553.83,553.83,168812,168812,2.13,0.38608,552.24,"September 03, 25",0.0038608,,,,,
2025-09-02,555.24,560.17,548.4,552.49,552.49,280300,280300,-2.75,-0.49528,554.075,"September 02, 25",-0.0049528,,,,,
2025-08-29,557.32,562.88,556.89,562.88,562.88,278226,278226,5.56,0.99763,559.9925,"August 29, 25",0.0099763,,,,,
2025-08-28,560.57,560.57,549.42,556.28,556.28,293013,293013,-4.29,-0.76529,556.71,"August 28, 25",-0.0076529,,,,,
2025-08-27,550.32,561.84,550.32,560.81,560.81,289795,289795,10.49,1.91,555.8225,"August 27, 25",0.0191,,,,,
2025-08-26,553.25,561,547.1,547.18,547.18,447410,447410,-6.07,-1.1,552.1325,"August 26, 25",-0.011,,,,,
2025-08-25,563.61,564.47,554.05,554.96,554.96,210000,210000,-8.65,-1.53,559.2725,"August 25, 25",-0.0153,,,,,
2025-08-22,565,566.95,555.02,561.14,561.14,337303,337303,-3.86,-0.68319,562.0275,"August 22, 25",-0.0068319,,,,,
2025-08-21,563.78,569.27,558.33,566.67,566.67,215630,215630,2.89,0.51261,564.5125,"August 21, 25",0.0051261,,,,,
2025-08-20,569.69,575.93,563.91,567.95,567.95,231600,231600,-1.74,-0.30543,569.37,"August 20, 25",-0.0030543,,,,,
2025-08-19,570.01,572.77,566.39,570.26,570.26,229800,229800,0.25,0.04385888,569.8575,"August 19, 25",0.0004385888,,,,,
2025-08-18,572.33,576.91,563.81,567.82,567.82,395500,395500,-4.51,-0.78801,570.2175,"August 18, 25",-0.0078801,,,,,
2025-08-15,573.24,578.19,567.96,572.03,572.03,279040,279040,-1.21,-0.21108,572.855,"August 15, 25",-0.0021108,,,,,
2025-08-14,579.64,580.48,570.77,573.24,573.24,223967,223967,-6.4,-1.1,576.0325,"August 14, 25",-0.011,,,,,
2025-08-13,566.97,580.45,563.43,580.3,580.3,325572,325572,13.33,2.35,572.7875,"August 13, 25",0.0235,,,,,
2025-08-12,583.43,584.5,563.58,563.94,563.94,341300,341300,-19.49,-3.34,573.8625,"August 12, 25",-0.0334,,,,,
2025-08-11,594.51,598.06,582.64,584.2,584.2,259117,259117,-10.31,-1.73,589.8525,"August 11, 25",-0.0173,,,,,
2025-08-08,598.97,600.11,590.7,594.35,594.35,252627,252627,-4.62,-0.77132,596.0325,"August 08, 25",-0.0077132,,,,,
2025-08-07,614.51,615.25,588.71,600.19,600.19,532953,532953,-14.32,-2.33,604.665,"August 07, 25",-0.0233,,,,,
2025-08-06,610.35,621.34,610.35,611.76,611.76,407430,407430,1.41,0.23101,613.45,"August 06, 25",0.0023101,,,,,
2025-08-05,602.71,609.32,598,608.68,608.68,381736,381736,5.97,0.99053,604.6775,"August 05, 25",0.0099053,,,,,
2025-08-04,585,603.02,584.1,602.99,602.99,337210,337210,17.99,3.08,593.7775,"August 04, 25",0.0308,,,,,
2025-08-01,581.6,589.24,577.13,581.65,581.65,594905,594905,0.05,0.00859697,582.405,"August 01, 25",8.59697e-05,,,,,
2025-07-31,563.72,590,559.42,584.56,584.56,1014619,1014619,20.84,3.7,574.425,"July 31, 25",0.037,,,,,
2025-07-30,552,555.1,548.37,554.67,554.67,600553,600553,2.67,0.4837,552.535,"July 30, 25",0.004837,,,,,
2025-07-29,560.47,560.47,550.36,552.5,552.5,363504,363504,-7.97,-1.42,555.95,"July 29, 25",-0.0142,,,,,
2025-07-28,558.55,558.55,552.44,556.46,556.46,572370,572370,-2.09,-0.37418,556.5,"July 28, 25",-0.0037418,,,,,
2025-07-25,559.29,562.35,551.39,556.46,556.46,424900,424900,-2.83,-0.506,557.3725,"July 25, 25",-0.00506,,,,,
2025-07-24,561,563,556.43,559.92,559.92,334100,334100,-1.08,-0.19251,560.0875,"July 24, 25",-0.0019251,,,,,
2025-07-23,563.89,565.75,560.41,560.62,560.62,189900,189900,-3.27,-0.5799,562.6675,"July 23, 25",-0.005799,,,,,
2025-07-22,561.12,566.95,561.12,564.98,564.98,175933,175933,3.86,0.68791,563.5425,"July 22, 25",0.0068791,,,,,
2025-07-21,567.68,570.72,560,560.03,560.03,182800,182800,-7.65,-1.35,564.6075,"July 21, 25",-0.0135,,,,,
2025-07-18,563.15,565.93,560.01,564.36,564.36,253510,253510,1.21,0.21486,563.3625,"July 18, 25",0.0021486,,,,,
2025-07-17,560.13,565.47,557.78,561.26,561.26,292110,292110,1.13,0.20174,561.16,"July 17, 25",0.0020174,,,,,
2025-07-16,555.24,559.36,550.48,558.67,558.67,298331,298331,3.43,0.61775,555.9375,"July 16, 25",0.0061775,,,,,
2025-07-15,565.04,569.4,553.37,553.48,553.48,289119,289119,-11.56,-2.05,560.3225,"July 15, 25",-0.0205,,,,,
2025-07-14,550.9,563.65,550.21,562.48,562.48,314423,314423,11.58,2.1,556.81,"July 14, 25",0.021,,,,,
2025-07-11,559.6,564.85,550,551.8,551.8,243715,243715,-7.8,-1.39,556.5625,"July 11, 25",-0.0139,,,,,
2025-07-10,577.17,577.17,559.78,559.9,559.9,405527,405527,-17.26,-2.99,568.505,"July 10, 25",-0.0299,,,,,
2025-07-09,584.87,587.13,578.51,578.98,578.98,427646,427646,-5.89,-1.01,582.3725,"July 09, 25",-0.0101,,,,,
2025-07-08,590,594.33,582.13,585.05,585.05,239416,239416,-4.95,-0.83898,587.8775,"July 08, 25",-0.0083898,,,,,
2025-07-07,590.48,595.21,586.59,589.69,589.69,235951,235951,-0.79,-0.13379,590.4925,"July 07, 25",-0.0013379,,,,,
2025-07-03,582.74,593.38,581.25,590.04,590.04,173800,173800,7.3,1.25,586.8525,"July 03, 25",0.0125,,,,,
2025-07-02,587.32,587.32,572.27,583.08,583.08,329103,329103,-4.24,-0.72192,582.4975,"July 02, 25",-0.0072192,,,,,
2025-07-01,588.84,592.89,580.84,590.05,590.05,347431,347431,1.21,0.20549,588.155,"July 01, 25",0.0020549,,,,,
2025-06-30,580.57,594.05,578.95,592.84,592.84,266831,266831,12.27,2.11,586.6025,"June 30, 25",0.0211,,,,,
2025-06-27,578,588.74,576.96,581.1,581.1,409813,409813,3.1,0.53633,581.2,"June 27, 25",0.0053633,,,,,
2025-06-26,582.63,583.56,571.48,577.2,577.2,269702,269702,-5.43,-0.93198,578.7175,"June 26, 25",-0.0093198,,,,,
2025-06-25,588.07,590.42,581.23,581.24,581.24,297347,297347,-6.83,-1.16,585.24,"June 25, 25",-0.0116,,,,,
2025-06-24,584.91,589.71,578.37,588.63,588.63,249923,249923,3.72,0.636,585.405,"June 24, 25",0.00636,,,,,
2025-06-23,572.32,580.11,569.52,580.07,580.07,226400,226400,7.75,1.35,575.505,"June 23, 25",0.0135,,,,,
2025-06-20,569.53,572.98,568,569.77,569.77,668000,668000,0.24,0.04214001,570.07,"June 20, 25",0.0004214001,,,,,
2025-06-18,580.41,582.05,568.27,568.67,568.67,247700,247700,-11.74,-2.02,574.85,"June 18, 25",-0.0202,,,,,
2025-06-17,584.56,586.3,578.35,580.56,580.56,246718,246718,-4,-0.68428,582.4425,"June 17, 25",-0.0068428,,,,,
2025-06-16,584.85,593.72,582.83,589.13,589.13,268900,268900,4.28,0.73181,587.6325,"June 16, 25",0.0073181,,,,,
2025-06-13,581.78,584.81,576.84,579.72,579.72,350724,350724,-2.06,-0.35409,580.7875,"June 13, 25",-0.0035409,,,,,
2025-06-12,585,590,579.91,587.74,587.74,186746,186746,2.74,0.46838,585.6625,"June 12, 25",0.0046838,,,,,
2025-06-11,584.87,589.44,580.91,584.04,584.04,235058,235058,-0.83,-0.14191,584.815,"June 11, 25",-0.0014191,,,,,
2025-06-10,580.69,588.28,579.78,586.53,586.53,259008,259008,5.84,1.01,583.82,"June 10, 25",0.0101,,,,,
2025-06-09,578.64,583.17,571.06,580.17,580.17,184100,184100,1.53,0.26441,578.26,"June 09, 25",0.0026441,,,,,
2025-06-06,575.57,581.04,572.02,576.22,576.22,159000,159000,0.65,0.11293,576.2125,"June 06, 25",0.0011293,,,,,
2025-06-05,580,580,570.78,573.79,573.79,223000,223000,-6.21,-1.07,576.1425,"June 05, 25",-0.0107,,,,,
2025-06-04,573.91,582.12,562.51,577.98,577.98,353500,353500,4.07,0.70917,574.13,"June 04, 25",0.0070917,,,,,
2025-06-03,560.3,575.61,557.24,574.01,574.01,338836,338836,13.71,2.45,566.79,"June 03, 25",0.0245,,,,,
2025-06-02,570.52,571.89,559.27,564.72,564.72,223900,223900,-5.8,-1.02,566.6,"June 02, 25",-0.0102,,,,,
2025-05-30,573.2,577.73,569.83,576.99,576.99,457622,457622,3.79,0.6612,574.4375,"May 30, 25",0.006612,,,,,
2025-05-29,574.97,574.97,566.47,571.68,571.68,260627,260627,-3.29,-0.5722,572.0225,"May 29, 25",-0.005722,,,,,
2025-05-28,576.24,580.27,572.58,573.64,573.64,265100,265100,-2.6,-0.4512,575.6825,"May 28, 25",-0.004512,,,,,
2025-05-27,572.28,578.69,568.41,576.11,576.11,206372,206372,3.83,0.66925,573.8725,"May 27, 25",0.0066925,,,,,
2025-05-23,564.3,570.35,559.59,566.02,566.02,181266,181266,1.72,0.3048,565.065,"May 23, 25",0.003048,,,,,
2025-05-22,566.82,571.72,563.11,567.42,567.42,164600,164600,0.6,0.10585,567.2675,"May 22, 25",0.0010585,,,,,
2025-05-21,569.23,577.4,563.09,566.82,566.82,241300,241300,-2.41,-0.42338,569.135,"May 21, 25",-0.0042338,,,,,
2025-05-20,571.81,575.65,569.63,574.23,574.23,193261,193261,2.42,0.42322,572.83,"May 20, 25",0.0042322,,,,,
2025-05-19,573.05,577.54,569.25,574.09,574.09,173741,173741,1.04,0.18149,573.4825,"May 19, 25",0.0018149,,,,,
2025-05-16,570.88,580.64,570,576.9,576.9,183232,183232,6.02,1.05,574.605,"May 16, 25",0.0105,,,,,
2025-05-15,562.97,574.96,561.35,572.73,572.73,166344,166344,9.76,1.73,568.0025,"May 15, 25",0.0173,,,,,
2025-05-14,565.27,570.27,558.5,562,562,352900,352900,-3.27,-0.57848,564.01,"May 14, 25",-0.0057848,,,,,
2025-05-13,567.56,575.82,558.66,567.8,567.8,342601,342601,0.24,0.04228628,567.46,"May 13, 25",0.0004228628,,,,,
2025-05-12,568.59,571.1,559.21,565.19,565.19,334273,334273,-3.4,-0.59797,566.0225,"May 12, 25",-0.0059797,,,,,
2025-05-09,562.9,565.5,551.33,560.25,560.25,191747,191747,-2.65,-0.47078,559.995,"May 09, 25",-0.0047078,,,,,
2025-05-08,562.44,568.48,558.38,562.81,562.81,211409,211409,0.37,0.06578479,563.0275,"May 08, 25",0.0006578479,,,,,
2025-05-07,555.49,561.95,554.87,557.71,557.71,253100,253100,2.22,0.39965,557.505,"May 07, 25",0.0039965,,,,,
2025-05-06,544.73,553.34,540.5,552.67,552.67,218569,218569,7.94,1.46,547.81,"May 06, 25",0.0146,,,,,
2025-05-05,547.57,552.36,547.03,549.34,549.34,229929,229929,1.77,0.32325,549.075,"May 05, 25",0.0032325,,,,,
2025-05-02,545,551.65,539.28,550,550,235700,235700,5,0.91743,546.4825,"May 02, 25",0.0091743,,,,,
2025-05-01,542.41,544.51,533.14,539.6,539.6,249943,249943,-2.81,-0.51806,539.915,"May 01, 25",-0.0051806,,,,,
2025-04-30,532.13,544.16,525.86,543.3,543.3,569328,569328,11.17,2.1,536.3625,"April 30, 25",0.021,,,,,
2025-04-29,523.77,536.71,523.15,534.15,534.15,426800,426800,10.38,1.98,529.445,"April 29, 25",0.0198,,,,,
2025-04-28,526.01,526.01,513.52,521.72,521.72,483997,483997,-4.29,-0.81557,521.815,"April 28, 25",-0.0081557,,,,,
2025-04-25,530.5,532.52,513.61,524.64,524.64,543900,543900,-5.86,-1.1,525.3175,"April 25, 25",-0.011,,,,,
2025-04-24,557.19,574.91,525.59,530.5,530.5,778900,778900,-26.69,-4.79,547.0475,"April 24, 25",-0.0479,,,,,
2025-04-23,578.81,584.08,567.72,569.27,569.27,371833,371833,-9.54,-1.65,574.97,"April 23, 25",-0.0165,,,,,
2025-04-22,551.78,568.16,551.46,563.84,563.84,296200,296200,12.06,2.19,558.81,"April 22, 25",0.0219,,,,,
2025-04-21,565.31,567.12,547.76,555.53,555.53,190100,190100,-9.78,-1.73,558.93,"April 21, 25",-0.0173,,,,,
2025-04-17,568.42,577.27,567.12,570.2,570.2,222600,222600,1.78,0.31315,570.7525,"April 17, 25",0.0031315,,,,,
2025-04-16,571.6,578.35,563.46,569.29,569.29,157700,157700,-2.31,-0.40413,570.675,"April 16, 25",-0.0040413,,,,,
2025-04-15,573.67,579.77,570.92,578.43,578.43,192805,192805,4.76,0.82975,575.6975,"April 15, 25",0.0082975,,,,,
2025-04-14,573.36,575.69,566.61,571.81,571.81,152451,152451,-1.55,-0.27034,571.8675,"April 14, 25",-0.0027034,,,,,
2025-04-11,558.14,570.05,553.77,568.54,568.54,209334,209334,10.4,1.86,562.625,"April 11, 25",0.0186,,,,,
2025-04-10,559.61,563.85,539.67,557.59,557.59,414206,414206,-2.02,-0.36097,555.18,"April 10, 25",-0.0036097,,,,,
2025-04-09,518.27,570.98,514.77,564.98,564.98,492947,492947,46.71,9.01,542.25,"April 09, 25",0.0901,,,,,
2025-04-08,550.52,550.52,514.51,521.68,521.68,313800,313800,-28.84,-5.24,534.3075,"April 08, 25",-0.0524,,,,,
2025-04-07,531.23,552.99,514.91,535.03,535.03,432800,432800,3.8,0.71532,533.54,"April 07, 25",0.0071532,,,,,
2025-04-04,562.06,562.24,537.61,538.24,538.24,475645,475645,-23.82,-4.24,550.0375,"April 04, 25",-0.0424,,,,,
2025-04-03,575.04,580.98,566.45,569.68,569.68,281748,281748,-5.36,-0.93211,573.0375,"April 03, 25",-0.0093211,,,,,
2025-04-02,578.71,585.56,576.13,581.81,581.81,232095,232095,3.1,0.53567,580.5525,"April 02, 25",0.0053567,,,,,
2025-04-01,582.61,586.11,576.71,584.53,584.53,222100,222100,1.92,0.32955,582.49,"April 01, 25",0.0032955,,,,,
2025-03-31,577.58,587.56,566.11,581.39,581.39,415600,415600,3.81,0.65965,578.16,"March 31, 25",0.0065965,,,,,
2025-03-28,578.62,580.55,569.95,579.66,579.66,297700,297700,1.04,0.17974,577.195,"March 28, 25",0.0017974,,,,,
2025-03-27,579.2,581.39,573.01,578.4,578.4,162500,162500,-0.8,-0.13812,578,"March 27, 25",-0.0013812,,,,,
2025-03-26,578.72,585.03,576.22,577.33,577.33,206016,206016,-1.39,-0.24019,579.325,"March 26, 25",-0.0024019,,,,,
2025-03-25,574,582.74,574,580.3,580.3,175800,175800,6.3,1.1,577.76,"March 25, 25",0.011,,,,,
2025-03-24,574.39,576.49,565.87,574.39,574.39,244612,244612,0,0,572.785,"March 24, 25",0,,,,,
2025-03-21,562.8,566.73,557.98,566.39,566.39,407725,407725,3.59,0.63788,563.475,"March 21, 25",0.0063788,,,,,
2025-03-20,575,575,565.64,568.97,568.97,215900,215900,-6.03,-1.05,571.1525,"March 20, 25",-0.0105,,,,,
2025-03-19,574.67,581.51,572.95,578.05,578.05,238600,238600,3.38,0.58816,576.795,"March 19, 25",0.0058816,,,,,
2025-03-18,572.24,576.95,567.8,574.67,574.67,270722,270722,2.43,0.42465,572.915,"March 18, 25",0.0042465,,,,,
2025-03-17,562.18,579.95,558.28,574.57,574.57,243249,243249,12.39,2.2,568.745,"March 17, 25",0.022,,,,,
2025-03-14,558.92,563.96,555.28,563.38,563.38,290617,290617,4.46,0.79797,560.385,"March 14, 25",0.0079797,,,,,
2025-03-13,563.99,565.77,552.27,553.41,553.41,312700,312700,-10.58,-1.88,558.86,"March 13, 25",-0.0188,,,,,
2025-03-12,571.59,580.7,565.04,568.7,568.7,244915,244915,-2.89,-0.50561,571.5075,"March 12, 25",-0.0050561,,,,,
2025-03-11,572.49,573.01,562.83,565.22,565.22,399423,399423,-7.27,-1.27,568.3875,"March 11, 25",-0.0127,,,,,
2025-03-10,581.78,583.24,563.35,571.26,571.26,321363,321363,-10.52,-1.81,574.9075,"March 10, 25",-0.0181,,,,,
2025-03-07,601.23,612.62,567.32,588.01,588.01,431900,431900,-13.22,-2.2,592.295,"March 07, 25",-0.022,,,,,
2025-03-06,617.28,622.34,604.71,606.94,606.94,331300,331300,-10.34,-1.68,612.8175,"March 06, 25",-0.0168,,,,,
2025-03-05,612.42,626.56,612.42,625.14,625.14,251200,251200,12.72,2.08,619.135,"March 05, 25",0.0208,,,,,
