date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,declarationDate,paymentDate,dividend,recordDate
2025-10-28,168.03,168.74,165.86,166.56,166.13,994600,994600,-1.47,-0.87484,167.2975,"October 28, 25",-0.0087484,,,,,
2025-10-27,167.33,168.74,165.43,167.77,167.33,1147621,1147621,0.44,0.26295,167.3175,"October 27, 25",0.0026295,,,,,
2025-10-24,168.3,169.2,164.9,165.11,164.68,1163949,1163949,-3.19,-1.9,166.8775,"October 24, 25",-0.019,,,,,
2025-10-23,170.65,172.49,164.57,166.74,166.31,1782223,1782223,-3.91,-2.29,168.6125,"October 23, 25",-0.0229,,,,,
2025-10-22,169.11,170.3,167.35,168.53,168.09,1711300,1711300,-0.58,-0.34297,168.8225,"October 22, 25",-0.0034297,,,,,
2025-10-21,165.51,169.31,164.61,168.98,168.54,1182905,1182905,3.47,2.1,167.1025,"October 21, 25",0.021,,,,,
2025-10-20,166.43,167.89,164.64,165.49,165.06,1603600,1603600,-0.94,-0.5648,166.1125,"October 20, 25",-0.005648,,,,,
2025-10-17,169.93,169.99,162.96,164.85,164.42,2979346,2979346,-5.08,-2.99,166.9325,"October 17, 25",-0.0299,,,,,
2025-10-16,162.99,169.71,158.87,169.57,169.13,6506000,6506000,6.58,4.04,165.285,"October 16, 25",0.0404,,,,,
2025-10-15,139.62,141.11,137.99,138.83,138.47,2240700,2240700,-0.79,-0.56582,139.3875,"October 15, 25",-0.0056582,,,,,
2025-10-14,137.11,139.85,136.51,139.37,139.01,946292,946292,2.26,1.65,138.21,"October 14, 25",0.0165,,,,,
2025-10-13,137.82,139.24,137.27,138.12,137.76,1135127,1135127,0.3,0.21768,138.1125,"October 13, 25",0.0021768,,,,,
2025-10-10,143.78,144.64,136.46,137.09,136.73,1578653,1578653,-6.69,-4.65,140.4925,"October 10, 25",-0.0465,,,,,
2025-10-09,147.52,148.64,142.5,142.62,142.25,1791288,1791288,-4.9,-3.32,145.32,"October 09, 25",-0.0332,,,,,
2025-10-08,140.05,146.87,138.85,146.55,146.17,1448204,1448204,6.5,4.64,143.08,"October 08, 25",0.0464,,,,,
2025-10-07,141.19,142.32,138.23,140,139.64,1523379,1523379,-1.19,-0.84284,140.435,"October 07, 25",-0.0084284,,,,,
2025-10-06,137.43,142.11,136.48,141.67,141.3,1150500,1150500,4.24,3.09,139.4225,"October 06, 25",0.0309,,,,,
2025-10-03,134.53,139.8,134.53,137.95,137.59,1212110,1212110,3.42,2.54,136.7025,"October 03, 25",0.0254,,,,,
2025-10-02,132.42,135.49,132.15,134.2,133.85,1277800,1277800,1.78,1.34,133.565,"October 02, 25",0.0134,,,,,
2025-10-01,133.1,134.32,131.86,132.68,132.34,840700,840700,-0.42,-0.31555,132.99,"October 01, 25",-0.0031555,,,,,
2025-09-30,134.02,134.53,131.71,134.17,133.82,1085321,1085321,0.15,0.11192,133.6075,"September 30, 25",0.0011192,,,,,
2025-09-29,136.01,136.01,133.01,134.8,134.45,1106613,1106613,-1.21,-0.88964,134.9575,"September 29, 25",-0.0088964,,,,,
2025-09-26,132.61,134.82,130.12,134.46,134.11,2027700,2027700,1.85,1.4,133.0025,"September 26, 25",0.014,,,,,
2025-09-25,132.87,134.34,131.13,132.4,132.06,1047217,1047217,-0.47,-0.35373,132.685,"September 25, 25",-0.0035373,,,,,
2025-09-24,131.21,133.39,130.92,132.87,132.52,1247744,1247744,1.66,1.27,132.0975,"September 24, 25",0.0127,,,,,
2025-09-23,131.46,132.77,130.79,131.98,131.64,1066600,1066600,0.52,0.39556,131.75,"September 23, 25",0.0039556,,,,,
2025-09-22,132.52,132.52,130.4,130.65,130.31,1644800,1644800,-1.87,-1.41,131.5225,"September 22, 25",-0.0141,,,,,
2025-09-19,135.01,135.49,131.88,132.52,132.18,2214417,2214417,-2.49,-1.84,133.725,"September 19, 25",-0.0184,,,,,
2025-09-18,135.94,136.25,133.87,135.06,134.71,1140019,1140019,-0.88,-0.64734,135.28,"September 18, 25",-0.0064734,,,,,
2025-09-17,137.98,141.03,134.25,134.52,134.17,1799600,1799600,-3.46,-2.51,136.945,"September 17, 25",-0.0251,,,,,
2025-09-16,136.94,137.98,136.21,137.8,137.44,964023,964023,0.86,0.62801,137.2325,"September 16, 25",0.0062801,,,,,
2025-09-15,138.44,138.44,135.78,136.35,136,1017011,1017011,-2.09,-1.51,137.2525,"September 15, 25",-0.0151,,,,,
2025-09-12,141.36,141.36,137.76,137.93,137.57,652734,652734,-3.43,-2.43,139.6025,"September 12, 25",-0.0243,,,,,
2025-09-11,136.61,141.9,135.73,141.45,141.08,1084219,1084219,4.84,3.54,138.9225,"September 11, 25",0.0354,,,,,
2025-09-10,140.34,141.26,135.69,136.94,136.58,1345924,1345924,-3.4,-2.42,138.5575,"September 10, 25",-0.0242,,,,,
2025-09-09,142.86,142.86,140.35,141,140.63,694400,694400,-1.86,-1.3,141.7675,"September 09, 25",-0.013,,,,,
2025-09-08,143.54,143.73,140.48,142.99,142.62,1445636,1445636,-0.55,-0.38317,142.685,"September 08, 25",-0.0038317,,,,,
2025-09-05,142.87,147.97,142.75,143.73,143.36,891887,891887,0.86,0.60195,144.33,"September 05, 25",0.0060195,,,,,
2025-09-04,145.33,145.5,141.3,145.28,144.9,930400,930400,-0.05,-0.03440446,144.3525,"September 04, 25",-0.0003440446,,,,,
2025-09-03,143.56,145.39,143.27,145.38,145,770900,770900,1.82,1.27,144.4,"September 03, 25",0.0127,,,,,
2025-09-02,142.96,144.32,142.63,144.25,143.87,864109,864109,1.29,0.90235,143.54,"September 02, 25",0.0090235,,,,,
2025-08-29,143.77,145.41,143.35,144.99,144.61,785447,785447,1.22,0.84858,144.38,"August 29, 25",0.0084858,,,,,
2025-08-28,146.06,147.03,142.92,143.98,143.61,1213400,1213400,-2.08,-1.42,144.9975,"August 28, 25",-0.0142,,,,,
2025-08-27,144.04,146.64,143.6,145.79,145.41,1211700,1211700,1.75,1.21,145.0175,"August 27, 25",0.0121,,,,,
2025-08-26,141.98,144.45,140.79,144.32,143.94,1399343,1399343,2.34,1.65,142.885,"August 26, 25",0.0165,,,,,
2025-08-25,149.03,149.1,142.69,142.75,142.38,2156049,2156049,-6.28,-4.21,145.8925,"August 25, 25",-0.0421,,,,,
2025-08-22,143.56,152,143.17,150.14,149.75,1224700,1224700,6.58,4.58,147.2175,"August 22, 25",0.0458,,,,,
2025-08-21,141.32,143.54,140.74,143.4,143.03,1216800,1216800,2.08,1.47,142.25,"August 21, 25",0.0147,,,,,
2025-08-20,146.71,146.89,142.42,142.53,142.16,991000,991000,-4.18,-2.85,144.6375,"August 20, 25",-0.0285,,,,,
2025-08-19,144.96,149.81,142.68,147.23,146.85,1082351,1082351,2.27,1.57,146.17,"August 19, 25",0.0157,,,,,
2025-08-18,143.55,144.39,142.13,142.52,142.15,507300,507300,-1.03,-0.71752,143.1475,"August 18, 25",-0.0071752,,,,,
2025-08-15,145.36,145.48,143.22,143.45,143.08,544605,544605,-1.91,-1.31,144.3775,"August 15, 25",-0.0131,,,,,
2025-08-14,143.97,144.74,142.17,144.45,144.07,745000,745000,0.48,0.3334,143.8325,"August 14, 25",0.003334,,,,,
2025-08-13,143.17,146.07,142.19,145.85,145.47,1002020,1002020,2.68,1.87,144.32,"August 13, 25",0.0187,,,,,
2025-08-12,139.3,143,138.64,142.83,142.46,1139300,1139300,3.53,2.53,140.9425,"August 12, 25",0.0253,,,,,
2025-08-11,139.31,140.57,136.42,137.78,137.42,1022441,1022441,-1.53,-1.1,138.52,"August 11, 25",-0.011,,,,,
2025-08-08,140.54,141.5,139.11,139.44,139.08,990300,990300,-1.1,-0.7827,140.1475,"August 08, 25",-0.007827,0.44,2025-07-23,2025-08-22,0.44,2025-08-08
2025-08-07,144.36,144.53,139.82,140.33,139.53,927140,927140,-4.03,-2.79,142.26,"August 07, 25",-0.0279,,,,,
2025-08-06,143.66,144.47,142.44,143.51,142.69,823900,823900,-0.15,-0.10441,143.52,"August 06, 25",-0.0010441,,,,,
2025-08-05,142.83,143.6,141.1,143.24,142.42,689814,689814,0.41,0.28705,142.6925,"August 05, 25",0.0028705,,,,,
2025-08-04,139.85,142.37,139.09,142.06,141.25,905000,905000,2.21,1.58,140.8425,"August 04, 25",0.0158,,,,,
2025-08-01,142.5,142.7,138.68,139.56,138.76,1174194,1174194,-2.94,-2.06,140.86,"August 01, 25",-0.0206,,,,,
2025-07-31,142.76,145.63,142.72,144.05,143.23,1128647,1128647,1.29,0.90361,143.79,"July 31, 25",0.0090361,,,,,
2025-07-30,146.88,147.14,142.55,143.87,143.05,1148000,1148000,-3.01,-2.05,145.11,"July 30, 25",-0.0205,,,,,
2025-07-29,148.2,149.6,146.48,146.78,145.94,1206600,1206600,-1.42,-0.95816,147.765,"July 29, 25",-0.0095816,,,,,
2025-07-28,149.16,150.96,147.23,148.39,147.54,1100800,1100800,-0.77,-0.51622,148.935,"July 28, 25",-0.0051622,,,,,
2025-07-25,150.9,152.19,147.67,149.31,148.46,980500,980500,-1.59,-1.05,150.0175,"July 25, 25",-0.0105,,,,,
2025-07-24,149.67,150.8,147.37,149.73,148.88,1188649,1188649,0.06,0.04008819,149.3925,"July 24, 25",0.0004008819,,,,,
2025-07-23,153.04,153.34,149.66,149.84,148.99,1362133,1362133,-3.2,-2.09,151.47,"July 23, 25",-0.0209,,,,,
2025-07-22,148.47,152.65,148.17,151.93,151.06,987201,987201,3.46,2.33,150.305,"July 22, 25",0.0233,,,,,
2025-07-21,148.95,150.95,146.94,147.6,146.76,1133000,1133000,-1.35,-0.90634,148.61,"July 21, 25",-0.0090634,,,,,
2025-07-18,154.64,154.72,147.16,148.89,148.04,1636621,1636621,-5.75,-3.72,151.3525,"July 18, 25",-0.0372,,,,,
2025-07-17,151.63,153.66,150.94,152.69,151.82,1280833,1280833,1.06,0.69907,152.23,"July 17, 25",0.0069907,,,,,
2025-07-16,157.84,157.86,149.28,151.44,150.58,2429974,2429974,-6.4,-4.05,154.105,"July 16, 25",-0.0405,,,,,
2025-07-15,152.85,153.29,148.5,148.86,148.01,1781549,1781549,-3.99,-2.61,150.875,"July 15, 25",-0.0261,,,,,
2025-07-14,152.19,153.33,150.32,152.2,151.33,885209,885209,0.01,0.00657073,152.01,"July 14, 25",6.57073e-05,,,,,
2025-07-11,153.85,154.54,152.01,153.57,152.69,884748,884748,-0.28,-0.182,153.4925,"July 11, 25",-0.00182,,,,,
2025-07-10,152.81,157.85,151.99,154.66,153.78,891229,891229,1.85,1.21,154.3275,"July 10, 25",0.0121,,,,,
2025-07-09,153.68,154.64,152.2,152.67,151.8,913900,913900,-1.01,-0.65721,153.2975,"July 09, 25",-0.0065721,,,,,
2025-07-08,149.9,154.29,149.9,153.05,152.18,888900,888900,3.15,2.1,151.785,"July 08, 25",0.021,,,,,
2025-07-07,151.46,153.48,148.56,149.56,148.71,781000,781000,-1.9,-1.25,150.765,"July 07, 25",-0.0125,,,,,
2025-07-03,153.2,154,151.74,152.88,152.01,478000,478000,-0.32,-0.20888,152.955,"July 03, 25",-0.0020888,,,,,
2025-07-02,151.15,153.62,150.49,153.02,152.15,919000,919000,1.87,1.24,152.07,"July 02, 25",0.0124,,,,,
2025-07-01,143.78,154.22,143.38,151.08,150.22,1414343,1414343,7.3,5.08,148.115,"July 01, 25",0.0508,,,,,
2025-06-30,145.34,145.87,143.39,143.6,142.78,1060925,1060925,-1.74,-1.2,144.55,"June 30, 25",-0.012,,,,,
2025-06-27,143.9,145.86,143.84,145.34,144.51,900800,900800,1.44,1,144.735,"June 27, 25",0.01,,,,,
2025-06-26,143.04,144.11,142.3,143.28,142.46,516821,516821,0.24,0.16779,143.1825,"June 26, 25",0.0016779,,,,,
2025-06-25,143.28,143.51,141.77,142.74,141.93,496149,496149,-0.54,-0.37688,142.825,"June 25, 25",-0.0037688,,,,,
2025-06-24,143.67,144.74,142.97,143.43,142.61,1025900,1025900,-0.24,-0.16705,143.7025,"June 24, 25",-0.0016705,,,,,
2025-06-23,139.73,142.81,138.91,142.69,141.88,1081252,1081252,2.96,2.12,141.035,"June 23, 25",0.0212,,,,,
2025-06-20,140.12,140.91,138.91,139.63,138.83,1876545,1876545,-0.49,-0.3497,139.8925,"June 20, 25",-0.003497,,,,,
2025-06-18,139.05,140.6,138.09,139.01,138.22,1295294,1295294,-0.04,-0.02876663,139.1875,"June 18, 25",-0.0002876663,,,,,
2025-06-17,141.24,142.74,138.6,139.09,138.3,957005,957005,-2.15,-1.52,140.4175,"June 17, 25",-0.0152,,,,,
2025-06-16,141.37,143.22,140.19,142.49,141.68,944300,944300,1.12,0.79225,141.8175,"June 16, 25",0.0079225,,,,,
2025-06-13,139.15,141.06,139.07,139.85,139.05,833500,833500,0.7,0.50305,139.7825,"June 13, 25",0.0050305,,,,,
2025-06-12,139.9,141.21,138.19,140.92,140.12,601100,601100,1.02,0.72909,140.055,"June 12, 25",0.0072909,,,,,
2025-06-11,145.68,146.01,140.75,140.9,140.1,740355,740355,-4.78,-3.28,143.335,"June 11, 25",-0.0328,,,,,
2025-06-10,142.87,146.8,141.39,145.18,144.35,1111807,1111807,2.31,1.62,144.06,"June 10, 25",0.0162,,,,,
2025-06-09,141.71,142.69,139.94,141.64,140.83,786600,786600,-0.07,-0.04939666,141.495,"June 09, 25",-0.0004939666,,,,,
2025-06-06,140.7,142,139.34,140.21,139.41,421800,421800,-0.49,-0.34826,140.5625,"June 06, 25",-0.0034826,,,,,
2025-06-05,139.34,140.52,138.39,139.12,138.33,684600,684600,-0.215,-0.15789,139.3425,"June 05, 25",-0.0015789,,,,,
2025-06-04,140.51,140.9,138.56,140.11,139.31,790300,790300,-0.4,-0.28468,140.02,"June 04, 25",-0.0028468,,,,,
2025-06-03,136.65,141.18,136.01,140.63,139.83,869900,869900,3.98,2.91,138.6175,"June 03, 25",0.0291,,,,,
2025-06-02,137.08,137.29,135.2,136.65,135.87,1084500,1084500,-0.43,-0.31369,136.555,"June 02, 25",-0.0031369,,,,,
2025-05-30,139.79,140.54,137.74,138.85,138.06,1193945,1193945,-0.94,-0.67244,139.23,"May 30, 25",-0.0067244,,,,,
2025-05-29,139.62,140.43,137.63,140,139.2,1421433,1421433,0.38,0.27217,139.42,"May 29, 25",0.0027217,,,,,
2025-05-28,140.31,140.97,138.52,138.64,137.85,578409,578409,-1.67,-1.19,139.61,"May 28, 25",-0.0119,,,,,
2025-05-27,139.66,140.83,137.98,140,139.2,830922,830922,0.34,0.24345,139.6175,"May 27, 25",0.0024345,,,,,
2025-05-23,136.47,138.19,136.43,137.42,136.64,793108,793108,0.95,0.69612,137.1275,"May 23, 25",0.0069612,,,,,
2025-05-22,139.34,139.74,137.22,139.03,138.24,1727543,1727543,-0.31,-0.22248,138.8325,"May 22, 25",-0.0022248,,,,,
2025-05-21,143.21,143.5,139.08,139.37,138.58,1519934,1519934,-3.84,-2.68,141.29,"May 21, 25",-0.0268,,,,,
2025-05-20,145.42,147.16,144.28,145.02,144.19,957122,957122,-0.4,-0.27507,145.47,"May 20, 25",-0.0027507,,,,,
2025-05-19,145.9,146.52,144.94,146.24,145.41,791503,791503,0.34,0.23304,145.9,"May 19, 25",0.0023304,,,,,
2025-05-16,147.54,148.71,146.78,148.05,147.21,849245,849245,0.51,0.34567,147.77,"May 16, 25",0.0034567,,,,,
2025-05-15,147.13,148.28,146.33,147.86,147.02,730700,730700,0.73,0.49616,147.4,"May 15, 25",0.0049616,,,,,
2025-05-14,147.12,150,145.62,147.89,147.05,1153905,1153905,0.77,0.52338,147.6575,"May 14, 25",0.0052338,,,,,
2025-05-13,149.37,150.38,147.29,147.32,146.48,1365606,1365606,-2.05,-1.37,148.59,"May 13, 25",-0.0137,,,,,
2025-05-12,145.77,153.02,144.65,148.72,147.87,2835417,2835417,2.95,2.02,148.04,"May 12, 25",0.0202,,,,,
2025-05-09,137.04,138.63,134.91,135.53,134.76,1222600,1222600,-1.51,-1.1,136.5275,"May 09, 25",-0.011,0.44,2025-04-24,2025-05-23,0.44,2025-05-09
2025-05-08,134.8,138.35,133.53,137.48,136.26,1773449,1773449,2.68,1.99,136.04,"May 08, 25",0.0199,,,,,
2025-05-07,131.52,133.69,131.52,132.95,131.77,1041100,1041100,1.43,1.09,132.42,"May 07, 25",0.0109,,,,,
2025-05-06,132.04,133.01,130.67,130.87,129.71,863101,863101,-1.17,-0.8861,131.6475,"May 06, 25",-0.008861,,,,,
2025-05-05,132.03,134.81,132.03,133.61,132.42,1595734,1595734,1.58,1.2,133.12,"May 05, 25",0.012,,,,,
2025-05-02,131.96,134.91,131.08,133.57,132.39,1401900,1401900,1.61,1.22,132.88,"May 02, 25",0.0122,,,,,
2025-05-01,130.57,131.68,128.64,129.8,128.65,1770441,1770441,-0.77,-0.58972,130.1725,"May 01, 25",-0.0058972,,,,,
2025-04-30,128.19,130.83,126.05,130.58,129.42,1553800,1553800,2.39,1.86,128.9125,"April 30, 25",0.0186,,,,,
2025-04-29,130.32,131.59,128.76,130.4,129.24,1118833,1118833,0.08,0.06138735,130.2675,"April 29, 25",0.0006138735,,,,,
2025-04-28,130.13,132.07,129.65,130.95,129.79,1115500,1115500,0.82,0.63014,130.7,"April 28, 25",0.0063014,,,,,
2025-04-25,130.82,131.23,128.36,129.73,128.58,1960430,1960430,-1.09,-0.83321,130.035,"April 25, 25",-0.0083321,,,,,
2025-04-24,129.21,133.4,128.35,132.98,131.8,1200100,1200100,3.77,2.92,130.985,"April 24, 25",0.0292,,,,,
2025-04-23,132.62,136.45,129.65,130.36,129.2,1856200,1856200,-2.26,-1.7,132.27,"April 23, 25",-0.017,,,,,
2025-04-22,128.29,129.53,126.62,128.52,127.38,1498500,1498500,0.23,0.17928,128.24,"April 22, 25",0.0017928,,,,,
2025-04-21,127.3,127.32,123.16,127.12,125.99,1683343,1683343,-0.18,-0.1414,126.225,"April 21, 25",-0.001414,,,,,
2025-04-17,126.07,130.15,125.74,129.23,128.08,1950100,1950100,3.16,2.51,127.7975,"April 17, 25",0.0251,,,,,
2025-04-16,128,131.35,122.79,124.73,123.62,2965553,2965553,-3.27,-2.55,126.7175,"April 16, 25",-0.0255,,,,,
2025-04-15,137.88,139.01,133.63,135.11,133.91,1446210,1446210,-2.77,-2.01,136.4075,"April 15, 25",-0.0201,,,,,
2025-04-14,134.78,138.41,132.63,137.82,136.6,1620498,1620498,3.04,2.26,135.91,"April 14, 25",0.0226,,,,,
2025-04-11,133.92,134.32,128.83,132.88,131.7,1976803,1976803,-1.04,-0.77658,132.4875,"April 11, 25",-0.0077658,,,,,
2025-04-10,140.48,140.8,131.52,134.34,133.15,1405100,1405100,-6.14,-4.37,136.785,"April 10, 25",-0.0437,,,,,
2025-04-09,128.22,143.37,127.05,141.65,140.39,3089527,3089527,13.43,10.47,135.0725,"April 09, 25",0.1047,,,,,
2025-04-08,136.59,136.96,127.53,129.46,128.31,1044900,1044900,-7.13,-5.22,132.635,"April 08, 25",-0.0522,,,,,
2025-04-07,133.19,140.59,128.09,132.07,130.9,1788815,1788815,-1.12,-0.8409,133.485,"April 07, 25",-0.008409,,,,,
2025-04-04,134.18,136.8,127.35,134.66,133.47,2230400,2230400,0.48,0.35773,133.2475,"April 04, 25",0.0035773,,,,,
2025-04-03,146.27,146.27,135.42,136.23,135.02,1704536,1704536,-10.04,-6.86,141.0475,"April 03, 25",-0.0686,,,,,
2025-04-02,148.01,152.97,147.49,152.78,151.42,847880,847880,4.77,3.22,150.3125,"April 02, 25",0.0322,,,,,
2025-04-01,146.91,149.99,145,149.72,148.39,774800,774800,2.81,1.91,147.905,"April 01, 25",0.0191,,,,,
2025-03-31,145,149.36,144.78,147.95,146.64,912343,912343,2.95,2.03,146.7725,"March 31, 25",0.0203,,,,,
2025-03-28,151.01,151.01,145.76,146.12,144.82,794947,794947,-4.89,-3.24,148.475,"March 28, 25",-0.0324,,,,,
2025-03-27,151.54,151.89,149.68,150.8,149.46,1043218,1043218,-0.74,-0.48832,150.9775,"March 27, 25",-0.0048832,,,,,
2025-03-26,147.59,152.34,147.57,151.39,150.05,2268808,2268808,3.8,2.57,149.7225,"March 26, 25",0.0257,,,,,
2025-03-25,152.56,152.8,148.96,149.95,148.62,972124,972124,-2.61,-1.71,151.0675,"March 25, 25",-0.0171,,,,,
2025-03-24,150.19,152.21,148.53,152.02,150.67,974600,974600,1.83,1.22,150.7375,"March 24, 25",0.0122,,,,,
2025-03-21,146.44,148.97,144.34,148.55,147.23,1121700,1121700,2.11,1.44,147.075,"March 21, 25",0.0144,,,,,
2025-03-20,147.38,148.79,146.08,147.5,146.19,1081911,1081911,0.12,0.08142217,147.4375,"March 20, 25",0.0008142217,,,,,
2025-03-19,147.75,147.93,144.9,147.05,145.75,1295332,1295332,-0.7,-0.47377,146.9075,"March 19, 25",-0.0047377,,,,,
2025-03-18,149.84,149.84,145.84,147.13,145.82,1466600,1466600,-2.71,-1.81,148.1625,"March 18, 25",-0.0181,,,,,
2025-03-17,148.09,150.9,147.57,149.46,148.13,1426234,1426234,1.37,0.92511,149.005,"March 17, 25",0.0092511,,,,,
2025-03-14,151.54,151.54,147,149,147.68,1660700,1660700,-2.54,-1.68,149.77,"March 14, 25",-0.0168,,,,,
2025-03-13,154.02,154.42,149.29,149.43,148.1,1124500,1124500,-4.59,-2.98,151.79,"March 13, 25",-0.0298,,,,,
