date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,declarationDate,paymentDate,dividend,recordDate
2025-03-12,154.56,155.25,151.6,154.45,153.08,795545,795545,-0.11,-0.07116977,153.965,"March 12, 25",-0.0007116977,,,,,
2025-03-11,160.66,160.68,153.9,154.18,152.81,898740,898740,-6.48,-4.03,157.355,"March 11, 25",-0.0403,,,,,
2025-03-10,163.03,164.54,158.99,160.21,158.79,845400,845400,-2.82,-1.73,161.6925,"March 10, 25",-0.0173,,,,,
2025-03-07,161.39,164.35,159.65,163.45,162,980223,980223,2.06,1.28,162.21,"March 07, 25",0.0128,,,,,
2025-03-06,159.39,162.68,158.79,162.26,160.82,743505,743505,2.87,1.8,160.78,"March 06, 25",0.018,,,,,
2025-03-05,156.78,160.21,156.55,160.04,158.62,1084300,1084300,3.26,2.08,158.395,"March 05, 25",0.0208,,,,,
2025-03-04,162.06,162.06,155.67,157.62,156.22,1025900,1025900,-4.44,-2.74,159.3525,"March 04, 25",-0.0274,,,,,
2025-03-03,162.01,163,157.52,157.82,156.42,835506,835506,-4.19,-2.59,160.0875,"March 03, 25",-0.0259,,,,,
2025-02-28,159.23,162.1,158.93,161.19,159.76,657519,657519,1.96,1.23,160.3625,"February 28, 25",0.0123,,,,,
2025-02-27,160.24,161.4,158.47,158.9,157.49,762116,762116,-1.34,-0.83625,159.7525,"February 27, 25",-0.0083625,,,,,
2025-02-26,159.56,162.02,158.68,160.32,158.9,970600,970600,0.76,0.47631,160.145,"February 26, 25",0.0047631,,,,,
2025-02-25,162.8,163.38,159.26,160.69,159.26,943900,943900,-2.11,-1.3,161.5325,"February 25, 25",-0.013,,,,,
2025-02-24,167.87,168.05,162.44,162.69,161.25,925900,925900,-5.18,-3.09,165.2625,"February 24, 25",-0.0309,,,,,
2025-02-21,169.07,169.07,161.14,167.71,166.22,1116008,1116008,-1.36,-0.8044,166.7475,"February 21, 25",-0.008044,,,,,
2025-02-20,169,170.46,166.96,168.54,167.05,705800,705800,-0.46,-0.27219,168.74,"February 20, 25",-0.0027219,,,,,
2025-02-19,172.11,172.42,167.01,169.25,167.75,1131700,1131700,-2.86,-1.66,170.1975,"February 19, 25",-0.0166,,,,,
2025-02-18,170.88,174.45,169.09,174.26,172.71,1058957,1058957,3.38,1.98,172.17,"February 18, 25",0.0198,,,,,
2025-02-14,165.41,170.85,165.41,169.98,168.47,860400,860400,4.57,2.76,167.9125,"February 14, 25",0.0276,,,,,
2025-02-13,165.3,166.27,163.45,165.46,163.99,622510,622510,0.16,0.09679371,165.12,"February 13, 25",0.0009679371,,,,,
2025-02-12,164.33,166.61,164.05,164.63,163.17,555412,555412,0.3,0.18256,164.905,"February 12, 25",0.0018256,,,,,
2025-02-11,165.73,167.69,165.33,167.5,166.01,653400,653400,1.77,1.07,166.5625,"February 11, 25",0.0107,,,,,
2025-02-10,167.36,168.36,165.37,167.1,165.62,724141,724141,-0.26,-0.15535,167.0475,"February 10, 25",-0.0015535,,,,,
2025-02-07,168.68,169.01,165.83,166.15,164.68,576948,576948,-2.53,-1.5,167.4175,"February 07, 25",-0.015,0.44,2025-01-23,2025-02-21,0.44,2025-02-07
2025-02-06,172.16,173.97,168.85,169.03,167.09,493702,493702,-3.13,-1.82,171.0025,"February 06, 25",-0.0182,,,,,
2025-02-05,169.62,170.8,168.5,170.48,168.52,1026500,1026500,0.86,0.50702,169.85,"February 05, 25",0.0050702,,,,,
2025-02-04,167.03,170.36,167.03,168.97,167.03,664000,664000,1.94,1.16,168.3475,"February 04, 25",0.0116,,,,,
2025-02-03,168.75,170.9,166.05,167.3,165.38,1036277,1036277,-1.45,-0.85926,168.25,"February 03, 25",-0.0085926,,,,,
2025-01-31,172.9,175.06,170.85,171.22,169.25,1401301,1401301,-1.68,-0.97166,172.5075,"January 31, 25",-0.0097166,,,,,
2025-01-30,171.79,174.09,170.97,173.36,171.37,695400,695400,1.57,0.91391,172.5525,"January 30, 25",0.0091391,,,,,
2025-01-29,172.23,174.28,171.09,171.93,169.96,619515,619515,-0.3,-0.17419,172.3825,"January 29, 25",-0.0017419,,,,,
2025-01-28,173.56,176.36,172.34,172.66,170.68,755000,755000,-0.9,-0.51855,173.73,"January 28, 25",-0.0051855,,,,,
2025-01-27,170.65,174.28,170.34,174.08,172.08,994055,994055,3.43,2.01,172.3375,"January 27, 25",0.0201,,,,,
2025-01-24,169.74,171.06,169.04,169.96,168.01,1112218,1112218,0.22,0.12961,169.95,"January 24, 25",0.0012961,,,,,
2025-01-23,175.88,177,169.43,170.28,168.33,1656107,1656107,-5.6,-3.18,173.1475,"January 23, 25",-0.0318,,,,,
2025-01-22,173.47,176.2,173.02,174.91,172.9,850900,850900,1.44,0.83011,174.4,"January 22, 25",0.0083011,,,,,
2025-01-21,172.45,175.97,172.33,174.43,172.43,1529832,1529832,1.98,1.15,173.795,"January 21, 25",0.0115,,,,,
2025-01-17,175,178.4,171.41,172.45,170.47,3299660,3299660,-2.55,-1.46,174.315,"January 17, 25",-0.0146,,,,,
2025-01-16,185.85,187.51,184.34,186.2,184.06,1734439,1734439,0.35,0.18832,185.975,"January 16, 25",0.0018832,,,,,
2025-01-15,184.24,187.49,184.24,186.55,184.41,1025600,1025600,2.31,1.25,185.63,"January 15, 25",0.0125,,,,,
2025-01-14,180.57,183.34,179.61,181.62,179.54,1054300,1054300,1.05,0.58149,181.285,"January 14, 25",0.0058149,,,,,
2025-01-13,173.73,180.18,173.32,179.23,177.17,750007,750007,5.5,3.17,176.615,"January 13, 25",0.0317,,,,,
2025-01-10,174.94,176.05,173.49,174.29,172.29,671219,671219,-0.65,-0.37156,174.6925,"January 10, 25",-0.0037156,,,,,
2025-01-08,175.37,178.18,174.08,177.83,175.79,618323,618323,2.46,1.4,176.365,"January 08, 25",0.014,,,,,
2025-01-07,176.65,177.87,175.09,176.48,174.45,595725,595725,-0.17,-0.09623549,176.5225,"January 07, 25",-0.0009623549,,,,,
2025-01-06,176.44,179.15,176.2,176.4,174.37,619937,619937,-0.04,-0.0226706,177.0475,"January 06, 25",-0.000226706,,,,,
2025-01-03,173.51,176.76,171.5,175.82,173.8,610000,610000,2.31,1.33,174.3975,"January 03, 25",0.0133,,,,,
2025-01-02,172.15,173.03,169.35,171.2,169.23,538118,538118,-0.95,-0.55184,171.4325,"January 02, 25",-0.0055184,,,,,
2024-12-31,171.3,172.15,170.29,170.66,168.7,340747,340747,-0.64,-0.37361,171.1,"December 31, 24",-0.0037361,,,,,
2024-12-30,170.73,170.93,168.74,170.33,168.37,388192,388192,-0.4,-0.23429,170.1825,"December 30, 24",-0.0023429,,,,,
2024-12-27,171.36,173.1,170.06,172.01,170.04,298548,298548,0.65,0.37932,171.6325,"December 27, 24",0.0037932,,,,,
2024-12-26,170.71,172.47,170.28,172.01,170.04,268356,268356,1.3,0.76153,171.3675,"December 26, 24",0.0076153,,,,,
2024-12-24,170.08,171.68,169.68,171.57,169.6,180900,180900,1.49,0.87606,170.7525,"December 24, 24",0.0087606,,,,,
2024-12-23,169.64,170.88,168.54,170.54,168.58,513471,513471,0.9,0.53054,169.9,"December 23, 24",0.0053054,,,,,
2024-12-20,168.51,171.38,165.5,170.23,168.28,2140300,2140300,1.72,1.02,168.905,"December 20, 24",0.0102,,,,,
2024-12-19,170.22,172.85,167.71,168.1,166.17,1144717,1144717,-2.12,-1.25,169.72,"December 19, 24",-0.0125,,,,,
2024-12-18,177.2,179.09,169.94,170.29,168.34,969033,969033,-6.91,-3.9,174.13,"December 18, 24",-0.039,,,,,
2024-12-17,177.09,179.28,177.06,177.31,175.27,692900,692900,0.22,0.12423,177.685,"December 17, 24",0.0012423,,,,,
2024-12-16,179.72,180.28,177.55,178.09,176.05,645000,645000,-1.63,-0.90697,178.91,"December 16, 24",-0.0090697,,,,,
2024-12-13,180.7,181.59,179.25,179.79,177.73,538000,538000,-0.91,-0.5036,180.3325,"December 13, 24",-0.005036,,,,,
2024-12-12,182.29,183.81,180.61,181.15,179.07,656209,656209,-1.14,-0.62538,181.965,"December 12, 24",-0.0062538,,,,,
2024-12-11,183.2,184.11,181.57,182.01,179.92,665900,665900,-1.19,-0.64956,182.7225,"December 11, 24",-0.0064956,,,,,
2024-12-10,182.47,184.27,180,182.28,180.19,745303,745303,-0.19,-0.10413,182.255,"December 10, 24",-0.0010413,,,,,
2024-12-09,181.31,185.29,181.08,182.38,180.29,663931,663931,1.07,0.59015,182.515,"December 09, 24",0.0059015,,,,,
2024-12-06,182.91,183.21,179.13,180.99,178.91,750875,750875,-1.92,-1.05,181.56,"December 06, 24",-0.0105,,,,,
2024-12-05,185.46,185.51,180.38,181.85,179.76,627149,627149,-3.61,-1.95,183.3,"December 05, 24",-0.0195,,,,,
2024-12-04,184.11,186.2,183.23,185.13,183,519117,519117,1.02,0.55402,184.6675,"December 04, 24",0.0055402,,,,,
2024-12-03,187.99,188,184.38,185.01,182.89,475340,475340,-2.98,-1.59,186.345,"December 03, 24",-0.0159,,,,,
2024-12-02,189.53,189.67,187.24,189.24,187.07,470372,470372,-0.29,-0.15301,188.92,"December 02, 24",-0.0015301,,,,,
2024-11-29,191.47,192.42,188.86,189.11,186.94,457521,457521,-2.36,-1.23,190.465,"November 29, 24",-0.0123,,,,,
2024-11-27,191.24,192.47,189,190.31,188.13,501300,501300,-0.93,-0.4863,190.755,"November 27, 24",-0.004863,,,,,
2024-11-26,187.82,191.09,185.63,190.86,188.67,932225,932225,3.04,1.62,188.85,"November 26, 24",0.0162,,,,,
2024-11-25,185.25,191.1,184.71,188.35,186.19,1285100,1285100,3.1,1.67,187.3525,"November 25, 24",0.0167,,,,,
2024-11-22,182.28,184.1,181.29,182.4,180.31,687026,687026,0.12,0.06583278,182.5175,"November 22, 24",0.0006583278,,,,,
2024-11-21,182.75,185.6,179.88,181.57,179.49,793127,793127,-1.18,-0.64569,182.45,"November 21, 24",-0.0064569,,,,,
2024-11-20,180,181.8,178.36,181.58,179.5,679600,679600,1.58,0.87778,180.435,"November 20, 24",0.0087778,,,,,
2024-11-19,183.02,183.89,180.09,180.18,178.11,884200,884200,-2.84,-1.55,181.795,"November 19, 24",-0.0155,,,,,
2024-11-18,182.87,185.34,182.6,184,181.89,756944,756944,1.13,0.61793,183.7025,"November 18, 24",0.0061793,,,,,
2024-11-15,184.69,185.22,181.55,182.35,180.26,751100,751100,-2.34,-1.27,183.4525,"November 15, 24",-0.0127,,,,,
2024-11-14,189.64,190.59,184.21,184.51,182.39,1114539,1114539,-5.13,-2.71,187.2375,"November 14, 24",-0.0271,,,,,
2024-11-13,188.47,191.45,185,189.2,187.03,1740838,1740838,0.73,0.38733,188.53,"November 13, 24",0.0038733,,,,,
2024-11-12,195.98,198.23,192.44,192.54,190.33,1349600,1349600,-3.44,-1.76,194.7975,"November 12, 24",-0.0176,,,,,
2024-11-11,192.6,200.4,192.6,197.19,194.93,1212200,1212200,4.59,2.38,195.6975,"November 11, 24",0.0238,,,,,
2024-11-08,188.5,193.01,186.6,192.13,189.92,1030048,1030048,3.63,1.93,190.06,"November 08, 24",0.0193,0.43,2024-10-17,2024-11-22,0.43,2024-11-08
2024-11-07,192.83,193.16,188.35,188.51,185.92,702642,702642,-4.32,-2.24,190.7125,"November 07, 24",-0.0224,,,,,
2024-11-06,191.42,196.71,190.41,192.82,190.17,1925300,1925300,1.4,0.73138,192.84,"November 06, 24",0.0073138,,,,,
2024-11-05,181.77,185.66,181.13,185.56,183.01,622503,622503,3.79,2.09,183.53,"November 05, 24",0.0209,,,,,
2024-11-04,180.45,183.42,179.18,181.99,179.49,742745,742745,1.54,0.85342,181.26,"November 04, 24",0.0085342,,,,,
2024-11-01,181.28,183.04,180.63,180.96,178.47,771538,771538,-0.32,-0.17652,181.4775,"November 01, 24",-0.0017652,,,,,
2024-10-31,181.03,183.57,180.49,180.62,178.14,1184926,1184926,-0.41,-0.22648,181.4275,"October 31, 24",-0.0022648,,,,,
2024-10-30,178.92,185.67,178.67,181.88,179.38,1274500,1274500,2.96,1.65,181.285,"October 30, 24",0.0165,,,,,
2024-10-29,178.61,180.75,177.18,179.43,176.96,791919,791919,0.82,0.4591,178.9925,"October 29, 24",0.004591,,,,,
2024-10-28,176.06,179.13,174.29,178.88,176.42,700932,700932,2.82,1.6,177.09,"October 28, 24",0.016,,,,,
2024-10-25,176.74,177.98,174,174.83,172.43,771024,771024,-1.91,-1.08,175.8875,"October 25, 24",-0.0108,,,,,
2024-10-24,175.56,176,172.73,175.81,173.39,598600,598600,0.25,0.1424,175.025,"October 24, 24",0.001424,,,,,
2024-10-23,174.64,176.05,173.53,175.45,173.04,942215,942215,0.81,0.46381,174.9175,"October 23, 24",0.0046381,,,,,
2024-10-22,176.31,177.9,174.67,175.62,173.21,773008,773008,-0.69,-0.39136,176.125,"October 22, 24",-0.0039136,,,,,
2024-10-21,176.41,177.77,173.94,177.58,175.14,896300,896300,1.17,0.66323,176.425,"October 21, 24",0.0066323,,,,,
2024-10-18,174.19,177.08,173.53,176.87,174.44,1003934,1003934,2.68,1.54,175.4175,"October 18, 24",0.0154,,,,,
2024-10-17,178.62,180.42,172.3,173.48,171.1,1513400,1513400,-5.14,-2.88,176.205,"October 17, 24",-0.0288,,,,,
2024-10-16,187.88,188,178.5,180.15,177.67,3017100,3017100,-7.73,-4.11,183.6325,"October 16, 24",-0.0411,,,,,
2024-10-15,175.5,178.85,174.37,174.65,172.25,1655902,1655902,-0.85,-0.48433,175.8425,"October 15, 24",-0.0048433,,,,,
2024-10-14,170,175.62,168.3,175.46,173.05,1127100,1127100,5.46,3.21,172.345,"October 14, 24",0.0321,,,,,
2024-10-11,167.22,171.15,167,170.72,168.37,714282,714282,3.5,2.09,169.0225,"October 11, 24",0.0209,,,,,
2024-10-10,165.61,166.06,163.91,165.92,163.64,541717,541717,0.31,0.18719,165.375,"October 10, 24",0.0018719,,,,,
2024-10-09,166.12,167.36,164.58,166.09,163.81,799200,799200,-0.03,-0.01805923,166.0375,"October 09, 24",-0.0001805923,,,,,
2024-10-08,164.52,166.74,163.82,165.28,163.01,584700,584700,0.76,0.46195,165.09,"October 08, 24",0.0046195,,,,,
2024-10-07,162.85,165.12,162,164.22,161.96,470529,470529,1.37,0.84126,163.5475,"October 07, 24",0.0084126,,,,,
2024-10-04,169,169,162.86,164.52,162.26,642724,642724,-4.48,-2.65,166.345,"October 04, 24",-0.0265,,,,,
2024-10-03,166.43,167.28,165.15,166.73,164.44,499018,499018,0.3,0.18026,166.3975,"October 03, 24",0.0018026,,,,,
2024-10-02,168.92,169.8,168,168.14,165.83,480400,480400,-0.78,-0.46176,168.715,"October 02, 24",-0.0046176,,,,,
2024-10-01,171.24,172.12,168.64,169.6,167.27,862827,862827,-1.64,-0.95772,170.4,"October 01, 24",-0.0095772,,,,,
2024-09-30,172.61,175.35,171.42,172.33,169.96,602800,602800,-0.28,-0.16222,172.9275,"September 30, 24",-0.0016222,,,,,
2024-09-27,173.41,174.96,171.97,172.35,169.98,347500,347500,-1.06,-0.61127,173.1725,"September 27, 24",-0.0061127,,,,,
2024-09-26,173.16,175.32,170.79,171.51,169.15,413904,413904,-1.65,-0.95288,172.695,"September 26, 24",-0.0095288,,,,,
2024-09-25,174.71,174.9,171.08,171.74,169.38,635032,635032,-2.97,-1.7,173.1075,"September 25, 24",-0.017,,,,,
2024-09-24,170.27,174.58,170.08,174.48,172.08,696800,696800,4.21,2.47,172.3525,"September 24, 24",0.0247,,,,,
2024-09-23,169.75,170.46,167.99,170.19,167.85,644400,644400,0.44,0.2592,169.5975,"September 23, 24",0.002592,,,,,
2024-09-20,173.47,173.47,168.69,169.01,166.69,1132400,1132400,-4.46,-2.57,171.16,"September 20, 24",-0.0257,,,,,
2024-09-19,173,175.96,172.81,174.82,172.42,887623,887623,1.82,1.05,174.1475,"September 19, 24",0.0105,,,,,
2024-09-18,168.84,172.07,167.49,169.35,167.02,1001805,1001805,0.51,0.30206,169.4375,"September 18, 24",0.0030206,,,,,
2024-09-17,168.9,170.31,165.85,167.99,165.68,1309300,1309300,-0.91,-0.53878,168.2625,"September 17, 24",-0.0053878,,,,,
2024-09-16,169.72,171.24,166.96,167.4,165.1,713622,713622,-2.32,-1.37,168.83,"September 16, 24",-0.0137,,,,,
2024-09-13,170.29,171.42,167.7,168.66,166.34,662700,662700,-1.63,-0.95719,169.5175,"September 13, 24",-0.0095719,,,,,
2024-09-12,169.71,169.77,165.58,168.86,166.54,977700,977700,-0.85,-0.50085,168.48,"September 12, 24",-0.0050085,,,,,
2024-09-11,170.23,170.39,165.25,169.26,166.93,818647,818647,-0.97,-0.56982,168.7825,"September 11, 24",-0.0056982,,,,,
2024-09-10,171.37,171.96,169.46,170.55,168.21,659100,659100,-0.82,-0.4785,170.835,"September 10, 24",-0.004785,,,,,
2024-09-09,167.67,171.95,167.67,171.74,169.38,615800,615800,4.07,2.43,169.7575,"September 09, 24",0.0243,,,,,
2024-09-06,169.75,171.32,167.63,167.77,165.46,714069,714069,-1.98,-1.17,169.1175,"September 06, 24",-0.0117,,,,,
2024-09-05,171.43,172.53,166.38,169.3,166.97,743400,743400,-2.13,-1.24,169.91,"September 05, 24",-0.0124,,,,,
2024-09-04,173.09,174.72,171.31,172.82,170.45,511048,511048,-0.27,-0.15599,172.985,"September 04, 24",-0.0015599,,,,,
2024-09-03,172.47,173.29,169.22,173.09,170.71,701428,701428,0.62,0.35948,172.0175,"September 03, 24",0.0035948,,,,,
2024-08-30,172.71,173.45,169.14,173.2,170.82,1228313,1228313,0.49,0.28371,172.125,"August 30, 24",0.0028371,,,,,
2024-08-29,175.15,177.24,171.91,172.27,169.9,778804,778804,-2.88,-1.64,174.1425,"August 29, 24",-0.0164,,,,,
2024-08-28,172.01,175.4,172.01,174.17,171.78,586009,586009,2.16,1.26,173.3975,"August 28, 24",0.0126,,,,,
2024-08-27,175.58,175.78,170.05,172.1,169.74,711600,711600,-3.48,-1.98,173.3775,"August 27, 24",-0.0198,,,,,
2024-08-26,178.06,178.8,175.19,175.95,173.53,415437,415437,-2.11,-1.18,177,"August 26, 24",-0.0118,,,,,
2024-08-23,174.82,177.17,173.65,176.97,174.54,556200,556200,2.15,1.23,175.6525,"August 23, 24",0.0123,,,,,
2024-08-22,175.05,177.26,172.77,173.38,171,621916,621916,-1.67,-0.95401,174.615,"August 22, 24",-0.0095401,,,,,
2024-08-21,173.75,175.69,173.71,175.5,173.09,515237,515237,1.75,1.01,174.6625,"August 21, 24",0.0101,,,,,
2024-08-20,175.76,177.62,170.83,172.24,169.87,881500,881500,-3.52,-2,174.1125,"August 20, 24",-0.02,,,,,
2024-08-19,171.73,175.57,171.28,175.34,172.93,1044100,1044100,3.61,2.1,173.48,"August 19, 24",0.021,,,,,
2024-08-16,166.87,170.58,166.45,170.36,168.02,784510,784510,3.49,2.09,168.565,"August 16, 24",0.0209,,,,,
2024-08-15,167.62,172.74,166.75,167.26,164.96,1354100,1354100,-0.36,-0.21477,168.5925,"August 15, 24",-0.0021477,,,,,
2024-08-14,163.83,165.36,163.08,163.63,161.38,386900,386900,-0.2,-0.12208,163.975,"August 14, 24",-0.0012208,,,,,
2024-08-13,163.6,165.24,162.03,163.97,161.72,788842,788842,0.37,0.22616,163.71,"August 13, 24",0.0022616,,,,,
2024-08-12,163.3,164.03,161.5,162.77,160.53,553442,553442,-0.53,-0.32456,162.9,"August 12, 24",-0.0032456,,,,,
2024-08-09,163.86,164.07,160.89,163.09,160.85,685602,685602,-0.77,-0.46991,162.9775,"August 09, 24",-0.0046991,,,,,
2024-08-08,164.73,165.32,162.4,163.86,161.61,482400,482400,-0.87,-0.52814,164.0775,"August 08, 24",-0.0052814,,,,,
2024-08-07,164.23,166.15,161.87,162.89,160.65,834941,834941,-1.34,-0.81593,163.785,"August 07, 24",-0.0081593,,,,,
2024-08-06,160.98,168.34,160.58,163.93,161.68,642500,642500,2.95,1.83,163.4575,"August 06, 24",0.0183,,,,,
2024-08-05,159.56,165.33,155.02,160.98,158.77,1350400,1350400,1.42,0.88995,160.2225,"August 05, 24",0.0088995,,,,,
2024-08-02,165.61,166.11,159.33,163.59,161.34,1157100,1157100,-2.02,-1.22,163.66,"August 02, 24",-0.0122,0.43,2024-07-17,2024-08-16,0.43,2024-08-02
2024-08-01,173.3,176.02,168.49,168.79,166.05,806129,806129,-4.51,-2.6,171.65,"August 01, 24",-0.026,,,,,
2024-07-31,172.51,176.41,170.16,173.15,170.34,1062433,1062433,0.64,0.37099,173.0575,"July 31, 24",0.0037099,,,,,
2024-07-30,171.58,174.99,171.58,172.16,169.37,699937,699937,0.58,0.33803,172.5775,"July 30, 24",0.0033803,,,,,
2024-07-29,171.94,174.09,170.44,170.52,167.75,736400,736400,-1.42,-0.82587,171.7475,"July 29, 24",-0.0082587,,,,,
2024-07-26,171.01,174.02,170.39,171.54,168.76,711246,711246,0.53,0.30992,171.74,"July 26, 24",0.0030992,,,,,
2024-07-25,163.97,175.6,163.4,170.78,168.01,1631300,1631300,6.81,4.15,168.4375,"July 25, 24",0.0415,,,,,
2024-07-24,165.25,165.53,161.79,163.8,161.14,841721,841721,-1.45,-0.87746,164.0925,"July 24, 24",-0.0087746,,,,,
2024-07-23,162.67,167.32,162.67,165.13,162.45,817000,817000,2.46,1.51,164.4475,"July 23, 24",0.0151,,,,,
2024-07-22,164.92,166.2,163.06,164.71,162.04,938894,938894,-0.21,-0.12733,164.7225,"July 22, 24",-0.0012733,,,,,
2024-07-19,161.25,164.33,158.71,164.18,161.52,1235100,1235100,2.93,1.82,162.1175,"July 19, 24",0.0182,,,,,
2024-07-18,163.04,163.73,160.27,160.81,158.2,1557079,1557079,-2.23,-1.37,161.9625,"July 18, 24",-0.0137,,,,,
2024-07-17,169.07,170,162.52,163.9,161.24,2398300,2398300,-5.17,-3.06,166.3725,"July 17, 24",-0.0306,,,,,
2024-07-16,169.52,176.24,169.52,176,173.14,1977622,1977622,6.48,3.82,172.82,"July 16, 24",0.0382,,,,,
2024-07-15,166.36,172.6,166.36,169.62,166.87,1349884,1349884,3.26,1.96,168.735,"July 15, 24",0.0196,,,,,
2024-07-12,164.07,168.57,163.73,166.16,163.46,1624040,1624040,2.09,1.27,165.6325,"July 12, 24",0.0127,,,,,
2024-07-11,161,164.58,160.34,163.31,160.66,882500,882500,2.31,1.43,162.3075,"July 11, 24",0.0143,,,,,
2024-07-10,156.17,159.93,156.17,159.78,157.19,739437,739437,3.61,2.31,158.0125,"July 10, 24",0.0231,,,,,
2024-07-09,156.68,157.16,154.81,155.54,153.02,501700,501700,-1.14,-0.7276,156.0475,"July 09, 24",-0.007276,,,,,
2024-07-08,159.46,159.9,156.18,158.04,155.48,625500,625500,-1.42,-0.89051,158.395,"July 08, 24",-0.0089051,,,,,
2024-07-05,158.09,158.79,155.74,158.29,155.72,824430,824430,0.2,0.12651,157.7275,"July 05, 24",0.0012651,,,,,
2024-07-03,159.12,160.56,158.25,158.71,156.13,387834,387834,-0.41,-0.25767,159.16,"July 03, 24",-0.0025767,,,,,
2024-07-02,159.46,160.89,158.21,159.42,156.83,600241,600241,-0.04,-0.02508466,159.495,"July 02, 24",-0.0002508466,,,,,
2024-07-01,159.43,160.01,158.1,158.68,156.1,836437,836437,-0.75,-0.47043,159.055,"July 01, 24",-0.0047043,,,,,
2024-06-28,158.62,161.75,158.47,160,157.4,1528900,1528900,1.38,0.87,159.71,"June 28, 24",0.0087,,,,,
2024-06-27,156.77,157.56,155.76,157.12,154.57,645000,645000,0.35,0.22326,156.8025,"June 27, 24",0.0022326,,,,,
2024-06-26,156.27,158.83,155.49,157.13,154.58,516500,516500,0.86,0.55033,156.93,"June 26, 24",0.0055033,,,,,
2024-06-25,157.11,157.93,155.43,156.27,153.73,846942,846942,-0.84,-0.53466,156.685,"June 25, 24",-0.0053466,,,,,
2024-06-24,156.5,160.78,156.37,157.97,155.41,1297928,1297928,1.47,0.9393,157.905,"June 24, 24",0.009393,,,,,
2024-06-21,155.37,157.5,154.68,156.18,153.65,2059640,2059640,0.81,0.52134,155.9325,"June 21, 24",0.0052134,,,,,
2024-06-20,155.18,157.01,154.44,155.37,152.85,983844,983844,0.19,0.12244,155.5,"June 20, 24",0.0012244,,,,,
2024-06-18,158.16,159.86,155.24,155.6,153.07,1269945,1269945,-2.56,-1.62,157.215,"June 18, 24",-0.0162,,,,,
2024-06-17,156.54,158.56,155.97,158.01,155.45,628000,628000,1.47,0.93906,157.27,"June 17, 24",0.0093906,,,,,
2024-06-14,157.53,158.05,153.12,157.26,154.71,753800,753800,-0.27,-0.1714,156.49,"June 14, 24",-0.001714,,,,,
2024-06-13,160.68,160.89,157.95,158.93,156.35,410429,410429,-1.75,-1.09,159.6125,"June 13, 24",-0.0109,,,,,
2024-06-12,162.42,164.35,159.88,160.97,158.36,554300,554300,-1.45,-0.89275,161.905,"June 12, 24",-0.0089275,,,,,
2024-06-11,161.02,161.7,159.34,160.64,158.03,515200,515200,-0.38,-0.236,160.675,"June 11, 24",-0.00236,,,,,
2024-06-10,158.94,162.34,158.45,162.01,159.38,1133320,1133320,3.07,1.93,160.435,"June 10, 24",0.0193,,,,,
2024-06-07,158.02,161.91,157.43,159.96,157.36,564800,564800,1.94,1.23,159.33,"June 07, 24",0.0123,,,,,
2024-06-06,158.8,159.36,158.03,159,156.42,406200,406200,0.2,0.12594,158.7975,"June 06, 24",0.0012594,,,,,
2024-06-05,158.98,159.29,157.13,159.16,156.58,561428,561428,0.18,0.11322,158.64,"June 05, 24",0.0011322,,,,,
2024-06-04,161.75,163.46,158.31,158.51,155.94,724800,724800,-3.24,-2,160.5075,"June 04, 24",-0.02,,,,,
2024-06-03,161.41,161.99,157.59,160.66,158.05,808100,808100,-0.75,-0.46466,160.4125,"June 03, 24",-0.0046466,,,,,
2024-05-31,157.7,160.86,157.55,160.75,158.14,1179228,1179228,3.05,1.93,159.215,"May 31, 24",0.0193,,,,,
2024-05-30,155.1,158.2,154.71,156.95,154.4,649500,649500,1.85,1.19,156.24,"May 30, 24",0.0119,,,,,
2024-05-29,156.05,157.32,154.1,154.65,152.14,910103,910103,-1.4,-0.89715,155.53,"May 29, 24",-0.0089715,,,,,
2024-05-28,157.56,158.51,156.07,158.39,155.82,602000,602000,0.83,0.52678,157.6325,"May 28, 24",0.0052678,,,,,
2024-05-24,158.5,159.25,157.14,157.62,155.06,462000,462000,-0.88,-0.55521,158.1275,"May 24, 24",-0.0055521,,,,,
2024-05-23,158.5,158.56,155.43,157.88,155.32,958513,958513,-0.62,-0.39117,157.5925,"May 23, 24",-0.0039117,,,,,
2024-05-22,159.38,159.68,157.46,157.98,155.42,869102,869102,-1.4,-0.8784,158.625,"May 22, 24",-0.008784,,,,,
2024-05-21,163.34,163.52,156.7,159.36,156.77,1453350,1453350,-3.98,-2.44,160.73,"May 21, 24",-0.0244,,,,,
2024-05-20,164.65,165.12,163.68,164.1,161.44,955000,955000,-0.55,-0.33404,164.3875,"May 20, 24",-0.0033404,,,,,
2024-05-17,169.77,170.44,164.44,164.8,162.13,966700,966700,-4.97,-2.93,167.3625,"May 17, 24",-0.0293,,,,,
2024-05-16,167.99,171.08,167.96,169.49,166.74,584200,584200,1.5,0.89291,169.13,"May 16, 24",0.0089291,,,,,
2024-05-15,169.78,170.52,166.92,167.59,164.87,635200,635200,-2.19,-1.29,168.7025,"May 15, 24",-0.0129,,,,,
2024-05-14,170.15,171,167.13,168.16,165.43,666735,666735,-1.99,-1.17,169.11,"May 14, 24",-0.0117,,,,,
2024-05-13,170.97,172.3,169.26,169.37,166.62,657600,657600,-1.6,-0.93584,170.475,"May 13, 24",-0.0093584,,,,,
