revenuePerShareTTM,netIncomePerShareTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,peRatioTTM,priceToSalesRatioTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,currentRatioTTM,interestCoverageTTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,payoutRatioTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,roeTTM,capexPerShareTTM,dividendPerShareTTM,debtToMarketCapTTM
290.77570093457945,6.570093457943925,15.429906542056075,11.962616822429906,14.69158878504673,12.588785046728972,1.5233644859813085,12.560747663551401,33.401869158878505,25682626480,27478626480,36.588520625889046,0.8254628766110629,15.57948516050878,20.0645519375,19.138191964285717,19.138191964285717,0.8831879433034423,15.684147534246575,16.6436259721381,21.4676769375,0.027330976571171537,0.0498391393495826,2.505952380952381,0.17472504669018468,1.0251141552511416,0.9887269727797635,6.155339805825243,2.34850640113798,0.001331170181787928,0.1331170181787928,0.051209103840682786,0,0.0008035226432680873,0.06142353185308155,0.2247122955784373,0.011924276026098416,0.5247524752475248,0,43.090821947969715,0.17207734295551644,0.03885695334954676,-100.00700934579439,-164000000,163000000,-3545000000,4312000000,4230000000,8177500000,4681000000,51.864654645967924,108.45257844763687,60.307260597931595,7.037548066048405,3.3655262532668093,6.0523392437513355,0.5112727272727273,3.467289719626168,0.32,0.1311392354135892
