symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
D,2024-12-31,53.86,839200000,45199312000,310000000,41750000000,86639312000
D,2023-12-31,47,804032258,37789516126,184000000,44243000000,81848516126
D,2022-12-31,61.32,823900000,50521548000,119000000,41203000000,91605548000
D,2021-12-31,78.56,807800000,63460768000,283000000,40581000000,103758768000
D,2020-12-31,75.2,831000000,62491200000,172000000,37014000000,99333200000
D,2019-12-31,82.82,808800000,66984815999,135000000,32414000000,99263815999
D,2018-12-31,71.46,654200000,46749131999,268000000,35175000000,81656131999
D,2017-12-31,81.06,636000000,51554160000,120000000,37324000000,88758160000
D,2016-12-31,76.59,616400000,47210076000,261000000,35095000000,82044076000
D,2015-12-31,67.64,592400000,40069936000,607000000,28802000000,68264936000
D,2014-12-31,76.9,582700000,44809630000,318000000,25955000000,70446630000
D,2013-12-31,64.69,578700000,37436103000,316000000,22776000000,59896103000
D,2012-12-31,51.8,572900000,29676220000,248000000,21486000000,50914220000
D,2011-12-31,53.08,573100000,30420148000,102000000,20687000000,51005148000
D,2010-12-31,42.72,581000000,24820320000,62000000,17641000000,42399320000
D,2009-12-31,38.92,593300000,23091236000,48000000,17913000000,40956236000
D,2008-12-31,35.84,577800000,20708352000,66000000,17430000000,38072352000
D,2007-12-31,47.45,651025641,30891166665,283000000,16469000000,47077166665
D,2006-12-31,41.92,698734177,29290936699,138000000,19601000000,48753936699
D,2005-12-31,38.6,684105960,26406490056,146000000,18601000000,44861490056
D,2004-12-31,33.87,657368421,22265068419,361000000,17448000000,39352068419
D,2003-12-31,31.92,636000000,20301120000,126000000,18480000000,38655120000
D,2002-12-31,27.45,561649485,15417278363,291000000,15378000000,30504278363
D,2001-12-31,30.05,501382488,15066543764,486000000,15332000000,29912543764
D,2000-12-31,33.5,471351351,15790270258,360000000,13674000000,29104270258
D,1999-12-31,19.63,383225806,7522722571,280000000,8342000000,15584722571
D,1998-12-31,23.38,381494662,8919345197,426000000,6996000000,15489345197
D,1997-12-31,21.28,371162791,7898344192,321600000,9184700000,16761444192
D,1996-12-31,19.25,356301887,6858811324,110800000,5856500000,12604511324
D,1995-12-31,20.63,346938776,7157346948,66700000,5269300000,12359946948
D,1994-12-31,18,340600000,6130800000,146700000,5255700000,11239800000
D,1993-12-31,22.69,331153846,7513880765,0,0,7513880765
D,1992-12-31,19.75,322101449,6361503617,0,0,6361503617
D,1991-12-31,19,312857143,5944285717,0,0,5944285717
D,1990-12-31,15.63,305273973,4771432197,0,0,4771432197
D,1989-12-31,16.21,297608696,4824236962,0,0,4824236962
D,1988-12-31,14.04,291295681,4089791361,0,0,4089791361
D,1987-12-31,13.79,284158416,3918544556,0,0,3918544556
D,1986-12-31,14.75,278241758,4104065930,0,0,4104065930
D,1985-12-31,11.83,224666667,2657806670,0,0,2657806670
