symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
ODFL,1.52423,0.33404765,2.60393,12.63709,-3.11606,0,-12.85378,13.10928,66.03045,710.53971,27795.76981
