date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,dividend,adjDividend,paymentDate
2025-03-12,124.46,126.51,123.01,123.94,122.23,1048522,1048522,-0.52,-0.4178,124.48,"March 12, 25",-0.004178,,,,,
2025-03-11,131.78,132.51,125.94,125.96,124.23,1178500,1178500,-5.82,-4.42,129.0475,"March 11, 25",-0.0442,,,,,
2025-03-10,131.08,135.38,130.74,132.3,130.48,1117613,1117613,1.22,0.93073,132.375,"March 10, 25",0.0093073,,,,,
2025-03-07,127.35,132.12,127.23,131.3,129.49,942700,942700,3.95,3.1,129.5,"March 07, 25",0.031,,,,,
2025-03-06,126.45,128.03,125.47,127.35,125.6,815915,815915,0.9,0.71174,126.825,"March 06, 25",0.0071174,,,,,
2025-03-05,124.86,127.51,124.59,126.48,124.74,754400,754400,1.62,1.3,125.86,"March 05, 25",0.013,,,,,
2025-03-04,124.93,125.84,123.27,123.79,122.09,1165022,1165022,-1.14,-0.91251,124.4575,"March 04, 25",-0.0091251,,,,,
2025-03-03,128.89,130.02,126.05,126.52,124.78,922452,922452,-2.37,-1.84,127.87,"March 03, 25",-0.0184,,,,,
2025-02-28,128.1,129.01,126.94,128.71,126.94,1212421,1212421,0.61,0.47619,128.19,"February 28, 25",0.0047619,,,,,
2025-02-27,128.66,129.95,127.32,127.39,125.64,1026002,1026002,-1.27,-0.9871,128.33,"February 27, 25",-0.009871,,,,,
2025-02-26,129.7,130.28,129.07,129.42,127.64,690427,690427,-0.28,-0.21588,129.6175,"February 26, 25",-0.0021588,,,,,
2025-02-25,128.72,131.02,128.29,129.89,128.1,968100,968100,1.17,0.90895,129.48,"February 25, 25",0.0090895,,,,,
2025-02-24,127.55,129.76,126.53,127.93,126.17,883700,883700,0.38,0.29792,127.9425,"February 24, 25",0.0029792,,,,,
2025-02-21,127.92,127.92,126,127.16,125.41,871163,871163,-0.76,-0.59412,127.25,"February 21, 25",-0.0059412,,,,,
2025-02-20,126.26,127.46,125.6,127.11,125.36,1207101,1207101,0.85,0.67321,126.6075,"February 20, 25",0.0067321,,,,,
2025-02-19,125.89,127.28,124.19,126.58,124.84,1503733,1503733,0.69,0.5481,125.985,"February 19, 25",0.005481,,,,,
2025-02-18,130.94,133.16,125.62,125.89,124.16,1917910,1917910,-5.05,-3.86,128.9025,"February 18, 25",-0.0386,,,,,
2025-02-14,133.55,134.25,132.76,133.39,131.55,1354600,1354600,-0.16,-0.11981,133.4875,"February 14, 25",-0.0011981,,,,,
2025-02-13,132.02,133.18,131.22,133.15,131.32,1257300,1257300,1.13,0.85593,132.3925,"February 13, 25",0.0085593,,,,,
2025-02-12,129.09,131.54,128.85,131.5,129.69,993500,993500,2.41,1.87,130.245,"February 12, 25",0.0187,,,,,
2025-02-11,130.44,131.87,129.53,131.73,129.92,1000200,1000200,1.29,0.98896,130.8925,"February 11, 25",0.0098896,,,,,
2025-02-10,129.51,130.56,129.01,130.56,128.76,1190048,1190048,1.05,0.81075,129.91,"February 10, 25",0.0081075,,,,,
2025-02-07,129.36,129.71,127.91,128.69,126.92,939109,939109,-0.67,-0.51793,128.9175,"February 07, 25",-0.0051793,,,,,
2025-02-06,129.46,129.88,128.38,129.3,127.52,967718,967718,-0.16,-0.12359,129.255,"February 06, 25",-0.0012359,,,,,
2025-02-05,129.52,129.52,127.81,129.07,127.29,990604,990604,-0.45,-0.34744,128.98,"February 05, 25",-0.0034744,,,,,
2025-02-04,128.83,129.94,128.36,128.49,126.72,877452,877452,-0.34,-0.26391,128.905,"February 04, 25",-0.0026391,,,,,
2025-02-03,129.42,129.98,127,128.73,126.96,1033452,1033452,-0.69,-0.53315,128.7825,"February 03, 25",-0.0053315,,,,,
2025-01-31,133.52,134.94,132.38,132.73,130.9,862713,862713,-0.79,-0.59167,133.3925,"January 31, 25",-0.0059167,,,,,
2025-01-30,131.73,134.38,131.6,133.52,131.68,565839,565839,1.79,1.36,132.8075,"January 30, 25",0.0136,,,,,
2025-01-29,131.91,132.63,130.88,131,129.2,624600,624600,-0.91,-0.68986,131.605,"January 29, 25",-0.0068986,,,,,
2025-01-28,134.83,135.46,132.07,132.11,130.29,640100,640100,-2.72,-2.02,133.6175,"January 28, 25",-0.0202,,,,,
2025-01-27,132.83,135.58,132.59,135.5,133.64,962400,962400,2.67,2.01,134.125,"January 27, 25",0.0201,,,,,
2025-01-24,133.41,133.75,132.2,132.53,130.71,603817,603817,-0.88,-0.65962,132.9725,"January 24, 25",-0.0065962,,,,,
2025-01-23,132.39,133.42,131.37,133.25,131.42,704300,704300,0.86,0.6496,132.6075,"January 23, 25",0.006496,,,,,
2025-01-22,134.48,135.29,131.73,132.18,130.36,898842,898842,-2.3,-1.71,133.42,"January 22, 25",-0.0171,,,,,
2025-01-21,134.67,136.28,134.47,135.07,133.21,610107,610107,0.4,0.29702,135.1225,"January 21, 25",0.0029702,,,,,
2025-01-17,133.58,134.08,132.59,133.59,131.75,592930,592930,0.01,0.00748615,133.46,"January 17, 25",7.48615e-05,,,,,
2025-01-16,130.7,132.85,130.62,132.62,130.8,552524,552524,1.92,1.47,131.6975,"January 16, 25",0.0147,,,,,
2025-01-15,132.51,132.93,129.92,130.93,129.13,641100,641100,-1.58,-1.19,131.5725,"January 15, 25",-0.0119,,,,,
2025-01-14,128.87,130.12,128.47,129.75,127.96,469500,469500,0.88,0.68286,129.3025,"January 14, 25",0.0068286,,,,,
2025-01-13,125.72,128.3,125.26,128.26,126.5,828024,828024,2.54,2.02,126.885,"January 13, 25",0.0202,,,,,
2025-01-10,127.12,128,126.03,126.21,124.47,741604,741604,-0.91,-0.71586,126.84,"January 10, 25",-0.0071586,,,,,
2025-01-08,126.62,128.77,126.33,128.4,126.63,1077100,1077100,1.78,1.41,127.53,"January 08, 25",0.0141,,,,,
2025-01-07,129.05,129.51,126.89,127.42,125.67,902920,902920,-1.63,-1.26,128.2175,"January 07, 25",-0.0126,,,,,
2025-01-06,130.41,131.29,128.64,129.12,127.34,778239,778239,-1.29,-0.98919,129.865,"January 06, 25",-0.0098919,,,,,
2025-01-03,129.07,130.44,128.1,130.18,128.39,597300,597300,1.11,0.86,129.4475,"January 03, 25",0.0086,,,,,
2025-01-02,131.47,131.88,128.36,128.59,126.82,523400,523400,-2.88,-2.19,130.075,"January 02, 25",-0.0219,,,,,
2024-12-31,130.94,132.22,130.47,130.68,128.88,385943,385943,-0.26,-0.19856,131.0775,"December 31, 24",-0.0019856,,,,,
2024-12-30,131.34,131.57,129.61,130.97,129.17,298200,298200,-0.37,-0.28171,130.8725,"December 30, 24",-0.0028171,,,,,
2024-12-27,132,133.33,131.43,131.97,130.15,429000,429000,-0.03,-0.02272727,132.1825,"December 27, 24",-0.0002272727,,,,,
2024-12-26,132.57,134,132.03,132.99,131.16,386700,386700,0.42,0.31681,132.8975,"December 26, 24",0.0031681,,,,,
2024-12-24,131.74,133.13,131.4,133.04,131.21,248818,248818,1.3,0.98679,132.3275,"December 24, 24",0.0098679,,,,,
2024-12-23,131.48,132.55,130.89,132.13,130.31,588920,588920,0.65,0.49437,131.7625,"December 23, 24",0.0049437,,,,,
2024-12-20,130.15,132.72,130.15,132.18,130.36,2061341,2061341,2.03,1.56,131.3,"December 20, 24",0.0156,,,,,
2024-12-19,132.66,133.58,130.5,130.63,128.83,1192800,1192800,-2.03,-1.53,131.8425,"December 19, 24",-0.0153,,,,,
2024-12-18,137.03,138.41,132.36,132.48,130.66,900852,900852,-4.55,-3.32,135.07,"December 18, 24",-0.0332,,,,,
2024-12-17,136.27,137.31,135.59,136.64,134.76,856400,856400,0.37,0.27152,136.4525,"December 17, 24",0.0027152,2024-12-17,2024-12-05,0.48,0.48,2024-12-31
2024-12-16,138.69,139.34,137.35,137.52,135.15,602670,602670,-1.17,-0.84361,138.225,"December 16, 24",-0.0084361,,,,,
2024-12-13,138.37,139.67,137.7,138.83,136.44,484100,484100,0.46,0.33244,138.6425,"December 13, 24",0.0033244,,,,,
2024-12-12,140.24,140.57,139.01,139.25,136.85,692931,692931,-0.99,-0.70593,139.7675,"December 12, 24",-0.0070593,,,,,
2024-12-11,141.55,141.89,140.17,140.44,138.02,638909,638909,-1.11,-0.78418,141.0125,"December 11, 24",-0.0078418,,,,,
2024-12-10,140.85,141.83,138.85,140.58,138.16,690519,690519,-0.27,-0.19169,140.5275,"December 10, 24",-0.0019169,,,,,
2024-12-09,140.66,141.77,140.12,141.43,138.99,955059,955059,0.77,0.54742,140.995,"December 09, 24",0.0054742,,,,,
2024-12-06,141.52,141.87,139.72,140.49,138.07,760528,760528,-1.03,-0.72781,140.9,"December 06, 24",-0.0072781,,,,,
2024-12-05,143.72,144.42,139.99,140.32,137.9,1293838,1293838,-3.4,-2.37,142.1125,"December 05, 24",-0.0237,,,,,
2024-12-04,139.79,141.23,139.7,141.07,138.64,536000,536000,1.28,0.91566,140.4475,"December 04, 24",0.0091566,,,,,
2024-12-03,140.5,141.53,139.93,140.49,138.07,797960,797960,-0.01,-0.00711744,140.6125,"December 03, 24",-7.11744e-05,,,,,
2024-12-02,140.8,141.4,139.42,140.4,137.98,825137,825137,-0.4,-0.28409,140.505,"December 02, 24",-0.0028409,,,,,
2024-11-29,141.63,142.51,140.47,140.84,138.41,363700,363700,-0.79,-0.55779,141.3625,"November 29, 24",-0.0055779,,,,,
2024-11-27,141.25,141.84,139.78,141.41,138.97,861700,861700,0.16,0.11327,141.07,"November 27, 24",0.0011327,,,,,
2024-11-26,141.75,142.48,139.5,140.39,137.97,916648,916648,-1.36,-0.95944,141.03,"November 26, 24",-0.0095944,,,,,
2024-11-25,142.3,143.94,142.01,142.67,140.21,1658838,1658838,0.37,0.26001,142.73,"November 25, 24",0.0026001,,,,,
2024-11-22,142.29,142.67,140.97,141.38,138.94,639113,639113,-0.91,-0.63954,141.8275,"November 22, 24",-0.0063954,,,,,
2024-11-21,139.8,141.78,139.16,141.41,138.97,783984,783984,1.61,1.15,140.5375,"November 21, 24",0.0115,,,,,
2024-11-20,138.2,139.48,137.13,139.43,137.03,639021,639021,1.23,0.89001,138.56,"November 20, 24",0.0089001,,,,,
2024-11-19,137.75,138.82,136.84,138.12,135.74,522440,522440,0.37,0.2686,137.8825,"November 19, 24",0.002686,,,,,
2024-11-18,139.24,139.66,138.35,138.64,136.25,619710,619710,-0.6,-0.43091,138.9725,"November 18, 24",-0.0043091,,,,,
2024-11-15,140.43,141.32,139.24,139.76,137.35,921600,921600,-0.67,-0.47711,140.1875,"November 15, 24",-0.0047711,,,,,
2024-11-14,141.36,142.4,140.87,141.32,138.89,790863,790863,-0.04,-0.02829655,141.4875,"November 14, 24",-0.0002829655,,,,,
2024-11-13,142.74,144.31,140.47,140.83,138.4,777892,777892,-1.91,-1.34,142.0875,"November 13, 24",-0.0134,,,,,
2024-11-12,143.01,143.84,141.77,141.87,139.43,855588,855588,-1.14,-0.79715,142.6225,"November 12, 24",-0.0079715,,,,,
2024-11-11,145.21,145.94,143.1,143.43,140.96,574900,574900,-1.78,-1.23,144.42,"November 11, 24",-0.0123,,,,,
2024-11-08,143.27,145.17,142.31,143.78,141.3,650945,650945,0.51,0.35597,143.6325,"November 08, 24",0.0035597,,,,,
2024-11-07,141.19,142.78,140.66,142.71,140.25,834434,834434,1.52,1.08,141.835,"November 07, 24",0.0108,,,,,
2024-11-06,142.07,142.78,137.12,140.93,138.5,1587826,1587826,-1.14,-0.80242,140.725,"November 06, 24",-0.0080242,,,,,
2024-11-05,139.1,140.9,138.73,140.9,138.47,645909,645909,1.8,1.29,139.9075,"November 05, 24",0.0129,,,,,
2024-11-04,139.49,140.95,138.74,139.5,137.1,597800,597800,0.01,0.00716897,139.67,"November 04, 24",7.16897e-05,,,,,
2024-11-01,140.39,141.47,138.73,139.83,137.42,646948,646948,-0.56,-0.39889,140.105,"November 01, 24",-0.0039889,,,,,
2024-10-31,138.72,140.26,138.53,139.63,137.22,1206840,1206840,0.91,0.656,139.285,"October 31, 24",0.00656,,,,,
2024-10-30,139.35,140.61,138.36,139.05,136.65,1089558,1089558,-0.3,-0.21529,139.3425,"October 30, 24",-0.0021529,,,,,
2024-10-29,140.56,140.7,138.81,139.78,137.37,1278619,1278619,-0.78,-0.55492,139.9625,"October 29, 24",-0.0055492,,,,,
2024-10-28,143.13,144.29,142.17,142.33,139.88,1372719,1372719,-0.8,-0.55893,142.98,"October 28, 24",-0.0055893,,,,,
2024-10-25,145.95,146.13,142.6,142.6,140.14,1156000,1156000,-3.35,-2.3,144.32,"October 25, 24",-0.023,,,,,
2024-10-24,142.34,146.4,141.89,145.27,142.77,1861195,1861195,2.93,2.06,143.975,"October 24, 24",0.0206,,,,,
2024-10-23,149.92,152.62,149.92,150.86,148.26,987428,987428,0.94,0.627,150.83,"October 23, 24",0.00627,,,,,
2024-10-22,151,151.67,150.02,150.6,148.01,982205,982205,-0.4,-0.2649,150.8225,"October 22, 24",-0.002649,,,,,
2024-10-21,153.37,154.09,151.47,152.01,149.39,722300,722300,-1.36,-0.88674,152.735,"October 21, 24",-0.0088674,,,,,
2024-10-18,155.44,156.1,152.92,153.36,150.72,820380,820380,-2.08,-1.34,154.455,"October 18, 24",-0.0134,,,,,
2024-10-17,150.93,152.94,150.23,152.48,149.85,780800,780800,1.55,1.03,151.645,"October 17, 24",0.0103,,,,,
2024-10-16,149.85,151.98,149.6,150.93,148.33,551844,551844,1.08,0.72072,150.59,"October 16, 24",0.0072072,,,,,
2024-10-15,149.8,151.24,148.35,149.53,146.95,1149400,1149400,-0.27,-0.18024,149.73,"October 15, 24",-0.0018024,,,,,
2024-10-14,147.13,149.66,146.1,149.46,146.88,688420,688420,2.33,1.58,148.0875,"October 14, 24",0.0158,,,,,
2024-10-11,144.63,147.4,144.63,147.3,144.76,768100,768100,2.67,1.85,145.99,"October 11, 24",0.0185,,,,,
2024-10-10,144.83,145.26,143.66,144.64,142.15,763049,763049,-0.19,-0.13119,144.5975,"October 10, 24",-0.0013119,,,,,
2024-10-09,145.8,147.14,144.54,146.57,144.04,900000,900000,0.77,0.52812,146.0125,"October 09, 24",0.0052812,,,,,
2024-10-08,146.58,147.12,144.81,145.36,142.86,1168300,1168300,-1.22,-0.83231,145.9675,"October 08, 24",-0.0083231,,,,,
2024-10-07,144.59,146.36,144.19,146.01,143.49,488000,488000,1.42,0.98209,145.2875,"October 07, 24",0.0098209,,,,,
2024-10-04,146.64,146.71,144.23,145.61,143.1,691526,691526,-1.03,-0.7024,145.7975,"October 04, 24",-0.007024,,,,,
2024-10-03,145.38,146,143.9,145.89,143.38,657249,657249,0.51,0.3508,145.2925,"October 03, 24",0.003508,,,,,
2024-10-02,144.35,146.14,143.01,145.84,143.33,794500,794500,1.49,1.03,144.835,"October 02, 24",0.0103,,,,,
2024-10-01,145.83,146.76,144.77,144.97,142.47,912308,912308,-0.86,-0.58973,145.5825,"October 01, 24",-0.0058973,,,,,
2024-09-30,143.45,146.16,143,145.74,143.23,813600,813600,2.29,1.6,144.5875,"September 30, 24",0.016,,,,,
2024-09-27,144.98,146.46,143.46,143.77,141.29,589500,589500,-1.21,-0.8346,144.6675,"September 27, 24",-0.008346,,,,,
2024-09-26,144.56,145.05,143.14,143.7,141.22,776600,776600,-0.86,-0.59491,144.1125,"September 26, 24",-0.0059491,,,,,
2024-09-25,144.13,144.83,142.94,143.39,140.92,500400,500400,-0.74,-0.51343,143.8225,"September 25, 24",-0.0051343,,,,,
2024-09-24,142.78,144.02,142.71,143.84,141.36,442700,442700,1.06,0.7424,143.3375,"September 24, 24",0.007424,,,,,
2024-09-23,141.25,142.88,141.25,142.65,140.19,817500,817500,1.4,0.99115,142.0075,"September 23, 24",0.0099115,,,,,
2024-09-20,142.74,142.78,140.03,140.4,137.98,1847700,1847700,-2.34,-1.64,141.4875,"September 20, 24",-0.0164,2024-09-20,2024-09-05,0.48,0.48,2024-09-30
2024-09-19,146.38,146.38,143.05,143.75,140.8,867821,867821,-2.63,-1.8,144.89,"September 19, 24",-0.018,,,,,
2024-09-18,143.85,146.41,142.25,143.42,140.48,485218,485218,-0.43,-0.29892,143.9825,"September 18, 24",-0.0029892,,,,,
2024-09-17,143.38,144.49,142.49,143.37,140.43,418300,418300,-0.01,-0.00697447,143.4325,"September 17, 24",-6.97447e-05,,,,,
2024-09-16,141.78,143.14,140.4,142.72,139.79,467400,467400,0.94,0.663,142.01,"September 16, 24",0.00663,,,,,
2024-09-13,139.79,141.94,139.31,141.17,138.27,520733,520733,1.38,0.9872,140.5525,"September 13, 24",0.009872,,,,,
2024-09-12,136.74,139.25,136.14,139.12,136.27,559600,559600,2.38,1.74,137.8125,"September 12, 24",0.0174,,,,,
2024-09-11,135.79,137.14,133.48,137.09,134.28,695600,695600,1.3,0.95736,135.875,"September 11, 24",0.0095736,,,,,
2024-09-10,135.51,136.21,134.38,136.16,133.37,691600,691600,0.65,0.47967,135.565,"September 10, 24",0.0047967,,,,,
2024-09-09,135.31,135.99,133.97,134.56,131.8,691000,691000,-0.75,-0.55428,134.9575,"September 09, 24",-0.0055428,,,,,
2024-09-06,136.25,137.43,133.98,134.5,131.74,478629,478629,-1.75,-1.28,135.54,"September 06, 24",-0.0128,,,,,
2024-09-05,137.5,137.5,134.33,135.69,132.91,461000,461000,-1.81,-1.32,136.255,"September 05, 24",-0.0132,,,,,
2024-09-04,137.1,137.85,136.74,137.35,134.53,603405,603405,0.25,0.18235,137.26,"September 04, 24",0.0018235,,,,,
2024-09-03,138.7,139.78,135.87,137,134.19,539348,539348,-1.7,-1.23,137.8375,"September 03, 24",-0.0123,,,,,
2024-08-30,137.99,139.46,136.18,138.84,135.99,682100,682100,0.85,0.61599,138.1175,"August 30, 24",0.0061599,,,,,
2024-08-29,137.86,138.92,136.26,137.31,134.49,375900,375900,-0.55,-0.39896,137.5875,"August 29, 24",-0.0039896,,,,,
2024-08-28,137.21,138.54,136.45,136.63,133.83,599500,599500,-0.58,-0.42271,137.2075,"August 28, 24",-0.0042271,,,,,
2024-08-27,137,137.49,135.96,137.21,134.39,479532,479532,0.21,0.15328,136.915,"August 27, 24",0.0015328,,,,,
2024-08-26,137.81,138.61,136.94,137.71,134.88,596500,596500,-0.1,-0.07256367,137.7675,"August 26, 24",-0.0007256367,,,,,
2024-08-23,136.16,137.98,135.2,137,134.19,503005,503005,0.84,0.61692,136.585,"August 23, 24",0.0061692,,,,,
2024-08-22,134.23,135.52,134.06,135.01,132.24,511720,511720,0.78,0.58109,134.705,"August 22, 24",0.0058109,,,,,
2024-08-21,132.88,134.71,132.24,134.51,131.75,509819,509819,1.63,1.23,133.585,"August 21, 24",0.0123,,,,,
2024-08-20,133.01,133.32,131.48,132.21,129.5,342100,342100,-0.8,-0.60146,132.505,"August 20, 24",-0.0060146,,,,,
2024-08-19,132.01,133.04,131.69,132.85,130.12,413638,413638,0.84,0.63632,132.3975,"August 19, 24",0.0063632,,,,,
2024-08-16,132.58,133.12,131.13,131.27,128.58,332525,332525,-1.31,-0.98808,132.025,"August 16, 24",-0.0098808,,,,,
2024-08-15,132.85,133.97,131.29,132.95,130.22,443100,443100,0.1,0.07527286,132.765,"August 15, 24",0.0007527286,,,,,
2024-08-14,130.49,131.44,129.67,131.09,128.4,389630,389630,0.6,0.45981,130.6725,"August 14, 24",0.0045981,,,,,
2024-08-13,129.4,130.72,128.73,130.09,127.42,412336,412336,0.69,0.53323,129.735,"August 13, 24",0.0053323,,,,,
2024-08-12,128.69,129.89,127.82,128.76,126.12,536100,536100,0.07,0.05439428,128.79,"August 12, 24",0.0005439428,,,,,
2024-08-09,129.39,130.56,128.35,128.89,126.25,537220,537220,-0.5,-0.38643,129.2975,"August 09, 24",-0.0038643,,,,,
2024-08-08,127.26,129.87,127.26,129.46,126.8,943700,943700,2.2,1.73,128.4625,"August 08, 24",0.0173,,,,,
2024-08-07,128.39,131.01,126.46,126.52,123.92,813121,813121,-1.87,-1.46,128.095,"August 07, 24",-0.0146,,,,,
2024-08-06,126.95,129.7,126.88,127.59,124.97,587808,587808,0.64,0.50414,127.78,"August 06, 24",0.0050414,,,,,
2024-08-05,126.95,130.28,125.89,127.75,125.13,875801,875801,0.8,0.63017,127.7175,"August 05, 24",0.0063017,,,,,
2024-08-02,130.08,130.56,127.83,129.54,126.88,1312900,1312900,-0.54,-0.41513,129.5025,"August 02, 24",-0.0041513,,,,,
2024-08-01,136.6,139.2,131.94,132.29,129.58,1156100,1156100,-4.31,-3.16,135.0075,"August 01, 24",-0.0316,,,,,
2024-07-31,141.76,141.99,136.58,136.81,134,925301,925301,-4.95,-3.49,139.285,"July 31, 24",-0.0349,,,,,
2024-07-30,138.97,141.1,138.01,139.34,136.48,991100,991100,0.37,0.26624,139.355,"July 30, 24",0.0026624,,,,,
2024-07-29,136.64,138.68,136.42,137.66,134.84,757731,757731,1.02,0.74649,137.35,"July 29, 24",0.0074649,,,,,
2024-07-26,134.15,137.52,133.43,136.77,133.96,1089910,1089910,2.62,1.95,135.4675,"July 26, 24",0.0195,,,,,
2024-07-25,129.03,133.96,127.35,132.88,130.15,1312117,1312117,3.85,2.98,130.805,"July 25, 24",0.0298,,,,,
2024-07-24,130.34,131.79,124.61,127.86,125.24,1551530,1551530,-2.48,-1.9,128.65,"July 24, 24",-0.019,,,,,
2024-07-23,125.97,127.65,125.35,127.18,124.57,796500,796500,1.21,0.96055,126.5375,"July 23, 24",0.0096055,,,,,
2024-07-22,124.66,126.79,123.05,126.67,124.07,602000,602000,2.01,1.61,125.2925,"July 22, 24",0.0161,,,,,
2024-07-19,127.97,127.97,124.06,124.1,121.55,594216,594216,-3.87,-3.02,126.025,"July 19, 24",-0.0302,,,,,
2024-07-18,126.3,130.13,126.14,127.41,124.8,838900,838900,1.11,0.87886,127.495,"July 18, 24",0.0087886,,,,,
2024-07-17,127.56,128.93,126.03,126.92,124.32,578800,578800,-0.64,-0.50172,127.36,"July 17, 24",-0.0050172,,,,,
2024-07-16,123.67,128.29,122.8,128.02,125.39,622439,622439,4.35,3.52,125.695,"July 16, 24",0.0352,,,,,
2024-07-15,123.13,124.75,122.26,122.72,120.2,381135,381135,-0.41,-0.33298,123.215,"July 15, 24",-0.0033298,,,,,
2024-07-12,120.39,123.78,120.39,122.93,120.41,612610,612610,2.54,2.11,121.8725,"July 12, 24",0.0211,,,,,
2024-07-11,118.48,121.79,118.25,119.83,117.37,732900,732900,1.35,1.14,119.5875,"July 11, 24",0.0114,,,,,
2024-07-10,114.67,117.21,114.3,117,114.6,1027358,1027358,2.33,2.03,115.795,"July 10, 24",0.0203,,,,,
2024-07-09,114.67,115.37,114.04,114.67,112.32,277145,277145,0,0,114.6875,"July 09, 24",0,,,,,
2024-07-08,115.5,116.2,114.49,115.04,112.68,442700,442700,-0.46,-0.39827,115.3075,"July 08, 24",-0.0039827,,,,,
2024-07-05,115.54,115.54,113.27,114.95,112.59,682118,682118,-0.59,-0.51065,114.825,"July 05, 24",-0.0051065,,,,,
2024-07-03,116.31,116.97,115.38,115.69,113.32,247400,247400,-0.62,-0.53306,116.0875,"July 03, 24",-0.0053306,,,,,
2024-07-02,115.83,116.49,115.33,116.11,113.73,632828,632828,0.28,0.24173,115.94,"July 02, 24",0.0024173,,,,,
2024-07-01,118.54,118.8,115.37,115.74,113.37,635988,635988,-2.8,-2.36,117.1125,"July 01, 24",-0.0236,,,,,
2024-06-28,116.69,118.57,116.65,118.15,115.73,2983300,2983300,1.46,1.25,117.515,"June 28, 24",0.0125,,,,,
2024-06-27,115.53,116.39,114.58,116.32,113.93,545500,545500,0.79,0.68381,115.705,"June 27, 24",0.0068381,,,,,
2024-06-26,114.88,115.13,113.62,114.65,112.3,749500,749500,-0.23,-0.20021,114.57,"June 26, 24",-0.0020021,,,,,
2024-06-25,117.6,118.31,115.13,116.13,113.75,785179,785179,-1.47,-1.25,116.7925,"June 25, 24",-0.0125,,,,,
2024-06-24,117.08,120.06,116.55,118.39,115.96,825446,825446,1.31,1.12,118.02,"June 24, 24",0.0112,,,,,
2024-06-21,115.56,116.61,113.58,116.23,113.84,1510931,1510931,0.67,0.57979,115.495,"June 21, 24",0.0057979,,,,,
2024-06-20,115.66,117.18,115.01,115.75,113.37,720700,720700,0.09,0.07781428,115.9,"June 20, 24",0.0007781428,,,,,
2024-06-18,116.21,116.77,115.75,116.61,114.22,884100,884100,0.4,0.3442,116.335,"June 18, 24",0.003442,,,,,
2024-06-17,116.03,117.22,115.47,116.23,113.84,785700,785700,0.2,0.17237,116.2375,"June 17, 24",0.0017237,,,,,
2024-06-14,116.99,117.33,115,116.36,113.97,480134,480134,-0.63,-0.53851,116.42,"June 14, 24",-0.0053851,2024-06-14,2024-04-11,0.48,0.48,2024-06-28
2024-06-13,119.65,119.95,117.79,119.16,116.24,461000,461000,-0.49,-0.40953,119.1375,"June 13, 24",-0.0040953,,,,,
2024-06-12,119.64,122.38,119.02,119.99,117.05,437100,437100,0.35,0.29254,120.2575,"June 12, 24",0.0029254,,,,,
2024-06-11,117.15,117.87,115.72,117.31,114.44,566942,566942,0.16,0.13658,117.0125,"June 11, 24",0.0013658,,,,,
2024-06-10,116.62,118.06,116.38,117.49,114.61,533725,533725,0.87,0.74601,117.1375,"June 10, 24",0.0074601,,,,,
2024-06-07,116.49,117.54,115.5,116.93,114.07,372627,372627,0.44,0.37771,116.615,"June 07, 24",0.0037771,,,,,
2024-06-06,118.16,119.02,116.37,117.52,114.64,507800,507800,-0.64,-0.54164,117.7675,"June 06, 24",-0.0054164,,,,,
2024-06-05,117.78,118.53,117.26,118.26,115.36,517800,517800,0.48,0.40754,117.9575,"June 05, 24",0.0040754,,,,,
2024-06-04,117.44,119.1,115.97,117.64,114.76,719900,719900,0.2,0.1703,117.5375,"June 04, 24",0.001703,,,,,
2024-06-03,122.51,122.51,118.76,120.5,117.55,545500,545500,-2.01,-1.64,121.07,"June 03, 24",-0.0164,,,,,
2024-05-31,120.53,122,119.77,121.82,118.84,1117000,1117000,1.29,1.07,121.03,"May 31, 24",0.0107,,,,,
2024-05-30,119.91,121.22,119.86,120.45,117.5,632246,632246,0.54,0.45034,120.36,"May 30, 24",0.0045034,,,,,
2024-05-29,119.29,119.79,118.51,119.39,116.46,398233,398233,0.1,0.08382932,119.245,"May 29, 24",0.0008382932,,,,,
2024-05-28,122.42,122.87,119.8,120.42,117.47,536900,536900,-2,-1.63,121.3775,"May 28, 24",-0.0163,,,,,
2024-05-24,122.26,123.6,121.76,122.6,119.6,407800,407800,0.34,0.2781,122.555,"May 24, 24",0.002781,,,,,
2024-05-23,123.41,123.45,120.4,121.56,118.58,503537,503537,-1.85,-1.5,122.205,"May 23, 24",-0.015,,,,,
2024-05-22,123.22,123.64,122.24,123.07,120.05,519900,519900,-0.15,-0.12173,123.0425,"May 22, 24",-0.0012173,,,,,
2024-05-21,123,124.15,121.69,123.55,120.52,628300,628300,0.55,0.44715,123.0975,"May 21, 24",0.0044715,,,,,
2024-05-20,124.62,124.62,123.06,123.24,120.22,731707,731707,-1.38,-1.11,123.885,"May 20, 24",-0.0111,,,,,
2024-05-17,126,126.25,124.02,124.43,121.38,507605,507605,-1.57,-1.25,125.175,"May 17, 24",-0.0125,,,,,
2024-05-16,127.55,128.07,125.31,125.39,122.32,533000,533000,-2.16,-1.69,126.58,"May 16, 24",-0.0169,,,,,
2024-05-15,128.32,128.98,127.87,127.94,124.81,420400,420400,-0.38,-0.29613,128.2775,"May 15, 24",-0.0029613,,,,,
2024-05-14,126.75,127.61,126.21,127.34,124.22,490601,490601,0.59,0.46548,126.9775,"May 14, 24",0.0046548,,,,,
2024-05-13,126.59,126.98,125.46,125.71,122.63,591600,591600,-0.88,-0.69516,126.185,"May 13, 24",-0.0069516,,,,,
