date,symbol,calendarYear,period,growthRevenue,growthCostOfRevenue,growthGrossProfit,growthGrossProfitRatio,growthResearchAndDevelopmentExpenses,growthGeneralAndAdministrativeExpenses,growthSellingAndMarketingExpenses,growthOtherExpenses,growthOperatingExpenses,growthCostAndExpenses,growthInterestExpense,growthDepreciationAndAmortization,growthEBITDA,growthEBITDARatio,growthOperatingIncome,growthOperatingIncomeRatio,growthTotalOtherIncomeExpensesNet,growthIncomeBeforeTax,growthIncomeBeforeTaxRatio,growthIncomeTaxExpense,growthNetIncome,growthNetIncomeRatio,growthEPS,growthEPSDiluted,growthWeightedAverageShsOut,growthWeightedAverageShsOutDil
2024-12-31,ERIE,2024,FY,0.16716587856459053,0.13460114003646836,0.16716587856459053,0,0,0.09387239041754676,0,0.14359589700424,0.13025428787746426,0.13025428787746426,0,0.19247275712792955,0.3341164008785953,0.14303924176274982,0.34762499644087586,0.15461308577107374,0,0.34762499644087586,0.15461308577107374,0.35460625674217905,0.34581144731325986,0.15305927927784405,0.34551148225469736,0.34583821805392745,1.3423114629372002e-06,0.00013012352851501948
2023-12-31,ERIE,2023,FY,0.16063891649907652,0.11557808523850303,0.16063891649907652,0,0,0.10305895239634398,0,0.112737907158776,0.11012425497525002,0.11012425497525002,-1,0.03619489559164733,0.4308581736524858,0.23281940060650178,0.49271620286251633,0.28611593253535844,0,0.49271620286251633,0.28611593253535844,0.4878086360309695,0.49399636264983976,0.2872189121724453,0.4945397815912636,0.4938704028021015,1.4289142442745354e-06,0.1405487628243971
2022-12-31,ERIE,2022,FY,0.0680227209388045,0.06391954678135309,0.0680227209388045,0,0,0.04664963671703084,0,0.09171395056931048,0.07916696464858775,0.07916696464858775,-0.5137947725072604,0.053424852842332525,0.001275507235244965,-0.06249606121703499,0.00012752255555201325,-0.06357093025631447,0,0.00012752255555201325,-0.06357093025631447,-0.00841566510490935,0.002380312898677231,-0.06146162154743239,0.0015624999999999667,0.0035149384885763747,2.3815294121263925e-06,2.3815294121263925e-06
2021-12-31,ERIE,2021,FY,0.03877495274241836,0.053471450172221484,0.03877495274241836,0,0,0.04766381976748956,0,0.03939238998799001,0.041682205716886606,0.041682205716886606,4.652530779753762,0.4312742325744104,0.06463651254246697,0.02489620996225884,0.021407541077025357,-0.01671912863712543,0,0.021407541077025357,-0.01671912863712543,0.04431532621558017,0.01553337151897008,-0.022374029596918497,0.01587301587301596,0.014260249554367213,-0.11707449455509143,-0.12346325035591842
2020-12-31,ERIE,2020,FY,0.03740365511133501,0.03696911168422083,6.191932590621231,5.932627001799339,0,0,0,0,0,0.03843659240579653,-0.14602803738317757,1.0402664604770118,0.07377409046279765,0.035059097043503934,0.03127562342761356,-0.0059070848759485576,-1,-0.07106035971313697,-0.10455333779397472,-0.058497321115617645,-0.0742280341265257,-0.10760680153757313,-0.07352941176470588,-0.07425742574257414,0.0004537610126977352,-0.09801327133243616
2019-12-31,ERIE,2019,FY,0.028774821346108485,0,-0.8516038983259192,-0.8557545358,0,-1,0,-1,-1,0.040885496453064975,-0.6520325203252032,0,0,0,-0.03765215986211354,-0.06456901924234246,0,0.06836421415490682,0.03848207805902423,-0.038654086839318376,0.09921796935716665,0.06847285424093817,0.37931034482758624,0.22920892494929004,3.882237248031567e-06,0.10862477750662554
2018-12-31,ERIE,2018,FY,0.4019894443587288,0,0.4019894443587288,0,0,1.416244415669849,1,0.03886380334838466,0.452836568298059,0.452836568298059,0.9870759289176091,0,0,0,0.17619854606503113,-0.1610503555200141,0,0.17619854606503113,-0.1610503555200141,-0.29992586102311786,0.463073416616328,0.04356949549701039,0.16548463356973978,0.31117021276595747,-0.0019833432681181243,-0.09825326259269547
2017-12-31,ERIE,2017,FY,0.06190009552102235,0,0.06190009552102235,0,0,0.12572882881193873,-0.12572882881193873,0.0805608954841932,0.0805608954841932,0.0805608954841932,11.257425742574258,0,0,0,-0.013733594509061486,-0.07122486421440306,0,-0.013733594509061486,-0.07122486421440306,0.08175894281157439,-0.06354163695654241,-0.11812950502740742,-0.06415929203539805,-0.06234413965087282,-0.001277364422304215,-0.0016714471067539292
2016-12-31,ERIE,2016,FY,0.06254758634190692,0,0.06254758634190692,0,0,-0.0589158980737761,0,0.26045910163601227,0.03293831768557561,0.03293831768557561,0,0,0,0,0.2022242337060421,0.13145448669350618,0,0.2022242337060421,0.13145448669350618,0.19825053783403043,0.20430735410297804,0.1334149827052333,0.20533333333333323,0.20420420420420413,8.591986538013726e-05,-0.0010837614604643025
2015-12-31,ERIE,2015,FY,0.06852837308815694,-1,1.3271923583691034,1.3062083952207575,0,0.09687454642217815,0,1.2014085493714342,1.2561312191634273,0.07043209019016605,0,0,-1,-1,0.05963846790626592,-0.008319765206187667,0,0.05963846790626592,-0.008319765206187667,0.09326758915459832,0.04282260231037879,-0.02405717226467336,0.04456824512534823,0.047169811320754686,-0.007085908525246117,-0.001999811502740414
2014-12-31,ERIE,2014,FY,0.08507176778390071,0.1224514033650914,-0.134417892767943,-0.04547729139326979,0,-0.004186761354602788,0,-0.1218462122056955,-0.12786294174214427,0.10038628867458625,0,-1,-0.8417732997481109,-0.8541785852819596,0.01885537722919218,-0.061024894933273684,0,0.01885537722919218,-0.061024894933273684,-0.002904658166970227,0.030096364944560947,-0.050665222794697935,0.03757225433526008,0.03246753246753249,-0.0017359862879153438,-0.00406270332238024
