date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
2025-06-30,AMCR,USD,0001748790,2025-08-15,2025-08-15 16:21:59,2025,FY,827000000,0,827000000,3426000000,3471000000,710000000,8434000000,9318000000,11276000000,7403000000,18679000000,100000000,218000000,317000000,28632000000,0,37066000000,3490000000,257000000,0,0,3240000000,6987000000,14751000000,0,2482000000,1106000000,18339000000,0,910000000,25326000000,0,23000000,548000000,-1063000000,12220000000,11728000000,11740000000,37066000000,12000000,37066000000,100000000,15008000000,14181000000,https://www.sec.gov/Archives/edgar/data/1748790/000174879025000023/0001748790-25-000023-index.htm,https://www.sec.gov/Archives/edgar/data/1748790/000174879025000023/amcr-20250630.htm
2024-06-30,AMCR,USD,0001748790,2024-08-16,2024-08-16 06:40:20,2024,FY,588000000,0,588000000,1846000000,2031000000,500000000,4965000000,4330000000,5345000000,1391000000,6736000000,0,148000000,345000000,11559000000,0,16524000000,2580000000,96000000,0,0,1585000000,4261000000,7091000000,0,584000000,635000000,8310000000,0,488000000,12571000000,0,14000000,879000000,-1020000000,4008000000,3881000000,3953000000,16524000000,72000000,16524000000,0,7187000000,6599000000,https://www.sec.gov/Archives/edgar/data/1748790/000174879024000022/0001748790-24-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1748790/000174879024000022/amcr-20240630.htm
2023-06-30,AMCR,USD,0001748790,2023-08-17,2023-08-17 06:32:56,2023,FY,689000000,0,689000000,1875000000,2213000000,531000000,5308000000,4295000000,5366000000,1524000000,6890000000,0,134000000,376000000,11695000000,0,17003000000,2690000000,93000000,0,0,1693000000,4476000000,7116000000,0,616000000,705000000,8437000000,0,463000000,12913000000,0,14000000,865000000,-862000000,4009000000,4026000000,4090000000,17003000000,64000000,17003000000,0,7209000000,6520000000,https://www.sec.gov/Archives/edgar/data/1748790/000174879023000030/0001748790-23-000030-index.htm,https://www.sec.gov/Archives/edgar/data/1748790/000174879023000030/amcr-20230630.htm
2022-06-30,AMCR,USD,0001748790,2022-08-18,2022-08-18 06:32:42,2022,FY,775000000,0,775000000,1935000000,2439000000,704000000,5853000000,4206000000,5285000000,1657000000,6942000000,0,130000000,295000000,11573000000,0,17426000000,3073000000,150000000,0,0,1880000000,5103000000,6833000000,0,677000000,672000000,8182000000,0,493000000,13285000000,0,15000000,534000000,-880000000,4413000000,4082000000,4141000000,17426000000,59000000,17426000000,0,6983000000,6208000000,https://www.sec.gov/Archives/edgar/data/1748790/000174879022000024/0001748790-22-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1748790/000174879022000024/amcr-20220630.htm
2021-06-30,AMCR,USD,0001748790,2021-08-24,2021-08-24 06:11:18,2021,FY,850000000,0,850000000,1864000000,1991000000,561000000,5266000000,4293000000,5419000000,1835000000,7254000000,0,139000000,236000000,11922000000,0,17188000000,2574000000,103000000,0,0,1668000000,4345000000,6648000000,0,696000000,678000000,8022000000,0,462000000,12367000000,0,15000000,452000000,-766000000,5063000000,4764000000,4821000000,17188000000,57000000,17188000000,0,6751000000,5901000000,https://www.sec.gov/Archives/edgar/data/1748790/000174879021000031/0001748790-21-000031-index.htm,https://www.sec.gov/Archives/edgar/data/1748790/000174879021000031/amcr-20210630.htm
2020-06-30,AMCR,USD,0001748790,2020-08-27,2020-08-27 13:43:47,2020,FY,743000000,0,743000000,1616000000,1832000000,344000000,4535000000,4140000000,5339000000,1994000000,7333000000,78000000,135000000,221000000,11907000000,0,16442000000,2171000000,206000000,0,0,1597000000,3974000000,6494000000,0,672000000,615000000,7781000000,0,466000000,11755000000,0,16000000,246000000,-1049000000,5413000000,4626000000,4687000000,16442000000,61000000,16442000000,78000000,6700000000,5957000000,https://www.sec.gov/Archives/edgar/data/1748790/000174879020000025/0001748790-20-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1748790/000174879020000025/amcr-20200630.htm
2019-06-30,AMCR,USD,0001748790,2019-09-03,2019-09-03 07:55:13,2019,FY,601600000,0,601600000,1864300000,1953800000,790400000,5210100000,3975000000,5156000000,2306800000,7462800000,98900000,190900000,227300000,11954900000,0,17165000000,2303400000,794200000,0,0,1444200000,4541800000,5313300000,0,1011700000,623500000,6948500000,0,4300000,11490300000,0,16300000,323700000,-722400000,5991400000,5609000000,5674700000,17165000000,65700000,17165000000,98900000,6103200000,5501600000,https://www.sec.gov/Archives/edgar/data/1748790/000174879019000003/0001748790-19-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1748790/000174879019000003/amcor-2019form10xkxjune302.htm
2018-06-30,AMCR,USD,0001748790,2018-06-30,2018-06-29 20:00:00,2018,FY,617013493,0,617013493,1379000000,1350512136,86125466,3265758594,2681841991,2024376744,348859110,2373235855,435825413,65100489,169758222,5725761972,0,8991520566,2000900000,1810886894,139900000,0,395864751,4668152342,2654708504,0,161508847,423302267,3239519618,0,6460353,7907671961,0,1392156571,524878907,-901567235.144274,0,1015468244,1083848605,8991520566,68380361,8991520566,435825413,4465595400,3848581907,,
2017-06-30,AMCR,USD,0001748790,2017-06-30,2017-06-29 20:00:00,2017,FY,561500000,0,561500000,1116000000,1305500000,303500000,3286500000,2765300000,2033300000,362200000,2395500000,438700000,0,197300000,5796800000,0,9083300000,2607900000,1123604098,0,0,309098522,4034200000,3486400000,0,0,693000000,4179400000,0,9796589,8213600000,0,1425000000,264900000,-881700000,-8100000,800100000,869700000,9083300000,69600000,9083300000,438700000,4606606973,4045654095,,
2016-06-30,AMCR,USD,0001748790,2016-06-30,2016-06-29 20:00:00,2016,FY,518603762,0,518603762,1339300000,1251406867,94227598,3211079450,2706051703,1800380677,313555658,2113936335,449014116,47767459,203137405,5519907019,0,8730986469,2432017331,921861679,77100000,0,234746086,3665725098,3447704358,0,212791460,554504779,4215000597,0,13676577,7880725696,0,1453236952,139782670,-804705701.727455,0,788313920,850260773,8730986469,61946852,8730986469,449014116,4369566039,3850962277,,
2015-06-30,AMCR,USD,0001748790,2015-06-30,2015-06-29 20:00:00,2015,FY,703982682,0,703982682,1383896727,1212320298,108466555,3408558511,2563359839,1553975108,288923521,1842898629,457603724,77798625,185757949,5127418768,0,8535977280,2342647436,1011382128,0,0,315588775,3669618340,2569252161,0,229700690,486747149,3281424173,0,5492842,6951042513,0,1678412960,451511662,-665632654.026523,-39075377.97347689,1464291968,1584934766,8535977280,120642797,8535977280,457603724,3580634290,2876651607,,
2014-06-30,AMCR,USD,0001748790,2014-06-30,2014-06-29 20:00:00,2014,FY,509443199,0,509443199,1395861185,1328450110,91325060,3325079556,2918824260,1690172670,305232831,1995405502,487882953,95091042,307680720,5804884478,0,9129964034,1786393507,521588490,0,0,986593104,3294575103,3000075319,0,252038337,445044909,3697158566,0,8661757,6991733669,0,2716591033,588811267,-1276291261.039034,0,2029111039,2138230365,9129964034,109119325,9129964034,487882953,3521663810,3012220611,,
2013-06-30,AMCR,USD,0001748790,2013-06-30,2013-06-29 20:00:00,2013,FY,360385847,0,360385847,1669602197,1656004453,144914416,3830639641,4456227127,1755477883,344141562,2099619445,461228177,162169068,325707037,7504950856,0,11335590498,1996495614,1081248801,0,0,437889407,4289951358,2899878623,0,256623196,516431590,3668196793,0,9856082,7958148151,0,3487319419,513155132,-708360331.091379,24685538,3292114221,3377442346,11335590498,85328125,11335590498,461228177,3981127426,3620741578,,
2012-06-30,AMCR,USD,0001748790,2012-06-30,2012-06-29 20:00:00,2012,FY,366557880,12300600,378858480,1624499240,1705273180,112858005,3821488905,4784523380,1686002240,363585235,2049587474,544301550,147197180,271433240,7797042825,0,11618531730,1998437480,939476430,97482255,0,677594237,4303364910,3070742285,4817735,217618115,557729705,3850907840,0,12399132,8154272750,0,3897342605,513242535,-1037043085,0,3373542055,3464258980,11618531730,90716925,11618531730,556602150,4005260249,3639294266,,
2011-06-30,AMCR,USD,0001748790,2011-06-30,2011-06-29 20:00:00,2011,FY,240242640,6637720,246880360,1862736940,1695509220,113590660,3918717180,4814809380,1640266260,374067640,2014333900,522881040,142175680,282638400,7776838400,0,11695555580,1976755840,380693841,93142200,0,590709253,3587045300,3279890160,4924760,261547579,548896620,4095259120,0,15413886,7682304420,0,4357770240,677903920,-1086873120,0,3948801040,4013251160,11695555580,64450120,11695555580,529518760,3654960135,3415129427,,
2010-06-30,AMCR,USD,0001748790,2010-06-30,2010-06-29 20:00:00,2010,FY,225606015,19258020,244864035,1431850680,1240790850,77369940,2994875505,4054826790,1295777565,254577510,1550355075,421902675,186329790,181937609,6395351940,0,9390227445,1441395225,1171716312,64277865,0,407963153,3560115285,1632286125,14527980,215892540,484153379,2346860025,0,16656832,5906975310,0,3403770570,587200680,-555019515,0,3435951735,3483252135,9390227445,47300400,9390227445,441160695,2814090851,2587090468,,
2009-06-30,AMCR,USD,0001748790,2009-06-30,2009-06-29 20:00:00,2009,FY,152473670,7033515,159507185,882342330,791957620,40099120,1873906255,3068795355,1113882410,98064985,1211947395,445698485,131696505,96124705,4954262445,0,6828168700,967229580,771620879,43252075,0,308444407,2386786935,1516409665,17462520,169936190,251104570,1954912945,0,1856215,4341699880,0,1972860535,714508110,-251832175,0,2435536470,2486468820,6828168700,50932350,6828168700,452732000,2285405300,2133195596,,
2008-06-30,AMCR,USD,0001748790,2008-06-30,2008-06-29 20:00:00,2008,FY,247877595,6429655,254307250,1135841740,1072792735,49709870,2512651595,3478155460,1148317190,108056590,1256373780,327144685,84641130,85312884,5231627940,0,7744279535,1281420645,648195098,20920370,0,350585483,2631360300,1759230380,21400195,175328055,274843760,2230802390,0,3357322,4862162690,0,2309013865,946598760,-425796705,0,2829815920,2882116845,7744279535,52300925,7744279535,333574340,2402101013,2171333990,,
2007-06-30,AMCR,USD,0001748790,2007-06-30,2007-06-29 20:00:00,2007,FY,97285835,0,97285835,1711874469,1008566581,61407972,2879134860,3253095843,1127056827,110178117,1237234944,250296861,48091603,86429177,4875148430,0,7754283290,1145801526,1169296013,0,0,774072742,2986938083,1374469889,0,166666666,189090404,1729770992,0,43002544,4716709075,0,2326378286,932824427,-265903307.888041,789034,2993299406,3037574215,7754283290,44274809,7754283290,250296861,2543765903,2446480067,,
2006-06-30,AMCR,USD,0001748790,2006-06-30,2006-06-29 20:00:00,2006,FY,84622005,8023860,92645865,1209299715,1025493885,47697390,2375136855,3192307560,1295407620,107579160,1402986780,224519490,349409385,-289601909,4879621305,0,7254758160,1147114800,856769711,40639365,0,358828553,2659092345,1548976455,0,461223360,-68351399,1941848415,0,48062647,4600940760,0,2087912385,590348070,-54458235,-8321040,2615481180,2653817400,7254758160,38336220,7254758160,232543350,2403867559,2319348184,,
2005-06-30,AMCR,USD,0001748790,2005-06-30,2005-06-29 20:00:00,2005,FY,160734437,0,160734437,1181032116,1098072406,104818699,2544301094,3355064507,1347256534,0,1347256534,36904870,134352029,130005794,5003583737,0,7547884832,1138866013,556013053,0,0,664211426,2359090493,1562280781,0,223259218,76783482,1862323481,0,58559794,4221413975,0,2552917314,1103257388,-389559886.540397,0,3266614816,3326470857,7547884832,59856040,7547884832,36904870,2118293835,1957559398,,
