symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
RMD,2025-06-30,258,146716000,37852728000,1209450000,851813000,37495091000
RMD,2024-06-30,186.94,147021000,27484105740,238361000,873935000,28119679740
RMD,2023-06-30,218.5,146765000,32068152500,227891000,1579908000,33420169500
RMD,2022-06-30,209.63,146066000,30619815580,273710000,917550000,31263655580
RMD,2021-06-30,246.52,145313000,35822560760,295278000,793715000,36320997760
RMD,2020-06-30,192,144338000,27712896000,463156000,1299263000,28549003000
RMD,2019-06-30,123.76,143111000,17711417360,147128000,1270853000,18835142360
RMD,2018-06-30,103.58,142764000,14787495120,188701000,281454000,14880248120
RMD,2017-06-30,77.87,141360000,11007703200,821935000,1078611000,11264379200
RMD,2016-06-30,63.23,140242000,8867501660,731434000,1172770000,9308837660
RMD,2015-06-30,56.37,140468000,7918181160,717249000,300594000,7501526160
RMD,2014-06-30,50.63,141474000,7162828620,905730000,300788000,6557886620
RMD,2013-06-30,44.69,142954000,6388614260,876048000,300786000,5813352260
RMD,2012-06-30,31.2,145901000,4552111200,809541000,250835000,3993405200
RMD,2011-06-30,30.95,152471000,4718977450,735267000,100163000,4083873450
RMD,2010-06-30,30.41,150908000,4589112280,488776000,121689000,4222025280
RMD,2009-06-30,20.36,151258000,3079612880,415650000,161736000,2825698880
RMD,2008-06-30,17.87,154756000,2765489720,321078000,137654000,2582065720
RMD,2007-06-30,20.63,153418000,3165013340,257792000,115998000,3023219340
RMD,2006-06-30,23.48,144614000,3395536720,219544000,121081000,3297073720
RMD,2005-06-30,16.5,137286000,2265219000,142185000,174369000,2297403000
RMD,2004-06-30,12.74,134776000,1717046240,128907000,113250000,1701389240
RMD,2003-06-30,9.8,132216000,1295716800,114491000,113250000,1294475800
RMD,2002-06-30,6.96,128696000,895724160,72860000,123250000,946114160
RMD,2001-06-30,12.64,124516000,1573882240,40136000,150000000,1683746240
RMD,2000-06-30,6.69,120612000,806894280,18250000,0,788644280
RMD,1999-06-30,4.15,117664000,488305600,11100000,0,477205600
RMD,1998-06-30,2.85,116164384,331068494,15500000,200000,315768494
RMD,1997-06-30,1.52,117067888,177943189,9100000,600000,169443189
RMD,1996-06-30,1.02,112500000,114750000,5500000,900000,110150000
RMD,1995-06-30,0.75,70000000,52500000,3300000,800000,50000000
RMD,1994-06-30,0.67188,53333333,35833599,3700000,400000,32533599
RMD,1993-06-30,0.67188,48000000,32250240,1700000,300000,30850240
