symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
WRB,2024-12-31,58.52,399734000,23392433680,1974747000,2840966000,24258652680
WRB,2023-12-31,47.15,409947000,19329001050,1363195000,2842441000,20808247050
WRB,2022-12-31,48.38,419191500,20280484770,1449346000,2837194000,21668332770
WRB,2021-12-31,36.62,419053278,15345731040,1568843000,3267068000,17043956040
WRB,2020-12-31,29.52,424717500,12537660600,2372366000,2725334000,12890628600
WRB,2019-12-31,30.71,435422250,13371817297,1023710000,2626279000,14974386297
WRB,2018-12-31,21.9,432888750,9480263625,817602000,2789519000,11452180625
WRB,2017-12-31,21.23,435029313,9235672314,950471000,2497270000,10782471314
WRB,2016-12-31,19.71,433865828,8551495469,795285000,2488225000,10244435469
WRB,2015-12-31,16.22,439255254,7124720219,763631000,2184941000,8546030219
WRB,2014-12-31,15.19,450613888,6844824958,674441000,2455587000,8625970958
WRB,2013-12-31,12.86,475007362,6108594675,839738000,2032242000,7301098675
WRB,2012-12-31,11.18,308468250,3448675035,905670000,2114741000,4657746035
WRB,2011-12-31,10.19,314298000,3202696620,911742000,1743500000,4034454620
WRB,2010-12-31,8.11,334692828,2714358835,642952000,1743203000,3814609835
WRB,2009-12-31,7.3,360803250,2633863725,515430000,1595274000,3713707725
WRB,2008-12-31,9.19,375651000,3452232690,1134835000,1271453000,3588850690
WRB,2007-12-31,8.83,425207250,3754580017,951863000,1371168000,4173885017
WRB,2006-12-31,10.23,431209726,4411275496,754247000,1111140000,4768168496
WRB,2005-12-31,9.41,428673776,4033820232,672941000,1418452000,4779331232
WRB,2004-12-31,6.21,424886315,2638544016,932079000,1016550000,2723015016
WRB,2003-12-31,4.6,420486761,1934239100,1431466000,852544000,1355317100
WRB,2002-12-31,3.48,386971752,1346661696,594183000,561236000,1313714696
WRB,2001-12-31,3.14,333418435,1046933885,9533000,370554000,1407954885
WRB,2000-12-31,2.76,292747141,807982109,938000,380158000,1187202109
WRB,1999-12-31,1.22,293150391,357643477,20051000,429792000,767384477
WRB,1998-12-31,1.99,320847513,638486550,16123000,449944000,1072307550
WRB,1997-12-31,2.57,335517796,862280735,21669000,390400000,1231011735
WRB,1996-12-31,1.98,339734290,672673894,19292000,390104000,1043485894
WRB,1995-12-31,2.1,297629862,625022710,10185000,319287000,934124710
WRB,1994-12-31,1.46,292486145,427029771,0,331000000,758029771
WRB,1993-12-31,1.37,307111171,420742304,0,254800000,675542304
WRB,1992-12-31,1.68,305475236,513198396,0,205000000,718198396
WRB,1991-12-31,1.19,304450465,362296053,0,106100000,468396053
WRB,1990-12-31,0.97549,303985778,296535086,0,96100000,392635086
WRB,1989-12-31,1.05,302060653,317163685,0,96000000,413163685
WRB,1988-12-31,0.76739,323086741,247933534,0,99700000,347633534
WRB,1987-12-31,0.62431,339780486,212128355,0,79600000,291728355
WRB,1986-12-31,0.68284,312350966,213285733,0,79500000,292785733
WRB,1985-12-31,0.5983,186757930,111737269,0,82800000,194537269
