holder,shares,dateReported,change
NEW YORK STATE COMMON RETIREMENT FUND,50356,2025-09-30,-3700
RAYMOND JAMES FINANCIAL INC,50104,2025-09-30,-228
Swedbank AB,48073,2025-09-30,3650
Robeco Institutional Asset Management B.V.,47750,2025-09-30,156
"Mirae Asset Global Investments Co., Ltd.",47720,2025-09-30,3999
"D. E. Shaw & Co., Inc.",47482,2025-09-30,-87784
"Chevy Chase Trust Holdings, LLC",47438,2025-09-30,-3165
"Quaker Capital Investments, LLC",47380,2025-09-30,47380
STATE OF WISCONSIN INVESTMENT BOARD,46717,2025-09-30,-2459
Cerity Partners LLC,46390,2025-09-30,29895
NATIONAL BANK OF CANADA /FI/,45658,2025-09-30,-57827
DANSKE BANK A/S,45205,2025-09-30,755
CITADEL ADVISORS LLC,44143,2025-09-30,-914281
MACKENZIE FINANCIAL CORP,44002,2025-09-30,77
"IEQ CAPITAL, LLC",43665,2025-09-30,36889
TORONTO DOMINION BANK,43311,2025-09-30,-7040
Walleye Trading LLC,42554,2025-09-30,31681
Assenagon Asset Management S.A.,42218,2025-09-30,11336
ALTRINSIC GLOBAL ADVISORS LLC,41389,2025-09-30,10937
"Advisors Asset Management, Inc.",41241,2025-09-30,-73
WELLINGTON MANAGEMENT GROUP LLP,40712,2025-09-30,14243
BI Asset Management Fondsmaeglerselskab A/S,39340,2025-09-30,-18420
CIBC Asset Management Inc,39063,2025-09-30,-29
"Asset Management One Co., Ltd.",39058,2025-09-30,-293
"Empowered Funds, LLC",39057,2025-09-30,23561
"BANYAN CAPITAL MANAGEMENT, INC.",38685,2025-09-30,4548
"WOLVERINE TRADING, LLC",38392,2025-09-30,37829
NOMURA ASSET MANAGEMENT CO LTD,36961,2025-09-30,-195
FAYEZ SAROFIM & CO,36561,2025-09-30,8
"Cornerstone Capital, Inc.",36023,2025-09-30,0
LAZARD ASSET MANAGEMENT LLC,35898,2025-09-30,-15555
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",35731,2025-09-30,5368
GUGGENHEIM CAPITAL LLC,35707,2025-09-30,-248
Mn Services Vermogensbeheer B.V.,34800,2025-09-30,0
DAVIS-REA LTD.,34488,2025-09-30,34488
DekaBank Deutsche Girozentrale,34019,2025-09-30,0
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,33434,2025-09-30,-21040
Alberta Investment Management Corp,33000,2025-09-30,33000
KLP KAPITALFORVALTNING AS,32924,2025-09-30,700
Handelsbanken Fonder AB,32837,2025-09-30,-910
Meridiem Capital Partners LP,32402,2025-09-30,32402
abrdn plc,32214,2025-09-30,-2627
State of New Jersey Common Pension Fund D,31521,2025-09-30,326
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,29366,2025-09-30,-508
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",29019,2025-09-30,-75496
GABELLI FUNDS LLC,28750,2025-09-30,0
"Resona Asset Management Co.,Ltd.",28708,2025-09-30,-2718
GF FUND MANAGEMENT CO. LTD.,27955,2025-09-30,0
Daiwa Securities Group Inc.,27528,2025-09-30,560
"Greenstone Partners, L.P.",27408,2025-09-30,27408
"MARSHALL WACE, LLP",27000,2025-09-30,27000
LPL Financial LLC,26996,2025-09-30,5757
Verition Fund Management LLC,26768,2025-09-30,15708
"HAP TRADING, LLC",26415,2025-09-30,26415
STATE OF MICHIGAN RETIREMENT SYSTEM,26197,2025-09-30,-900
Arizona State Retirement System,25936,2025-09-30,-1038
"FIRST AMERICAN TRUST, FSB",25772,2025-09-30,10242
"Capital Group Private Client Services, Inc.",25021,2025-09-30,-79030
HENNESSY ADVISORS INC,24400,2025-09-30,-1900
WS MANAGEMENT LLLP,24209,2025-09-30,14400
Skandinaviska Enskilda Banken AB (publ),24141,2025-09-30,-7114
ENVESTNET ASSET MANAGEMENT INC,24060,2025-09-30,-7090
"NISA INVESTMENT ADVISORS, LLC",23829,2025-09-30,-8916
Czech National Bank,23591,2025-09-30,261
"Toroso Investments, LLC",23430,2025-09-30,5472
CANADA PENSION PLAN INVESTMENT BOARD,23207,2025-09-30,19249
"CWM, LLC",23195,2025-09-30,20512
Quinn Opportunity Partners LLC,23000,2025-09-30,23000
"MetLife Investment Management, LLC",22969,2025-09-30,-1273
"Jump Financial, LLC",22857,2025-09-30,15856
"State of Tennessee, Treasury Department",22355,2025-09-30,-11452
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,22304,2025-09-30,-1105
"NATIXIS ADVISORS, L.P.",21994,2025-09-30,-29009
Boston Trust Walden Corp,21620,2025-09-30,-280
Tower Research Capital LLC (TRC),21350,2025-09-30,18811
AMERICAN CENTURY COMPANIES INC,21279,2025-09-30,5479
ING GROEP NV,21076,2025-09-30,21076
"Pacer Advisors, Inc.",20465,2025-09-30,2290
VOYA INVESTMENT MANAGEMENT LLC,20256,2025-09-30,-35409
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",19897,2025-09-30,-11372
"Mariner, LLC",19828,2025-09-30,8762
Retirement Systems of Alabama,19813,2025-09-30,-667
"Rakuten Investment Management, Inc.",19120,2025-09-30,19120
"HUSSMAN STRATEGIC ADVISORS, INC.",18900,2025-09-30,4200
"Callan Family Office, LLC",18740,2025-09-30,-1351
AMALGAMATED BANK,17702,2025-09-30,-808
FORSTA AP-FONDEN,17400,2025-09-30,-400
DnB Asset Management AS,17352,2025-09-30,-103
IFM Investors Pty Ltd,17203,2025-09-30,-885
"Fieldview Capital Management, LLC",16673,2025-09-30,16673
COMERICA BANK,16496,2025-09-30,-398
PROFUND ADVISORS LLC,16335,2025-09-30,2470
Harbor Advisors LLC,15942,2025-09-30,0
Brevan Howard Capital Management LP,15888,2025-09-30,5342
iA Global Asset Management Inc.,15820,2025-09-30,274
"EXCHANGE TRADED CONCEPTS, LLC",15317,2025-09-30,13412
"Savant Capital, LLC",15086,2025-09-30,13104
CenterBook Partners LP,15013,2025-09-30,9009
"DRW Securities, LLC",14955,2025-09-30,14955
Louisiana State Employees Retirement System,14900,2025-09-30,-400
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",14717,2025-09-30,10455
Utah Retirement Systems,14591,2025-09-30,-549
USS Investment Management Ltd,14578,2025-09-30,0
"State of Alaska, Department of Revenue",14530,2025-09-30,3820
Quantinno Capital Management LP,14493,2025-09-30,-9496
Police & Firemen's Retirement System of New Jersey,14441,2025-09-30,658
Creative Planning,14229,2025-09-30,599
S&CO INC,14163,2025-09-30,300
MERCER GLOBAL ADVISORS INC /ADV,14104,2025-09-30,4760
"PNC FINANCIAL SERVICES GROUP, INC.",14088,2025-09-30,-5861
"Estate Counselors, LLC",13994,2025-09-30,13994
"YOUSIF CAPITAL MANAGEMENT, LLC",13961,2025-09-30,-870
MACQUARIE GROUP LTD,13815,2025-09-30,-1184
AXA Investment Managers S.A.,13712,2025-09-30,13712
TEACHER RETIREMENT SYSTEM OF TEXAS,13703,2025-09-30,-2477
VIRGINIA RETIREMENT SYSTEMS ET AL,13500,2025-09-30,-83600
Capital International Sarl,13332,2025-09-30,-3572
SHELTON CAPITAL MANAGEMENT,13135,2025-09-30,-3492
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,13129,2025-09-30,-500
"HighTower Advisors, LLC",13001,2025-09-30,-9433
"XPONANCE, INC.",12818,2025-09-30,-957
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,12768,2025-09-30,-1757
AMICA MUTUAL INSURANCE CO,12679,2025-09-30,-8453
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,12633,2025-09-30,-365
SONA ASSET MANAGEMENT (US) LLC,12500,2025-09-30,12500
"GROUP ONE TRADING, L.P.",12408,2025-09-30,8671
CALIFORNIA FIRST LEASING CORP,12382,2025-09-30,4725
PEAK6 LLC,12212,2025-09-30,6095
"SRS Capital Advisors, Inc.",12130,2025-09-30,11632
"PRELUDE CAPITAL MANAGEMENT, LLC",12020,2025-09-30,12020
III Capital Management,12000,2025-09-30,3500
UniSuper Management Pty Ltd,11708,2025-09-30,3145
"LRT Capital Management, LLC",11669,2025-09-30,5485
Baader Bank Aktiengesellschaft,11558,2025-09-30,-403
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,11473,2025-09-30,-686
NORDEA INVESTMENT MANAGEMENT AB,11263,2025-09-30,793
"Sumitomo Mitsui DS Asset Management Company, Ltd",11232,2025-09-30,-2247
BANK OF NOVA SCOTIA,11211,2025-09-30,1348
"Vanguard Personalized Indexing Management, LLC",11209,2025-09-30,-3482
JANUS HENDERSON GROUP PLC,11204,2025-09-30,0
"HIGHLAND CAPITAL MANAGEMENT, LLC",11180,2025-09-30,11180
DARK FOREST CAPITAL MANAGEMENT LP,10891,2025-09-30,4030
Texas Yale Capital Corp.,10612,2025-09-30,0
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,10604,2025-09-30,2413
"Linden Thomas Advisory Services, LLC",10356,2025-09-30,335
PUBLIC SECTOR PENSION INVESTMENT BOARD,10200,2025-09-30,808
"Aviance Capital Partners, LLC",10138,2025-09-30,294
Cetera Investment Advisers,10117,2025-09-30,3164
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,10067,2025-09-30,-877
Ardmore Road Asset Management LP,10000,2025-09-30,10000
"Game Creek Capital, LP",10000,2025-09-30,10000
"Ronald Blue Trust, Inc.",9907,2025-09-30,-4
NOMURA HOLDINGS INC,9900,2025-09-30,-3036
"ADVISOR GROUP HOLDINGS, INC.",9838,2025-09-30,2163
Mubadala Investment Co PJSC,9702,2025-09-30,-668
"East Coast Asset Management, LLC.",9643,2025-09-30,-576
TRUIST FINANCIAL CORP,9634,2025-09-30,-1246
"TWO SIGMA SECURITIES, LLC",9507,2025-09-30,8996
"CI Private Wealth, LLC",9368,2025-09-30,-2420
"Cambridge Investment Research Advisors, Inc.",9283,2025-09-30,6709
"Norinchukin Bank, The",9058,2025-09-30,-376
AE Wealth Management LLC,8752,2025-09-30,3692
ASR Vermogensbeheer N.V.,8698,2025-09-30,-39
DoubleLine ETF Adviser LP,8653,2025-09-30,-181
Round Hill Asset Management,8593,2025-09-30,0
"Thrive Capital Management, LLC",8590,2025-09-30,3841
CREDIT AGRICOLE S A,8406,2025-09-30,8406
"Harvest Fund Management Co., Ltd",8383,2025-09-30,73
STIFEL FINANCIAL CORP,8210,2025-09-30,-2762
"PineBridge Investments, L.P.",8125,2025-09-30,-28405
"Peak Retirement Planning, Inc.",8027,2025-09-30,4302
OMERS ADMINISTRATION Corp,7962,2025-09-30,0
VAN ECK ASSOCIATES CORP,7803,2025-09-30,-7807
"SummitTX Capital, L.P.",7738,2025-09-30,2697
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,7573,2025-09-30,0
WESTPORT ASSET MANAGEMENT INC,7559,2025-09-30,0
"Pathstone Holdings, LLC",7218,2025-09-30,-1402
Polar Asset Management Partners Inc.,7100,2025-09-30,-1685
Morningstar Investment Management LLC,6816,2025-09-30,6816
MIZUHO SECURITIES USA LLC,6765,2025-09-30,166
Avanza Fonder AB,6596,2025-09-30,0
"Equitable Holdings, Inc.",6493,2025-09-30,1456
US BANCORP \DE\,6489,2025-09-30,-1375
CAPTRUST FINANCIAL ADVISORS,6475,2025-09-30,3972
Neo Ivy Capital Management,6436,2025-09-30,6436
"Colony Group, LLC",6390,2025-09-30,4029
"Empirical Finance, LLC",6248,2025-09-30,47
"Private Advisor Group, LLC",6001,2025-09-30,397
AIA Group Ltd,5870,2025-09-30,4307
D.A. DAVIDSON & CO.,5864,2025-09-30,-2705
"MOSAIC FINANCIAL GROUP, LLC",5864,2025-09-30,170
"Lido Advisors, LLC",5857,2025-09-30,128
Quantbot Technologies LP,5799,2025-09-30,-23165
RITHOLTZ WEALTH MANAGEMENT,5732,2025-09-30,2382
"Glenmede Investment Management, LP",5722,2025-09-30,-2991
Optimize Financial Inc,5660,2025-09-30,5660
"Vident Advisory, LLC",5590,2025-09-30,-3411
Kentucky Retirement Systems,5540,2025-09-30,-386
Sterling Capital Management LLC,5485,2025-09-30,-8159
HARTFORD INVESTMENT MANAGEMENT CO,5436,2025-09-30,-323
"Ameritas Investment Partners, Inc.",5403,2025-09-30,-97
THOMPSON SIEGEL & WALMSLEY LLC,5385,2025-09-30,5385
"CIBC Private Wealth Group, LLC",5338,2025-09-30,-258
"Twin Tree Management, LP",5304,2025-09-30,4800
Polianta Ltd,5300,2025-09-30,5300
POWER WEALTH MANAGEMENT LLC,5220,2025-09-30,371
GTS SECURITIES LLC,5020,2025-09-30,5020
"COMMONWEALTH EQUITY SERVICES, LLC",5012,2025-09-30,-67
PRUDENTIAL PLC,4914,2025-09-30,1554
OPPENHEIMER & CO INC,4839,2025-09-30,1980
CastleKnight Management LP,4800,2025-09-30,-19040
"CHOREO, LLC",4795,2025-09-30,-369
"Merit Financial Group, LLC",4794,2025-09-30,3772
"CreativeOne Wealth, LLC",4653,2025-09-30,354
WESTPAC BANKING CORP,4650,2025-09-30,4503
Wealthfront Advisers LLC,4628,2025-09-30,-17528
Pallas Capital Advisors LLC,4614,2025-09-30,4614
"SECURIAN ASSET MANAGEMENT, INC",4521,2025-09-30,-482
Perpetual Ltd,4503,2025-09-30,4503
Gulf International Bank (UK) Ltd,4495,2025-09-30,-128
Maryland State Retirement & Pension System,4491,2025-09-30,105
Central Pacific Bank - Trust Division,4475,2025-09-30,175
"Grantham, Mayo, Van Otterloo & Co. LLC",4400,2025-09-30,1460
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,4300,2025-09-30,-200
ONTARIO TEACHERS PENSION PLAN BOARD,4295,2025-09-30,-2389
Investment Management Corp of Ontario,4251,2025-09-30,2006
44 WEALTH MANAGEMENT LLC,4241,2025-09-30,-122
Generali Asset Management SPA SGR,4210,2025-09-30,-2050
Plato Investment Management Ltd,4141,2025-09-30,1347
FIRST MANHATTAN CO. LLC.,4112,2025-09-30,-73391
Federation des caisses Desjardins du Quebec,4033,2025-09-30,-8270
"Perigon Wealth Management, LLC",4012,2025-09-30,88
"Kovitz Investment Group Partners, LLC",3999,2025-09-30,1153
Walleye Capital LLC,3976,2025-09-30,-496
"Annis Gardner Whiting Capital Advisors, LLC",3933,2025-09-30,1116
"Allspring Global Investments Holdings, LLC",3922,2025-09-30,-562
"CAPSTONE INVESTMENT ADVISORS, LLC",3891,2025-09-30,3891
Freestone Grove Partners LP,3890,2025-09-30,-18106
Neuberger Berman Group LLC,3824,2025-09-30,-1901
"AXQ CAPITAL, LP",3820,2025-09-30,3820
E. Ohman J:or Asset Management AB,3810,2025-09-30,0
Janney Montgomery Scott LLC,3797,2025-09-30,-1371
"Westside Investment Management, Inc.",3760,2025-09-30,0
"Metis Global Partners, LLC",3728,2025-09-30,-298
AG2R LA MONDIALE GESTION D'ACTIFS,3698,2025-09-30,0
Vestcor Inc,3616,2025-09-30,1670
"China Universal Asset Management Co., Ltd.",3606,2025-09-30,419
THRIVENT FINANCIAL FOR LUTHERANS,3578,2025-09-30,-6191
Candriam S.C.A.,3512,2025-09-30,-2380
WINNOW WEALTH LLC,3499,2025-09-30,3479
Illinois Municipal Retirement Fund,3471,2025-09-30,-2955
"Brinker Capital Investments, LLC",3240,2025-09-30,823
ALLSTATE CORP,3203,2025-09-30,3203
Board of the Pension Protection Fund,3200,2025-09-30,800
"Summit Trail Advisors, LLC",3181,2025-09-30,413
Buckingham Strategic Partners,3171,2025-09-30,2204
Siemens Fonds Invest GmbH,3124,2025-09-30,-68
"Waverly Advisors, LLC",3099,2025-09-30,785
"GAMCO INVESTORS, INC. ET AL",3096,2025-09-30,0
BRIGHTON JONES LLC,3093,2025-09-30,3093
Arkadios Wealth Advisors,3072,2025-09-30,776
Schonfeld Strategic Advisors LLC,3023,2025-09-30,-68928
"Clearstead Advisors, LLC",3016,2025-09-30,627
FIFTH THIRD BANCORP,3007,2025-09-30,-514
"Horizon Investments, LLC",2992,2025-09-30,1402
"Graham Capital Management, L.P.",2975,2025-09-30,-3294
"Caprock Group, LLC",2967,2025-09-30,2967
MILLENNIUM MANAGEMENT LLC,2963,2025-09-30,-28589
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",2960,2025-09-30,-84
M&T BANK CORP,2892,2025-09-30,-1554
TOKIO MARINE ASSET MANAGEMENT CO LTD,2872,2025-09-30,0
Ethic Inc.,2834,2025-09-30,-4563
"PFG Investments, LLC",2827,2025-09-30,890
"Sequoia Financial Advisors, LLC",2820,2025-09-30,-202
BROWN ADVISORY INC,2816,2025-09-30,-548
Krilogy Financial LLC,2804,2025-09-30,2804
111 Capital,2773,2025-09-30,745
COMMERCE BANK,2749,2025-09-30,-262
"Quantitative Investment Management, LLC",2741,2025-09-30,2741
Limestone Investment Advisors LP,2731,2025-09-30,2731
WEIK CAPITAL MANAGEMENT,2718,2025-09-30,-70
Cohen Klingenstein LLC,2700,2025-09-30,0
HALL LAURIE J TRUSTEE,2695,2025-09-30,0
Quest Partners LLC,2625,2025-09-30,1070
"Applied Finance Capital Management, LLC",2603,2025-09-30,-569
Howard Capital Management Inc.,2561,2025-09-30,-4
Brookstone Capital Management,2522,2025-09-30,1836
MUFG SECURITIES AMERICAS INC.,2505,2025-09-30,390
"Forum Financial Management, LP",2478,2025-09-30,811
Squarepoint Ops LLC,2477,2025-09-30,-31225
Deseret Mutual Benefit Administrators,2359,2025-09-30,511
"BOOTHBAY FUND MANAGEMENT, LLC",2354,2025-09-30,551
Shira Ridge Wealth Management,2354,2025-09-30,-31
"Tempus Wealth Planning, LLC",2348,2025-09-30,2348
Persistent Asset Partners Ltd,2341,2025-09-30,2341
"Sivia Capital Partners, LLC",2341,2025-09-30,2341
"Armstrong, Fleming & Moore, Inc",2324,2025-09-30,0
Kentucky Retirement Systems Insurance Trust Fund,2322,2025-09-30,-192
Fifth Third Wealth Advisors LLC,2320,2025-09-30,-69
BESSEMER GROUP INC,2317,2025-09-30,-352
"HB Wealth Management, LLC",2300,2025-09-30,395
Heard Capital LLC,2282,2025-09-30,0
"WILEY BROS.-AINTREE CAPITAL, LLC",2281,2025-09-30,-96
CIDEL ASSET MANAGEMENT INC,2264,2025-09-30,194
"Blueshift Asset Management, LLC",2251,2025-09-30,237
"Sendero Wealth Management, LLC",2237,2025-09-30,-128
Qtron Investments LLC,2226,2025-09-30,0
DENALI ADVISORS LLC,2209,2025-09-30,-97
B. Metzler seel. Sohn & Co. AG,2179,2025-09-30,-5787
STF Management LP,2155,2025-09-30,-39
"Dai-Ichi Life Insurance Company, Ltd",2129,2025-09-30,-109
"Frank, Rimerman Advisors LLC",2106,2025-09-30,20
ICICI Prudential Asset Management Co Ltd,2097,2025-09-30,338
Virtu Financial LLC,2064,2025-09-30,2064
"Legacy Financial Advisors, Inc.",2019,2025-09-30,83
"Rangeley Capital, LLC",2000,2025-09-30,2000
La Banque Postale Asset Management SA,2000,2025-09-30,2000
BAXTER BROS INC,1982,2025-09-30,109
"Beacon Pointe Advisors, LLC",1975,2025-09-30,920
FOSTER & MOTLEY INC,1967,2025-09-30,690
"Vise Technologies, Inc.",1961,2025-09-30,-909
WETHERBY ASSET MANAGEMENT INC,1935,2025-09-30,-189
STANCE CAPITAL LLC,1931,2025-09-30,-3255
"YHB Investment Advisors, Inc.",1883,2025-09-30,-17
"AFFINITY INVESTMENT ADVISORS, LLC",1878,2025-09-30,140
"Cheviot Value Management, LLC",1836,2025-09-30,0
Fiduciary Alliance LLC,1831,2025-09-30,-142
Quadrature Capital Ltd,1819,2025-09-30,1819
Whalen Wealth Management Inc.,1783,2025-09-30,651
MUFG Securities EMEA plc,1778,2025-09-30,1494
Mount Lucas Management LP,1776,2025-09-30,-51
"NorthRock Partners, LLC",1772,2025-09-30,-292
FULTON BREAKEFIELD BROENNIMAN LLC,1755,2025-09-30,-175
TEMA ETFS LLC,1741,2025-09-30,1741
GREENLEAF TRUST,1729,2025-09-30,-555
"Crossmark Global Holdings, Inc.",1728,2025-09-30,-559
"Hennion & Walsh Asset Management, Inc.",1650,2025-09-30,96
"MML INVESTORS SERVICES, LLC",1649,2025-09-30,-684
"NewEdge Advisors, LLC",1626,2025-09-30,515
"Institute for Wealth Management, LLC.",1604,2025-09-30,-573
