symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
CDW,2024-12-31,174.04,133800000,23286552000,503500000,5991900000,28774952000
CDW,2023-12-31,227.32,134600000,30597272000,588700000,5808900000,35817472000
CDW,2022-12-31,178.58,135200000,24144016000,315200000,6097900000,29926716000
CDW,2021-12-31,204.78,138500000,28362030000,258100000,7352800000,35456730000
CDW,2020-12-31,131.79,142600000,18793254000,1410200000,4566300000,21949354000
CDW,2019-12-31,142.84,145100000,20726084000,154000000,3827500000,24399584000
CDW,2018-12-31,81.05,150900000,12230445000,205800000,3208600000,15233245000
CDW,2017-12-31,69.49,155400000,10798746000,144200000,3235500000,13890046000
CDW,2016-12-31,52.09,163600000,8521924000,263700000,3234400000,11492624000
CDW,2015-12-31,42.04,170300000,7159412000,37600000,3259700000,10381512000
CDW,2014-12-31,35.17,170600000,6000002000,344500000,3166000000,8821502000
CDW,2013-12-31,23.36,156600000,3658176000,188100000,3251200000,6721276000
CDW,2012-12-31,18.37,145100000,2665487000,37900000,3771000000,6398587000
CDW,2011-12-31,18.37,144800000,2659976000,99900000,4066000000,6626076000
CDW,2010-12-31,18.37,144400000,2652628000,36600000,4290000000,6906028000
CDW,2009-12-31,18.37,145200000,2667324000,88000000,4621900000,7201224000
CDW,2008-12-31,18.37,145200000,2667324000,0,0,2667324000
CDW,2006-12-31,18.37,78874000,1448915380,148081000,0,1300834380
CDW,2005-12-31,18.37,81128000,1490321360,201250000,0,1289071360
CDW,2004-12-31,18.37,83391000,1531892670,148804000,0,1383088670
CDW,2003-12-31,18.37,83329000,1530753730,222425000,0,1308328730
CDW,2002-12-31,18.37,84862000,1558914940,157140000,0,1401774940
CDW,2001-12-31,18.37,85803000,1576201110,145977000,0,1430224110
CDW,2000-12-31,18.37,87003000,1598245110,43664000,0,1554581110
CDW,1999-12-31,18.37,86270000,1584779900,19747000,0,1565032900
CDW,1998-12-31,18.37,85500000,1570635000,4230000,0,1566405000
CDW,1997-12-31,18.37,85000000,1561450000,18200000,0,1543250000
CDW,1996-12-31,18.37,84642857,1554889283,16462000,0,1538427283
CDW,1995-12-31,18.37,83750000,1538487500,14200000,0,1524287500
CDW,1994-12-31,18.37,75625000,1389231250,3000000,0,1386231250
CDW,1993-12-31,18.37,84000000,1543080000,5800000,3600000,1540880000
