date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
2024-12-31,HII,USD,0001501585,2025-02-06,2025-02-06 12:07:09,2024,FY,11535000000,10085000000,1450000000,0.125704378,27000000,973000000,0,973000000,-85000000,915000000,11000000000,0,95000000,326000000,1064000000,0.0922410056,535000000,0.0463805808,108000000,643000000,0.0557433897,93000000,550000000,0.047680971,13.96,13.96,39400000,39400000,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/0001501585-25-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm
2023-12-31,HII,USD,0001501585,2024-02-01,2024-02-01 12:09:56,2023,FY,11454000000,9808000000,1646000000,0.1437052558,0,1022000000,0,1022000000,0,1022000000,10830000000,0,95000000,347000000,1295000000,0.1130609394,624000000,0.0544787847,229000000,853000000,0.0744718002,172000000,681000000,0.0594552122,17.07,17.07,39900000,39900000,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/0001501585-24-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm
2022-12-31,HII,USD,0001501585,2023-02-09,2023-02-09 13:30:13,2022,FY,10676000000,9236000000,1440000000,0.1348819783,0,924000000,0,924000000,0,924000000,10160000000,0,102000000,358000000,1179000000,0.1104346197,516000000,0.0483327089,203000000,719000000,0.0673473211,140000000,579000000,0.0542337954,14.44,14.44,40100000,40100000,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/0001501585-23-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm
2021-12-31,HII,USD,0001501585,2022-02-10,2022-02-10 17:01:54,2021,FY,9524000000,8156000000,1368000000,0.1436371273,0,882000000,0,882000000,0,882000000,9038000000,0,89000000,293000000,1004000000,0.1054178916,486000000,0.0510289794,136000000,622000000,0.0653086938,78000000,544000000,0.0571188576,13.5,13.5,40300000,40300000,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/0001501585-22-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm
2020-12-31,HII,USD,0001501585,2021-02-11,2021-02-11 16:07:04,2020,FY,9361000000,7691000000,1670000000,0.1783997436,0,904000000,0,904000000,0,904000000,8595000000,0,114000000,247000000,1150000000,0.1228501229,766000000,0.0818288644,44000000,810000000,0.086529217,114000000,696000000,0.0743510309,17.14,17.14,40600000,40600000,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000008/0001501585-21-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000008/hii-20201231.htm
2019-12-31,HII,USD,0001501585,2020-02-13,2020-02-13 16:40:58,2019,FY,8899000000,7368000000,1531000000,0.1720418024,0,788000000,0,788000000,0,788000000,8156000000,0,70000000,227000000,980000000,0.1101247331,743000000,0.0834925273,-60000000,683000000,0.0767501967,134000000,549000000,0.061692325,13.26,13.26,41400000,41400000,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000011/0001501585-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000011/hii-20191231.htm
2018-12-31,HII,USD,0001501585,2019-02-14,2019-02-14 14:38:12,2018,FY,8176000000,6385000000,1791000000,0.219055773,0,871000000,0,871000000,0,871000000,7256000000,0,58000000,203000000,1232000000,0.1506849315,920000000,0.1125244618,51000000,971000000,0.1187622309,135000000,836000000,0.1022504892,19.09,19.09,43800000,43800000,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000005/0001501585-19-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000005/hii201810-k.htm
2017-12-31,HII,USD,0001501585,2018-02-15,2018-02-15 16:16:57,2017,FY,7441000000,6018000000,1423000000,0.1912377369,0,570000000,0,759000000,0,759000000,6572000000,0,94000000,205000000,1049000000,0.1409756753,869000000,0.1167853783,-97000000,772000000,0.103749496,293000000,479000000,0.0643730681,10.48,10.46,45700000,45800000,https://www.sec.gov/Archives/edgar/data/1501585/000150158518000006/0001501585-18-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158518000006/hii201710-k.htm
2016-12-31,HII,USD,0001501585,2017-02-16,2017-02-16 11:44:26,2016,FY,7068000000,5608000000,1460000000,0.2065647991,0,623000000,0,768000000,0,623000000,6231000000,0,74000000,186000000,1044000000,0.1477079796,837000000,0.1184210526,-53000000,784000000,0.1109224675,211000000,573000000,0.0810696095,12.24,12.14,46800000,47200000,https://www.sec.gov/Archives/edgar/data/1501585/000150158517000005/0001501585-17-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158517000005/hii201610-k.htm
2015-12-31,HII,USD,0001501585,2016-02-18,2016-02-18 13:41:56,2015,FY,7020000000,5517000000,1503000000,0.2141025641,0,669000000,0,669000000,0,614000000,6113000000,0,137000000,180000000,905000000,0.1289173789,907000000,0.1292022792,-275000000,632000000,0.09002849,228000000,404000000,0.0575498575,8.43,8.36,47900000,48300000,https://www.sec.gov/Archives/edgar/data/1501585/000150158516000038/0001501585-16-000038-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158516000038/hii201510-k.htm
2014-12-31,HII,USD,0001501585,2015-02-19,2015-02-19 15:32:43,2014,FY,6957000000,5540000000,1417000000,0.203679747,0,726000000,0,726000000,0,669000000,6209000000,0,149000000,194000000,813000000,0.1168607158,748000000,0.1075176082,-241000000,507000000,0.0728762398,169000000,338000000,0.0485841598,6.93,6.86,48800000,49300000,https://www.sec.gov/Archives/edgar/data/1501585/000150158515000007/0001501585-15-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158515000007/hii201410-ka.htm
2013-12-31,HII,USD,0001501585,2014-02-27,2014-02-27 11:34:17,2013,FY,6820000000,5583000000,1237000000,0.1813782991,0,739000000,0,739000000,0,738400000,6321400000,0,118000000,226000000,738000000,0.1082111437,498600000,0.0731085044,-104600000,394000000,0.057771261,133000000,261000000,0.0382697947,5.25,5.18,49700000,50400001,https://www.sec.gov/Archives/edgar/data/1501585/000150158514000005/0001501585-14-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158514000005/hii201310-k.htm
2012-12-31,HII,USD,0001501585,2013-02-27,2013-02-27 15:10:25,2012,FY,6708000000,5629000000,1079000000,0.1608527132,0,739000000,0,739000000,0,739000000,6368000000,0,117000000,184000000,542000000,0.0807990459,340000000,0.0506857484,-99000000,241000000,0.035927251,95000000,146000000,0.0217650566,2.96,2.91,49400000,50100001,https://www.sec.gov/Archives/edgar/data/1501585/000150158513000003/0001501585-13-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158513000003/hii201210-k.htm
