holder,shares,dateReported,change
VANGUARD GROUP INC,15002548,2025-09-30,-106619
"BlackRock, Inc.",10806033,2025-09-30,-406852
STATE STREET CORP,5805218,2025-09-30,78534
FMR LLC,3685900,2025-09-30,891650
"GEODE CAPITAL MANAGEMENT, LLC",3473579,2025-09-30,-69859
JPMORGAN CHASE & CO,3417810,2025-09-30,-110820
Boston Partners,2892087,2025-09-30,-17055
FIRST TRUST ADVISORS LP,2781469,2025-09-30,-208247
VAN ECK ASSOCIATES CORP,2411312,2025-09-30,145826
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,2221518,2025-09-30,39378
Invesco Ltd.,2079711,2025-09-30,-132138
ALLIANCEBERNSTEIN L.P.,1926646,2025-09-30,397385
DIMENSIONAL FUND ADVISORS LP,1810508,2025-09-30,-25789
AQR CAPITAL MANAGEMENT LLC,1551547,2025-09-30,117835
MORGAN STANLEY,1550234,2025-09-30,-39700
GOLDMAN SACHS GROUP INC,1399621,2025-09-30,286231
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,1283152,2025-09-30,1283152
NORTHERN TRUST CORP,1108933,2025-09-30,-39365
BANK OF AMERICA CORP /DE/,1094811,2025-09-30,93553
UBS ASSET MANAGEMENT AMERICAS INC,974712,2025-09-30,-40787
Legal & General Group Plc,902236,2025-09-30,-18788
"Mariner, LLC",884315,2025-09-30,38150
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,830233,2025-09-30,-4533
Bank of New York Mellon Corp,779100,2025-09-30,-23642
CITADEL ADVISORS LLC,759769,2025-09-30,-54157
PRINCIPAL FINANCIAL GROUP INC,593455,2025-09-30,-21455
THRIVENT FINANCIAL FOR LUTHERANS,592535,2025-09-30,-20876
UBS Group AG,592127,2025-09-30,90090
"Pacer Advisors, Inc.",504599,2025-09-30,-95981
"Allspring Global Investments Holdings, LLC",480188,2025-09-30,-21635
DEUTSCHE BANK AG\,449374,2025-09-30,65269
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,441328,2025-09-30,-70770
"Clark Capital Management Group, Inc.",431881,2025-09-30,9521
SCHRODER INVESTMENT MANAGEMENT GROUP,421779,2025-09-30,47640
WELLS FARGO & COMPANY/MN,381833,2025-09-30,-41342
Neuberger Berman Group LLC,380172,2025-09-30,-4357
Robeco Institutional Asset Management B.V.,361356,2025-09-30,-24931
Swiss National Bank,352500,2025-09-30,-16200
Allianz Asset Management GmbH,339972,2025-09-30,56905
"Sumitomo Mitsui Trust Holdings, Inc.",336071,2025-09-30,17625
VICTORY CAPITAL MANAGEMENT INC,333744,2025-09-30,8257
BARCLAYS PLC,315812,2025-09-30,36597
RAYMOND JAMES FINANCIAL INC,315752,2025-09-30,11305
"Nuveen, LLC",315076,2025-09-30,-17563
ENVESTNET ASSET MANAGEMENT INC,300530,2025-09-30,678
"Vident Advisory, LLC",298804,2025-09-30,6769
PRICE T ROWE ASSOCIATES INC /MD/,272231,2025-09-30,12481
"BNP PARIBAS ARBITRAGE, SNC",269495,2025-09-30,82324
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",264498,2025-09-30,5309
ATWOOD & PALMER INC,261090,2025-09-30,-383
HENNESSY ADVISORS INC,259600,2025-09-30,242600
PZENA INVESTMENT MANAGEMENT LLC,244661,2025-09-30,359
ROYAL BANK OF CANADA,236570,2025-09-30,98297
"Synergy Asset Management, LLC",233470,2025-09-30,116735
RHUMBLINE ADVISERS,232215,2025-09-30,-1220
Quantinno Capital Management LP,221716,2025-09-30,80629
HSBC HOLDINGS PLC,217408,2025-09-30,3640
VIRGINIA RETIREMENT SYSTEMS ET AL,210200,2025-09-30,25000
"TWO SIGMA INVESTMENTS, LP",194952,2025-09-30,167352
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,194327,2025-09-30,-9224
SEI INVESTMENTS CO,186515,2025-09-30,14182
"NATIXIS ADVISORS, L.P.",186506,2025-09-30,15810
"Brandywine Global Investment Management, LLC",178488,2025-09-30,28784
CITIGROUP INC,174447,2025-09-30,8063
FRANKLIN RESOURCES INC,174384,2025-09-30,2101
TEACHER RETIREMENT SYSTEM OF TEXAS,154784,2025-09-30,-21811
Mitsubishi UFJ Trust & Banking Corp,151119,2025-09-30,11032
SYSTEMATIC FINANCIAL MANAGEMENT LP,149201,2025-09-30,-21775
Qube Research & Technologies Ltd,148529,2025-09-30,140814
AMERICAN CENTURY COMPANIES INC,147905,2025-09-30,3199
LPL Financial LLC,143734,2025-09-30,21991
STIFEL FINANCIAL CORP,143213,2025-09-30,3295
Korea Investment CORP,141630,2025-09-30,-13300
"ADAGE CAPITAL PARTNERS GP, L.L.C.",133662,2025-09-30,-55611
BALYASNY ASSET MANAGEMENT L.P.,132649,2025-09-30,-83290
ZACKS INVESTMENT MANAGEMENT,129999,2025-09-30,14684
Amundi,128267,2025-09-30,3083
"Russell Investments Group, Ltd.",126053,2025-09-30,-4129
LSV ASSET MANAGEMENT,124800,2025-09-30,124800
Woodline Partners LP,124617,2025-09-30,-149382
abrdn plc,123614,2025-09-30,-5016
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,123052,2025-09-30,-190
HANCOCK WHITNEY CORP,121456,2025-09-30,199
MERCER GLOBAL ADVISORS INC /ADV,121320,2025-09-30,28525
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,118649,2025-09-30,-12499
"Susquehanna Portfolio Strategies, LLC",116957,2025-09-30,7080
AMERIPRISE FINANCIAL INC,112706,2025-09-30,10734
Freestone Grove Partners LP,112612,2025-09-30,112612
BRAUN STACEY ASSOCIATES INC,112398,2025-09-30,-3228
"HighTower Advisors, LLC",111682,2025-09-30,-20768
"SEIZERT CAPITAL PARTNERS, LLC",111159,2025-09-30,-10459
"State of Tennessee, Treasury Department",108802,2025-09-30,14630
"Alyeska Investment Group, L.P.",106379,2025-09-30,-112369
"ADVISOR GROUP HOLDINGS, INC.",106097,2025-09-30,32024
HERITAGE INVESTORS MANAGEMENT CORP,105594,2025-09-30,-387
AVIVA PLC,103305,2025-09-30,5640
PEAK6 LLC,100608,2025-09-30,69082
Running Oak Capital LLC,100194,2025-09-30,-11850
Aware Super Pty Ltd as trustee of Aware Super,99714,2025-09-30,38456
"Gotham Asset Management, LLC",97489,2025-09-30,8191
Busey Wealth Management,96929,2025-09-30,-572
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",92375,2025-09-30,13038
STATE OF WISCONSIN INVESTMENT BOARD,91171,2025-09-30,3601
Creative Planning,89149,2025-09-30,12895
"Bridgewater Associates, LP",89101,2025-09-30,-89090
"Clear Harbor Asset Management, LLC",87029,2025-09-30,-1487
PRUDENTIAL FINANCIAL INC,84080,2025-09-30,-5666
BANK OF MONTREAL /CAN/,83956,2025-09-30,12305
"IEQ CAPITAL, LLC",83059,2025-09-30,41625
"TWO SIGMA ADVISERS, LP",82650,2025-09-30,70950
"Point72 Asset Management, L.P.",80827,2025-09-30,-1061
TD ASSET MANAGEMENT INC,80666,2025-09-30,-53984
NEW YORK STATE COMMON RETIREMENT FUND,80279,2025-09-30,100
DANSKE BANK A/S,79854,2025-09-30,2264
"Baird Financial Group, Inc.",79710,2025-09-30,-5278
Vinva Investment Management Ltd,79009,2025-09-30,-28039
"Rakuten Investment Management, Inc.",78638,2025-09-30,78638
"COMMONWEALTH EQUITY SERVICES, LLC",75397,2025-09-30,-7621
MILLENNIUM MANAGEMENT LLC,75305,2025-09-30,-183109
National Pension Service,74176,2025-09-30,15695
TRUIST FINANCIAL CORP,73967,2025-09-30,-1014
Cetera Investment Advisers,73525,2025-09-30,-2964
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",72813,2025-09-30,-1856
Man Group plc,72467,2025-09-30,-90249
Renaissance Investment Group LLC,71728,2025-09-30,-459
Verition Fund Management LLC,70012,2025-09-30,-150849
"Empowered Funds, LLC",68344,2025-09-30,-3736
"Chevy Chase Trust Holdings, LLC",65953,2025-09-30,-2558
HEARTLAND ADVISORS INC,65174,2025-09-30,-20114
La Banque Postale Asset Management SA,63211,2025-09-30,19268
GREAT WEST LIFE ASSURANCE CO /CAN/,62591,2025-09-30,386
"CI Private Wealth, LLC",61485,2025-09-30,-3137
"Strategic Global Advisors, LLC",58968,2025-09-30,-940
"Leeward Investments, LLC - MA",58910,2025-09-30,9395
AXA Investment Managers S.A.,57964,2025-09-30,57964
Treasurer of the State of North Carolina,57329,2025-09-30,-2232
"Marks Group Wealth Management, Inc",56626,2025-09-30,-4358
FIRST CITIZENS BANK & TRUST CO,56390,2025-09-30,1020
"NAPLES GLOBAL ADVISORS, LLC",55239,2025-09-30,140
VOYA INVESTMENT MANAGEMENT LLC,54174,2025-09-30,-19239
"Envestnet Portfolio Solutions, Inc.",53982,2025-09-30,-2903
Universal- Beteiligungs- und Servicegesellschaft mbH,53816,2025-09-30,-5524
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",53095,2025-09-30,3283
"Asset Management One Co., Ltd.",52900,2025-09-30,-5104
MARTINGALE ASSET MANAGEMENT L P,52836,2025-09-30,-2448
Pictet Asset Management Holding SA,51561,2025-09-30,-3526
WORLDQUANT MILLENNIUM ADVISORS LLC,51192,2025-09-30,-337976
Intrinsic Edge Capital Management LLC,51077,2025-09-30,-28923
NATIONAL BANK OF CANADA /FI/,49064,2025-09-30,-51224
THOMAS STORY & SON LLC,48669,2025-09-30,-380
LOS ANGELES CAPITAL MANAGEMENT LLC,48454,2025-09-30,48454
"Cambridge Investment Research Advisors, Inc.",47917,2025-09-30,1734
"MML INVESTORS SERVICES, LLC",47778,2025-09-30,873
Cerity Partners LLC,46934,2025-09-30,5529
WEDGE CAPITAL MANAGEMENT L L P/NC,46618,2025-09-30,4758
FIL Ltd,46290,2025-09-30,-29163
TORONTO DOMINION BANK,46204,2025-09-30,-26371
"Gibraltar Capital Management, Inc.",46116,2025-09-30,-4410
BANK OF NOVA SCOTIA,45086,2025-09-30,-119917
"FULLER & THALER ASSET MANAGEMENT, INC.",44908,2025-09-30,2702
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,42666,2025-09-30,256
NOMURA ASSET MANAGEMENT CO LTD,42488,2025-09-30,-41
AE Wealth Management LLC,42333,2025-09-30,1665
State of New Jersey Common Pension Fund D,41930,2025-09-30,1076
DekaBank Deutsche Girozentrale,41517,2025-09-30,0
HRT FINANCIAL LP,39802,2025-09-30,21293
Rockefeller Capital Management L.P.,39451,2025-09-30,-899
FIDUCIARY TRUST CO,39175,2025-09-30,-524
"Berger Financial Group, Inc",39077,2025-09-30,-239
"Resona Asset Management Co.,Ltd.",38764,2025-09-30,-2604
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",38178,2025-09-30,-14558
Brevan Howard Capital Management LP,37879,2025-09-30,12795
"SRS Capital Advisors, Inc.",37773,2025-09-30,37073
STATE OF MICHIGAN RETIREMENT SYSTEM,37592,2025-09-30,-300
COMERICA BANK,36456,2025-09-30,3907
"Martin Investment Management, LLC",36359,2025-09-30,-134
Arizona State Retirement System,36028,2025-09-30,427
Zurcher Kantonalbank (Zurich Cantonalbank),34546,2025-09-30,2249
CARDEROCK CAPITAL MANAGEMENT INC,34273,2025-09-30,4467
INTECH INVESTMENT MANAGEMENT LLC,34160,2025-09-30,-133633
"CWM, LLC",33441,2025-09-30,21513
"BTC Capital Management, Inc.",33139,2025-09-30,33139
Czech National Bank,32585,2025-09-30,1122
"Ensign Peak Advisors, Inc",32434,2025-09-30,-13190
"MetLife Investment Management, LLC",31819,2025-09-30,-955
Adviser Investments LLC,30833,2025-09-30,-46332
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,30809,2025-09-30,-760
CANADA PENSION PLAN INVESTMENT BOARD,30437,2025-09-30,-41900
"Manhattan West Asset Management, LLC",30155,2025-09-30,-19
ProShare Advisors LLC,30008,2025-09-30,-2260
"NewEdge Advisors, LLC",29728,2025-09-30,2248
Janney Montgomery Scott LLC,29142,2025-09-30,2290
"Quartz Partners, LLC",28584,2025-09-30,6317
"State of Alaska, Department of Revenue",28027,2025-09-30,-438
"Brinker Capital Investments, LLC",27831,2025-09-30,-7977
Retirement Systems of Alabama,27369,2025-09-30,-253
"Grantham, Mayo, Van Otterloo & Co. LLC",27174,2025-09-30,-14396
FOSTER & MOTLEY INC,27117,2025-09-30,2287
"FEDERATED HERMES, INC.",26017,2025-09-30,-22
"DIAMANT ASSET MANAGEMENT, INC.",25778,2025-09-30,-1675
WELLINGTON MANAGEMENT GROUP LLP,25406,2025-09-30,-11583
"B. Riley Wealth Advisors, Inc.",25219,2025-09-30,77
AMALGAMATED BANK,24662,2025-09-30,-511
"Pure Financial Advisors, LLC",24224,2025-09-30,-445
Arkadios Wealth Advisors,24167,2025-09-30,3841
"Bank Julius Baer & Co. Ltd, Zurich",23966,2025-09-30,19413
RITHOLTZ WEALTH MANAGEMENT,23451,2025-09-30,3307
BLAIR WILLIAM & CO/IL,22848,2025-09-30,-93
S&T BANK/PA,22623,2025-09-30,-5565
Banque Cantonale Vaudoise,22037,2025-09-30,1781
"Pathstone Holdings, LLC",21841,2025-09-30,760
"Systematic Alpha Investments, LLC",21781,2025-09-30,0
"Caprock Group, LLC",21654,2025-09-30,21654
"MidWestOne Financial Group, Inc.",21451,2025-09-30,-2359
REGIONS FINANCIAL CORP,21422,2025-09-30,263
"PNC FINANCIAL SERVICES GROUP, INC.",21166,2025-09-30,1449
Illinois Municipal Retirement Fund,21090,2025-09-30,3234
Utah Retirement Systems,21043,2025-09-30,-607
"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",21000,2025-09-30,0
"Advisors Asset Management, Inc.",20985,2025-09-30,-956
USS Investment Management Ltd,20877,2025-09-30,0
Police & Firemen's Retirement System of New Jersey,20540,2025-09-30,1164
Steel Peak Wealth Management LLC,20246,2025-09-30,-803
Creekmur Asset Management LLC,20145,2025-09-30,-8875
FIRST NATIONAL BANK OF OMAHA,19982,2025-09-30,19982
Paralel Advisors LLC,19824,2025-09-30,25
"QRG CAPITAL MANAGEMENT, INC.",19696,2025-09-30,-70342
Daiwa Securities Group Inc.,19661,2025-09-30,865
"Secure Asset Management, LLC",19640,2025-09-30,19640
Harel Insurance Investments & Financial Services Ltd.,19612,2025-09-30,2913
"Savant Capital, LLC",19321,2025-09-30,-1073
CALIFORNIA FIRST LEASING CORP,19231,2025-09-30,0
NWAM LLC,19049,2025-09-30,16918
MACQUARIE GROUP LTD,18868,2025-09-30,-770
CIBC Asset Management Inc,18843,2025-09-30,-64
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,18779,2025-09-30,13645
"ExodusPoint Capital Management, LP",18735,2025-09-30,-13653
JANUS HENDERSON GROUP PLC,18432,2025-09-30,1732
AGF MANAGEMENT LTD,18161,2025-09-30,-2145
TOWER BRIDGE ADVISORS,18136,2025-09-30,-1
"Lido Advisors, LLC",17684,2025-09-30,1627
SECURITY NATIONAL BANK OF SO DAK,17607,2025-09-30,-94
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,17573,2025-09-30,-1599
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,17485,2025-09-30,-82
"Mirae Asset Global Investments Co., Ltd.",17316,2025-09-30,1877
Wakefield Asset Management LLLP,17057,2025-09-30,-1820
SECURITY NATIONAL BANK OF SIOUX CITY IOWA /IA/,17025,2025-09-30,-95
Ethic Inc.,16780,2025-09-30,1750
"XPONANCE, INC.",16746,2025-09-30,-1836
"Horizon Investments, LLC",16704,2025-09-30,11253
ING GROEP NV,16586,2025-09-30,-351
PARK AVENUE SECURITIES LLC,16535,2025-09-30,1363
"Connor, Clark & Lunn Investment Management Ltd.",16515,2025-09-30,16515
"ASSETMARK, INC",16480,2025-09-30,243
UniSuper Management Pty Ltd,16434,2025-09-30,-501
Cassaday & Co Wealth Management LLC,16251,2025-09-30,1
OMERS ADMINISTRATION Corp,16053,2025-09-30,-1400
DAVENPORT & Co LLC,15671,2025-09-30,663
PANAGORA ASSET MANAGEMENT INC,15618,2025-09-30,-202761
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,15488,2025-09-30,202
Integrated Wealth Concepts LLC,15405,2025-09-30,6044
"PineBridge Investments, L.P.",15340,2025-09-30,-133242
Artemis Investment Management LLP,15340,2025-09-30,-3938
"Sumitomo Mitsui DS Asset Management Company, Ltd",15331,2025-09-30,248
"Vanguard Personalized Indexing Management, LLC",15226,2025-09-30,1049
Oliver Luxxe Assets LLC,15127,2025-09-30,678
FOREFRONT WEALTH MANAGEMENT INC.,15103,2025-09-30,-694
Brookstone Capital Management,15091,2025-09-30,-98
"OARSMAN CAPITAL, INC.",14805,2025-09-30,559
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,14672,2025-09-30,3524
Buckingham Strategic Partners,14637,2025-09-30,4133
"WEST MICHIGAN ADVISORS, LLC",14633,2025-09-30,14633
SVB WEALTH LLC,14083,2025-09-30,235
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,13884,2025-09-30,-856
Wealthfront Advisers LLC,13771,2025-09-30,1498
MACKENZIE FINANCIAL CORP,13514,2025-09-30,330
"Apella Capital, LLC",13458,2025-09-30,2170
