date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2026-01-02,513,519.42,510.73,518.77,518.77,184420,184420,5.77,1.12,515.48,"January 02, 26",0.0112
2025-12-31,519.05,519.05,510.7,510.73,510.73,229400,229400,-8.32,-1.6,514.8825,"December 31, 25",-0.016
2025-12-30,515.71,519.53,511.56,518,518,217525,217525,2.29,0.44405,516.2,"December 30, 25",0.0044405
2025-12-29,517.24,518.99,515.69,516.27,516.27,159462,159462,-0.97,-0.18753,517.0475,"December 29, 25",-0.0018753
2025-12-26,520,523.56,515.15,517.35,517.35,125829,125829,-2.65,-0.50962,519.015,"December 26, 25",-0.0050962
2025-12-24,520,522.76,518.44,520.4,520.4,94700,94700,0.4,0.07692308,520.4,"December 24, 25",0.0007692308
2025-12-23,517.63,521.59,512.9,518.9,518.9,252212,252212,1.27,0.24535,517.755,"December 23, 25",0.0024535
2025-12-22,512.75,518.82,509.16,518.14,518.14,235500,235500,5.39,1.05,514.7175,"December 22, 25",0.0105
2025-12-19,502.71,513.23,501.97,510.01,510.01,461234,461234,7.3,1.45,506.98,"December 19, 25",0.0145
2025-12-18,505.53,507.61,500.02,504.46,504.46,247900,247900,-1.07,-0.21166,504.405,"December 18, 25",-0.0021166
2025-12-17,504.51,509.84,501.34,502.82,502.82,273700,273700,-1.69,-0.33498,504.6275,"December 17, 25",-0.0033498
2025-12-16,515.4,515.6,505.83,506.54,506.54,319700,319700,-8.86,-1.72,510.8425,"December 16, 25",-0.0172
2025-12-15,518.08,520.97,512.36,514.29,514.29,266100,266100,-3.79,-0.73155,516.425,"December 15, 25",-0.0073155
2025-12-12,524.08,524.08,514.25,518.22,518.22,238500,238500,-5.86,-1.12,520.1575,"December 12, 25",-0.0112
2025-12-11,516.23,526.74,511.28,523.11,523.11,336700,336700,6.88,1.33,519.34,"December 11, 25",0.0133
2025-12-10,512.97,519.73,510.38,516.2,516.2,290366,290366,3.23,0.62967,514.82,"December 10, 25",0.0062967
2025-12-09,513.99,520.68,510.11,512.94,512.94,339300,339300,-1.05,-0.20428,514.43,"December 09, 25",-0.0020428
2025-12-08,521.5,524.73,508.86,513.73,513.73,480800,480800,-7.77,-1.49,517.205,"December 08, 25",-0.0149
2025-12-05,518.24,522.96,511.87,522.3,522.3,335144,335144,4.06,0.78342,518.8425,"December 05, 25",0.0078342
2025-12-04,504.61,519.5,504.06,518,518,369505,369505,13.39,2.65,511.5425,"December 04, 25",0.0265
2025-12-03,499.02,505.04,494.46,503.96,503.96,317200,317200,4.94,0.98994,500.62,"December 03, 25",0.0098994
2025-12-02,495.44,498.52,492.35,495.72,495.72,307400,307400,0.28,0.05651542,495.5075,"December 02, 25",0.0005651542
2025-12-01,496.89,500.54,491.28,492.56,492.56,419500,419500,-4.33,-0.87142,495.3175,"December 01, 25",-0.0087142
