date,symbol,calendarYear,period,growthRevenue,growthCostOfRevenue,growthGrossProfit,growthGrossProfitRatio,growthResearchAndDevelopmentExpenses,growthGeneralAndAdministrativeExpenses,growthSellingAndMarketingExpenses,growthOtherExpenses,growthOperatingExpenses,growthCostAndExpenses,growthInterestExpense,growthDepreciationAndAmortization,growthEBITDA,growthEBITDARatio,growthOperatingIncome,growthOperatingIncomeRatio,growthTotalOtherIncomeExpensesNet,growthIncomeBeforeTax,growthIncomeBeforeTaxRatio,growthIncomeTaxExpense,growthNetIncome,growthNetIncomeRatio,growthEPS,growthEPSDiluted,growthWeightedAverageShsOut,growthWeightedAverageShsOutDil
2024-12-31,TTD,2024,FY,0.25625912071198076,0.2910683318836536,0.24820723786192156,-0.00640941236769662,0.12512324123226662,0.029864803047601474,0.21998571332901756,0,0.12000359409351309,0.1558305263399097,0,0.08794051083090851,0.8321846364160657,0.4584448435759371,1.1307212689545092,0.69608421872353,0.18692142486854774,0.8929532267393049,0.5068174995610037,0.28264555611700637,1.1966916284788198,0.7485975570184012,1.1621621621621623,1.1666666666666667,0.003307028355008881,0.0034827322854480967
2023-12-31,TTD,2023,FY,0.23344287439115982,0.3004912440462004,0.2189065546259964,-0.011785158565134003,0.28735510010128923,-0.009309419670314395,0.3254530660551816,0,0.1665435352631997,0.19226222064678197,0,0.4775930179145613,0.6712260306165553,0.35492779142271613,0.7639502349235399,0.43010290202845525,3.9223534558180226,1.1040668917327472,0.7058486741163169,0.20368993714942218,2.3518778683150696,1.7174974474285636,2.3636363636363638,2.272727272727273,0.004772691333786506,0.0005140771115667351
2022-12-31,TTD,2022,FY,0.31871167361908015,0.26886898905007356,0.3300386803745565,0.008589449077615609,0.41452305460848954,0.4017124814165339,0.3557068247639371,1,0.3916287101692044,0.3662492418233565,-1,0.2891115374594377,0.006244162934936182,-0.23694907433290127,-0.08943493274153361,-0.30950405183769464,5.932038834951456,0.043708413910649314,-0.20853933820129333,5.7046292763576245,-0.6124838489568967,-0.7061403495515833,-0.6206896551724138,-0.6071428571428572,0.02115126108574796,0.002778112087294901
2021-12-31,TTD,2021,FY,0.4311241302675851,0.23903317450730377,0.48338686682257564,0.036518660795957884,0.35692512630959955,1.183122884096564,0.42666330933604973,-8.118032786885246,0.6570652205694593,0.5490188992881148,0,0.4745389773679799,-0.03358018977088637,-0.32471279765708455,-0.1344654942860313,-0.39520654593895943,-8.118032786885246,-0.15195652627116876,-0.4074284295421301,0.8402056617960859,-0.4314802510760698,-0.6027460252346388,-0.44230769230769235,-0.4285714285714285,0.030205025169053944,0.017677798644566017
2020-12-31,TTD,2020,FY,0.26468933134460215,0.14490971955436036,0.30174220306687954,0.02929800288694088,0.42741880224749895,0.19971617918460935,0.315016330277991,0,0.3064337046261351,0.2604716668306423,0,0.3217616101929646,0.2912190530263413,0.020977264060313992,0.2853221148704054,0.016314507366484682,-1.0757952286282306,0.23819480295990364,-0.02094943595797793,-13.45431536319919,1.2370889418194575,0.768884172416618,1.1666666666666667,1.1304347826086956,0.03938652235420924,0.024724929925114002
2019-12-31,TTD,2019,FY,0.38501217279077465,0.368823292257533,0.39009790856727494,0.0036719790890012882,0.3916940828684499,0.6847014485926275,0.5261338447933296,0,0.5346754053768862,0.4835270872581905,0,0.8323464726780578,0.12348818666330941,-0.18882432337430322,0.045404992406101206,-0.24520158527854471,3.537200504413619,0.09914221133567247,-0.20640249033670705,-0.5509461840086378,0.22893124574540505,-0.1126928195399489,0.26315789473684204,0.21052631578947373,-0.027515122398619876,0.043958683641604615
2018-12-31,TTD,2018,FY,0.5485648098579896,0.7227540389551562,0.5008905437068933,-0.030786096856872888,0.5886831041927054,0.452794032098005,0.4185796445038205,0,0.48219612931628736,0.5488966386308355,-1,0.6398945762241642,0.5561287794684255,0.004884503377109277,0.5474219966549397,-0.0007379823130486531,0.7232594660617693,0.6618781925343812,0.0731731616902046,0.3718718328525766,0.7351076814047797,0.12046177862374835,0.4615384615384615,0.5833333333333334,0.13737519248919577,0.03942709279099328
2017-12-31,TTD,2017,FY,0.5188640193962331,0.6608987862373358,0.4841275682306041,-0.022870020436736558,0.9333650642551166,0.8171812330939278,0.3327036651033524,0,0.6358166243414319,0.6426950374119719,-0.4175609756097561,0.8981042654028436,0.5099493166623937,-0.005869322500087718,0.20581383219166174,-0.20610810639885693,0.5811897106109325,0.45149883651959666,-0.044352346606977816,-0.4507108598835218,1.4801288936627282,0.6328840907177224,1.4390243902439026,1.380952380952381,0.048253780829197845,0.08442500736840898
2016-12-31,TTD,2016,FY,0.7826170982817386,0.7362302433926938,0.7943413045152913,0.006576962748648131,1.1306654185193852,1.4226423621572764,0.7188922893185041,1,0.9953487492673335,0.9168951697954019,1.6950043821209466,1.0776805251641137,0.5448147696807214,-0.1334006774679863,0.5144286466561349,-0.15044647105627523,-0.6841846153846154,0.4682297772567409,-0.17636278761686802,0.6768634209392503,0.28583087450561867,-0.2786836410023454,1.881081081081081,2.818181818181818,-0.18766205035362593,-0.18407647073000266
2015-12-31,TTD,2015,FY,1.5553560204722996,0.8287284019428298,1.8406327174966395,0.11163872850245306,0.7681379310344828,0.4145977623867874,0.8364633310486634,0,0.6938030424339472,0.7325050246665449,0.3534994068801898,1.688235294117647,55.59310344827586,21.14685660633244,48.712041884816756,18.45405708781887,-3.7598125366139428,32.65959703075291,13.389505353793295,15.689873417721518,3184.8,1245.7145596208074,586.0667605973483,344.51446318307813,1.9799327856299698,2.804467358638761
