date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,recordDate,declarationDate,dividend,adjDividend
2025-12-11,509.84,525,506.91,514.86,513.51,567100,567100,5.02,0.98462,514.1525,"December 11, 25",0.0098462,,,,,
2025-12-10,502.88,511.17,499.12,505.78,504.45,507300,507300,2.9,0.57668,504.7375,"December 10, 25",0.0057668,,,,,
2025-12-09,499.86,502.71,497.54,500.49,499.17,445500,445500,0.63,0.12604,500.15,"December 09, 25",0.0012604,,,,,
2025-12-08,510,514.64,498.56,503.43,502.11,590494,590494,-6.57,-1.29,506.6575,"December 08, 25",-0.0129,,,,,
2025-12-05,505.75,512.09,503.42,511.63,510.28,370900,370900,5.88,1.16,508.2225,"December 05, 25",0.0116,,,,,
2025-12-04,497,509.7,489.58,504.73,503.4,712241,712241,7.73,1.56,500.2525,"December 04, 25",0.0156,,,,,
2025-12-03,487.33,506.54,486,500.01,498.69,762803,762803,12.68,2.6,494.97,"December 03, 25",0.026,,,,,
2025-12-02,492.03,492.03,481.6,487.29,486.01,490902,490902,-4.74,-0.96336,488.2375,"December 02, 25",-0.0096336,,,,,
2025-12-01,491.35,497.74,487.92,489.46,488.17,478188,478188,-1.89,-0.38465,491.6175,"December 01, 25",-0.0038465,,,,,
2025-11-28,496.32,500.38,493.36,498.87,497.56,215719,215719,2.55,0.51378,497.2325,"November 28, 25",0.0051378,,,,,
2025-11-26,481.72,499.65,481.72,493.4,492.1,591332,591332,11.68,2.42,489.1225,"November 26, 25",0.0242,,,,,
2025-11-25,471.23,485.85,467.37,484.16,482.89,460600,460600,12.93,2.74,477.1525,"November 25, 25",0.0274,,,,,
2025-11-24,462.13,476.34,462.13,465.17,463.95,757900,757900,3.04,0.65782,466.4425,"November 24, 25",0.0065782,,,,,
2025-11-21,449.19,470.4,445.72,465.12,463.9,654545,654545,15.93,3.55,457.6075,"November 21, 25",0.0355,,,,,
2025-11-20,451.02,455.48,443.19,444.26,443.09,313058,313058,-6.76,-1.5,448.4875,"November 20, 25",-0.015,,,,,
2025-11-19,459.5,459.5,444.4,446.44,445.27,364390,364390,-13.06,-2.84,452.46,"November 19, 25",-0.0284,,,,,
2025-11-18,457.31,461.16,452.41,455.54,454.34,334300,334300,-1.77,-0.38705,456.605,"November 18, 25",-0.0038705,,,,,
2025-11-17,469.79,469.79,458.22,459.89,458.68,300800,300800,-9.9,-2.11,464.4225,"November 17, 25",-0.0211,,,,,
2025-11-14,473.99,481.58,469.79,471.5,470.26,246700,246700,-2.49,-0.52533,474.215,"November 14, 25",-0.0052533,,,,,
2025-11-13,481.84,488.98,475.41,476.66,475.41,482500,482500,-5.18,-1.08,480.7225,"November 13, 25",-0.0108,,,,,
2025-11-12,489.06,498.78,466.88,476.95,475.7,546528,546528,-12.11,-2.48,482.9175,"November 12, 25",-0.0248,,,,,
2025-11-11,491.21,496.21,486.47,487.39,486.11,257727,257727,-3.82,-0.77767,490.32,"November 11, 25",-0.0077767,,,,,
2025-11-10,493.5,495.18,481.38,489.42,488.13,293726,293726,-4.08,-0.82675,489.87,"November 10, 25",-0.0082675,,,,,
2025-11-07,487.6,494.06,482.01,492.22,490.93,433231,433231,4.62,0.9475,488.9725,"November 07, 25",0.009475,,,,,
2025-11-06,489,493.61,486.03,491,489.71,509655,509655,2,0.409,489.91,"November 06, 25",0.00409,,,,,
2025-11-05,488.96,495.09,481.07,489.99,488.7,466701,466701,1.03,0.21065,488.7775,"November 05, 25",0.0021065,,,,,
2025-11-04,490.84,494.21,486.09,492.16,490.87,620004,620004,1.32,0.26893,490.825,"November 04, 25",0.0026893,,,,,
2025-11-03,501.64,501.64,488.02,493.88,492.58,468300,468300,-7.76,-1.55,496.295,"November 03, 25",-0.0155,,,,,
2025-10-31,495.69,505.34,491,505,503.67,396535,396535,9.31,1.88,499.2575,"October 31, 25",0.0188,,,,,
2025-10-30,483.91,508.74,479.4,495.69,494.39,712587,712587,11.78,2.43,491.935,"October 30, 25",0.0243,,,,,
2025-10-29,499.37,507.54,487.58,487.78,486.5,532539,532539,-11.59,-2.32,495.5675,"October 29, 25",-0.0232,,,,,
2025-10-28,496.62,510.96,496.62,501.16,499.84,418102,418102,4.54,0.91418,501.34,"October 28, 25",0.0091418,,,,,
2025-10-27,498.27,506.75,491.4,502.22,500.9,396056,396056,3.95,0.79274,499.66,"October 27, 25",0.0079274,,,,,
2025-10-24,502.91,502.91,490.58,496.24,494.93,683496,683496,-6.67,-1.33,498.16,"October 24, 25",-0.0133,,,,,
2025-10-23,490.32,504.24,490.32,494.99,493.69,589039,589039,4.67,0.95244,494.9675,"October 23, 25",0.0095244,,,,,
2025-10-22,550,568.98,485.47,493.07,491.77,1944340,1944340,-56.93,-10.35,524.38,"October 22, 25",-0.1035,,,,,
2025-10-21,534.74,553.67,532.3,548.99,547.55,784859,784859,14.25,2.66,542.425,"October 21, 25",0.0266,,,,,
2025-10-20,526.39,538.17,525.96,534.75,533.34,430000,430000,8.36,1.59,531.3175,"October 20, 25",0.0159,,,,,
2025-10-17,520.34,525.18,516.79,522.95,521.57,374929,374929,2.61,0.5016,521.315,"October 17, 25",0.005016,,,,,
2025-10-16,530.94,530.94,520.71,523.94,522.56,418139,418139,-7,-1.32,526.6325,"October 16, 25",-0.0132,,,,,
2025-10-15,526.39,539.01,523.13,526.99,525.6,353530,353530,0.6,0.11398,528.88,"October 15, 25",0.0011398,,,,,
2025-10-14,520.22,532.04,517.37,530.84,529.44,364200,364200,10.62,2.04,525.1175,"October 14, 25",0.0204,,,,,
2025-10-13,529.14,530.2,519.08,524.25,522.87,222300,222300,-4.89,-0.92414,525.6675,"October 13, 25",-0.0092414,,,,,
2025-10-10,537.26,541.31,523.7,524.5,523.12,359300,359300,-12.76,-2.38,531.6925,"October 10, 25",-0.0238,,,,,
2025-10-09,553.54,553.67,533.81,534.34,532.93,443359,443359,-19.2,-3.47,543.84,"October 09, 25",-0.0347,,,,,
2025-10-08,542.44,558.26,540.28,554.58,553.12,371519,371519,12.14,2.24,548.89,"October 08, 25",0.0224,,,,,
2025-10-07,553.76,554.98,534.96,542.03,540.6,589700,589700,-11.73,-2.12,546.4325,"October 07, 25",-0.0212,,,,,
2025-10-06,559.14,559.67,545.7,553.6,552.14,420429,420429,-5.54,-0.99081,554.5275,"October 06, 25",-0.0099081,,,,,
2025-10-03,544.4,554.68,538.38,550.63,549.18,409900,409900,6.23,1.14,547.0225,"October 03, 25",0.0114,,,,,
2025-10-02,537.2,551.55,534.95,546.61,545.17,497100,497100,9.41,1.75,542.5775,"October 02, 25",0.0175,,,,,
2025-10-01,528.67,537.82,524.89,537.06,535.65,566537,566537,8.39,1.59,532.11,"October 01, 25",0.0159,,,,,
2025-09-30,519.35,534.9,519.35,529.36,527.97,666000,666000,10.01,1.93,525.74,"September 30, 25",0.0193,2025-10-15,2025-09-30,2025-09-19,1.3,1.3
2025-09-29,523,525.8,516.3,520.65,517.98,232438,232438,-2.35,-0.44933,521.4375,"September 29, 25",-0.0044933,,,,,
2025-09-26,518.58,524.34,518.01,521.94,519.26,242900,242900,3.36,0.64792,520.7175,"September 26, 25",0.0064792,,,,,
2025-09-25,520.25,522.44,510.23,516.18,513.53,509543,509543,-4.07,-0.78232,517.275,"September 25, 25",-0.0078232,,,,,
2025-09-24,528.51,534.31,522.02,522.44,519.76,293900,293900,-6.07,-1.15,526.82,"September 24, 25",-0.0115,,,,,
2025-09-23,534.43,538.63,526,530.66,527.94,302911,302911,-3.77,-0.70542,532.43,"September 23, 25",-0.0070542,,,,,
2025-09-22,538.33,538.58,532.46,533.83,531.09,420975,420975,-4.5,-0.83592,535.8,"September 22, 25",-0.0083592,,,,,
2025-09-19,546.67,546.67,537.37,539.64,536.87,380502,380502,-7.03,-1.29,542.5875,"September 19, 25",-0.0129,,,,,
2025-09-18,549.21,549.21,538.65,541.74,538.96,533201,533201,-7.47,-1.36,544.7025,"September 18, 25",-0.0136,,,,,
2025-09-17,552.65,559.73,537.72,545.93,543.13,493718,493718,-6.72,-1.22,549.0075,"September 17, 25",-0.0122,,,,,
2025-09-16,549.49,558.11,547.97,550.4,547.58,352800,352800,0.91,0.16561,551.4925,"September 16, 25",0.0016561,,,,,
2025-09-15,547.51,559,541.87,551.85,549.02,356800,356800,4.34,0.79268,550.0575,"September 15, 25",0.0079268,,,,,
2025-09-12,560.65,566.28,543.26,544.48,541.69,463700,463700,-16.17,-2.88,553.6675,"September 12, 25",-0.0288,,,,,
2025-09-11,561.33,577.2,560.35,567.28,564.37,465121,465121,5.95,1.06,566.54,"September 11, 25",0.0106,,,,,
2025-09-10,558,568.92,540.78,558.78,555.91,521234,521234,0.78,0.13978,556.62,"September 10, 25",0.0013978,,,,,
2025-09-09,569.74,572.55,553.2,558.08,555.22,418300,418300,-11.66,-2.05,563.3925,"September 09, 25",-0.0205,,,,,
2025-09-08,578.67,582.21,572.75,580.46,577.48,277619,277619,1.79,0.30933,578.5225,"September 08, 25",0.0030933,,,,,
2025-09-05,566.3,580.58,565.92,578.05,575.08,437904,437904,11.75,2.07,572.7125,"September 05, 25",0.0207,,,,,
2025-09-04,549.37,567.16,545.42,561.37,558.49,378346,378346,12,2.18,555.83,"September 04, 25",0.0218,,,,,
2025-09-03,542.78,545.61,537,545.04,542.24,332899,332899,2.26,0.41637,542.6075,"September 03, 25",0.0041637,,,,,
2025-09-02,550,554.19,541.19,543.57,540.78,281735,281735,-6.43,-1.17,547.2375,"September 02, 25",-0.0117,,,,,
2025-08-29,561.32,564.41,553.13,557.86,555,306400,306400,-3.46,-0.6164,559.18,"August 29, 25",-0.006164,,,,,
2025-08-28,568.59,569.37,556.92,559.48,556.61,297168,297168,-9.11,-1.6,563.59,"August 28, 25",-0.016,,,,,
2025-08-27,566.99,571.92,562.6,567,564.09,524327,524327,0.01,0.0017637,567.1275,"August 27, 25",1.7637e-05,,,,,
2025-08-26,572.57,575.26,563.64,567.63,564.72,391200,391200,-4.94,-0.86278,569.775,"August 26, 25",-0.0086278,,,,,
2025-08-25,587.45,590.99,570.04,570.54,567.61,398705,398705,-16.91,-2.88,579.755,"August 25, 25",-0.0288,,,,,
2025-08-22,572.55,597.81,570.77,591.92,588.88,435601,435601,19.37,3.38,583.2625,"August 22, 25",0.0338,,,,,
2025-08-21,584,586.01,567.14,570.64,567.71,535400,535400,-13.36,-2.29,576.9475,"August 21, 25",-0.0229,,,,,
2025-08-20,610.08,615.75,588.53,589.08,586.06,747800,747800,-21,-3.44,600.86,"August 20, 25",-0.0344,,,,,
2025-08-19,600.82,616.5,599.17,613.47,610.32,363904,363904,12.65,2.11,607.49,"August 19, 25",0.0211,,,,,
2025-08-18,593.65,601.34,592,600.06,596.98,194322,194322,6.41,1.08,596.7625,"August 18, 25",0.0108,,,,,
2025-08-15,602.04,602.04,591.64,591.66,588.62,237444,237444,-10.38,-1.72,596.845,"August 15, 25",-0.0172,,,,,
2025-08-14,598.51,604.85,593.56,599.16,596.09,281900,281900,0.65,0.1086,599.02,"August 14, 25",0.001086,,,,,
2025-08-13,592.06,613.58,591.41,611.69,608.55,482829,482829,19.63,3.32,602.185,"August 13, 25",0.0332,,,,,
2025-08-12,584.09,592.22,580.41,590.52,587.49,278501,278501,6.43,1.1,586.81,"August 12, 25",0.011,,,,,
2025-08-11,579.49,582.43,571.12,582.36,579.37,298500,298500,2.87,0.49526,578.85,"August 11, 25",0.0049526,,,,,
2025-08-08,597.31,597.31,581.38,582.19,579.2,244006,244006,-15.12,-2.53,589.5475,"August 08, 25",-0.0253,,,,,
2025-08-07,599.22,604,591.45,593.86,590.81,190617,190617,-5.36,-0.8945,597.1325,"August 07, 25",-0.008945,,,,,
2025-08-06,604.04,604.04,592,594.93,591.88,217000,217000,-9.11,-1.51,598.7525,"August 06, 25",-0.0151,,,,,
2025-08-05,599.97,608.8,596.4,603,599.91,341044,341044,3.03,0.50503,602.0425,"August 05, 25",0.0050503,,,,,
2025-08-04,607.06,613.86,597.72,600.48,597.4,255039,255039,-6.58,-1.08,604.78,"August 04, 25",-0.0108,,,,,
2025-08-01,609.07,609.07,598.27,605.87,602.76,390215,390215,-3.2,-0.52539,605.57,"August 01, 25",-0.0052539,,,,,
2025-07-31,613.84,621.9,607,609,605.88,375800,375800,-4.84,-0.78848,612.935,"July 31, 25",-0.0078848,,,,,
2025-07-30,632.92,634.02,607.26,615.57,612.41,581656,581656,-17.35,-2.74,622.4425,"July 30, 25",-0.0274,,,,,
2025-07-29,655.66,656.37,633.34,639.52,636.24,390900,390900,-16.14,-2.46,646.2225,"July 29, 25",-0.0246,,,,,
2025-07-28,663.56,663.9,648.05,654.42,651.06,444300,444300,-9.14,-1.38,657.4825,"July 28, 25",-0.0138,,,,,
2025-07-25,668.28,668.28,652.2,660.82,657.43,325800,325800,-7.46,-1.12,662.395,"July 25, 25",-0.0112,,,,,
2025-07-24,662.5,674.4,659.82,664.54,661.13,397238,397238,2.04,0.30792,665.315,"July 24, 25",0.0030792,,,,,
2025-07-23,679.44,689.44,657.89,660.8,657.41,1168300,1168300,-18.64,-2.74,671.8925,"July 23, 25",-0.0274,,,,,
2025-07-22,598.25,620.05,598.25,619.97,616.79,598600,598600,21.72,3.63,609.13,"July 22, 25",0.0363,,,,,
2025-07-21,611.47,612,600.71,601.03,597.95,364547,364547,-10.44,-1.71,606.3025,"July 21, 25",-0.0171,,,,,
2025-07-18,613.71,620.63,607.17,609.43,606.3,221600,221600,-4.28,-0.6974,612.735,"July 18, 25",-0.006974,,,,,
2025-07-17,599.89,612.71,598.12,611.85,608.71,205500,205500,11.96,1.99,605.6425,"July 17, 25",0.0199,,,,,
2025-07-16,602.76,604.15,587.92,597.16,594.1,460500,460500,-5.6,-0.92906,597.9975,"July 16, 25",-0.0092906,,,,,
2025-07-15,617.24,617.24,603.61,604.22,601.12,265532,265532,-13.02,-2.11,610.5775,"July 15, 25",-0.0211,,,,,
2025-07-14,615.76,618.67,611.91,615.25,612.09,227529,227529,-0.51,-0.08282448,615.3975,"July 14, 25",-0.0008282448,,,,,
2025-07-11,611.09,620.11,609.75,616.85,613.69,250138,250138,5.76,0.94258,614.45,"July 11, 25",0.0094258,,,,,
2025-07-10,601.55,624.1,596.97,617.38,614.21,386666,386666,15.83,2.63,610,"July 10, 25",0.0263,,,,,
2025-07-09,598.14,603.5,592.06,602.38,599.29,245500,245500,4.24,0.70886,599.02,"July 09, 25",0.0070886,,,,,
2025-07-08,591.7,599,590.33,594.54,591.49,351600,351600,2.84,0.47997,593.8925,"July 08, 25",0.0047997,,,,,
2025-07-07,602.69,602.69,588.69,592.09,589.05,378070,378070,-10.6,-1.76,596.54,"July 07, 25",-0.0176,,,,,
2025-07-03,605,606.45,599.18,604.22,601.12,155641,155641,-0.78,-0.12893,603.7125,"July 03, 25",-0.0012893,,,,,
2025-07-02,598.5,604.17,594.57,602.1,599.01,305326,305326,3.6,0.6015,599.835,"July 02, 25",0.006015,,,,,
2025-07-01,574,604,573.62,598.66,595.59,529300,529300,24.66,4.3,587.57,"July 01, 25",0.043,,,,,
2025-06-30,568.15,573.6,562.33,573.24,570.3,369016,369016,5.09,0.89589,569.33,"June 30, 25",0.0089589,2025-07-15,2025-06-30,2025-05-22,1.3,1.3
2025-06-27,560.27,572.75,555.27,567.49,563.29,484210,484210,7.22,1.29,563.945,"June 27, 25",0.0129,,,,,
2025-06-26,564.62,567.5,561.03,564.51,560.33,228644,228644,-0.11,-0.01948213,564.415,"June 26, 25",-0.0001948213,,,,,
2025-06-25,571.8,571.8,562.68,564.98,560.8,205837,205837,-6.82,-1.19,567.815,"June 25, 25",-0.0119,,,,,
2025-06-24,566.66,569.86,562.1,569.15,564.94,317332,317332,2.49,0.43942,566.9425,"June 24, 25",0.0043942,,,,,
2025-06-23,547.91,565.56,547.91,564.18,560.01,306900,306900,16.27,2.97,556.39,"June 23, 25",0.0297,,,,,
2025-06-20,552.32,558.25,547.32,550.15,546.08,746500,746500,-2.17,-0.39289,552.01,"June 20, 25",-0.0039289,,,,,
2025-06-18,538.71,555.23,538.1,547.92,543.87,586900,586900,9.21,1.71,544.99,"June 18, 25",0.0171,,,,,
2025-06-17,538.04,546.59,536.69,537.47,533.49,351500,351500,-0.57,-0.10594,539.6975,"June 17, 25",-0.0010594,,,,,
2025-06-16,545.24,546.84,540.03,543.96,539.93,379734,379734,-1.28,-0.23476,544.0175,"June 16, 25",-0.0023476,,,,,
2025-06-13,541.36,547.17,536.15,538.09,534.11,311000,311000,-3.27,-0.60403,540.6925,"June 13, 25",-0.0060403,,,,,
2025-06-12,552.54,555.42,548.18,550.21,546.14,345000,345000,-2.33,-0.42169,551.5875,"June 12, 25",-0.0042169,,,,,
2025-06-11,559.97,561.73,550.15,550.95,546.87,254200,254200,-9.02,-1.61,555.7,"June 11, 25",-0.0161,,,,,
2025-06-10,559.96,564,553.35,555.29,551.18,345635,345635,-4.67,-0.83399,558.15,"June 10, 25",-0.0083399,,,,,
2025-06-09,554.43,558.17,551.36,556.09,551.97,283779,283779,1.66,0.29941,555.0125,"June 09, 25",0.0029941,,,,,
2025-06-06,556.59,556.81,542.84,552.35,548.26,387502,387502,-4.24,-0.76178,552.1475,"June 06, 25",-0.0076178,,,,,
2025-06-05,562.38,562.45,546.83,550.61,546.54,388324,388324,-11.77,-2.09,555.5675,"June 05, 25",-0.0209,,,,,
2025-06-04,564.26,565.37,558.18,561.51,557.35,262647,262647,-2.75,-0.48736,562.33,"June 04, 25",-0.0048736,,,,,
2025-06-03,551.4,561.46,550.65,560.74,556.59,269404,269404,9.34,1.69,556.0625,"June 03, 25",0.0169,,,,,
2025-06-02,558.32,560.15,544.07,551.78,547.7,429500,429500,-6.54,-1.17,553.58,"June 02, 25",-0.0117,,,,,
2025-05-30,568.94,569.08,562.17,564.45,560.27,901800,901800,-4.49,-0.78919,566.16,"May 30, 25",-0.0078919,,,,,
2025-05-29,573.36,576.17,565.41,569.5,565.29,361156,361156,-3.86,-0.67322,571.11,"May 29, 25",-0.0067322,,,,,
2025-05-28,577.74,582.25,568,568.24,564.04,365803,365803,-9.5,-1.64,574.0575,"May 28, 25",-0.0164,,,,,
2025-05-27,572.06,582,567.09,579.22,574.93,468348,468348,7.16,1.25,575.0925,"May 27, 25",0.0125,,,,,
2025-05-23,567.12,572.58,566.22,567.16,562.96,288400,288400,0.04,0.00705318,568.27,"May 23, 25",7.05318e-05,,,,,
2025-05-22,567.52,579.07,561.35,574.6,570.35,437935,437935,7.08,1.25,570.635,"May 22, 25",0.0125,,,,,
2025-05-21,589.5,595.45,569.23,569.95,565.73,600100,600100,-19.55,-3.32,581.0325,"May 21, 25",-0.0332,,,,,
2025-05-20,601.86,604.75,595.73,597.05,592.63,216500,216500,-4.81,-0.79919,599.8475,"May 20, 25",-0.0079919,,,,,
2025-05-19,595.35,606.07,594.35,604.47,600,201202,201202,9.12,1.53,600.06,"May 19, 25",0.0153,,,,,
2025-05-16,599.28,605.77,592.77,605.77,601.29,272200,272200,6.49,1.08,600.8975,"May 16, 25",0.0108,,,,,
2025-05-15,589.25,594.68,587.35,594.22,589.82,175534,175534,4.97,0.84345,591.375,"May 15, 25",0.0084345,,,,,
2025-05-14,602.16,602.16,587.92,591.37,586.99,340000,340000,-10.79,-1.79,595.9025,"May 14, 25",-0.0179,,,,,
2025-05-13,596.86,605.92,595,602.34,597.88,267900,267900,5.48,0.91814,600.03,"May 13, 25",0.0091814,,,,,
2025-05-12,590.61,597.23,585.88,595.73,591.32,352846,352846,5.12,0.8669,592.3625,"May 12, 25",0.008669,,,,,
2025-05-09,578.94,583.12,569.46,573.7,569.45,274900,274900,-5.24,-0.9051,576.305,"May 09, 25",-0.009051,,,,,
2025-05-08,572.53,584.35,571.67,576.38,572.11,248441,248441,3.85,0.67245,576.2325,"May 08, 25",0.0067245,,,,,
2025-05-07,568.61,571.21,562.17,567.97,563.77,329537,329537,-0.64,-0.11256,567.49,"May 07, 25",-0.0011256,,,,,
2025-05-06,553.76,569.57,552.8,566.68,562.49,420107,420107,12.92,2.33,560.7025,"May 06, 25",0.0233,,,,,
2025-05-05,555.94,567.29,555.94,562.92,558.75,631800,631800,6.98,1.26,560.5225,"May 05, 25",0.0126,,,,,
2025-05-02,563.81,570.29,559.9,561.51,557.35,447712,447712,-2.3,-0.40794,563.8775,"May 02, 25",-0.0040794,,,,,
2025-05-01,553.55,569.2,549.9,557.02,552.9,470502,470502,3.47,0.62686,557.4175,"May 01, 25",0.0062686,,,,,
2025-04-30,529.05,547.49,527.64,546.75,542.7,519000,519000,17.7,3.35,537.7325,"April 30, 25",0.0335,2025-05-15,2025-04-30,2025-03-21,1.15,1.15
2025-04-29,526.87,536.56,525.58,534.91,529.81,297500,297500,8.04,1.53,530.98,"April 29, 25",0.0153,,,,,
2025-04-28,526.93,536.75,525.93,531.17,526.11,393400,393400,4.24,0.80466,530.195,"April 28, 25",0.0080466,,,,,
2025-04-25,523.93,529.63,519.7,527.31,522.28,413212,413212,3.38,0.64512,525.1425,"April 25, 25",0.0064512,,,,,
2025-04-24,521.31,526.57,504.42,524.05,519.06,638616,638616,2.74,0.5256,519.0875,"April 24, 25",0.005256,,,,,
2025-04-23,503.04,542,501.38,508.76,503.91,1369814,1369814,5.72,1.14,513.795,"April 23, 25",0.0114,,,,,
2025-04-22,548.82,563.25,548.82,558.93,553.6,591200,591200,10.11,1.84,554.955,"April 22, 25",0.0184,,,,,
2025-04-21,548.84,555.45,534.36,541.02,535.86,463100,463100,-7.82,-1.42,544.9175,"April 21, 25",-0.0142,,,,,
2025-04-17,551.23,560.49,548.04,556.15,550.85,293400,293400,4.92,0.89255,553.9775,"April 17, 25",0.0089255,,,,,
2025-04-16,552.24,557.94,540.89,547.86,542.64,296900,296900,-4.38,-0.79313,549.7325,"April 16, 25",-0.0079313,,,,,
2025-04-15,562.39,566.92,552.93,557.2,551.89,352148,352148,-5.19,-0.92285,559.86,"April 15, 25",-0.0092285,,,,,
2025-04-14,562.67,565.09,553.42,558.64,553.32,275316,275316,-4.03,-0.71623,559.955,"April 14, 25",-0.0071623,,,,,
2025-04-11,546.13,557.26,537.72,554.42,549.14,326142,326142,8.29,1.52,548.8825,"April 11, 25",0.0152,,,,,
2025-04-10,550.62,558.43,530.4,550.29,545.05,394400,394400,-0.33,-0.05993244,547.435,"April 10, 25",-0.0005993244,,,,,
2025-04-09,510.03,564.62,500.1,561.17,555.82,673748,673748,51.14,10.03,533.98,"April 09, 25",0.1003,,,,,
2025-04-08,511.1,538.76,501.2,510.52,505.65,530638,530638,-0.58,-0.11348,515.395,"April 08, 25",-0.0011348,,,,,
2025-04-07,522.84,553.41,501.37,524.25,519.25,577000,577000,1.41,0.26968,525.4675,"April 07, 25",0.0026968,,,,,
2025-04-04,528,555.87,520.79,531.3,526.24,793400,793400,3.3,0.625,533.99,"April 04, 25",0.00625,,,,,
2025-04-03,552.56,565.22,541.13,546.82,541.61,662902,662902,-5.74,-1.04,551.4325,"April 03, 25",-0.0104,,,,,
2025-04-02,555,579.7,555,574.53,569.05,332000,332000,19.53,3.52,566.0575,"April 02, 25",0.0352,,,,,
2025-04-01,557.05,566.37,552.11,564.83,559.45,339500,339500,7.78,1.4,560.09,"April 01, 25",0.014,,,,,
2025-03-31,549.92,566.7,537.74,560.83,555.49,429200,429200,10.91,1.98,553.7975,"March 31, 25",0.0198,,,,,
2025-03-28,574.4,574.4,550.95,553.05,547.78,369253,369253,-21.35,-3.72,563.2,"March 28, 25",-0.0372,,,,,
2025-03-27,578.54,583.32,568.04,577.32,571.82,430600,430600,-1.22,-0.21088,576.805,"March 27, 25",-0.0021088,,,,,
2025-03-26,592.03,603.04,576.72,578.88,573.36,386700,386700,-13.15,-2.22,587.6675,"March 26, 25",-0.0222,,,,,
2025-03-25,586.01,588.79,581.93,587.91,582.31,261000,261000,1.9,0.32423,586.16,"March 25, 25",0.0032423,,,,,
2025-03-24,579.45,588.12,575,586.25,580.66,474300,474300,6.8,1.17,582.205,"March 24, 25",0.0117,,,,,
2025-03-21,568.61,571.61,562.74,569.55,564.12,741300,741300,0.94,0.16532,568.1275,"March 21, 25",0.0016532,,,,,
2025-03-20,584.07,590.04,577.79,578.77,573.25,647203,647203,-5.3,-0.90743,582.6675,"March 20, 25",-0.0090743,,,,,
2025-03-19,582.39,595.54,578.68,591.43,585.79,256600,256600,9.04,1.55,587.01,"March 19, 25",0.0155,,,,,
2025-03-18,585.45,585.45,575.88,581.37,575.83,324143,324143,-4.08,-0.6969,582.0375,"March 18, 25",-0.006969,,,,,
2025-03-17,571.48,593.05,568.95,589.16,583.55,336100,336100,17.68,3.09,580.66,"March 17, 25",0.0309,,,,,
2025-03-14,564.4,577.11,562.37,574.92,569.44,344800,344800,10.52,1.86,569.7,"March 14, 25",0.0186,,,,,
2025-03-13,566,566.96,551.2,558.51,553.19,352633,352633,-7.49,-1.32,560.6675,"March 13, 25",-0.0132,,,,,
2025-03-12,576.91,580.24,562.51,569.64,564.21,501132,501132,-7.27,-1.26,572.325,"March 12, 25",-0.0126,,,,,
2025-03-11,600.11,605.28,564.35,566.17,560.77,863000,863000,-33.94,-5.66,583.9775,"March 11, 25",-0.0566,,,,,
2025-03-10,598.33,624.99,596.76,604.62,598.86,615000,615000,6.29,1.05,606.175,"March 10, 25",0.0105,,,,,
2025-03-07,579.96,611.29,579.2,606.61,600.83,547900,547900,26.65,4.6,594.265,"March 07, 25",0.046,,,,,
2025-03-06,576.99,589.54,574.59,583.9,578.34,452518,452518,6.91,1.2,581.255,"March 06, 25",0.012,,,,,
2025-03-05,576.19,597.26,573.91,588.07,582.47,459500,459500,11.88,2.06,583.8575,"March 05, 25",0.0206,,,,,
