holder,shares,dateReported,change
J. Goldman & Co LP,171575,2025-09-30,171575
PRINCIPAL FINANCIAL GROUP INC,170949,2025-09-30,17620
AE Wealth Management LLC,168635,2025-09-30,4691
ROYAL BANK OF CANADA,168178,2025-09-30,46130
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,166685,2025-09-30,391
ALLIANCEBERNSTEIN L.P.,164020,2025-09-30,-67769
Walnut Level Capital LLC,158568,2025-09-30,-11650
WELLINGTON MANAGEMENT GROUP LLP,147449,2025-09-30,-56972
Man Group plc,137864,2025-09-30,67162
Pictet Asset Management Holding SA,133780,2025-09-30,54959
HRT FINANCIAL LP,132802,2025-09-30,93739
AMERICAN CENTURY COMPANIES INC,130517,2025-09-30,-171149
WELLS FARGO & COMPANY/MN,130233,2025-09-30,1620
Swedbank AB,129225,2025-09-30,-39957
"ADAGE CAPITAL PARTNERS GP, L.L.C.",127500,2025-09-30,4400
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,126284,2025-09-30,-2181
"LMCG INVESTMENTS, LLC",123943,2025-09-30,1287
CAPITAL INTERNATIONAL LTD /CA/,121061,2025-09-30,9293
STEPHENS INC /AR/,120647,2025-09-30,-9133
"Kingsview Wealth Management, LLC",120015,2025-09-30,3410
Universal- Beteiligungs- und Servicegesellschaft mbH,117912,2025-09-30,-24136
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,108074,2025-09-30,-7112
KLP KAPITALFORVALTNING AS,107199,2025-09-30,0
Sagefield Capital LP,106859,2025-09-30,106859
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",103527,2025-09-30,10720
"Aldebaran Capital, LLC",97297,2025-09-30,-820
"Capital International, Inc./CA/",92715,2025-09-30,17544
TOWLE & CO,90837,2025-09-30,-17590
ENVESTNET ASSET MANAGEMENT INC,86215,2025-09-30,-15607
STATE OF WISCONSIN INVESTMENT BOARD,85693,2025-09-30,-22638
"Principal Street Partners, LLC",83423,2025-09-30,80771
"Cyndeo Wealth Partners, LLC",81401,2025-09-30,327
SEI INVESTMENTS CO,80389,2025-09-30,-14651
"Cutler Capital Management, LLC",80368,2025-09-30,404
"Bruce & Co., Inc.",80000,2025-09-30,0
Zurcher Kantonalbank (Zurich Cantonalbank),79453,2025-09-30,20736
ASR Vermogensbeheer N.V.,79173,2025-09-30,-572
COLRAIN CAPITAL LLC,78550,2025-09-30,29550
Sicart Associates LLC,77660,2025-09-30,1030
APG Asset Management N.V.,75500,2025-09-30,0
FRANKLIN RESOURCES INC,75279,2025-09-30,19692
NATIONAL BANK OF CANADA /FI/,74822,2025-09-30,-47600
"JANE STREET GROUP, LLC",73748,2025-09-30,50687
Yaupon Capital Management LP,73475,2025-09-30,-225832
KORNITZER CAPITAL MANAGEMENT INC /KS,72315,2025-09-30,1215
"Chevy Chase Trust Holdings, LLC",71470,2025-09-30,480
"Connor, Clark & Lunn Investment Management Ltd.",71008,2025-09-30,71008
National Pension Service,70665,2025-09-30,11399
GUGGENHEIM CAPITAL LLC,70213,2025-09-30,38583
Rockefeller Capital Management L.P.,69680,2025-09-30,15064
GATEWAY INVESTMENT ADVISERS LLC,68664,2025-09-30,-1041
"Russell Investments Group, Ltd.",66811,2025-09-30,-5500
"American Trust Investment Advisors, LLC",66115,2025-09-30,-22729
OPPENHEIMER & CO INC,65989,2025-09-30,735
RAYMOND JAMES FINANCIAL INC,65880,2025-09-30,42842
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,64940,2025-09-30,13347
OSSIAM,63601,2025-09-30,58122
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",62908,2025-09-30,-141300
TD ASSET MANAGEMENT INC,60994,2025-09-30,24565
Treasurer of the State of North Carolina,60564,2025-09-30,-1473
NEW YORK STATE COMMON RETIREMENT FUND,59695,2025-09-30,-4200
Mitsubishi UFJ Trust & Banking Corp,59651,2025-09-30,-3216
"GAMCO INVESTORS, INC. ET AL",57577,2025-09-30,5903
STIFEL FINANCIAL CORP,57460,2025-09-30,3894
Illinois Municipal Retirement Fund,57306,2025-09-30,-23105
"Asset Management One Co., Ltd.",57110,2025-09-30,-390
abrdn plc,56855,2025-09-30,-68804
"DRW Securities, LLC",56053,2025-09-30,52847
"MidWestOne Financial Group, Inc.",53588,2025-09-30,5576
"apricus wealth, LLC",52912,2025-09-30,-1580
HSBC HOLDINGS PLC,52791,2025-09-30,-2584
EVERGREEN CAPITAL MANAGEMENT LLC,52253,2025-09-30,-2889
Quantinno Capital Management LP,52228,2025-09-30,-1081
Korea Investment CORP,52208,2025-09-30,700
NOMURA ASSET MANAGEMENT CO LTD,51633,2025-09-30,40
CREDIT AGRICOLE S A,50416,2025-09-30,50416
"Grantham, Mayo, Van Otterloo & Co. LLC",50022,2025-09-30,2711
"XPONANCE, INC.",49323,2025-09-30,-12801
INTECH INVESTMENT MANAGEMENT LLC,49021,2025-09-30,17327
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC",48572,2025-09-30,-145602
STATE OF MICHIGAN RETIREMENT SYSTEM,48500,2025-09-30,500
Greenwich Wealth Management LLC,48209,2025-09-30,207
State of New Jersey Common Pension Fund D,47837,2025-09-30,3845
"SG Americas Securities, LLC",46053,2025-09-30,34551
"Hartree Partners, LP",45000,2025-09-30,45000
Lansforsakringar Fondforvaltning AB (publ),43746,2025-09-30,138
Concorde Financial Corp,43308,2025-09-30,-904
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,42080,2025-09-30,-5523
Arizona State Retirement System,41494,2025-09-30,2338
Humankind Investments LLC,41449,2025-09-30,1082
"State of Alaska, Department of Revenue",41087,2025-09-30,18
DekaBank Deutsche Girozentrale,40687,2025-09-30,0
"HighTower Advisors, LLC",40330,2025-09-30,18707
Daiwa Securities Group Inc.,39124,2025-09-30,5758
BARINGS LLC,38342,2025-09-30,-8067
"Bleakley Financial Group, LLC",38109,2025-09-30,-555
LPL Financial LLC,37664,2025-09-30,-11762
DnB Asset Management AS,37576,2025-09-30,6443
"Resona Asset Management Co.,Ltd.",36958,2025-09-30,24
"Susquehanna Portfolio Strategies, LLC",36794,2025-09-30,0
"WOLVERINE TRADING, LLC",36592,2025-09-30,19500
"Inspire Advisors, LLC",36270,2025-09-30,-4574
Robeco Institutional Asset Management B.V.,35702,2025-09-30,-446
Czech National Bank,35568,2025-09-30,2715
"MetLife Investment Management, LLC",34654,2025-09-30,438
Federation des caisses Desjardins du Quebec,34560,2025-09-30,6683
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,33630,2025-09-30,666
Uncommon Cents Investing LLC,33096,2025-09-30,190
FORSTA AP-FONDEN,32500,2025-09-30,3800
SHELTON CAPITAL MANAGEMENT,30926,2025-09-30,-1000
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",30888,2025-09-30,-62856
MAVERICK CAPITAL LTD,30829,2025-09-30,30829
Retirement Systems of Alabama,29874,2025-09-30,1033
Lesa Sroufe & Co,29016,2025-09-30,-267
"WILEY BROS.-AINTREE CAPITAL, LLC",28628,2025-09-30,-910
DAVENPORT & Co LLC,28539,2025-09-30,-493
Cerity Partners LLC,28457,2025-09-30,1128
"PATTON ALBERTSON MILLER GROUP, LLC",28408,2025-09-30,904
Howard Capital Management Inc.,28136,2025-09-30,-4661
Weiss Asset Management LP,27582,2025-09-30,20482
Fruth Investment Management,26916,2025-09-30,-200
Handelsbanken Fonder AB,26600,2025-09-30,1700
AMALGAMATED BANK,26295,2025-09-30,408
"Metis Global Partners, LLC",26243,2025-09-30,3767
OSTRUM ASSET MANAGEMENT,26127,2025-09-30,-727
AMG National Trust Bank,26091,2025-09-30,447
FOSTER & MOTLEY INC,25413,2025-09-30,-3465
Catalyst Capital Advisors LLC,25220,2025-09-30,0
Monaco Asset Management SAM,25000,2025-09-30,5000
Mediolanum International Funds Ltd,24998,2025-09-30,-60356
"ASSETMARK, INC",24539,2025-09-30,1314
ProShare Advisors LLC,24527,2025-09-30,-15822
"Baird Financial Group, Inc.",24227,2025-09-30,467
"YOUSIF CAPITAL MANAGEMENT, LLC",23479,2025-09-30,-397
Capital Group Investment Management Pte. Ltd.,23298,2025-09-30,2752
"PNC FINANCIAL SERVICES GROUP, INC.",23143,2025-09-30,-8039
"Lido Advisors, LLC",22959,2025-09-30,504
"Summit Trail Advisors, LLC",22699,2025-09-30,12355
J. Safra Sarasin Holding AG,22681,2025-09-30,14536
"ExodusPoint Capital Management, LP",22483,2025-09-30,-143922
BALYASNY ASSET MANAGEMENT L.P.,22311,2025-09-30,-46384
"NorthCrest Asset Manangement, LLC",22142,2025-09-30,-734
"Mirae Asset Global Investments Co., Ltd.",22141,2025-09-30,2686
Vontobel Holding Ltd.,22006,2025-09-30,-14136
Utah Retirement Systems,21974,2025-09-30,100
PRUDENTIAL FINANCIAL INC,21918,2025-09-30,-1042
Police & Firemen's Retirement System of New Jersey,21593,2025-09-30,1393
"Empowered Funds, LLC",21067,2025-09-30,21067
"NATIXIS ADVISORS, L.P.",20977,2025-09-30,6412
"Vanguard Personalized Indexing Management, LLC",20742,2025-09-30,-1436
"Pacer Advisors, Inc.",20485,2025-09-30,6252
"IMC-Chicago, LLC",20319,2025-09-30,20319
CIBC Asset Management Inc,20159,2025-09-30,-19
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,20117,2025-09-30,-972
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,20107,2025-09-30,2790
Polianta Ltd,19200,2025-09-30,19200
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,19134,2025-09-30,723
CastleKnight Management LP,18900,2025-09-30,-6100
Waterfront Wealth Inc.,18659,2025-09-30,-59
"Beacon Pointe Advisors, LLC",18597,2025-09-30,-4801
NORDEA INVESTMENT MANAGEMENT AB,18514,2025-09-30,2857
PEAK6 LLC,18486,2025-09-30,-9557
"Cambridge Investment Research Advisors, Inc.",18413,2025-09-30,249
Jefferies Financial Group Inc.,18400,2025-09-30,18400
KEYBANK NATIONAL ASSOCIATION/OH,18332,2025-09-30,419
TEACHER RETIREMENT SYSTEM OF TEXAS,18326,2025-09-30,-2042
"SIMPLEX TRADING, LLC",18215,2025-09-30,8499
Investment Management Corp of Ontario,18081,2025-09-30,-9482
"Abbot Financial Management, Inc.",17330,2025-09-30,-2694
"Kovitz Investment Group Partners, LLC",17251,2025-09-30,428
CI INVESTMENTS INC.,17141,2025-09-30,-596
Tredje AP-fonden,17100,2025-09-30,3282
ACADIAN ASSET MANAGEMENT LLC,17096,2025-09-30,-135212
"CI Private Wealth, LLC",16805,2025-09-30,-7250
"State of Tennessee, Treasury Department",16787,2025-09-30,-18048
Cetera Investment Advisers,16080,2025-09-30,2218
"Sumitomo Mitsui DS Asset Management Company, Ltd",16042,2025-09-30,0
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,15916,2025-09-30,4327
"Orca Wealth Management, LLC",15804,2025-09-30,-160
"Manatuck Hill Partners, LLC",15500,2025-09-30,15500
MACQUARIE GROUP LTD,15372,2025-09-30,-1009
AXA Investment Managers S.A.,15318,2025-09-30,15318
Oak Thistle LLC,15292,2025-09-30,-13482
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,15185,2025-09-30,-234
GABELLI FUNDS LLC,15000,2025-09-30,0
COMMERZBANK AKTIENGESELLSCHAFT /FI,14482,2025-09-30,7493
"BOOTHBAY FUND MANAGEMENT, LLC",14449,2025-09-30,8439
"Pekin Hardy Strauss, Inc.",14405,2025-09-30,-200
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,13854,2025-09-30,0
"Savant Capital, LLC",13720,2025-09-30,-293
Generali Asset Management SPA SGR,13675,2025-09-30,1503
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,13292,2025-09-30,0
D.A. DAVIDSON & CO.,13131,2025-09-30,9405
NEOS Investment Management LLC,12971,2025-09-30,3919
Creative Planning,12959,2025-09-30,1576
"Aviance Capital Partners, LLC",12847,2025-09-30,-653
Assenagon Asset Management S.A.,12739,2025-09-30,-35695
ROTHSCHILD INVESTMENT LLC,12572,2025-09-30,-131
GREENWOOD CAPITAL ASSOCIATES LLC,12400,2025-09-30,70
PUBLIC SECTOR PENSION INVESTMENT BOARD,12092,2025-09-30,1879
Jupiter Wealth Management LLC,12058,2025-09-30,0
"Advisors Asset Management, Inc.",12037,2025-09-30,-129
"Rafferty Asset Management, LLC",11935,2025-09-30,552
PICTON MAHONEY ASSET MANAGEMENT,11731,2025-09-30,11731
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",11656,2025-09-30,-104
"ADVISOR GROUP HOLDINGS, INC.",11644,2025-09-30,-1079
REGIONS FINANCIAL CORP,11619,2025-09-30,27
LAZARD ASSET MANAGEMENT LLC,11323,2025-09-30,6125
"Twin Tree Management, LP",11287,2025-09-30,-79037
JANUS HENDERSON GROUP PLC,11157,2025-09-30,-38618
"Pathstone Holdings, LLC",11117,2025-09-30,230
"TOUNJIAN ADVISORY PARTNERS, LLC",10932,2025-09-30,10932
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,10774,2025-09-30,0
"Mutual Advisors, LLC",10424,2025-09-30,5
"TIAA TRUST, NATIONAL ASSOCIATION",10375,2025-09-30,-248
CROBAN,10365,2025-09-30,420
MIZUHO SECURITIES USA LLC,10200,2025-09-30,909
MACKENZIE FINANCIAL CORP,9841,2025-09-30,575
"Crossmark Global Holdings, Inc.",9752,2025-09-30,-584
"Brinker Capital Investments, LLC",9662,2025-09-30,-957
PEREGRINE CAPITAL MANAGEMENT LLC,9518,2025-09-30,0
"CAPITAL INSIGHT PARTNERS, LLC",9444,2025-09-30,-74
"J.W. COLE ADVISORS, INC.",9347,2025-09-30,-2700
Prospera Financial Services Inc,9327,2025-09-30,-1676
O'Brien Greene & Co. Inc,9243,2025-09-30,4356
"Colony Group, LLC",9201,2025-09-30,3832
"NISA INVESTMENT ADVISORS, LLC",9053,2025-09-30,354
"Allspring Global Investments Holdings, LLC",8947,2025-09-30,-6
TWIN CAPITAL MANAGEMENT INC,8934,2025-09-30,-163
RENAISSANCE TECHNOLOGIES LLC,8900,2025-09-30,-162200
"Mariner, LLC",8694,2025-09-30,-9643
BRADLEY FOSTER & SARGENT INC/CT,8462,2025-09-30,-1020
Kentucky Retirement Systems,8457,2025-09-30,-50
Sterling Capital Management LLC,8328,2025-09-30,-512
MARTINGALE ASSET MANAGEMENT L P,7970,2025-09-30,-27866
US BANCORP \DE\,7660,2025-09-30,-186
"Nikko Asset Management Americas, Inc.",7579,2025-09-30,-147
"Lummis Asset Management, LP",7471,2025-09-30,6471
Louisiana State Employees Retirement System,7300,2025-09-30,200
XTX Topco Ltd,7182,2025-09-30,7182
"Moors & Cabot, Inc.",7165,2025-09-30,-525
Optimize Financial Inc,7094,2025-09-30,426
INGALLS & SNYDER LLC,7016,2025-09-30,-644
DoubleLine ETF Adviser LP,7016,2025-09-30,7016
"COMMONWEALTH EQUITY SERVICES, LLC",7001,2025-09-30,-845
Kendall Capital Management,6880,2025-09-30,-2055
"Atria Investments, Inc",6778,2025-09-30,1675
"FOX RUN MANAGEMENT, L.L.C.",6771,2025-09-30,-6237
"SECURIAN ASSET MANAGEMENT, INC",6701,2025-09-30,-268
ROYAL LONDON ASSET MANAGEMENT LTD,6665,2025-09-30,-81149
"PERSONAL CFO SOLUTIONS, LLC",6598,2025-09-30,-247
"Bryce Point Capital, LLC",6585,2025-09-30,6585
"Callan Family Office, LLC",6500,2025-09-30,-2281
Maryland State Retirement & Pension System,6491,2025-09-30,0
"Norinchukin Bank, The",6475,2025-09-30,160
CX Institutional,6365,2025-09-30,984
Gulf International Bank (UK) Ltd,6337,2025-09-30,-259
EVERENCE CAPITAL MANAGEMENT INC,6321,2025-09-30,-1259
FIDUCIARY TRUST CO,6320,2025-09-30,82
MONETA GROUP INVESTMENT ADVISORS LLC,6221,2025-09-30,30
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,6100,2025-09-30,-400
OMERS ADMINISTRATION Corp,6045,2025-09-30,0
"EXCHANGE TRADED CONCEPTS, LLC",5984,2025-09-30,-10425
Centennial Wealth Advisory LLC,5866,2025-09-30,279
PRUDENTIAL PLC,5836,2025-09-30,0
GAMMA Investing LLC,5828,2025-09-30,-117
Investors Research Corp,5575,2025-09-30,0
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,5543,2025-09-30,-119818
"MML INVESTORS SERVICES, LLC",5462,2025-09-30,-341
Chesley Taft & Associates LLC,5423,2025-09-30,408
"GROUP ONE TRADING, L.P.",5409,2025-09-30,5409
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",5153,2025-09-30,951
"Dai-Ichi Life Insurance Company, Ltd",5144,2025-09-30,0
"Legacy Capital Group California, Inc.",5103,2025-09-30,1409
TOKIO MARINE ASSET MANAGEMENT CO LTD,5038,2025-09-30,511
QUADRANT CAPITAL GROUP LLC,5016,2025-09-30,-17
FIFTH THIRD BANCORP,4971,2025-09-30,-19
ORG Partners LLC,4966,2025-09-30,21
"Johnson Financial Group, Inc.",4955,2025-09-30,-475
WETHERBY ASSET MANAGEMENT INC,4906,2025-09-30,-472
STEVENS CAPITAL MANAGEMENT LP,4891,2025-09-30,31
GOULD ASSET MANAGEMENT LLC /CA/,4880,2025-09-30,230
"FEDERATED HERMES, INC.",4878,2025-09-30,-18742
"Game Creek Capital, LP",4875,2025-09-30,0
ALLSTATE CORP,4855,2025-09-30,4855
"Meixler Investment Management, Ltd.",4680,2025-09-30,-1286
Arkadios Wealth Advisors,4671,2025-09-30,-255
SYNOVUS FINANCIAL CORP,4641,2025-09-30,-21
DANSKE BANK A/S,4590,2025-09-30,0
Blackhawk Capital Partners LLC.,4564,2025-09-30,379
"LifeWealth Investments, LLC",4553,2025-09-30,328
CAPTRUST FINANCIAL ADVISORS,4530,2025-09-30,-2851
"CWM, LLC",4505,2025-09-30,-5414
M&T BANK CORP,4494,2025-09-30,-2249
"Financial Advisors Network, Inc.",4462,2025-09-30,309
"Sequoia Financial Advisors, LLC",4369,2025-09-30,-1625
Whalen Wealth Management Inc.,4327,2025-09-30,4327
"TWO SIGMA SECURITIES, LLC",4063,2025-09-30,4063
GREENLEAF TRUST,3954,2025-09-30,-267
"QRG CAPITAL MANAGEMENT, INC.",3914,2025-09-30,-2625
"Forum Financial Management, LP",3891,2025-09-30,-29
"Inspire Investing, LLC",3855,2025-09-30,-3500
DENALI ADVISORS LLC,3827,2025-09-30,-10
COMMERCE BANK,3788,2025-09-30,-61
RITHOLTZ WEALTH MANAGEMENT,3786,2025-09-30,-273
MUFG SECURITIES AMERICAS INC.,3777,2025-09-30,798
"Hennion & Walsh Asset Management, Inc.",3771,2025-09-30,-30
"Cornerstone Advisory, LLC",3755,2025-09-30,-20
Squarepoint Ops LLC,3735,2025-09-30,120
"Toroso Investments, LLC",3679,2025-09-30,-15780
INCEPTIONR LLC,3585,2025-09-30,3585
Kentucky Retirement Systems Insurance Trust Fund,3545,2025-09-30,-65
MERCER GLOBAL ADVISORS INC /ADV,3527,2025-09-30,-3098
GROUPAMA ASSET MANAGMENT,3474,2025-09-30,-330
"Ballentine Partners, LLC",3462,2025-09-30,-523
"Forza Wealth Management, LLC",3440,2025-09-30,0
"CAPSTONE INVESTMENT ADVISORS, LLC",3431,2025-09-30,-7808
NOMURA HOLDINGS INC,3390,2025-09-30,3390
Covestor Ltd,3322,2025-09-30,420
ZACKS INVESTMENT MANAGEMENT,3240,2025-09-30,3240
STRS OHIO,3221,2025-09-30,47
"Freestone Capital Holdings, LLC",3164,2025-09-30,-98
"Merit Financial Group, LLC",3069,2025-09-30,-3430
International Private Wealth Advisors LLC,3052,2025-09-30,-350
"Private Advisor Group, LLC",2984,2025-09-30,-259
INVESTORS ASSET MANAGEMENT OF GEORGIA INC /GA/ /ADV,2970,2025-09-30,2970
"Gitterman Wealth Management, LLC",2951,2025-09-30,589
HUNTINGTON NATIONAL BANK,2925,2025-09-30,2076
PARK AVENUE SECURITIES LLC,2898,2025-09-30,109
"Farther Finance Advisors, LLC",2885,2025-09-30,558
"Concurrent Investment Advisors, LLC",2854,2025-09-30,-216
"Checchi Capital Advisers, LLC",2854,2025-09-30,206
"SummitTX Capital, L.P.",2814,2025-09-30,2814
Wealthfront Advisers LLC,2813,2025-09-30,-459
"Cornerstone Select Advisors, LLC",2812,2025-09-30,-1727
"Applied Finance Capital Management, LLC",2807,2025-09-30,-390
COLDSTREAM CAPITAL MANAGEMENT INC,2791,2025-09-30,-547
TRUIST FINANCIAL CORP,2790,2025-09-30,-296
Meiji Yasuda Asset Management Co Ltd.,2786,2025-09-30,120
Integrated Quantitative Investments LLC,2754,2025-09-30,2754
CoreFirst Bank & Trust,2750,2025-09-30,0
"Watts Gwilliam & Co., LLC",2734,2025-09-30,0
"PATTON FUND MANAGEMENT, INC.",2722,2025-09-30,2722
MUFG Securities EMEA plc,2681,2025-09-30,2288
WEDBUSH SECURITIES INC,2654,2025-09-30,4
MAI Capital Management,2620,2025-09-30,-107
"Eagle Capital Management, LLC",2600,2025-09-30,0
"Glenmede Investment Management, LP",2581,2025-09-30,89
"Fieldview Capital Management, LLC",2578,2025-09-30,-5891
"Avidian Wealth Solutions, LLC",2556,2025-09-30,-212
"MISSION WEALTH MANAGEMENT, LP",2521,2025-09-30,-1
"Parvin Asset Management, LLC",2460,2025-09-30,0
"Parallel Advisors, LLC",2359,2025-09-30,-1933
"Advisory Services Network, LLC",2348,2025-09-30,2348
"HARBOR CAPITAL ADVISORS, INC.",2334,2025-09-30,-517
JONES FINANCIAL COMPANIES LLLP,2304,2025-09-30,-145
Vestcor Inc,2284,2025-09-30,0
Tower Research Capital LLC (TRC),2184,2025-09-30,-20488
"CIBC Private Wealth Group, LLC",2135,2025-09-30,-34
J.Safra Asset Management Corp,2065,2025-09-30,0
"Horizon Investments, LLC",2057,2025-09-30,-23
Siemens Fonds Invest GmbH,1952,2025-09-30,271
"SBI Securities Co., Ltd.",1807,2025-09-30,447
Compagnie Lombard Odier SCmA,1765,2025-09-30,0
"SRS Capital Advisors, Inc.",1709,2025-09-30,1191
Heartwood Wealth Advisors LLC,1693,2025-09-30,1693
BESSEMER GROUP INC,1421,2025-09-30,-17
"Steward Partners Investment Advisory, LLC",1391,2025-09-30,36
"SIGNATUREFD, LLC",1335,2025-09-30,-1078
OPTIMUM INVESTMENT ADVISORS,1280,2025-09-30,-360
"Ameritas Investment Partners, Inc.",1272,2025-09-30,0
ALERUS FINANCIAL  NA,1185,2025-09-30,0
"Westfuller Advisors, LLC",1155,2025-09-30,1155
Central Pacific Bank - Trust Division,1000,2025-09-30,0
Deseret Mutual Benefit Administrators,982,2025-09-30,87
Quarry LP,973,2025-09-30,-1494
Allworth Financial LP,941,2025-09-30,-92
Evelyn Partners Investment Management LLP,940,2025-09-30,0
"NewEdge Advisors, LLC",927,2025-09-30,5
"Pflug Koory, LLC",875,2025-09-30,0
"Quent Capital, LLC",872,2025-09-30,872
"Annis Gardner Whiting Capital Advisors, LLC",785,2025-09-30,785
Rosenberg Matthew Hamilton,766,2025-09-30,0
"EverSource Wealth Advisors, LLC",710,2025-09-30,-200
UBS ASSET MANAGEMENT AMERICAS INC,693,2025-09-30,-1487937
"CALDWELL SUTTER CAPITAL, INC.",685,2025-09-30,24
"Financial Perspectives, Inc",685,2025-09-30,0
Spire Wealth Management,681,2025-09-30,116
Bayforest Capital Ltd,641,2025-09-30,641
"IFP Advisors, Inc",566,2025-09-30,-624
MASSMUTUAL TRUST CO FSB/ADV,544,2025-09-30,-62
CLEAR STREET MARKETS LLC,537,2025-09-30,-4529
Crews Bank & Trust,500,2025-09-30,0
Compass Financial Services Inc,500,2025-09-30,500
Cromwell Holdings LLC,500,2025-09-30,158
WEXFORD CAPITAL LP,450,2025-09-30,-7894
