symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
TSLA,2029-12-31,187654277223,251423476147,207458731667,31262159172,41885753137,34561471164,20870341210,27962558664,23072932741,23259041526,33870154569,26554472347,12550643882,16815638628,13875200181,7.59133,9.68272,6.64924,11,2
TSLA,2028-12-31,151193715989,154400478916,152797097453,25188032402,25722261275,25455146838,16815307853,17171954328,16993631091,6014636101,36415124470,17531470330,10112098241,10326572113,10219335177,4.16687,10.41027,1.71945,12,7
TSLA,2027-12-31,127313079948,127675469129,127494274539,21209651221,21270023243,21239837232,14159375732,14199679561,14179527647,4374563821,25913673727,10034513460,8514919838,8539157056,8527038447,2.92682,7.40814,1.25059,34,20
TSLA,2026-12-31,98784500334,118199852839,107495996197,16456948484,19691438256,17908235256,10986513384,13145830173,11955379608,4958589901,10276074602,6657163180,6606878900,7905411386,7189518869,2.15431,2.9377,1.41755,34,24
TSLA,2025-12-31,91323722785,98692581743,95003139435,15214024429,16441635358,15826994784,10156748267,10976290476,10565961860,5159864821,6396792601,5778328711,6107889144,6600731225,6353974918,1.63674,1.8287,1.47509,34,25
TSLA,2024-12-31,97428250435,101090063914,99659355369,16231004792,16841042557,16602694469,10835675371,11242931192,11083812115,8059182122,9110401082,8584791602,6516170552,6761078995,6665390724,2.4542,2.60446,2.30394,30,26
TSLA,2023-12-31,86218739759,115517831941,95318000000,14363562642,19244628488,15879448803,9588987494,12847543920,10600979700,11920764243,17359174804,12390000000,5766459015,7726033172,6375033339,3.89072,4.9626,3.40788,15,12
TSLA,2022-12-30,74515886109,95066816100,82141808957,8451256459,12676884692,10564070576,12587376985,18881065481,15734221234,5460936341,8191404512,6826170427,3049942310,4574913468,3812427889,3.95584,4.76503,3.47841,11,19
TSLA,2021-12-30,48088537922,61351000839,53009897638,6222540492,9333810739,7778175616,10078959157,15118438736,12598698947,3641422676,5462134014,4551778345,2939271443,4408907166,3674089305,2.14522,2.58404,1.88631,15,10
TSLA,2020-12-30,28215015127,35996507515,31102527304,15740985249,23611477872,19676231561,6292253089,9438379634,7865316362,1746428838,2619643259,2183036049,12365515385,18548273078,15456894232,0.81515,0.98189,0.71677,23,16
TSLA,2019-12-30,21998244659,28065197754,24249535294,5018474813,7632302505,6325388659,45613000,1266188429,655900715,-1433231912,-329062941,-881147427,4984100512,7476150770,6230125641,1.2e-05,1.4454659e-05,1.0551719e-05,11,11
TSLA,2018-12-30,19377568232,24721758161,21360660000,12456436555,18884056737,15670246646,3847184569,6997703164,5422443867,2099149004,4586996630,3343072817,10421778962,15632668444,13027223703,-0.082877,-0.07287457,-0.0998299,6,5
TSLA,2017-12-30,10672589317,13616010477,11764817391,132981646,337625225,235303436,-1797932097,-1198621397,-1498276747,-2181290577,-1454193717,-1817742147,1872842029,2809263044,2341052537,-0.59452,-0.52277,-0.71613,11,10
TSLA,2016-12-30,6257657278,7983472850,6898063158,813638881,1334534318,1074086600,-429111337,-115781580,-272446459,-604415639,-359430847,-481923243,1399742160,2099613242,1749677701,-0.16166,-0.14215,-0.19473,6,7
TSLA,2015-12-30,4881602310,6227912104,5381183333,-1790598161,-1193732107,-1492165134,-3590749718,-2393833145,-2992291432,-4429783647,-2953189097,-3691486372,2771978457,4157967686,3464973072,-0.084685,-0.07446436,-0.10201,6,5
TSLA,2014-12-30,2803272259,4204908390,3504090325,67202937,116549325,91876131,-432667751,-288445167,-360556459,-707480721,-471653814,-589567268,945468432,1418202648,1181835540,0.75,0.92,0.58,12,12
TSLA,2013-12-30,1054760726,1582141089,1318450908,59070824,91129873,75100349,-88039913,-58693274,-73366594,-146837816,-90393210,-118615513,269102394,403653592,336377993,-0.245,-0.1,-0.39,13,13
TSLA,2012-12-30,283025277,424537917,353781597,-410191151,-273460767,-341825959,-438900935,-292600623,-365750779,-441255572,-294170381,-367712977,109768700,164653052,137210876,-2.86,-2.29,-3.43,11,11
TSLA,2011-12-30,168535601,252803404,210669503,-285440842,-190293894,-237867368,-302817561,-201878373,-252347967,-306563616,-204375743,-255469680,84563912,126845868,105704890,-2.27,-1.81,-2.73,14,14
