date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,FRT,USD,0000034903,2025-02-13,2025-02-13 16:13:16,2024,FY,304334000,342598000,0,16357000,-2535000,-796000,0,1550000,-3289000,-86191000,574563000,-246760000,0,0,0,-200066000,-446826000,-132891000,304045000,-6709000,-371586000,-45157000,-252298000,0,-124561000,135443000,260004000,574563000,-246760000,327803000,https://www.sec.gov/Archives/edgar/data/34903/000003490325000016/0000034903-25-000016-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490325000016/frt-20241231.htm
2023-12-31,FRT,USD,0000034903,2024-02-12,2024-02-12 16:14:54,2023,FY,247217000,321763000,0,14308000,2827000,3468000,0,0,-641000,-30285000,555830000,-311120000,0,0,0,-47205000,-358325000,211463000,131895000,-5019000,-359194000,-12994000,-33849000,0,163656000,260004000,96348000,555830000,-311120000,244710000,https://www.sec.gov/Archives/edgar/data/34903/000003490324000032/0000034903-24-000032-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490324000032/frt-20231231.htm
2022-12-31,FRT,USD,0000034903,2023-02-08,2023-02-08 16:13:24,2022,FY,395661000,302409000,0,13704000,-2840000,-12071000,0,0,9231000,-192165000,516769000,-416701000,-27347000,0,0,-341950000,-785998000,279125000,307275000,-4900000,-347284000,-43802000,190414000,0,-78815000,96348000,175163000,516769000,-416701000,100068000,https://www.sec.gov/Archives/edgar/data/34903/000003490323000020/0000034903-23-000020-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490323000020/frt-20221231.htm
2021-12-31,FRT,USD,0000034903,2022-02-10,2022-02-10 16:11:25,2021,FY,269081000,279976000,0,13009000,13101000,1214000,0,0,11887000,-103815000,471352000,-440514000,-3115000,0,0,-216489000,-660118000,-277643000,172981000,-2998000,-335656000,-9651000,-452967000,0,-641733000,175163000,816896000,471352000,-440514000,30838000,https://www.sec.gov/Archives/edgar/data/34903/000003490322000023/0000034903-22-000023-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490322000023/frt-20211231.htm
2020-12-31,FRT,USD,0000034903,2021-02-11,2021-02-11 16:14:25,2020,FY,135888000,255027000,0,0,-5470000,-6032000,0,5621000,-5059000,-15516000,369929000,-501936000,-3348000,0,0,136901000,-368383000,912408000,99177000,-4052000,-324596000,-21201000,661736000,0,663282000,816896000,153614000,369929000,-501936000,-132007000,https://www.sec.gov/Archives/edgar/data/34903/000003490321000020/0000034903-21-000020-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490321000020/frt-20201231.htm
2019-12-31,FRT,USD,0000034903,2020-02-10,2020-02-10 16:16:11,2019,FY,360542000,239758000,0,0,-24169000,-16128000,0,2327000,-10368000,-114212000,461919000,-409910000,-1052000,0,0,94430000,-316532000,98884000,143027000,-4626000,-313649000,-23741000,-100105000,0,45282000,153614000,108332000,461919000,-409910000,52009000,https://www.sec.gov/Archives/edgar/data/34903/000003490320000008/0000034903-20-000008-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490320000008/frt-1231201910k.htm
2018-12-31,FRT,USD,0000034903,2019-02-13,2019-02-13 16:19:29,2018,FY,249026000,244245000,0,0,15434000,917000,0,2650000,11867000,7983000,516688000,-368258000,36961000,0,0,139050000,-192247000,-57620000,130918000,-958000,-301194000,-12455000,-241309000,0,83132000,108332000,25200000,516688000,-368258000,148430000,https://www.sec.gov/Archives/edgar/data/34903/000003490319000013/0000034903-19-000013-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490319000013/frt-1231201810k.htm
2017-12-31,FRT,USD,0000034903,2018-02-13,2018-02-13 16:27:50,2017,FY,297870000,216050000,0,0,12814000,2059000,0,0,10755000,-67906000,458828000,-518936000,-696000,0,0,-318290000,-837922000,394876000,118583000,-4229000,-282995000,143210000,369445000,0,-9649000,25200000,34849000,459177000,-518936000,-59759000,https://www.sec.gov/Archives/edgar/data/34903/000003490318000009/0000034903-18-000009-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490318000009/frt-1231201710k.htm
2016-12-31,FRT,USD,0000034903,2017-02-13,2017-02-13 16:19:07,2016,FY,258883000,193585000,0,0,7238000,1868000,0,0,5370000,-32034000,427672000,-437280000,-7220000,0,0,-145721000,-590221000,135320000,329103000,-4451000,-267694000,-23440000,173289000,0,6289000,34849000,28560000,419254000,-437280000,-18026000,https://www.sec.gov/Archives/edgar/data/34903/000003490317000008/0000034903-17-000008-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490317000008/frt-1231201610k.htm
2015-12-31,FRT,USD,0000034903,2016-02-09,2016-02-09 16:23:43,2015,FY,218424000,174796000,0,0,-13471000,-9200000,0,0,-4271000,-10703000,369046000,-282533000,-2802000,0,0,-68428000,-353763000,109108000,110855000,-9211000,-243314000,-9626000,-32977000,0,-26905000,21046000,47951000,359835000,-282533000,77302000,https://www.sec.gov/Archives/edgar/data/34903/000003490316000045/0000034903-16-000045-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490316000045/frt-1231201510k.htm
2014-12-31,FRT,USD,0000034903,2015-02-10,2015-02-10 16:10:36,2014,FY,172289000,170814000,0,0,-2607000,-3063000,0,0,456000,5634000,346130000,-360958000,-6731000,0,0,-28461000,-396150000,15917000,216155000,0,-215216000,-7812000,9044000,0,-40976000,47951000,88927000,346130000,-360958000,-14828000,https://www.sec.gov/Archives/edgar/data/34903/000003490315000014/0000034903-15-000014-index.htm,https://www.sec.gov/Archives/edgar/data/34903/000003490315000014/frt-1231201410k.htm
