date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,dividend,paymentDate,adjDividend,declarationDate
2025-03-13,145.81,146.78,138.27,140.19,136.42,1894329,1894329,-5.62,-3.85,142.7625,"March 13, 25",-0.0385,,,,,
2025-03-12,148.08,149.68,142.79,145.93,142.01,1735462,1735462,-2.15,-1.45,146.62,"March 12, 25",-0.0145,,,,,
2025-03-11,142.21,145.99,139.82,143.01,139.17,2545525,2545525,0.8,0.56255,142.7575,"March 11, 25",0.0056255,,,,,
2025-03-10,147.46,148.61,139.44,141.24,137.44,3161018,3161018,-6.22,-4.22,144.1875,"March 10, 25",-0.0422,,,,,
2025-03-07,154.92,156.16,147.62,154.96,150.79,3354244,3354244,0.04,0.02581978,153.415,"March 07, 25",0.0002581978,,,,,
2025-03-06,158.28,160.63,152.44,153.37,149.25,2113100,2113100,-4.91,-3.1,156.18,"March 06, 25",-0.031,,,,,
2025-03-05,160.99,163,157.76,163,158.62,1701401,1701401,2.01,1.25,161.1875,"March 05, 25",0.0125,,,,,
2025-03-04,164.65,165.94,156.44,160.99,156.66,2907950,2907950,-3.66,-2.22,162.005,"March 04, 25",-0.0222,,,,,
2025-03-03,174.63,175.65,168.09,169.76,165.2,2140251,2140251,-4.87,-2.79,172.0325,"March 03, 25",-0.0279,,,,,
2025-02-28,166.67,171,165.22,170.94,166.34,2118628,2118628,4.27,2.56,168.4575,"February 28, 25",0.0256,,,,,
2025-02-27,170.71,171.69,166.3,167.12,162.63,1228521,1228521,-3.59,-2.1,168.955,"February 27, 25",-0.021,,,,,
2025-02-26,167.77,172.05,167.5,168.97,164.43,1076700,1076700,1.2,0.71526,169.0725,"February 26, 25",0.0071526,,,,,
2025-02-25,168.95,169.79,163.39,167.36,162.86,1911600,1911600,-1.59,-0.94111,167.3725,"February 25, 25",-0.0094111,,,,,
2025-02-24,174.33,174.77,168.37,168.91,164.37,1866623,1866623,-5.42,-3.11,171.595,"February 24, 25",-0.0311,,,,,
2025-02-21,180.82,181.04,172.65,174.09,169.41,1125436,1125436,-6.73,-3.72,177.15,"February 21, 25",-0.0372,,,,,
2025-02-20,186.74,187.29,176.29,179.69,174.86,1383222,1383222,-7.05,-3.78,182.5025,"February 20, 25",-0.0378,,,,,
2025-02-19,186.97,187.75,183.7,186.74,181.72,1331600,1331600,-0.23,-0.12301,186.29,"February 19, 25",-0.0012301,,,,,
2025-02-18,187.43,189.25,186.07,187.67,182.62,999080,999080,0.24,0.12805,187.605,"February 18, 25",0.0012805,,,,,
2025-02-14,185.02,187.04,183.92,186.18,181.17,784900,784900,1.16,0.62696,185.54,"February 14, 25",0.0062696,,,,,
2025-02-13,183.07,185.05,182.3,184.39,179.43,981283,981283,1.32,0.72104,183.7025,"February 13, 25",0.0072104,,,,,
2025-02-12,183.8,185.22,182.6,182.81,177.9,761429,761429,-0.99,-0.53863,183.6075,"February 12, 25",-0.0053863,,,,,
2025-02-11,187.98,188.24,183.48,186.37,181.36,798800,798800,-1.61,-0.85647,186.5175,"February 11, 25",-0.0085647,,,,,
2025-02-10,191.37,191.4,187.33,189.98,184.87,790305,790305,-1.39,-0.72634,190.02,"February 10, 25",-0.0072634,,,,,
2025-02-07,191.86,194.27,189.5,190.34,185.22,1163477,1163477,-1.52,-0.79224,191.4925,"February 07, 25",-0.0079224,,,,,
2025-02-06,188.07,191.82,186.3,191.67,186.52,1619649,1619649,3.6,1.91,189.465,"February 06, 25",0.0191,,,,,
2025-02-05,181.16,192.4,181.16,189.65,184.55,2501847,2501847,8.49,4.69,186.0925,"February 05, 25",0.0469,,,,,
2025-02-04,200,200.49,192.41,195.36,190.11,1964664,1964664,-4.64,-2.32,197.065,"February 04, 25",-0.0232,,,,,
2025-02-03,192.98,198.75,192.05,196.52,191.24,1095023,1095023,3.54,1.83,195.075,"February 03, 25",0.0183,,,,,
2025-01-31,199.19,199.94,197.74,198.22,192.89,1139700,1139700,-0.97,-0.48697,198.7725,"January 31, 25",-0.0048697,,,,,
2025-01-30,196.15,199.04,195.32,198.08,192.75,1247606,1247606,1.93,0.98394,197.1475,"January 30, 25",0.0098394,,,,,
2025-01-29,192.93,196.6,190.63,193.42,188.22,766231,766231,0.49,0.25398,193.395,"January 29, 25",0.0025398,,,,,
2025-01-28,190.67,194.16,188.86,193.6,188.4,723016,723016,2.93,1.54,191.8225,"January 28, 25",0.0154,,,,,
2025-01-27,191.41,192.94,187.58,190.19,185.08,735430,735430,-1.22,-0.63738,190.53,"January 27, 25",-0.0063738,,,,,
2025-01-24,195.44,197.53,195.08,197.32,192.02,780321,780321,1.88,0.96193,196.3425,"January 24, 25",0.0096193,,,,,
2025-01-23,195.17,196.35,194.46,195.9,190.63,925500,925500,0.73,0.37403,195.47,"January 23, 25",0.0037403,,,,,
2025-01-22,196.36,196.76,192.23,193.81,188.6,1157343,1157343,-2.55,-1.3,194.79,"January 22, 25",-0.013,,,,,
2025-01-21,192.58,195.23,191.56,194.72,189.49,984500,984500,2.14,1.11,193.5225,"January 21, 25",0.0111,,,,,
2025-01-17,189.5,192.01,188.53,191.32,186.18,721800,721800,1.82,0.96042,190.34,"January 17, 25",0.0096042,,,,,
2025-01-16,185.37,190.15,185.06,187.9,182.85,971300,971300,2.53,1.36,187.12,"January 16, 25",0.0136,,,,,
2025-01-15,184.1,185.49,182.24,184.5,179.54,786994,786994,0.4,0.21727,184.0825,"January 15, 25",0.0021727,,,,,
2025-01-14,176.15,180.38,176.06,179.17,174.35,791129,791129,3.02,1.71,177.94,"January 14, 25",0.0171,,,,,
2025-01-13,172.77,176.5,171.47,175.49,170.77,934422,934422,2.72,1.57,174.0575,"January 13, 25",0.0157,,,,,
2025-01-10,179.68,180.03,174.87,175.04,170.33,942894,942894,-4.64,-2.58,177.405,"January 10, 25",-0.0258,,,,,
2025-01-08,177.51,182.79,177.51,182.3,177.4,960992,960992,4.79,2.7,180.0275,"January 08, 25",0.027,,,,,
2025-01-07,181.28,182.37,173.73,178.37,173.57,1556835,1556835,-2.91,-1.61,178.9375,"January 07, 25",-0.0161,,,,,
2025-01-06,183.28,184.72,180.09,180.3,175.45,1326200,1326200,-2.98,-1.63,182.0975,"January 06, 25",-0.0163,,,,,
2025-01-03,180.13,181.87,178.97,181.11,176.24,1189700,1189700,0.98,0.54405,180.52,"January 03, 25",0.0054405,,,,,
2025-01-02,177.83,179.3,175.36,178.83,174.02,625314,625314,1,0.56233,177.83,"January 02, 25",0.0056233,,,,,
2024-12-31,180.11,180.35,176.38,177.03,172.27,591685,591685,-3.08,-1.71,178.4675,"December 31, 24",-0.0171,,,,,
2024-12-30,176.92,179.69,175.94,179.02,174.21,519777,519777,2.1,1.19,177.8925,"December 30, 24",0.0119,,,,,
2024-12-27,181.09,181.99,178.23,179.5,174.67,375432,375432,-1.59,-0.87802,180.2025,"December 27, 24",-0.0087802,,,,,
2024-12-26,180.08,182.98,179.04,182.72,177.81,439773,439773,2.64,1.47,181.205,"December 26, 24",0.0147,,,,,
2024-12-24,180.11,181.5,179.29,181.06,176.19,307500,307500,0.95,0.52746,180.49,"December 24, 24",0.0052746,,,,,
2024-12-23,175.4,179.16,174.27,179,174.19,845202,845202,3.6,2.05,176.9575,"December 23, 24",0.0205,,,,,
2024-12-20,170.25,177.51,169.01,176.04,171.31,2427226,2427226,5.79,3.4,173.2025,"December 20, 24",0.034,,,,,
2024-12-19,172.6,174.83,170.43,171.08,166.48,1412256,1412256,-1.52,-0.88065,172.235,"December 19, 24",-0.0088065,,,,,
2024-12-18,178.05,179.6,169.1,169.22,164.67,949400,949400,-8.83,-4.96,173.9925,"December 18, 24",-0.0496,,,,,
2024-12-17,181.1,182.25,177.18,178.33,173.54,1404403,1404403,-2.77,-1.53,179.715,"December 17, 24",-0.0153,2024-12-17,0.93,2024-12-31,0.93,2024-11-01
2024-12-16,182.28,184.49,181.75,183.7,177.86,1244515,1244515,1.42,0.77902,183.055,"December 16, 24",0.0077902,,,,,
2024-12-13,183.28,185.06,182.27,182.45,176.65,990700,990700,-0.83,-0.45286,183.265,"December 13, 24",-0.0045286,,,,,
2024-12-12,184.39,184.47,181.25,182.74,176.93,1271700,1271700,-1.65,-0.89484,183.2125,"December 12, 24",-0.0089484,,,,,
2024-12-11,178.23,183.87,177.54,182.45,176.65,1619500,1619500,4.22,2.37,180.5225,"December 11, 24",0.0237,,,,,
2024-12-10,176.09,178,174.48,176.11,170.51,1213465,1213465,0.02,0.01135783,176.17,"December 10, 24",0.0001135783,,,,,
2024-12-09,178.5,180.33,175.04,175.29,169.71,1615130,1615130,-3.21,-1.8,177.29,"December 09, 24",-0.018,,,,,
2024-12-06,176.91,178.72,175.78,178.07,172.41,1276900,1276900,1.16,0.6557,177.37,"December 06, 24",0.006557,,,,,
2024-12-05,176.85,179.4,175.61,177.07,171.44,915415,915415,0.22,0.1244,177.2325,"December 05, 24",0.001244,,,,,
2024-12-04,175.88,177.57,175.18,176.85,171.22,830838,830838,0.97,0.55151,176.37,"December 04, 24",0.0055151,,,,,
2024-12-03,175.12,176.29,174.01,175.05,169.48,833869,833869,-0.07,-0.03997259,175.1175,"December 03, 24",-0.0003997259,,,,,
2024-12-02,177.08,178.22,173.83,173.95,168.42,898559,898559,-3.13,-1.77,175.77,"December 02, 24",-0.0177,,,,,
2024-11-29,176.27,177.64,175.91,176.73,171.11,455300,455300,0.46,0.26096,176.6375,"November 29, 24",0.0026096,,,,,
2024-11-27,179.78,180.38,174.52,174.78,169.22,1213116,1213116,-5,-2.78,177.365,"November 27, 24",-0.0278,,,,,
2024-11-26,175.76,178.88,175,178.83,173.14,1586540,1586540,3.07,1.75,177.1175,"November 26, 24",0.0175,,,,,
2024-11-25,177,178.49,173.74,176.03,170.43,2048321,2048321,-0.97,-0.54802,176.315,"November 25, 24",-0.0054802,,,,,
2024-11-22,176,176.83,174.26,175.52,169.94,940886,940886,-0.48,-0.27273,175.6525,"November 22, 24",-0.0027273,,,,,
2024-11-21,172,176.31,171.1,175.01,169.44,1114588,1114588,3.01,1.75,173.605,"November 21, 24",0.0175,,,,,
2024-11-20,171.53,172.96,169.44,171.89,166.42,1294041,1294041,0.36,0.20988,171.455,"November 20, 24",0.0020988,,,,,
2024-11-19,166.28,170.45,165.44,170.35,164.93,723420,723420,4.07,2.45,168.13,"November 19, 24",0.0245,,,,,
2024-11-18,167.5,168.39,165.81,167.43,162.1,975500,975500,-0.07,-0.04179104,167.2825,"November 18, 24",-0.0004179104,,,,,
2024-11-15,168.34,168.6,166.66,167.21,161.89,1182552,1182552,-1.13,-0.67126,167.7025,"November 15, 24",-0.0067126,,,,,
2024-11-14,168.39,169.14,166.88,169.02,163.64,866400,866400,0.63,0.37413,168.3575,"November 14, 24",0.0037413,,,,,
2024-11-13,170.23,171.55,166.81,167.45,162.12,1090103,1090103,-2.78,-1.63,169.01,"November 13, 24",-0.0163,,,,,
2024-11-12,170.67,171.22,169.32,170.5,165.08,1037500,1037500,-0.17,-0.09960743,170.4275,"November 12, 24",-0.0009960743,,,,,
2024-11-11,172.12,175.07,170.94,171.38,165.93,1392275,1392275,-0.74,-0.42993,172.3775,"November 11, 24",-0.0042993,,,,,
2024-11-08,168.51,171.82,167.48,170.38,164.96,1118600,1118600,1.87,1.11,169.5475,"November 08, 24",0.0111,,,,,
2024-11-07,171.64,172.56,167.39,168.27,162.92,1577464,1577464,-3.37,-1.96,169.965,"November 07, 24",-0.0196,,,,,
2024-11-06,167.81,175.74,167.81,172.5,167.01,2848412,2848412,4.69,2.79,170.965,"November 06, 24",0.0279,,,,,
2024-11-05,160.79,164.82,160.44,164.44,159.21,904280,904280,3.65,2.27,162.6225,"November 05, 24",0.0227,,,,,
2024-11-04,160.25,161.14,158.33,159.68,154.6,1416500,1416500,-0.57,-0.35569,159.85,"November 04, 24",-0.0035569,,,,,
2024-11-01,170.71,170.71,158,161.87,156.72,2488037,2488037,-8.84,-5.18,165.3225,"November 01, 24",-0.0518,,,,,
2024-10-31,168.67,170.54,166.22,167.68,162.35,2569242,2569242,-0.99,-0.58694,168.2775,"October 31, 24",-0.0058694,,,,,
2024-10-30,170.99,171.67,168.88,169,163.62,1264900,1264900,-1.99,-1.16,170.135,"October 30, 24",-0.0116,,,,,
2024-10-29,170.9,171.76,170.36,170.4,164.98,982378,982378,-0.5,-0.29257,170.855,"October 29, 24",-0.0029257,,,,,
2024-10-28,170.68,171.77,170.4,170.98,165.54,781527,781527,0.3,0.17577,170.9575,"October 28, 24",0.0017577,,,,,
2024-10-25,171.41,171.78,168.05,169.47,164.08,636043,636043,-1.94,-1.13,170.1775,"October 25, 24",-0.0113,,,,,
2024-10-24,168.73,171.05,167.87,170.83,165.4,860700,860700,2.1,1.24,169.62,"October 24, 24",0.0124,,,,,
2024-10-23,167.96,169.87,166.16,167.38,162.06,719631,719631,-0.58,-0.34532,167.8425,"October 23, 24",-0.0034532,,,,,
2024-10-22,167.28,168.52,166.18,167.78,162.44,761922,761922,0.5,0.2989,167.44,"October 22, 24",0.002989,,,,,
2024-10-21,169.71,171.76,168.44,168.69,163.32,888067,888067,-1.02,-0.60103,169.65,"October 21, 24",-0.0060103,,,,,
2024-10-18,168.53,170.52,168.16,169.89,164.49,1121315,1121315,1.36,0.80698,169.275,"October 18, 24",0.0080698,,,,,
2024-10-17,165.97,171.14,164.8,168.73,163.36,2114928,2114928,2.76,1.66,167.66,"October 17, 24",0.0166,,,,,
2024-10-16,163.3,164.33,161.9,163.48,158.28,903718,903718,0.18,0.11023,163.2525,"October 16, 24",0.0011023,,,,,
2024-10-15,164.28,164.6,162.01,162.63,157.46,1044640,1044640,-1.65,-1,163.38,"October 15, 24",-0.01,,,,,
2024-10-14,163,164.55,161.69,163.35,158.15,596244,596244,0.35,0.21472,163.1475,"October 14, 24",0.0021472,,,,,
2024-10-11,157.83,162.37,157.83,161.95,156.8,1196349,1196349,4.12,2.61,159.995,"October 11, 24",0.0261,,,,,
2024-10-10,158.58,159.34,156.39,157.81,152.79,1827927,1827927,-0.77,-0.48556,158.03,"October 10, 24",-0.0048556,,,,,
2024-10-09,153.48,158.46,153.3,158.16,153.13,4636200,4636200,4.68,3.05,155.85,"October 09, 24",0.0305,,,,,
2024-10-08,155,158.48,152.71,153.38,148.5,5101231,5101231,-1.62,-1.05,154.8925,"October 08, 24",-0.0105,,,,,
2024-10-07,160.43,161.56,159.8,160.56,155.45,1141800,1141800,0.13,0.08103223,160.5875,"October 07, 24",0.0008103223,,,,,
2024-10-04,159.19,160.39,157.89,160.39,155.29,1052709,1052709,1.2,0.75382,159.465,"October 04, 24",0.0075382,,,,,
2024-10-03,157.98,159.3,156.52,157.05,152.05,674200,674200,-0.93,-0.58868,157.7125,"October 03, 24",-0.0058868,,,,,
2024-10-02,155.84,159.86,155.84,158.05,153.02,556000,556000,2.21,1.42,157.3975,"October 02, 24",0.0142,,,,,
2024-10-01,155.74,157.26,153,156.31,151.34,1129144,1129144,0.57,0.36599,155.5775,"October 01, 24",0.0036599,,,,,
2024-09-30,156.4,156.85,153.93,155.84,150.88,1152200,1152200,-0.56,-0.35806,155.755,"September 30, 24",-0.0035806,,,,,
2024-09-27,158.34,158.39,156.38,156.91,151.92,513300,513300,-1.43,-0.90312,157.505,"September 27, 24",-0.0090312,,,,,
2024-09-26,158.82,159.95,155.73,156.05,151.09,661457,661457,-2.77,-1.74,157.6375,"September 26, 24",-0.0174,,,,,
2024-09-25,157.63,158.39,157.16,158.05,153.02,733506,733506,0.42,0.26645,157.8075,"September 25, 24",0.0026645,,,,,
2024-09-24,156.5,157.82,155.29,157.33,152.33,1004300,1004300,0.83,0.53035,156.735,"September 24, 24",0.0053035,,,,,
2024-09-23,157.66,158.5,155.4,156.25,151.28,583742,583742,-1.41,-0.89433,156.9525,"September 23, 24",-0.0089433,,,,,
2024-09-20,155.58,157.3,153.27,156.66,151.68,1633700,1633700,1.08,0.69418,155.7025,"September 20, 24",0.0069418,,,,,
2024-09-19,156.74,157.53,154.39,156.51,151.53,1118800,1118800,-0.23,-0.14674,156.2925,"September 19, 24",-0.0014674,,,,,
2024-09-18,153.9,155.65,150.81,152.35,147.5,882200,882200,-1.55,-1.01,153.1775,"September 18, 24",-0.0101,,,,,
2024-09-17,150,153.71,149.03,152.8,147.94,1108400,1108400,2.8,1.87,151.385,"September 17, 24",0.0187,,,,,
2024-09-16,146.66,149.41,146.5,149.39,144.64,614043,614043,2.73,1.86,147.99,"September 16, 24",0.0186,2024-09-16,0.93,2024-09-30,0.93,2024-08-02
2024-09-13,144.4,147.48,143.04,147.4,141.81,989800,989800,3,2.08,145.58,"September 13, 24",0.0208,,,,,
2024-09-12,141.69,143.99,140.48,143.84,138.39,717200,717200,2.15,1.52,142.5,"September 12, 24",0.0152,,,,,
2024-09-11,140.11,141.59,137.5,141.46,136.1,573600,573600,1.35,0.96353,140.165,"September 11, 24",0.0096353,,,,,
2024-09-10,140.07,141.04,137.87,140.09,134.78,1156500,1156500,0.02,0.01427857,139.7675,"September 10, 24",0.0001427857,,,,,
2024-09-09,138.93,142.44,137.93,140.08,134.77,1098946,1098946,1.15,0.82775,139.845,"September 09, 24",0.0082775,,,,,
2024-09-06,141.05,141.56,136.12,137.45,132.24,981200,981200,-3.6,-2.55,139.045,"September 06, 24",-0.0255,,,,,
2024-09-05,141.2,141.99,139.83,141.05,135.7,600002,600002,-0.15,-0.10623,141.0175,"September 05, 24",-0.0010623,,,,,
2024-09-04,142.01,142.69,140.17,140.86,135.52,906147,906147,-1.15,-0.8098,141.4325,"September 04, 24",-0.008098,,,,,
2024-09-03,145.6,146.11,141.54,142.02,136.63,900956,900956,-3.58,-2.46,143.8175,"September 03, 24",-0.0246,,,,,
2024-08-30,144.91,146.43,143.88,146.4,140.85,1607467,1607467,1.49,1.03,145.405,"August 30, 24",0.0103,,,,,
2024-08-29,145.91,146.19,144.35,144.35,138.88,816126,816126,-1.56,-1.07,145.2,"August 29, 24",-0.0107,,,,,
2024-08-28,145.84,146.94,144.61,145.19,139.68,942100,942100,-0.65,-0.44569,145.645,"August 28, 24",-0.0044569,,,,,
2024-08-27,145.59,148.2,145.33,146.14,140.6,967503,967503,0.55,0.37777,146.315,"August 27, 24",0.0037777,,,,,
2024-08-26,147.5,148.13,145.72,146.96,141.39,740300,740300,-0.54,-0.3661,147.0775,"August 26, 24",-0.003661,,,,,
2024-08-23,144.49,147.54,143.54,147,141.43,1165500,1165500,2.51,1.74,145.6425,"August 23, 24",0.0174,,,,,
2024-08-22,144.72,145.11,143.38,143.5,138.06,806900,806900,-1.22,-0.84301,144.1775,"August 22, 24",-0.0084301,,,,,
2024-08-21,144.44,145.15,143.01,144.5,139.02,802088,802088,0.06,0.04153974,144.275,"August 21, 24",0.0004153974,,,,,
2024-08-20,144.79,145.06,143.65,144.71,139.22,1027700,1027700,-0.08,-0.05525243,144.5525,"August 20, 24",-0.0005525243,,,,,
2024-08-19,145.48,145.78,143.92,144.58,139.1,567300,567300,-0.9,-0.61864,144.94,"August 19, 24",-0.0061864,,,,,
2024-08-16,145.02,146.02,144.08,145,139.5,1067344,1067344,-0.02,-0.0137912,145.03,"August 16, 24",-0.000137912,,,,,
2024-08-15,145.36,146.48,144.07,145.6,140.08,988200,988200,0.24,0.16511,145.3775,"August 15, 24",0.0016511,,,,,
2024-08-14,142.24,144.16,142.24,143.83,138.38,866900,866900,1.59,1.12,143.1175,"August 14, 24",0.0112,,,,,
2024-08-13,141.1,142.37,141.09,141.54,136.17,634420,634420,0.44,0.31184,141.525,"August 13, 24",0.0031184,,,,,
2024-08-12,141.54,141.9,139.3,140.34,135.02,689444,689444,-1.2,-0.84782,140.77,"August 12, 24",-0.0084782,,,,,
2024-08-09,139.37,142.04,138.43,141.54,136.17,639906,639906,2.17,1.56,140.345,"August 09, 24",0.0156,,,,,
2024-08-08,137.04,139.62,135.87,138.96,133.69,806730,806730,1.92,1.4,137.8725,"August 08, 24",0.014,,,,,
2024-08-07,139.03,139.68,135.28,135.28,130.15,1170507,1170507,-3.75,-2.7,137.3175,"August 07, 24",-0.027,,,,,
2024-08-06,133.44,138.77,133.21,135.75,130.6,1443640,1443640,2.31,1.73,135.2925,"August 06, 24",0.0173,,,,,
2024-08-05,131,136.67,128,133.73,128.66,1875900,1875900,2.73,2.08,132.35,"August 05, 24",0.0208,,,,,
2024-08-02,143.69,144.95,137.61,139.26,133.98,2114036,2114036,-4.43,-3.08,141.3775,"August 02, 24",-0.0308,,,,,
2024-08-01,152.57,153.92,147.37,149.16,143.5,1430733,1430733,-3.41,-2.24,150.755,"August 01, 24",-0.0224,,,,,
2024-07-31,152.69,155.53,152,153.2,147.39,1700761,1700761,0.51,0.33401,153.355,"July 31, 24",0.0033401,,,,,
2024-07-30,146.25,149.97,146.25,149.58,143.91,1787500,1787500,3.33,2.28,148.0125,"July 30, 24",0.0228,,,,,
2024-07-29,147.83,147.83,145.2,145.35,139.84,1055600,1055600,-2.48,-1.68,146.5525,"July 29, 24",-0.0168,,,,,
2024-07-26,147.6,148.43,145.61,147.1,141.52,664835,664835,-0.5,-0.33875,147.185,"July 26, 24",-0.0033875,,,,,
2024-07-25,144.51,148.38,143.89,145.3,139.79,1056205,1056205,0.79,0.54667,145.52,"July 25, 24",0.0054667,,,,,
2024-07-24,149.1,149.78,144,144.51,139.03,1109000,1109000,-4.59,-3.08,146.8475,"July 24, 24",-0.0308,,,,,
2024-07-23,151,152.63,150.01,150.79,145.07,741946,741946,-0.21,-0.13907,151.1075,"July 23, 24",-0.0013907,,,,,
2024-07-22,148.47,150.83,147.42,150.79,145.07,998617,998617,2.32,1.56,149.3775,"July 22, 24",0.0156,,,,,
2024-07-19,147.34,149.46,146.91,147.3,141.71,708509,708509,-0.04,-0.02714809,147.7525,"July 19, 24",-0.0002714809,,,,,
2024-07-18,144.26,148.23,144.26,147.39,141.8,1748540,1748540,3.13,2.17,146.035,"July 18, 24",0.0217,,,,,
2024-07-17,146.16,146.9,142.41,143.72,138.27,855544,855544,-2.44,-1.67,144.7975,"July 17, 24",-0.0167,,,,,
2024-07-16,146.5,148.72,145.97,148,142.39,1740347,1740347,1.5,1.02,147.2975,"July 16, 24",0.0102,,,,,
2024-07-15,143.31,145.99,141.17,145.98,140.44,1014505,1014505,2.67,1.86,144.1125,"July 15, 24",0.0186,,,,,
2024-07-12,143.26,143.8,141.83,142.55,137.14,887300,887300,-0.71,-0.4956,142.86,"July 12, 24",-0.004956,,,,,
2024-07-11,140.48,142.32,139.2,141.1,135.75,1457700,1457700,0.62,0.44134,140.775,"July 11, 24",0.0044134,,,,,
2024-07-10,135.91,139.01,135.11,138.74,133.48,906468,906468,2.83,2.08,137.1925,"July 10, 24",0.0208,,,,,
2024-07-09,135.73,136.5,133.84,134.78,129.67,865137,865137,-0.95,-0.69992,135.2125,"July 09, 24",-0.0069992,,,,,
2024-07-08,138.44,139.26,135.72,135.77,130.62,746400,746400,-2.67,-1.93,137.2975,"July 08, 24",-0.0193,,,,,
2024-07-05,138.35,138.4,136.5,138.26,133.02,601914,601914,-0.09,-0.0650524,137.8775,"July 05, 24",-0.000650524,,,,,
2024-07-03,136,139.11,135.52,138.35,133.1,554717,554717,2.35,1.73,137.245,"July 03, 24",0.0173,,,,,
2024-07-02,135.26,136.44,135,135.45,130.31,786942,786942,0.19,0.14047,135.5375,"July 02, 24",0.0014047,,,,,
2024-07-01,134.38,136.65,133.22,136.2,131.04,1687100,1687100,1.82,1.35,135.1125,"July 01, 24",0.0135,,,,,
2024-06-28,136.39,137.35,133.18,133.28,128.23,2650500,2650500,-3.11,-2.28,135.05,"June 28, 24",-0.0228,,,,,
2024-06-27,135.06,136.49,134.52,135.95,130.79,1097100,1097100,0.89,0.65897,135.505,"June 27, 24",0.0065897,,,,,
2024-06-26,134.37,135.98,133.63,135.45,130.31,1227605,1227605,1.08,0.80375,134.8575,"June 26, 24",0.0080375,,,,,
2024-06-25,133.2,135.44,132.61,135.35,130.22,1598372,1598372,2.15,1.61,134.15,"June 25, 24",0.0161,,,,,
2024-06-24,132.1,134.43,131.65,133.85,128.77,2027913,2027913,1.75,1.32,133.0075,"June 24, 24",0.0132,,,,,
2024-06-21,134.21,134.21,130.68,131.79,126.79,2799100,2799100,-2.42,-1.8,132.7225,"June 21, 24",-0.018,,,,,
2024-06-20,134.96,135.73,133.91,134.71,129.6,1539624,1539624,-0.25,-0.18524,134.8275,"June 20, 24",-0.0018524,,,,,
2024-06-18,134.05,135.2,133.04,135,129.88,1567600,1567600,0.95,0.70869,134.3225,"June 18, 24",0.0070869,,,,,
2024-06-17,132.92,134.39,131.74,134.03,128.95,1208429,1208429,1.11,0.83509,133.27,"June 17, 24",0.0083509,,,,,
2024-06-14,131.51,133.24,130.94,132.63,127.6,1315501,1315501,1.12,0.85165,132.08,"June 14, 24",0.0085165,2024-06-14,0.93,2024-06-28,0.93,2024-05-02
2024-06-13,132.43,134.13,129.7,133.76,127.79,3758100,3758100,1.33,1,132.505,"June 13, 24",0.01,,,,,
2024-06-12,138.18,139.08,136.83,137.49,131.36,789642,789642,-0.69,-0.49935,137.895,"June 12, 24",-0.0049935,,,,,
2024-06-11,136.49,137.03,134.5,135.78,129.72,969900,969900,-0.71,-0.52018,135.95,"June 11, 24",-0.0052018,,,,,
2024-06-10,132.44,137.83,132,136.84,130.74,1328939,1328939,4.4,3.32,134.7775,"June 10, 24",0.0332,,,,,
2024-06-07,133.53,135.34,132.06,132.93,127,967093,967093,-0.6,-0.44934,133.465,"June 07, 24",-0.0044934,,,,,
2024-06-06,139.16,139.99,133.28,134,128.02,1206700,1206700,-5.16,-3.71,136.6075,"June 06, 24",-0.0371,,,,,
2024-06-05,136.33,139.94,135.74,139.56,133.33,1153651,1153651,3.23,2.37,137.8925,"June 05, 24",0.0237,,,,,
2024-06-04,137.28,137.87,135.12,135.19,129.16,1605201,1605201,-2.09,-1.52,136.365,"June 04, 24",-0.0152,,,,,
2024-06-03,141.46,141.65,136.31,138.2,132.04,1615539,1615539,-3.26,-2.3,139.405,"June 03, 24",-0.023,,,,,
2024-05-31,143.44,145.28,139.07,140.17,133.92,2689634,2689634,-3.27,-2.28,141.99,"May 31, 24",-0.0228,,,,,
2024-05-30,141.85,143.61,141.85,142.98,136.6,761973,761973,1.13,0.79662,142.5725,"May 30, 24",0.0079662,,,,,
2024-05-29,142.87,143.77,142.14,142.17,135.83,748220,748220,-0.7,-0.48996,142.7375,"May 29, 24",-0.0048996,,,,,
2024-05-28,146.25,147.99,144.26,144.34,137.9,1140156,1140156,-1.91,-1.31,145.71,"May 28, 24",-0.0131,,,,,
2024-05-24,145.5,146.76,145.13,146.01,139.5,615199,615199,0.51,0.35052,145.85,"May 24, 24",0.0035052,,,,,
2024-05-23,145.88,145.99,143.7,144.75,138.29,1109800,1109800,-1.13,-0.77461,145.08,"May 23, 24",-0.0077461,,,,,
2024-05-22,145.06,147.05,143.22,144.75,138.29,1313762,1313762,-0.31,-0.2137,145.02,"May 22, 24",-0.002137,,,,,
2024-05-21,143.96,147.26,137.54,143.62,137.21,2587507,2587507,-0.34,-0.23618,143.095,"May 21, 24",-0.0023618,,,,,
2024-05-20,145.14,145.62,143.06,144.56,138.11,1265418,1265418,-0.58,-0.39961,144.595,"May 20, 24",-0.0039961,,,,,
2024-05-17,147.01,147.89,145.07,145.6,139.11,873200,873200,-1.41,-0.95912,146.3925,"May 17, 24",-0.0095912,,,,,
2024-05-16,149.53,150.12,146.53,146.66,140.12,1618407,1618407,-2.87,-1.92,148.21,"May 16, 24",-0.0192,,,,,
2024-05-15,146.7,149.97,145.98,149.82,143.14,2118736,2118736,3.12,2.13,148.1175,"May 15, 24",0.0213,,,,,
