holder,shares,dateReported,change
VANGUARD GROUP INC,26227049,2025-09-30,597916
"BlackRock, Inc.",20697588,2025-09-30,69035
STATE STREET CORP,11551733,2025-09-30,120870
"Aristotle Capital Management, LLC",6299537,2025-09-30,-286638
"GEODE CAPITAL MANAGEMENT, LLC",5005763,2025-09-30,55767
GQG Partners LLC,3953478,2025-09-30,2480358
Amundi,3896418,2025-09-30,-30123
PRICE T ROWE ASSOCIATES INC /MD/,3611671,2025-09-30,-173882
Invesco Ltd.,3384097,2025-09-30,-57907
NORTHERN TRUST CORP,3368273,2025-09-30,-11592
Legal & General Group Plc,3361051,2025-09-30,4415
MORGAN STANLEY,3288545,2025-09-30,-98439
BANK OF AMERICA CORP /DE/,2779526,2025-09-30,98042
VICTORY CAPITAL MANAGEMENT INC,2736206,2025-09-30,-365899
Pictet Asset Management Holding SA,2616694,2025-09-30,-894963
UBS ASSET MANAGEMENT AMERICAS INC,2596125,2025-09-30,2058656
GOLDMAN SACHS GROUP INC,2293093,2025-09-30,481128
DEUTSCHE BANK AG\,2215199,2025-09-30,318503
NORDEA INVESTMENT MANAGEMENT AB,2171839,2025-09-30,-139752
"Allspring Global Investments Holdings, LLC",2149763,2025-09-30,-120657
AMERIPRISE FINANCIAL INC,1871808,2025-09-30,40696
Impax Asset Management Group plc,1729024,2025-09-30,-6175
Mirova US LLC,1626653,2025-09-30,-53521
GROUPAMA ASSET MANAGMENT,1500000,2025-09-30,0
"JANE STREET GROUP, LLC",1459663,2025-09-30,1421338
ROYAL BANK OF CANADA,1436538,2025-09-30,-805340
WELLS FARGO & COMPANY/MN,1414391,2025-09-30,-5489
GREAT WEST LIFE ASSURANCE CO /CAN/,1243967,2025-09-30,48373
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1200805,2025-09-30,-2042
Bank of New York Mellon Corp,1153077,2025-09-30,-1863
CITADEL ADVISORS LLC,1115699,2025-09-30,1062981
FIRST TRUST ADVISORS LP,1003857,2025-09-30,67510
RAYMOND JAMES FINANCIAL INC,996344,2025-09-30,-47555
UBS Group AG,983028,2025-09-30,-36456
STIFEL FINANCIAL CORP,903667,2025-09-30,-12541
