symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
Q,2024-12-31,95.3,209433618,19959023795,166000000,191000000,19984023795
Q,2023-12-31,95.3,209433618,19959023795,139000000,222000000,20042023795
Q,2022-12-31,95.3,209433618,19959023795,0,0,19959023795
