symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
WAB,2024-12-31,189.59,174100000,33007619000,706000000,4288000000,36589619000
WAB,2023-12-31,126.9,178800000,22689720000,620000000,4069000000,26138720000
WAB,2022-12-31,99.81,182200000,18185382000,541000000,4002000000,21646382000
WAB,2021-12-31,92.11,187700000,17289047000,473000000,4058000000,20874047000
WAB,2020-12-31,73.2,189900000,13900680000,599000000,4239000000,17540680000
WAB,2019-12-31,77.8,170500000,13264900000,604200000,4429300000,17090000000
WAB,2018-12-31,70.25,96000000,6744000000,580900000,3856900000,10020000000
WAB,2017-12-31,81.43,95500000,7776565000,233401000,1870528000,9413692000
WAB,2016-12-31,83.02,90359000,7501604180,398484000,1892776000,8995896180
WAB,2015-12-31,71.12,96074000,6832782880,226191000,692238000,7298829880
WAB,2014-12-31,86.89,95781000,8322411090,425849000,521195000,8417757090
WAB,2013-12-31,74.27,95463000,7090037010,285760000,450709000,7254986010
WAB,2012-12-31,43.77,95469000,4178678130,215766000,317896000,4280808130
WAB,2011-12-31,34.98,95639000,3345452219,285615000,395873000,3455710219
WAB,2010-12-31,26.45,95194000,2517881300,236941000,422075000,2703015300
WAB,2009-12-31,20.42,94998000,1939859160,188659000,391780000,2142980160
WAB,2008-12-31,19.88,96464000,1917704320,141805000,387080000,2162979320
WAB,2007-12-31,17.22,97060000,1671373200,234689000,150250000,1586934200
WAB,2006-12-31,15.19,96644000,1468022360,187979000,150000000,1430043360
WAB,2005-12-31,13.45,93690000,1260130500,141365000,150000000,1268765500
WAB,2004-12-31,10.66,89986000,959250760,95257000,150107000,1014100760
WAB,2003-12-31,8.52,87076000,741887520,70328000,193423000,864982520
WAB,2002-12-31,7.02,86582000,607805640,19210000,195151000,783746640
WAB,2001-12-31,6.15,85898000,528272700,53949000,241870000,716193700
WAB,2000-12-31,5.88,86636000,509419680,6071000,540197000,1043545680
WAB,1999-12-31,8.88,86518000,768279840,7056000,568587000,1329810840
WAB,1998-12-31,12.22,50327869,615006559,9000000,573600000,1179606559
WAB,1997-12-31,12.81,51904762,664900001,800000,364900000,1029000001
WAB,1996-12-31,6.31,56869565,358846955,600000,341700000,699946955
WAB,1995-12-31,5.31,53070866,281806298,200000,305900000,587506298
WAB,1994-12-31,7.5,80000000,600000000,1000000,78100000,677100000
WAB,1993-12-31,7.5,80285714,602142855,0,107900000,710042855
