date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2025-09-30,RJF,USD,0000720005,2025-11-25,2025-11-25 16:34:29,2025,FY,2135000000,195000000,-52000000,254000000,-107000000,-106000000,0,0,-1000000,9000000,2434000000,-188000000,0,-275000000,304000000,-4162000000,-4321000000,-250000000,0,-1267000000,-416000000,4294000000,2361000000,-35000000,439000000,14787000000,14348000000,2434000000,-188000000,2246000000,https://www.sec.gov/Archives/edgar/data/720005/000072000525000093/0000720005-25-000093-index.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000525000093/rjf-20250930.htm
2024-09-30,RJF,USD,0000720005,2024-11-26,2024-11-26 16:53:21,2024,FY,2068000000,179000000,-83000000,254000000,4000000,-362000000,0,0,366000000,-267000000,2155000000,-205000000,0,-545000000,2030000000,-2248000000,-968000000,-50000000,0,-984000000,-383000000,1855000000,438000000,175000000,1800000000,14348000000,12548000000,2155000000,-205000000,1950000000,https://www.sec.gov/Archives/edgar/data/720005/000072000524000069/0000720005-24-000069-index.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000524000069/rjf-20240930.htm
2023-09-30,RJF,USD,0000720005,2023-11-21,2023-11-21 16:04:58,2023,FY,1739000000,165000000,-88000000,237000000,-5773000000,257000000,0,0,-6030000000,206000000,-3514000000,-173000000,0,-712000000,1262000000,-651000000,-274000000,-191000000,0,-862000000,-355000000,2846000000,1438000000,239000000,-2111000000,12548000000,14659000000,-3514000000,-173000000,-3687000000,https://www.sec.gov/Archives/edgar/data/720005/000072000523000079/0000720005-23-000079-index.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000523000079/rjf-20230930.htm
2022-09-30,RJF,USD,0000720005,2022-11-22,2022-11-22 16:40:10,2022,FY,1509000000,145000000,-16000000,192000000,-2148000000,-203000000,0,0,-1945000000,390000000,72000000,-91000000,1461000000,-3069000000,1788000000,-7240000000,-7151000000,58000000,0,-216000000,-277000000,6314000000,5879000000,-590000000,-1790000000,14659000000,16449000000,72000000,-91000000,-19000000,https://www.sec.gov/Archives/edgar/data/720005/000072000522000066/0000720005-22-000066-index.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000522000066/rjf-20220930.htm
2021-09-30,RJF,USD,0000720005,2021-11-23,2021-11-23 15:56:46,2021,FY,1403000000,134000000,-37000000,132000000,5011000000,-420000000,0,0,5431000000,4000000,6647000000,-74000000,-266000000,-4218000000,3177000000,-3759000000,-5140000000,-138000000,0,-150000000,-218000000,5738000000,5232000000,76000000,6815000000,16449000000,9634000000,6647000000,-74000000,6573000000,https://www.sec.gov/Archives/edgar/data/720005/000072000521000106/0000720005-21-000106-index.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000521000106/rjf-20210930.htm
2020-09-30,RJF,USD,0000720005,2020-11-24,2020-11-24 15:48:16,2020,FY,818000000,119000000,-39000000,120000000,2684000000,127000000,0,2486000000,71000000,371000000,4073000000,-124000000,-5000000,-5710000000,1415000000,-561000000,-4985000000,489000000,0,-291000000,-205000000,4581000000,4574000000,1000000,3663000000,9634000000,5971000000,4073000000,-124000000,3949000000,https://www.sec.gov/Archives/edgar/data/720005/000072000520000063/0000720005-20-000063-index.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000520000063/rjf-20200930.htm
2019-09-30,RJF,USD,0000720005,2019-11-26,2019-11-26 16:37:08,2019,FY,1034000000,112000000,-23000000,112000000,-823000000,682000000,0,-1231000000,-274000000,165000000,577000000,-138000000,-5000000,-1027000000,644000000,-1371000000,-1897000000,-5000000,0,-778000000,-191000000,2347000000,1373000000,-23000000,30000000,5971000000,5941000000,577000000,-138000000,439000000,https://www.sec.gov/Archives/edgar/data/720005/000072000519000086/0000720005-19-000086-index.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000519000086/rjf-20190930x10k.htm
2018-09-30,RJF,USD,0000720005,2018-11-21,2018-11-20 20:31:57,2018,FY,850917000,98735000,117000000,99000000,-253000000,-491000000,0,346000000,-108000000,-35000000,884000000,-133586000,-159200000,-1124000000,540000000,-2599000000,-3476000000,-615000000,0,-62000000,-151000000,2248000000,1420000000,-33000000,-1205000000,5941000000,7146000000,884000000,-134000000,750000000,https://www.sec.gov/Archives/edgar/data/720005/000072000518000083/0000720005-18-000083-index.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000518000083/rjf-20180930x10k.htm
2017-09-30,RJF,USD,0000720005,2017-11-22,2017-11-21 17:36:18,2017,FY,636235000,84132000,-12000000,109000000,-1031000000,-54000000,0,-1133000000,156000000,89000000,-125000000,-189994000,0,-1733000000,393000000,-1846000000,-3376000000,726000000,0,-34000000,-127000000,3500000000,4065000000,47000000,611000000,7146000000,6535000000,-125000000,-190000000,-315000000,https://www.sec.gov/Archives/edgar/data/720005/000072000517000089/0000720005-17-000089-index.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000517000089/rjf-20170930x10k.htm
2016-09-30,RJF,USD,0000720005,2016-11-22,2016-11-22 16:18:21,2016,FY,506078000,72383000,-58798000,78528000,-1108063000,-609952000,0,1782456000,-2280567000,-98019000,-518324000,-121733000,-175283000,-463202000,107023000,-2264708000,-2917903000,447814000,0,-162502000,-113435000,2368602000,2540479000,188000,-950554000,1650452000,2601006000,-518324000,-121733000,-640057000,https://www.sec.gov/Archives/edgar/data/720005/000072000516000169/0000720005-16-000169-index.htm,https://www.sec.gov/Archives/edgar/data/720005/000072000516000169/rjf-2016930x10k.htm
