date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,dividend,recordDate,adjDividend,declarationDate
2025-11-10,188.38,188.75,180.67,184.08,183.94,2954830,2954830,-4.29,-2.28,185.47,"November 10, 25",-0.0228,,,,,
2025-11-07,180.54,182.5,174.85,182.28,182.14,3627400,3627400,1.74,0.96378,180.0425,"November 07, 25",0.0096378,,,,,
2025-11-06,187.75,191.56,182.85,185.02,184.88,4504200,4504200,-2.73,-1.45,186.795,"November 06, 25",-0.0145,,,,,
2025-11-05,177.05,188.94,176.5,187.59,187.45,4135349,4135349,10.54,5.95,182.52,"November 05, 25",0.0595,,,,,
2025-11-04,176.26,182.32,175.1,175.65,175.52,3216500,3216500,-0.61,-0.34608,177.3325,"November 04, 25",-0.0034608,,,,,
2025-11-03,182.79,184.57,180.19,183.07,182.93,3309900,3309900,0.28,0.15318,182.655,"November 03, 25",0.0015318,,,,,
2025-10-31,180,185.91,178,181.76,181.62,4540022,4540022,1.76,0.97778,181.4175,"October 31, 25",0.0097778,,,,,
2025-10-30,172.75,179.21,171.7,176.88,176.75,5268410,5268410,4.13,2.39,175.135,"October 30, 25",0.0239,,,,,
2025-10-29,170.01,177.24,162.16,173.94,173.81,12203800,12203800,3.93,2.31,170.8375,"October 29, 25",0.0231,,,,,
2025-10-28,147.05,147.62,144.11,144.38,144.27,5016831,5016831,-2.67,-1.82,145.79,"October 28, 25",-0.0182,,,,,
2025-10-27,148.1,150.08,146.7,147.5,147.39,3940935,3940935,-0.6,-0.40513,148.095,"October 27, 25",-0.0040513,,,,,
2025-10-24,147.56,149,144.07,144.28,144.17,2079994,2079994,-3.28,-2.22,146.2275,"October 24, 25",-0.0222,,,,,
2025-10-23,138.57,146.12,138,145.04,144.93,2813802,2813802,6.47,4.67,141.9325,"October 23, 25",0.0467,,,,,
2025-10-22,141.53,142.78,135.83,138.84,138.73,3918033,3918033,-2.69,-1.9,139.745,"October 22, 25",-0.019,,,,,
2025-10-21,138.9,144.32,138.8,143.33,143.22,2180200,2180200,4.43,3.19,141.3375,"October 21, 25",0.0319,,,,,
2025-10-20,140.84,141.46,138.72,139.19,139.08,2346055,2346055,-1.65,-1.17,140.0525,"October 20, 25",-0.0117,,,,,
2025-10-17,137.06,139.72,136.78,138.16,138.05,1924300,1924300,1.1,0.80257,137.93,"October 17, 25",0.0080257,,,,,
2025-10-16,142,143.06,138.17,139.3,139.19,1783500,1783500,-2.7,-1.9,140.6325,"October 16, 25",-0.019,,,,,
2025-10-15,140.19,141.41,137.69,141.03,140.92,2373729,2373729,0.84,0.59919,140.08,"October 15, 25",0.0059919,,,,,
2025-10-14,135.62,138.9,135,136.97,136.87,3043200,3043200,1.35,0.99543,136.6225,"October 14, 25",0.0099543,,,,,
2025-10-13,138.7,139.91,136.6,139.13,139.02,3345101,3345101,0.43,0.31002,138.585,"October 13, 25",0.0031002,,,,,
2025-10-10,145.8,148,131.75,132.08,131.98,5757148,5757148,-13.72,-9.41,139.4075,"October 10, 25",-0.0941,,,,,
2025-10-09,144.6,145.47,141.8,145.19,145.08,2039700,2039700,0.59,0.40802,144.265,"October 09, 25",0.0040802,,,,,
2025-10-08,140.55,144.88,140.2,144.6,144.49,2601421,2601421,4.05,2.88,142.5575,"October 08, 25",0.0288,,,,,
2025-10-07,149.07,150.29,139.8,140.14,140.03,3689417,3689417,-8.93,-5.99,144.825,"October 07, 25",-0.0599,,,,,
2025-10-06,147.9,150.71,147.3,147.87,147.76,3706244,3706244,-0.03,-0.02028398,148.445,"October 06, 25",-0.0002028398,,,,,
2025-10-03,146.47,149.46,144.82,145.64,145.53,2798300,2798300,-0.83,-0.56667,146.5975,"October 03, 25",-0.0056667,,,,,
2025-10-02,144.9,145.35,141.72,144.53,144.42,3307400,3307400,-0.375,-0.25535,144.125,"October 02, 25",-0.0025535,,,,,
2025-10-01,135.92,141.54,135.79,141.12,141.01,3177100,3177100,5.2,3.83,138.5925,"October 01, 25",0.0383,,,,,
2025-09-30,134,138.13,133,137.64,137.54,3014000,3014000,3.64,2.72,135.6925,"September 30, 25",0.0272,,,,,
2025-09-29,137.11,137.28,133.55,134.33,134.23,2854200,2854200,-2.78,-2.03,135.5675,"September 29, 25",-0.0203,,,,,
2025-09-26,132,135.94,131.4,135.31,135.21,3276343,3276343,3.31,2.51,133.6625,"September 26, 25",0.0251,,,,,
2025-09-25,131.36,133.15,128.59,132.87,132.77,2655300,2655300,1.51,1.15,131.4925,"September 25, 25",0.0115,,,,,
2025-09-24,134.51,134.67,131.03,133.21,133.11,3688700,3688700,-1.3,-0.96647,133.355,"September 24, 25",-0.0096647,,,,,
2025-09-23,136,138.24,133.18,134.68,134.58,4341200,4341200,-1.32,-0.97059,135.525,"September 23, 25",-0.0097059,,,,,
2025-09-22,126.46,135.48,126.02,135.18,135.08,7137440,7137440,8.73,6.9,130.785,"September 22, 25",0.069,,,,,
2025-09-19,119.5,120.6,117.54,119.85,119.76,9576511,9576511,0.35,0.29289,119.3725,"September 19, 25",0.0029289,,,,,
2025-09-18,117.78,119.53,115.09,118.82,118.73,4876830,4876830,1.04,0.883,117.805,"September 18, 25",0.00883,,,,,
2025-09-17,113.75,116.34,112.81,114.32,114.23,2569331,2569331,0.57,0.5011,114.305,"September 17, 25",0.005011,,,,,
2025-09-16,114.3,115.61,113.39,113.93,113.84,2871319,2871319,-0.37,-0.32371,114.3075,"September 16, 25",-0.0032371,,,,,
2025-09-15,112.25,114.29,110.91,114.07,113.98,3241587,3241587,1.82,1.62,112.88,"September 15, 25",0.0162,,,,,
2025-09-12,115,115.18,109.56,112.24,112.15,5904241,5904241,-2.76,-2.4,112.995,"September 12, 25",-0.024,,,,,
2025-09-11,117.82,118.78,114.43,115.56,115.47,4024080,4024080,-2.26,-1.92,116.6475,"September 11, 25",-0.0192,,,,,
2025-09-10,114.88,118.12,113.11,117.82,117.73,4412422,4412422,2.94,2.56,115.9825,"September 10, 25",0.0256,,,,,
2025-09-09,119,120,114.65,115.07,114.98,4724500,4724500,-3.93,-3.3,117.18,"September 09, 25",-0.033,,,,,
2025-09-08,120.21,121.26,117.59,118.9,118.81,3738194,3738194,-1.3,-1.09,119.49,"September 08, 25",-0.0109,,,,,
2025-09-05,120.06,123.44,119.37,120.2,120.11,3531827,3531827,0.14,0.11661,120.7675,"September 05, 25",0.0011661,2025-09-29,0.12,2025-09-05,0.12,2025-08-25
2025-09-04,117.85,120.02,116,119.39,119.18,3137147,3137147,1.54,1.31,118.315,"September 04, 25",0.0131,,,,,
2025-09-03,120.77,122.12,118.39,119.63,119.42,3212759,3212759,-1.14,-0.94394,120.2275,"September 03, 25",-0.0094394,,,,,
2025-09-02,116.19,121.04,114.5,120.61,120.4,3627229,3627229,4.42,3.8,118.085,"September 02, 25",0.038,,,,,
2025-08-29,119.43,120.19,117.43,118.24,118.03,4107764,4107764,-1.19,-0.9964,118.8225,"August 29, 25",-0.009964,,,,,
2025-08-28,117.13,118.73,117,117.89,117.68,2760700,2760700,0.76,0.64885,117.6875,"August 28, 25",0.0064885,,,,,
2025-08-27,118.71,118.71,116.96,116.99,116.78,3291300,3291300,-1.72,-1.45,117.8425,"August 27, 25",-0.0145,,,,,
2025-08-26,116.7,119.82,116.7,118.61,118.4,3563900,3563900,1.91,1.64,117.9575,"August 26, 25",0.0164,,,,,
2025-08-25,114.99,117.67,114.5,117.07,116.86,3570468,3570468,2.08,1.81,116.0575,"August 25, 25",0.0181,,,,,
2025-08-22,109.65,117.17,109.62,115.3,115.1,4134266,4134266,5.65,5.15,112.935,"August 22, 25",0.0515,,,,,
2025-08-21,108.33,109.99,107.82,109.3,109.11,2138400,2138400,0.97,0.89541,108.86,"August 21, 25",0.0089541,,,,,
2025-08-20,110.04,111.19,106.3,109.52,109.33,3571417,3571417,-0.52,-0.47256,109.2625,"August 20, 25",-0.0047256,,,,,
2025-08-19,110.37,112.68,109.5,110.62,110.43,3171000,3171000,0.25,0.22651,110.7925,"August 19, 25",0.0022651,,,,,
2025-08-18,110,111.1,109.52,110.41,110.22,1980350,1980350,0.41,0.37273,110.2575,"August 18, 25",0.0037273,,,,,
2025-08-15,111.65,111.65,109.37,109.42,109.23,3238494,3238494,-2.23,-2,110.5225,"August 15, 25",-0.02,,,,,
2025-08-14,112.5,113.74,110.59,111.82,111.62,2431000,2431000,-0.68,-0.60444,112.1625,"August 14, 25",-0.0060444,,,,,
2025-08-13,112.38,114.32,110.65,114.01,113.81,5224068,5224068,1.63,1.45,112.84,"August 13, 25",0.0145,,,,,
2025-08-12,106,111.91,104.89,111.63,111.43,4248314,4248314,5.63,5.31,108.6075,"August 12, 25",0.0531,,,,,
2025-08-11,107.57,109.02,104.58,104.68,104.5,3042766,3042766,-2.89,-2.69,106.4625,"August 11, 25",-0.0269,,,,,
2025-08-08,106.25,108.39,105,107.47,107.28,3185700,3185700,1.22,1.15,106.7775,"August 08, 25",0.0115,,,,,
2025-08-07,107.04,108.16,105.25,106.46,106.27,2966300,2966300,-0.575,-0.54185,106.7275,"August 07, 25",-0.0054185,,,,,
2025-08-06,106.3,107.1,103.33,104.88,104.7,3358100,3358100,-1.42,-1.34,105.4025,"August 06, 25",-0.0134,,,,,
2025-08-05,106.16,108.16,104.55,106.93,106.74,7233609,7233609,0.77,0.72532,106.45,"August 05, 25",0.0072532,,,,,
2025-08-04,105.05,105.85,103,105.72,105.53,3635900,3635900,0.675,0.63779,104.905,"August 04, 25",0.0063779,,,,,
2025-08-01,104.38,105.8,102.42,104.16,103.98,4812509,4812509,-0.215,-0.21077,104.19,"August 01, 25",-0.0021077,,,,,
2025-07-31,108.5,113.43,107.09,107.43,107.24,9399900,9399900,-1.07,-0.98618,109.1125,"July 31, 25",-0.0098618,,,,,
2025-07-30,105.73,110.5,102.48,107.65,107.46,19844300,19844300,1.92,1.82,106.59,"July 30, 25",0.0182,,,,,
2025-07-29,91.61,92.37,89.18,90.55,90.39,6754500,6754500,-1.06,-1.16,90.9275,"July 29, 25",-0.0116,,,,,
2025-07-28,91.58,92.44,90.79,91.14,90.98,3688413,3688413,-0.435,-0.48045,91.4875,"July 28, 25",-0.0048045,,,,,
2025-07-25,91.4,91.77,89.65,90.15,89.99,3100400,3100400,-1.25,-1.37,90.7425,"July 25, 25",-0.0137,,,,,
2025-07-24,92.28,92.63,90.07,91.33,91.17,3521649,3521649,-0.95,-1.03,91.5775,"July 24, 25",-0.0103,,,,,
2025-07-23,94.71,94.71,91.79,93.03,92.87,2736141,2736141,-1.68,-1.77,93.56,"July 23, 25",-0.0177,,,,,
2025-07-22,94.33,95.54,92.26,93.7,93.54,2641100,2641100,-0.63,-0.66787,93.9575,"July 22, 25",-0.0066787,,,,,
2025-07-21,95.78,97.25,94.79,94.82,94.65,2802100,2802100,-0.955,-1,95.66,"July 21, 25",-0.01,,,,,
2025-07-18,93.45,94.11,92.3,93.92,93.75,2524410,2524410,0.47,0.50294,93.445,"July 18, 25",0.0050294,,,,,
2025-07-17,90.4,93.32,90.31,92.8,92.64,2823224,2823224,2.4,2.65,91.7075,"July 17, 25",0.0265,,,,,
2025-07-16,92.49,92.73,88.6,91.98,91.82,3866300,3866300,-0.51,-0.55141,91.45,"July 16, 25",-0.0055141,,,,,
2025-07-15,96.61,98.1,92.98,93.03,92.87,3654214,3654214,-3.58,-3.71,95.18,"July 15, 25",-0.0371,,,,,
2025-07-14,97.01,97.05,93.59,95.22,95.05,3605142,3605142,-1.79,-1.85,95.7175,"July 14, 25",-0.0185,,,,,
2025-07-11,97.64,98,95.97,97.05,96.88,3750826,3750826,-0.585,-0.60426,97.165,"July 11, 25",-0.0060426,,,,,
2025-07-10,95.35,99.22,94.21,98.62,98.45,7293078,7293078,3.27,3.43,96.85,"July 10, 25",0.0343,,,,,
2025-07-09,92.07,93.51,91.11,92.78,92.62,2058800,2058800,0.71,0.77115,92.3675,"July 09, 25",0.0077115,,,,,
2025-07-08,91.21,93.8,90.8,92.22,92.06,2936200,2936200,1.01,1.11,92.0075,"July 08, 25",0.0111,,,,,
2025-07-07,92.64,93.36,90.24,90.59,90.43,3151800,3151800,-2.05,-2.21,91.7075,"July 07, 25",-0.0221,,,,,
2025-07-03,95.21,95.21,92.16,93.06,92.9,2188800,2188800,-2.14,-2.26,93.91,"July 03, 25",-0.0226,,,,,
2025-07-02,92.38,94.82,92.25,94.18,94.01,4544425,4544425,1.8,1.95,93.4075,"July 02, 25",0.0195,,,,,
2025-07-01,89.52,92.66,89.2,91.92,91.76,3786567,3786567,2.4,2.68,90.825,"July 01, 25",0.0268,,,,,
2025-06-30,90.79,90.79,89.66,89.92,89.76,1932610,1932610,-0.865,-0.95826,90.29,"June 30, 25",-0.0095826,,,,,
2025-06-27,91.05,91.7,89.27,90.35,90.19,5979700,5979700,-0.7,-0.76881,90.5925,"June 27, 25",-0.0076881,,,,,
2025-06-26,91.05,91.74,90.03,91.05,90.89,2923248,2923248,0,0,90.9675,"June 26, 25",0,,,,,
2025-06-25,90.66,90.97,88.74,90.2,90.04,3646112,3646112,-0.46,-0.50739,90.1425,"June 25, 25",-0.0050739,,,,,
2025-06-24,89.88,90.9,89.09,90.39,90.23,5908422,5908422,0.51,0.56742,90.065,"June 24, 25",0.0056742,,,,,
2025-06-23,86.13,88.35,85.58,87.36,87.21,3744100,3744100,1.23,1.43,86.855,"June 23, 25",0.0143,,,,,
2025-06-20,87.47,87.83,84.24,86.29,86.14,6559905,6559905,-1.18,-1.35,86.4575,"June 20, 25",-0.0135,,,,,
2025-06-18,86.64,87.16,85.42,86.26,86.11,3291202,3291202,-0.38,-0.4386,86.37,"June 18, 25",-0.004386,,,,,
2025-06-17,86.82,88.18,86.01,86.43,86.28,2998700,2998700,-0.39,-0.44921,86.86,"June 17, 25",-0.0044921,,,,,
2025-06-16,84.55,88.55,84.12,87.68,87.53,4007745,4007745,3.13,3.7,86.225,"June 16, 25",0.037,,,,,
2025-06-13,83.8,84.99,83,83.08,82.93,2736895,2736895,-0.72,-0.85919,83.7175,"June 13, 25",-0.0085919,,,,,
2025-06-12,85.9,86.57,85.45,85.91,85.76,2064913,2064913,0.01,0.01164144,85.9575,"June 12, 25",0.0001164144,,,,,
2025-06-11,89.14,89.58,85.76,86.79,86.64,2522224,2522224,-2.35,-2.64,87.8175,"June 11, 25",-0.0264,,,,,
2025-06-10,87.34,88.89,86.77,88.7,88.54,3161811,3161811,1.36,1.56,87.925,"June 10, 25",0.0156,,,,,
2025-06-09,86.11,88,86.11,86.8,86.65,3667900,3667900,0.69,0.8013,86.755,"June 09, 25",0.008013,,,,,
2025-06-06,83.3,85.77,82.9,85.23,85.08,3122739,3122739,1.93,2.32,84.3,"June 06, 25",0.0232,,,,,
2025-06-05,82.71,83.68,81.07,81.74,81.6,2346194,2346194,-0.97,-1.17,82.3,"June 05, 25",-0.0117,,,,,
2025-06-04,82.31,83.17,81.36,82.06,81.92,2472000,2472000,-0.245,-0.30373,82.225,"June 04, 25",-0.0030373,,,,,
2025-06-03,79.48,81.64,78.41,81.45,81.31,2151300,2151300,1.97,2.48,80.245,"June 03, 25",0.0248,,,,,
2025-06-02,78,79.96,77.78,79.49,79.35,2453000,2453000,1.49,1.91,78.8075,"June 02, 25",0.0191,,,,,
2025-05-30,80.18,80.29,77.02,78.6,78.46,3849259,3849259,-1.58,-1.97,79.0225,"May 30, 25",-0.0197,,,,,
2025-05-29,82.01,82.41,80.25,80.98,80.84,1803188,1803188,-1.03,-1.26,81.4125,"May 29, 25",-0.0126,,,,,
2025-05-28,82,82.47,79.91,80.25,80.11,2711200,2711200,-1.75,-2.13,81.1575,"May 28, 25",-0.0213,,,,,
2025-05-27,79.06,82.39,78.38,81.74,81.6,3697400,3697400,2.68,3.39,80.3925,"May 27, 25",0.0339,,,,,
2025-05-23,76.69,77.46,75.99,76.98,76.84,1813539,1813539,0.285,0.37815,76.78,"May 23, 25",0.0037815,,,,,
2025-05-22,78.89,79.5,78.22,78.49,78.35,1987977,1987977,-0.395,-0.50704,78.775,"May 22, 25",-0.0050704,2025-06-13,0.12,2025-05-22,0.12,2025-05-08
2025-05-21,80.43,81.91,78.76,78.98,78.72,2329306,2329306,-1.45,-1.8,80.02,"May 21, 25",-0.018,,,,,
2025-05-20,80.99,81.46,80.6,81.42,81.15,1615047,1615047,0.43,0.53093,81.1175,"May 20, 25",0.0053093,,,,,
2025-05-19,80.56,81.99,80.44,81.47,81.2,1840746,1840746,0.91,1.13,81.115,"May 19, 25",0.0113,,,,,
2025-05-16,82.87,82.87,81.75,82.73,82.46,2183400,2183400,-0.14,-0.16894,82.555,"May 16, 25",-0.0016894,,,,,
2025-05-15,83.25,83.78,82.34,82.99,82.72,2959014,2959014,-0.26,-0.31231,83.09,"May 15, 25",-0.0031231,,,,,
2025-05-14,85.06,85.85,83.55,84.27,83.99,2311000,2311000,-0.79,-0.92876,84.6825,"May 14, 25",-0.0092876,,,,,
2025-05-13,83.01,85.63,82.95,84.9,84.62,2817706,2817706,1.89,2.28,84.1225,"May 13, 25",0.0228,,,,,
2025-05-12,83.07,83.77,81.65,83.06,82.79,4715326,4715326,-0.01,-0.01203804,82.8875,"May 12, 25",-0.0001203804,,,,,
2025-05-09,77.26,78.37,76.71,77.42,77.17,2353885,2353885,0.16,0.20709,77.44,"May 09, 25",0.0020709,,,,,
2025-05-08,76.21,78.03,75.6,76.84,76.59,2713675,2713675,0.63,0.82666,76.67,"May 08, 25",0.0082666,,,,,
2025-05-07,74.07,75.48,73.11,75.09,74.84,3310635,3310635,1.02,1.38,74.4375,"May 07, 25",0.0138,,,,,
2025-05-06,74.35,75.03,73.74,74.07,73.83,2203635,2203635,-0.28,-0.3766,74.2975,"May 06, 25",-0.003766,,,,,
2025-05-05,75.46,76.38,75.27,75.44,75.19,2485127,2485127,-0.02,-0.02650411,75.6375,"May 05, 25",-0.0002650411,,,,,
2025-05-02,75.69,77.1,75.44,75.88,75.63,2526928,2526928,0.19,0.25102,76.0275,"May 02, 25",0.0025102,,,,,
2025-05-01,75.16,75.7,73.63,73.78,73.54,3041504,3041504,-1.38,-1.84,74.5675,"May 01, 25",-0.0184,,,,,
2025-04-30,73.68,74.47,71.27,74.21,73.97,4360240,4360240,0.53,0.71933,73.4075,"April 30, 25",0.0071933,,,,,
2025-04-29,75.04,76.65,72.76,74.89,74.64,4966583,4966583,-0.15,-0.19989,74.835,"April 29, 25",-0.0019989,,,,,
2025-04-28,76.46,78.64,75.34,76.83,76.58,4841600,4841600,0.37,0.48391,76.8175,"April 28, 25",0.0048391,,,,,
2025-04-25,76.09,77.7,73.5,77.12,76.87,2588648,2588648,1.03,1.35,76.1025,"April 25, 25",0.0135,,,,,
2025-04-24,74.76,77.59,74.43,77.3,77.05,3576800,3576800,2.54,3.4,76.02,"April 24, 25",0.034,,,,,
2025-04-23,75.07,75.91,73.03,73.18,72.94,3431242,3431242,-1.89,-2.52,74.2975,"April 23, 25",-0.0252,,,,,
2025-04-22,70.74,72.05,70.41,71.29,71.06,3250111,3250111,0.55,0.7775,71.1225,"April 22, 25",0.007775,,,,,
2025-04-21,69.41,70.52,68.24,69.81,69.58,3268367,3268367,0.4,0.57629,69.495,"April 21, 25",0.0057629,,,,,
2025-04-17,71.3,71.79,70.49,71.25,71.02,3056600,3056600,-0.05,-0.07012623,71.2075,"April 17, 25",-0.0007012623,,,,,
2025-04-16,70.73,72.65,68.46,71.16,70.93,4925959,4925959,0.43,0.60795,70.75,"April 16, 25",0.0060795,,,,,
2025-04-15,74.08,75.36,73.69,74.06,73.82,2228201,2228201,-0.02,-0.02699784,74.2975,"April 15, 25",-0.0002699784,,,,,
2025-04-14,75.57,76.02,72.28,73.86,73.62,3946900,3946900,-1.71,-2.26,74.4325,"April 14, 25",-0.0226,,,,,
2025-04-11,72.43,74.3,70.5,73.65,73.41,3690319,3690319,1.22,1.68,72.72,"April 11, 25",0.0168,,,,,
2025-04-10,75.18,76.42,70.28,72.29,72.05,6480600,6480600,-2.89,-3.84,73.5425,"April 10, 25",-0.0384,,,,,
2025-04-09,69.4,80.4,68.13,79.44,79.18,8851125,8851125,10.04,14.47,74.3425,"April 09, 25",0.1447,,,,,
2025-04-08,75.58,76.15,66.39,67.96,67.74,5071700,5071700,-7.62,-10.08,71.52,"April 08, 25",-0.1008,,,,,
2025-04-07,67.46,76.15,65.77,72.87,72.63,7338900,7338900,5.41,8.02,70.5625,"April 07, 25",0.0802,,,,,
2025-04-04,71.1,72.43,67.12,68.72,68.49,6747395,6747395,-2.38,-3.35,69.8425,"April 04, 25",-0.0335,,,,,
2025-04-03,78.69,79.73,74.39,75.09,74.84,5073900,5073900,-3.6,-4.57,76.975,"April 03, 25",-0.0457,,,,,
2025-04-02,81.75,84.89,81.1,83.62,83.34,1732909,1732909,1.87,2.29,82.84,"April 02, 25",0.0229,,,,,
2025-04-01,81.88,82.77,80.47,82.61,82.34,3045941,3045941,0.73,0.89155,81.9325,"April 01, 25",0.0089155,,,,,
2025-03-31,81.36,83,79.6,82.6,82.33,2825429,2825429,1.24,1.52,81.64,"March 31, 25",0.0152,,,,,
2025-03-28,85.77,86.29,82.47,82.78,82.51,2363955,2363955,-2.99,-3.49,84.3275,"March 28, 25",-0.0349,,,,,
2025-03-27,87.18,87.94,85.25,85.68,85.4,2161473,2161473,-1.5,-1.72,86.5125,"March 27, 25",-0.0172,,,,,
2025-03-26,89.63,90.34,87.32,88.01,87.72,2200922,2200922,-1.62,-1.81,88.825,"March 26, 25",-0.0181,,,,,
2025-03-25,90.25,91.29,89.47,89.95,89.65,1942291,1942291,-0.295,-0.33241,90.24,"March 25, 25",-0.0033241,,,,,
2025-03-24,89.76,91.21,89.58,91,90.7,3206800,3206800,1.24,1.38,90.3875,"March 24, 25",0.0138,,,,,
2025-03-21,86.59,88.39,85.36,87.51,87.22,5930707,5930707,0.922,1.06,86.9625,"March 21, 25",0.0106,,,,,
2025-03-20,87.63,89.37,87.58,88.18,87.89,2471233,2471233,0.55,0.62764,88.19,"March 20, 25",0.0062764,,,,,
2025-03-19,88.69,90.46,87.46,88.51,88.22,2919700,2919700,-0.18,-0.20295,88.78,"March 19, 25",-0.0020295,,,,,
2025-03-18,88.72,89.66,87.84,88.87,88.58,3674800,3674800,0.15,0.16907,88.7725,"March 18, 25",0.0016907,,,,,
2025-03-17,87.15,90.86,87.15,90.17,89.87,3563205,3563205,3.02,3.47,88.8325,"March 17, 25",0.0347,,,,,
2025-03-14,85.94,86.91,84.01,86.74,86.45,5429146,5429146,0.8,0.93088,85.9,"March 14, 25",0.0093088,,,,,
2025-03-13,86.22,87.67,83.93,85.33,85.05,4470500,4470500,-0.89,-1.03,85.7875,"March 13, 25",-0.0103,,,,,
