date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,dividend,recordDate,adjDividend,declarationDate
2025-03-12,89.03,89.04,86.22,86.74,86.45,7114344,7114344,-2.29,-2.57,87.7575,"March 12, 25",-0.0257,,,,,
2025-03-11,91.89,94.37,82.98,87.07,86.78,12239400,12239400,-4.82,-5.25,89.0775,"March 11, 25",-0.0525,,,,,
2025-03-10,105.95,106.05,102.44,104.97,104.62,3060522,3060522,-0.98,-0.92496,104.8525,"March 10, 25",-0.0092496,,,,,
2025-03-07,106.14,108.84,104.35,108.54,108.18,2402810,2402810,2.4,2.26,106.9675,"March 07, 25",0.0226,,,,,
2025-03-06,106.97,109.67,105.13,105.39,105.04,3451700,3451700,-1.58,-1.48,106.79,"March 06, 25",-0.0148,,,,,
2025-03-05,108,110.69,106.65,110.21,109.85,2388800,2388800,2.21,2.05,108.8875,"March 05, 25",0.0205,,,,,
2025-03-04,106.13,109.66,103.22,107.23,106.88,3543707,3543707,1.1,1.04,106.56,"March 04, 25",0.0104,,,,,
2025-03-03,110.96,111.69,104.92,105.78,105.43,3731222,3731222,-5.18,-4.67,108.3375,"March 03, 25",-0.0467,,,,,
2025-02-28,109.39,111.36,107.42,109.86,109.5,2831605,2831605,0.47,0.42966,109.5075,"February 28, 25",0.0042966,,,,,
2025-02-27,115.55,116.42,108.73,108.81,108.45,3028397,3028397,-6.74,-5.83,112.3775,"February 27, 25",-0.0583,,,,,
2025-02-26,113,116.74,112.35,114.81,114.43,3419460,3419460,1.81,1.6,114.225,"February 26, 25",0.016,,,,,
2025-02-25,114.09,114.5,110.96,111.35,110.98,2292542,2292542,-2.74,-2.4,112.725,"February 25, 25",-0.024,,,,,
2025-02-24,116.12,116.49,112.78,113.58,113.21,2249100,2249100,-2.54,-2.19,114.7425,"February 24, 25",-0.0219,,,,,
2025-02-21,119.34,120.64,114.63,115.91,115.53,2493971,2493971,-3.42,-2.87,117.63,"February 21, 25",-0.0287,,,,,
2025-02-20,116.17,118.76,116.06,118.55,118.16,2424251,2424251,2.38,2.05,117.385,"February 20, 25",0.0205,,,,,
2025-02-19,114.6,116.6,114.43,115.9,115.52,1583623,1583623,1.3,1.13,115.3825,"February 19, 25",0.0113,,,,,
2025-02-18,114.66,115.96,113.57,115.08,114.7,2607601,2607601,0.42,0.3663,114.8175,"February 18, 25",0.003663,,,,,
2025-02-14,112.26,113.64,112.07,113.25,112.88,1838600,1838600,0.99,0.88188,112.805,"February 14, 25",0.0088188,2025-03-14,0.12,2025-02-14,0.12,2025-01-27
2025-02-13,111.77,113.21,111.17,112.84,112.35,1755411,1755411,1.07,0.95732,112.2475,"February 13, 25",0.0095732,,,,,
2025-02-12,109.78,111.93,109.4,111.54,111.06,1592583,1592583,1.76,1.6,110.6625,"February 12, 25",0.016,,,,,
2025-02-11,113.03,114.72,112.26,112.72,112.23,1697347,1697347,-0.31,-0.27426,113.1825,"February 11, 25",-0.0027426,,,,,
2025-02-10,114.81,115.06,112.83,114.06,113.56,1549820,1549820,-0.75,-0.65325,114.19,"February 10, 25",-0.0065325,,,,,
2025-02-07,114.08,114.61,111.5,113.23,112.74,1938343,1938343,-0.85,-0.74509,113.355,"February 07, 25",-0.0074509,,,,,
2025-02-06,112.88,114.12,111.69,114.07,113.57,2233417,2233417,1.19,1.05,113.19,"February 06, 25",0.0105,,,,,
2025-02-05,110.77,113.38,110.53,112.61,112.12,2845327,2845327,1.84,1.66,111.8225,"February 05, 25",0.0166,,,,,
2025-02-04,111.49,112.49,110.03,111.67,111.19,3055497,3055497,0.18,0.16145,111.42,"February 04, 25",0.0016145,,,,,
2025-02-03,112.58,113.12,109.67,111.09,110.61,3401600,3401600,-1.49,-1.32,111.615,"February 03, 25",-0.0132,,,,,
2025-01-31,113.79,118.89,111.16,115.79,115.29,3707295,3707295,2,1.76,114.9075,"January 31, 25",0.0176,,,,,
2025-01-30,102,117.46,100.77,115.08,114.58,8838867,8838867,13.08,12.82,108.8275,"January 30, 25",0.1282,,,,,
2025-01-29,122.9,123.51,120.94,122.05,121.52,2747405,2747405,-0.85,-0.69162,122.35,"January 29, 25",-0.0069162,,,,,
2025-01-28,120.51,123.17,118.55,121.95,121.42,2888662,2888662,1.43,1.19,121.045,"January 28, 25",0.0119,,,,,
2025-01-27,124.56,125.39,118.15,120.27,119.75,5280400,5280400,-4.29,-3.44,122.0925,"January 27, 25",-0.0344,,,,,
2025-01-24,132,132.32,129.27,129.92,129.36,2254014,2254014,-2.08,-1.58,130.8775,"January 24, 25",-0.0158,,,,,
2025-01-23,132.08,132.61,129.84,131.83,131.26,2214300,2214300,-0.25,-0.18928,131.59,"January 23, 25",-0.0018928,,,,,
2025-01-22,132.8,136.24,132.39,134.8,134.21,2262475,2262475,2,1.51,134.0575,"January 22, 25",0.0151,,,,,
2025-01-21,135,135.5,130.18,132.3,131.73,4083280,4083280,-2.7,-2,133.245,"January 21, 25",-0.02,,,,,
2025-01-17,140,140,137.71,138.4,137.8,2253855,2253855,-1.6,-1.14,139.0275,"January 17, 25",-0.0114,,,,,
2025-01-16,137.42,139.76,135.57,137.57,136.97,1981428,1981428,0.15,0.10915,137.58,"January 16, 25",0.0010915,,,,,
2025-01-15,136.24,137.66,134.69,134.93,134.34,1871202,1871202,-1.31,-0.96154,135.88,"January 15, 25",-0.0096154,,,,,
2025-01-14,134.24,135.69,132.27,134.18,133.6,1300071,1300071,-0.06,-0.04469607,134.095,"January 14, 25",-0.0004469607,,,,,
2025-01-13,131.46,133.65,129.62,133.22,132.64,1304539,1304539,1.76,1.34,131.9875,"January 13, 25",0.0134,,,,,
2025-01-10,136.29,136.29,132.4,134.17,133.59,1928800,1928800,-2.12,-1.56,134.7875,"January 10, 25",-0.0156,,,,,
2025-01-08,137.9,138.6,134.61,137.15,136.55,2178440,2178440,-0.75,-0.54387,137.065,"January 08, 25",-0.0054387,,,,,
2025-01-07,141.27,144.16,137.38,138.82,138.22,3228463,3228463,-2.45,-1.73,140.4075,"January 07, 25",-0.0173,,,,,
2025-01-06,135.54,140.66,135.31,140,139.39,3888483,3888483,4.47,3.29,137.8775,"January 06, 25",0.0329,,,,,
2025-01-03,127,131.39,126.21,130.6,130.03,2130800,2130800,3.6,2.83,128.8,"January 03, 25",0.0283,,,,,
2025-01-02,126.76,128.45,125.73,126.56,126.01,1756866,1756866,-0.2,-0.15778,126.875,"January 02, 25",-0.0015778,,,,,
2024-12-31,126.81,128.11,125.25,125.92,125.37,1283439,1283439,-0.89,-0.70184,126.5225,"December 31, 24",-0.0070184,,,,,
2024-12-30,125.97,128.26,124.67,126.7,126.15,1893806,1893806,0.73,0.5795,126.4,"December 30, 24",0.005795,,,,,
2024-12-27,129.62,130.04,127.62,128.54,127.98,1640243,1640243,-1.08,-0.8332,128.955,"December 27, 24",-0.008332,,,,,
2024-12-26,129.64,131.88,128.89,130.84,130.27,1397969,1397969,1.2,0.92564,130.3125,"December 26, 24",0.0092564,,,,,
2024-12-24,128.92,130.17,128.4,129.96,129.4,716900,716900,1.04,0.8067,129.3625,"December 24, 24",0.008067,,,,,
2024-12-23,126.09,128.87,125.77,128.47,127.91,2080754,2080754,2.39,1.89,127.3,"December 23, 24",0.0189,,,,,
2024-12-20,124.61,129.04,123.46,125.95,125.4,7149833,7149833,1.34,1.08,125.765,"December 20, 24",0.0108,,,,,
2024-12-19,127.89,130.1,124.73,125.19,124.65,3295200,3295200,-2.7,-2.11,126.9775,"December 19, 24",-0.0211,,,,,
2024-12-18,129.94,133.34,122.94,123.77,123.23,3468000,3468000,-6.17,-4.75,127.4975,"December 18, 24",-0.0475,,,,,
2024-12-17,129.02,130.28,126.73,128.01,127.45,2285800,2285800,-1.01,-0.78282,128.51,"December 17, 24",-0.0078282,,,,,
2024-12-16,127.92,130.2,125.03,129.48,128.92,3368933,3368933,1.56,1.22,128.1575,"December 16, 24",0.0122,,,,,
2024-12-13,122.92,124.42,121.81,123.22,122.69,3953933,3953933,0.3,0.24406,123.0925,"December 13, 24",0.0024406,,,,,
2024-12-12,119.35,121.57,117.79,120.95,120.43,2256800,2256800,1.6,1.34,119.915,"December 12, 24",0.0134,,,,,
2024-12-11,118.78,121.36,117.91,120.2,119.68,2361100,2361100,1.42,1.2,119.5625,"December 11, 24",0.012,,,,,
2024-12-10,121.15,121.15,116.13,117.03,116.52,2358874,2358874,-4.12,-3.4,118.865,"December 10, 24",-0.034,,,,,
2024-12-09,119.11,122.62,117.7,119.56,119.04,2829053,2829053,0.45,0.3778,119.7475,"December 09, 24",0.003778,,,,,
2024-12-06,114.99,119.78,114.5,118.51,118,3466800,3466800,3.52,3.06,116.945,"December 06, 24",0.0306,,,,,
2024-12-05,116.21,117.08,113.03,113.72,113.23,1924453,1924453,-2.49,-2.14,115.01,"December 05, 24",-0.0214,,,,,
2024-12-04,118.01,118.11,114.66,116.89,116.38,2628831,2628831,-1.12,-0.94907,116.9175,"December 04, 24",-0.0094907,,,,,
2024-12-03,111.56,116.1,111.23,115.47,114.97,2669777,2669777,3.91,3.5,113.59,"December 03, 24",0.035,,,,,
2024-12-02,110.04,113.85,110.04,113.2,112.71,2785730,2785730,3.16,2.87,111.7825,"December 02, 24",0.0287,,,,,
2024-11-29,109.95,112.32,109.81,110,109.52,1437423,1437423,0.05,0.04547522,110.52,"November 29, 24",0.0004547522,,,,,
2024-11-27,109.53,109.78,106.13,108.09,107.62,1370706,1370706,-1.44,-1.31,108.3825,"November 27, 24",-0.0131,,,,,
2024-11-26,112.11,112.13,108.07,109.06,108.59,1768350,1768350,-3.05,-2.72,110.3425,"November 26, 24",-0.0272,,,,,
2024-11-25,110.72,112.28,109.34,110.67,110.19,2118405,2118405,-0.05,-0.04515896,110.7525,"November 25, 24",-0.0004515896,2024-12-18,0.12,2024-11-25,0.12,2024-11-11
2024-11-22,105.12,108.25,105.07,108.21,107.62,1651600,1651600,3.09,2.94,106.6625,"November 22, 24",0.0294,,,,,
2024-11-21,104.54,105.97,103.4,105.52,104.94,2568542,2568542,0.98,0.93744,104.8575,"November 21, 24",0.0093744,,,,,
2024-11-20,102.29,103.79,101.88,103.58,103.02,2315667,2315667,1.29,1.26,102.885,"November 20, 24",0.0126,,,,,
2024-11-19,103.64,104.05,102.3,102.8,102.24,2031814,2031814,-0.84,-0.8105,103.1975,"November 19, 24",-0.008105,,,,,
2024-11-18,102.4,104.36,102.26,104.15,103.58,2865371,2865371,1.75,1.71,103.2925,"November 18, 24",0.0171,,,,,
2024-11-15,104,105.26,102.25,102.58,102.02,3091900,3091900,-1.42,-1.37,103.5225,"November 15, 24",-0.0137,,,,,
2024-11-14,107.99,108.15,106.18,106.52,105.94,1502708,1502708,-1.47,-1.36,107.21,"November 14, 24",-0.0136,,,,,
2024-11-13,107.08,108.64,106,106.38,105.8,1780915,1780915,-0.7,-0.65372,107.025,"November 13, 24",-0.0065372,,,,,
2024-11-12,109.91,110.23,107.16,108.33,107.74,2213407,2213407,-1.58,-1.44,108.9075,"November 12, 24",-0.0144,,,,,
2024-11-11,110.53,110.63,107,108.81,108.22,2027300,2027300,-1.72,-1.56,109.2425,"November 11, 24",-0.0156,,,,,
2024-11-08,110.22,111.28,109.53,110.89,110.29,1721200,1721200,0.67,0.60788,110.48,"November 08, 24",0.0060788,,,,,
2024-11-07,111.14,112.44,110.61,111.64,111.03,1761142,1761142,0.5,0.44988,111.4575,"November 07, 24",0.0044988,,,,,
2024-11-06,108.3,109.84,107.14,109,108.41,2250134,2250134,0.7,0.64635,108.57,"November 06, 24",0.0064635,,,,,
2024-11-05,104.22,105.56,103.72,105.45,104.88,3265716,3265716,1.23,1.18,104.7375,"November 05, 24",0.0118,,,,,
2024-11-04,104.93,106.13,104.07,104.27,103.7,1830700,1830700,-0.66,-0.62899,104.85,"November 04, 24",-0.0062899,,,,,
2024-11-01,106.68,107.84,106.11,106.49,105.91,2352100,2352100,-0.19,-0.1781,106.78,"November 01, 24",-0.001781,,,,,
2024-10-31,109.06,109.82,105.53,106.21,105.63,3392648,3392648,-2.85,-2.61,107.655,"October 31, 24",-0.0261,,,,,
2024-10-30,111.48,112.77,109.42,109.48,108.88,2861400,2861400,-2,-1.79,110.7875,"October 30, 24",-0.0179,,,,,
2024-10-29,111.33,113.8,111,113.24,112.62,2284538,2284538,1.91,1.72,112.3425,"October 29, 24",0.0172,,,,,
2024-10-28,111.85,112.14,110.22,111.33,110.72,2672100,2672100,-0.52,-0.46491,111.385,"October 28, 24",-0.0046491,,,,,
2024-10-25,111.19,113.52,110.99,111.75,111.14,3573702,3573702,0.56,0.50364,111.8625,"October 25, 24",0.0050364,,,,,
2024-10-24,118.2,118.3,109.53,110.72,110.12,7148000,7148000,-7.48,-6.33,114.1875,"October 24, 24",-0.0633,,,,,
2024-10-23,124.61,126.55,122.54,124.43,123.75,2821700,2821700,-0.18,-0.14445,124.5325,"October 23, 24",-0.0014445,,,,,
2024-10-22,125.55,126.26,124.96,125.36,124.68,2217500,2217500,-0.19,-0.15133,125.5325,"October 22, 24",-0.0015133,,,,,
2024-10-21,125.69,126.39,124.53,125.93,125.24,2303145,2303145,0.24,0.19095,125.635,"October 21, 24",0.0019095,,,,,
2024-10-18,127.83,128.14,125.23,126.04,125.35,1729400,1729400,-1.79,-1.4,126.81,"October 18, 24",-0.014,,,,,
2024-10-17,130.19,130.75,127.12,127.21,126.52,1915921,1915921,-2.98,-2.29,128.8175,"October 17, 24",-0.0229,,,,,
2024-10-16,130.88,130.88,126.77,127,126.31,1466400,1466400,-3.88,-2.96,128.8825,"October 16, 24",-0.0296,,,,,
2024-10-15,133.53,135.36,126.58,127.36,126.67,2843600,2843600,-6.17,-4.62,130.7075,"October 15, 24",-0.0462,,,,,
2024-10-14,131.68,134.16,131.6,133.64,132.91,1423717,1423717,1.96,1.49,132.77,"October 14, 24",0.0149,,,,,
2024-10-11,128.3,132.23,128.3,131.91,131.19,1186800,1186800,3.61,2.81,130.185,"October 11, 24",0.0281,,,,,
2024-10-10,128.48,129.38,127.27,128.94,128.24,986472,986472,0.46,0.35803,128.5175,"October 10, 24",0.0035803,,,,,
2024-10-09,129.14,131.29,129.1,130.47,129.76,1434370,1434370,1.33,1.03,130,"October 09, 24",0.0103,,,,,
2024-10-08,129.77,130.32,128.29,129.4,128.69,1071900,1071900,-0.37,-0.28512,129.445,"October 08, 24",-0.0028512,,,,,
2024-10-07,129.33,131.07,128.24,129.51,128.8,927255,927255,0.18,0.13918,129.5375,"October 07, 24",0.0013918,,,,,
2024-10-04,132,132.28,129.25,130.5,129.79,1247100,1247100,-1.5,-1.14,131.0075,"October 04, 24",-0.0114,,,,,
2024-10-03,129.65,132.5,128.37,129.01,128.31,1409700,1409700,-0.64,-0.49364,129.8825,"October 03, 24",-0.0049364,,,,,
2024-10-02,129.68,134,128.91,131.44,130.72,1307909,1307909,1.76,1.36,131.0075,"October 02, 24",0.0136,,,,,
2024-10-01,132.8,133.85,127.82,128.99,128.29,2249547,2249547,-3.81,-2.87,130.865,"October 01, 24",-0.0287,,,,,
2024-09-30,132.93,134.3,131.37,133.93,133.2,1261931,1261931,1,0.75228,133.1325,"September 30, 24",0.0075228,,,,,
2024-09-27,137.72,138.43,133.72,134.64,133.91,1701936,1701936,-3.08,-2.24,136.1275,"September 27, 24",-0.0224,,,,,
2024-09-26,136.76,138.41,133,137.41,136.66,2101416,2101416,0.65,0.47529,136.395,"September 26, 24",0.0047529,,,,,
2024-09-25,129.85,132.38,129.6,130.63,129.92,1736544,1736544,0.78,0.60069,130.615,"September 25, 24",0.0060069,,,,,
2024-09-24,131.56,131.85,129.41,131.02,130.31,965500,965500,-0.54,-0.41046,130.96,"September 24, 24",-0.0041046,,,,,
2024-09-23,129.99,130.53,128.91,129.69,128.98,1116000,1116000,-0.3,-0.23079,129.78,"September 23, 24",-0.0023079,,,,,
2024-09-20,132.21,132.67,128.09,128.95,128.25,4334442,4334442,-3.26,-2.47,130.48,"September 20, 24",-0.0247,,,,,
2024-09-19,133.98,135.97,131.39,133.82,133.09,2522600,2522600,-0.16,-0.11942,133.79,"September 19, 24",-0.0011942,,,,,
2024-09-18,130.56,132.18,127.63,127.86,127.16,1361423,1361423,-2.7,-2.07,129.5575,"September 18, 24",-0.0207,,,,,
2024-09-17,129.62,131.64,128.67,129.71,129,1142900,1142900,0.09,0.06943373,129.91,"September 17, 24",0.0006943373,,,,,
2024-09-16,128.34,129.51,124.59,127.98,127.28,1974147,1974147,-0.36,-0.2805,127.605,"September 16, 24",-0.002805,,,,,
2024-09-13,129.17,132.24,128.84,131.23,130.51,1122722,1122722,2.06,1.59,130.37,"September 13, 24",0.0159,,,,,
2024-09-12,130.96,131.44,127.29,128.19,127.49,1478708,1478708,-2.77,-2.12,129.47,"September 12, 24",-0.0212,,,,,
2024-09-11,125.78,131.86,124.36,131.51,130.79,2644649,2644649,5.73,4.56,128.3775,"September 11, 24",0.0456,,,,,
2024-09-10,124.7,125.62,121.91,125.37,124.69,904700,904700,0.67,0.53729,124.4,"September 10, 24",0.0053729,,,,,
2024-09-09,123.88,124.84,121.95,124.2,123.52,1618800,1618800,0.32,0.25831,123.7175,"September 09, 24",0.0025831,,,,,
2024-09-06,124.91,125.87,119.81,121.45,120.79,2298602,2298602,-3.46,-2.77,123.01,"September 06, 24",-0.0277,,,,,
2024-09-05,124.02,128.02,123.95,126.1,125.41,1317141,1317141,2.08,1.68,125.5225,"September 05, 24",0.0168,2024-09-27,0.12,2024-09-05,0.12,2024-08-22
2024-09-04,123.64,128.4,122.63,126.76,125.95,1632212,1632212,3.12,2.52,125.3575,"September 04, 24",0.0252,,,,,
2024-09-03,133.49,134.32,123.79,124.54,123.74,3193900,3193900,-8.95,-6.7,129.035,"September 03, 24",-0.067,,,,,
2024-08-30,136.84,137.81,134.49,136.73,135.86,1497100,1497100,-0.11,-0.08038585,136.4675,"August 30, 24",-0.0008038585,,,,,
2024-08-29,134.16,138.09,132.82,133.96,133.1,1496235,1496235,-0.2,-0.14908,134.7575,"August 29, 24",-0.0014908,,,,,
2024-08-28,134.14,135.77,130.59,132.31,131.46,1352705,1352705,-1.83,-1.36,133.2025,"August 28, 24",-0.0136,,,,,
2024-08-27,132.09,136.05,130.63,134.98,134.12,1066232,1066232,2.89,2.19,133.4375,"August 27, 24",0.0219,,,,,
2024-08-26,135.46,135.79,132.52,133,132.15,1648818,1648818,-2.46,-1.82,134.1925,"August 26, 24",-0.0182,,,,,
2024-08-23,133.81,137.52,133.01,135.94,135.07,1847085,1847085,2.13,1.59,135.07,"August 23, 24",0.0159,,,,,
2024-08-22,135.85,136.17,130.54,131.2,130.36,1815117,1815117,-4.65,-3.42,133.44,"August 22, 24",-0.0342,,,,,
2024-08-21,133.25,136.59,132.22,135.41,134.54,1409437,1409437,2.16,1.62,134.3675,"August 21, 24",0.0162,,,,,
2024-08-20,132.69,134.54,130.12,131.73,130.89,1671932,1671932,-0.955,-0.72349,132.27,"August 20, 24",-0.0072349,,,,,
2024-08-19,132.36,134.15,130.29,133.98,133.12,1347868,1347868,1.62,1.22,132.695,"August 19, 24",0.0122,,,,,
2024-08-16,131.4,133.49,129.54,133.12,132.27,1338232,1338232,1.72,1.31,131.8875,"August 16, 24",0.0131,,,,,
2024-08-15,129.16,132.45,127.85,131.73,130.89,2169436,2169436,2.57,1.99,130.2975,"August 15, 24",0.0199,,,,,
2024-08-14,127.53,128.35,123.51,125.25,124.45,1323700,1323700,-2.28,-1.79,126.16,"August 14, 24",-0.0179,,,,,
2024-08-13,123.64,127.4,122.92,127.08,126.27,1730421,1730421,3.44,2.78,125.26,"August 13, 24",0.0278,,,,,
2024-08-12,122.65,123.83,120.49,122.32,121.54,989525,989525,-0.33,-0.26906,122.3225,"August 12, 24",-0.0026906,,,,,
2024-08-09,121.73,123.24,120.01,121.72,120.94,1189000,1189000,-0.01,-0.0082149,121.675,"August 09, 24",-8.2149e-05,,,,,
2024-08-08,118.31,123.08,115.32,122.88,122.09,2255272,2255272,4.57,3.86,119.8975,"August 08, 24",0.0386,,,,,
2024-08-07,121.99,123.18,113.5,114.25,113.52,2599900,2599900,-7.74,-6.34,118.23,"August 07, 24",-0.0634,,,,,
2024-08-06,117.09,122.2,116.33,118.32,117.56,1623831,1623831,1.23,1.05,118.485,"August 06, 24",0.0105,,,,,
2024-08-05,111.16,119.62,109.15,116.39,115.65,2726134,2726134,5.23,4.7,114.08,"August 05, 24",0.047,,,,,
2024-08-02,119.75,120,115.72,117.27,116.52,3522600,3522600,-2.48,-2.07,118.185,"August 02, 24",-0.0207,,,,,
2024-08-01,128.77,131.62,119.65,121.74,120.96,3950743,3950743,-7.03,-5.46,125.445,"August 01, 24",-0.0546,,,,,
2024-07-31,126.75,131.58,125.93,131.16,130.32,4440800,4440800,4.41,3.48,128.855,"July 31, 24",0.0348,,,,,
2024-07-30,128.59,128.7,120.1,121.34,120.56,2812505,2812505,-7.25,-5.64,124.6825,"July 30, 24",-0.0564,,,,,
2024-07-29,128.37,130.27,127.14,127.93,127.11,1744283,1744283,-0.44,-0.34276,128.4275,"July 29, 24",-0.0034276,,,,,
2024-07-26,125.16,126.59,123.03,126.46,125.65,2617200,2617200,1.3,1.04,125.31,"July 26, 24",0.0104,,,,,
2024-07-25,128.44,129.97,120.35,124.34,123.55,6539001,6539001,-4.11,-3.19,125.775,"July 25, 24",-0.0319,,,,,
2024-07-24,149.62,150.7,143.18,143.54,142.62,3150209,3150209,-6.08,-4.06,146.76,"July 24, 24",-0.0406,,,,,
2024-07-23,151.84,154.14,151.57,152.27,151.3,1309100,1309100,0.43,0.28319,152.455,"July 23, 24",0.0028319,,,,,
2024-07-22,151,155.18,149.1,154.46,153.47,2252100,2252100,3.46,2.29,152.435,"July 22, 24",0.0229,,,,,
2024-07-19,149.02,150.28,146,146.42,145.48,2001005,2001005,-2.6,-1.74,147.93,"July 19, 24",-0.0174,,,,,
2024-07-18,151.83,153.53,147.14,149.52,148.56,2945700,2945700,-2.31,-1.52,150.505,"July 18, 24",-0.0152,,,,,
2024-07-17,158.65,159.68,152.16,152.35,151.38,3141796,3141796,-6.3,-3.97,155.71,"July 17, 24",-0.0397,,,,,
2024-07-16,161.21,163.21,158.97,163,161.96,1472093,1472093,1.79,1.11,161.5975,"July 16, 24",0.0111,,,,,
2024-07-15,157.18,161.15,157.08,159.49,158.47,2113515,2113515,2.31,1.47,158.725,"July 15, 24",0.0147,,,,,
2024-07-12,155.98,158.86,154.56,156.33,155.33,1907500,1907500,0.35,0.22439,156.4325,"July 12, 24",0.0022439,,,,,
2024-07-11,161.22,161.22,154.47,154.8,153.81,2082692,2082692,-6.42,-3.98,157.9275,"July 11, 24",-0.0398,,,,,
2024-07-10,154.36,159.61,153.82,159.13,158.11,1783300,1783300,4.77,3.09,156.73,"July 10, 24",0.0309,,,,,
2024-07-09,154.64,156.11,153.1,153.48,152.5,1223329,1223329,-1.16,-0.75013,154.3325,"July 09, 24",-0.0075013,,,,,
2024-07-08,152.16,154.9,151.82,154.17,153.18,1518957,1518957,2.01,1.32,153.2625,"July 08, 24",0.0132,,,,,
2024-07-05,152.67,152.67,149.9,151.2,150.23,929900,929900,-1.47,-0.96286,151.61,"July 05, 24",-0.0096286,,,,,
2024-07-03,150,152.67,148.84,151.7,150.73,990200,990200,1.7,1.13,150.8025,"July 03, 24",0.0113,,,,,
2024-07-02,147,150.74,145.43,149.6,148.64,1203700,1203700,2.6,1.77,148.1925,"July 02, 24",0.0177,,,,,
2024-07-01,148,148.77,145.45,147.77,146.83,1159666,1159666,-0.23,-0.15541,147.4975,"July 01, 24",-0.0015541,,,,,
2024-06-28,148.85,151.52,146.37,148.29,147.34,2826304,2826304,-0.565,-0.37622,148.7575,"June 28, 24",-0.0037622,,,,,
2024-06-27,147,148.25,145.83,147.57,146.63,1365439,1365439,0.57,0.38776,147.1625,"June 27, 24",0.0038776,,,,,
2024-06-26,147.27,148,144.77,146.87,145.93,1343430,1343430,-0.4,-0.27161,146.7275,"June 26, 24",-0.0027161,,,,,
2024-06-25,145.81,148.01,144.28,147.57,146.63,2016795,2016795,1.76,1.21,146.4175,"June 25, 24",0.0121,,,,,
2024-06-24,146.73,148.9,145.27,145.53,144.6,1785700,1785700,-1.2,-0.81783,146.6075,"June 24, 24",-0.0081783,,,,,
2024-06-21,147.6,149.54,146.27,148.45,147.5,6175742,6175742,0.85,0.57588,147.965,"June 21, 24",0.0057588,,,,,
2024-06-20,150.52,150.84,146.18,147.95,147,3293628,3293628,-2.57,-1.71,148.8725,"June 20, 24",-0.0171,,,,,
2024-06-18,147.31,151.95,146.98,151.75,150.78,2893408,2893408,4.44,3.01,149.4975,"June 18, 24",0.0301,,,,,
2024-06-17,144.57,144.99,141.5,144.74,143.82,2452041,2452041,0.17,0.11759,143.95,"June 17, 24",0.0011759,,,,,
2024-06-14,144.88,146.51,144.69,145.06,144.13,1060211,1060211,0.18,0.12424,145.285,"June 14, 24",0.0012424,,,,,
2024-06-13,145.44,148.07,144.86,147.64,146.7,1282600,1282600,2.2,1.51,146.5025,"June 13, 24",0.0151,,,,,
2024-06-12,147.48,152.23,147.1,148.86,147.91,2573500,2573500,1.38,0.93572,148.9175,"June 12, 24",0.0093572,,,,,
2024-06-11,142.01,144.56,141.21,144.45,143.53,1238700,1238700,2.44,1.72,143.0575,"June 11, 24",0.0172,,,,,
2024-06-10,139.3,144.17,139.3,143.08,142.17,1467737,1467737,3.78,2.71,141.4625,"June 10, 24",0.0271,,,,,
2024-06-07,142.82,144.43,139.43,140.9,140,1253149,1253149,-1.92,-1.34,141.895,"June 07, 24",-0.0134,,,,,
2024-06-06,144.26,144.71,142.81,143.23,142.31,1319100,1319100,-1.03,-0.71399,143.7525,"June 06, 24",-0.0071399,,,,,
2024-06-05,142,145.54,141.06,145.39,144.46,2182900,2182900,3.39,2.39,143.4975,"June 05, 24",0.0239,,,,,
2024-06-04,140.35,141.78,138.57,139.62,138.73,2583500,2583500,-0.73,-0.52013,140.08,"June 04, 24",-0.0052013,,,,,
2024-06-03,143.84,145.64,138.95,141.02,140.12,1730511,1730511,-2.82,-1.96,142.3625,"June 03, 24",-0.0196,,,,,
2024-05-31,141.33,142.66,135.96,140.94,140.04,3212800,3212800,-0.39,-0.27595,140.2225,"May 31, 24",-0.0027595,,,,,
2024-05-30,142.08,142.66,140.13,141.27,140.37,2274538,2274538,-0.81,-0.5701,141.535,"May 30, 24",-0.005701,,,,,
2024-05-29,142.43,144.12,141.72,141.87,140.96,2079801,2079801,-0.56,-0.39318,142.535,"May 29, 24",-0.0039318,,,,,
2024-05-28,144.22,146.53,143.04,145.23,144.3,2087705,2087705,1.01,0.70032,144.755,"May 28, 24",0.0070032,,,,,
2024-05-24,141.19,145.01,141.19,144.01,143.09,2134235,2134235,2.82,2,142.85,"May 24, 24",0.02,,,,,
2024-05-23,145.22,145.64,138.93,140.25,139.35,2292529,2292529,-4.97,-3.42,142.51,"May 23, 24",-0.0342,,,,,
2024-05-22,140.73,143.01,139.69,142.86,141.95,2062318,2062318,2.13,1.51,141.5725,"May 22, 24",0.0151,,,,,
2024-05-21,137.75,140.64,137.39,140.27,139.37,1913828,1913828,2.52,1.83,139.0125,"May 21, 24",0.0183,2024-06-14,0.12,2024-05-22,0.12,2024-05-09
2024-05-20,135,140.22,134.69,139.51,138.5,3406257,3406257,4.51,3.34,137.355,"May 20, 24",0.0334,,,,,
2024-05-17,132.59,133.46,130.9,131.91,130.95,1968118,1968118,-0.68,-0.51286,132.215,"May 17, 24",-0.0051286,,,,,
2024-05-16,131.73,132.76,131.17,131.49,130.54,2407878,2407878,-0.24,-0.18219,131.7875,"May 16, 24",-0.0018219,,,,,
