date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2026-01-02,204.82,205.26,199.8,200.46,200.46,692011,692011,-4.36,-2.13,202.585,"January 02, 26",-0.0213
2025-12-31,205.73,206.86,204.83,204.88,204.88,351833,351833,-0.85,-0.41316,205.575,"December 31, 25",-0.0041316
2025-12-30,209.89,211.35,205.8,206.31,206.31,501000,501000,-3.58,-1.71,208.3375,"December 30, 25",-0.0171
2025-12-29,209.81,213.21,209.81,211.64,211.64,438242,438242,1.83,0.87222,211.1175,"December 29, 25",0.0087222
2025-12-26,208.59,211.54,208.32,211.41,211.41,270100,270100,2.82,1.35,209.965,"December 26, 25",0.0135
2025-12-24,207.18,210.56,207.18,209.08,209.08,189038,189038,1.9,0.91708,208.5,"December 24, 25",0.0091708
2025-12-23,211.82,211.82,206.68,208,208,591100,591100,-3.82,-1.8,209.58,"December 23, 25",-0.018
2025-12-22,209.13,212,207.53,211.59,211.59,481852,481852,2.46,1.18,210.0625,"December 22, 25",0.0118
2025-12-19,206.71,211.26,206.44,209.17,209.17,1982126,1982126,2.46,1.19,208.395,"December 19, 25",0.0119
2025-12-18,204.06,208.43,200.97,207.02,207.02,814400,814400,2.96,1.45,205.12,"December 18, 25",0.0145
2025-12-17,203.56,211.03,203.56,204.33,204.33,873530,873530,0.77,0.37827,205.62,"December 17, 25",0.0037827
2025-12-16,207.9,212.93,203.1,205.85,205.85,805844,805844,-2.05,-0.98605,207.445,"December 16, 25",-0.0098605
2025-12-15,210.12,214.43,207.42,212.14,212.14,823560,823560,2.02,0.96136,211.0275,"December 15, 25",0.0096136
2025-12-12,210.89,212.97,207.49,209.63,209.63,669400,669400,-1.26,-0.59747,210.245,"December 12, 25",-0.0059747
2025-12-11,210.98,214.52,210.58,211.11,211.11,730798,730798,0.13,0.06161721,211.7975,"December 11, 25",0.0006161721
2025-12-10,206.72,213.11,206.4,211.72,211.72,793438,793438,5,2.42,209.4875,"December 10, 25",0.0242
2025-12-09,202.39,211.42,202.39,207.97,207.97,1023919,1023919,5.58,2.76,206.0425,"December 09, 25",0.0276
2025-12-08,204.63,205.54,201.48,203.64,203.64,898510,898510,-0.985,-0.4838,203.8225,"December 08, 25",-0.004838
2025-12-05,200.54,204.34,200.33,203.6,203.6,975505,975505,3.06,1.53,202.2025,"December 05, 25",0.0153
2025-12-04,200,203.43,197.51,201.5,201.5,1191531,1191531,1.5,0.75,200.61,"December 04, 25",0.0075
2025-12-03,192.83,200,192.07,200,200,1087424,1087424,7.17,3.72,196.225,"December 03, 25",0.0372
2025-12-02,191.55,193.05,188.9,192.99,192.99,588919,588919,1.44,0.75176,191.6225,"December 02, 25",0.0075176
2025-12-01,186.07,192.33,185.47,190.42,190.42,935767,935767,4.35,2.34,188.5725,"December 01, 25",0.0234
2025-11-28,184.72,187.87,184.09,187,187,302113,302113,2.28,1.23,185.92,"November 28, 25",0.0123
2025-11-26,184.71,186.87,184.26,184.69,184.69,552083,552083,-0.02,-0.01082778,185.1325,"November 26, 25",-0.0001082778
2025-11-25,184.61,186.3,183.43,185.8,185.8,931810,931810,1.19,0.6446,185.035,"November 25, 25",0.006446
2025-11-24,181.99,187.17,179,183.23,183.23,793900,793900,1.24,0.68136,182.8475,"November 24, 25",0.0068136
2025-11-21,179.91,185.32,178.96,180.98,180.98,1009900,1009900,1.07,0.59474,181.2925,"November 21, 25",0.0059474
2025-11-20,182.28,183.67,176.25,178.62,178.62,1114614,1114614,-3.66,-2.01,180.205,"November 20, 25",-0.0201
2025-11-19,180.33,183.9,178.88,180.93,180.93,1335624,1335624,0.6,0.33272,181.01,"November 19, 25",0.0033272
2025-11-18,176.84,180.66,171.41,178.71,178.71,1857051,1857051,1.87,1.06,176.905,"November 18, 25",0.0106
2025-11-17,177.8,182.3,177.61,177.78,177.78,1416900,1416900,-0.02,-0.01124859,178.8725,"November 17, 25",-0.0001124859
2025-11-14,177.21,181.49,175.82,179.02,179.02,1128700,1128700,1.81,1.02,178.385,"November 14, 25",0.0102
2025-11-13,177.94,182.6,177.8,180.47,180.47,1448900,1448900,2.53,1.42,179.7025,"November 13, 25",0.0142
2025-11-12,180.52,183.45,179.73,180.12,180.12,681004,681004,-0.4,-0.22158,180.955,"November 12, 25",-0.0022158
2025-11-11,181,182.72,177.9,180.16,180.16,1013251,1013251,-0.84,-0.46409,180.445,"November 11, 25",-0.0046409
2025-11-10,177.7,183.83,177,182.4,182.4,1809345,1809345,4.7,2.64,180.2325,"November 10, 25",0.0264
2025-11-07,166.88,175.76,165.94,175.3,175.3,1539863,1539863,8.42,5.05,170.97,"November 07, 25",0.0505
2025-11-06,167.57,172.5,155,168,168,1997559,1997559,0.43,0.25661,165.7675,"November 06, 25",0.0025661
2025-11-05,158.52,161.4,155.78,160.91,160.91,1064402,1064402,2.39,1.51,159.1525,"November 05, 25",0.0151
2025-11-04,161.98,162.26,156.34,158.45,158.45,779707,779707,-3.53,-2.18,159.7575,"November 04, 25",-0.0218
2025-11-03,162.08,164,157.8,161.71,161.71,826869,826869,-0.37,-0.22828,161.3975,"November 03, 25",-0.0022828
2025-10-31,160.25,163.63,159.72,163.54,163.54,978950,978950,3.29,2.05,161.785,"October 31, 25",0.0205
2025-10-30,161.68,163.49,158.98,159.15,159.15,612920,612920,-2.53,-1.56,160.825,"October 30, 25",-0.0156
2025-10-29,163.5,165.27,161.69,162.85,162.85,1172905,1172905,-0.65,-0.39755,163.3275,"October 29, 25",-0.0039755
2025-10-28,161.18,163.27,159.9,161.9,161.9,666968,666968,0.72,0.44671,161.5625,"October 28, 25",0.0044671
2025-10-27,161.29,164.04,160,162.45,162.45,1005985,1005985,1.16,0.7192,161.945,"October 27, 25",0.007192
2025-10-24,157.8,160.2,156.15,159.4,159.4,743193,743193,1.6,1.01,158.3875,"October 24, 25",0.0101
2025-10-23,153.77,157.15,151.6,156.73,156.73,749654,749654,2.96,1.92,154.8125,"October 23, 25",0.0192
2025-10-22,154.77,157.22,153.75,156.47,156.47,709906,709906,1.7,1.1,155.5525,"October 22, 25",0.011
2025-10-21,150.45,157.49,142.77,155.08,155.08,989307,989307,4.63,3.08,151.4475,"October 21, 25",0.0308
2025-10-20,145.05,148.08,143.45,145,145,572241,572241,-0.05,-0.03447087,145.395,"October 20, 25",-0.0003447087
2025-10-17,142.21,146,141.4,144.52,144.52,500842,500842,2.31,1.62,143.5325,"October 17, 25",0.0162
2025-10-16,144.01,145.82,140.84,142.2,142.2,401110,401110,-1.81,-1.26,143.2175,"October 16, 25",-0.0126
2025-10-15,148.27,148.27,142.61,142.97,142.97,481388,481388,-5.3,-3.57,145.53,"October 15, 25",-0.0357
2025-10-14,144.3,148.73,143.26,146.98,146.98,567556,567556,2.68,1.86,145.8175,"October 14, 25",0.0186
2025-10-13,143.65,147.03,143.06,146.7,146.7,480689,480689,3.05,2.12,145.11,"October 13, 25",0.0212
