date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,D,USD,0000715957,2025-02-27,2025-02-27 08:17:17,2024,FY,1927000000,2345000000,-334000000,0,524000000,208000000,-87000000,76000000,327000000,556000000,5018000000,-12427000000,35000000,-3233000000,3198000000,9244000000,-3183000000,-2186000000,3667000000,-801000000,-2239000000,-212000000,-1771000000,33000000,97000000,365000000,268000000,5018000000,-12427000000,-7409000000,https://www.sec.gov/Archives/edgar/data/715957/000095017025028387/0000950170-25-028387-index.htm,https://www.sec.gov/Archives/edgar/data/103682/000095017025028387/d-20241231.htm
2023-12-31,D,USD,0000715957,2024-02-23,2024-02-23 07:30:17,2023,FY,2156000000,2580000000,1437000000,0,34000000,147000000,-198000000,-506000000,591000000,365000000,6572000000,-10235000000,3340000000,-3256000000,2967000000,-23000000,-7207000000,2920000000,94000000,0,-2233000000,-186000000,595000000,1000000,-39000000,268000000,307000000,6572000000,-10235000000,-3663000000,https://www.sec.gov/Archives/edgar/data/715957/000095017024019110/0000950170-24-019110-index.htm,https://www.sec.gov/Archives/edgar/data/103682/000095017024019110/d-20231231.htm
2022-12-31,D,USD,0000715957,2023-02-21,2023-02-21 07:00:15,2022,FY,427000000,3113000000,141000000,0,-3336000000,-985000000,-216000000,556000000,-2691000000,3355000000,3700000000,-7758000000,727000000,-3110000000,3553000000,-158000000,-6746000000,5136000000,1866000000,-1610000000,-2209000000,-204000000,2979000000,-34000000,-101000000,307000000,408000000,3700000000,-7758000000,-4058000000,https://www.sec.gov/Archives/edgar/data/715957/000095017023003287/0000950170-23-003287-index.htm,https://www.sec.gov/Archives/edgar/data/103682/000095017023003287/d-20221231.htm
2021-12-31,D,USD,0000715957,2022-02-24,2022-02-24 12:58:30,2021,FY,2647000000,2768000000,487000000,0,-2174000000,-183000000,-74000000,156000000,-2073000000,309000000,4037000000,-6061000000,495000000,-4960000000,5666000000,-1387000000,-6247000000,3844000000,934000000,0,-2036000000,-371000000,2371000000,7000000,168000000,408000000,240000000,4037000000,-6061000000,-2024000000,https://www.sec.gov/Archives/edgar/data/715957/000156459022006589/0001564590-22-006589-index.htm,https://www.sec.gov/Archives/edgar/data/103682/000156459022006589/d-10k_20211231.htm
2020-12-31,D,USD,0000715957,2021-02-25,2021-02-25 08:17:20,2020,FY,1477000000,2836000000,-324000000,0,-796000000,-238000000,39000000,35000000,-632000000,2034000000,5227000000,-6331000000,0,-4705000000,8108000000,12000000,-2916000000,3907000000,159000000,-3080000000,-2873000000,-446000000,-2333000000,24000000,2000000,240000000,238000000,5227000000,-6331000000,-1104000000,https://www.sec.gov/Archives/edgar/data/715957/000156459021008442/0001564590-21-008442-index.htm,https://www.sec.gov/Archives/edgar/data/103682/000156459021008442/d-10k_20201231.htm
2019-12-31,D,USD,0000715957,2020-02-28,2020-02-28 08:56:19,2019,FY,642000000,2977000000,216000000,0,-886000000,-71000000,-90000000,-225000000,-500000000,2255000000,5204000000,-5321000000,0,-1958000000,2159000000,498000000,-4622000000,-4451000000,6966000000,0,-2983000000,-236000000,-704000000,-31000000,-153000000,238000000,391000000,5204000000,-5321000000,-117000000,https://www.sec.gov/Archives/edgar/data/715957/000119312520054469/0001193125-20-054469-index.htm,https://www.sec.gov/Archives/edgar/data/103682/000119312520054469/d854390d10k.htm
2018-12-31,D,USD,0000715957,2019-02-28,2019-02-28 17:17:16,2018,FY,2447000000,2280000000,517000000,0,-241000000,-110000000,-29000000,67000000,-169000000,-230000000,4773000000,-4405000000,0,-2322000000,4219000000,150000000,-2358000000,-2211000000,2465000000,0,-2185000000,-278000000,-2209000000,0,206000000,391000000,185000000,4773000000,-4405000000,368000000,https://www.sec.gov/Archives/edgar/data/715957/000119312519057924/0001193125-19-057924-index.htm,https://www.sec.gov/Archives/edgar/data/103682/000119312519057924/d662998d10k.htm
2017-12-31,D,USD,0000715957,2018-02-27,2018-02-27 09:13:42,2017,FY,2999000000,2202000000,-3000000,0,-774000000,-103000000,15000000,-89000000,-597000000,78000000,4502000000,-5909000000,0,-2310000000,2106000000,171000000,-5942000000,2201000000,1320000000,0,-1931000000,-287000000,1303000000,61000000,-76000000,185000000,261000000,4502000000,-5909000000,-1407000000,https://www.sec.gov/Archives/edgar/data/715957/000119312518059578/0001193125-18-059578-index.htm,https://www.sec.gov/Archives/edgar/data/103682/000119312518059578/d512216d10k.htm
2016-12-31,D,USD,0000715957,2017-02-28,2017-02-28 08:30:57,2016,FY,2123000000,1849000000,725000000,0,-486000000,-286000000,1000000,97000000,-298000000,-84000000,4127000000,-6125000000,-4381000000,-1504000000,1422000000,-115000000,-10703000000,4858000000,3124000000,0,-1727000000,-25000000,6230000000,0,-346000000,261000000,607000000,4127000000,-6125000000,-1998000000,https://www.sec.gov/Archives/edgar/data/715957/000119312517060413/0001193125-17-060413-index.htm,https://www.sec.gov/Archives/edgar/data/103682/000119312517060413/d334692d10k.htm
2015-12-31,D,USD,0000715957,2016-02-26,2016-02-26 12:51:50,2015,FY,1899000000,1669000000,854000000,0,95000000,294000000,-26000000,-199000000,26000000,-42000000,4475000000,-5993000000,-497000000,-1326000000,1340000000,-27000000,-6503000000,3004000000,786000000,0,-1536000000,63000000,2317000000,0,289000000,607000000,318000000,4475000000,-5993000000,-1518000000,https://www.sec.gov/Archives/edgar/data/715957/000119312516480850/0001193125-16-480850-index.htm,https://www.sec.gov/Archives/edgar/data/103682/000119312516480850/d126742d10k.htm
