symbol,date,analystRatingsbuy,analystRatingsHold,analystRatingsSell,analystRatingsStrongSell,analystRatingsStrongBuy
XYZ,2026-01-01,25,13,1,1,6
XYZ,2025-12-01,25,13,1,1,6
XYZ,2025-11-01,25,13,3,1,7
XYZ,2025-10-01,25,11,3,1,6
XYZ,2025-09-01,23,11,3,1,7
XYZ,2025-08-01,25,10,3,1,9
XYZ,2025-07-01,27,11,2,1,10
XYZ,2025-06-01,25,12,2,1,10
XYZ,2025-05-01,29,13,1,0,11
XYZ,2025-04-01,29,7,2,0,12
XYZ,2025-03-01,28,7,2,0,12
XYZ,2025-02-01,28,8,3,0,11
XYZ,2025-01-01,28,11,3,0,9
XYZ,2024-12-01,28,12,3,0,7
XYZ,2024-11-01,28,12,3,0,7
XYZ,2024-10-01,29,9,3,0,8
