date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,Q,USD,0000000000,2024-12-31,2024-12-31 00:00:00,2024,FY,724000000,394000000,-81000000,13000000,14000000,-53000000,-84000000,78000000,73000000,-3000000,1061000000,-200000000,0,0,0,28000000,-172000000,0,0,0,0,-848000000,-848000000,-14000000,27000000,166000000,139000000,1061000000,-200000000,861000000,,
2023-12-31,Q,USD,0000000000,2023-12-31,2023-12-31 00:00:00,2023,FY,533000000,403000000,-79000000,13000000,-43000000,12000000,86000000,-54000000,-87000000,55000000,882000000,-231000000,0,0,0,5000000,-226000000,0,0,0,0,-628000000,-628000000,-4000000,24000000,139000000,115000000,882000000,-231000000,651000000,,
2022-12-31,Q,USD,0000000000,2022-12-31,2022-12-31 00:00:00,2022,FY,801000000,414000000,-121000000,12000000,-76000000,20000000,-90000000,-70000000,64000000,123000000,1153000000,-202000000,0,0,0,0,-202000000,0,0,0,0,-932000000,-932000000,-10000000,9000000,115000000,106000000,1153000000,-202000000,951000000,,
