symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
TTWO,-1.73027,-2.44659,1.50073,-2.35952,3.73974,0,33.13578,137.44809,22.88756,624.02878,6323.82924
