date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,dividend,recordDate,paymentDate,declarationDate
2021-07-29,825.42,836.25,784.29,786.38,720.17,883762,883762,-39.04,-4.73,808.085,"July 29, 21",-0.0473,,,,,
2021-07-28,836.26,841.59,832.32,836.31,765.9,390614,390614,0.05,0.005979,836.62,"July 28, 21",5.979e-05,,,,,
2021-07-27,827.66,842.53,825.39,841.83,770.96,392400,392400,14.17,1.71,834.3525,"July 27, 21",0.0171,,,,,
2021-07-26,831.99,835.02,823.85,829.51,759.67,393900,393900,-2.48,-0.29808,830.0925,"July 26, 21",-0.0029808,,,,,
2021-07-23,820.61,835.46,815.96,833.48,763.31,348600,348600,12.87,1.57,826.3775,"July 23, 21",0.0157,,,,,
2021-07-22,823.23,826.79,817.57,820.82,751.72,377743,377743,-2.41,-0.29275,822.1025,"July 22, 21",-0.0029275,,,,,
2021-07-21,829.53,829.53,812.84,819.76,750.74,582379,582379,-9.77,-1.18,822.915,"July 21, 21",-0.0118,,,,,
2021-07-20,838.5,840,828.18,832.65,762.55,409400,409400,-5.85,-0.69767,834.8325,"July 20, 21",-0.0069767,,,,,
2021-07-19,828.36,838.86,824.16,834.3,764.06,477842,477842,5.94,0.71708,831.42,"July 19, 21",0.0071708,,,,,
2021-07-16,834.16,845.62,829.29,831.47,761.47,541619,541619,-2.69,-0.32248,835.135,"July 16, 21",-0.0032248,,,,,
2021-07-15,832.65,835.71,824.65,834.04,763.82,310200,310200,1.39,0.16694,831.7625,"July 15, 21",0.0016694,,,,,
2021-07-14,822.32,834.77,818.9,831.84,761.81,412400,412400,9.52,1.16,826.9575,"July 14, 21",0.0116,,,,,
2021-07-13,826.3,835.71,821.56,823.04,753.75,398218,398218,-3.26,-0.39453,826.6525,"July 13, 21",-0.0039453,,,,,
2021-07-12,823.05,833.94,815.69,829.55,759.71,600739,600739,6.5,0.78975,825.5575,"July 12, 21",0.0078975,,,,,
2021-07-09,827.89,834,812.98,820.32,751.26,480900,480900,-7.57,-0.91437,823.7975,"July 09, 21",-0.0091437,,,,,
2021-07-08,825,832.92,820.63,828.19,758.46,402432,402432,3.19,0.38667,826.685,"July 08, 21",0.0038667,,,,,
2021-07-07,822.78,831.72,817.22,827.81,758.12,525800,525800,5.03,0.61134,824.8825,"July 07, 21",0.0061134,,,,,
2021-07-06,801.38,819.85,799.99,819.11,750.15,458329,458329,17.73,2.21,810.0825,"July 06, 21",0.0221,,,,,
2021-07-02,800.64,804.31,796.01,800.5,733.11,379912,379912,-0.14,-0.01748601,800.365,"July 02, 21",-0.0001748601,,,,,
2021-07-01,800.56,808.6,795.2,797.64,730.49,506100,506100,-2.92,-0.36474,800.5,"July 01, 21",-0.0036474,,,,,
2021-06-30,808.3,809.85,798.59,802.6,735.03,717100,717100,-5.7,-0.70518,804.835,"June 30, 21",-0.0070518,,,,,
2021-06-29,792.02,804.1,789.39,802.33,734.78,493400,493400,10.31,1.3,796.96,"June 29, 21",0.013,,,,,
2021-06-28,789.34,798.9,783.02,798.52,731.29,675140,675140,9.18,1.16,792.445,"June 28, 21",0.0116,,,,,
2021-06-25,780.19,785.77,774.32,783.4,717.45,1128519,1128519,3.21,0.41144,780.92,"June 25, 21",0.0041144,,,,,
2021-06-24,804.01,809.63,772.95,779.32,713.71,1107324,1107324,-24.69,-3.07,791.4775,"June 24, 21",-0.0307,,,,,
2021-06-23,821.62,824.72,792.03,803.56,735.91,909430,909430,-18.06,-2.2,810.4825,"June 23, 21",-0.022,,,,,
2021-06-22,823.65,824.99,811.57,822.57,753.32,573808,573808,-1.08,-0.13112,820.695,"June 22, 21",-0.0013112,,,,,
2021-06-21,818.67,826.81,802.65,822.5,753.25,1036829,1036829,3.83,0.46783,817.6575,"June 21, 21",0.0046783,,,,,
2021-06-18,815.5,829.61,799.84,822.77,753.5,3751600,3751600,7.27,0.89148,816.93,"June 18, 21",0.0089148,,,,,
2021-06-17,809.97,816.82,805.9,815.46,746.81,661400,661400,5.49,0.6778,812.0375,"June 17, 21",0.006778,,,,,
2021-06-16,813,819.68,806.75,809.97,741.78,636400,636400,-3.03,-0.37269,812.35,"June 16, 21",-0.0037269,,,,,
2021-06-15,819.76,826.28,807.03,809,740.89,526464,526464,-10.76,-1.31,815.5175,"June 15, 21",-0.0131,,,,,
2021-06-14,814.77,825.6,811.54,823.99,754.62,490800,490800,9.22,1.13,818.975,"June 14, 21",0.0113,,,,,
2021-06-11,812.97,820.55,812.66,816.04,747.34,590109,590109,3.07,0.37763,815.555,"June 11, 21",0.0037763,,,,,
2021-06-10,808.16,828.69,806.82,822.99,753.7,542401,542401,14.83,1.84,816.665,"June 10, 21",0.0184,,,,,
2021-06-09,814.96,819.54,808.19,810.01,741.82,532700,532700,-4.95,-0.60739,813.175,"June 09, 21",-0.0060739,,,,,
2021-06-08,799.99,818.33,799.99,816.66,747.91,622600,622600,16.67,2.08,808.7425,"June 08, 21",0.0208,,,,,
2021-06-07,791.23,807.72,787.35,795.06,728.12,778500,778500,3.83,0.48406,795.34,"June 07, 21",0.0048406,,,,,
2021-06-04,779.42,788.69,776.27,785.39,719.27,573223,573223,5.97,0.76595,782.4425,"June 04, 21",0.0076595,,,,,
2021-06-03,750.11,779.14,750.11,777.04,711.62,723115,723115,26.93,3.59,764.1,"June 03, 21",0.0359,,,,,
2021-06-02,743.92,759.86,741.58,758.13,694.3,561759,561759,14.21,1.91,750.8725,"June 02, 21",0.0191,,,,,
2021-06-01,739.53,740.9,733.04,739.42,677.17,419801,419801,-0.11,-0.01487431,738.2225,"June 01, 21",-0.0001487431,,,,,
2021-05-28,741.53,745.86,735.89,736.72,674.7,314735,314735,-4.81,-0.64866,740,"May 28, 21",-0.0064866,,,,,
2021-05-27,734.56,736.57,727.51,735.09,673.2,395503,395503,0.53,0.07215204,733.4325,"May 27, 21",0.0007215204,,,,,
2021-05-26,740.02,742.9,733.07,735.39,673.48,425191,425191,-4.63,-0.62566,737.845,"May 26, 21",-0.0062566,,,,,
2021-05-25,726.65,737.09,718.49,735.26,673.36,325200,325200,8.61,1.18,729.3725,"May 25, 21",0.0118,,,,,
2021-05-24,724,733.49,719.72,723.3,662.41,640244,640244,-0.7,-0.09668508,725.1275,"May 24, 21",-0.0009668508,,,,,
2021-05-21,722,731.66,721.44,725.22,664.16,621800,621800,3.22,0.44598,725.08,"May 21, 21",0.0044598,,,,,
2021-05-20,715.17,733.92,714.82,728.12,666.82,434900,434900,12.95,1.81,723.0075,"May 20, 21",0.0181,,,,,
2021-05-19,710.26,719.97,707.43,715.36,655.13,286007,286007,5.1,0.71805,713.255,"May 19, 21",0.0071805,,,,,
2021-05-18,714.07,720.29,704.9,715.33,655.11,249700,249700,1.26,0.17645,713.6475,"May 18, 21",0.0017645,2.87,2.87,2021-05-19,2021-06-16,2021-04-28
2021-05-17,714.96,721.92,711.39,715.03,652.2,415400,415400,0.07,0.00979076,715.825,"May 17, 21",9.79076e-05,,,,,
2021-05-14,719.81,727.97,714.43,722.02,658.58,322651,322651,2.21,0.30703,721.0575,"May 14, 21",0.0030703,,,,,
2021-05-13,706.73,720.63,701.03,715.43,652.57,383700,383700,8.7,1.23,710.955,"May 13, 21",0.0123,,,,,
2021-05-12,710.45,712.62,704.23,705.36,643.38,518900,518900,-5.09,-0.71645,708.165,"May 12, 21",-0.0071645,,,,,
2021-05-11,716.91,718.86,704.97,718.04,654.95,376100,376100,1.13,0.15762,714.695,"May 11, 21",0.0015762,,,,,
2021-05-10,715.48,723.79,708.17,720,656.73,522814,522814,4.52,0.63174,716.86,"May 10, 21",0.0063174,,,,,
2021-05-07,696.82,714.3,696.82,713.45,650.76,379200,379200,16.63,2.39,705.3475,"May 07, 21",0.0239,,,,,
2021-05-06,693.63,702.51,690.6,699.08,637.65,355129,355129,5.45,0.78572,696.455,"May 06, 21",0.0078572,,,,,
2021-05-05,703.65,710,690.83,693,632.11,472900,472900,-10.65,-1.51,699.37,"May 05, 21",-0.0151,,,,,
2021-05-04,711.9,718.54,705.38,710.03,647.64,676800,676800,-1.87,-0.26268,711.4625,"May 04, 21",-0.0026268,,,,,
2021-05-03,720.78,720.99,708.79,711.05,648.57,469600,469600,-9.73,-1.35,715.4025,"May 03, 21",-0.0135,,,,,
2021-04-30,703.96,725.45,703.79,720.76,657.43,669800,669800,16.8,2.39,713.49,"April 30, 21",0.0239,,,,,
2021-04-29,722.42,722.42,695.02,706.08,644.04,503408,503408,-16.34,-2.26,711.485,"April 29, 21",-0.0226,,,,,
2021-04-28,715.01,715.49,703.95,707.38,645.22,404012,404012,-7.63,-1.07,710.4575,"April 28, 21",-0.0107,,,,,
2021-04-27,723.8,723.8,710.25,713.88,651.15,271546,271546,-9.92,-1.37,717.9325,"April 27, 21",-0.0137,,,,,
2021-04-26,719.54,720,710,716.97,653.97,266000,266000,-2.57,-0.35717,716.6275,"April 26, 21",-0.0035717,,,,,
2021-04-23,716.96,722.93,715.14,718.11,655.01,366300,366300,1.15,0.1604,718.285,"April 23, 21",0.001604,,,,,
2021-04-22,710.51,724.73,710.01,717.97,654.88,336633,336633,7.46,1.05,715.805,"April 22, 21",0.0105,,,,,
2021-04-21,728.29,735.77,724.14,726.13,662.32,422600,422600,-2.16,-0.29659,728.5825,"April 21, 21",-0.0029659,,,,,
2021-04-20,714.31,728.98,714.17,726.22,662.41,310300,310300,11.91,1.67,720.92,"April 20, 21",0.0167,,,,,
2021-04-19,709,719.63,706.06,717.29,654.26,264000,264000,8.29,1.17,712.995,"April 19, 21",0.0117,,,,,
2021-04-16,720.95,720.95,707.71,708.14,645.92,383441,383441,-12.81,-1.78,714.4375,"April 16, 21",-0.0178,,,,,
2021-04-15,698.25,720.38,697.4,718.85,655.68,422841,422841,20.6,2.95,708.72,"April 15, 21",0.0295,,,,,
2021-04-14,707.05,708.88,692.69,694.31,633.3,353846,353846,-12.74,-1.8,700.7325,"April 14, 21",-0.018,,,,,
2021-04-13,694.5,707.49,692.66,705.77,643.75,380300,380300,11.27,1.62,700.105,"April 13, 21",0.0162,,,,,
2021-04-12,688.12,692.55,679.03,691.43,630.67,355140,355140,3.31,0.48102,687.7825,"April 12, 21",0.0048102,,,,,
2021-04-09,685.99,691.69,683.04,687.46,627.05,319914,319914,1.47,0.21429,687.045,"April 09, 21",0.0021429,,,,,
2021-04-08,693.99,699.18,685.4,687.69,627.26,362500,362500,-6.3,-0.90779,691.565,"April 08, 21",-0.0090779,,,,,
2021-04-07,688.88,689.34,680.67,684.45,624.31,365130,365130,-4.43,-0.64307,685.835,"April 07, 21",-0.0064307,,,,,
2021-04-06,687.23,691.81,682.37,688.71,628.19,447500,447500,1.48,0.21536,687.53,"April 06, 21",0.0021536,,,,,
2021-04-05,686.2,690.7,682.38,690.24,629.59,407700,407700,4.04,0.58875,687.38,"April 05, 21",0.0058875,,,,,
2021-04-01,685.7,686.07,673.31,678,618.42,735349,735349,-7.7,-1.12,680.77,"April 01, 21",-0.0112,,,,,
2021-03-31,676.32,686.66,665,679.59,619.87,413413,413413,3.27,0.4835,676.8925,"March 31, 21",0.004835,,,,,
2021-03-30,680.2,687.73,673.26,674.84,615.54,300800,300800,-5.36,-0.788,679.0075,"March 30, 21",-0.00788,,,,,
2021-03-29,684.99,691.22,674,687.84,627.4,451614,451614,2.85,0.41606,684.5125,"March 29, 21",0.0041606,,,,,
2021-03-26,664.3,684.05,660.48,683.63,623.56,401000,401000,19.33,2.91,673.115,"March 26, 21",0.0291,,,,,
2021-03-25,667.49,670.21,655.37,668.12,609.41,386513,386513,0.63,0.09438344,665.2975,"March 25, 21",0.0009438344,,,,,
2021-03-24,670.97,675.75,658.13,662.34,604.14,529152,529152,-8.63,-1.29,666.7975,"March 24, 21",-0.0129,,,,,
2021-03-23,674.11,683.84,660.6,675.77,616.39,436900,436900,1.66,0.24625,673.58,"March 23, 21",0.0024625,,,,,
2021-03-22,649.73,669.63,649.73,666.69,608.11,479714,479714,16.96,2.61,658.945,"March 22, 21",0.0261,,,,,
2021-03-19,650.08,662.87,646.81,653.06,595.68,668900,668900,2.98,0.45841,653.205,"March 19, 21",0.0045841,,,,,
2021-03-18,648.7,653.39,639.17,646.83,589.99,573800,573800,-1.87,-0.28827,647.0225,"March 18, 21",-0.0028827,,,,,
2021-03-17,666.38,668.41,653.34,656.45,598.77,470106,470106,-9.93,-1.49,661.145,"March 17, 21",-0.0149,,,,,
2021-03-16,673.37,682.08,669.07,671.33,612.34,289000,289000,-2.04,-0.30295,673.9625,"March 16, 21",-0.0030295,,,,,
2021-03-15,662.25,675.51,662.25,669.55,610.72,587405,587405,7.3,1.1,667.39,"March 15, 21",0.011,,,,,
2021-03-12,644.49,669.4,642.82,668,609.3,718136,718136,23.51,3.65,656.1775,"March 12, 21",0.0365,,,,,
2021-03-11,640.98,661.19,640.98,654.59,597.07,731633,731633,13.61,2.12,649.435,"March 11, 21",0.0212,,,,,
2021-03-10,634.61,645.62,626.02,638.7,582.58,1029700,1029700,4.09,0.64449,636.2375,"March 10, 21",0.0064449,,,,,
2021-03-09,611.9,629.81,606.9,622.71,567.99,765859,765859,10.81,1.77,617.83,"March 09, 21",0.0177,,,,,
2021-03-08,605.05,615.68,594.03,594.92,542.64,1030000,1030000,-10.13,-1.67,602.42,"March 08, 21",-0.0167,,,,,
2021-03-05,606.35,616.48,586.73,610.56,556.91,864315,864315,4.21,0.69432,605.03,"March 05, 21",0.0069432,,,,,
2021-03-04,615.77,627.18,602.24,603.57,550.53,942646,942646,-12.2,-1.98,612.19,"March 04, 21",-0.0198,,,,,
2021-03-03,630.74,638.17,609.26,611.34,557.62,631686,631686,-19.4,-3.08,622.3775,"March 03, 21",-0.0308,,,,,
2021-03-02,646.64,649.34,629.42,640.05,583.81,820474,820474,-6.59,-1.02,641.3625,"March 02, 21",-0.0102,,,,,
2021-03-01,649.32,658.69,642,648.26,591.3,935100,935100,-1.06,-0.16325,649.5675,"March 01, 21",-0.0016325,,,,,
2021-02-26,643.83,660.25,640,648.34,591.37,978652,978652,4.51,0.7005,648.105,"February 26, 21",0.007005,,,,,
2021-02-25,637,644.41,624.03,638.37,582.28,1367300,1367300,1.37,0.21507,635.9525,"February 25, 21",0.0021507,,,,,
2021-02-24,658.79,660.76,637.53,639,582.85,1076275,1076275,-19.79,-3,649.02,"February 24, 21",-0.03,,,,,
2021-02-23,663.07,667.29,654.21,658.82,600.93,871564,871564,-4.25,-0.64096,660.8475,"February 23, 21",-0.0064096,2.87,2.87,2021-02-24,2021-03-17,2021-02-10
2021-02-22,677.69,677.69,662.15,667.34,606.08,810600,810600,-10.35,-1.53,671.2175,"February 22, 21",-0.0153,,,,,
2021-02-19,694.73,700.38,674.26,680.22,617.78,727300,727300,-14.51,-2.09,687.3975,"February 19, 21",-0.0209,,,,,
2021-02-18,692.92,692.92,682.62,685.56,622.63,964850,964850,-7.36,-1.06,688.505,"February 18, 21",-0.0106,,,,,
2021-02-17,686.23,700.32,684.65,694.43,630.68,561700,561700,8.2,1.19,691.4075,"February 17, 21",0.0119,,,,,
2021-02-16,723.64,724,684.47,688.09,624.92,617255,617255,-35.55,-4.91,705.05,"February 16, 21",-0.0491,,,,,
2021-02-12,711.23,724.17,700.02,709.81,644.65,638741,638741,-1.42,-0.19965,711.3075,"February 12, 21",-0.0019965,,,,,
2021-02-11,749.25,758.62,711.1,717.7,651.82,798707,798707,-31.55,-4.21,734.1675,"February 11, 21",-0.0421,,,,,
2021-02-10,756.94,758.52,748.23,751,682.06,465861,465861,-5.94,-0.78474,753.6725,"February 10, 21",-0.0078474,,,,,
2021-02-09,751.43,755.26,742.59,750.47,681.58,299766,299766,-0.96,-0.12776,749.9375,"February 09, 21",-0.0012776,,,,,
2021-02-08,751.02,754.55,739.16,747.41,678.8,371718,371718,-3.61,-0.48068,748.035,"February 08, 21",-0.0048068,,,,,
2021-02-05,749.12,756.29,740.95,754.29,685.05,378242,378242,5.17,0.69014,750.1625,"February 05, 21",0.0069014,,,,,
2021-02-04,760.02,760.02,742.01,746.91,678.34,421100,421100,-13.11,-1.72,752.24,"February 04, 21",-0.0172,,,,,
2021-02-03,764.1,766,745.89,754.89,685.59,320121,320121,-9.21,-1.21,757.72,"February 03, 21",-0.0121,,,,,
2021-02-02,760.09,770.35,758.28,768.57,698.02,575866,575866,8.48,1.12,764.3225,"February 02, 21",0.0112,,,,,
2021-02-01,737.96,759.56,731.5,756.72,687.25,343815,343815,18.76,2.54,746.435,"February 01, 21",0.0254,,,,,
2021-01-29,733.47,745.5,726.36,739.96,672.03,488033,488033,6.49,0.88484,736.3225,"January 29, 21",0.0088484,,,,,
2021-01-28,729,747.43,724.11,738.23,670.46,450101,450101,9.23,1.27,734.6925,"January 28, 21",0.0127,,,,,
2021-01-27,737.32,737.32,730,731.7,664.53,492714,492714,-5.62,-0.76222,734.085,"January 27, 21",-0.0076222,,,,,
2021-01-26,721.28,736,719.55,735.24,667.74,369988,369988,13.96,1.94,728.0175,"January 26, 21",0.0194,,,,,
2021-01-25,728.46,728.86,719.35,723.16,656.77,315721,315721,-5.3,-0.72756,724.9575,"January 25, 21",-0.0072756,,,,,
2021-01-22,720.18,728.93,720.18,721.16,654.96,484900,484900,0.98,0.13608,722.6125,"January 22, 21",0.0013608,,,,,
2021-01-21,727.22,729.08,716.76,719.9,653.81,318331,318331,-7.32,-1.01,723.24,"January 21, 21",-0.0101,,,,,
2021-01-20,718.23,734.53,715,727.74,660.93,456152,456152,9.51,1.32,723.875,"January 20, 21",0.0132,,,,,
2021-01-19,716.83,722.99,711.64,716.32,650.56,558500,558500,-0.51,-0.07114658,716.945,"January 19, 21",-0.0007114658,,,,,
2021-01-15,690.94,709.86,690.73,707.76,642.79,549921,549921,16.82,2.43,699.8225,"January 15, 21",0.0243,,,,,
2021-01-14,689.05,692.88,684.95,689.67,626.36,530100,530100,0.62,0.08997896,689.1375,"January 14, 21",0.0008997896,,,,,
2021-01-13,681.45,691.58,678.77,690.12,626.77,455329,455329,8.67,1.27,685.48,"January 13, 21",0.0127,,,,,
2021-01-12,681.33,681.76,660.72,676.53,614.42,412300,412300,-4.8,-0.7045,675.085,"January 12, 21",-0.007045,,,,,
2021-01-11,696.99,699.95,680.8,682.39,619.75,502930,502930,-14.6,-2.09,690.0325,"January 11, 21",-0.0209,,,,,
2021-01-08,686.31,698.65,683.76,692.46,628.89,624205,624205,6.15,0.8961,690.295,"January 08, 21",0.008961,,,,,
2021-01-07,673.22,684.25,670.32,678.97,616.64,698031,698031,5.75,0.8541,676.69,"January 07, 21",0.008541,,,,,
2021-01-06,685,686.53,663.85,668.96,607.55,568600,568600,-16.04,-2.34,676.085,"January 06, 21",-0.0234,,,,,
2020-11-17,,,,,,,,,,,"November 17, 20",,2.66,2.66,2020-11-18,2020-12-09,2020-10-28
2020-08-18,,,,,,,,,,,"August 18, 20",,2.66,2.66,2020-08-19,2020-09-23,2020-07-29
2020-05-19,,,,,,,,,,,"May 19, 20",,2.66,2.66,2020-05-20,2020-06-17,2020-05-06
2020-02-25,,,,,,,,,,,"February 25, 20",,2.66,2.66,2020-02-26,2020-03-18,2020-02-12
2019-11-19,,,,,,,,,,,"November 19, 19",,2.46,2.46,2019-11-20,2019-12-11,2019-10-30
2019-08-20,,,,,,,,,,,"August 20, 19",,2.46,2.46,2019-08-21,2019-09-18,2019-07-31
2019-05-21,,,,,,,,,,,"May 21, 19",,2.46,2.46,2019-05-22,2019-06-19,2019-05-01
2019-02-26,,,,,,,,,,,"February 26, 19",,2.46,2.46,2019-02-27,2019-03-20,2019-02-13
2018-11-13,,,,,,,,,,,"November 13, 18",,2.28,2.28,2018-11-14,2018-12-12,2018-11-01
2018-08-21,,,,,,,,,,,"August 21, 18",,2.28,2.28,2018-08-22,2018-09-19,2018-08-08
2018-05-22,,,,,,,,,,,"May 22, 18",,2.28,2.28,2018-05-23,2018-06-20,2018-05-02
2018-02-23,,,,,,,,,,,"February 23, 18",,2.28,2.28,2018-02-26,2018-03-21,2018-02-14
2017-11-14,,,,,,,,,,,"November 14, 17",,2,2,2017-11-15,2017-12-13,2017-11-01
2017-08-21,,,,,,,,,,,"August 21, 17",,2,2,2017-08-23,2017-09-20,2017-08-03
2017-05-22,,,,,,,,,,,"May 22, 17",,2,2,2017-05-24,2017-06-21,2017-04-27
2017-02-23,,,,,,,,,,,"February 23, 17",,2,2,2017-02-27,2017-03-22,2017-02-16
2016-11-14,,,,,,,,,,,"November 14, 16",,1.75,1.75,2016-11-16,2016-12-14,2016-11-03
2016-08-22,,,,,,,,,,,"August 22, 16",,1.75,1.75,2016-08-24,2016-09-14,2016-08-04
2016-05-23,,,,,,,,,,,"May 23, 16",,1.75,1.75,2016-05-25,2016-06-15,2016-05-05
2016-03-07,,,,,,,,,,,"March 07, 16",,1.75,1.75,2016-03-09,2016-03-23,2016-02-19
2015-12-07,,,,,,,,,,,"December 07, 15",,1.69,1.69,2015-12-09,2015-12-16,2015-10-28
2015-10-06,,,,,,,,,,,"October 06, 15",,10.95,10.95,2015-10-08,2015-11-10,2015-10-01
2015-08-24,,,,,,,,,,,"August 24, 15",,1.69,1.69,2015-08-26,2015-09-16,2015-07-30
2015-05-22,,,,,,,,,,,"May 22, 15",,1.69,1.69,2015-05-27,2015-06-17,2015-05-08
2015-03-09,,,,,,,,,,,"March 09, 15",,1.69,1.69,2015-03-11,2015-03-25,2015-02-20
2014-10-23,,,,,,,,,,,"October 23, 14",,7.57,7.57,2014-10-27,2014-11-25,2014-10-16
