symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
BRO,2024-12-31,102.02,282000000,28769640000,675000000,4060000000,32154640000
BRO,2023-12-31,71.11,280800000,19967688000,700000000,4020000000,23287688000
BRO,2022-12-31,56.97,278101265,15843429067,650000000,4183000000,19376429067
BRO,2021-12-31,70.28,276024000,19398966720,693200000,2246300000,20952066720
BRO,2020-12-31,47.41,275325443,13053179252,817398000,2312383000,14548164252
BRO,2019-12-31,39.48,272471000,10757155080,542174000,1766613000,11981594080
BRO,2018-12-31,27.56,282176229,7776776871,438961000,1506990000,8844805871
BRO,2017-12-31,25.73,272580000,7013483400,573383000,976141000,7416241400
BRO,2016-12-31,22.43,272278000,6107195540,515646000,1073872000,6665421540
BRO,2015-12-31,16.05,275620000,4423701000,443420000,1144743000,5125024000
BRO,2014-12-31,16.45,281888000,4637057600,470048000,1198471000,5365480600
BRO,2013-12-31,15.7,282066000,4428436200,202952000,480000000,4705484200
BRO,2012-12-31,12.73,278728000,3548207440,219821000,450093000,3778479440
BRO,2011-12-31,11.32,277164000,3137496480,286305000,251260000,3102451480
BRO,2010-12-31,11.97,275848000,3301900560,272984000,251729000,3280645560
BRO,2009-12-31,8.99,274346000,2466370540,197113000,267333000,2536590540
BRO,2008-12-31,10.45,281984000,2946732800,78557000,259778000,3127953800
BRO,2007-12-31,11.75,271152000,3186036000,38234000,239226000,3387028000
BRO,2006-12-31,14.11,279268000,3940471480,88490000,244334000,4096315480
BRO,2005-12-31,15.27,277126000,4231714020,100580000,269809000,4400943020
BRO,2004-12-31,10.89,275636000,3001676040,188106000,243198000,3056768040
BRO,2003-12-31,8.15,273308000,2227460200,56926000,59799000,2230333200
BRO,2002-12-31,8.08,269132000,2174586560,91247000,84919000,2168258560
BRO,2001-12-31,6.83,250252000,1709221160,16048000,99050000,1792223160
BRO,2000-12-31,4.38,492296000,2156256480,37027000,15047000,2134276480
BRO,1999-12-31,2.39,336976000,805372640,23957000,8800000,790215640
BRO,1998-12-31,2.18,336976000,734607680,0,22338000,756945680
BRO,1997-12-31,1.86,327336000,608844960,0,12331000,621175960
BRO,1996-12-31,1.1,2554368000,2809804800,31786000,10665000,2788683800
BRO,1995-12-31,1.04,2507802096,2608114179,28350000,8791000,2588555179
BRO,1994-12-31,0.90626,2495712000,2261763957,23185000,8675000,2247253957
BRO,1993-12-31,0.7448,200512000,149341337,26300000,20500000,143541337
BRO,1992-12-31,0.69792,122432000,85447741,7700000,13500000,91247741
BRO,1991-12-31,0.5,120496000,60248000,7900000,11900000,64248000
BRO,1990-12-31,0.26667,117520000,31339058,8100000,7800000,31039058
BRO,1989-12-31,0.425,114496000,48660800,200000,2900000,51360800
BRO,1988-12-31,0.275,110656000,30430400,7300000,800000,23930400
BRO,1987-12-31,0.23333,129296000,30168635,12300000,700000,18568635
BRO,1986-12-31,0.4,107808000,43123200,9000000,1000000,35123200
BRO,1985-12-31,0.30278,126368000,38261703,8500000,1700000,31461703
