date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,JBHT,USD,0000728535,2025-02-21,2025-02-21 15:42:02,2024,FY,570886000,761141000,-89848000,65686000,60556000,110746000,0,-109806000,59616000,114735000,1483156000,-865373000,3785000,0,6929000,190967000,-663692000,-100000000,0,-550282000,-175543000,0,-825825000,0,-6361000,46983000,53344000,1483156000,-865373000,617783000,https://www.sec.gov/Archives/edgar/data/728535/000143774925004736/0001437749-25-004736-index.htm,https://www.sec.gov/Archives/edgar/data/728535/000143774925004736/jbht20241231d_10k.htm
2023-12-31,JBHT,USD,0000728535,2024-02-23,2024-02-23 16:01:25,2023,FY,728287000,737954000,15677000,79189000,58039000,259449000,0,-48346000,-153064000,125472000,1744618000,-1862431000,-85000000,0,0,262216000,-1685215000,312500000,0,-196588000,-173898000,0,-57986000,0,1417000,53344000,51927000,1744618000,-1862431000,-117813000,https://www.sec.gov/Archives/edgar/data/728535/000143774924005368/0001437749-24-005368-index.htm,https://www.sec.gov/Archives/edgar/data/728535/000143774924005368/jbht20231231_10k.htm
2022-12-31,JBHT,USD,0000728535,2023-02-24,2023-02-24 15:52:49,2022,FY,969351000,644520000,175089000,77535000,-147988000,-13950000,0,-23838000,-110200000,58375000,1776882000,-1540796000,-118175000,0,0,108901000,-1550070000,-32500000,0,-331210000,-166724000,0,-530434000,0,-303622000,51927000,355549000,1776882000,-1540796000,236086000,https://www.sec.gov/Archives/edgar/data/728535/000143774923004530/0001437749-23-004530-index.htm,https://www.sec.gov/Archives/edgar/data/728535/000143774923004530/jbht20221231_10k.htm
2021-12-31,JBHT,USD,0000728535,2022-02-25,2022-02-25 15:53:19,2021,FY,760806000,557093000,53420000,61505000,-269603000,-382216000,2951000,140295000,-30633000,60677000,1223898000,-947563000,70545000,0,0,0,-877018000,0,0,-180191000,-124442000,0,-304633000,0,42247000,355549000,313302000,1223898000,-947563000,276335000,https://www.sec.gov/Archives/edgar/data/728535/000143774922004457/0001437749-22-004457-index.htm,https://www.sec.gov/Archives/edgar/data/728535/000143774922004457/jbht20211231_10k.htm
2020-12-31,JBHT,USD,0000728535,2021-02-23,2021-02-22 18:09:24,2020,FY,506035000,527375000,-7056000,60698000,-14567000,-109758000,0,-5482000,100673000,50374000,1122859000,-738545000,-12136000,0,0,137724000,-612957000,2024000,0,-119390000,-114234000,0,-231600000,0,278302000,313302000,35000000,1122859000,-738545000,384314000,https://www.sec.gov/Archives/edgar/data/728535/000143774921003667/0001437749-21-003667-index.htm,https://www.sec.gov/Archives/edgar/data/728535/000143774921003667/jbht20201231_10k.htm
2019-12-31,JBHT,USD,0000728535,2020-03-02,2020-03-02 15:06:58,2019,FY,516320000,499145000,55617000,53324000,-78633000,50310000,-85063000,-85327000,41447000,52574000,1098347000,-854115000,-115654000,0,0,165807000,-803962000,137014000,0,-292182000,-111817000,0,-266985000,0,27400000,35000000,7600000,1098347000,-854115000,244232000,https://www.sec.gov/Archives/edgar/data/728535/000143774920004119/0001437749-20-004119-index.htm,https://www.sec.gov/Archives/edgar/data/728535/000143774920004119/jbht20191231_10k.htm
2018-12-31,JBHT,USD,0000728535,2019-02-22,2019-02-22 12:09:34,2018,FY,489585000,435893000,101591000,47369000,1296000,-130931000,0,98037000,34190000,12107000,1087841000,-995650000,110165000,0,0,108877000,-886773000,66815000,0,-169901000,-104994000,0,-208080000,0,-7012000,7600000,14612000,1087841000,-995650000,92191000,https://www.sec.gov/Archives/edgar/data/728535/000143774919003134/0001437749-19-003134-index.htm,https://www.sec.gov/Archives/edgar/data/728535/000143774919003134/jbht20181231_10k.htm
2017-12-31,JBHT,USD,0000728535,2018-02-23,2018-02-23 16:42:32,2017,FY,686263000,383518000,-248764000,38291000,-31765000,-166111000,94651000,85237000,49109000,55220000,855153000,-526928000,-136879000,0,0,12525000,-651282000,103654000,0,-197928000,-101362000,0,-195636000,0,8235000,14612000,6377000,855153000,-526928000,328225000,https://www.sec.gov/Archives/edgar/data/728535/000143774918003239/0001437749-18-003239-index.htm,https://www.sec.gov/Archives/edgar/data/728535/000143774918003239/jbht20171231_10k.htm
2016-12-31,JBHT,USD,0000728535,2017-02-23,2017-02-23 16:10:12,2016,FY,432090000,361510000,50414000,40625000,-35986000,-120994000,-36766000,60818000,24190000,10980000,854143000,-638430000,153174000,0,0,153042000,-485388000,-8938000,0,-268401000,-98990000,8385000,-367944000,0,811000,6377000,5566000,854143000,-638430000,215713000,https://www.sec.gov/Archives/edgar/data/728535/000143774917003083/0001437749-17-003083-index.htm,https://www.sec.gov/Archives/edgar/data/728535/000143774917003083/jbht20161231_10k.htm
2015-12-31,JBHT,USD,0000728535,2016-02-23,2016-02-23 16:38:30,2015,FY,427235000,339613000,80427000,37228000,-9914000,-747000,-20822000,8600000,-17767000,-2562000,873308000,-725122000,0,0,0,148590000,-576532000,71463000,0,-287125000,-97364000,15855000,-297171000,0,-395000,5566000,5961000,873308000,-725122000,148186000,https://www.sec.gov/Archives/edgar/data/728535/000143774916025879/0001437749-16-025879-index.htm,https://www.sec.gov/Archives/edgar/data/728535/000143774916025879/jbht20151231_10k.htm
