symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
DECK,2025-03-31,111.81,151992000,16994225520,1889188000,276975000,15382012520
DECK,2024-03-31,155.08,155226000,24072448080,1502051000,266879000,22837276080
DECK,2023-03-31,74.93,159024000,11915668320,981795000,246488000,11180361320
DECK,2022-03-31,45.63,165048000,7531140240,843527000,222070000,6909683240
DECK,2021-03-31,55.07,168330000,9269933100,1089361000,223042000,8403614100
DECK,2020-03-31,22.33,170310000,3803022299,649436000,295716000,3449302299
DECK,2019-03-31,24.47,177846000,4351891620,589692000,31504000,3793703620
DECK,2018-03-31,15.01,190548000,2860125480,429970000,32082000,2462237480
DECK,2017-03-31,9.96,192000000,1912320000,291764000,32632000,1653188000
DECK,2016-03-31,9.99,195336000,1951406640,245956000,100106000,1805556640
DECK,2015-03-31,12.15,206598000,2510165700,225143000,38537000,2323559700
DECK,2014-03-31,13.29,208140000,2766180600,245088000,6702000,2527794600
DECK,2012-12-31,6.71,221274000,1484748540,110247000,33000000,1407501540
DECK,2011-12-31,12.6,231630000,2918538000,263606000,0,2654932000
DECK,2010-12-31,13.29,231690000,3079160100,445226000,0,2633934100
DECK,2009-12-31,5.65,234144000,1322913600,357328000,0,965585600
DECK,2008-12-31,4.44,234756000,1042316640,179073000,0,863243640
DECK,2007-12-31,8.61,231030000,1989168299,81065000,0,1908103299
DECK,2006-12-31,3.33,225342000,750388860,25303000,0,725085860
DECK,2005-12-31,1.53,222282000,340091460,50749000,0,289342460
DECK,2004-12-31,2.61,198090000,517014900,10379000,0,506635900
DECK,2003-12-31,1.14,172980000,197197199,6662000,30287000,220822199
DECK,2002-12-31,0.18555,167904000,31154587,3941000,39028000,66241587
DECK,2001-12-31,0.23611,166446000,39299565,16689000,449000,23059565
DECK,2000-12-31,0.29166,163674000,47737158,9057000,1495000,40175158
DECK,1999-12-31,0.14583,159012000,23188719,1600000,6400000,27988719
DECK,1998-12-31,0.12153,155376000,18882845,300000,21400000,39982845
DECK,1997-12-31,0.41666,161298000,67206424,3200000,10100000,74106424
DECK,1996-12-31,0.38194,167256000,63881756,1300000,10400000,72981756
DECK,1995-12-31,0.31944,193846152,61922214,3200000,15300000,74022214
DECK,1994-12-31,0.69444,173394498,120412075,2900000,200000,117712075
DECK,1993-12-31,0.99999,128863638,128862349,3000000,400000,126262349
